,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,additives,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,ingredients_origins,markets,traceability_code,manufacturing,link,generic_name,palm_ingredients,brand_owner,producer_info
76,Bonbons à la noix de coco - Chun guang - 308g,6917541778463,['Chun guang'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308g,,,,,,,,,
77,pois cassés - dia - 500g,8480017042828,['Dia'],,['France'],[],[],?,341,"1,2","49,1","24,6",1427 kj(341 kcal),"0,2","2,4","0,051","0,02",A,['Filet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois cassés secs']",,,,,+2%,-21%,+1%,+10%,64.4%,0.0%,18.1%,9.3%,5.1%,3.1%,95,1.2 g,en faible quantité,0.2 g,en faible quantité,2.4 g,en faible quantité,0.0508 g,en faible quantité,+2%,-12%,-32%,+125%,+125%,-6,,A,,500g,,['Dia'],['COD.107352582229'],['France'],,,,,
78,Confiture - Le buffet de mamie - 320g,3700318321121,['Le buffet de mamie'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320 g,,,,,,,,,
79,Vitamin water,8690327892222,,,['France'],[],[],?,10,"0,05","2,1","0,1",42 kj(10 kcal),0,"1,85","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Sauce salade - Delhaize - 495g,5400111010915,['Delhaize'],,"['Belgique', 'France']",[],[],?,242,"23,5","6,4","0,8",1013 kj(242 kcal),"1,9",3,"2,2","0,88",D,,"['Epicerie', 'Sauces', 'Sauces salades']",,,,,-28%,-29%,+16%,+21%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,23.5 g,en quantité élevée,1.9 g,en quantité modérée,3 g,en faible quantité,2.2 g,en quantité élevée,-27%,-44%,-20%,+16%,+16%,13,-10%,D,-10%,495 g,,['Delhaize'],,,,,,,
81,crème liquide - Maître et Chef - 1l,3248340047829,['Maître et Chef'],['Origine France'],['France'],"['crème de lait', 'proteines de lait', 'stabilisant: carraghénanes']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,['Tetra Pak'],,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1l,['France'],,"['FR 45.273.001 CE', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",['France 45550'],,,,,
82,Pruneaux dénoyautés,3560000230069,,,['France'],[],[],?,339,"0,73","89,07","3,7",1418 kj(339 kcal),"0,06","89,07","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3585810038100,3585810038100,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Pain special de camoagne - Cora,3257983356465,['Cora'],['Bio'],['France'],[],[],?,272,"4,4","47,8","8,1",1138 kj(272 kcal),"0,4","3,6","1,48","0,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cora'],,,,,,,
85,Etoile d'Or,2204350003607,"[""Etoile d'Or""]",,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Gold coffee sensations - Delta gold - 1kg,5601082034904,['Delta gold'],,"['France', 'Suisse']",[],[],?,331,13,10,17,1385 kj(331 kcal),6,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1kg,,,,,,,,,
87,Café en grains 4 étoiles - Café Henri - 1kg,3380881013106,['Café Henri'],,['France'],[],[],?,?,?,?,?,,,,,,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']",,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,,,,,,,,,,,,,1kg,,,,,,,,,
88,Tendre rosée - Dammann Frères,3259920076979,['Dammann Frères'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,12150706,12150706,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Huile d'olive extra vierge -,6191404300651,,,['France'],[],[],?,?,?,0,0,,,0,0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,,,,,,,
91,Pate d'amande,29022304,,,['France'],[],[],?,424,13,68,6,1774 kj(424 kcal),"1,1",67,1,"0,4",E,,"['Massepain', ""Pâtes d'amande""]",,,,,-4%,-22%,+4%,-4%,92.2%,3.6%,1.7%,1.8%,0.8%,0.0%,25,13 g,en quantité modérée,1.1 g,en faible quantité,67 g,en quantité élevée,1 g,en quantité modérée,-4%,-39%,+10%,+2497%,+2497%,20,+29%,E,+29%,,,,,,,,,,
92,Menengic kahvesi,8695820004424,,,['France'],[],[],?,410,"23,69","16,12","13,21",1715 kj(410 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0209489008662,0209489008662,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Riz de Camargue - Le Rizier de Camargue - 1kg,3760121212542,['Le Rizier de Camargue'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],"['de Camargue Riz de Camargue Long Demi-Complet cuisson 20 25 min Pour obtenir un riz moins collant', ""rincez à l'eau froide les grains de riz avant de les cuire""]",[],?,?,?,?,?,,,,,,B,['Atmosphère protectrice'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de Camargue']",,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,,,,1 kg,['France'],,['FR-BIO-01'],['Aigues Mortes 30020'],,,,,
95,Cokinettes,3760052699276,,,['France'],[],[],?,568,"38,8","43,9","8,02",2377 kj(568 kcal),"17,5",38,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Pain d epices nature,3760143560188,,,['France'],[],[],?,308,"0,7",70,"5,4",1289 kj(308 kcal),"0,3",46,"0,84","0,336",B,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,,,-9%,-80%,-1%,+24%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,0.7 g,en faible quantité,0.3 g,en faible quantité,46 g,en quantité élevée,0.84 g,en quantité modérée,-9%,-76%,+13%,+93%,+93%,16,+13%,D,+13%,,,,,,,,,,
97,noisette chocolat lait - 100g,0434021003205,,,['France'],[],[],?,?,?,?,?,,,,,,E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",,,,,,,,,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,
98,0219968030176,0219968030176,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Pain au céréales - Leclerc,,['Leclerc'],,['France'],[],[],?,?,?,?,?,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Pure butter shortbread fingers,5010909005223,,,['France'],[],[],?,515,"27,5","61,7","5,8",2155 kj(515 kcal),"17,4","21,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Oignon jaune - le père Denis - 2kg,3306540003325,['le père Denis'],,['France'],[],[],?,?,?,?,?,,,,0,0,A,['Filet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Oignons et dérivés', 'Légumes frais', 'Oignons', 'Oignons frais', 'Oignons jaunes']",,,,,,,,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,2 kg,,,,,,,,,
102,Crevette - Metro Chef,3439496406985,['Metro Chef'],['Produits destinés aux professionnels'],['France'],[],[],?,68,"0,5","0,5",17,285 kj(68 kcal),"0,5",0,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Madeleines moelleuses aux pépites de chocolat,3532090009825,,,['France'],[],[],?,433,23,49,"5,1",1812 kj(433 kcal),"5,3",31,"0,68","0,272",D,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",,,,,-3%,-2%,-6%,-11%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,23 g,en quantité élevée,5.3 g,en quantité élevée,31 g,en quantité élevée,0.68 g,en quantité modérée,-3%,-21%,+9%,-10%,-10%,19,+3%,E,+3%,,,,,,,,,,
104,"Riz thaï complet - Bio c’est bon - 0,278kg",0268524001457,['Bio c’est bon'],['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,278 kg",,,,,,,,,
105,Gaufrettes croustillantes aux pous chiches,3701080001907,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01']",['France'],[],[],?,397,"5,6","77,1","7,6",1661 kj(397 kcal),"3,5","0,86","1,73","0,692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,muesli au chocolat - Tip - 750g,4334011156934,['Tip'],"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],?,?,?,?,?,,,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Mueslis', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Mueslis au chocolat', 'Pétales multicéréales']",,,,,,,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,,,,,,,,,,,,750g,,,,,,,,,
107,Winiary Lemon Flavoured Soft Jelly With Sugar 77 G,7613030333807,,,['France'],[],[],?,48,0,"11,9",0,201 kj(48 kcal),0,"7,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"Edel Zartbitter Schokolade , 72% Kakao -",4316268539913,,,"['France', 'Allemagne']","['Kakaomasse', 'Zucker', 'Kakaobutter', 'fettarmes Kakaopulver', 'natürliches Vanille-Aroma']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,586,"44,7","33,5","7,4",2452 kj(586 kcal),27,"26,9","0,08","0,032",E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,4,,+5%,+13%,-13%,-3%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,44.7 g,en quantité élevée,27 g,en quantité élevée,26.9 g,en quantité élevée,0.08 g,en faible quantité,+6%,+17%,-15%,+71%,+71%,22,+4%,E,+4%,,,,,,,,,,
109,Pate a tartiner noisettes,3491200007888,,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,?,?,?,?,,,,,,D,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",,,,,,,,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,crépinette de porc - carrefour,0203700020204,['Carrefour'],,['France'],"['viande de porc 90%', ""3% eau épices et extrait d'épices sirop de glucose saccharose acidifiant e262 antioxygene e316 persil thym crépine""]","['Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
111,grille aux pommes - leclerc - 2,0209310013124,['Leclerc'],,['France'],"['14123 IFS E', 'Leclerg 2E AUX POMHES RELE AUX POMMES Ingrédients: ille aux pomme 10 10 ', 'puree de pommes', 'eau farne ', 'BLE', ' sucre', 'eurre i LAT', ' ', '1 1,5%', 'amidon modifié', ""correcteur d'acidité "", 'E333:ll', 'acide citrique', 'E331 i', 'épaississant ', 'E418', ' sel', 'arôme naturel Produit dans une usine qui utilise LAIT', 'oeufs', 'soja', 'fruits à coque', 'nappage spray Eau', 'Sirop de glucosefructose', 'Sucre', 'Gélfiant Pectines ', 'E 440 Carraghénanes E 407', "" Correcteur d'acidité Acide citrique "", 'E330', ' Phosphates de potassium ', 'E 340', 'Citrates de caloum E333', 'Arôme Colorant Caroténoides ', 'E 160a']","[""Pourrait contenir de l'huile de palme""]",?,?,?,?,?,,,,,,,,,"['E14XX - Amidons modifiés', 'E333 - Citrates de calcium', 'E330 - Acide citrique', 'E331i - Citrate monosodique', 'E418 - Gomme gellane', 'E440 - Pectines', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']",['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
112,TipiTip - 14,0762210143600,['TipiTip'],"['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre', 'Moins 40% de sucre']",['France'],"['boyt', 'unuz tatic']",[],?,1,1,?,?,4 kj(1 kcal),1,1,1,"0,4",D,['Cheyngom'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bourgogne', 'Vosne-Romanée', 'Vosne-Romanée premier cru']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,14,['tr:Turquie'],,['EMRE'],['Usine'],nn,,,,
113,Funza Multi Grain Chips Periperi,8906001140726,,,['France'],[],[],?,437,"13,9",0,"9,43",1828 kj(437 kcal),"5,26",0,"1,579","0,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Citron - Monte pilones - 500grme,8435281402274,['Monte pilones'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500grme,,,,,,,,,
115,Riz thaï demi-complet - Autour du riz - 500g,03809273,['Autour du riz'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10', 'en:TH-BIO-141']",['France'],['100 % riz thaï demi-complet'],[],1499,354,"2,2",73,"8,9",1499 kj(354 kcal),"0,7","0,6",,,B,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz complet', 'Riz thaï']",,,,+8%,+7%,-17%,+9%,+20%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,2.2 g,en faible quantité,0.7 g,en faible quantité,0.6 g,en faible quantité,,,+7%,+25%,-10%,,,,,,,500 g,,,,,,,,,
116,La Trinitaine,3260260211975,['La Trinitaine'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Frische  Hüftsteaks - Mezgerei,29032938,['Mezgerei'],,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,['Scheiben'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Ptilo,3415306315579,,,['France'],[],[],?,363,3,79,"3,3",1519 kj(363 kcal),"1,5",52,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Datte medjoul,2609923070121,,,['France'],[],[],?,?,?,?,?,,,,,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes medjoul']",,,,,,,,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Compote pomme/banane,3506719273317,,['Sans arômes artificiels'],['France'],[],[],?,0,"0,5",12,"0,5",0 kj(0 kcal),0,11,"0,01","0,004",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes banane']",,,,,-100%,+62%,-18%,+8%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,0.5 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,-100%,-100%,-15%,+8%,+8%,-3,,A,,,,,,,,,,,
121,Lait demi-écrémé - Auchan,3596710453382,['Auchan'],,['France'],[],[],?,46,"1,6","4,8","3,2",192 kj(46 kcal),1,"4,8","0,13","0,052",D,,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",,,,,-2%,-5%,0%,-1%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,-3%,-3%,+0%,+17%,+17%,0,-100%,B,-100%,,,['Auchan'],,,,,,,
122,Turkish delight,8680789090038,,,['France'],[],[],?,362,0,90,"0,4",1515 kj(362 kcal),0,63,0,0,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,,,,+2%,-100%,+10%,-58%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,63 g,en quantité élevée,0 g,en faible quantité,+2%,-100%,+0%,-100%,-100%,14,+4%,D,+4%,,,,,,,,,,
123,Nougat tendre,3486721050505,,,['France'],[],[],?,428,"11,07","77,29","4,72",1791 kj(428 kcal),"0,84","60,95","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,5013967011847,5013967011847,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Weisse Matcha - Alnatura,4104420184640,['Alnatura'],"['Bio', 'Végétarien', 'Végétalien', 'en:EG-Öko-Verordnung']",['France'],[],"['Végétalien', 'Végétarien']",?,594,40,58,"0,5",2485 kj(594 kcal),24,42,"0,15","0,06",E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,,,,+5%,+11%,+9%,-93%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,40 g,en quantité élevée,24 g,en quantité élevée,42 g,en quantité élevée,0.15 g,en faible quantité,+5%,+11%,-17%,-42%,-42%,26,-3%,E,-3%,,,,,,,,,,
126,"Farine pour pain blanc d'épautre - Aveve - 2,5kg",5411866957585,['Aveve'],,['France'],[],[],?,353,"1,5","71,5","12,4",1477 kj(353 kcal),"0,2","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,5 kg",,,,,,,,,
127,Adoquín de fresa -,8411493003041,,,"['France', 'Espagne']",[],[],?,?,?,?,?,,,,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,pois chiches au naturel - Primeal - 720ml,21599811,['Primeal'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['Priméal vous propose toute une gamme de conserves pour  une alimentation équilibrée', ""variée et savoureuse tout au long de l'année"", "" En association avec des céréales cette gamme de légumineuses prête à l'emploi permet un apport complémentaire en protéines végétales B Ingrédients: pois chiches"", 'eau', 'sel marin', "" issus de l'agriculture biologique"", ' Riches en protéines et en fibres']",[],?,121,"1,7","17,1","6,8",506 kj(121 kcal),"0,2",1,"0,5","0,2",,['Bocal verre'],['Conserve légumineuses'],,,,,,,,,,,,,,,,1.7 g,en faible quantité,0.2 g,en faible quantité,1 g,en faible quantité,0.5 g,en quantité modérée,,,,,,-6,,A,,720 ml,['France'],['Super GBio'],,['07340 Peaugres'],,,,,
129,Vitamin Tes Infusion,7640164520018,,"['Fabriqué en Suisse', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,20,"0,1","4,9","0,1",84 kj(20 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Amandes décortiquées -,2600112019747,,,['France'],[],[],?,?,?,?,?,,,,,,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Confiture de Pêche de vigne - Maison Herbin - 230g,3355430000876,['Maison Herbin'],,['France'],"['Sucre', 'pêche de vigne']",[],?,239,"0,1","58,4","0,5",1000 kj(239 kcal),0,"57,8",0,0,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",,,3,,+11%,-47%,+11%,+13%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,0.1 g,en faible quantité,0 g,en faible quantité,57.8 g,en quantité élevée,0 g,en faible quantité,+11%,-100%,+14%,-100%,-100%,11,+19%,D,+19%,230 g,,,,,,,,,
132,biscuits tablette chocolat au lait - leader price - 150g,19118307,['leader price'],['Agriculture UE/Non UE'],['France'],[],[],?,?,?,?,?,,,,,,D,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits tablette de chocolat', 'Biscuits au chocolat au lait', 'Biscuits tablette de chocolat au lait']",,,,,,,,,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,,,,,,,,,,,150g,,['Leader Price'],['01072D N°1484'],,,,,,
133,Oeufs Datés x12,3276570312134,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Feine Himbeer Cremerolle (roule au framboises) - 400g,20164553,,,['France'],[],[],?,350,"9,1","62,7","3,8",1464 kj(350 kcal),"5,3",35,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,
135,Pomodoro ciliegino secco,8028447007620,,,['France'],[],[],?,255,"2,91","55,21","13,97",1067 kj(255 kcal),"0,46","37,22","8,29","3,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Cookies aux pépites de chocolat,3507570019472,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,388,"6,7",74,"6,3",1623 kj(388 kcal),"3,8",36,"0,77","0,308",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat']",,,,,-21%,-73%,+24%,+1%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,6.7 g,en quantité modérée,3.8 g,en quantité modérée,36 g,en quantité élevée,0.77 g,en quantité modérée,-22%,-69%,+14%,+14%,+14%,17,-25%,D,-25%,,,,,,,,,,
137,Beignets au chocolat - 280g,0260183018371,,,['France'],[],[],?,394,19,48,"6,7",1648 kj(394 kcal),"2,1",19,"0,7","0,28",,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,,+11%,+20%,+6%,+6%,,,,,,,,19 g,en quantité modérée,2.1 g,en quantité modérée,19 g,en quantité élevée,0.7 g,en quantité modérée,+11%,-39%,+17%,-5%,-5%,13,+8%,D,+8%,280 g,,,,,,,,,
138,Nem Chua Sõ (Porc fermenté long) - HOA NAM - 180g,3474930204000,['HOA NAM'],,['France'],"['Viande de porc 60%', 'couenne de porc', 'ail', 'sel', 'sucre', 'épices', 'riz grillé', 'feuille de surette', 'exhausteur de goût: E621', 'colorant: E120 et stabilisant: E252']","['Non végétalien', 'Non végétarien']",?,301,"16,1","2,3","36,8",1259 kj(301 kcal),5,"2,3","1,6","0,64",,['Plastique'],"['Viandes', 'Porc']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,4,,+57%,+44%,+158%,+86%,,,,,,,,16.1 g,en quantité modérée,5 g,en quantité modérée,2.3 g,en faible quantité,1.6 g,en quantité élevée,+59%,+16%,+275%,-16%,-16%,14,+26%,D,+26%,180 g,,['Paris Store'],"['FR 75.113.006 CE', 'Paris 13e  Arrondissement (Paris, France)']",['France'],http://www.hoanam.com,Nem Chua Sõ (Porc fermenté long),,,
139,Scanpis -,4250803402358,,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,D,,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes']",,,,,,,,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Salambi,0246109014634,,,['France'],[],[],?,208,"5,7",35,"3,5",870 kj(208 kcal),"3,1",24,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0071164343265,0071164343265,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
