,name,bar_code,brand,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,ingredients_origins,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,palm_ingredients,link
1554,Muesli Croustillant aux fruits - Leader Price - 750g,3263850801617,['Leader Price'],"['Franprix', 'Leader Price']",['France'],"[""Céréales 58% [flocons d'avoine"", 'flocons de blé', 'farine de blé', 'céréales extrudées ', 'farine de riz', 'farine de blé', 'sucre', 'farine de malt de blé', 'sel', 'sucre caramélisé en poudre', 'corn flakes ', 'maïs', 'sucre', ""extrait de malt d'orge"", 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ']', 'fruits secs ', '27,5%', ' [raisins secs ', 'raisins secs', 'huile de tournesol', 'bananes sucrées aromatisées ', 'bananes', 'huile de coco', 'sucre', 'arôme', 'noix de coco toastées', 'papayes sucrées ', 'papayes', 'sucre', 'ananas sucrés ', 'ananas', 'sucre', ""correcteur d'acidité : acide citrique"", 'pommes séchées', 'noix de coco en poudre]', 'sucre', 'huile de tournesol ', 'huile de tournesol', 'antioxydant : extrait riche en tocophérols', 'sirop de glucose', 'sel', 'arôme', 'caramel ', 'sucre', 'eau']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E306 - Extrait riche en tocophérols']","['Gluten', 'Fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,1903,453,1903 kj(453 kcal),"16,6","7,2",65,23,8,"0,43","0,172",B,,750 g,"['Étui:carton', 'Sachet:plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",['Point Vert'],,"['EMB 80302A', 'Faverolles (Somme, France)']",16.6 g,en quantité modérée,7.2 g,en quantité élevée,23 g,en quantité élevée,0.43 g,en quantité modérée,+12%,+14%,+14%,+57%,+166%,+6%,+28%,-16%,+197%,+197%,13,+279%,D,+279%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,
1555,Top Miel - Leader Price - 500g,3263850801815,['Leader Price'],['Leader Price'],['France'],"['Semoule de maïs 42,6 % - farine de blé 37,6 % - sucre - miel 5 % - sel - carbonate de calcium - arôme naturel - caramel ', 'sucre - eau', ' - sirop de sucre caramélisé - vitamines : Bl', 'B2', 'B3', 'B5', 'B6', 'B9', 'B8', 'Bl2 - colorants : rocou', 'caroténoïdes', 'fer']","['E160b - Rocou', 'E160 - Caroténoïdes']",['Gluten'],['Non végétalien'],4,1633,?,1633 kj(390 kcal),"1,1","0,2",86,27,"6,6","0,83","0,332",C,Boules de céréales soufflées au miel,500 g,"['Carton', 'Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Céréales au caramel', 'Céréales au miel', 'Mélanges de céréales soufflés']","['Riche en 8 vitamines', 'Riche en fer']",,"['EMB 80302A', 'Faverolles (Somme, France)']",1.1 g,en faible quantité,0.2 g,en faible quantité,27 g,en quantité élevée,0.83 g,en quantité modérée,-5%,,-4%,-84%,-89%,+15%,-3%,-13%,+80%,+80%,10,+12%,C,+12%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['France'],,
1556,Fruits & fibres - Leader Price - 500g,3263850803710,['Leader Price'],['Leader Price'],['France'],"[""Blé complet 55% - sucre - raisins secs 10% - farine de blé complet 8% - bananes 4,2% - noix de coco 3,2% - noisettes 2,4% - pommes séchées 2,3% - extrait de malt d'orge - huile de coco - sel - vitamines : PP"", 'B5', 'B6', 'B2', 'BI', 'B9', 'H', 'B12 - fer - arôme - huile de tournesol - antioxydant : disulfite de sodium']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Fruits à coque', 'Anhydride sulfureux et sulfites']",[],4,?,398,1665 kj(398 kcal),"7,5",5,69,23,9,"0,88","0,352",C,Petales de blé complet aux fruits,500 g,"['Carton', 'Sachet', 'Plastique', 'Point vert']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,"['EMB 80302A', 'Faverolles (Somme, France)']",7.5 g,en quantité modérée,5 g,en quantité modérée,23 g,en quantité élevée,0.88 g,en quantité modérée,,-0%,-0%,-14%,+127%,+3%,+38%,-4%,+146%,+146%,11,+104%,D,+104%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['France'],,
1557,Top cao - Fourrage chocolat noisette - Leader Price - 450g,3263850804113,['Leader Price'],['Leader Price'],['France'],"['Semoule de riz 28% - farine de blé 26% - sucre - matières grasses végétales ', 'tournesol - coco', ' - lactosérum en poudre - chocolat 4,5% ', 'sucre - cacao en poudre - beurre de cacao', "" - farine d'avoine - inuline "", 'fibre soluble', ' - noisettes 1% - colorants : caroténoïdes', 'rocou - sel - émulsifiant : lécithines de tournesol - arôme naturel - vitamines : niacine ', 'PP', 'E', 'B6', 'riboflave ', 'B2', 'thiamine ', 'B1', 'acide folique ', 'B9', 'B12 - fer']","['E160 - Caroténoïdes', 'E160b - Rocou', 'E322i - Lécithine']","['Gluten', 'Fruits à coque', 'Avoine']",['Non végétalien'],4,?,457,1912 kj(457 kcal),13,3,74,24,"6,2","0,625","0,25",C,,450 g,"['Carton', 'Sachet', 'Plastique', 'sachet plastique à jeter', 'étui carton à recycler']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",,,"['EMB 80302A', 'Faverolles (Somme, France)']",13 g,en quantité modérée,3 g,en quantité modérée,24 g,en quantité élevée,0.625 g,en quantité modérée,,+5%,+4%,-6%,-21%,+9%,-16%,-17%,-2%,-2%,9,-31%,C,-31%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,
1558,Pétales Riz et blé complet - Fruits rouges - Fine Ligne - 300g,3263850804816,"['Fine Ligne', 'Leader Price']",['Leader Price'],['France'],"['Riz 59% - blé complet 28% - sucre - orge 7% - fruits rouges lyophilisés 6% ', 'fraises - cerises - framboises', "" - farine complète de blé - sel - farine d'orge maltée - vitamines : C"", 'PP', 'B6', 'B2', 'B1', 'B9', ""B12 - fer - émulsifiants : mono - et diglycérides d'acides gras""]","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme""]",4,?,383,1602 kj(383 kcal),"1,6","0,3",81,17,"8,2","0,9","0,36",C,Pétales de riz et blé complet aux fruits rouges lyophilisés,300 g,"['Étui carton', 'Sachet plastique', 'Sachet plastique à jeter', 'Étui carton à recycler', 'Triman', 'Green dot', 'Pensez au tri!']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales aux fruits', 'Céréales extrudées', 'Pétales de céréales aux fruits']","['Point Vert', 'Triman']",,"['EMB 80302A', 'Faverolles (Somme, France)']",1.6 g,en faible quantité,0.3 g,en faible quantité,17 g,en quantité élevée,0.9 g,en quantité modérée,,+1%,+1%,-52%,-82%,+10%,-9%,-8%,+16%,+16%,0,-100%,B,-100%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['France'],,
1559,TOP CAO fourré au Chocolat - Leader price - 750g,3263850804878,"['Leader price', 'Top Cao']","['Leader Price', 'Franprix']",['France'],"['Semoule de riz', 'sucre', 'farine de blé complet 15%', 'matières grasses végétales ', 'tournesol', 'coco', 'chocolat en poudre 10% ', 'sucre', 'cacao en poudre', 'lactosérum en poudre ', 'lait', 'chocolat 4,5% ', 'sucre', 'cacao en poudre', 'beurre de cacao', 'son de blé 3', '6%', ""farine d'avoine"", 'lait entier en poudre', 'noisettes 1', '2%', 'sel', 'vitamines ', 'b1', 'b2', 'b3', 'b6', 'b9 b12', 'E', 'fer', 'émulsifiant ', 'lécithine de tournesol', 'arôme']",['E322i - Lécithine'],"['Gluten', 'Lait', 'Fruits à coque', 'Avoine']",['Non végétalien'],4,?,442,1849 kj(442 kcal),15,"5,6",67,36,"7,3","0,55","0,22",C,Spécialité céréalière chocolatée fourrées au chocolat,750 g,"['Carton', 'Sachet', 'Plastique', 'Boite']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']","['Riche en 7 vitamines', 'Riche en fer']",,"['EMB 80302A', 'Faverolles (Somme, France)']",15 g,en quantité modérée,5.6 g,en quantité élevée,36 g,en quantité élevée,0.55 g,en quantité modérée,,+1%,+1%,+9%,+48%,-1%,+26%,-3%,-14%,-14%,14,+8%,D,+8%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,
1560,Riz Soufflé Goût Chocolat - Le Prix Gagnant ! - 750g,3263850820311,['Le Prix Gagnant !'],"['Leader Price', 'Casino', 'Géant']",['France'],"['Farine de riz 54%', 'sucre', 'sirop de glucose', 'chocolat en poudre 5% ', 'sucre', 'cacao en poudre', 'cacao maigre en poudre 3', '5%', 'lait écrémé en poudre', ""extrait de malt d'orge"", 'sel', 'arôme']",,"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,383,1602 kj(383 kcal),"1,8",1,85,29,"6,8","0,79","0,316",C,Riz soufflé au chocolat,750 g,['Sachet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Céréales au chocolat', 'Riz soufflé']",,,"['EMB 63430F', 'Thiers (Puy-de-Dôme, France)']",1.8 g,en faible quantité,1 g,en faible quantité,29 g,en quantité élevée,0.79 g,en quantité modérée,,+0%,-0%,-24%,-2%,+3%,+33%,+4%,+76%,+76%,13,+96%,D,+96%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,
1561,Boule de maïs au miel - le prix gagnant - 750g,3263850820410,['le prix gagnant'],,['France'],"['Semoule de maïs 64% - sucre - miel 3% - sirop de glucose - huile de tournesol - sel - caramel ', 'sucre', ' Traces de céréales contenant du gluten', 'de fruits à coque', 'de lait et de soja']",,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,383,1602 kj(383 kcal),"2,3","0,3",85,28,"5,6","0,98","0,392",,,750g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Muesli croustillant bio - Leader Price - 500g,3263850821110,['Leader Price'],['Leader Price'],['France'],"[""flocons d'avoines* 30%"", 'sucre*', 'raisins 11', '7% ', 'raisins*', 'huile de tournesol*', 'flocons de blé* 11%', 'farine de blé* 11%', 'bananes sucrées frites* 7', '5% ', 'bananes*', 'huile de coco*', 'sucre*', 'huile de tournesol* ', 'huile de tournesol*', 'antioxydant ', 'extrait riche en tocophérols', 'farine de riz* 3', '9%', 'noix de coco en lamelles* 2', '8%', 'noix de coco en poudre* 1', '9%', 'miel*', 'amandes en tranches* 0', '7%', 'noisettes 0', '7%', 'sel', ""extrait de malt d'orge*"", 'émulsifiant ', 'lécithine de tournesol']","['E306 - Extrait riche en tocophérols', 'E322i - Lécithine']","['Gluten', 'Fruits à coque', 'Avoine']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,456,1908 kj(456 kcal),"17,6","6,6",64,"22,7","7,4","0,13","0,052",B,Mélange croustillant de céréales et de fruits issu de l'agriculture biologique,500 g,"['Boîte', 'Carton', 'Triman', 'Green dot', 'Pensez au tri!', 'Étui carton à recycler', 'Sachet plastique à jeter']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,"['EMB B8800', 'EMB 80302A', 'Faverolles (Somme, France)']",17.6 g,en quantité modérée,6.6 g,en quantité élevée,22.7 g,en quantité élevée,0.13 g,en faible quantité,,+15%,+14%,+66%,+144%,+4%,+26%,-23%,-10%,-10%,16,+366%,D,+366%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,
1563,Purée de légume et dinde - Leader Price,3263850847714,['Leader Price'],['Leader Price'],['France'],"['Purée de légumes et viande de dinde', "" Plat complet adapté à l'enfant"", ""issu de l'agriculture biologique"", ' Aliment pour bébé', 'dès 6 mois', "" : eau - carottes* 20% - purée de tomates reconstituée* 10% - pommes de terre* 10% - viande de dinde* 8% - petits pois* 7% - oignons* 5% - amidon de maïs* - crème fraîche* - huile de colza* - huile de tournesol* - huile d'olive vierge extra* - basilic* - ail* - romarin* - thym*"", "" *ingrédients issus de l'agriculture biologique"", ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes', "" au micro-ondes : percer l'opercule du bol à l'aide d'une pointe de couteau"", ' Faire chauffer e bol au micro-ondes 30 secondes à 700 - 750 Watts', "" Retirer l'opercule"", 'remuer et vérifier la température avant de donner le produit à votre enfant', "" Au bain-marie : réchauffer le pot quelques minutes avec l'opercule dans de l'eau à ébullition"", "" Refroidir le pot à l'eau froide"", "" Retirer l'opercule"", 'remuer et vérifier la température avant de donner le produit à votre enfant', 'Ne pas saler', ' Utiliser une cuillère en plastique adaptée à la bouche de bébé', ' avant ouverture :']",,['Lait'],"['Non végétalien', 'Non végétarien']",,?,62,259 kj(62 kcal),"2,1","0,5","6,8","1,8","2,8","0,03","0,012",,,,,,"['Bio', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Puree de courge et carottes - Leader Price,3263850847912,['Leader Price'],['Leader Price'],['France'],[],,,[],,?,51,213 kj(51 kcal),"1,7","0,2","6,9",3,"1,1","0,03","0,012",,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Bbé - Leader Price,3263850848216,['Leader Price'],['Leader Price'],['France'],[],,,[],,?,67,280 kj(67 kcal),"2,7","0,4","7,2",2,"2,6","0,11","0,044",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Blanquette riz carottes et volaille - Leader Price,3263850848612,['Leader Price'],['Leader Price'],['France'],[],,,[],,?,69,289 kj(69 kcal),"2,7","0,8","7,3","1,1",3,"0,21","0,084",,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Légumes riz et truite - Leader Price - 400g,3263850848810,['Leader Price'],['Leader Price'],['France'],"[""Carottes* 25% - lait écrémé reconstitué* - pommes de terre* 15% - riz cuit* 10% - truite* 8,3% - purée de tomates reconstituée* 6% - haricots verts* 5% - crème fraîche* - amidon de maïs* - oignons* 2% - huile de colza* - huile d'olive vierge extra* - huile de tournesol* - sel"", "" *ingrédients issus de l'apriculture biologique"", ' Les informations en gras sont destinées aux personnes allergiques ou intolerantes']",,"['Poisson', 'Lait']","['Non végétalien', 'Non végétarien']",,?,76,318 kj(76 kcal),"3,1","0,8","8,1","3,2","3,1","0,28","0,112",,,400 g,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Purée avec morceaux à base de haricots verts riz et sole tropicale. - Leader Price - 230g,3263850861017,['Leader Price'],['Leader Price'],['France'],"['Eau', 'haricots verts 23%', 'pommes de terre 20%', 'riz cuit 13,5%', 'sole tropicale 11%', 'oignons 2,4%', 'amidon transformé de maïs', 'huile végétales ', 'colza', 'tournesol', 'jus de citron à base de concentré', 'persil', 'ail', 'sel']",['E14XX - Amidons modifiés'],['Poisson'],[],4,302,72,302 kj(72 kcal),"1,9","0,2","9,6","0,8","3,2","0,152","0,061",,,230 g,"['Assiette', 'Plastique', 'Carton']","['Aliments pour bébé', 'Dès 12 mois', 'Plats principaux pour bébé', 'Assiettes pour bébé', 'Menus Poissons pour bébé']",,,"['FR 02.514.001 CE', 'Montigny-Lengrain (Aisne, France)']",,,,,,,,,+11%,+11%,+9%,-12%,-47%,+22%,-38%,+11%,-30%,-30%,,,,,,,,,,,,,,
1569,Gâteau de Semoule nappage chocolat - Leader Price - 500g (4x125g),3263850990915,['Leader Price'],"['LeaderPrice', 'Leader Price']",['France'],"['Lait écrémé 64% - sucre - crème fraîche - eau - semoule de blé 5,2% ', 'soit 33,8% de semoule cuite', ' - chocolat en poudre 3,7% ', 'sucre - cacao en poudre', ' - sirop de glucose - amidon transformé - arôme - épaississants : carraghénanes', 'gomme xanthane', 'farine de graines de caroube']","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,519,?,519 kj(124 kcal),"2,8",2,"20,9","16,1","3,3","0,11","0,044",,Gâteaux de semoule nappage chocolat,500 g (4x125 g),['Carton'],['Desserts'],['Point Vert'],,"['FR 27.679.001 CE', 'Verneuil-sur-Avre (Eure, France)', 'EMB 27679', 'Verneuil-sur-Avre (Eure, France)']",2.8 g,en faible quantité,2 g,en quantité modérée,16.1 g,en quantité élevée,0.11 g,en faible quantité,-30%,,-30%,-59%,-45%,-12%,-12%,+4%,-17%,-17%,3,-56%,C,-56%,,,,,,,,,,
1570,Riz au lait parfum vanille - Leader Price - 510g,3263850993312,"['Leader Price', 'Le Prix Gagnant!']",['Leader Price'],['France'],"['Lait entier 68 %', 'eau', 'riz 9 %', 'sucre', 'lactosérum en poudre', 'sel', 'arôme', 'colorant : bêta-carotène', ""correcteur d'acidité : orthophosphate disodique""]",['E160ai - Bêta-carotène'],['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,111,464 kj(111 kcal),"2,5","1,8",19,"11,8","3,1","0,18","0,072",B,Riz au lait parfum vanille,510 g,['Conserve'],"['Desserts', 'Puddings', 'Riz au lait']",,,,2.5 g,en faible quantité,1.8 g,en quantité modérée,11.8 g,en quantité modérée,0.18 g,en faible quantité,,-23%,-23%,-33%,-21%,-16%,-13%,-9%,+40%,+40%,3,-26%,C,-26%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,
1571,Moelleux Nature - Leader Price,3263851020994,['Leader Price'],['Leader Price'],['France'],[],,,[],,?,409,1711 kj(409 kcal),"21,3",2,"49,3",24,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,3263851021113,3263851021113,,['Leader Price'],['France'],"['Farine de blé', 'beurre concentré ', '30 %', 'œufs', 'sucre', 'sel', ""correcteur d'acidité : acétates de sodium""]",['E262 - Acétates de sodium'],"['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,?,560,2343 kj(560 kcal),34,23,54,"5,1","8,4","1,397","0,559",,,,,,,['Union européenne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Préparation LP Pour Crêpes - Leader Price - 400g,3263851022516,['Leader Price'],['Leader Price'],['France'],"[""Farine de blé - sucre - sel poudre d'œuf entier - sirop de glucose - arôme""]",,"['Œufs', 'Gluten']",[],4,174,174,174 kj(174 kcal),"5,4","0,6","24,6","4,8","5,8","0,6","0,24",,,400 g,"['Carton', 'boîte', 'Sachet']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Produits déshydratés', 'Préparations pour desserts', 'Produits lyophilisés à reconstituer', 'Pâtisseries', 'Préparations pour crêpes', 'Préparations pour pâtisseries']","['Point Vert', 'Triman']",,,5.4 g,en quantité modérée,0.6 g,en faible quantité,4.8 g,en faible quantité,0.6 g,en quantité modérée,,-47%,-87%,+53%,-58%,-61%,-85%,+34%,+65%,+65%,1,-89%,B,-89%,,,,,,,,['Allemagne'],,
1574,Amandes en poudre - Leader Price - 100g,3263851025593,['Leader Price'],['Leader Price'],['France'],['amandes en poudre'],,['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,2598,628,2598 kj(628 kcal),"52,9","4,3","5,6",4,"28,5",~ 0,0,,,100 g,"['Sachet plastique à jeter', 'Green dot', 'Pensez au tri!', 'Atmosphère protectrice']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",,,,52.9 g,en quantité élevée,4.3 g,en quantité modérée,4 g,en faible quantité,0 g,en faible quantité,+1%,+1%,-0%,-1%,+2%,-36%,-5%,+23%,-100%,-100%,-4,-172%,A,-172%,,,,,,,,,,
1575,Amandes effilées - Leader Price - 100g,3263851025692,['Leader Price'],['Leader Price'],['France'],['amandes effilées'],,['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,?,,?,,?,,?,,,E,Amandes effilées,100 g,"['Green dot', 'Pensez au tri!', 'Sachet plastique à jeter']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes']",,,"['EMB 60282A', 'Gouvieux (Oise, France)', 'FR 46.029.001 CE', 'Biars-sur-Cère (Lot, France)']",,,,,,,,,,,,,,,,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,
1576,Noix de coco râpée - Leader Price - 125g,3263851025715,['Leader Price'],['Leader Price'],['France'],['Noix de coco râpée'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,2819,684,2819 kj(684 kcal),66,"58,2","8,5","6,1","7,2","0,254","0,102",D,Noix de coco râpée,125 g,"['Sachet', 'Plastique', 'Sachet plastique à jeter', 'Atmosphère protectrice', 'Sachet']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits tropicaux', 'Fruits secs', 'Noix de coco', 'Noix de coco râpée']",,,"['EMB 60282A', 'Gouvieux (Oise, France)']",66 g,en quantité élevée,58.2 g,en quantité élevée,6.1 g,en quantité modérée,0.254 g,en faible quantité,-0%,+2%,+1%,+2%,+2%,-21%,-9%,-3%,+281%,+281%,6,-19%,C,-19%,70.3%,0.0%,8.0%,9.7%,8.6%,3.4%,54,,,
