,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,manufacturing,traceability_code,palm_ingredients,link,producer_info,brand_owner
1757,Confiture d'abricots - Val De Vézère - 370g,3174069951010,['Val De Vézère'],,['France'],"['Sirop de glucose-fructose', 'abricots 45% ', 'dont 20% de purée à base de concentré', 'sucre', 'acidifiant : acide citrique', 'gélifiant : pectines', ' Préparée avec 45g de fruits pour 100g', ' Teneur totale en sucres : 60g pour 100g']",[],1036,244,1036 kj(244 kcal),"< 0,5","< 0,1",60,"44,1","< 0,5","0,02","0,008",B,,370 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]","['E330 - Acide citrique', 'E440 - Pectines']",,4,0.5 g,en faible quantité,0.1 g,en faible quantité,44.1 g,en quantité élevée,0.02 g,en faible quantité,+13%,+11%,+13%,+121%,+134%,+13%,-13%,-0%,-9%,-9%,7,-22%,C,-22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,
1758,Gâteaux chocolat marbré - Rivagur Cakes,3174591000743,['Rivagur Cakes'],,['France'],"['Farine de blé française 22,2%/ œufs frais 21,4%', 'sucre', 'huile de colza', 'eau', 'stabilisant : glycérol', 'pépites de chocolat notr 5% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithines de tournesol', 'arôme', 'chocolat noir 5% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithines de arôme', 'sirop de glucose', 'arômes', 'cacao maigre en poudre', 'émulsifiants : mono- et diglycérides diacide gras et lécithines de poudres à lever : diphosphates et carbonates de sodium', 'sel', 'acidifiant : acide citrique', 'conservateur : sorbate de potassium', 'épaississant : gomme xanthane', ' Traces possibles de graines de sésame', 'lait et fruits à coque']",['Non végétalien'],?,443,1854 kj(443 kcal),24,5,48,24,"5,8","0,8","0,32",,,,,,"['E422 - Glycérol', 'E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Gros cristaux de sucre - Béghin Say - 1kg,3174660112254,['Béghin Say'],,['France'],['Ingrédient : Sucre'],[],?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,A,Cristaux de sucre pour confitures traditionnelles,1 kg,['Sachet'],"['Édulcorants', 'Sucres', 'Sucres en poudre', 'Sucre cristal']",,,,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,,+0%,-0%,-100%,-100%,+0%,+0%,-100%,-100%,-100%,14,-2%,D,-2%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,"['Cultivé en France', 'Fabriqué en France']",['France'],['France'],,,https://www.beghin-say.fr/sucres/envie-de-gourmandise/les-gros-cristaux-de-sucre,,
1760,Céréales croustillantes amaranthe chocolat - Céréal bio - 375g,3175681047044,['Céréal bio'],['E.Leclerc'],['France'],"[""Flocons d'avoine"", 'sucre', 'flocons de blé', 'huile de tournesol', 'chocolat 8% ', 'sucre', 'masse de cacao', 'beurre de cacao', 'extrait de vanille', 'farine de blé et de seigle', 'amaranthe soufflée 5%', 'noix de coco', 'poudre de chocolat 2,5% ', 'sucre', 'poudre de cacao', 'poudre de vanille', 'maïs', 'riz', 'farine complète de blé', ""de seigle et d'orge"", 'miel', 'noisettes torréfiées', 'sel', ""malt d'orge""]",['Non végétalien'],?,464,1941 kj(464 kcal),19,"5,7",61,22,"8,4","0,31","0,124",B,,375 g,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,['Gluten'],3,19 g,en quantité modérée,5.7 g,en quantité élevée,22 g,en quantité élevée,0.31 g,en quantité modérée,,+16%,+16%,+118%,+159%,-9%,+32%,-10%,-13%,-13%,10,+86%,C,+86%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['Bio', 'Bio européen', 'Agriculture non UE', 'CH-BIO-006', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,,,,http://www.cerealbio.fr/Cereales-Bio-Croustillantes-Amaranthe-Chocolat.html,,
1761,Pulse energy bar - Isostar - 23g,3175681059788,['Isostar'],,['France'],"['Sirop de glucose', 'Billes croustillantes 33% ', 'farines de riz et de blé', 'sucre', 'malt de blé', 'sel', 'amidon de blé', 'poudre à lever : carbonate acide de sodium', 'graisse de palme', 'arôme naturel', 'gluten de blé', 'Chocolat au lait 20% ', 'sucre', 'beurre de cacao', 'lait écrémé', 'lactosérum', 'pâte de cacao', 'matière grasse de lait', 'émulsifiant : lécithine de soja', 'arôme naturel vanille', 'dextrose', 'Flocons de blé 3,7% ', 'blé', 'sucre', 'sel', ""extrait de malt d'orge"", 'Pâte de noisette 3', '3%', 'Stabilisant : glycérol', 'Sirop de sucre inverti', 'Noisettes 1', '2%', 'Graisse de palme', 'Émulsifiant : lécithine de Colza', 'Vitamines C', 'PP', 'B6', 'B1', 'B2 et E ', 'lactose', 'protéines de lait', 'Arômes ', 'dont extrait de guarana', 'Maltodextrine']","['Huile de palme', 'Non végétalien']",1740,413,1740 kj(413 kcal),"10,7","4,6","73,8",38,"5,1","0,813","0,325",,Barre chocolatée aux noisettes,23 g,['Plastique'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']","['E500ii - Carbonate acide de sodium', 'E322i - Lécithine', 'E422 - Glycérol']","['Gluten', 'Lait', 'Fruits à coque']",4,10.7 g,en quantité modérée,4.6 g,en quantité modérée,38 g,en quantité élevée,0.813 g,en quantité modérée,-19%,-18%,-18%,-61%,-70%,+33%,-16%,-25%,+152%,+152%,19,-22%,E,-22%,,,,,,,,,,['France'],,['Huile de palme'],https://www.isostar.fr/fr-fr/barres-pulse-noisette-chocolat.html,,
1762,Isostar Hydrate &perform Cranberry,3175681141018,['Isostar'],,['France'],"['Saccharose', 'Sirop de glucose', 'Maltodextrine', 'Dextrose', ' Acidifiant : Acide citrique', 'Citrate de sodium', 'Carbonate de magnésium', 'Arôme naturel', 'Chlorure de sodium', 'Colorant : rouge de betterave', 'Vitamines C', 'E', 'BI', 'Sulfate de zinc']",[],?,31,130 kj(31 kcal),0,0,"7,8",5,0,"0,12","0,048",,,,,['Boissons'],"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E162 - Rouge de betterave']",,4,0 g,en faible quantité,0 g,en faible quantité,5 g,en quantité modérée,0.12 g,en faible quantité,,-45%,-46%,-100%,-100%,-31%,-47%,-100%,+189%,+189%,9,+17%,D,+17%,,,,,,,,,,,,,,,
1763,Isostar High Energy Chocolate - 35gr,3175681141049,['Isostar'],,['France'],"['Chocolat au lait 25% ', 'sucre', 'beurre et pate de cacao', 'técrémé en poudre lactosérum', 'matière grasse du lait', 'émulsifiant: lécithines de soja', 'arôme', 'sirop de glucose', ""flocons d'avoine"", 'farine de riz', 'sirop de sucre inverti', 'farine de blé 5,7%', 'Stablisant: g ol', 'huile de colza', 'riz 5oufflé', 'sucre', 'malt de blé', 'cacao maigre en poudre', 'sel', 'gluten de blé', 'arôme', 'émulsifiant : lécithines de colza', 'vitamines B1', ' B2', ' B6', ' C', ' PP et E ', 'lactose', 'protéines de lait', ' I Əjsed pue Jaung eo20 iphnc']",['Non végétalien'],?,414,1732 kj(414 kcal),12,6,70,32,"6,2","0,58","0,232",C,,35 gr,['Plastique'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']",['E322i - Lécithine'],"['Gluten', 'Lait']",4,12 g,en quantité modérée,6 g,en quantité élevée,32 g,en quantité élevée,0.58 g,en quantité modérée,,-7%,-8%,-38%,-40%,+19%,-1%,-13%,+55%,+55%,19,+10%,E,+10%,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,['Energy'],['France'],,,,,,
1764,Polenta Moelleuse Soja et Légumes - Céréal Bio - 300g,3175681161139,['Céréal Bio'],['Auchan'],['France'],"['Eau', 'semoule de maïs précuite 11,7%', 'texturés de soja réhydratés 8,3%', 'courgettes 8,1%', 'tomates 7,3%', 'poivrons rouges 5%', 'poivrons jaunes 3,3%', ""huile d'olive"", 'sel de mer', 'plantes aromatiques']",[],329,?,329 kj(79 kcal),"2,2","0,5",9,"0,9",4,"0,77","0,308",,,300 g,"['Barquette', 'Carton', 'Plastique']","['Plats préparés', 'Légumes préparés', 'Plats préparés à réchauffer au micro-ondes', 'Polenta']",,['Soja'],3,2.2 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,0.77 g,en quantité modérée,-56%,,-56%,+3%,-30%,-74%,+107%,-6%,+18%,+18%,-2,-268%,A,-268%,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique', 'en:sans-viande']",,,,,,,
1765,Biscuit pavot citron - Gerble - 16biscuits,3175681167483,['Gerble'],,['France'],[],[],?,?,,?,,?,,?,,,,,16 biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Barres repas Gerlinea Caramel x10,3175681186552,['Gerlinéa'],,['France'],[],['Sans huile de palme'],?,382,1598 kj(382 kcal),11,"5,1",49,34,24,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'en:palm-oil-free']",,,,,,,
1767,Gaufrette chocolat amande - Allergo - 3x21g,3175681188792,['Allergo'],['Magasins U'],['France'],"['Sucre', 'graisse de palme', 'amandes 15%', 'farine de mais', 'lait écrémé en poudre sans lactose', 'cacao maigre en poudre 9%', 'amidon de pomme de terre', 'matière grasse du lait', ""pâte d'amandes 2,2%"", 'émulsifiant: lécithines de soja', 'sel', ""poudre à lever: carbonates d'ammonium"", 'épaississant : gomme guar', 'arome naturel de vanille', 'antioxydant: acide ascorbique']","['Huile de palme', 'Non végétalien']",?,544,2276 kj(544 kcal),34,15,44,28,13,"0,31","0,124",C,,3x21g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées']","['E322i - Lécithine', ""E503 - Carbonates d'ammonium"", 'E412 - Gomme de guar', 'E300 - Acide ascorbique']","['Lait', 'Fruits à coque', 'Soja']",4,34 g,en quantité élevée,15 g,en quantité élevée,28 g,en quantité élevée,0.31 g,en quantité modérée,,+9%,+9%,+38%,+1%,-29%,-21%,+149%,-4%,-4%,18,-19%,D,-19%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,"['Sans gluten', 'Sans lactose']",,,,['Huile de palme'],,,
1768,Green DETOX - Gerlinéa,3175681226098,['Gerlinéa'],['Delhaize'],"['Belgique', 'France']",[],[],?,5,21 kj(5 kcal),0,0,"1,3","0,3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Beurre doux - Beurrerie Devilloise - 500g,3175910005005,['Beurrerie Devilloise'],,['France'],"['Beurre ', 'lait origine : UE']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,745,3117 kj(745 kcal),82,55,1,"0,5","0,7","0,1","0,04",D,,500 g,['Papier'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",,['Lait'],2,82 g,en quantité élevée,55 g,en quantité élevée,0.5 g,en faible quantité,0.1 g,en faible quantité,,+2%,+2%,+1%,-0%,+42%,-22%,+1%,+79%,+79%,19,+1%,E,+1%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,"['FR 44.026.001 CE', 'Carquefou (Loire-Atlantique, France)']",,,,
1770,"Petit Yoplait, (3,8 % MG) 12 fromages frais nature - 720g [2x (6x 60g)]",3176572521001,['Yoplait'],,['France'],"['Lait écrémé et crème pasteurisés - ferments lactiques - papier traité au sorbate de calcium', ""\rContient plus de 82 % d'humidité""]",['Non végétalien'],360,?,360 kj(86 kcal),"3,8","2,6","3,7","3,7","9,1","0,127","0,051",C,Fromage frais nature,720 g [2 x (6 x 60 g)],"['Frais', 'Pot', 'Plastique', 'Opercule', 'Etui', 'Carton', 'Papier traité']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Petits suisses']",,['Lait'],3,3.8 g,en quantité modérée,2.6 g,en quantité modérée,3.7 g,en faible quantité,0.127 g,en faible quantité,-13%,,-20%,-28%,-25%,-42%,-38%,+15%,+29%,+29%,-2,-731%,A,-731%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Riche en protéines', 'Au lait demi-écrémé']",,"[""Yoplait France (Filiale General Mills/Sodiaal International) - 49 Route d'Auxerre - 89470 Monéteau"", 'Yonne', 'Bourgogne', 'France']","['FR 89.263.001 CE', 'Monéteau (Yonne, France)']",,http://www.yoplait.fr/nos_produits/Petit-Yoplait/url/Petit_Yoplait,,
1771,Potabio Tomate Basilic Pauvre En Sel - Natali - 2*8.5g,3176800030572,['Natali'],,['France'],"[""Légumes' 69% "", 'tomate* 38%', 'oignon?', 'carotte?', 'pomme de terre?', 'céleri?', 'farine précuite de sarrasin?', 'sel de Guérande', 'épaississants farine de graines de guar?', 'gomme de xanthane ', ' amidon de maïs précuit?', ""basilic' "", '196', 'aile', ""persil'"", 'thym?', "" 'Produits issus de l'agriculture biologique"", ' Traces éventuelles de gluten et de soja']",['Végétarien'],106,25,106 kj(25 kcal),"< 0,5","< 0,1","4,5","2,5","0,9","0,35","0,14",,,2*8.5g,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",['Céleri'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,['Nantes'],,,,,
1772,"Bioflan citron, sans sucre ajouté - Nature Aliments - 7g en deux sachets",3176800031562,['Nature Aliments'],,['France'],"['Amidon de maïs', 'extrait de citron ', '34%', 'gélifiants : carraghénanes', 'agar-agar ', ' huile essentielle de citron']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,64,268 kj(64 kcal),"1,9","1,2","7,6","5,8","4,1","0,16","0,064",,,7 g en deux sachets,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans lactose', 'AB Agriculture Biologique']",,,,,,,
1773,Bio flan saveur caramel sans sucre ajouté - 8g (2x 4g),3176800033306,"['Bio flan', 'Nat ali', 'Nature et aliments']",['Naturalia'],['France'],"['Amidon de maïs*', 'arôme naturel de caramel*', 'et autres arômes naturels*', 'gélifiants: carraghénanes', ""agar agar - * produits issus de l'agriculture biologique""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,51,213 kj(51 kcal),"1,5",1,"6,1","5,1","3,2","0,13","0,052",,Préparation en poudre pour entremets sans sucre ajouté saveur caramel,8 g (2 x 4 g),['2 sachets'],"['Aides culinaires', 'Préparations pour desserts', 'Préparations pour flans']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",,4,,,,,,,,,,-83%,-84%,-19%,+43%,-91%,-87%,+55%,-4%,-4%,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans lactose', 'AB Agriculture Biologique', '1-solidaire']","['France', 'Nantes']",,,,http://www.nature-aliments.com/index.php?page=shop.product_details&flypage=tpflypage_natali.tpl&product_id=34&category_id=1&option=com_virtuemart&Itemid=20,,
1774,"Yaourt Nature Sucré Mamie Nova, Demi-écrémé - Laita",3177630001701,['Laita'],['Magasins U'],['France'],"['Lait partiellement écrémé ', 'origine Bretagne', 'sucre ', '7%', 'lactose et protéines de lait', 'ferments lactiques', "" source de CALCIUM PROTÉINES Le plaisir si'""]",['Non végétalien'],?,71,297 kj(71 kcal),"0,9","0,6",12,12,"3,6","0,13","0,052",,,,,,,['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:produced-in-bretagne'],,,,,,,
1775,St Michel Madeleine De Comercy2x300g+300g Gt,3178530410839,['St Michel'],,['France'],"['Farine de blé', 'sucre', 'oeufs de poules élevées en plein air ', '21%', 'beurre pâtissier ', '20%', 'sirop de glucose-fructose', 'stabilisants : sorbitols et glycérol', 'poudres à lever ', ' diphosphates et carbonates de sodium ', 'blé', 'arôme naturel', "" conserver au sec et à l'abri de la chaleur Traces éventuelles de soja et de fruits à coque""]",['Non végétalien'],1827,109,1827 kj(109 kcal),"5,6","3,5",14,7,"1,5","0,125","0,05",B,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['E420 - Sorbitol', 'E422 - Glycérol', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","['Gluten', 'Lait']",4,5.6 g,en quantité modérée,3.5 g,en quantité modérée,7 g,en quantité modérée,0.125 g,en faible quantité,-2%,-75%,-1%,-75%,-49%,-73%,-75%,-74%,-85%,-85%,8,-57%,C,-57%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['Plein air', 'Œufs de poules élevées en plein air']",,,,,,,
1776,Le Petit Quatre-Quarts Chocolat Noir - Bonne Maman - 360g,3178530415001,['Bonne Maman'],,['France'],"['Beurre ', '21 %', 'œufs frais ', '21%', 'farine de blé', 'sucre', 'chocolat 16 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de tournesol', 'amidon', 'poudres à lever : diphosphates et carbonates de sodium ', 'blé', 'sel', 'arômes naturels de vanille ', 'contient alcool', ' et de cacao']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1877,449,1877 kj(449 kcal),26,16,48,31,"5,4","0,61","0,244",D,Quatre-quarts nappés de chocolat noir,360 g,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Quatre-quarts']","['E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","['Œufs', 'Gluten', 'Lait']",4,26 g,en quantité élevée,16 g,en quantité élevée,31 g,en quantité élevée,0.61 g,en quantité modérée,+5%,+6%,+5%,+14%,+31%,-2%,+10%,-6%,-40%,-40%,23,+1%,E,+1%,83.1%,9.9%,3.4%,1.8%,1.8%,0.0%,50,"['Point Vert', 'Nouveau']",,,,,,,
1777,Boudin Blanc - Bahier,3180050092051,['Bahier'],['Magasins U'],['France'],[],[],?,255,1067 kj(255 kcal),24,"8,4",3,1,11,"1,2","0,48",D,,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,24 g,en quantité élevée,8.4 g,en quantité élevée,1 g,en faible quantité,1.2 g,en quantité modérée,,+5%,+5%,+19%,+7%,-30%,-49%,+7%,-19%,-19%,16,0%,D,0%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,
1778,Rillette d'oie - Bahier - 220g,3180050225008,['Bahier'],['Magasins U'],"['Afghanistan', 'France']","[""Viande d'oie"", ""graisse d'oie"", 'viande de porc', 'tissu conjonctif de porc', 'sel', 'épices et plantes aromatiques', 'conservateur : E250', ' ', 'Oie 83%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,391,1636 kj(391 kcal),37,13,"0,5","0,5",14,"0,975","0,39",D,,220 g,"['Opercule pot et couvercle plastique à jeter', 'Plastique', 'Frais']","['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', ""Rillettes d'oie""]","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,3,37 g,en quantité élevée,13 g,en quantité élevée,0.5 g,en faible quantité,0.975 g,en quantité modérée,,-2%,-2%,+1%,+9%,+42%,+120%,-12%,-25%,-25%,18,-7%,D,-7%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,['Point Vert'],['Union européenne'],,"['FR 72.331.001 CE', 'Sceaux-sur-Huisne (Sarthe, France)']",,http://www.bahier.net/nos-produits/rillettes/,,
1779,Creme de pamplemousse - Giffard - 50cl,3180290028612,['Giffard'],['Magasins U'],['France'],"['Sirop de sucre', 'alcool', 'arôme naturel de pamplemousse rose et autres arômes naturels', 'infusion de zestes de pamplemousse rose', 'colorants E129', 'caramel E150a']",[],?,100,418 kj(100 kcal),0,0,50,50,0,0,0,D,,50 cl,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées', 'Liqueurs']","['E129 - Rouge allura AC', 'E150a - Caramel E150a']",,4,,,,,,,,,,-26%,-24%,-100%,-100%,+155%,+339%,-100%,-100%,-100%,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,"['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux femmes enceintes']",,,,,,,
1780,Mon Jambon Blanc - Madrange - 80g e,3180940079490,['Madrange'],,['France'],"['Jambon de porc frais origine UE', 'bouillons ', 'eau', 'légumes et jus de cuisson de légumes ', 'carotte', 'blette', 'tomate', 'oignon', 'poivrons', 'aubergine grillée', 'ail', 'courgette', 'acérola', ""huile d'olive vierge extra"", 'sel', 'extrait de poivre noir', 'sel', 'sucre de canne', 'ferments', "" \r*L'action des ferments génère l'apparition de nitrites d'origine végétale pour préserver toutes les qualités du produit""]","['Non végétalien', 'Non végétarien']",456,?,456 kj(109 kcal),"2,5",1,"0,4","0,4",21,"1,8","0,72",E,,80 g e,"['Frais', 'Plastique']","['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,3,2.5 g,en faible quantité,1 g,en faible quantité,0.4 g,en faible quantité,1.8 g,en quantité élevée,-10%,,-17%,-48%,-46%,-40%,-33%,-0%,-4%,-4%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Point Vert', 'Fabriqué en France', 'Nouveau', 'Sans conservateurs', 'en:saveurs-de-l-annee-france', 'Qualité supérieure', ""Saveurs de l'Année 2016"", 'Sans antioxydants']",,['France'],"['FR 87.065.001 CE', 'Feytiat (Haute-Vienne, France)']",,http://www.madrange.fr,,
1781,Mes Allumettes fumées - Madrange - 200g (2x 100g),3180940081257,['Madrange'],,['France'],"['Viande de porc origine France', 'sel', 'arômes naturels', 'sucre issu de betterave', 'ferments', ""\r*L'action des ferments génère l'apparition de nitrites d'origine végétale pour préserver toutes les qualités du produit""]","['Non végétalien', 'Non végétarien']",?,220,920 kj(220 kcal),17,"5,9","0,7","0,7",16,"2,1","0,84",,"Viande de porc traitée en salaison, fumée au bois de hêtre - qualité supérieure",200 g (2 x 100 g),"['Barquette sécable', 'Opercule']","['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc']",,,4,17 g,en quantité modérée,5.9 g,en quantité élevée,0.7 g,en faible quantité,2.1 g,en quantité élevée,,-16%,-15%,-20%,-27%,-14%,+7%,-3%,-18%,-18%,16,-19%,D,-19%,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Fabriqué en France', 'Sans conservateurs', ""Ingrédients d'origine naturelle et ferments*"", 'Sans antioxydant ajouté']",['France'],['France'],"['FR 29.051.020 CE', 'Ergué-Gabéric (Finistère, France)', 'EMB 29051', 'Ergué-Gabéric (Finistère, France)']",,http://www.madrange.fr,,
