,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,categories,labels,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,traceability_code,brand_owner,ingredients_origins,generic_name,link,palm_ingredients
66,Burner caps - Next level - 128,8718836394515,128,,['Next level'],['France'],"['E rgraients:Gren coffee bean extract', 'Green tea extract', 'Choline bitartrate uarna e eapstoum extract Chromium picolinate', 'Anti-caking agent ', 'Magnesium sterate Colorng am Lartorymetyloeuluse,Coating material ', 'HPMC', 'Suggested use: Take two capsules p ', 'Don peferaly with or after a meal May contain traces of mik soy', ' gluten', 'egg andfist', ' FR Igredients: Extrait de grains de café vert', 'Extrait de thé vert', 'Choline bitartrete Buarara Extat e epsicum', 'Chrome picolinate', 'Anti-agglomérant ', 'Stéarate de Magnésiun', ' Cotrnt Oue Caroymethylaelse,Agent denrobage ', 'HPMC', "" Conseils d'utlisation: Prendre deu aple mid de preference au cours ou après un repas"", ' Peut contenir des traces de lait,sla', 'guten caom NO Ingradienten: Groene-koffiebonenextract Groene thee extract Choline bitartrat Bara', 'ante Capscum Extract Chroompicolinat', 'Antiklontermiddelen ', 'Magnesiumstearat', 'Kleurtf Slinta ose Coetingmeterialen HPMC', ""Aanbevolen gebruik: Neem twee capsules per dag eéen's marea Worear ifin en maltijd Dit product kan sporen van melk"", 'saja', 'gluten', 'e', 'visbevaten ', ' Ingredentes: Extracto de granos de café verde', 'Extracto de té verde', 'Colina Dharrat,Guarand', 'L-carnitina L-Tartrato', 'Cafeina', 'Extracto de Capsicum', 'Picolinato de Onm,AntaglomerantesEstearato de magnesio', 'Agente colorante ', 'dioxido de sico Cartoximetlicelulosa', 'Materiale de recubrimiento ', 'HPMC', ' Uso recomendada: Tomar ds Ceysules a di', 'uno por la maana y uno al mediodia', 'prefereiblemente con o despues ue comida Puede contener trazas de leche', 'soja gluten', 'huevo y pescado', ' ced the stated recommended daily dose', 'This product should not be used asa substitute for a varied', 'balanced diet', ' Keep in a cool dry place out of direct sunight Store out of the reach of young children', '/Ne pas excéder la dose jpumiliere recommandée', ' Ce produit est un complément alimentaire et ne doit etre itise comme substitut de repas', ' Conservez dans un endroit frais et sec', 'hors de la partedes jeunes enfants', '/De aanbevolen dosering niet overschriden', ' Een inedngssupplement is geen vervanging van een gevarieerde voeding', ' Donker', 'argeslite en op kamertemperatur bewaren', ' Buiten berek van kinderen houden', '/ No supere la dosis diaria recomendada', ' Los suplementos alimenticios no deben ilirare como sustituto de una dieta variada y equilibrada y un estilo de vide auale', ' Guardar en un lugar fresco y seco', ' Mantener fuera del alcance de los ths Contains 120 capsules/capsules/capsules/cápsulas']",[],?,?,?,?,?,['Compléments alimentaires'],['Entrepreneurs + Engagés'],,,,,,,,,,,,,,,,4,,,,0,0,,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,['E464 - Hydroxypropylméthylcellulose'],,,,,,
67,Maïs en crème - Compliments - 284ml,0055742360196,284 ml,,['Compliments'],['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve']",,,,,,,,B,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Calin extra 0% - Yoplait,3329770053434,,,['Yoplait'],['France'],[],[],?,61,"0,1","7,7","6,4",,,,,,,,,,,,,,,,,,,255 kj(61 kcal),"0,1","7,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,
69,Palets Bretons,3351400000273,,,,['France'],[],[],?,?,?,?,?,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,,,,,,,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Gouttes de poivrons rouges,3111952017125,,,,['France'],[],[],?,88,0,21,0,,,,,,,,,,,,,,,,,,,368 kj(88 kcal),0,17,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,
71,Tartelette fraise,5208086427482,,,,['France'],[],[],?,428,14,70,"4,2","['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes à la fraise']",,,,+29%,+25%,+23%,+9%,D,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,1791 kj(428 kcal),"9,6",34,"0,09","0,036",,14 g,en quantité modérée,9.6 g,en quantité élevée,34 g,en quantité élevée,0.09 g,en faible quantité,+24%,+54%,+27%,-73%,-73%,21,+36%,E,+36%,,,,,,,
72,boisson rafraîchissante à l'infusion de thé noir aromatisée pêche blanche - May Tea - 33cl,8171881777717,33 cl,['Bouteille plastique'],['May Tea'],['France'],"['infusion de thé noir 94 % ', 'eau', 'infusion intense de thé noir', ',sucre jus de pêche à base de concentré 1 %', 'arome naturel de thé', 'acidifiants : acide malique et acide citrique', 'arómes naturels', ""correcteur d'acidité: citrate de sodium"", 'antioxydant: acide ascorbique', "" La présence de thé peut entrainer la formation d'un léger dépot naturel""]",[],?,84,0,"4,7",0,"['Boissons', 'Rafraîchissante']",['Orangina Schewppes'],['La mie caline'],,+50%,-100%,-58%,-100%,,,,,,,,,,4,351 kj(84 kcal),0,"4,7","0,03","0,012",,0 g,en faible quantité,0 g,en faible quantité,4.7 g,en quantité modérée,0.03 g,en faible quantité,+46%,-100%,-50%,-28%,-28%,14,+83%,E,+83%,"['E296 - Acide malique', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",,,,,,
73,Mélange canadien,2600706025789,,,,['France'],[],[],?,472,29,38,10,,,,,,,,,,,,,,,,,,,1975 kj(472 kcal),"2,6",36,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,
74,Pate Ail Gingembre,8050519873109,,,,['France'],[],[],?,50,0,5,0,,,,,,,,,,,,,,,,,,,209 kj(50 kcal),0,0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,
75,Muffins myrtille,,,,,['France'],[],[],?,386,20,45,"5,2","['Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Muffins aux fruits', 'Muffins aux myrtilles']",,,,+9%,+18%,-4%,+8%,C,77.5%,13.0%,4.2%,3.1%,2.2%,0.0%,58,,,1615 kj(386 kcal),"2,8",23,"0,5","0,2",,20 g,en quantité modérée,2.8 g,en quantité modérée,23 g,en quantité élevée,0.5 g,en quantité modérée,+8%,-12%,-10%,-17%,-17%,13,-2%,D,-2%,,,,,,,
76,Confiture de fruits rouge Bio - les comtes de provence - 350g,08775616,350g,"['Pot', 'Verre']",['les comtes de provence'],['France'],"['fruits 63 % ', 'fraise 35%', 'cerises 17%', 'framboise 11%', 'sucre de canne', 'gélifiant : pectine de fruits non amidée', 'acidifiant jus de concentré de citron']",[],?,182,0,42,"0,6","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Auchan'],,-17%,-100%,-21%,+18%,C,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,4,761 kj(182 kcal),0,42,"0,05","0,02","['Peyruis', 'Provence', 'France']",0 g,en faible quantité,0 g,en faible quantité,42 g,en quantité élevée,0.05 g,en faible quantité,-18%,-100%,-18%,+130%,+130%,7,-22%,C,-22%,['E440 - Pectines'],,,,Confiture de fruits rouge bio allégée en sucres,,
77,Aiguillettes de poulet halal,2651765023940,,,,['France'],[],[],?,?,?,?,?,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['Halal'],,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Lay's Superchips Paprika,8710398169921,,,"[""Lay's""]",['France'],[],[],?,532,32,52,"5,8",,,,,,,,,,,,,,,,,,,2226 kj(532 kcal),"2,7","2,4","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,
79,8711700917803,8711700917803,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Escalopes de dinde,2689119039422,,,,['France'],[],[],?,?,?,?,?,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0202456012594,0202456012594,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,8006220110545,8006220110545,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Crevettes cuites refrigerées,3306080003984,,,,['France'],[],[],?,89,"0,7","0,5","22,3",,,,,,,,,,,,,,,,,,,372 kj(89 kcal),"0,5","0,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,
84,Cidre biologique brut - Clos des Citots - 33cl,3760048422208,33cl,['Bouteille en verre'],['Clos des Citots'],['France'],[],[],?,?,?,?,?,"['Boissons', 'Boissons alcoolisées', 'Cidres']","['Bio', 'Bio européen']",,,,,,,B,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Snack bowl,4051009020007,,,,['France'],[],[],?,252,"14,9","21,6","5,5",,,,,,,,,,,,,,,,,,,1054 kj(252 kcal),"1,4","5,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,
86,Orange Pressée,0209115019611,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,5 saucisses blanches superieures à l'emmental - Thiriet - 5x 75g,3292590870621,5 x 75 g,,['Thiriet'],['France'],[],[],?,284,25,1,14,,,['Thiriet'],,,,,,,,,,,,,,,,1188 kj(284 kcal),"9,9",0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,"['EMB 70033A', 'Aubertans (Haute-Saône, France)']",,,,,
88,3302768000481,3302768000481,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Fraises,3700737100185,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Torsade chocolat - Casino,3602826489938,,,['Casino'],['France'],[],[],?,?,?,?,?,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Le frik - 500g,3770012988104,500 g,,,['France'],[],[],?,140,"1,5",25,7,,,,,,,,,,,,,,,,,,,586 kj(140 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
92,Muffin banane caramel - FlapJacked - 55g,0819185020143,55 g,"['Pot', 'Plastique']","['FlapJacked', 'Flap Jacked']","['France', 'États-Unis']","['Whey Protein Concentrate ', 'MILK', 'Pea Protein', 'Oats', 'Banana Flakes ', 'Sugar', 'Sustainable Palm and Palm Kernel Oil', 'Banana Powder', 'Natural Flavor', 'Malic Acid', 'Sunflower Lecithin', 'Citric Acid', 'Caramel Flakes ', 'Sugar', 'Sustainable Palm and Palm Kernel Oil', 'Natural Flavor', 'Caramelized Sugar', 'Salt', 'Sunflower Lecithin', 'Annatto', 'Dextrin/Non-GMO Soluble Corn Fiber', 'Buttermilk', 'Natural Flavor', 'Banana', 'Butter ', 'Butter [Cream', 'Salt]', 'Dry Buttermilk', 'Xanthan Gum', 'Baking Soda', 'Stevia Extract', 'Sea Salt', 'Probiotics ', 'Skim Milk Powder', 'Bacillus coagulans GBI-30 6086']","['Huile de palme', 'Non végétalien']",?,400,"10,91",40,"36,36","['Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Pâtisseries']",['Riche en protéines'],,,+1%,-46%,-18%,+601%,,,,,,,,,"['Lait', 'Avoine']",4,1674 kj(400 kcal),"6,36","18,18","1,59","0,636",,10.9 g,en quantité modérée,6.36 g,en quantité élevée,18.2 g,en quantité élevée,1.59 g,en quantité élevée,+1%,+70%,-32%,+115%,+115%,16,+4%,D,+4%,"['E296 - Acide malique', 'E322i - Lécithine', 'E330 - Acide citrique', 'E160b - Rocou', 'E1400 - Dextrines', 'E415 - Gomme xanthane', 'E500ii - Carbonate acide de sodium']",,FLAPJACKED,,Muffin banane caramel,,
93,Fusilli farine de lentilles rouges - Bio par Nature - 250g,3760211820657,250 g,,"['Bio par Nature', 'Club Bio']",['France'],[],[],?,348,"1,8",53,27,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de lentille']","['Bio', 'Fabriqué en Italie']",,,+3%,+5%,+0%,+13%,,,,,,,,,,,1456 kj(348 kcal),"0,4","1,9",0,0,,1.8 g,en faible quantité,0.4 g,en faible quantité,1.9 g,en faible quantité,0 g,en faible quantité,+2%,+8%,+19%,-100%,-100%,-1,,A,,,,,,,,
94,H2o infusion tropical - Prozis,5600499505168,,,['Prozis'],['France'],[],[],?,1,0,0,0,,,,,,,,,,,,,,,,,,,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
95,Bananas,5425003611421,,,,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,B,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Rucola,8718906757196,,['Container'],,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Boudin blanc nature,3760252850491,,,,['France'],[],[],?,230,"19,5",1,"12,6","['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,-5%,-3%,-77%,+22%,D,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,962 kj(230 kcal),"7,75","0,8","1,47","0,588",,19.5 g,en quantité modérée,7.75 g,en quantité élevée,0.8 g,en faible quantité,1.47 g,en quantité modérée,-6%,-1%,-59%,-1%,-1%,15,-6%,D,-6%,,,,,,,
98,deux filets de poulet - Auchan,2600496022302,,,['Auchan'],['France'],[],[],?,?,?,?,?,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['Auchan'],,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 24.437.001 CE', 'Saint-Laurent-des-Vignes (Dordogne, France)']",,,,,
99,2449375057000,2449375057000,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,7109619975709,7109619975709,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0284306051434,0284306051434,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,250g,10317778,250 g,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Merlot rosé - Chevalier de Fauvert - 75cl,20458614,75cl,,['Chevalier de Fauvert'],['France'],[],[],?,0,0,0,0,['Merlot'],,,,,,,,,,,,,,,,,,0 kj(0 kcal),0,0,0,0,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,,0,,B,,,,,,,,
104,Birba Assortit LLAU.500,8412522000079,,,,['France'],[],[],?,472,"18,5","68,7","6,6",,,,,,,,,,,,,,,,,,,1975 kj(472 kcal),"9,7","31,5","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,
105,3701045000266,3701045000266,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Espritz,3760014296727,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
107,Pain de mie,9032400019413,,,,['France'],[],[],?,266,"4,4",47,"8,2",,,,,,,,,,,,,,,,,,,1113 kj(266 kcal),"0,6","5,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,
108,Aiguillettes de boeuf - Charal - 3x 200g,3181238969363,3 x 200 g,,['Charal'],['France'],[],[],?,108,"2,2",0,22,,"['Viande-francaise', 'Viande-bovine-francaise']",,,,,,,,,,,,,,,,,452 kj(108 kcal),"0,8",0,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,
109,FOCACCIA 30 TOAST - Sapresti,3287390078568,,,['Sapresti'],['France'],[],[],?,248,"8,7",34,"6,5",,,,,,,,,,,,,,,,,,,1038 kj(248 kcal),"1,4","4,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,
110,Pur arabica,3760159102228,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Chipolatas SUPERIEURES et merguez VERITABLES,3250391699070,,,,['France'],[],[],?,267,23,"1,7",15,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,+12%,+22%,+45%,-3%,E,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,1117 kj(267 kcal),10,"1,2","1,62","0,648",,23 g,en quantité élevée,10 g,en quantité élevée,1.2 g,en faible quantité,1.62 g,en quantité élevée,+12%,+39%,+90%,-10%,-10%,19,+14%,E,+14%,,,,,,,
112,Trésor,5053827209014,,,"['Trésor', 'Kellogg-s']",['France'],[],[],?,441,14,70,"7,2",,['Sans colorants'],,,,,,,,,,,,,,,,,1845 kj(441 kcal),"1,2",28,"0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,
113,Pocky goût lait,6901845044324,,['card-box'],,['France'],[],[],?,182,"9,6",21,"2,4",,,,,,,,,,,,,,,,,,,761 kj(182 kcal),4,8,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,
114,Chicken nuggets,5902767602044,,,,['France'],[],[],?,825,"11,1","11,4","12,4","['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",,,,+268%,-1%,-32%,-3%,D,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,3452 kj(825 kcal),"1,5","0,5","0,95","0,38",,11.1 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,0.95 g,en quantité modérée,+269%,-25%,-62%,-19%,-19%,15,+309%,D,+309%,,,,,,,
115,Mûres de mûrier - Rapunzel,4006040230922,,,['Rapunzel'],['France'],[],[],?,333,"2,9",60,11,,,,,,,,,,,,,,,,,,,1393 kj(333 kcal),"0,2",60,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,
116,Chocolat noisettes - Cofféa - 30g,074034,30 g,,['Cofféa'],['France'],"['sucre', 'masse de cacao', 'beurre de cacao', 'poudre de lait entier', 'noisettes ', '4%', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ' Teneur minimum en cacao:38%', ' Cacao origine Venezuela', ' Allergènes et intolérances autres que ceux mentionnés en gras ci-dessus : contient du lait', 'des noisettes et de la lécithine de soja', "" Peut contenir des traces d'autres fruits à coque"", ""d'oeufs et de gluten""]",['Non végétalien'],?,?,?,?,?,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",,,,,,,,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Lait', 'Fruits à coque', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,['E322i - Lécithine'],,,,,,
117,4021457614417,4021457614417,,,,['France'],[],[],?,?,?,?,?,"['Non alimentaire', 'Open Beauty Facts']","['Bio', 'Fabriqué en Allemagne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Twister,5904031091356,,,,['France'],[],[],?,117,35,54,"4,5",,,,,,,,,,,,,,,,,,,490 kj(117 kcal),20,50,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,
119,22261931,22261931,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Pain au chocolat beurre -,3819540611358,,,,['France'],[],[],?,344,20,35,"5,9",,,,,,,,,,,,,,,,,,,1439 kj(344 kcal),13,11,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,
121,10754724,10754724,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Valade,3174061036234,,,['Valade'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Roblochon de savoie,3662925000175,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 74.128.051 CE', 'Fillinges (Haute-Savoie, France)']",,,,,
124,0800008180,0800008180,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Krisprolls,2358070331141,,,,['France'],[],[],?,390,"6,5",65,12,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,1632 kj(390 kcal),2,"2,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,
126,Fage Total Natural Greek Recipe Strained Yogurt 1KG,5201054911419,,"['mixed plastic-tub', 'pet-tub']",['Fage'],['France'],[],[],?,93,5,3,9,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts à la grecque']",,,,-21%,-27%,-66%,+103%,B,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,389 kj(93 kcal),"3,6",3,"0,1","0,04",,5 g,en quantité modérée,3.6 g,en quantité modérée,3 g,en faible quantité,0.1 g,en faible quantité,-21%,-19%,-62%,-14%,-14%,-1,-125%,A,-125%,,,,,,,
127,Agnesi Festaiola 224 Tagliatelle GR. 250,8001200045916,,,,['France'],[],[],?,371,"4,2",66,16,,,,,,,,,,,,,,,,,,,1552 kj(371 kcal),"1,4","2,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,
128,Crostini al farro,20823894,,,,['France'],[],[],?,426,"10,1","69,8","12,1",,,,,,,,,,,,,,,,,,,1782 kj(426 kcal),"1,6","3,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,
129,Etui De 64 Carrés De Chocolat,5413415903906,,,,['France'],[],[],?,536,35,44,7,,,,,,,,,,,,,,,,,,,2243 kj(536 kcal),21,39,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,
130,Ratatouille - 1750g,3356067683975,1750 g,,,['France'],[],[],?,91,"7,1","4,9","1,2","['Plats préparés', 'Légumes préparés', 'Ratatouilles']",['Fabriqué en France'],,,+34%,+89%,-4%,+2%,B,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,381 kj(91 kcal),"0,6","2,9","0,86","0,344",,7.1 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en faible quantité,0.86 g,en quantité modérée,+37%,+11%,-25%,+21%,+21%,4,+309%,C,+309%,,"['FR 62.865.007 CE', 'Vitry-en-Artois (Pas-de-Calais, France)']",,,,,
131,Petit Camembert 24% Le Rustique -  - 150G,3176589368002,150G,,,['France'],[],[],?,300,24,1,20,,,,,,,,,,,,,,,,,,,1255 kj(300 kcal),17,"0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,
132,Croissant pain au chocolat pur beurre,,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Filets de poulet - La Nouvelle Agriculture,0213311059104,,,['La Nouvelle Agriculture'],['France'],[],[],?,0,0,0,0,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,-100%,-100%,-100%,-100%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,0 kj(0 kcal),0,0,0,0,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,0,,B,,,,,,,,
134,Chocolat au lait noisette,3770012968014,,,,['France'],[],[],?,324,"19,9","49,2","6,4",,,,,,,,,,,,,,,,,,,1356 kj(324 kcal),4,"40,9","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,
135,Creme glacée,3665018045350,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Tajine de légumes DAUCY - D'Aucy,3112940832829,,,"[""D'Aucy""]",['France'],[],[],?,102,"2,6",14,"4,2",,,,,,,,,,,,,,,,,,,427 kj(102 kcal),"0,4","2,5","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,
