,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,labels,allergens,nova_score,manufacturing,traceability_code,markets,additives,ingredients_origins,link,palm_ingredients,brand_owner
827,"6 nigiris, 6 california roll - Sapporo - 298,6g",20185459,,['Sapporo'],"['Plats préparés', 'Sushis et makis', 'Sushis']","['France', 'Espagne']","['arroz', 'vinagre de arroz ', 'agua', 'vinagre destilado', 'arroz', 'sal', 'azúcar', 'sal', '7% salmón', '4% langostino cocido ', 'langostino', 'sal', '2% surimi ', 'pescado', 'agua', 'almidón de trigo', 'clara de huevo', 'aroma y extracto de cangrejo', 'sal', 'vino de arroz', 'azúcar', 'aceite de soja', 'estabilizante: carbonato de calcio', 'edulcorante: sorbitol', 'colorante: ácido carmínico', '1% aguacate ', 'aguacate', 'antioxidantes: ascorbato sódico', 'citratos de sodio', 'extracto rico en tocoferoles', 'esteres ácidos grasos del ácido ascórbico', 'alfa-tocoferol', '1% pepino', '0,7% sésamo', 'alga nori', 'trehalosa*', 'fibra ', 'soja', 'antioxidantes: lactato sódico', 'ésteres acéticos de monoglicéridos y diglicéridos de ácidos grasos', 'aceite de girasol', 'antioxidante: ascorbato sódico', 'acidulante: citratos de sodio', 'aroma natural', 'vinagre deshidratado,']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4.3 g,en quantité modérée,0.7 g,en faible quantité,2.5 g,en faible quantité,0.9 g,en quantité modérée,?,,154,-2%,644 kj(154 kcal),-0%,"4,3",+2%,"0,7",-26%,"20,8",-13%,"2,5",-43%,"6,7",+18%,"0,9",-41%,"0,36",-41%,0,-100%,B,-100%,,,,,,,,,"298,6 g",,,"['Crustacés', 'Poisson', 'Soja']",4,,,,"['E420 - Sorbitol', 'E120 - Acide carminique', 'E301 - Ascorbate de sodium', 'E331 - Citrates de sodium', 'E306 - Extrait riche en tocophérols', 'E307 - Alphatocophérol', 'E325 - Lactate de sodium', ""E472a - Ester diacétyl-acétique d'acides gras""]",,,,
828,"Filet de poulet avec peau, saumurés et rotis",2227548026240,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],7.1 g,en quantité modérée,1.9 g,en quantité modérée,0.7 g,en faible quantité,1.4 g,en quantité modérée,?,,168,+28%,703 kj(168 kcal),+29%,"7,1",+147%,"1,9",+155%,"0,8",+67%,"0,7",+188%,25,+10%,"1,4",+87%,"0,56",+87%,4,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,"['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)', 'EMB 72204', 'Montaillé (Sarthe, France)']",,,,,,
829,"Cuisses de poulet - Volaé - 0,898",0211121029713,D,['Volaé'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"0,898",,,,,,,,,,,,
830,Gratin dauphinois - Carrefour,0209985022964,B,['Carrefour'],"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Gratins dauphinois']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,,,,,,,,['Carrefour'],,,,,
831,Acelgas - D'Aucy,3017800059852,,"[""D'Aucy""]",,['France'],[],[],,,,,,,,,?,,9,,38 kj(9 kcal),,0,,0,,1,,0,,"0,7",,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,,,,
832,Marzipan minis - Niederegger,4000161810087,,['Niederegger'],,['France'],[],[],,,,,,,,,?,,498,,2084 kj(498 kcal),,"32,8",,"8,1",,39,,"36,8",,"9,5",,"0,03",,"0,012",,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,
833,SUPER Cream CRACKER,8888101430399,,,,['France'],[],[],,,,,,,,,?,,443,,1854 kj(443 kcal),,"13,1",,"5,7",,"70,5",,"0,1",,"10,8",,8,,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,
834,Hey Dude Zitrone,4051454000173,,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,0,,0,,"6,1",,"6,1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Veinoflux - Arkopharma,3401554426655,,['Arkopharma'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Hachis parmentier surgelé - 300g,3512030021131,E,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']",['France'],[],[],9.4 g,en quantité modérée,4.7 g,en quantité modérée,1.5 g,en faible quantité,0.18 g,en faible quantité,?,,161,+28%,674 kj(161 kcal),+30%,"9,4",+53%,"4,7",+62%,"10,4",+4%,"1,5",-7%,"8,2",+32%,"0,18",-75%,"0,072",-75%,1,-65%,B,-65%,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,,300 g,,,,,,"['EMB 29188A', 'Plougasnou (Finistère, France)']",,,,,,
837,6 nems crevettes 30g,3344730001447,,,,['France'],[],[],,,,,,,,,?,,199,,833 kj(199 kcal),,"6,2",,1,,18,,"2,4",,"7,4",,"1,1",,"0,44",,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,
838,2x SNICKERS - 75g,07437144,,['SNICKERS'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées aux fruits oléagineux']",['France'],"['Donon Velieina porcye: 37 S9 SB nutritionnelle/Hranjive vrijednosti na rgétique/Energetska vrijednost matie ait ', '27 100g 37', 'S9 759KJ ', '9%']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,75g,,,,,,,,,,,,
839,3325770806810,3325770806810,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Goûter aux raisins,7595958756534,,,,['France'],[],[],,,,,,,,,?,,434,,1816 kj(434 kcal),,14,,"1,4",,65,,22,,"9,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Pain Bucheron tranché - Cora - 350gr,3021990080527,,['Cora'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,350gr,,,,,,,['Cora'],,,,,
842,20010485,20010485,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,3276556609906,3276556609906,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,c7bruno - Les Jardins de Gaïa - 100g,3582810869123,B,['Les Jardins de Gaïa'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés verts aromatisés']",['France'],"['green tea*', 'orange peels*', 'natural flavourings 1% ', 'sweet orange*', 'lemon*', 'cinnamon*', 'mandarin*', 'cinnamon pieces 1%', 'sunflower petals*', ' *From organic farming']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,100 g,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,['magasin Bio'],,,,,
845,cinsault - club des sommeliers - 5litres,3222474418595,D,['club des sommeliers'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,5 litres,['Cubi'],,,,,,['SPAR'],,,,,
846,8581110010094,8581110010094,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,Cramique du Nord Sucre Perlé - Panifrais - 400g,3701007003014,C,['Panifrais'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches pur beurre']",['France'],"['Farine de blé 42,5%', 'beurre 10,5%', 'œufs entiers 10,5 %', ' sucre grain 10 %', 'sucre', 'crème fraiche', ' levain ', 'farine de blé', 'de blé malté et de seigle', 'eau', ' levure', 'levure', 'sel', "" émulsifiant: mono-et diglycérides d'acides gras""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,Cramique du Nord Grains de Sucre - Cramique du Nord Sucre Perlé,400 g,"['Sachet', 'Plastique']","['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs', 'Pur beurre']","['Œufs', 'Gluten', 'Lait']",4,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,
848,08195463,08195463,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Oeufs Frais Pampr'oeufs x30 - Obamis - 30,3460919111704,,['Obamis'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,
850,Salicornes au naturel - Le natursel - 340g (210g égoutté),3760019770543,A,['Le natursel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Salicorne']",['France'],"['pousses de salicornes', 'eau', 'sel de Guérande']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,59.6%,0.0%,0.0%,12.8%,23.1%,4.5%,93,,340g (210g égoutté),['Bocal en verre'],,,3,,,,,,,,
851,5021991200069,5021991200069,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Infusions aux fruits']","['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,['Bio'],,,,,,,,,,
852,MULTE SYLTETØY - NORA / Stabburet - 260g,7041318341013,D,['NORA / Stabburet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",['France'],"['Baies Polaires', 'sucre', 'eau', 'épaississant ', 'E440B', ""correcteur d'acidité "", 'E330', 'conservateurs ', 'E211', 'E202']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,260 g,['bocal en verre'],,,,['Trollåsen'],,,"['E440b - Pectine amidée', 'E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['no:Norvège'],,,
853,Viande hachée - Carrefour - 1x 300g,3497720370013,,['Carrefour'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,1 x 300 g,['Barquette'],"['Viande Française', 'Label Rouge', 'Viande-bovine-francaise']",,,,"['FR 87.085.006 CE', 'Limoges (Haute-Vienne, France)']",['Carrefour'],,,,,
854,Muffins - Dr.Oetker,5410231047623,,['Dr.Oetker'],,"['Belgique', 'France']",[],[],,,,,,,,,?,,449,,1879 kj(449 kcal),,26,,5,,48,,26,,6,,"0,66",,"0,264",,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,
855,Palette demi sel -,2227429019293,,,"['Viandes', 'Porc']",['France'],[],[],6 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,?,,130,-32%,544 kj(130 kcal),-31%,6,-46%,"2,4",-44%,1,+12%,0,-100%,18,-9%,3,+57%,"1,2",+57%,13,+17%,D,+17%,,,,,,,,,,,,,,,,,,,,,
856,La creme forestiere - SANS MARQUE - 180g,2470746014698,,['SANS MARQUE'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de foies']",['France'],"['gras de porc', 'foie de porc', 'eau', 'champignons 9% ', 'Bolets jaunes', 'Champignons noirs', 'Lactaires', 'Trompettes de La mort', 'foie de dinde', 'CREME FRAICHE', 'protéine de SOJA', 'sel', 'sirop de glucose', 'arômes ', 'SOJA', 'porto', 'dextrose', 'épices et plantes aromatiques', 'protéine de LAIT', 'protéine de BLE', 'plasma de porc', 'antioxydants : E316', 'E301', 'colorant : E120 conservateur:E250', "" Présence possible d'oeufs et fruits à coque""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",29 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,311,-6%,1301 kj(311 kcal),-6%,29,-6%,12,+5%,"2,4",-16%,"0,5",-68%,10,-4%,"1,7",+8%,"0,68",+8%,20,+3%,E,+3%,,,,,,,,,180 g,,"['Concours général agricole', ""Médaille d'or du Concours général agricole""]","['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,"['E316 - Érythorbate de sodium', 'E301 - Ascorbate de sodium', 'E120 - Acide carminique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
857,Pavé de saumon - Carrefour,3523680287822,E,['Carrefour'],"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,['Bio'],,,,,['Carrefour'],,,,,
858,Sao Tomé Chocolat Noir 70% - Jacques Bockel,2010005090010,E,['Jacques Bockel'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['Masse de cacao', 'sucre', 'beurre de cacao', 'lécithine de SOJA ', 'E322', 'vanille arômes naturels', ' Allergene présent: SOJA']",['Sans huile de palme'],39.4 g,en quantité élevée,24.7 g,en quantité élevée,26.9 g,en quantité élevée,0.0072 g,en faible quantité,?,,543,-2%,2272 kj(543 kcal),-2%,"39,4",0%,"24,7",+7%,"31,1",-19%,"26,9",-15%,"8,5",+11%,"0,007",-85%,"0,003",-85%,16,-25%,D,-25%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,['en:palm-oil-free'],['Soja'],3,,,,"['E322i - Lécithine', 'E322 - Lécithines']",,,,
859,olives apéro farcies - tramier - 320g,12640768,,['Tramier'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,320 g,,,,,,,,,,,,
860,Cocktail coeurs - Les gourmandises de Sophie - 380g,3700345905035,B,['Les gourmandises de Sophie'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,,380 g,,,,,,,,,,,,
861,Tapenade Noire - J.C. DAVID - 90g,3461820210388,B,['J.C. DAVID'],"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",['France'],"['Olives noires 82% ', ""pulpe d'olives noires olives noires"", 'sel', 'olives noires douces', 'câpres 6,3%', 'câpres', 'eau', 'vinaigre', 'sel', ""huile d'olive vierge extra"", 'Vinaigre de vin ', 'sulfite', ""crème d'anchois 2,6% anchois sales 2,1% "", 'anchois', 'sel', ""huile d'olive"", 'Vinaigre de vin', 'épices', 'ail', 'poivre']","['Non végétalien', 'Non végétarien']",28 g,en quantité élevée,2.7 g,en quantité modérée,0.5 g,en faible quantité,2.6 g,en quantité élevée,?,,266,+20%,1113 kj(266 kcal),+21%,28,+29%,"2,7",-16%,"< 0,5",-77%,"< 0,5",+30%,"2,1",+29%,"2,6",-9%,"1,04",-9%,12,-12%,D,-12%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,90g,"['Bocal', 'Verre']",,"['Poisson', 'Anhydride sulfureux et sulfites', ""Crème d'anchois""]",3,,"['EMB 84036D', 'Châteauneuf-de-Gadagne (Vaucluse, France)', 'FR 84.036.003 CE', 'Châteauneuf-de-Gadagne (Vaucluse, France)']",,,,https://www.commande-jcdavid.fr/10-conserverie-artisanale/61-tapenade-aux-olives-noires-90-grs,,
862,Gardianne de taureau,3760025970388,,,,['France'],[],[],,,,,,,,,?,,170,,711 kj(170 kcal),,"7,49",,"0,52",,"2,21",,"0,38",,"11,13",,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,,,
863,Simone a soif - 33cl,5419980010766,B,['Simone a Soif!'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']","['Belgique', 'France', 'Luxembourg', 'Pays-Bas']","['Eau', 'pomme* 17 %', 'concombre* 14%', 'hydrolat de menthe 1 %', 'citron*']",[],0 g,en faible quantité,0 g,en faible quantité,2.9 g,en quantité modérée,0 g,en faible quantité,?,,12,-73%,50 kj(12 kcal),-73%,0,-100%,0,-100%,"2,9",-72%,"2,9",-70%,0,-100%,0,-100%,0,-100%,4,-41%,C,-41%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,Boisson rafraichissante aux fruits plate,33 cl,['Verre'],"['Bio', 'Bio européen', 'Sans colorants', 'Sans conservateurs', 'BE-BIO-01', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,1,,,['Bioplanet'],,,https://www.simoneasoif.be/boissons/,,
864,Lu Biscuits Wheatable No Cholestrol - 129876543,8961003011832,,,,['France'],[],[],,,,,,,,,?,,498,,2084 kj(498 kcal),,"22,5",,"10,3",,"66,9",,"17,2",,"6,8",,"0,305",,"0,122",,,,,,,,,,,,,,129876543,,,,,,,,,,,,
865,Banderilles d'Anchois - 500g,3434700101342,,,,['France'],[],[],,,,,,,,,?,,183,,766 kj(183 kcal),,"15,27",,"3,3",,0,,0,,"10,06",,"5,58",,"2,232",,,,,,,,,,,,,,500 g,,,,,,,,,,,,
866,Tomate cherry,8418021733050,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Tomates', 'Tomates cerise']","['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,,,,,,,,,,,,,,
867,Vinaigre de cidre - Les Landes du Luquet,3770001867144,B,['Les Landes du Luquet'],"['Vinaigres', 'Vinaigres de cidre']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,['Bio'],,,,,,,,,,
868,huile  de colza - 75cl,3431582438122,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",['France'],"['COLZA PRODUCTION ARTISANALE Graines cultivées', 'filtrées', ""pressées à la ferme dans le respect de l'environnement Produten Valée-de-IEure - 28300 JOUY vol"", ' 75 d กกรกล กสะน กออฟ eyaTa ae te tt']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,75cl,,,,,,,,,,,,
869,Chocolate sensations - Belvas - 100g,5425007881349,,['Belvas'],,"['Belgique', 'France']","['Fêve de cacao', 'Masse de cacao', 'Beurre de cacao', 'Sucre de fleur de coco ', '12% ']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,546,,2284 kj(546 kcal),,"52,9",,"32,2",,"24,3",,"11,6",,"9,6",,"0,15",,"0,06",,,,,,,,,,,,,,100 g,,"['Bio', 'Bio européen', 'Commerce équitable', 'BE-BIO-01', 'Agriculture UE/Non UE', 'Max Havelaar']",,,['Belgique'],,,,['Colombie'],,,
870,12562572,12562572,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Tomates cerise bio - 250g,8412276137779,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,,250 g,,"['Bio', 'Bio européen', 'ES-ECO-003-AN', 'en:Es-eco-083']",,,,,,,,,,
872,3760093632492,3760093632492,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Fromage du pays Basque - chêne d'argent - 150gr,20799397,D,"[""chêne d'argent""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']","['Belgique', 'France']",[],[],31.8 g,en quantité élevée,22.5 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,?,,382,+16%,1598 kj(382 kcal),+17%,"31,8",+20%,"22,5",+26%,0,-100%,0,-100%,"23,9",+17%,"1,8",+38%,"0,72",+38%,16,+17%,D,+17%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,150gr,,,,,,,['Lidl'],,,,,
874,Cassoulet gastronomique - Ducs de Gascogne - 780g,3382563004259,B,['Ducs de Gascogne'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats à base de haricots', 'Plats au canard', 'Cassoulets', 'Cassoulets au confit de canard']",['France'],"['Haricots blancs lingots de Castelnaudary 36%', 'manchons de canard 20%', 'saucisses de Toulouse 13% ', 'viande et gras de porc', 'sel', 'poivre', 'sauce ', 'oignon', 'aïl', 'bouillon de boeuf', 'tomates ', 'sel', 'fécule de mais', 'agent de sapidité: E621', 'sucre', ""huile d'olive"", 'soja', 'levure', 'arôme de viande', 'oignon', 'curcuma', 'granules de tomates', 'arôme de tormate', 'amidon de maïs modifié', 'os de jambon', 'poivre', 'sucre', 'épices']","['Non végétalien', 'Non végétarien']",8.6 g,en quantité modérée,3.4 g,en quantité modérée,0.6 g,en faible quantité,0.66 g,en quantité modérée,?,,714,+370%,2987 kj(714 kcal),+370%,"8,6",+11%,"3,4",+21%,"6,5",-18%,"0,6",-16%,15,+43%,"0,66",-26%,"0,264",-26%,13,+693%,D,+693%,66.0%,17.7%,6.2%,5.5%,2.7%,2.0%,72,,780g,['Verre'],,['Soja'],4,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,,,
875,Farfalle - By Sainsbury's,00321549,,"[""By Sainsbury's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur', 'Farfalles', 'Farfalles de blé dur']","['France', 'Royaume-Uni']",[],[],1 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,?,,646,+82%,2703 kj(646 kcal),+83%,1,-38%,0,-100%,33,-52%,2,-39%,1,-92%,0,-100%,0,-100%,8,,C,,,,,,,,,,,,,,,,,,,,,,
876,lardons fumés bio - Bonval - 150g,3760099538675,D,['Bonval'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']",['France'],"['poitrine de porc ', 'origine Francel', 'saumure eau', 'sel dextrose de mais', 'antioxydant: ascorbate de kcal sodium', 'plantes aromatiques', 'épices', 'conservateur: 35 g 14 g 15 g 0 g 14 g 15g nitrite de sodium', ' Ingrédients issus de lagriculture biologique']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,150 g,,"['Bio', 'Bio européen', 'FR-BIO-10']",,3,,,,['E300 - Acide ascorbique'],,,,
877,Bright & Fruity morning time,5055486007147,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'GB-ORG-05']",,,,,,,,,,
878,m&m's - 40g,50159840,E,"[""m&m's""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat', 'Cacahuètes au chocolat']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,,40g,,,,,,,['Auchan'],,,,,
879,Riz sushi,8714384002452,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz pour sushi']",['France'],[],[],0.8 g,en faible quantité,0.4 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,?,,350,+4%,1464 kj(350 kcal),-0%,"0,8",+24%,"0,4",+147%,"79,5",+1%,"0,2",-21%,"5,8",-12%,0,-100%,0,-100%,1,+747%,B,+747%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,
880,Thé Kousmichoff,3585810060873,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Huile Tournesol Fermiere -  - 1l,3760215140089,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,1 l,['Bouteille en verre'],,,,,,,,,,,
