,name,bar_code,quantity,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,allergens,packaging,additives,nova_score,generic_name,palm_ingredients,manufacturing,link,ingredients_origins,markets,brand_owner
57,Gelodiet,3401243950010,,,['France'],[],[],?,5,21 kj(5 kcal),0,0,"0,6","0,4","0,1","0,1","0,04",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Novalac Hydranova Solution En Poudre 10 Sachets De,3401244440305,,,['France'],"['Dextrose', 'maltodextrines', 'chlorure de sodium', 'citrate tripotassique', 'acide citrique']",['Sans huile de palme'],?,11,46 kj(11 kcal),0,0,3,2,0,"0,34","0,136",,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.34 g,en quantité modérée,,-80%,-81%,-100%,-100%,-73%,-79%,-100%,+719%,+719%,5,-35%,C,-35%,,,,,,,,['Novalac'],,,['E330 - Acide citrique'],4,,,,,,,
59,Clinutren Mix Instant Lentekransje,3401244825331,,,['France'],[],[],?,335,1402 kj(335 kcal),13,"1,4",37,9,"15,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Clinutren mix,3401244825560,,,['France'],[],[],?,460,1925 kj(460 kcal),19,"2,4",50,8,21,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Nestle Clinutren HC / HP Caramel - 4 Bouteilles D?,3401246377401,,,['France'],[],[],?,160,669 kj(160 kcal),?,"0,9",?,"6,8",10,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,
62,Clinutren,3401246377579,,,['France'],[],[],?,160,669 kj(160 kcal),"6,2","0,9",16,"7,5",10,"0,24","0,096","['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Fibreline Puree Rhubarbe Abricot,3401246875488,,,['France'],"['Rhubarbe ', '35%', 'sucre de canne', ""purée d'abricot "", '19%', 'eau', 'fibres de blé ', '4%', 'amidon modifié ', 'E1414', 'jus de citron concentré']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,130,544 kj(130 kcal),"0,5",0,"25,7","24,8","2,6","0,01","0,004",['Sans sucre ajouté'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",0.5 g,en faible quantité,0 g,en faible quantité,24.8 g,en quantité élevée,0.01 g,en faible quantité,,+94%,+95%,+53%,-100%,+76%,+86%,+522%,+1%,+1%,-5,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,['Fibreline'],['Gluten'],,"['E14XX - Amidons modifiés', 'E1414 - Phosphate de diamidon acétylé']",4,,,,,,,
64,Biscuits sablés,3401248713412,,,['France'],[],[],?,484,2025 kj(484 kcal),"19,1",9,"77,6","14,9","0,5","0,03","0,012",['en:gluten-free'],C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",19.1 g,en quantité modérée,9 g,en quantité élevée,14.9 g,en quantité élevée,0.03 g,en faible quantité,,-1%,-2%,-18%,-35%,+23%,-41%,-92%,-96%,-96%,17,-22%,D,-22%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,,
65,Proti Fruits,3401252053856,,,['France'],[],[],?,553,2314 kj(553 kcal),"4,4","0,3","16,2","15,4",7,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Velouté HP-HC - Nutrisens Medical,3401252054457,,,['France'],"['Maltodextrine', 'isolat de protéine de lait', 'légumes désydratés ', '18 %', ' : pomme de terre ', 'dont émulsifiant : E471 ', 'stabilisant : E450a', 'acidifiant : E330', 'conservateur : E223 ', 'sulfites', 'carotte', 'courgette', 'oignon', 'poivron vert ', ' huile de colza', 'perméat de sérum ', 'lait', 'extrait de levure ', 'extrait de levure', 'sel', 'huile de tournesol', 'sel', 'amidon modifié', 'huile de tournesol', 'sirop de glucose', 'thym', 'poivre', 'ail', 'antiagglomérant : E551', ' Fabriqué dans un atelier utilisant: gluten', 'oeuf', ' Avis important : A utiliser sous contrôle médical', "" Ne doit pas constituer la seule source d'alimentation"", ' Ne convient pas aux enfants de moins de 3 ans', 'Conservation : Stocker dans un endroit sec et frais', ' A consommer de préférence avant la date inscrite sur le sachet', ' Une fois entamé', 'un sachet doit être utilisé dans le mois suivant llouverture', ' A consommer de préférence le jour de la préparation', ' 1 ration reconstituée = 200 à 250 g']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,436,1824 kj(436 kcal),"16,1","1,3","52,7","19,9","21,4","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nutrisens Medical'],"['Lait', 'Anhydride sulfureux et sulfites']",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E551 - Dioxyde de silicium']",4,,,,,,,
67,Veloute HP HC -,3401252054518,,,['France'],[],[],?,434,1816 kj(434 kcal),"16,1","1,3","53,4","21,2","21,1","1,7","0,68",['Riche en protéines'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",16.1 g,en quantité modérée,1.3 g,en faible quantité,21.2 g,en quantité élevée,1.7 g,en quantité élevée,,+1013%,+1014%,+945%,+115%,+1022%,+1046%,+2374%,+164%,+164%,17,+1169%,D,+1169%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,
68,Zeste De Citron Dans Un Mélange D'huile D'olive Et De Colza Biologique - Escofine,3401253544643,,"['EMB 36055', 'Clion (Indre, France)']",['France'],['dans de Huile végétale pour assaisonnement'],[],?,828,3464 kj(828 kcal),92,1,0,0,0,0,0,['Bio'],,['Matières grasses'],92 g,en quantité élevée,1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+3%,+3%,+4%,-96%,-100%,-100%,-100%,-100%,-100%,10,-12%,C,-12%,,,,,,,,['Escofine'],,,,,,,,,,,
69,Magic Mix épaississant Pour Tous Liquides 300G - Picot - 300g,3401271213798,300 g,,['France'],['Amidon modifié de maïs'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,374,1565 kj(374 kcal),"0,1",0,93,0,"0,3","0,03","0,012","['en:gluten-free', 'Sans lactose', 'Sans protéines de lait']",,"['Additifs alimentaires', 'Épaississants']",0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.03 g,en faible quantité,,+135%,+132%,-87%,-100%,+174%,-100%,-94%,-98%,-98%,,,,,,,,,,,,['Picot'],,['Plastique'],['E14XX - Amidons modifiés'],4,Épaississant pour tous liquides,,,,,,
70,Milumel Anti-régurgitation 2ème Age - 900g,3401273195849,900 g,,['France'],"['ngredients du produit reconstitué: Lait écrémé', 'lactose ', 'lait', 'huiles végétales ', 'colza', 'palme', 'copra tournesol', 'maltodextrines', 'gomme de caroube', 'minéraux ', 'carbonate de calcium', 'hydroxvde de potassium', 'Citrate trisodique', 'chlorure de magnésium', 'sulfate ferreux', 'sulfate de zinc', 'sélénite de sodium', 'iodure de potassium sufate de cuivre', 'sulfate de manganèse', 'émulsifiant ', 'léci de soja', 'vitamines ', 'C', ' E', 'PP B5', 'A', 'K', 'chlorure D', 'B1', 'B2', 'B6', 'B9', 'H', 'B12', 'chlor ', 'cyidine-5 cicnoline', 'taurine', 'nucléotides ho- phosphate adénosine-5 mono ne-5 mono- phosphate', 'uridine-s mono- phosphate', 'inosine-5 mono- phosph ntmono-phosphate', 'inositol', 'Oxydants ', ""palmitate d'ascorbyle"", 'sophérols', ' ', 'soja', 'L-carnitine']","['Huile de palme', 'Non végétalien']",?,65,272 kj(65 kcal),3,"1,2","7,7","5,6","1,5","0,06","0,024","['Entrepreneurs + Engagés', 'Produits retirés du marché lors du scandale Lactalis de décembre 2017']",B,"['Aliments pour bébé', 'Laits pour bébé']",,,,,,,,,,-72%,-71%,-70%,-63%,-71%,-67%,-69%,-66%,-66%,,,,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,['Milumel'],"['Lait', 'Soja']",['boîte'],['E410 - Gomme de caroube'],4,,"['Huile de palme', ""E304 - Palmitate d'ascorbyle""]",,,,,
71,Dalia Tétrabrik Taranis Boisson,3401274536382,,,['France'],[],[],?,50,209 kj(50 kcal),"2,6","1,4","6,4","4,8","0,2","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Delical Gelodiet Eau Gélifiée Saveur Fraise - 4 Pots De,3401275378325,,,['France'],['VALEURS MOYENNES / GEMIDDELDE VOEDIHGSWAARDEN/ VALORES HUTR/C/O/ULESEDèOS/toog I waardoIVa!orcncrgétco IUkJ/'],"['Non végétalien', 'Non végétarien']",?,31,130 kj(31 kcal),0,0,"7,1",7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,,,
73,Delical Gelodiet Eau Gélifiée Saveur Grenadine - 4 Pots De,3401275378493,,,['France'],[],[],?,31,130 kj(31 kcal),0,0,"7,1",7,"0,1","0,08","0,032",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Delical Gelodiet Eau Gélifiée Saveur Menthe - 4 Pots De,3401275378783,,,['France'],[],[],?,4,17 kj(4 kcal),0,0,"0,5","0,3","0,1","0,1","0,04",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Delical Gelodiet Eau Gélifiée Saveur Pomme Verte - 4 Pots De,3401276080067,,,['France'],[],[],?,31,130 kj(31 kcal),0,0,"7,1",0,"0,1","0,1","0,04",['Fabriqué en France'],,"['Desserts', 'Desserts gélifiés']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-40%,-41%,-100%,-100%,-32%,-100%,-92%,-30%,-30%,-1,-194%,A,-194%,,,,,,,,['Delical'],,,,,,,,,,,
76,Semoule,3401276816703,,,['France'],[],[],?,360,1506 kj(360 kcal),"1,2","0,6",87,"0,1","0,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Diarinova,3401281749232,,,['France'],[],[],?,477,1996 kj(477 kcal),"20,6",10,"54,8","16,5","17,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,NUTRIBEN CEREALES CHOCOLAT BISCUITE 12MOIS,3401281758166,,,['France'],[],[],?,394,1648 kj(394 kcal),"3,9","0,87",80,"25,2","7,9","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Delical Crème HP+HC Sans Lactose Abricot,3401295380667,,,['France'],[],[],?,151,632 kj(151 kcal),5,"0,3","16,4","12,3",10,"0,15","0,06",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,,,
80,Delical Nutra Mix Farandole De Légumes HP+HC,3401297233039,,,['France'],[],[],?,506,2117 kj(506 kcal),"20,1","1,6",51,"8,5","27,6","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,,,
81,Nutra Mix Jambon Carottes HP+HC,3401297233268,,,['France'],[],[],?,167,699 kj(167 kcal),"6,7","0,8",17,2,"9,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Delical Creme Dessert HP-HC Sans Lact. chocolat 4X125G - 4x 125g,3401297273530,4 x 125 g,,['France'],[],[],?,151,632 kj(151 kcal),"5,1","0,3","16,2","12,2",10,"0,1","0,04","['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,,,
83,Creme dessert hp hc - Delical,3401297274131,,,['France'],"['Lait entier ', '70%', 'sucre', 'protéines de lait', 'eau', 'maltodextrine', 'huile de colza', 'amidon modifié', 'épaississant ', 'E407', 'arôme', 'colorant E150c', 'vitamines ', 'C', 'E', 'A', 'B5', 'PP', 'D3', 'B2', 'K1', 'B6', 'B1', 'B12', 'B9', 'B8', ""correcteur d'acidité "", 'E524']","['Sans huile de palme', 'Non végétalien']",?,150,628 kj(150 kcal),"4,8",2,"17,7","14,5",9,"0,1","0,04","['Sans gluten', 'Riche en protéines', 'Fabriqué en France']",,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert']",4.8 g,en quantité modérée,2 g,en quantité modérée,14.5 g,en quantité élevée,0.1 g,en faible quantité,,+15%,+16%,+7%,-28%,-3%,-5%,+168%,-35%,-35%,0,-100%,B,-100%,,,,,,,,['Delical'],['Lait'],,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E524 - Hydroxyde de sodium']",4,crème dessert hypercalorique et hyper-protidique,,,,,,
84,Delical Potage Champignons 4 X,3401297435181,,,['France'],[],[],?,163,682 kj(163 kcal),"6,9","0,5","15,6","0,8","7,6","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,,,
85,Boisson Hp Hc - Delical,3401298118526,,,['France'],[],[],?,201,841 kj(201 kcal),?,3,?,"5,5",10,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,,,
86,Nutriben Aplv2 - 400g,3401299556570,400 g,,['France'],[],[],?,68,285 kj(68 kcal),"2,8","1,9","8,8","0,79","1,7","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nutriben'],,,,,,,,,,,
87,Delical Potage HP HC 4bols,3401299682989,,,['France'],"['Eau', 'sirop de glucose', 'tomates protéines de pois', 'caroties 7%', 'huile de colza', 'amidon de riz', 'basilic ', '0,9%', 'minéraux ', 'carbonate de calcium', 'Citrate de potassium', 'carbonate de magnésium', 'gluconate de zinc', '0tassium', 'molybdate de sodium', 'gluconate de manganèse', 'gluconate de cuivre', 'selenate de sodium', 'sel', 'vitamines ', 'C', 'A', 'Kl B5', '812', 'Bi ', 'H,']",[],?,497,2079 kj(497 kcal),"19,6","1,6","57,2","3,9","22,9","1,26","0,504",['Riche en protéines'],,"['Plats préparés', 'Soupes']",19.6 g,en quantité modérée,1.6 g,en quantité modérée,3.9 g,en faible quantité,1.26 g,en quantité modérée,,+772%,+777%,+910%,+165%,+895%,+125%,+941%,+46%,+46%,12,+632%,D,+632%,,,,,,,,['Delical'],,,,4,Potage hypercalorique et hyper-protidique,,,,,,
88,Delical Potage Légumes Variés 4 X,3401299683061,,,['France'],"['Eau', 'légumes ', 'haicots verts ', '8,8%', 'petts pois br?o', 'lS de gitmse', 'protéines de pois', 'hufle de colza', 'amidon de riz', 'minéraux ', 'carbonate de calcium', 'citrate de potassium', 'carbonate de magnésium', 'gluconate de sufate ferreux *asin molybdate de sodium', 'gluconate de manganèse', 'gluconate de cuivre', 'selenate de sodium', 'arôme ', 'céleri', 'sel', 'vitamines ', 'C', 'A', 'Kl ', '03', 'B5', 'Bla BI', '86', 'PP']",[],?,168,703 kj(168 kcal),"6,5","0,5","19,1","0,8","7,6","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],['Céleri'],,,4,,,,,,,
89,Sommeil + - 60 Gélules - Pharma Nature,3401299861612,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2 Tourteaux Fromagés - Légendes du Poitou - 500g (2 * 250g),3401320208928,500 g (2 * 250 g),,['France'],"['Fromage frais', '27,8 %', 'farine de blé', 'sucre', ""blanc d'œuf"", ""jaune d'_œuf"", 'beurre', 'sel', 'farine de fève']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,273,1142 kj(273 kcal),"7,4",4,42,19,9,"0,6","0,24","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Entrepreneurs + Engagés']",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Réfrigérés', 'Tourteaux Fromagés']",7.4 g,en quantité modérée,4 g,en quantité modérée,19 g,en quantité élevée,0.6 g,en quantité modérée,,-2%,-2%,-7%,-9%,+0%,-3%,+1%,-4%,-4%,12,-2%,D,-2%,,,,,,,,['Légendes du Poitou'],"['Œufs', 'Gluten', 'Lait']","['Frais', 'Sachet', 'Plastique']",,3,,,"['France', 'Poitou', 'Poitou-Charentes']",,,,
91,Pharmaprix Infusion Bio Brûle Graisses - 20 Sachets,3401520341739,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Protifast 4 PM Gaufrette Hyperproteinee Saveur Chocolat 8 Gaufrettes (bar),3401520632813,,,['France'],"['Mélange protéique ', 'protéines de laiti', 'gélatine hy- drolysée', ' ', ' farine de blé fortifiée ', 'farine de blé3 carbonate de calcium', 'fer', 'niacine', 'thiamine', ' ', ' huile de palme ', ' liqueur de cacao ', ' sucre ', ' fructose ', 'émulsifiant : lécithine de soja2 ', ' poudre de cacao ', ' beurre de cacao ', ' protéine de pois ', ' farine de soja2 matière grasse laitièrel ', ' arômes ', ' huile de tour- nesol ', ' sel ', ' agent levant : bicarbonate de sodium ', ' farine de maïs ', ' édulcorant : sucralose', ' / Allergènes : Contient laitl', 'soja2 et gluten3 ', 'voir en gras', ' Fabri- qué sur des équipements où sont également utilisés des fruits à coques', ' Contient de /a rég/isse']",['Huile de palme'],?,466,1950 kj(466 kcal),"21,5","14,3",31,"13,1","35,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Protifast'],,,"['E428 - Gélatine', 'E505 - Carbonate de fer', 'E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E955 - Sucralose']",4,,['Huile de palme'],,,,,
93,Protifast Noix De Coco,3401520633582,,,['France'],[],[],?,379,1586 kj(379 kcal),"13,3","6,5","32,4","18,4","33,4","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Protifast'],,,,,,,,,,,
94,Protifast 4 PM Barres Hyperproteinees Saveur Chocolat Croquant 5 Barres (bar),3401520634534,,,['France'],"['Mélange protéique ', 'protéine de soja2 texturée', 'protéine de soja2', 'protéine de lait l', ' ', ' enrobage chocolat noir ', '16%', ' ', 'cacao ', ' sucre ', ' beurre de cacao ', ' émulsifiant : lécithine de soja2 ', ' arôme', ' ', ' fructo-oligosaccharides ', 'extrait de racine de chi- corée', ' ', ' sirop de fructose ', ' édulcorants : sirop de maltitol', 'sucralose ', ' émulsifiants : glycérine', 'lécithine de soja2 et monoglycérides ', ' sirop de glu- cose ', ' huile de palme ', ' poudre de cacao ', '3,2%', '  arôme', ' / Allergènes : Contient laitl et soja2 ', 'voir en gras', ' Fabriqué sur des équipements où sont également utilisés gluten', 'fruits à coques', 'ara- chides et œufs']",['Huile de palme'],?,377,1577 kj(377 kcal),"12,9",6,"32,7","18,4","33,4","0,84","0,336",,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",12.9 g,en quantité modérée,6 g,en quantité élevée,18.4 g,en quantité élevée,0.84 g,en quantité modérée,,+2%,+2%,-1%,+2%,0%,+38%,+14%,+71%,+71%,11,+7%,D,+7%,,,,,,,,['Protifast'],"['Œufs', 'Lait', 'Fruits à coque']",,"['E322i - Lécithine', 'E965ii - Sirop de maltitol', 'E955 - Sucralose', 'E422 - Glycérol']",4,,['Huile de palme'],,,,,
95,Performance sport nutrition Sultana cherry bar,3401520635593,,,['France'],[],[],?,434,1816 kj(434 kcal),16,"5,7","63,9","27,9","6,2","0,114","0,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"Isotone Sitrus 0,5L - Performance",3401520641808,,,['France'],"['Eau minérale naturelle', 'acidifiant ', 'acide citrique', 'L-carnitine', 'arôme naturel de thé vert', 'édulcorants ', 'cyclamate de sodium', 'Acésulfame-K et saccharine sodique', 'colorant ', 'E150d', 'conservateurs ', 'E202 et E211']",['Non végétalien'],?,2,8 kj(2 kcal),0,0,0,0,0,"0,03","0,012",,,"['Boissons', 'Boissons édulcorées']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.03 g,en faible quantité,,-87%,-86%,-100%,-100%,-100%,-100%,-100%,-14%,-14%,1,-77%,B,-77%,,,,,,,,['Performance'],,,"['E330 - Acide citrique', 'E952 - Acide cyclamique et ses sels', 'E950 - Acésulfame K', ""E150d - Caramel au sulfite d'ammonium"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,
97,P. e. p Punc - performance sports nutrition,3401520641976,,,['France'],"['III', 'acidifiant : taurine', 'caféine', 'conservateurs ', 'sorbate de potassium', ""effets indésirables sur l'activité et l'attention chez les enfants,""]",[],?,74,310 kj(74 kcal),0,0,"17,6","17,6",0,0,0,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,17.6 g,en quantité élevée,0 g,en faible quantité,,+32%,+29%,-100%,-100%,+56%,+86%,-100%,-100%,-100%,20,+161%,E,+161%,,,,,,,,['performance sports nutrition'],,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",3,,,,,,,
98,Ergykid Vitamin' - 14 Sachets - Nutergia,3401520977075,,,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,0,0,"['Sans arômes artificiels', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Levure De Bière Univers Pharmacie 150 Maxi-gélules,3401521013895,,,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Additifs alimentaires', 'Levures de bière']",,,,,,,,,,,,,,,,,,,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,,,,,,,,,,,
100,Stevia - stevialis - 150g,3401521174565,150 g,,['France'],"['Additifs : Érythritol', 'édulcorant : Stévioside ', 'extrait de Stevia Rebaudiana A', ' 12,5%']",[],"65,97",?,"65,97 kj(16 kcal)","1,77",,0,,"0,04",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Édulcorants', 'Stévia et dérivés']",1.77 g,en faible quantité,,,,,,,-85%,,-87%,+2885%,,-100%,,-84%,,,,,,,,,,,,,,['Stevialis'],,['Boite en plastique'],"['E968 - Érythritol', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",4,Stevia,,,,,,
101,Iso slim,3401521348461,,,['France'],[],[],?,370,1548 kj(370 kcal),"1,029","0,66","2,049",0,"85,478","1,28","0,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Iso Slim'],,,,,,,,,,,
102,Hydroxydase Citron Cure De,3401526540945,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,184","0,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Dioter Propolis Originel,3401528519208,,,['France'],[],[],?,?,,?,,?,,?,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Centrum Men - 40g,3401528535864,40 g,['CVD025B'],['France'],"['Phosphate dicalcique ', ' Oxyde de magnésium ', ' Carbonate de calcium ', ' Agents de charge : E 460 ', ' E 468 ', ' Acide L-ascorbique ', ' Amidon modifié ', ' Nicotinamide ', ' Acétate de DL-alpha-tocophéryle ', ' Maltodextrine ', ' Fumarate ferreux ', ' Agents de charge : E 464', 'E 1200 ', ' D-pantothénate de calcium ', ' Oxyde de zinc ', ' Sulfate de manganèse ', ' Émulsifiant : E 470b ', ' Amidon ', ' Agents antiagglomérants : E 551', 'E 553b ', ' Gélatine ', ' Chlorhydrate de pyridoxine ', ' Riboflavine ', ' Mononitrate de thiamine ', ' Bêta-carotène ', ' Huile de palme ', ' Sulfate de cuivre ', ' Saccharose ', ' Acétate de rétinyle ', ' Sirop de glucose ', ' Acide pteroylmonoglutamique ', ' Chlorure de chrome ', ' Molybdate de sodium ', ' Iodure de potassium ', ' Sélénate de sodium ', ' D-biotine ', ' Antioxydant : E 321 ', ' Phylloquinone ', ' Cholécalciférol ', ' Cyanocobalamine ', ' Colorants : E 171', 'E 132']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,['Point Vert'],,['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Centrum'],,['Boîte'],"['E341ii - Phosphate dicalcique', 'E460 - Cellulose', 'E468 - Carboxyméthylcellulose de sodium réticulée', 'E14XX - Amidons modifiés', 'E464 - Hydroxypropylméthylcellulose', 'E1200 - Polydextrose', ""E470b - Sels de magnésium d'acides gras"", 'E551 - Dioxyde de silicium', 'E553b - Talc', 'E428 - Gélatine', 'E321 - Butylhydroxytoluène', 'E171 - Oxyde de titane', ""E132 - Indigotine carmin d'indigo""]",4,Complément alimentaire multivitaminé,['Huile de palme'],,http://www.centrum.fr,,,
105,Pimelia Guimauves Douceurs Fondantes,3401529452658,,,['France'],[],[],?,350,1464 kj(350 kcal),"0,1","0,1","82,3",47,"4,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Pimélia Gommes Miel 100G,3401529452887,,,['France'],[],[],?,302,1264 kj(302 kcal),"0,1","0,1","59,3","49,6","1,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Pimelia Bonbons Miel De Lavande100g,3401529453310,,,['France'],[],[],?,388,1623 kj(388 kcal),"0,5","0,1",95,64,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Bien-être - Gastric - 30 Gélules - Activa,3401529524201,,,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
