,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,brand,categories,traceability_code,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,nova_score,packaging,ingredients_origins,allergens,manufacturing,generic_name,link,additives,palm_ingredients
99,Don Friguette,3501560101154,['France'],[],[],?,427.9,1790 kj(427 kcal),50,"9,2",45,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Cabernet sauvignon,3250391236923,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Milka thank you,7622210937285,['France'],[],[],?,554,2318 kj(554 kcal),35,19,53,51,"6,1","0,37","0,148",,,['Milka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Donuts pink glazed,0202317026241,['France'],[],[],?,469,1962 kj(469 kcal),"28,5","16,1","47,9","19,9","4,4","0,56","0,224",B,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,28.5 g,en quantité élevée,16.1 g,en quantité élevée,19.9 g,en quantité élevée,0.56 g,en quantité modérée,,+15%,+15%,+25%,+52%,+7%,+18%,-26%,-41%,-41%,21,+8%,E,+8%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
103,Poulet cuit au bois de hetre,2209620005602,['France'],[],[],?,191,799 kj(191 kcal),12,"3,4","0,7","0,7",20,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Brousse fromage lait de vache,3279231443017,['France'],[],[],?,157,657 kj(157 kcal),10,7,"9,1",8,"7,4","0,65","0,26",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,10 g,en quantité modérée,7 g,en quantité élevée,8 g,en quantité modérée,0.65 g,en quantité modérée,,-52%,-52%,-62%,-61%,+652%,+978%,-64%,-50%,-50%,6,-56%,C,-56%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
105,Royal darjeeling,4620015852065,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Confit de cidre,3760069970139,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Merguez Boeuf/Mouton PIVETEAU,2600116026048,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Raisin secs,8680635005148,['France'],[],[],?,296,1238 kj(296 kcal),"0,4","0,18","69,48","69,4","2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Hof eis,4260469840050,['France'],[],[],?,119,498 kj(119 kcal),3,"1,8","20,1","17,8","3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Tarte au sucre,3021990079835,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Paprika,3265960810381,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Daifuku,3780009880632,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Nectar d´abricot,3770003599074,['France'],[],[],?,78,326 kj(78 kcal),0,0,16,0,"0,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Sorbet au kiwi - Glace de la Ferme,8717524102166,['France'],[],[],?,139,582 kj(139 kcal),"0,1",0,"33,9",27,"0,5",0,0,,,['Glace de la Ferme'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Confiture de Groseille - Valade,3174061770503,['France'],[],[],?,245,1025 kj(245 kcal),"0,5","0,1",60,"45,5","0,5",,,,,['Valade'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Sablée anglais,3061990142955,['France'],[],[],?,481,2013 kj(481 kcal),"21,3","10,1","62,9","16,6","7,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Melange exotique,2600129026042,['France'],[],[],?,387,1619 kj(387 kcal),11,"10,1","69,8","57,2",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Pains au chocolat les 3 meuniers,0206071025915,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Petit Lu Moelleux Nature,06506732,['France'],[],[],?,449,1879 kj(449 kcal),25,"5,6",53,27,5,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Huile extra vierge,10327908,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Dairy Milk Turkish - Cadbury,5034660003939,['France'],[],[],?,489,2046 kj(489 kcal),24,14,61,58,"6,4","0,19","0,076",,,['Cadbury'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sucettes à congeler,3215470520348,['France'],[],[],?,72,301 kj(72 kcal),"0,5","0,1",18,18,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Pesto ligure,80020912,['France'],[],[],?,601,2515 kj(601 kcal),57,"9,1",13,4,"7,5","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Fenugrec moulu,8436038266439,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Limonade Bio Artisanale Groseille,3770011564590,['France'],[],[],?,27.3,114 kj(27 kcal),0,0,"6,8","6,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
126,Breaded Chicken Nuggets - Marks & Spencer,00595445,['France'],[],[],?,231,967 kj(231 kcal),"11,8","1,4","16,3","3,1","14,4","1,28","0,512",D,,['Marks & Spencer'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",,,11.8 g,en quantité modérée,1.4 g,en faible quantité,3.1 g,en faible quantité,1.28 g,en quantité modérée,,+3%,+3%,+5%,-30%,-3%,+137%,+12%,+9%,+9%,3,-18%,C,-18%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,,,,,,,,
127,Herbal strength tea - Fitvia,4260515892576,['France'],[],[],?,2,8 kj(2 kcal),"0,5","0,1","0,5","0,5","0,1","0,5","0,2",,,['Fitvia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Destination New-York - Maître Coq - 800g,3230890001826,['France'],[],[],?,187,782 kj(187 kcal),12,4,"3,7","2,1",16,"1,1","0,44",,800 g,['Maître Coq'],"['Viandes', 'Volailles']",,,12 g,en quantité modérée,4 g,en quantité modérée,2.1 g,en faible quantité,1.1 g,en quantité modérée,,+18%,+17%,+88%,+127%,+67%,+298%,-22%,+22%,+22%,4,+72%,C,+72%,,,,,,,,"['Sans arômes artificiels', 'Sans colorants']",,['Frais'],,,,,,,
129,Sucettes 5 fruits,3770000271003,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Yaourt bi-couche figue,3700817700281,['France'],[],[],?,93,389 kj(93 kcal),"1,7","1,2",15,13,"3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2 Cotes de porc,79751131,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Biscuits à La Crème De Noix De Coco,5902768862522,['France'],[],[],?,182,761 kj(182 kcal),11,4,19,10,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Mini suisse beurre pepites de chocolat,0203247014438,['France'],[],[],?,360,1506 kj(360 kcal),18,12,42,16,"6,2","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Aiguillettes poulet fermier loué,0257977033399,['France'],[],[],?,138,577 kj(138 kcal),"5,9","1,7",0,0,20,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,
135,Gâteau de Lune,6935630302481,['France'],[],[],?,440,1841 kj(440 kcal),"21,4","3,5",55,40,"6,8","0,195","0,078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Normandie caramels,3498751601008,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Verveine,3760185091343,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Sardines à l'huile d'olive vierge extra,6111003031626,['France'],[],[],?,207,866 kj(207 kcal),"12,3","2,6","0,4","0,1",24,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Confiture de cerises noires,3553650502167,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Melange exotique,2600129018245,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Olivers et/ou condiments cuisinés,2609712016408,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Kouign amann,2220010000915,['France'],[],[],?,459,1920 kj(459 kcal),25,17,55,31,"3,3","1,2","0,48",B,,,"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Kouign-amann']",,,25 g,en quantité élevée,17 g,en quantité élevée,31 g,en quantité élevée,1.2 g,en quantité modérée,,+2%,+2%,-1%,+3%,+5%,+15%,-17%,+49%,+49%,26,+13%,E,+13%,54.8%,27.3%,8.8%,4.6%,4.6%,0.0%,88,,,,,,,,,,
143,Clou,3276009999387,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Tomates séchées et câpres,3760019713069,['France'],[],[],?,224,937 kj(224 kcal),"13,7",2,"22,8","17,1",0,"3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Vegetable soup,080005850189001,['France'],[],[],?,355,1485 kj(355 kcal),12,"1,2",22,"5,5",29,"8,3","3,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Panaché carrefour,3560071238674,['France'],[],[],?,28,117 kj(28 kcal),"0,5",0,70,70,9,"0,762","0,305",,,['Carrefour'],,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Miel d'acacia,3326735000007,['France'],[],[],?,?,,?,,?,,?,,,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
148,Cereales gourmandes,2165434008621,['France'],[],[],?,371,1552 kj(371 kcal),"6,4",1,55,"4,3",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Vjjcyvcyvhhh,4062383000448,['France'],[],[],?,12,50 kj(12 kcal),2,2,6,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Reblochon,2279252024142,['France'],[],[],?,338,1414 kj(338 kcal),28,22,"0,6","0,5",21,"1,3","0,52",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,,28 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,+4%,+5%,+4%,+17%,+63%,+121%,+5%,-3%,-3%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
151,Pains choco + crois plaisir 4+4,0209307027554,['France'],[],[],?,460,1925 kj(460 kcal),25,16,48,13,"9,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Pur jus de pomme bio et pétillant,3760198300432,['France'],[],[],?,55,230 kj(55 kcal),"0,1","0,1","13,3","13,3","0,1","0,1","0,04",C,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme', 'Jus de pomme pétillants']",,,0.1 g,en faible quantité,0.1 g,en faible quantité,13.3 g,en quantité élevée,0.1 g,en faible quantité,,+17%,+17%,-8%,+658%,+19%,+32%,+3%,+449%,+449%,7,+58%,D,+58%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,['Bio'],,,,,,,,,
153,Trésor - kellogg-s,6059516002569,['France'],[],[],?,433,1812 kj(433 kcal),13,"4,1",71,26,"6,4","1,1","0,44",,,['Kellogg-s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Estaminet 0%,54057166,['France'],[],[],?,17,71 kj(17 kcal),0,0,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Protein pancakes,5903246222449,['France'],[],[],?,378,1582 kj(378 kcal),"5,1","1,1",24,"1,9",58,"0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Salade de feuits gourmande,3554983012309,['France'],[],[],?,60,251 kj(60 kcal),"0,1",0,"13,2","10,9","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Coppa sec,2228583019488,['France'],[],[],?,316,1322 kj(316 kcal),"22,5","9,6","1,2","0,5","27,2","4,45","1,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Filets de poulet rôti,0217437027030,['France'],[],[],?,146,611 kj(146 kcal),"5,6","1,5","0,7","0,6","23,3","1,3","0,52",D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,,5.6 g,en quantité modérée,1.5 g,en quantité modérée,0.6 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+0%,+4%,+10%,+21%,+39%,-1%,-3%,-3%,2,-22%,B,-22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
159,Sauce bulgogi,8801052730769,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Flan nature,3400002001604,['France'],[],[],?,?,,?,,?,,?,,,B,,,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Flans gélifiés', 'Flans pâtissiers']",,,,,,,,,,,,,,,,,,,,,,,,,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,,,,,,,,,
161,Café Pérou bio - Fructivia,3760159370573,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,['Fructivia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-12', 'AB Agriculture Biologique']",,,,,,,,,
162,Paëlla,2203873086593,['France'],[],[],?,183,766 kj(183 kcal),"7,7","2,5","12,5","1,1","15,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Lomos a la mexicaine,2692407030315,['France'],[],[],?,168,703 kj(168 kcal),"9,1","3,6","3,6","1,2",18,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Vacherin,3184830101520,['France'],[],[],?,176,736 kj(176 kcal),"5,9","4,4",29,26,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Domaine le vieux chene,3770001189369,['France'],[],[],?,36,151 kj(36 kcal),50,25,6,3,3,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,
166,Eclair au caramel d'Isigny,0253022013057,['France'],[],[],?,292,1222 kj(292 kcal),15,"4,5",37,22,"2,8","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2 éclairs au Chocolat,0205922013057,['France'],[],[],?,257,1075 kj(257 kcal),15,"4,4",27,18,"3,5","0,36","0,144",,,,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au chocolat']",,,15 g,en quantité modérée,4.4 g,en quantité modérée,18 g,en quantité élevée,0.36 g,en quantité modérée,,+0%,+0%,+22%,-24%,-15%,-11%,-20%,-6%,-6%,11,-15%,D,-15%,,,,,,,,,,,,,,,,,
168,P'tit gourmelant vanille,3770017169171,['France'],[],[],?,193,808 kj(193 kcal),9,"6,1",24,21,"3,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Île flottante,0205976007224,['France'],[],[],?,129,540 kj(129 kcal),"2,8","1,3",21,21,"4,9","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Moutarde aux brisures de truffe,3760194213439,['France'],[],[],?,217.30000305176,909 kj(217 kcal),"19,3","1,4","4,7","0,8",8,"5,6","2,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Girolles séchées,0745114589613,['France'],[],[],?,373,1561 kj(373 kcal),5,1,44,11,18,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Girolles'],,,,,,,
172,Hhfgj,5200105720406,['France'],[],[],?,100,418 kj(100 kcal),1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,La Mascotte Double,3760235060145,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Cassonade brune - 1kg,5420055702080,['France'],[],[],?,392,1640 kj(392 kcal),0,0,98,0,0,0,0,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Olives vertes farcies aux amandes,2609826018961,['France'],[],[],?,173,724 kj(173 kcal),"14,9",3,"6,5","1,3","3,2","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Aiguillettes de poulet,2245335035091,['France'],[],[],?,138,577 kj(138 kcal),"5,7","1,8","1,1",0,20,"0,16","0,064",D,,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,5.7 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.16 g,en faible quantité,,+10%,+10%,+208%,+278%,+22%,-100%,-12%,-63%,-63%,-3,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
177,Tapenade noire,3760043590087,['France'],[],[],?,285,1192 kj(285 kcal),"30,3","4,1","0,3","0,3","0,7","2,86","1,144",C,,,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades noires']",,,30.3 g,en quantité élevée,4.1 g,en quantité modérée,0.3 g,en faible quantité,2.86 g,en quantité élevée,,+4%,+4%,+13%,+17%,-90%,-36%,-60%,-9%,-9%,17,+15%,D,+15%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,,,
178,Boudin blanc à l ancienne,2273698023097,['France'],[],[],?,237,992 kj(237 kcal),20,"8,3",4,"2,4","10,4","1,2","0,48",,,,"['Viandes', 'Charcuteries', 'Boudins', 'Boudins blancs']",,,20 g,en quantité modérée,8.3 g,en quantité élevée,2.4 g,en faible quantité,1.2 g,en quantité modérée,,-2%,-3%,-1%,+6%,-7%,+22%,+1%,-19%,-19%,15,-6%,D,-6%,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,
179,Caramel fondant,3498751004342,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Vin grignan les adhemar,3435850001148,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Arthropure,3770010399629,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Kalamataoliver,7315200064053,['France'],[],[],?,1.5,6 kj(1 kcal),"16,6",2,3,3,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Sirop Mandarine,3760147042130,['France'],[],[],?,363,1519 kj(363 kcal),"0,1",0,"90,4","90,4","0,1","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Taboulé libanais,3790009265193,['France'],[],[],?,146,611 kj(146 kcal),"8,2","0,7",14,"1,6","2,8","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Nectar  la tonifiante hibucus menthe,3760270840009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Fromage blanc noix de coco - La Ferme de l'Isle - 500g,3760222460323,['France'],[],[],?,139,582 kj(139 kcal),"6,2","3,5","14,8","12,6","6,1","0,1","0,04",C,500 g,"[""La Ferme de l'Isle""]","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",,,6.2 g,en quantité modérée,3.5 g,en quantité modérée,12.6 g,en quantité élevée,0.1 g,en faible quantité,,+53%,+54%,+54%,+34%,+127%,+109%,-6%,-7%,-7%,3,+945%,C,+945%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,
187,Filets rôtis,2200606025843,['France'],[],[],?,141,590 kj(141 kcal),"4,3","1,1","0,6","0,6",25,"1,1","0,44",,,,,"['EMB 22321C', ""Saint-Nicolas-du-Pélem (Côtes-d'Armor, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,
188,Donut sucres,0211021020995,['France'],[],[],?,397,1661 kj(397 kcal),20,"9,3",48,16,"6,8","1,1","0,44",B,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,20 g,en quantité modérée,9.3 g,en quantité élevée,16 g,en quantité élevée,1.1 g,en quantité modérée,,-3%,-3%,-12%,-12%,+7%,-5%,+15%,+16%,+16%,20,+3%,E,+3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
189,Olives vertes denoyautes a la Mexicaine,3425480101073,['France'],[],[],?,144,602 kj(144 kcal),"13,7","1,93","1,66","0,22","1,04","3,98","1,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Sticky Rice Chips,7640135441137,['France'],[],[],?,475,1987 kj(475 kcal),20,"8,3",67,13,"6,7","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,pomme framboise,3507101021714,['France'],[],[],?,50.200000762939,210 kj(50 kcal),0,0,"10,5","10,5","10,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Noisette decortique bio,0209746045201,['France'],[],[],?,682,2853 kj(682 kcal),63,"5,2","5,6","3,3",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
193,Omega3visolie,8717403191007,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Amande,8717973290476,['France'],[],[],?,591,2473 kj(591 kcal),55,"4,3","19,3",5,19,"1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Mayonnaise - Heinz - 215g,63157857,['France'],[],[],?,644,2694 kj(644 kcal),70,"5,3",3,"1,5","0,8",1,"0,4",D,215 g,['Heinz'],"['Epicerie', 'Sauces', 'Mayonnaises']",,,70 g,en quantité élevée,5.3 g,en quantité élevée,1.5 g,en faible quantité,1 g,en quantité modérée,,+5%,+5%,+6%,-14%,+12%,+3%,-35%,-25%,-25%,17,-5%,D,-5%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,['Plastique'],,,,,,,
196,Sirop saveur violette,3424096060118,['France'],[],[],?,0.249,1 kj(0 kcal),"0,05",0,62,59,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Coteaux du Layon,3257983156300,['France'],[],[],?,100,418 kj(100 kcal),0,0,10,9,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0852173007559,0852173007559,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,5410667155329,5410667155329,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
