,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,additives,allergens,nova_score,brand_owner,generic_name,packaging,ingredients_origins,markets,manufacturing,link,palm_ingredients,producer_info
1159,Schoko-Müsli,4306188056454,,['France'],[],[],?,402,1682 kj(402 kcal),11,"4,8",61,21,11,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Corn Flakes,5202576282582,,['France'],[],[],?,381,1594 kj(381 kcal),"1,1","0,5","83,1","8,7",8,"1,93","0,772",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",,+1%,+1%,+0%,+11%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,1.1 g,en faible quantité,0.5 g,en faible quantité,8.7 g,en quantité modérée,1.93 g,en quantité élevée,+1%,+75%,-19%,+60%,+60%,13,+74%,D,+74%,,,,,,,,,,,,,
1161,Lamm Burger - Lecker Burger - 240g,4006622090425,['Lecker Burger'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Sandwichs', ""Viandes d'agneau"", 'Hamburgers']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 g,,,,,,['Karton'],,,,,,
1162,2 Month Matured Vintage Christmas Pudding - Marks & Spencer,00208338,['Marks & Spencer'],"['France', 'Royaume-Uni']",[],['Végétarien'],?,287,1201 kj(287 kcal),"4,9",2,"56,6","43,4","2,7","0,08","0,032",,"['Desserts', 'Puddings', 'Puddings de Noël']",,-4%,-22%,+2%,-12%,,,,,,,,['Végétarien'],,4.9 g,en quantité modérée,2 g,en quantité modérée,43.4 g,en quantité élevée,0.08 g,en faible quantité,-7%,-32%,+4%,-64%,-64%,13,+1%,D,+1%,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,Pudding de Noël - 2 Month Matured Vintage Christmas Pudding,"['Carton', 'Plastique']",,['Marks & Spencer'],,,,
1163,Suisses pépites de chocolat,0231232019359,,['France'],[],[],?,353,1477 kj(353 kcal),16,10,45,19,"6,1","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Scelgobio Bio Aceto Di Mele - Carrefour,8001350020658,['Carrefour'],"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,
1165,Rice cakes with  milk chocolate - Spar,8710671006813,['Spar'],['France'],[],[],?,486,2033 kj(486 kcal),22,13,65,32,"6,5","0,17","0,068",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat au lait']",,-1%,-2%,+3%,-8%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,['en:gluten-free'],,22 g,en quantité élevée,13 g,en quantité élevée,32 g,en quantité élevée,0.17 g,en faible quantité,-1%,-2%,+18%,+29%,+29%,23,+17%,E,+17%,,,,,,,,,,,,,
1166,Côtes de cochon à griller,3700190305912,,['France'],[],[],?,257,1075 kj(257 kcal),"19,9",8,"0,5","0,5",19,"0,12","0,048",,,,,,,,,,,,,,,,"['FR 56.074.001 CE', 'Guénin (Morbihan, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Sardine au beurr,3251870006006,,['France'],[],[],?,338,1414 kj(338 kcal),31,17,"0,5","0,5",16,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,XL Protein Bar,5704190112349,,['France'],[],[],?,393,1644 kj(393 kcal),11,"5,9",43,37,30,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Filets de poulet fermier - Gers - 2,2452812030832,['Gers'],['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
1170,"Cakes pepites chocolat bio - 3,150kg",3547563001053,,['France'],[],[],?,430,1799 kj(430 kcal),"21,1","5,1","54,2",28,"5,7","0,36","0,144",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,"3,150 kg",,,,,,,,,,,,
1171,Avoine en poudre - Prozis,5600380892810,['Prozis'],['France'],[],[],?,371,1552 kj(371 kcal),"7,5","1,3",57,"1,2",14,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Cristallina,4610624795099,,['France'],[],[],?,100,418 kj(100 kcal),3,"1,8",14,13,"3,5","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Gingembre moulu - 250g,3700952000444,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'en:Gingembre moulu']",,,,,,61.7%,0.0%,0.0%,28.7%,9.6%,0.0%,97,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
1174,Gratin Dauphinois,69066160,,['France'],[],[],?,591,2473 kj(591 kcal),"8,9","6,1",12,3,"2,8","0,8","0,32",B,"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Gratins dauphinois']",,+397%,+54%,+7%,-18%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,,8.9 g,en quantité modérée,6.1 g,en quantité élevée,3 g,en faible quantité,0.8 g,en quantité modérée,+404%,+70%,+86%,+13%,+13%,16,+241%,D,+241%,,,,,,,,,,,,,
1175,Épices Poulet - 250g,3700952000437,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
1176,Rilettes de merlu au chorizo,3760012692378,,['France'],[],[],?,126,527 kj(126 kcal),"7,6","4,5","2,3","0,4","12,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Bonbons au Génépi de Savoir,3760264841005,,['France'],[],[],?,239,1000 kj(239 kcal),"0,3",0,98,98,0,"0,16","0,064",,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Confiture,3525830000350,,['France'],[],[],?,259,1084 kj(259 kcal),0,0,63,63,0,0,0,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Confiture pêche mangue - Favols,3469670522880,['Favols'],['France'],[],[],?,225,941 kj(225 kcal),"0,1","0,1","0,1",0,"1,2",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",,+4%,-67%,-100%,+119%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,0.1 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,+3%,+93%,-100%,-100%,-100%,1,-90%,B,-90%,,,,,,,,,,,,,
1180,Pain de campagne,0209719004464,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Chine somao,0206834002504,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,oiseau,07894822,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Balans - Quaker,8710398161789,['Quaker'],['France'],[],[],?,405,1695 kj(405 kcal),"5,3","2,6",70,10,9,"0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Moulin Aux 4 Poivres - 125g,3700238375143,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,,,,
1185,Escalope de dinde,2600278049077,,['France'],[],[],?,109,456 kj(109 kcal),"0,8","0,4","0,5","0,5",25,"0,1","0,04",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,-10%,-39%,-83%,+9%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,0.8 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,-10%,-1%,-35%,-82%,-82%,-4,,A,,,,,,,,,,,,,,
1186,Jesus,0200015040019,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Macarons vanille - 40g,3701082560013,,['France'],[],[],?,435,1820 kj(435 kcal),"18,8","4,6","56,6","40,8","8,3","0,1","0,04",D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,+2%,+6%,+2%,-3%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,18.8 g,en quantité modérée,4.6 g,en quantité modérée,40.8 g,en quantité élevée,0.1 g,en faible quantité,+2%,+2%,-19%,-30%,-30%,18,+2%,D,+2%,40 g,,,,,,,,,,,,
1188,Instant cup' petits pois - Delhaize,5400111143576,['Delhaize'],"['Belgique', 'France']",[],[],?,41,172 kj(41 kcal),"0,85","0,25","6,4","0,9","1,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,
1189,Pancetta,0200015055952,,['France'],[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Porc', 'Pancetta']",,,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Moose munch,0780994802131,,['France'],[],[],?,500,2092 kj(500 kcal),18,10,75,45,"2,5","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Molénettes,2405341052080,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Salade Ibérique - Crous Languedoc Roussillon - 460g,00014281,"['Crous Languedoc Roussillon', ""Crous Resto'""]",['France'],"['Pommes de terre cubes 47,8%', 'salade mesclun 21,7%', 'jambon sec 10,9% ', 'jambon de porc [origine France]', 'sel', 'dextrose', 'conservateur : E252', 'dès de mimolette 6,5% ', 'LAIT de vache pasteurisé', 'sel', 'ferments LACTIQUES', 'chlorure de calcium', 'coagulant', 'colorants : rocou [E160b', 'caroténoïdes [E160c]', 'paprika ', 'E160c]', 'tomate cerise 6,5%', ""écorce d'orange 4,3%"", 'ciboulette 2,2%']","['Non végétalien', 'Non végétarien']",?,86.6,362 kj(86 kcal),"2,8","1,7","9,9","8,5","5,3","0,9","0,36",C,"['Plats préparés', 'Salades', 'Salades composées', 'Plats à base de pommes de terre', 'Salades de pommes de terre']",,-42%,-73%,+16%,+28%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,2.8 g,en faible quantité,1.7 g,en quantité modérée,8.5 g,en quantité modérée,0.9 g,en quantité modérée,-42%,+56%,+860%,-10%,-10%,2,-41%,B,-41%,460 g,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E160b - Rocou', 'E160 - Caroténoïdes', 'E160c - Extrait de paprika']",['Lait'],4,,,['Boîte plastique'],,['Crous Languedoc Roussillon'],['France'],,,
1193,Noix de cajou,5203223406054,,['France'],[],[],?,?,,?,,?,,?,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Rind Burger - Lecker Burger - 240g,4006622090401,['Lecker Burger'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Bœuf', 'Sandwichs', 'Hamburgers']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 g,,,,,,['Karton'],,,,,,
1195,THE ROUGE 20 SACHETS 40G,3228881022448,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Steak Burger - Edeka Selection - 364g,4311501606704,['Edeka Selection'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Bœuf']",,,,,,,,,,,,,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2017 de la Société Allemande d'Agriculture""]",,,,,,,,,,,,,,,,,,,364 g,,,,,,['Karton'],,,,,,
1197,Pasta casereccia,8003007824787,,['France'],[],[],?,367,1536 kj(367 kcal),"1,5","0,6","75,5","1,3",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Miel de flores,8430744130008,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Galette creative carottes sésame et cumin,0290109018697,,['France'],[],[],?,958,4008 kj(958 kcal),13,"1,4",15,"2,1",10,"1,1","0,44",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-019-CT']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,SPECIAL.T by Rose Amour Thé Vert Parfumé Rose Framboise,7613034301482,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Moricette Végétarienne,3581082120505,,['France'],[],[],?,264,1105 kj(264 kcal),11,4,"31,8","3,6","8,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,crêpes géante - gineys - 900g,3267180369083,['Gineys'],['France'],[],[],?,?,,?,,?,,?,,,B,"['Crêpes et galettes', 'Crêpes']",,,,,,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,,,,,,,,,,,,,,,,,,900 g,,,,,,['surgelés'],,['Netto'],['France'],,,
1204,Fixin grand vin de Bourgogne 2016 - Derey frères - 75cl,3219850043946,['Derey frères'],['France'],['vin'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 cl,,,3,,,['Bouteille'],,,,,,
1205,Croquant sésame,3949011209743,,['France'],[],[],?,531,2222 kj(531 kcal),30,"8,3",51,31,11,0,0,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Chocolats au lait Saint-Nicolas,5400101036390,,['France'],[],[],?,544,2276 kj(544 kcal),32,20,57,56,6,"0,2","0,08",,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Filet de poulet - La Nouvelle Agriculture,0213400022248,['La Nouvelle Agriculture'],['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-21%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-20%,-46%,-100%,-85%,-85%,-4,,A,,,,,,,,,,,,,,
1208,9188580009550,9188580009550,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Antipasti di Mare - Italiamo,20871727,['Italiamo'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Nems vegetarien,3507983100064,,['France'],[],[],?,182,761 kj(182 kcal),"2,3",0,"34,6",0,"5,7","2,81","1,124",C,"['Plats préparés', 'Nems', 'Nems aux légumes']",,+6%,-55%,+33%,+41%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,2.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,2.81 g,en quantité élevée,+7%,-100%,-100%,+165%,+165%,12,+240%,D,+240%,,,,,,,,,,,,,
1211,Roti de porc fumé au fromage,0278405044015,,['France'],[],[],?,160,669 kj(160 kcal),"8,1","4,1","2,8","1,2",19,"1,77","0,708",E,"['Viandes', 'Porc', 'Rôtis de porc']",,+11%,+61%,+243%,-15%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,"['Viande Française', 'Viande Porcine Française']","['FR 35.238.015 CE', 'Rennes (Ille-et-Vilaine, France)']",8.1 g,en quantité modérée,4.1 g,en quantité modérée,1.2 g,en faible quantité,1.77 g,en quantité élevée,+12%,+96%,+92%,+3%,+3%,12,+68%,D,+68%,,,,,,,,,,,,,
1212,Banane Cavendish Bio,0222164019029,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,DUO DE  CREVETTES ET SURIMI / SAUCE VINAIGRETTE / GRESSINS / COMPOTE DE FRUITS - Fleury Michon - 370g,3302749543020,['Fleury Michon'],['France'],"['Duo de crevettes et miettes de surimi 230g : Pâtes perles 60% ', 'eau', 'semoule de blé dur', 'curcuma', 'préparation à base de chair de poisson 22%\xa0', 'chair de poisson', 'eau', 'amidon de blé et fécule de pomme de terre', 'lait écrémé réhydraté', 'huile de colza', 'sucre', 'sel', 'arômes ', 'contient crustacés', 'mollusques', 'poissons', ',\xa0colorant : extrait de paprika', 'crevettes 12%', 'huile de colza', 'persil', 'sel', 'coriandre', 'piment', 'Sauce vinaigrette 30g :\xa0Huile de colza', 'eau', 'vinaigre de vin blanc 20%', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'sel', 'amidon modifié de pommes de terre', 'poivre', ""Mini biscuit salé à l'huile d'olive 20g : farine de blé"", ""huile d'olive vierge extra 7%"", 'sel', 'levure', 'sucre', ""farine de malt d_'orge_ "", "" agent de traitement de la farine : acide ascorbiqueSpécialité\xa0de fruits pommes poires\xa090g : pommes d'Aquitaine 57%"", 'poires 40%', 'acérola', '% exprimés sur chaque recette']","['Non végétalien', 'Non végétarien']",644,?,644 kj(154 kcal),"6,6","0,6",19,"2,9","5,2","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370 g,"['E160c - Extrait de paprika', 'E14XX - Amidons modifiés', 'E300 - Acide ascorbique']","['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Mollusques', 'Moutarde']",4,,,,,,,,,
1214,POULET AUX SAVEURS MAROCAINES / GRESSINS / COMPOTE DE FRUITS - Fleury Michon - 360g,3302749544027,['Fleury Michon'],['France'],"['Poulet aux saveurs marocaines 250g : Légumes ', 'aubergines 21%', 'courgettes 25%', 'tomates 12%', 'poulet traité en salaison ', 'poulet 21%', 'amidon de tapioca', 'dextrose', 'sel', 'huile de tournesol', 'concentré de tomates', ""huile d'olive vierge"", 'bouillon ', 'eau', 'os de poulet', 'os de veau', 'vin blanc', 'concentré de tomate', 'sel', 'huile de colza', 'carotte', 'oignon', 'céleri', 'plantes aromatiques', 'zeste de citron', 'huile de colza', 'plantes aromatiques', 'ail', 'sel', 'épices', 'eau', ""vinaigre d'alcool"", 'sucre', 'oignons', ""Mini biscuit salé à l'huile d'olive 20g : farine de blé"", ""huile d'olive vierge extra 7%"", 'sel', 'levure', 'sucre', ""farine de malt d_'orge_ "", "" agent de traitement de la farine : acide ascorbiqueSpécialité\xa0pommes 90g : pommes d'Aquitaine 97%"", 'acérola', '% exprimés sur chaque recette']","['Non végétalien', 'Non végétarien']",535,?,535 kj(128 kcal),"6,3","0,7",13,"6,1","5,9","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360 g,['E300 - Acide ascorbique'],"['Céleri', 'Gluten']",4,,,,,,,,,
1215,RISOTTO POULET AUX HERBES / GRESSINS / COMPOTE DE FRUITS - Fleury Michon - 370g,3302749545024,['Fleury Michon'],['France'],"['Riz 25% ', 'eau', 'riz', 'curcuma', 'poulet traité en salaison ', 'poulet 21%', 'amidon de tapioca', 'dextrose', 'sel', 'eau', 'courgettes', 'crème fraîche', 'tomates', '\xa0bouillon ', 'eau', 'os de poulet', 'oignon', 'poireau', 'céleri', 'carotte', 'sel', '\xa0crème de riz,\xa0oignons', 'huile de colza', 'parmesan', 'fromage à pâte dure', 'farine de blé', 'vin blanc', 'basilic 0', '5%', 'beurre', 'sel', 'persil', 'épices', ""huile d'olive vierge"", ""Mini biscuit salé à l'huile d'olive 20g : farine de blé"", ""huile d'olive vierge extra 7%"", 'sel', 'levure', 'sucre', ""farine de malt d_'orge_ "", "" agent de traitement de la farine : acide ascorbiqueSpécialité\xa0de fruits pommes framboises\xa090g : pommes d'Aquitaine 70%"", 'framboise 18%', 'banane', 'acérola', '% exprimés sur chaque recette']","['Non végétalien', 'Non végétarien']",553,?,553 kj(132 kcal),"4,4","1,9",17,4,"6,5","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370 g,['E300 - Acide ascorbique'],"['Céleri', 'Gluten', 'Lait']",4,,,,,,,,,
1216,FALAFELS MELI MELO DE BOULGOUR ET QUINOA / SAUCE VINAIGRETTE / GRESSINS / COMPOTE DE FRUITS - Fleury Michon - 370g,3302749547028,['Fleury Michon'],['France'],"['Falafels et méli mélo de boulgour et quinoa 240g : boulgour 29% ', 'eau', 'blé dur', 'falafels 25% [pois chiches', 'protéines végétales réhydratées [bouillon ', 'eau', 'sel', 'oignon', 'poireau', 'céleri', 'carotte', 'protéines de pois]', 'fèves,\xa0oignon', ""huile d'olive vierge"", 'huile de colza,\xa0protéines de pois', 'coriandre', 'fécule de manioc,\xa0menthe', 'sel', 'ail', 'huile de tournesol,\xa0épices', 'plantes aromatiques]', 'quinoa rouge 13% ', 'eau', 'quinoa', 'sel', 'pois chiche', 'tomates semi-déshydratées', ""huile d'olive vierge"", 'citron', 'coriandre', 'sel', 'persil', 'poivre', 'Sauce\xa0vinaigrette 20g :\xa0Huile de colza', 'eau', 'vinaigre de vin blanc 20%', 'moutarde ', 'eau', 'graine de moutarde', 'vinaigre', 'sel', 'sel', 'amidon modifié de pommes de terre', 'poivre', ""Mini biscuit salé à l'huile d'olive 20g : farine de blé"", ""huile d'olive vierge extra 7%"", 'sel', 'levure', 'sucre', ""farine de malt d_'orge_ "", "" agent de traitement de la farine : acide ascorbiqueSpécialité\xa0de fruits\xa0pomme fraise myrtille\xa090g : Pommes d'Aquitaine 69%"", 'fraises 20%', 'sucres', 'jus de myrtilles', 'acérola', 'concentré de citron', '% exprimés sur chaque recette']",[],646,?,646 kj(154 kcal),"7,1",1,20,"4,7",4,"0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370 g,"['E14XX - Amidons modifiés', 'E300 - Acide ascorbique']","['Céleri', 'Gluten', 'Moutarde']",4,,,,,,,,,
1217,Ice tea,4304493262607,,['France'],[],[],?,28,117 kj(28 kcal),0,0,"6,7","6,7",0,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,RISOTTO POULET AUX HERBES / COMPOTE DE FRUITS - Fleury Michon - 350g,3302749780029,['Fleury Michon'],['France'],"['Risotto poulet aux herbes 260g : Riz 25% ', 'eau', 'riz', 'curcuma', 'poulet traité en salaison ', 'poulet 21%', 'amidon de tapioca', 'dextrose', 'sel', 'eau', 'courgettes', 'crème fraîche', 'tomates', 'bouillons ', 'eau', 'os de poulet', 'oignon', 'poireau', 'céleri', 'carotte', 'sel', '\xa0crème de riz,\xa0oignons frits ', 'oignon', ""huile d'olive vierge"", 'sel', 'huile de colza', 'parmesan', 'fromage à pâte dure', 'farine de blé', 'vin blanc', 'basilic 0', '5%', 'beurre', 'sel', 'persil,\xa0paprika', 'curcuma', 'poivre', ' Spécialité\xa0de fruits pommes framboises\xa090g : pommes\xa070%', 'framboise 18%', 'banane', 'acérola', ' % exprimés sur chaque recette']","['Non végétalien', 'Non végétarien']",488,?,488 kj(117 kcal),"4,2","1,9",14,4,"6,2","0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,,"['Céleri', 'Gluten', 'Lait', 'Risotto poulet aux herbes 260g', 'Spécialité\xa0de fruits pommes framboises\xa090g']",4,,,,,,,,,
