,name,bar_code,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,brand,categories,ingredients_origins,additives,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,markets,manufacturing,link,traceability_code,palm_ingredients,brand_owner
1243,Divella Fetuccine #12 500 g,8005121000122,,['France'],"['?qlrum szàraztérta', ' Oss:etevow', "" datà 'd Iburumvehnàsta valmtstatu pasta"", "" durumvete,' Ingredtennr"", "" IOC% drrumve'"", ""e,avater,} Hoye kv:afiteit van deegvaren,' blcem van harde tarwe"", 'v,atz', ' Pasta fabricate din {atnade grau uu', ' Ingred', 'ènte: faina', 'lestoviny z Pienice', ' Slo,+er', 'i: tvrdozmnà ', 'estoviny z Ydczrnnej psenice', ' Zloienie: muka z tvrdozrnnej pienice', 'vota / Makaron z pszenicy r:2ka z pszaicy durum', 'woda', ' / Suhe navadne testenine iz pienilnega zdroba durum', ' Sestavire: pienitni zdrob du', 'umvete', ' Ingredienser', ' Naziv jastojci: ICO% durum krupica', 'Proizvod sadiài gluten', ' / or TBbpga nuewua', ' 1000!0 rpgc or nuewqga f pasta,• Koostisosad: ICO% Kôvanisujahu', 'vesi kuni / Rupja ', ""„to Kviesu Sastàvs: cieu kvieÉra fi'"", 'ilti', 'ùdens ', 'maks', ' 12,591', "" I Kjetu•• k'vietju makaronai"", ' Sudétis -1 OOF', ' 12,5 épau!H0', 'cocraB: 100+ I Suiena obiëna testenii%a od pienicnog dutum braina', ' 9stav: gn#', '2ntp: I']",,"['Non végétalien', 'Non végétarien']",?,355,1485 kj(355 kcal),"1,7","0,9",73,"3,9",12,"0,004","0,002",,,,,['Divella'],,,['E175 - Or'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Pennes Divella,8005121010275,,['France'],[],,[],?,355,1485 kj(355 kcal),"1,7","0,9",72,"3,9",13,"0,004","0,002",,,,,['Divella'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Divella Fusilli 40,8005121010404,,"['France', 'Allemagne']",[],,[],?,355,1485 kj(355 kcal),"1,7","0,9",72,"3,9",13,"0,004","0,002",,,,,['Divella'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Torsades']",,,,,+1%,-13%,+6%,+6%,,,,,,,,1.7 g,en faible quantité,0.9 g,en faible quantité,3.9 g,en faible quantité,0.004 g,en faible quantité,+0%,+115%,+40%,-85%,-85%,-1,,A,,,,,,,
1246,Divella Ditali 61 GR. 1000,8005121010619,,['France'],[],,[],?,355,1485 kj(355 kcal),"1,7","0,9",73,"3,9",12,"1,4","0,56",,,,,['Divella'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Penne rigate Senza Glutine - Divella,8005121044270,['en:gluten-free'],['France'],[],,[],?,356,1490 kj(356 kcal),"1,5","0,6","78,6","0,6","6,2",0,0,,,,,['Divella'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",,,,,+1%,-11%,+12%,-48%,,,,,,,,1.5 g,en faible quantité,0.6 g,en faible quantité,0.6 g,en faible quantité,0 g,en faible quantité,+1%,+61%,-79%,-100%,-100%,0,,B,,,,,,,
1248,Divella Pulpa Tomate 680 g,8005121210200,,['France'],"['TOMATEN', 'zoUT/ MATI', ' entro il / Best before / Minde""ans haltbar bis / A depréférence avant le / Consumir preferentemente validoat\'e/Houdbaartot/AvdÀoon Kard ', ' Solose conservato in luogo fresco e asciutto ed 19€ratura non su ai n 200', '/ Onlyifstored in a dry place at a temperature exceeding an einem trockenen Ort und bei einer Temperatur nicht hôher als 200', ' urazione Nutrizionale ', 'valori medi', ' / Nutritional Information ltgevalues', ' / Nâhrweftdeklaration ', 'durchschnittswerte', "" / 'M l:fonation Nutritionnelle "", 'valeurs moyennes', ' / Informaciôn ', 'valores medios', ' / Informacoes Nutricionais ', 'v']",,[],?,29,121 kj(29 kcal),"0,2",0,"4,6","4,6","1,5","0,35","0,14",,,,,['Divella'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Salsa arrabbiata - Divella,8005121210989,,['France'],[],,[],?,216,904 kj(216 kcal),21,"2,2","3,6","2,9","1,6","2,18","0,872",B,,,,['Divella'],"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces tomate', 'Sauces Arrabiata']",,,,,+102%,+222%,-44%,0%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,21 g,en quantité élevée,2.2 g,en quantité modérée,2.9 g,en faible quantité,2.18 g,en quantité élevée,+113%,+168%,-45%,+100%,+100%,13,+230%,D,+230%,,,,,,
1250,Salsa pomodoro e basilico - Divella,8005121211139,,['France'],"['purée de tomates 57%', 'huile de tournesol', 'tomates séchées réhydratées', 'SeI', ""sucre/ huile d'olive"", 'basilic 1%', 'fibres végétales', 'ail', 'arôme naturel de basilic', ""régulateur d'acidité'"", ' acide lactique', 'antioxydant: acide ascorbique', 'Poivre', ' Peut contenir des traces de noix', 'lait', 'œufs', 'poisson', 'céleri']",,[],?,115,481 kj(115 kcal),"8,9","1,2",6,"5,2","1,5","1,32","0,528",,,,,['Divella'],,,"['E270 - Acide lactique', 'E300 - Acide ascorbique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Disney Winnie the Pooh 5 Puzzles - Clementoni,8005125917181,,['France'],['Puzzles'],,[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,['Clementoni'],['Produits sous license'],,,,,-100%,-100%,-100%,-100%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,
1252,Puzzle 1000 fluorescent collection  - Clementoni - 1,8005125920006,,['France'],[],,[],?,?,,?,,?,,?,,,,,1,,['Clementoni'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Puzzle 1000 fantasy collection  - Lassen - 1,8005125926862,,['France'],[],,[],?,?,,?,,?,,?,,,,,1,,['Lassen'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,320G Creme De Vinaigre Arome Truffe Mengazzoli - Sens gourmet,8005140004026,,['France'],"['Vinaigre balsamique de Modena ', 'vinaiger de vin', 'moût de raisin concentré', 'colorant caramel E150d', 'jus de raisin concentré', 'sirop de glucose', 'amidon modifié du mais', 'truffe 1%', 'maltodextrine', 'dextrose', 'épaississant: gomme de xantum', 'arôme naturel']",,[],?,135,565 kj(135 kcal),0,0,0,0,1,0,0,,,,,['Sens gourmet'],"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,"[""E150d - Caramel au sulfite d'ammonium"", 'E14XX - Amidons modifiés']",4,,-36%,-100%,-100%,+50%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-36%,-100%,-100%,-100%,-100%,1,-91%,B,-91%,,,,,,
1255,"Crema Di Balsamico Mit Himbeer, Acetificio Mengazzoli",8005140004040,,['France'],[],,[],?,167,699 kj(167 kcal),0,0,"38,6","33,3","0,3","0,07","0,028",,,,,,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,,,,-21%,-100%,-23%,-55%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,33.3 g,en quantité élevée,0.07 g,en faible quantité,-21%,-100%,-21%,-45%,-45%,9,-17%,C,-17%,,,,,,
1256,Aceto Balsamico di modena -,8005140009106,,['France'],[],,[],?,8,33 kj(8 kcal),0,0,16,16,"0,06","0,05","0,02",B,,,,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,-95%,-100%,-50%,-91%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,0 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0.05 g,en faible quantité,-95%,-100%,-45%,-29%,-29%,,,,,,,,,,
1257,Mozzarella,8005149002221,['Sans conservateurs'],['France'],[],,[],?,253,1059 kj(253 kcal),"19,5",11,"0,7","0,7","18,7","0,3","0,12",D,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",,,,,-3%,-6%,-32%,+11%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,19.5 g,en quantité modérée,11 g,en quantité élevée,0.7 g,en faible quantité,0.3 g,en quantité modérée,-2%,-21%,-7%,-55%,-55%,9,-12%,C,-12%,,,,,,
1258,Fior di latte,8005149005000,,['France'],[],,[],?,213,891 kj(213 kcal),17,11,"0,9","0,9",14,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Jambon rôti aux herbes (cuit au four) - Notre sélection - 150g.,8005153000220,['Sans addition de polyphosphates'],['France'],['viande de porc - sel - saccharose - arômes naturels - antioxydant: ascorbate de sodium - épices - conservateur: nitrite de sodium'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,502 kj(120 kcal),"3,4",,"0,3",,"22,1",,,E,tranches de jambon blanc aux herbes,150 g.,"['barquette plastique', 'film plastique soudé', 'sous atmosphère protectrice']",['Notre sélection'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,-29%,-55%,+5%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,3.4 g,en quantité modérée,,,,,,,-8%,,,,,,,,,['Simply'],,,['IT 302L CE'],,
1260,Jambon rôti aux herbes - 5 tranches - Franprix - 150g,8005153000350,,['France'],[],,[],?,?,,?,,?,,?,,,,,150g,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,,
1261,Cacciatore - Montorsi,8005153000442,,['France'],[],,[],?,411,1720 kj(411 kcal),33,11,"0,6",0,28,"4,3","1,72",,,,,['Montorsi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Jambon roti aux herbes,8005153003436,['en:gluten-free'],['France'],[],,[],?,119,498 kj(119 kcal),"3,4",1,0,0,22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Mortadella,8005153003818,['en:gluten-free'],['France'],[],,[],?,266,1113 kj(266 kcal),22,"8,3",0,0,17,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Langue de porc rôti avec lard,8005153006123,,['France'],[],,[],?,243,1017 kj(243 kcal),19,"7,7","0,9","0,8",17,"1,9","0,76",E,,,,,"['Viandes', 'Porc', 'Rôtis de porc']",,,,,+69%,+278%,+10%,-24%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,19 g,en quantité modérée,7.7 g,en quantité élevée,0.8 g,en faible quantité,1.9 g,en quantité élevée,+71%,+268%,+28%,+10%,+10%,18,+152%,D,+152%,,,,,,
1265,Culatello - Produit D'Italie - 80g,8005153006147,['en:gluten-free'],['France'],[],,[],?,304,1272 kj(304 kcal),20,"7,1",0,0,31,"4,1","1,64",,,80 g,,"[""Produit D'Italie""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Coppa -  - 120g,8005153007243,['en:gluten-free'],['France'],[],,[],?,315,1318 kj(315 kcal),23,"8,2",0,0,27,"4,3","1,72",,,120 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Saucisson nostrano - Si Gourmand - 120g,8005153007274,,['France'],"['Viande de porc', 'sel', 'dextrose', 'épices et plantes aromatiques', 'antioxydant: acide ascorbique', 'conservateurs: nitrate de potassium', 'nitrite de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,341,1427 kj(341 kcal),25,11,0,0,29,"4,4","1,76",D,,120 g,"['Barquette', 'Plastique', 'Frais']",['Si Gourmand'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,"['E300 - Acide ascorbique', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,-15%,-21%,-100%,+5%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,25 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,4.4 g,en quantité élevée,-16%,-11%,-100%,-6%,-6%,24,0%,E,0%,['Simply Market'],['Italie'],,['IT 302 L CE'],,
1268,Prosciutto crudo - Montorsi - 85gr,8005153902463,,['France'],[],,[],?,242,1013 kj(242 kcal),14,"5,1",0,0,29,5,2,,,85gr,,['Montorsi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Coppa - montorsi - 85gr,8005153902494,,['France'],"['viande de porc', 'sel', 'dextrose', 'antioxydant: ascorbate de sodium épices et plantes aromatiques', 'conservateurs: nitrate de potassium', ' nitrite de sodium', ' arômes', ' Ingrediënten: varkensvLees', 'zout', 'dextrose', 'antioxydant: natriumascorbaat', 'kruiden en aromatische planten beuaarmiddel', 'en: kaliumnitraat', 'natriumnitriet?', 'aroma s', "" Conserver à: / Te bewaren op TO'"", '+']",,"['Non végétalien', 'Non végétarien']",?,315,1318 kj(315 kcal),23,"8,2",0,0,27,"4,3","1,72",E,,85gr,,['Montorsi'],"['Viandes', 'Charcuteries', 'Coppa']",,"['E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,+4%,+13%,-100%,+2%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,23 g,en quantité élevée,8.2 g,en quantité élevée,0 g,en faible quantité,4.3 g,en quantité élevée,+6%,+4%,-100%,-4%,-4%,21,+4%,E,+4%,,,,,,
1270,Salame Italiano - Montorsi,8005153902531,['en:gluten-free'],['France'],[],,[],?,337,1410 kj(337 kcal),25,"9,1",0,0,28,"4,1","1,64",,,,,['Montorsi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,prosciutto cotto Rustico - Montorsi,8005153902555,['en:gluten-free'],['France'],"['viande de porc', 'sel', 'dextrose', 'épices ', 'poivre 170', 'baies d genièvre 0,770', 'arômes naturels', 'saccharose', ""antioxydant'"", ' E301: conservateur: E250', ' Peut contenir SRNS GLUTEN']",['Gluten'],"['Non végétalien', 'Non végétarien']",?,107,448 kj(107 kcal),"2,1","0,7",0,0,22,2,"0,8",,,,,['Montorsi'],,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Mortadella Bologna - Montorsi,8005153902579,['en:gluten-free'],['France'],[],,[],?,266,1113 kj(266 kcal),22,"8,3",0,0,17,"2,6","1,04",E,,,,['Montorsi'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Mortadelle']",,,,,-6%,-8%,-100%,+16%,73.5%,18.1%,3.9%,1.2%,0.7%,2.6%,24,22 g,en quantité élevée,8.3 g,en quantité élevée,0 g,en faible quantité,2.6 g,en quantité élevée,-4%,-5%,-100%,+14%,+14%,21,+4%,E,+4%,,,,,,
1273,Mortadelle - Montorsi,8005153997124,['en:gluten-free'],['France'],[],,[],?,266,1113 kj(266 kcal),22,"8,3",0,0,17,"2,6","1,04",E,,,,['Montorsi'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Mortadelle']",,,,,-6%,-8%,-100%,+16%,73.5%,18.1%,3.9%,1.2%,0.7%,2.6%,24,22 g,en quantité élevée,8.3 g,en quantité élevée,0 g,en faible quantité,2.6 g,en quantité élevée,-4%,-5%,-100%,+14%,+14%,21,+4%,E,+4%,,,,,,
1274,Ham Ravioli - Pagani,8005180010223,['Fabriqué en Italie'],['France'],"['Pâte ', '74%', ': semoule de blé dur', 'oeufs ', '19,4% sur la pâte', ' Farce ', '26%', ': mortadella ', '45,4% sur la farce', ' ', 'viande de porc', 'graisse de porc', 'sel', 'épices', 'arômes', 'chapelure ', 'farine de blé tendre', 'sel', 'huile de palme', 'jambon cru ', '3,1% sur la farce', ' ', 'viande de porc', 'sel', 'sel', 'arômes', 'fromage fondu en poudre ', 'lait', 'lactosérum', 'sel', 'enzymes', 'épices', ' Conserver à température ambiante loin des sources de chaleur et de la lumière directe du soleil', "" Mode de cuisson: Verser les Ravioli dans d'eau peu salée "", '1,5 litre pour de produit 100g', "" avant l'ébullition"", ' Faire cuire pendant 16 minutes', ' Producteur', ' Pagani Industrie Alimentari SpA-Vlà Fiorbellina', '50 - 20871 Wimercate ', 'MB', ' Fabriqué en Italie', ' Poids net 250 g']","['Œufs', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,391,1636 kj(391 kcal),"9,8","4,6","61,2","1,5","13,5","2,55","1,02",,,,,['Pagani'],,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
1275,Ravioletti con prosciutto crudo,8005180010544,,['France'],[],,[],?,390,1632 kj(390 kcal),"9,5","4,5","61,5","1,5","13,5","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Maina Nocciolato Panettone,8005190401028,,['France'],"['ENROBÉ NOISETTES - GÂTEAU DE FOUR NATURELLE', "" INGRÉDIENTS'"", ' Farine de blé - Raisin - Glaçage INGR aux noisettes ', 'Sucre', 'Blanc d œuf frais', 'Ha Noisettes correspondant du total Egg des ingrédients', 'Amidon de riz', 'Farine de ', 'IZ', "" • to 2 Beurre • Sucre - Ecorces d'agrumes confites flour "", ""Écorces d'oronge et cédrat"", 'Sirop de ', 'Orc glucose•fructose', 'Sucre', "" • Jaune d'œuf frois - syru Levure naturelle 6% "", 'Farine de blé', 'Eau', ' -Sucre yeo inverti - Émulsifiont: mono et diglycérides des Sug acides gros - Lait entier frois pasteurisé of fi 06 Sel • Arômes naturels']","['Gluten', 'Fruits à coque']",['Non végétalien'],?,391,1636 kj(391 kcal),16,"9,5",53,28,7,"0,35","0,14",C,,,,['Maina'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,4,,+5%,+7%,+3%,+2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,16 g,en quantité modérée,9.5 g,en quantité élevée,28 g,en quantité élevée,0.35 g,en quantité modérée,+5%,+6%,+8%,-21%,-21%,20,+8%,E,+8%,,,,,,
1277,La gran Pandorella,8005190401547,,['France'],[],,[],?,419,1753 kj(419 kcal),20,12,51,22,8,"0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Gran Pandoro - Maina - 1kg,8005190401653,,['France'],"['Farine de blé - œuf frais - Sucre - Beurre - Lait entier frais pasteurisé - Levure naturelle ', 'contient du blé', ' Fructose - Emulsifiants: Mono et diglycérides des acides gras - Beurre de cacao - Sel - Arômes', '\r Sucre glace : Sucre', 'amidon de blé', 'arômes']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],?,416,1741 kj(416 kcal),20,13,50,21,"8,2","0,64","0,256",C,,1 kg,"['Carton', 'boîte', 'Plastique']",['Maina'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Gâteaux', 'Viennoiseries', 'Brioches', 'Pandoro']",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,,+5%,+5%,+3%,+12%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,20 g,en quantité modérée,13 g,en quantité élevée,21 g,en quantité élevée,0.64 g,en quantité modérée,+5%,+7%,-0%,+22%,+22%,21,+6%,E,+6%,,,,,,
1279,Maina Panettone Classico Cellophan,8005190401820,,['France'],"['PAHEITONE I HGRÉ0iEHTS: de ble • Sxre', "" JMe 'euf • d J b!ô"", ' • et li• Lait entiff']",,[],?,364,1523 kj(364 kcal),12,9,56,24,7,"0,39","0,156",C,,,,['Maina'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,-3%,-20%,+9%,+2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,12 g,en quantité modérée,9 g,en quantité élevée,24 g,en quantité élevée,0.39 g,en quantité modérée,-2%,+0%,-7%,-12%,-12%,18,-3%,D,-3%,,,,,,
1280,Maina Pandoro Il Golosone Tiramisu,8005190403909,,['France'],"['Farine de blé - Œufs frais - Beurre - Tiramisu crème ', 'Sucre', 'Eau', 'Sirop de glucose', 'Beurre', ""Jaune d'oeuf 8,5% correspondant au 1% du total des ingrédients"", 'Lait écrémé en poudre', 'Alcool', 'Mascarpone 1% correspondant au 0,1% du total des ingrédients', 'Café', 'Arômes', 'Épaississant: Pectine', 'Conservateur: Sorbate de potassium', ' - Sucre - Lait entier frais pasteurisé - Levure naturelle ', 'contient du blé', ' - Fructose - Émulsifiant: Mono-diglycerides des acides gras - Beurre de cacao - Sel - Arômes', ' \rPeut contenir des traces de fruits à coque et soja', '\rSACHET CACAO ', '2%', ': Cacao maigre en Poudre - Sucre - Amidon de ble']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],?,398,1665 kj(398 kcal),20,13,46,18,"7,3","0,55","0,22",,,,,['Maina'],,,"['E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Pandoro Au Coeur De Truffe 750GR - Maina,8005190406788,,['France'],[],,[],?,398,1665 kj(398 kcal),20,13,46,18,"7,3","0,55","0,22",,,,,['Maina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Chocolate & Cookies - Maina,8005190409659,,['France'],[],,[],?,380,1590 kj(380 kcal),15,"9,5",53,25,"6,7","0,4","0,16",,,,,['Maina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Colomba,8005190409673,,['France'],[],,[],?,395,1653 kj(395 kcal),17,11,54,23,7,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Farina di ceci - Calleris  - 500g,8005195010348,,['France'],[],,[],?,360,1506 kj(360 kcal),"6,3","0,9",47,4,21,"0,015","0,006",,,500 g,,['Calleris'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Bevanda analcolica Di thé con infuso di limone,8005200866533,,"['France', 'Italie']",[],,[],?,1,4 kj(1 kcal),0,0,"0,1","0,1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Belte Pesca Infusa Zero,8005200876532,['en:gluten-free'],['France'],[],,[],?,2,8 kj(2 kcal),0,0,"0,1","0,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Belte Peach,8005200936533,"['en:gluten-free', 'Sans colorants']",['France'],[],,[],?,19,79 kj(19 kcal),0,0,"4,6","4,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Salama di parma,8005219610318,,['France'],[],,[],?,347,1452 kj(347 kcal),26,12,1,"0,5",28,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,Grossini - Grossitalia,8005221101859,,['France'],"['Farine de blé tendre 86%', 'margarine 6% ', 'huile de palme', 'huile de tournesol', 'eau', 'émulsifiant : E471', 'sel', 'mixe pizza 3% ', 'tomate en poudre', 'origan', 'thym', ' sel', 'levure', 'farine de Malte de froment']",,['Huile de palme'],?,381,1594 kj(381 kcal),"6,8","2,8",67,"3,6",11,"2,6","1,04",,,,,['Grossitalia'],,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
1290,Grissini Torinesi Garlic and Herbs flavour - Il Buon Pane,8005221300160,,['France'],"['h', 'sel', 'levure', ""farine de malte de huile d'Olive gtherbes aromatiques 0,1% "", 'persil', 'froment', 'mélange romarin', ""mélange d'ail"", ""d'herbes et d'épices "", 'ail', 'Oignon', 'thym', 'roorino', 'paprika', 'gluten de froment', 'Contient du gluten', ' Peut contenir des traces de sésame et de lait/']",['Gluten'],[],?,409,1711 kj(409 kcal),"7,8","1,2",71,3,12,"1,975","0,79",B,,,,['Il Buon Pane'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,4,,-3%,-28%,+6%,+5%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,7.8 g,en quantité modérée,1.2 g,en faible quantité,3 g,en faible quantité,1.98 g,en quantité élevée,-3%,-47%,+20%,+4%,+4%,11,-14%,D,-14%,,,,,,
1291,8005221700076,8005221700076,,['France'],[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Fatti bene,8005299001464,,['France'],[],,[],?,280,1172 kj(280 kcal),"1,2","0,1",58,"1,7","8,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Ravioli alla carne,8005299001617,,['France'],[],,[],?,306,1280 kj(306 kcal),"11,8","4,7","40,8","2,9","11,9","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Cappelletto,8005299002232,,['France'],[],,[],?,297,1243 kj(297 kcal),"6,5","2,2",42,"1,8",14,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,Saccottino P. Crudo 250 GR. Fo,8005299002249,,['France'],[],,[],?,297,1243 kj(297 kcal),"6,5","2,2",42,"1,8",14,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,SFOGLIE per lasagne - Fatti Bene,8005299003291,,['France'],"['semoule de blé dur', 'farine de blé tenAre', 'oeufs ', '2010/2', "" eeouo'uétgirqaaf: déshydratés en poudre "", '1%', ' Ce produit peut contenir de traces de oisson et fruits à coquet sojat lait et produits lérivés', 'lactose compris']",['Œufs'],['Non végétalien'],?,284,1188 kj(284 kcal),2,"0,3","55,6","0,1","10,9","0,07","0,028",,,,,['Fatti Bene'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
