,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,traceability_code,quantity,markets,packaging,additives,allergens,nova_score,brand_owner,generic_name,manufacturing,ingredients_origins,link
1846,Palets framboise,3393190038074,['France'],[],[],?,415,1736 kj(415 kcal),"7,3","2,62","78,64","57,45","7,57","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Rousquille catalane,7111866706012,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Thé vert aromatisé bio citron & gingembre,3760243911385,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Bio'],,,,,,,,,,,,,
1849,Onagre bourrache,3700216247219,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Organic Acai Maqui Bowl Mix,0803813102400,['France'],[],"['Végétalien', 'Végétarien']",?,400,1674 kj(400 kcal),"6,667",0,"73,333","23,333","6,667","0,083","0,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,
1851,Select Flaves Potato Chips Bbq Tube,9300633359218,['France'],[],[],?,510,2134 kj(510 kcal),"27,7","12,3","3,3","3,3","5,6","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Super fresh,9414987100171,['France'],[],[],?,253,1059 kj(253 kcal),"2,6","0,4","45,7","4,3","9,7","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Kodiak cakes blueberry protein packed muffin mix,0705599013133,"['France', 'États-Unis']","['100% whole grain wheat flour', 'organic cane sugar', 'wheat protein isolate', '100% whole grain oat flour', 'blueberries', 'light molasses ', 'refinery syrup', 'cane molasses', 'cream of tartar', 'sea salt', 'baking soda', 'natural blueberry flavor']",[],?,364,1523 kj(364 kcal),"2,27",0,"69,7","33,33","18,18","1,478","0,591",,"['Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']",,,,,,,,,,-2%,-2%,-78%,-100%,+18%,+11%,+204%,+138%,+138%,,,,,,,,,,,,,['Kodiak Cakes'],,,,,"['E336i - Tartrate monopotassique', 'E500ii - Carbonate acide de sodium']",,,Baker Mills,,,,
1854,B Poulet Au Maïs Sucré Et Aux Haricots Noirs Avec Quinoa,0628619800059,['France'],[],[],?,93.75,392 kj(93 kcal),"1,562",0,"15,625","0,781","5,469","0,078","0,031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Nappage caramel - Tamara,03304228,['France'],[],[],?,325,1360 kj(325 kcal),"0,5",0,80,64,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tamara'],,,,,,,,,,,,
1856,Bonbons  citrus,8412147570766,['France'],[],[],?,340,1423 kj(340 kcal),0,0,80,62,4,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Petit brebis - 100g,3750158441404,['France'],[],[],?,207,866 kj(207 kcal),17,"11,6","2,5","2,5",11,1,"0,4",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",17 g,en quantité modérée,11.6 g,en quantité élevée,2.5 g,en faible quantité,1 g,en quantité modérée,,-37%,-37%,-36%,-35%,+107%,+237%,-46%,-23%,-23%,11,-20%,D,-20%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Bio'],,"['FR 35.207.002 CE', 'Noyal-sur-Vilaine (Ille-et-Vilaine, France)']",100 g,,,,,,,,,,
1858,Asda,5051413985724,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Asda'],,,,,,,,,,,,
1859,Poire Williams a la vanille - Lucien Georgelin,3330740251965,['France'],[],[],?,179,749 kj(179 kcal),"0,5","0,1",44,44,"0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lucien Georgelin'],,,,,,,,,,,,
1860,Pizza,7545488411540,['France'],[],[],?,?,,?,,?,,?,,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Fourme D'ambert,2230100001579,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['AOP'],,,,,,,,,,,,,
1862,Filet de poulet,0215498033526,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 85.084.001 CE', 'Essarts (Vendée, France)']",,,,,,,,,,,
1863,Cantucci al cioccolato - Marabissi,8027269242738,['France'],[],[],?,458,1916 kj(458 kcal),"18,1","7,2","61,9","25,5","11,8","0,23","0,092",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Cantucci']",18.1 g,en quantité modérée,7.2 g,en quantité élevée,25.5 g,en quantité élevée,0.23 g,en faible quantité,,+4%,+4%,+27%,+81%,-6%,-21%,+21%,-28%,-28%,18,+16%,D,+16%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Marabissi'],,,,,,,,,,,,
1864,Nectar de framboise - Emmanuelle Baillard,3760125980126,['France'],[],[],?,72,301 kj(72 kcal),"0,049","0,009","18,4","18,4","0,049",9,"3,6",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de framboise']",0.049 g,en faible quantité,0.009 g,en faible quantité,18.4 g,en quantité élevée,9 g,en quantité élevée,,+22%,+23%,-84%,-85%,+23%,+28%,-92%,+38362%,+38362%,30,+81%,E,+81%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Emmanuelle Baillard'],,,,,,,,,,,,
1865,Miel acacia,3299470205009,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1866,Pâte à tartiner - Terre Exotique,3760063323177,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Terre Exotique'],"['EMB 37203C', 'Rochecorbon (Indre-et-Loire, France)']",,,,,,,,,,,
1867,Compote,9900000023034,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Jambon cuit supérieur BIO,3564380015131,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,
1869,Beignets au chocolat,0203150029529,['France'],[],['Sans huile de palme'],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,
1870,Huile vierge bio tournesol - L'arbre à huile - 25cl,0645760005850,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",,,,,,,,,,,,,,,,,,,,,,,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,"['Bio', 'Fabriqué en France']","[""L'arbre à huile""]",,25cl,,,,,,,,,['Jura français'],
1871,Thé Earl Grey Russe,3570514586507,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1872,Augurken schijven zoetzuur,8710400195238,"['France', 'Pays-Bas']",[],[],?,17,71 kj(17 kcal),"0,2","0,1","5,5","5,5","0,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
1873,Filet a rotir,0204163108898,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Pains au chocolat,2009006020010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Peanut butter - 28oz,0012656707530,['France'],[],[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,,,,,,,,,,,,,,,,,,,,,,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,28 oz,,,,,,,,,,
1876,Pop's grenadine,3277440008119,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Miel -,3760300990544,['France'],[],[],?,?,,?,,?,,?,0,0,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Label Rouge'],,,,,,,,,,,,,
1878,Barre Protein,7070646288622,['France'],[],[],?,397,1661 kj(397 kcal),"13,2","5,1","41,1","27,1","29,9","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Tropezienne,0291066039039,['France'],[],[],?,?,,?,,?,,?,,,,"['Tartes', 'Tartes sucrées', 'Tartes tropéziennes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Kit Kat Raspberry Crème,0034000479689,['France'],[],[],?,170,711 kj(170 kcal),9,6,15,13,2,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kit Kat'],,,,,,,,,,,,
1881,Mortadelle italienne chiffonade Despi,2228543020400,['France'],[],[],?,285,1192 kj(285 kcal),25,"9,4",0,0,15,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,
1882,Filets de poulet fermier,0200450048281,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,['Casino'],"['Barquette en plastique', 'Film en plastique']",,,,,,,,
1883,Palette de porc cuite,2211322063767,['France'],[],[],?,190,795 kj(190 kcal),14,"5,7","0,9","0,6",15,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,BULK POWDERS,5060343741348,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bulk Powders'],,,,,,,,,,,,
1885,Dried Abricots,5906660508250,['France'],[],[],?,285,1192 kj(285 kcal),"0,5",0,63,56,"3,4","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Saint nectaire fermier aop,2488742023682,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-Nectaire fermier']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1887,Filet de canard au piment d'espelette,0283176097672,['France'],[],[],?,796,3330 kj(796 kcal),13,"4,2","1,4","0,7",17,"0,9","0,36",D,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",13 g,en quantité modérée,4.2 g,en quantité modérée,0.7 g,en faible quantité,0.9 g,en quantité modérée,,+304%,+303%,+3%,+14%,+182%,+110%,-12%,-16%,-16%,16,+260%,D,+260%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,
1888,Pain au chocolat x4,0240005015092,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Miel de chataignier,3263620204617,['France'],[],[],?,?,,?,,?,,?,0,0,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
1890,Croissants x6,0240003016404,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Asperges blanches - La Fragua,8436006910937,['France'],[],[],?,12,50 kj(12 kcal),"0,1",0,"1,4",1,1,1,"0,4",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Asperges', 'Asperges blanches', 'Asperges en conserve', 'Asperges blanches en conserve']",0.1 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,,-33%,-30%,-56%,-100%,-25%,-24%,-26%,+23%,+23%,-1,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,['La Fragua'],,,,,,,,,,,,
1892,Éclair café,3660133006910,['France'],[],[],?,?,,?,,?,,?,,,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",,,,,,,,,,,,,,,,,,,,,,,75.9%,13.5%,4.8%,3.3%,2.5%,0.0%,64,,,,,,,,,,,,,,
1893,Galette Frangipane,3456580001178,['France'],[],[],?,0,0 kj(0 kcal),25,14,35,"9,1","6,6","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Mousse pur canard,0209091013382,['France'],[],[],?,402,1682 kj(402 kcal),"39,4","14,5","14,5","2,4","8,7","1,66","0,664",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,,,,,,
1895,Andouillette Supérieure label rouge - 2x 140g,9780812511222,['France'],[],[],?,241,1008 kj(241 kcal),18,9,"0,5","0,5",19,"1,3","0,52",,['Non alimentaire'],18 g,en quantité modérée,9 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,+13%,+13%,+64%,+160%,-98%,-95%,+171%,+45%,+45%,,,,,,,,,,,,['Label Rouge'],,,2 x 140 g,,,,,,,,,,
1896,Base pizza,8056039880696,['France'],[],[],?,235,983 kj(235 kcal),"1,8","0,3","2,9",0,"9,8","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,Soupe aux orties,38112,['France'],[],[],?,42,176 kj(42 kcal),"2,2","1,5","3,8","1,5","1,3","0,48","0,192",,"['Plats préparés', 'Soupes', ""Soupe d'ortie""]",2.2 g,en faible quantité,1.5 g,en quantité modérée,1.5 g,en faible quantité,0.48 g,en quantité modérée,,-26%,-26%,+13%,+148%,-34%,-13%,-41%,-45%,-45%,3,+83%,C,+83%,,,,,,,,,,,,,,,,,,,,,
1898,Lentilles cuisinées aux saucisses confites,3700116100577,['France'],[],[],?,107,448 kj(107 kcal),"2,8","2,8","14,1","0,4","6,4","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,Café,3760160681774,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans additifs', 'Sans conservateurs', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1900,Carottescouleurs bio,3760096639610,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
1901,Tortelli ricotta et épinards - 250g,8021228901322,['France'],[],[],?,252,1054 kj(252 kcal),"5,3","2,9","42,4","3,7","6,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,250 g,,,,,,,,,,
1902,2 Bavette d'Aloyau - Charal,0292475045598,['France'],[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",,,,,,,,,,,,,,,,,,,,,,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,['Charal'],,,,,,,,,,,,
1903,Granola - Jordans,5010477355751,['France'],[],[],?,441,1845 kj(441 kcal),"13,5","3,5","68,9","21,6","8,3","0,03","0,012",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",13.5 g,en quantité modérée,3.5 g,en quantité modérée,21.6 g,en quantité élevée,0.03 g,en faible quantité,,+11%,+10%,+55%,+59%,+3%,+29%,-11%,-92%,-92%,7,+30%,C,+30%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['Jordans'],,,,,,,,,,,,
1904,Pomme Bio,3701201350532,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1905,Tartare charolais au couteau,3423311150016,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,"['FR 18.033.033 CE', 'Bourges (Cher, France)']",,,,,,,,,,,
1906,Cuisses rôties,2200623033913,['France'],[],[],?,168,703 kj(168 kcal),"9,1","2,5","1,6","0,5",20,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 22321C', ""Saint-Nicolas-du-Pélem (Côtes-d'Armor, France)""]",,['Monoprix'],"['Barquette en plastique', 'Film en plastique']",,,,,,,,
1907,Thé vert La menthe glaciale - Palais des Thés - 110g,2700722001108,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Palais des Thés'],,110 g,,,,,,,,,,
1908,Gourmandises de France,3585730002199,['France'],[],[],?,502,2100 kj(502 kcal),"22,2","14,6",68,"28,1","7,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Beurre doux - Monfleuri,2391867348397,['France'],"['Beurre ', 'origine UE', 'eau', 'ferments lactiques ', 'lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,547,2289 kj(547 kcal),60,42,"0,8","0,8",1,"0,05","0,02",E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux', 'Beurres allégés']",60 g,en quantité élevée,42 g,en quantité élevée,0.8 g,en faible quantité,0.05 g,en faible quantité,,+24%,+27%,+29%,+40%,-70%,-13%,+80%,-95%,-95%,16,-9%,D,-9%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,['Monfleuri'],,,,,,['Lait'],2,,,"['Elvir', 'Normandie', 'France']","['Union européenne', 'Lait origine Union européenne']",
1910,Gelbe Paprika gefüllt,28414520,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['stück'],,,,,,,,
1911,Icing wrap,8717624534652,['France'],[],[],?,399,1669 kj(399 kcal),"5,3","3,7","87,5","85,2",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Assortiment 3 fromages pour raclette - Saveurs de nos Régions,4056489138310,['France'],[],[],?,351,1469 kj(351 kcal),28,22,"0,8","0,5",24,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Saveurs de nos Régions'],,,,,,,,,,,,
1913,Verveine,3661803647488,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Olivade catalane,3700359216080,['France'],[],[],?,564,2360 kj(564 kcal),"12,7","10,9",2,1,"2,1","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Powersante Curcuma Bio,3535400015011,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1916,Pizza brie chèvre comté,0208592028932,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Filee de poulet,0215500073403,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Kassler - Binckebanck,29086115,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Charcuteries', 'en:Cut']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Binckebanck'],,,,"['Beutel', 'Kunststoff']",,,,,,,,
1919,Fromage de chèvre aux noisettes,3417881212229,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Steak hache de boeuf bio,9400713170051,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,"['FR 50.391.004 CE', 'Parigny (Manche, France)']",,,,,,,,,,,
1921,Roti de porc cuit,2477858030639,['France'],[],[],?,221,925 kj(221 kcal),14,"5,3","0,7","0,7",23,0,0,E,"['Viandes', 'Porc', 'Rôtis de porc']",14 g,en quantité modérée,5.3 g,en quantité élevée,0.7 g,en faible quantité,0 g,en faible quantité,,+53%,+55%,+178%,+154%,-14%,+12%,+3%,-100%,-100%,2,-72%,B,-72%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,"['Viande Française', 'Viande Porcine Française', 'Sans colorants']",,,,,,,,,,,,,
1922,Licor,8480000288332,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Houmous,3330720663030,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,,,,,,,,,,,,,,,,,,,,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,,,
1924,Pieds de porc,2274268074716,['France'],[],[],?,246,1029 kj(246 kcal),18,"6,1","0,5","0,5",21,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Pago Citron - Citron Vert,18379556,['France'],[],[],?,55,230 kj(55 kcal),"0,49","0,099",13,13,"0,49",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pago'],,,,,,,,,,,,
1926,Dauphin - 180g,3760075200725,['France'],[],[],?,319,1335 kj(319 kcal),"27,5","17,84","0,58","0,5",21,"1,97","0,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.529.030 CE', 'Saint-Aubin (Nord, France)']",180 g,,,,,,,,,,
1927,Magret de canard,2658675071504,['France'],[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,
1928,Poitrine fumée a l'ancienne,2468349029065,['France'],[],[],?,213,891 kj(213 kcal),15,6,0,0,19,"5,1","2,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Pain Lunch,4007690000002,['France'],[],[],?,388,1623 kj(388 kcal),30,21,"2,5",0,27,"0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Pernigotti,8001675552377,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
1931,Thai red curry,40024882,['France'],[],[],?,147,615 kj(147 kcal),"8,1","3,9",15,"3,2","3,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
1932,Tisane du pôle nord,3554740401698,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
