,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,brand,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,manufacturing,traceability_code,generic_name,markets,palm_ingredients,link
1636,Sorbet plein fruit fraise - L'Angélys - 170g / 250ml,3760039984210,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,126,"0,3","30,6","0,4",C,"[""L'Angélys""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la fraise']",,,,0.3 g,en faible quantité,0.01 g,en faible quantité,24.3 g,en quantité élevée,0.08 g,en faible quantité,,+8%,527 kj(126 kcal),+8%,+28%,"0,01",-85%,+12%,"24,3",+4%,-5%,"0,08",+257%,"0,032",+257%,5,+1%,C,+1%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,170 g / 250 ml,,,,,,,,
1637,Sorbet plein fruit (27%) Citron vert - L'Angélys - 170g / 250ml,3760039984319,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",['France'],"['Eau', 'jus de citron vert zesté ', '27%', 'sucre', 'sirop de glucose de maïs', 'sirop de sucre inverti', 'stabilisants ', 'farine de graines de caroube', 'pectine', 'protéine de pomme de terre']",[],78,138,"< 0,3",29,"0,2",C,"[""L'Angélys""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron vert']","['E410 - Gomme de caroube', 'E440 - Pectines']",,4,0.3 g,en faible quantité,0 g,en faible quantité,18.5 g,en quantité élevée,0.07 g,en faible quantité,,+13%,78 kj(138 kcal),-85%,+16%,0,-100%,-1%,"18,5",-22%,-34%,"0,07",+86%,"0,028",+86%,4,-28%,C,-28%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,170 g / 250 ml,,,,,,,,https://www.langelys.com/
1638,Sorbet plein fruit (60%) mandarine - L'Angélys - 250,3760039984371,"['en:gluten-free', 'Fabriqué en France', 'Sans colorants', 'Sans lactose', 'Sans conservateurs']",['France'],"['Jus de mandarine zesté ', '60%', 'sirop de glucose de maïs', 'eau', 'sucre', 'sirop de sucre inverti', 'stabilisants ', 'pectine', 'farine de graines de caroube', 'protéine de pomme de terre', 'jus de citron']",[],?,129,"0,3","31,7","0,5",C,"[""L'Angélys""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la mandarine']","['E440 - Pectines', 'E410 - Gomme de caroube']",,4,0.3 g,en faible quantité,0 g,en faible quantité,20.2 g,en quantité élevée,0.09 g,en faible quantité,,+13%,540 kj(129 kcal),+12%,+108%,0,-100%,+15%,"20,2",-11%,+78%,"0,09",+266%,"0,036",+266%,4,-16%,C,-16%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,250,,,,,,,,https://www.langelys.com/
1639,Sorbet plein fruit - L’angélys,3760039984715,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",['France'],"['Sorbet plein fruit Framboise ', '60%', 'eau', 'sucre', 'sirop de glucose de maïs', 'sirop de sucre inverti', 'jus de citron', 'stabilisants', 'farine de graines de caroube', 'pectine', 'proteine de pomme de terre', 'Sorbet plein fruit Fruit de la passion Fruit de la passion ', '45%', 'eau', 'sucre', 'sirop de glucose de maïs', 'sirop de sucre inverti', 'stabilisants ', 'farine de graines de caroube', 'pectine', 'protéine de pomme de terre', 'jus de citron', ' Décor : chocolat ', 'beurre de cacao', 'sucre', 'colorant ', 'dioxyde de titane']",[],?,84,"0,5",19,"0,5",,['L’angélys'],,"['E410 - Gomme de caroube', 'E440 - Pectines', 'E171 - Oxyde de titane']",,4,,,,,,,,,,,351 kj(84 kcal),,,"0,1",,,17,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
1640,Yaourt maitre artisan glacier - L’Angelys,3760039985460,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,91,"4,1","22,2","2,6",,['L’Angelys'],,,,,,,,,,,,,,,381 kj(91 kcal),,,"2,6",,,"20,4",,,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,
1641,Glace caramel - L'Angélys,3760039989574,,['France'],[],[],?,256,"12,7","32,6","2,93",,"[""L'Angélys""]",,,,,,,,,,,,,,,1071 kj(256 kcal),,,"8,73",,,"22,4",,,"0,44",,"0,176",,,,,,,,,,,,,,,,,"['FR 17.164.003 CE', 'Fontcouverte (Charente-Maritime, France)']",,,,
1642,Château Marjosse - Pierre Lurton - 750ml,3760040180007,"['Déconseillé à certaines catégories de personnes', 'Fabriqué en France', 'Contient des sulfites', 'AOC', 'Déconseillé aux femmes enceintes']",['France'],"['Vin rouge Bordeaux AOC', ' Contient des sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,?,?,?,B,['Pierre Lurton'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bordeaux']",,['Anhydride sulfureux et sulfites'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,750 ml,"['Verre', 'Bouteille']",['France'],,,,['Leclerc'],,
1643,Délices mirabelle - Les Délices De Muriel,3760040410005,['en:gluten-free'],['France'],"[""poudre d'amandes"", ""blancs d'oeufs"", 'sucre,sucre inverti', 'arômes conservateur E202 A ccrsom-rcq de 8 rue haute - S K COI', ' St sur']",['Non végétalien'],?,475,25,48,16,,['Les Délices De Muriel'],,,['Œufs'],4,,,,,,,,,,,1987 kj(475 kcal),,,2,,,43,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1644,Tutti Frutti Rouge  - Arrogant Frog - 75cl,3760040422992,,['France'],[],[],?,?,?,?,?,,['Arrogant Frog'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 cl,,,,,,,,
1645,Infusion De Gingembre Et De Menthe Fraîche - Jubi,3760040430102,['Bio'],['France'],"['eau', 'gingembre* ', '26%', 'sucre*', 'jus de citron*', 'feuille de menthe fraîche* ', '0,6%', ""\r*Issus de l'agriculture biologique""]",[],?,65,"0,2","5,5","0,4",,['Jubi'],"['Boissons', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",,,3,0.2 g,en faible quantité,0 g,en faible quantité,5.5 g,en quantité modérée,0.01 g,en faible quantité,,+48%,272 kj(65 kcal),+38%,-40%,0,-100%,-36%,"5,5",-19%,-20%,"0,01",-79%,"0,004",-79%,14,+154%,E,+154%,,,,,,,,,['Verre'],,,,Boisson à base de gingembre et de menthe fraîche.,,,
1646,Confiture Tayberry,3760040450056,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Potimarron-citron,3760040450094,,['France'],[],[],?,1,0,62,0,,,,,,,,,,,,,,,,,4 kj(1 kcal),,,0,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Tomate verte et citron,3760040450230,['Bio'],['France'],[],[],?,0,0,62,0,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Aop huile d'olive d'aix en provence,3760040540443,,['France'],[],[],?,823,"91,5",0,0,,,,,,,,,,,,,,,,,3443 kj(823 kcal),,,"12,6",,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1650,3760041090503,3760041090503,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Bouchons poulet,3760041240045,,['France'],[],[],?,199,"9,5",7,17,,,,,,,,,,,,,,,,,833 kj(199 kcal),,,"3,8",,,"1,1",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,
1652,Bouchon poulet,3760041240069,,['France'],[],[],?,186,7,5,26,,,,,,,,,,,,,,,,,778 kj(186 kcal),,,7,,,5,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
1653,Bouchon poulet combava,3760041240250,,['France'],[],[],?,199,"9,5",7,17,,,,,,,,,,,,,,,,,833 kj(199 kcal),,,"3,8",,,"1,1",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,
1654,20 samoussas crevettes - Vic’delices,3760041240397,,['France'],"['FARCE : Crevettes 69% - protéine de Sojas - carottes - pomme de terre - Petit pois - oignons - eau - sel - safran - poivre - Exhausteur de goût E621 PÂTE : Farine de Blé', 'eau ', 'sel', 'Gluten']","['Non végétalien', 'Non végétarien']",?,210,"5,6","4,3",15,,['Vic’delices'],,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",['Gluten'],4,,,,,,,,,,,879 kj(210 kcal),,,"1,8",,,"0,5",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,
1655,Sauce soja supérieur  - San Yan brand - 750g,3760041270165,,['France'],"['extrait de soja', 'farine de blé', 'sucre', 'sel', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,A,['San Yan brand'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,"['Gluten', 'Soja']",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,750 g,['Verre'],,,,,,,
1656,Château soubiron - Bergerac - 750ml,3760041440018,,['France'],[],[],?,?,?,?,?,C,['Bergerac'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bergerac']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,750 ml,"['Bouteille', 'Verre']",['France'],,,,,,
1657,Mogette Bio - Produit à la ferme - Famille Audureau - Ferme de la Ménardière - 500g,3760041521205,"['Bio', 'Bio européen', 'FR-BIO-09']",['France'],[],[],?,?,?,?,?,,['Famille Audureau - Ferme de la Ménardière'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,,,,,,,,
1658,Saucisse de foie nature,3760041600726,,['France'],[],[],?,374,"35,9",12,"11,7",,,,,,,,,,,,,,,,,1565 kj(374 kcal),,,1,,,"0,9",,,"2,03",,"0,812",,,,,,,,,,,,,,,,,,,,,
1659,Saucisse de Lyon - Thierry Schweitzer,3760041601457,,['France'],[],[],?,271,"20,2","3,95","17,7",,['Thierry Schweitzer'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Lyon']",,,,20.2 g,en quantité élevée,7.8 g,en quantité élevée,0.7 g,en faible quantité,2.5 g,en quantité élevée,,+1%,1134 kj(271 kcal),+1%,-8%,"7,8",-7%,+213%,"0,7",-5%,+14%,"2,5",+25%,1,+25%,20,+9%,E,+9%,,,,,,,,,,,,,,,,
1660,Saucisses cuites d'Alsace,3760041605998,,['France'],[],[],?,300,"24,9",0,19,,,,,,,,,,,,,,,,,1255 kj(300 kcal),,,"8,56",,,0,,,"2,75",,"1,1",,,,,,,,,,,,,,,,,,,,,
1661,Boudin noir - Thierry Schweitzer,3760041606001,,['France'],"['BOUDIN NOIR RUX OIGNONS INGPEOIENTS: gras viande porcs OYiqir-•e Fr pc-•rc: origine LIE - oignon cie de porc-', 'eépic:e-s•', "" pt-arnles: 'Mépic:esseLeh1-JiLe mornosodique"", ' g-Mac', '-ic3i4é CELERI', ' Procil-Ji{ a Cl—lire a avarn±']",[],?,261,"21,6","1,8","14,8",D,['Thierry Schweitzer'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudin noir sauté']",,['Céleri'],,21.6 g,en quantité élevée,11.5 g,en quantité élevée,1.3 g,en faible quantité,1.9 g,en quantité élevée,,+7%,1092 kj(261 kcal),+7%,+7%,"11,5",+47%,-57%,"1,3",-38%,+38%,"1,9",+31%,"0,76",+31%,21,+34%,E,+34%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,
1662,"Cervelas fumes superieurs SCHWEITZER, 4 pieces - Thierry Schweitzer",3760041606063,,['France'],[],[],?,278,"24,8","1,56","11,9",,['Thierry Schweitzer'],,,,,,,,,,,,,,,1163 kj(278 kcal),,,"9,37",,,"0,53",,,"1,95",,"0,78",,,,,,,,,,,,,,,,,"['FR 67.348.009 CE', 'Obernai (Bas-Rhin, France)']",,,,
1663,Paté en croute médaillon - Thierry Schweitzer,3760041606421,,['France'],[],[],?,292,"17,1","22,9",11,,['Thierry Schweitzer'],,,,,,,,,,,,,,,1222 kj(292 kcal),,,"8,33",,,"3,47",,,"1,83",,"0,732",,,,,,,,,,,,,,,,,"['FR 67.348.009 CE', 'Obernai (Bas-Rhin, France)']",,,,
1664,Tourte au Riesling SCHWEITZER,3760041606445,,['France'],[],[],?,251,"12,6","23,7","10,2",,,,,,,,,,,,,,,,,1050 kj(251 kcal),,,"6,2",,,"2,25",,,"1,45",,"0,58",,,,,,,,,,,,,,,,,,,,,
1665,Griller nature bio - Thierry Schweitzer,3760041606520,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",['France'],[],[],?,289,"23,8","1,161","17,4",,['Thierry Schweitzer'],,,,,,,,,,,,,,,1209 kj(289 kcal),,,"9,61",,,"0,89",,,"2,08",,"0,832",,,,,,,,,,,,,,,,,"['FR 67.348.009 CE', 'Obernai (Bas-Rhin, France)']",,,,
1666,Pate croute nature bio,3760041606568,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",['France'],[],[],?,292,"17,1","22,9",11,,,,,,,,,,,,,,,,,1222 kj(292 kcal),,,"8,33",,,"3,47",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
1667,Tartinette - Thierry Schweitzer,3760041615690,,['France'],[],[],?,289,"23,8","1,16","17,4",,['Thierry Schweitzer'],,,,,,,,,,,,,,,1209 kj(289 kcal),,,"9,61",,,"0,89",,,"2,08",,"0,832",,,,,,,,,,,,,,,,,,,,,
1668,"Les Petits Gressins Sésame, Lin et Pavot - Maria Natale",3760041630204,"['Point Vert', 'Fabriqué en Italie']",['France'],"['Farine de blé tendre type ""0""', 'sésame ', '13 %', 'lin ', '6 %', 'pavot ', '6 %', 'huile végétale ', '4 %', 'sel', 'levure', 'farine de blé malté']","[""Pourrait contenir de l'huile de palme""]",?,?,?,?,?,B,['Maria Natale'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,"['Gluten', 'Graines de sésame']",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,['Italie'],,,,,
1669,Les mini Gressins Rubatà aux Herbes du Maquis,3760041630990,,['France'],[],[],?,419,"8,8",72,11,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,,8.8 g,en quantité modérée,1.3 g,en faible quantité,2.8 g,en faible quantité,1.9 g,en quantité élevée,,-0%,1753 kj(419 kcal),-0%,-19%,"1,3",-42%,+8%,"2,8",+12%,-4%,"1,9",0%,"0,76",0%,14,+9%,D,+9%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,
1670,Delices feuilletes,3760041632000,,['France'],[],[],?,538,"31,3","58,8","5,4",,,,,,,,,,,,,,,,,2251 kj(538 kcal),,,"15,3",,,"19,9",,,"0,92",,"0,368",,,,,,,,,,,,,,,,,,,,,
1671,Les chips artisanales,3760041638293,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Vin jaune 2009 -,3760041700570,,['France'],[],[],?,?,?,?,?,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,['France'],,"['EMB 39419', 'Pillemoine (Jura, France)']",,,,
1673,Favoriser la circulation,3760041810033,,['France'],[],[],?,3,"0,2",0,0,,,,,,,,,,,,,,,,,13 kj(3 kcal),,,0,,,0,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,
1674,Rechercher La Minceur Bio,3760041810293,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,2,"0,5","0,5","0,3",,,,,,,,,,,,,,,,,8 kj(2 kcal),,,"0,1",,,"0,5",,,"0,002",,"0,001",,,,,,,,,,,,,,,,,,,,,
1675,Dormir temps reparateur - Diffussence,3760041813065,"['Bio', 'Bio européen', 'FR-BIO-12']",['France'],"['POIDS NET : 22,1 g ', '10 capsules de 2,21 g', ' Préparation aromatisée à base de passiflore bio en capsule compatible machines à café Nespresso@* fabriquées après 2010', "" Marque appartenant à un tiers n'ayant aucun lien avec Diffussence@""]",[],?,1,"0,5","0,5","0,24",,['Diffussence'],['Boissons'],,,,0.5 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,,-98%,4 kj(1 kcal),-98%,+44%,0,-100%,-96%,"0,5",-95%,-52%,0,-100%,0,-100%,2,-74%,C,-74%,,,,,,,,,,,,,,,,
1676,Thé Ceylan Sigiriya,3760042050391,,['France'],[],[],?,2,0,0,0,,,,,,,,,,,,,,,,,8 kj(2 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Cepes,3760042091479,,['France'],[],[],?,357,"35,92","5,97","3,71",,,,,,,,,,,,,,,,,1494 kj(357 kcal),,,"3,63",,,"5,2",,,"6,41",,"2,564",,,,,,,,,,,,,,,,,,,,,
1678,Sauce roquefort,3760042091585,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,338,"33,99","2,77","6,27",D,,"['Epicerie', 'Sauces', 'Sauces au fromage', 'Sauces au roquefort']",,,,34 g,en quantité élevée,4.76 g,en quantité modérée,2.51 g,en faible quantité,0.976 g,en quantité modérée,,+82%,1414 kj(338 kcal),+81%,+96%,"4,76",-34%,-37%,"2,51",+43%,+57%,"0,976",-14%,"0,391",-14%,12,-8%,D,-8%,81.2%,10.0%,4.0%,2.5%,1.4%,1.0%,43,,,,,,,,,
1679,Sauce Premium French Onion - Touch de Chef - 970ml,3760042091639,"[""Informations incorrectes sur l'emballage"", ""Informations nutritionnelles incorrectes sur l'emballage"", 'Fabriqué en France', 'Clean Label']",['France'],"['Eau', 'huile de tournesol', 'moutarde,oignons', 'lait en poudre ', 'lait', 'soja', 'vinaigre blanc', 'vinaigre de vin ', 'sulfites', 'sel', 'gomme de xanthane']","['Sans huile de palme', 'Non végétalien']","1403,58",?,"35,65","3,42","2,75",D,['Touch de Chef'],"['Epicerie', 'Sauces', 'Sauces burger']",['E415 - Gomme xanthane'],"['Lait', 'Moutarde', 'Soja', 'Anhydride sulfureux et sulfites']",4,35.6 g,en quantité élevée,3.61 g,en quantité modérée,3.27 g,en faible quantité,2.12 g,en quantité élevée,-14%,,"1403,58 kj(335 kcal)",-16%,-9%,"3,61",+9%,-72%,"3,27",-64%,+131%,"2,119",+13%,"0,848",+13%,16,-4%,D,-4%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,970 ml,"['Squeezer', 'Plastique']",,['France'],,Sauce aux oignons - Sauce Premium French Onion,,,
1680,Sauce premium - Touche De Chef Par Fabrice Biasiolo,3760042091684,['Fabriqué en France'],['France'],"['Eau', 'huile de miel ', '13%', 'rra', 'ftar& à Itartienne ', '13%', 'rrmtadre', 'lait soja', '""inaigre vinaigre & vin Nfites', 'sel', 'grtme de']",[],?,1199,46,"16,17","3,17",,['Touche De Chef Par Fabrice Biasiolo'],,,,,,,,,,,,,,,5017 kj(1199 kcal),,,"2,76",,,"15,4",,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,
1681,Sauce premium so british,3760042091714,['Fabriqué en France'],['France'],[],[],?,1475,"36,28","6,85","2,54",,,,,,,,,,,,,,,,,6171 kj(1475 kcal),,,"3,72",,,"5,58",,,"0,642",,"0,257",,,,,,,,,,,,,,,,,,,,,
1682,Sauce Premium Burger - Touch de Chef,3760042092124,"['Fabriqué en France', 'Clean Label']",['France'],"['Eau', 'huile de tournesol', 'coulis de tomate', 'moutarde', 'lait en poudre ', 'lait', 'concentré de tomate', 'cassonade', 'vinaigre de vin ', 'sulfites', 'vinaigre blanc', 'vinaigre de Xérès ', 'sulfites', 'oignons', 'sel', 'paprika fumé', ""piment d'Espelette"", 'gomme de xanthane']","['Sans huile de palme', 'Non végétalien']",1299,?,"30,46","8,28","2,67",D,['Touch de Chef'],"['Epicerie', 'Sauces', 'Sauces burger']",['E415 - Gomme xanthane'],"['Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']",4,30.5 g,en quantité élevée,3.1 g,en quantité modérée,4.99 g,en faible quantité,0.7 g,en quantité modérée,-21%,,1299 kj(310 kcal),-23%,-22%,"3,1",-7%,-31%,"4,99",-46%,+124%,"0,7",-63%,"0,28",-63%,9,-46%,C,-46%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,"['Squeezer', 'Plastique']",,['France'],,Sauce Premium Burger,,,
1683,Marinade citron romarin - Touch De Chef,3760042092704,,['France'],"['CITRON', 'ROIMRIN de sucre', 'piquiltos', 'xanthane', ' pzS']",[],?,293,"25,87","13,38","1,23",,['Touch De Chef'],,['E415 - Gomme xanthane'],,4,,,,,,,,,,,1226 kj(293 kcal),,,"2,68",,,"9,83",,,"2,394",,"0,958",,,,,,,,,,,,,,,,,,,,,
1684,Marinade thai,3760042092766,,['France'],[],[],?,261,"20,44","17,73","2,03",,,,,,,,,,,,,,,,,1092 kj(261 kcal),,,"2,1",,,"13,89",,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
1685,Sauce frite made in France,3760042094159,['Fabriqué en France'],['France'],[],[],?,184,47,4,3,,,,,,,,,,,,,,,,,770 kj(184 kcal),,,5,,,4,,,65,,26,,,,,,,,,,,,,,,,,,,,,
1686,Vinaigrette Premium - Touch' de Chef - 290ml,3760042094333,"[""Informations incorrectes sur l'emballage"", ""Informations nutritionnelles incorrectes sur l'emballage"", 'Fabriqué en France', 'Clean Label']",['France'],"['Eau', 'huile de tournesol', 'moutarde', 'soja', 'vinaigre de cidre ', 'sulfites', 'sel', 'poudre de lait ', 'lait', 'gomme de xanthane']","['Sans huile de palme', 'Non végétalien']",?,367,"39,88","1,24","1,27",D,"[""Touch' de Chef""]","['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['E415 - Gomme xanthane'],"['Lait', 'Moutarde', 'Soja', 'Anhydride sulfureux et sulfites']",4,39.9 g,en quantité élevée,4.08 g,en quantité modérée,1.07 g,en faible quantité,1.08 g,en quantité modérée,,+1%,1536 kj(367 kcal),+2%,+8%,"4,08",+8%,-74%,"1,07",-67%,+117%,"1,08",-44%,"0,432",-44%,12,-19%,D,-19%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,290 ml,"['Squeezer', 'Plastique']",,['France'],,,,,
1687,Vinaigrette Caesar - Touch de Chef,3760042094418,['Fabriqué en France'],['France'],[],[],?,167,"43,65","2,3","1,9",,['Touch de Chef'],"['Epicerie', 'Sauces', 'Sauces caesar']",,,,43.6 g,en quantité élevée,4.84 g,en quantité modérée,2.17 g,en faible quantité,0.59 g,en quantité modérée,,-56%,699 kj(167 kcal),-56%,+13%,"4,84",+21%,-60%,"2,17",-42%,-4%,"0,59",-65%,"0,236",-65%,7,-52%,C,-52%,,,,,,,,,,,,,,,,
1688,Sauce premium Ketchup - Touch de Chef - 290ml,3760042095804,['Clean Label'],['France'],"['Coulis de tomate', 'concentré de tomate', 'huile de tournesol', 'eau', 'cassonade', 'vinaigre de Xérès ', 'sulfites', 'oignons', 'moutarde', 'sel', 'gomme de xanthane']",['Sans huile de palme'],?,?,?,?,?,B,['Touch de Chef'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",['E415 - Gomme xanthane'],"['Moutarde', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,290 ml,"['Flacon', 'Plastique']",,,,,,,
1689,Sauce premium caesar - Touch de Chef,3760042095828,"['Fabriqué en France', 'Clean Label']",['France'],"['Eau', 'huile de tournesol', 'moutarde', 'câpres', 'gran padano ', 'lait', '_lait_en poudre ', 'lait', 'anchois ', 'poisson', 'parmesan ', 'lait', 'vinaigre blanc vinaigre de vin ', 'sulfites', 'sel', 'xanthane']","['Non végétalien', 'Non végétarien']",1397,?,"33,99","2,77","6,27",,['Touch de Chef'],"['Epicerie', 'Sauces', 'Sauces caesar']",['E415 - Gomme xanthane'],"['Poisson', 'Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']",4,34 g,en quantité élevée,4.76 g,en quantité modérée,2.51 g,en faible quantité,0.0976 g,en faible quantité,+2%,,1397 kj(334 kcal),-12%,-12%,"4,76",+19%,-52%,"2,51",-32%,+217%,"0,098",-94%,"0,039",-94%,5,-66%,C,-66%,,,,,,,,,"['Squeezer', 'Plastique']",,['France'],,,,,
1690,Sauce premium,3760042097075,,['France'],[],[],?,1430,"36,16","2,87","2,58",,,,,,,,,,,,,,,,,5983 kj(1430 kcal),,,"3,93",,,"2,65",,,"7,31",,"2,924",,,,,,,,,,,,,,,,,,,,,
1691,L'Ecir en Aubrac,3760042340027,,['France'],[],[],?,253,20,"4,2",14,,,,,,,,,,,,,,,,,1059 kj(253 kcal),,,13,,,"3,2",,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,
1692,Croquants à la Fleur de sel,3760042460220,,['France'],[],[],?,482,13,71,"0,9",,,,,,,,,,,,,,,,,2017 kj(482 kcal),,,"1,1",,,39,,,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,
1693,Palets au caramel,3760042460558,,['France'],[],[],?,351,14,60,8,,,,,,,,,,,,,,,,,1469 kj(351 kcal),,,"8,4",,,26,,,"1,34",,"0,536",,,,,,,,,,,,,,,,,,,,,
1694,Vin morgon - Domaine de sermezy - 750ml,3760042480297,,['France'],[],[],?,?,?,?,?,C,['Domaine de sermezy'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Morgon']",,,,,,,,,,,,,,,,,,,,,,,0,-100%,0,-100%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,750ml,,['France'],,,,,,
