,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,brand,labels,ingredients_origins,manufacturing,traceability_code,markets,quantity,link,additives,allergens,nova_score,palm_ingredients,generic_name,brand_owner,origin_detail
1012,Glace 100% fruit fraise - Auchan,3596710490936,['France'],[],[],?,404,"0,5",22,"0,7",,,,,,,,,,,,,1690 kj(404 kcal),,,"0,1",,,17,,,"0,6",,"0,24",,,,,,,,,,,,,,['Auchan'],"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,
1013,Brioche tranchee,13835032,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Terrine artisanale de campagne,3760171230923,['France'],[],[],?,444,44,"1,1",12,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",44 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,+37%,1858 kj(444 kcal),+38%,+55%,16,+48%,-52%,"0,5",-42%,-14%,"1,8",+12%,"0,72",+12%,22,+13%,E,+13%,,,,,,,,,,,,,,,,,,,,,,,
1015,Concombre,8445509140482,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Gouters fourres,3760174581497,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Thé énergie,3770014277046,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Tartelette tatin légumes du soleil,3350808490235,['France'],[],[],?,225,13,23,"2,7",,,,,,,,,,,,,941 kj(225 kcal),,,"5,1",,,"8,2",,,"0,8",,"0,32",,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,
1019,Financier,3286790110984,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Ultima Replenisher - Red Raspberry electrolyte supplement,0853218000337,['France'],[],[],?,16,0,0,0,,,,,,,,,,,,,67 kj(16 kcal),,,0,,,0,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Lait et céréales vanille,3256228439772,['France'],[],[],?,86,"2,7",14,"1,9",,,,,,,,,,,,,360 kj(86 kcal),,,1,,,"4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Fondant au citron,3271710005181,['France'],[],[],?,441,"24,9","49,7","5,3",,,,,,,,,,,,,1845 kj(441 kcal),,,"16,7",,,"26,1",,,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Hdl self-heating beef hot pot spicy flavour,5060786250186,['France'],[],[],?,94,6,"5,5","3,6",,,,,,,,,,,,,393 kj(94 kcal),,,"1,3",,,"0,7",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Fruttina extra,3027030018352,['France'],[],[],?,172,"0,3",40,"0,6",,,,,,,,,,,,,720 kj(172 kcal),,,0,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Oeufs en chocolat pralinés,3700345904526,['France'],[],[],?,536,31,60,"4,1",,,,,,,,,,,,,2243 kj(536 kcal),,,22,,,56,,,"0,42",,"0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Macarons gourmands,3567741002597,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,La pause madeleines,3288530251544,['France'],[],[],?,439,20,58,6,,,,,,,,,,,,,1837 kj(439 kcal),,,"2,5",,,32,,,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Bière blonde,2968052237082,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Chocolate chip cookies,5400606986206,['France'],[],[],?,483,"22,5","63,1","5,4",,,,,,,,,,,,,2021 kj(483 kcal),,,"13,7",,,38,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Création 4 burgers graines - Jacquet - 260g,0572844107004,['France'],"['Farine de blé ', '62%', 'eau', 'sucre', 'levure', 'huile de colza', 'beurre concentré', 'arôme ', 'contient alcool', ""flocons d'avoine "", '1,1%', 'sel', 'graines de lin brun ', '06%', ' graines de sésame ', '0,6%', 'farine de mais fermentée', 'graines de tournesol ', '0,6%', 'gluten de blé', ""jaune d'œuf en poudre"", 'protéines de pois', 'millet đécortiqué ', '0,3%', 'graines de pavot ', '0,2%', 'farine de riz', ""sirop de glucose extrait d'acérola"", ' Présence possible de: soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,"7,08","47,7","8,46",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Burger']",7.08 g,en quantité modérée,,,7.85 g,en quantité modérée,1.05 g,en quantité modérée,,,,,+22%,,,-2%,"7,85",+27%,-5%,"1,05",-8%,"0,418",-8%,,,,,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,"['Plastique', 'Carton']",['Jacquet'],,,,,['Carrefour market'],260g,http://www.painsjacquet.fr,,"['Gluten', 'Lait', 'Graines de sésame']",4,,,,
1031,Hot dog vegetariano e ketchup,8052745707142,['France'],[],[],?,252,11,29,"7,2",,,,,,,,,,,,,1054 kj(252 kcal),,,"1,1",,,"3,1",,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Fromage roquefort papillon aop,0200319014105,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Palettes bretons,3111110005636,['France'],[],[],?,512,27,62,6,,,,,,,,,,,,,2142 kj(512 kcal),,,"1,5",,,28,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Cheesecake caramel beurre salé,01566062,['France'],[],[],?,368,"20,5","42,1","3,4",,,,,,,,,,,,,1540 kj(368 kcal),,,11,,,"29,4",,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Focaccette,8019007005200,['France'],[],[],?,290,16,26,"9,9",,,,,,,,,,,,,1213 kj(290 kcal),,,"7,3",,,"1,2",,,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,So soja!,05595594,['France'],[],[],?,88,"2,9","11,3","3,8",,,,,,,,,,,,,368 kj(88 kcal),,,1,,,"11,3",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Rôti de porc cuit supérieur,3346650218516,['France'],[],[],?,159,"7,8","0,3",22,E,"['Viandes', 'Porc', 'Rôtis de porc']",7.8 g,en quantité modérée,3.1 g,en quantité modérée,0.3 g,en faible quantité,1.8 g,en quantité élevée,,+10%,665 kj(159 kcal),+12%,+55%,"3,1",+48%,-63%,"0,3",-52%,-2%,"1,8",+5%,"0,72",+5%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,,,
1038,Epicerie / Thé Bio Et équitable / Thé Parfumé,0680275040491,['France'],[],[],?,1,0,"0,2","0,1",,,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1039,Biscotti Frollini Alessi Uovo Alessi Ciambelline Vino,8013662000044,['France'],[],[],?,444,"12,1","76,3","6,3",,,,,,,,,,,,,1858 kj(444 kcal),,,"1,7",,,"23,5",,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Petit dej cereal miel - Gerblé,3175681272934,['France'],[],[],?,465,18,65,"7,4",,,,,,,,,,,,,1946 kj(465 kcal),,,"1,8",,,16,,,"0,37",,"0,148",,,,,,,,,,,,,,['Gerblé'],"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,
1041,Sacla Italia Olio Extra Vergine D'oliva & Limone (250 ML),8001060018532,['France'],[],[],?,324,92,0,0,,,,,,,,,,,,,1356 kj(324 kcal),,,13,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Cashew crisp cookies,3782947202903,['France'],[],[],?,523,6,22,"27,8",,,,,,,,,,,,,2188 kj(523 kcal),,,"0,57",,,6,,,"7,2",,"2,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Poitrine de porc cuite,2241276037859,['France'],[],[],?,291,24,0,20,,,,,,,,,,,,,1218 kj(291 kcal),,,9,,,0,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Olio Extra Vergine Trasimeno 100 Ita.,8004825003279,['France'],[],[],?,900,100,0,0,,,,,,,,,,,,,3766 kj(900 kcal),,,15,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Chorizo frais,2474756037395,['France'],[],[],?,305,25,"4,3",16,,,,,,,,,,,,,1276 kj(305 kcal),,,"8,8",,,"1,8",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",,,,,,,,,,
1046,The vert et menthe du Maroc,3760236771101,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,"Vin rouge ""MORGON - CÔTE DU PUIT""",3700558828381,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Luminade agrumes de Méditerranée,3551720203358,['France'],[],[],?,24,"0,5","5,9","0,5",,,,,,,,,,,,,100 kj(24 kcal),,,"0,1",,,"5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Torta della nonna,8008207643749,['France'],[],[],?,254,10,36,"4,1",,,,,,,,,,,,,1063 kj(254 kcal),,,"4,7",,,22,,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Insalata di riso venere con gamberetti,8007406003279,['France'],[],[],?,167,"6,6",23,"3,6",,,,,,,,,,,,,699 kj(167 kcal),,,"0,7",,,"1,1",,,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Mini-beignets fourrés assortis,0224050022960,['France'],[],[],?,377,19,47,"6,2",,,,,,,,,,,,,1577 kj(377 kcal),,,"8,1",,,18,,,"0,71",,"0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Crepes x6,2030509005808,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Drainer,3770009355063,['France'],[],[],?,316,0,"78,2","0,3",,,,,,,,,,,,,1322 kj(316 kcal),,,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,French vanilla protein - Sync,3770009606257,['France'],[],[],?,412,"5,7","6,7","76,6",,,,,,,,,,,,,1724 kj(412 kcal),,,"0,8",,,3,,,,,,,,,,,,,,,,,,,['Sync'],,,,,,,,,,,,,,
1055,Millefiori della patagonia,8000121700546,['France'],[],[],?,288,0,76,"0,5",,,,,,,,,,,,,1205 kj(288 kcal),,,0,,,76,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Chips saveur brebis cerise noire,3497917002819,['France'],[],[],?,525,31,53,6,,,,,,,,,,,,,2197 kj(525 kcal),,,"2,6",,,"0,5",,,"1,3",,"0,52",,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,
1057,Cola,3760078840560,['France'],[],[],?,37,0,"8,5","0,1",,,,,,,,,,,,,155 kj(37 kcal),,,0,,,5,,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Jus de fruit Basque Ananas soleil d'été,3770015265356,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Passata dIGPomodoro,8014259000416,['France'],[],[],?,32,"0,1","4,8","1,6",,,,,,,,,,,,,134 kj(32 kcal),,,0,,,"4,8",,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Nem porc,3507981392065,['France'],[],[],?,200,"6,6","23,6","10,8",,,,,,,,,,,,,837 kj(200 kcal),,,"1,2",,,"2,1",,,"1,3",,"0,52",,,,,,,,,,,,,['Sachet en plastique'],,,,,"['FR 77.058.001 CE', 'Bussy-Saint-Georges (Seine-et-Marne, France)']",,,,,,,,,,
1061,40X150G Steak Hache Du Boucher Charal,3181232516914,['France'],[],[],?,209,15,0,"18,5",,,,,,,,,,,,,874 kj(209 kcal),,,"6,3",,,0,,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,100% pur jus Bio orange avec pulpe,3263857283713,['France'],[],[],?,34,0,"8,5",0,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",0 g,en faible quantité,0 g,en faible quantité,8.5 g,en quantité élevée,0 g,en faible quantité,,-21%,142 kj(34 kcal),-22%,-100%,0,-100%,-12%,"8,5",-7%,-100%,0,-100%,0,-100%,1,-66%,B,-66%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Brique en carton', 'Bouchon en plastique']",,,,,"['EMB 59481', 'Quesnoy (Nord, France)', 'FSC-C020428', 'EMB 67434B', 'Sarre-Union (Bas-Rhin, France)']",,,,,,,,,,
1063,Chips Artesanas Cuites au chaudron - La Bodéga,3700972915605,['France'],[],[],?,556,38,44,"7,8",,,,,,,,,,,,,2326 kj(556 kcal),,,"4,6",,,"0,5",,,,,,,,,,,,,,,,,,,['La Bodéga'],,,,,,,,,,,,,,
1064,Brioche Tranchée - Fonteneau,3279840006511,['France'],[],[],?,329,9,53,"7,6",,,,,,,,,,,,,1377 kj(329 kcal),,,1,,,12,,,"0,84",,"0,336",,,,,,,,,,,,,,['Fonteneau'],"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,
1065,BE - BTS,8809633189159,['France'],[],[],?,4,"1,6","4,8","3,3",,,,,,,,,,,,,17 kj(4 kcal),,,1,,,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Olio extra vergine di oliva dievole dop,8058340900025,['France'],[],[],?,828,92,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",92 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-3%,3464 kj(828 kcal),-3%,-4%,12,-14%,,0,,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,
1067,Harissa du cap-bon,13105686,['France'],[],[],?,67,"0,5","9,6","3,9",,,,,,,,,,,,,280 kj(67 kcal),,,"0,1",,,"6,2",,,"2,18",,"0,872",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Ganses,3760014491498,['France'],[],[],?,541,32,54,"8,2",,,,,,,,,,,,,2264 kj(541 kcal),,,"3,4",,,15,,,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Dragon Fruit Punch,0797822686580,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Crevettes decortiquees,3760070016147,['France'],[],[],?,78,"0,7","0,5",18,,,,,,,,,,,,,326 kj(78 kcal),,,"0,1",,,"0,5",,,"1,2",,"0,48",,,,,,,,,,,,,"['Barquette', 'Opercule en plastique']",,,,,"['FR 44.143.005 CE', 'Rezé (Loire-Atlantique, France)', 'ASC-C-01164']",,,,,,,,,,
1071,Encornets à la marinière,3760300060186,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Viande hache,3760258227549,['France'],[],[],?,235,19,0,15,,,,,,,,,,,,,983 kj(235 kcal),,,"8,9",,,0,,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Haut de cuisse désossé de poulet,2879295072553,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Tome de domessin,0210833024603,['France'],[],[],?,343,27,"0,9","24,3",,,,,,,,,,,,,1435 kj(343 kcal),,,"19,2",,,"0,5",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Lentilles rouges,4012625432230,['France'],[],[],?,354,"2,8",60,"25,7",,,,,,,,,,,,,1481 kj(354 kcal),,,"1,6",,,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Fraise surgele,3465410004012,['France'],[],[],?,35,"0,5","6,1","0,7",,,,,,,,,,,,,146 kj(35 kcal),,,"0,5",,,"4,7",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Fruit & nut - Nature Valley,8410076611017,['France'],[],[],?,125,"12,7","63,6","8,4",,,,,,,,,,,,,523 kj(125 kcal),,,"1,7",,,"22,5",,,"0,22",,"0,088",,,,,,,,,,,,,,['Nature Valley'],,,,,,,,,,,,,,
1078,Guimauves criks,2600687025129,['France'],[],[],?,433,19,61,4,,,,,,,,,,,,,1812 kj(433 kcal),,,13,,,51,,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Escargots à la catalane,3760065425015,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Myrtilles,3760025967548,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Simplement bio,9940472200083,['France'],[],[],?,118,"3,5","0,7",21,,,,,,,,,,,,,494 kj(118 kcal),,,"1,3",,,"0,7",,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Iifyweight,3770017471045,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Poulet fermier,0213897033529,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Fromage Grec à griller - Islos - 180g (2*90g),3272770015547,['France'],[],[],1547,373,30,"0,7",25,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Fromages de brebis']",30 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,+10%,+3%,1547 kj(373 kcal),+2%,-3%,15,-28%,-22%,0,-100%,+25%,"2,5",+1%,1,+1%,19,+9%,E,+9%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,['Fresh'],"['Islos', 'Fromarsac', 'Savencia']",,,"['Epirus', 'Greece']",,,180g (2*90g),,,,,,,,
1085,Steak d’espadon,3422540004114,['France'],[],[],?,97,"2,9",0,"17,8",,,,,,,,,,,,,406 kj(97 kcal),,,"0,7",,,0,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Confit de Canard,3579370804268,['France'],[],[],?,217,"10,5",0,"30,7",,,,,,,,,,,,,908 kj(217 kcal),,,"4,8",,,0,,,"2,5",,1,,,,,,,,,,,,,,,,,,"['FR 40.224.001 CE', 'Peyrehorade (Landes, France)']",,,,,,,,,,
1087,Miel,3415251854321,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Vegan Protein Powder Chocolate Peanut,000129925,['France'],[],[],?,357.14285714286,6,"10,286","65,714",,,,,,,,,,,,,1494 kj(357 kcal),,,"1,429",,,"1,429",,,"1,314",,"0,526",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Entremets + Tartelettes,0204634038051,['France'],[],[],?,270,12,38,"2,2",,,,,,,,,,,,,1130 kj(270 kcal),,,"7,4",,,24,,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Karawan authentique,4304493389885,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Vegan shape shake,4260701920786,['France'],[],[],?,340,"9,5",29,"0,73",,,,,,,,,,,,,1423 kj(340 kcal),,,"1,8",,,"3,7",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Lady merveilles - Chocolat Noir 70%,3770013837210,['France'],[],[],?,571,41,37,"8,6",,,,,,,,,,,,,2389 kj(571 kcal),,,25,,,30,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Confit de canard du sud-ouest,3256228589422,['France'],[],[],?,254,18,"0,5",22,,,,,,,,,,,,,1063 kj(254 kcal),,,6,,,"0,5",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Ezogelin,8690906006385,['France'],[],[],?,31,"0,5","5,5","1,2",,,,,,,,,,,,,130 kj(31 kcal),,,"0,1",,,"2,5",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Sucre en poudre,13076837,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Shiitake Lamelle,3293023101510,['France'],[],[],?,267,1,25,20,,,,,,,,,,,,,1117 kj(267 kcal),,,"0,1",,,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Jaggery Powder,8906005183330,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Mini beignets chocolat noisette,3760008851925,['France'],[],[],?,440,23,51,"7,4",,,,,,,,,,,,,1841 kj(440 kcal),,,"9,2",,,19,,,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Oignon jaune,3760052388484,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Futomaki veggie &fromage,3760299914651,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Traditional basmati rice,8904146967277,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,100% issue des fruits MIRABELLE,3193840006985,['France'],[],[],?,195,"0,1",47,"0,7",,,,,,,,,,,,,816 kj(195 kcal),,,"0,1",,,40,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Jambon cru,0210860019429,['France'],[],[],?,274,18,1,27,,,,,,,,,,,,,1146 kj(274 kcal),,,"7,4",,,1,,,"5,7",,"2,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Gnocchi à poêler,3760121215871,['France'],[],[],?,193,"2,7",36,5,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi à poêler']",2.7 g,en faible quantité,0.5 g,en faible quantité,0.8 g,en faible quantité,0.84 g,en quantité modérée,,-5%,808 kj(193 kcal),-5%,-34%,"0,5",-63%,+8%,"0,8",-55%,-15%,"0,84",-36%,"0,336",-36%,2,-66%,B,-66%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,,,,,,
1105,Huile d'olive vierge extra origine Espagne,4056489722762,['France'],[],[],?,822,"91,3",0,0,,,,,,,,,,,,,3439 kj(822 kcal),,,"13,8",,,0,,,0,,0,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,,,,,,
1106,Marmelade d’oranges amères,3574311174240,['France'],[],[],?,237,0,57,"0,5",,,,,,,,,,,,,992 kj(237 kcal),,,0,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Banane,0208634006690,['France'],[],[],?,434,11,71,11,,,,,,,,,,,,,1816 kj(434 kcal),,,"2,1",,,"2,5",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Sablés de Savoie Myrtille,3700422200053,['France'],[],[],?,432,"16,78","66,37","5,12",,,,,,,,,,,,,1807 kj(432 kcal),,,9,,,39,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Galettes riz complet,2229836194624,['France'],[],[],?,390,"3,5",80,8,,,,,,,,,,,,,1632 kj(390 kcal),,,"0,5",,,"0,5",,,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Skyr myrtille,3250392919719,['France'],[],[],?,73,0,"10,1",8,,,,,,,,,,,,,305 kj(73 kcal),,,0,,,"9,5",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Velouté HP-HC,3401252054686,['France'],[],[],?,444,"17,2","49,2","21,7",,,,,,,,,,,,,1858 kj(444 kcal),,,"1,5",,,"19,7",,,"2,35",,"0,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Easter hunt mix,5000159534710,['France'],[],[],?,516,27,61,"6,5",,,,,,,,,,,,,2159 kj(516 kcal),,,16,,,60,,,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Bouchées au comté AOP,3266980018122,['France'],[],[],?,275,16,16,15,,,,,,,,,,,,,1151 kj(275 kcal),,,"4,4",,,"1,7",,,"0,9",,"0,36",,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,
