,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,traceability_code,manufacturing,packaging,brand_owner,additives,allergens,nova_score,ingredients_origins,generic_name,link
1190,Huile d'olive extra vierge,8011644000174,,['France'],[],[],?,824,3448 kj(824 kcal),91,13,0,0,0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",91 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-5%,-7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1191,Saucisson sec supérieur,2603900047496,,['France'],[],[],?,1210,5063 kj(1210 kcal),19,3,3,3,27,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Sorbet mangue,3760295051749,,['France'],[],[],?,153,640 kj(153 kcal),"0,2",0,"37,2","30,2","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Lupinen protein,4056167800577,"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien', 'en:EG-Öko-Verordnung']",['France'],[],"['Végétalien', 'Végétarien']",?,374,1565 kj(374 kcal),12,7,10,7,43,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Knack de lorraine - Charculor,3327512642014,,['France'],[],[],?,247,1033 kj(247 kcal),"19,5","7,8","1,9","1,3",16,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Charculor'],,,,,,,,,,,
1195,Cerises au sirop bio - 560g,99889388,['Bio'],['France'],[],[],?,68,285 kj(68 kcal),"0,3","0,1",15,"14,4","0,6","0,01","0,004",560 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Salade du terroir,0207039038572,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Tomme de montagne,2235921039558,,['France'],[],[],?,390,1632 kj(390 kcal),31,22,1,0,24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Organic Liquorice Spirals,8029716222713,,['France'],[],[],?,353,1477 kj(353 kcal),1,"0,2",79,40,"5,6","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Confit d'oignon,3339570050007,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Moutarde ancienne bio,3464933703105,['Bio'],['France'],[],[],?,162,678 kj(162 kcal),10,"0,7","6,8","1,5","7,6","5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Aceitunas de Aragón - La Sota,8413064590127,,['France'],[],[],?,334,1397 kj(334 kcal),34,5,"2,4",0,"1,6",4,"1,6",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",34 g,en quantité élevée,5 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,,+74%,+76%,+85%,+79%,+26%,-100%,+20%,+14%,+14%,18,+46%,D,+46%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['La Sota'],,,,,,,,,,,
1202,Impact whey protein - MyProtein,5055534369463,,['France'],[],[],?,389,1628 kj(389 kcal),"5,8",0,"8,8","5,2",75,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['MyProtein'],,,,,,,,,,,
1203,Perles de pluie - Maison Francis Miot - 100g,3700416202124,,['France'],[],[],?,596,2494 kj(596 kcal),49,19,28,26,"9,4","0,15","0,06",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maison Francis Miot'],,,,,,,,,,,
1204,La Parisienne Brune,3760039240002,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Sauce tomate - Maggi,7613034655028,,['France'],[],[],?,353,1477 kj(353 kcal),"7,4","0,6","60,1",34,"9,9","7,3","2,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maggi'],,,,,,,,,,,
1206,olives cassées pimentées,3664959000077,,['France'],[],[],?,203,849 kj(203 kcal),20,"2,4","3,7","0,7","1,5","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Pesto,8026633003005,,['France'],[],[],?,491,2054 kj(491 kcal),40,7,"7,6","7,4","4,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,IRISH MOSS - 100g,5056156304191,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,49,205 kj(49 kcal),"0,2",0,61,"0,6",15,24,"9,6",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Sorbet poire,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Mrs Crimbles Cranberry Macaroons,5010822990187,['en:gluten-free'],['France'],[],[],?,451,1887 kj(451 kcal),"24,2","20,1","52,5","41,3","3,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Vitamin Well Refresh Lemonade,7350042718337,,['France'],[],[],?,17,71 kj(17 kcal),0,0,"4,2","4,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Jambon serrano chiffonnade,2449469027353,,['France'],[],[],?,272,1138 kj(272 kcal),"15,9","7,2","0,5","0,2","31,8","5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 84.007.006 CE', 'Avignon (Vaucluse, France)']",,,,,,,,,
1213,Sucre de coco biologique,0100121345674,"['Bio', 'Bio européen', 'Sans gluten', 'LK-BIO-149']",['France'],[],[],?,375,1569 kj(375 kcal),0,0,75,75,0,0,0,,B,"['Édulcorants', 'Sucres', 'Sucres de coco']",0 g,en faible quantité,0 g,en faible quantité,75 g,en quantité élevée,0 g,en faible quantité,,-2%,-2%,-100%,-100%,-20%,-11%,-100%,-100%,-100%,14,0%,D,0%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,,,,
1214,Conimex Salsa Sate Cacahuete,8714100231012,,['France'],[],[],?,198,828 kj(198 kcal),7,"1,4",29,"7,7","4,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Conimex'],,,,,,,,,,,
1215,Rillettes de sardines - 90g,3375160014004,"['Pêche durable', 'Pêche durable MSC']",['France'],[],[],?,237,992 kj(237 kcal),20,10,"2,3","1,3",12,"1,4","0,56",90 g,C,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de sardine']",20 g,en quantité modérée,10 g,en quantité élevée,1.3 g,en faible quantité,1.4 g,en quantité modérée,,+4%,+4%,+11%,+36%,+8%,+17%,-14%,+35%,+35%,17,+39%,D,+39%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,,,
1216,Caramel aux noisettes entières,3664206001147,,['France'],[],[],?,497,2079 kj(497 kcal),"21,2","7,3","61,5","49,4","6,8","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Pains au chocolat,0250215020991,,['France'],[],[],?,405,1695 kj(405 kcal),23,11,40,11,"8,4","1,1","0,44",,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",23 g,en quantité élevée,11 g,en quantité élevée,11 g,en quantité modérée,1.1 g,en quantité modérée,,+2%,+2%,+5%,-17%,-5%,-8%,+17%,+22%,+22%,21,+7%,E,+7%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,
1218,Mentos Cool Active,87108101,,['France'],[],[],?,236,987 kj(236 kcal),"2,5","2,5",89,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Mentos', 'Perfetti Van Melle']",,,,,,,,,,,
1219,Eau insalus,8410732132009,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,N°1 Black breakfast thé noir breakfast,3700110026170,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Vin,3588331102305,,['France'],[],[],?,?,,?,,?,,?,0,0,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,
1222,Cerise,3770003795001,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Brioche tressée au sucre - 400g,3477690000028,,['France'],[],[],?,336,1406 kj(336 kcal),10,"4,9",52,22,"7,2","0,82","0,328",400 g,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",10 g,en quantité modérée,4.9 g,en quantité modérée,22 g,en quantité élevée,0.82 g,en quantité modérée,,-6%,-6%,-22%,-23%,+1%,+53%,-11%,-18%,-18%,15,-6%,D,-6%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,
1224,Rhum Saint James,3147699111093,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Chouriço Corrente,5601518101125,,['France'],[],[],?,379,1586 kj(379 kcal),33,13,"2,8","1,2",17,"3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Bloc de foie graq de Canard,3416951700079,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Gâteaux russe au miel,4030011780116,,['France'],[],[],?,368,1540 kj(368 kcal),"4,7","1,1",75,"40,1","6,4","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Mondeuse Claude Quenard & Fils,3553790000615,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Dragee avola léon - Braquier,3700350712260,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Braquier'],,,,,,,,,,,
1230,Saucisse sans colorant,2263336026504,['Sans colorants'],['France'],[],[],?,185,774 kj(185 kcal),13,"5,6","4,8",1,12,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Pokémon Let's Go Evoli,45496423209,,['France'],[],[],?,70,293 kj(70 kcal),6,2,14,1,15,89,"35,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Rundrut,7312080003110,,['France'],[],[],?,350,1464 kj(350 kcal),"2,6","0,6",64,"1,3",9,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Biscuits barres chocolat au lait - U,3256294717521,,['France'],[],[],?,516,2159 kj(516 kcal),26,13,63,45,"6,5","0,4","0,16",,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits tablette de chocolat', 'Biscuits tablette fourrée']",26 g,en quantité élevée,13 g,en quantité élevée,45 g,en quantité élevée,0.4 g,en quantité modérée,,+0%,-0%,-1%,-15%,+1%,+7%,+3%,-4%,-4%,26,+3%,E,+3%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['U'],,,,,,,,,,,
1234,Huile d'olive herbes de Provence,2010085201351,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Terrines d'alpaga,0020723828248,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Yaourt brasé - Leader Price,2263836603212,,['France'],[],[],?,40,167 kj(40 kcal),"0,1","0,1","4,8","4,8",5,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],['Leader Price'],,,,,,,,,,
1237,Tomme blanche,3252540950742,,['France'],[],[],?,325,1360 kj(325 kcal),27,19,1,"0,5",19,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Nems crevettes crabe - Thiriet - 220g,3292590883065,,['France'],[],[],?,192,803 kj(192 kcal),"6,1","0,7","25,2","1,2","8,2","1,48","0,592",220 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],['Thiriet'],,,,,,,,,,
1239,Emmental francais - 20g,3412290023701,['en:produced-in-bretagne'],['France'],[],[],?,377,1577 kj(377 kcal),29,20,2,2,27,"0,7","0,28",20 g,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",29 g,en quantité élevée,20 g,en quantité élevée,2 g,en faible quantité,0.7 g,en quantité modérée,,-1%,-0%,-2%,+1%,+229%,+323%,-3%,+19%,+19%,12,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1240,0623798052282,0623798052282,['en:gluten-free'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,0629250004141,0629250004141,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Smoothie - Valensina,95671543,,['France'],[],[],?,58,243 kj(58 kcal),"0,4","0,2","11,6","10,5","0,7","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Valensina'],,,,,,,,,,,
1243,Brioche au kilo,0206137022896,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Schoggi Zucchetti Kuchen,0171000000007,,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Taralli,8003007816621,,['France'],[],[],?,448,1874 kj(448 kcal),"13,9","1,8","70,8","1,5","9,2","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Nectar abricot Patrick font,3760131160178,,['France'],[],[],?,57,238 kj(57 kcal),0,0,14,11,0,0,0,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,,+8%,+7%,-100%,-100%,+13%,-7%,-100%,-100%,-100%,16,+5%,E,+5%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
1247,Penedo gordo,5603238473766,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Nu3 Premium Bio Hanfprotein,4260289447330,['Bio'],['France'],[],[],?,377,1577 kj(377 kcal),11,"1,3","9,8","7,5",50,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Basis müsli 5 korn mix - 750g,56347975,"['Bio', 'Bio européen']",['France'],[],[],?,354,1481 kj(354 kcal),"6,3",1,"56,4","1,6","12,4","0,06","0,024",750 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Bagels aux raisins et cannelle,73124018015,,['France'],[],[],?,240,1004 kj(240 kcal),1,0,53,9,8,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Orangina,3558380018087,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Sirop saveur mojito - Cherry Rocher,3032230109540,,['France'],[],[],?,325,1360 kj(325 kcal),"0,5",0,81,81,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cherry Rocher'],,,,,,,,,,,
1253,Emince de volaille,3563800002157,,['France'],[],[],?,146,611 kj(146 kcal),"7,2","2,6","4,4","0,9",16,"0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.526.101 CE', 'Saint-Amand-les-Eaux (Nord, France)']",,,,,,,,,
1254,Mangue lamelle,0206487012073,,['France'],[],[],?,344,1439 kj(344 kcal),0,0,86,60,0,"0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Millenaar Star Cake Citron - 200g,8710543202534,,['France'],[],[],?,363,1519 kj(363 kcal),"19,2","8,2","41,9","24,7","5,4",1,"0,4",200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Les amandes du mont bouquet,0317220709942,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Strega Torrone Ric. Cioccolato GR 150,8001975010317,,['France'],[],[],?,528,2209 kj(528 kcal),"29,3","14,4","57,4","50,9",6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Terrine de campagne au jus de truffe,3461952209618,,['France'],[],[],?,351,1469 kj(351 kcal),33,12,2,1,12,"1,44","0,576",,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",33 g,en quantité élevée,12 g,en quantité élevée,1 g,en faible quantité,1.44 g,en quantité modérée,,+9%,+9%,+17%,+11%,-13%,+15%,-14%,-10%,-10%,20,+3%,E,+3%,,,,,,,,,,,,,,,,,,,
1259,Dragées guimauve,3266052254328,,['France'],[],[],?,398,1665 kj(398 kcal),"7,6","4,7",80,71,"2,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Ballotine de volaille belle époque,2470745015689,,['France'],[],[],?,260,1088 kj(260 kcal),22,"8,1","3,4","1,2",12,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 12.090.007 CE', 'Druelle (Aveyron, France)', 'FR 72.090.007 CE', 'Connerré (Sarthe, France)']",,,,,,,,,
1261,Festin creme glacée vanille,0067186800114,,['France'],[],[],?,190,795 kj(190 kcal),12,8,18,17,3,"0,085","0,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Wow Focus,5060456320478,,['France'],[],[],?,4,17 kj(4 kcal),0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Jambon cuit sup - Porc de l'Aveyron,2693037044543,,['France'],[],[],?,171,715 kj(171 kcal),10,"2,4","0,6","0,6",20,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Porc de l'Aveyron""]",,"['FR 12.301.002 CE', 'Villeneuve (Aveyron, France)']",,,,,,,,,
1264,Fuet avec Jambon Serrano,8437018966196,,['France'],[],[],?,310,1297 kj(310 kcal),20,"7,6","1,85","1,3",32,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Pâté de campagne supérieur,0212244011876,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,288,1205 kj(288 kcal),24,9,"3,7","0,9","14,4","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,,,,
1266,Cantal jeune AOP,0206737008597,['AOP'],['France'],[],[],?,372,1556 kj(372 kcal),30,22,"1,5",0,24,"1,9","0,76",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal']",30 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,+1%,+1%,+2%,+7%,+11%,-100%,-2%,-3%,-3%,17,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1267,Andouille au lard,2151561001482,,['France'],[],[],?,274,1146 kj(274 kcal),23,10,"0,5","0,5",17,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Aceite de Oliva Virgen Extra Mas Tarrés,8437001404513,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",['France'],[],[],?,900,3766 kj(900 kcal),100,15,0,0,0,0,0,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1269,RC Refresher Lemon Lime,3902076611371,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Petits pois -  - 200g (égoutté : 120g) 212ml,3760061027169,"['Bio', 'Bio européen']",['France'],[],[],?,42,176 kj(42 kcal),"0,5",0,"4,2","0,6","3,3","0,1","0,04",200 g (égoutté : 120 g) 212 ml,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",0.5 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,0.1 g,en faible quantité,,-45%,-45%,-28%,-100%,-58%,-82%,-32%,-82%,-82%,-7,,A,,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,,,,,,,,,,,,
1271,Céleris remoulade,0235173058187,,['France'],[],[],?,122,510 kj(122 kcal),11,"0,9","2,5","1,9","1,2","1,4","0,56",,B,"['Plats préparés', 'Frais', 'Plats préparés frais', 'Légumes préparés', 'Céleris Rémoulade']",11 g,en quantité modérée,0.9 g,en faible quantité,1.9 g,en faible quantité,1.4 g,en quantité modérée,,-6%,-6%,-5%,-9%,-24%,+9%,-1%,+39%,+39%,7,+104%,C,+104%,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,,,,,,,,,
1272,Kéfir Pêche,5200348900092,,['France'],[],[],?,61,255 kj(61 kcal),"3,4","2,3","4,5",3,"3,1","0,2","0,08",,,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées']",3.4 g,en quantité modérée,2.3 g,en quantité modérée,3 g,en quantité modérée,0.2 g,en quantité modérée,,-10%,-12%,+110%,+131%,-56%,-69%,+5%,+85%,+85%,13,-15%,E,-15%,,,,,,,,,,,,,,,,,,,
1273,La Cheateau Chinon 75CL,3176780034577,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Haut - médoc Cru Bourgeois 2015,3760207010765,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Pâte à tartiner nuciola - 200g,1900000033970,,['France'],[],[],?,511,2138 kj(511 kcal),27,4,54,50,11,"0,05","0,02",200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Patatine Rustiche,8002026000899,,['France'],[],[],?,528,2209 kj(528 kcal),32,"12,5",1,1,"6,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Texas Hot Sauce,89382113720,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,055","0,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Sel fin de Bayonne - 500g,3252378000916,,['France'],[],[],?,?,,?,,?,,?,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Vin chateau la colline,3760252180109,,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,['France'],,
1280,Meringuettes traditionnelles multicolores,3760167480257,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Croustillants au caillé de chèvre - 150g,20190619,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,285,1192 kj(285 kcal),14,"2,1",30,"5,6","6,6","1,2","0,48",150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
