,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,brand,additives,allergens,nova_score,generic_name,quantity,labels,markets,traceability_code,manufacturing,palm_ingredients,link,ingredients_origins
1466,Tarama premiu - Otiec,3075980100023,B,"['Produits de la mer', 'Produits à tartiner', 'Produits à tartiner salés', 'Taramas']",['France'],"['Huile de colza 54% œufs de cabillaud  fumés et salés 42% ', 'œufs de cabillaud 40%', 'eau', 'sel', 'eau', 'pain de mie farine de 1% et de blé malté', 'gluten de blé', 'agent de traitement de la farine acide ascorbique', 'eau', 'huile de tournesol', 'levure boulangère', 'lait en poudre entier', 'sucre', 'sel préparation à base de jus de citron concentré  ', 'eau', 'jus de citron à base de concentré 0,12%', 'acidifiant : acide citrique', 'conservateur : sorbate de potassium', 'antioxydant acide ascorbique épaississant gomme arabique', 'extraits naturels de citron', 'Conservateur : benzoate de sodium', ' Traces de crustacés', 'mollusques', 'moutarde', 'sésame', 'céleri', 'œuf', 'soja']","['Non végétalien', 'Non végétarien']",56 g,en quantité élevée,4 g,en quantité modérée,0 g,en faible quantité,2.3 g,en quantité élevée,?,,557,+9%,2330 kj(557 kcal),+9%,56,+10%,4,-5%,"8,5",+96%,0,-100%,"4,7",-35%,"2,3",+39%,"0,92",+39%,19,+17%,E,+17%,66.5%,16.2%,6.9%,6.0%,3.5%,0.9%,82,,['Otiec'],"['E300 - Acide ascorbique', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",['Gluten'],4,,,,,,,,,
1467,Houmous,3075980100276,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['France'],[],[],11.9 g,en quantité modérée,1.45 g,en faible quantité,0.85 g,en faible quantité,1.1 g,en quantité modérée,?,,182,-31%,761 kj(182 kcal),-31%,"11,9",-41%,"1,45",-41%,"14,8",+40%,"0,85",-37%,"7,35",+13%,"1,1",+6%,"0,44",+6%,3,-40%,C,-40%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,,,
1468,Brut Millésime 2008 - Denis Marx - 750ml,3076000864208,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français', 'Champagnes bruts']",['France'],"['Champagne ', 'contient sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']",['Denis Marx'],,['Anhydride sulfureux et sulfites'],3,Champagne brut,750 ml,"['Contient des sulfites', 'Déconseillé aux femmes enceintes']",,,"['Cerseuil', 'Marne', 'Grand Est', 'France']",,,['France']
1469,Doony's sucres,3076469027008,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],24 g,en quantité élevée,10 g,en quantité élevée,17 g,en quantité élevée,1.7 g,en quantité élevée,?,,417,+2%,1745 kj(417 kcal),+2%,24,+5%,10,-6%,44,-2%,17,+1%,"6,1",+3%,"1,7",+79%,"0,68",+79%,24,+23%,E,+23%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,
1470,Olives noires confites en rouelles - Crespo,3076820001104,,,['France'],[],[],,,,,,,,,?,,132,,552 kj(132 kcal),,"9,5",,"1,2",,"9,7",,0,,1,,"2,75",,"1,1",,,,,,,,,,,,,,['Crespo'],,,,,,,,,,,,
1471,Olives vertes denoyautées - Crespo,3076820003061,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,['Crespo'],,,,,,,,,,,,
1472,Olives vertes entières - Crespo,3076820004129,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives entières', 'Olives vertes entières']",['France'],[],[],19.6 g,en quantité modérée,2.9 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,?,,194,+20%,812 kj(194 kcal),+21%,"19,6",+22%,"2,9",+17%,"2,8",+88%,0,-100%,"1,3",+11%,"2,5",-34%,1,-34%,14,+23%,D,+23%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,['Crespo'],,,,,,,,,,,,
1473,Poivrons grillés à l’huile - Crespo,3076820010120,,,['France'],"['Poivrons grillés', 'marinés à l’huile ', '61%', 'poivrons rouges et jaunes', 'vinaigre de vin', 'sucre', 'se', 'ail', 'arômes naturels', 'antioxydant : acide ascorbique', 'correcteurs d’acidité : acide citrique', 'acide lactique', ' ', 'huile de tournesol', 'persil']",[],,,,,,,,,?,,281,,1176 kj(281 kcal),,"4,7",,"0,6",,"5,1",,"4,8",,"0,3",,"1,9",,"0,76",,,,,,,,,,,,,,['Crespo'],"['E300 - Acide ascorbique', 'E330 - Acide citrique', 'E270 - Acide lactique']",,4,,,,,,,,,
1474,Variantes De Legumes Boc.314ml Crespo,3076820010168,,,['France'],[],[],,,,,,,,,?,,7,,29 kj(7 kcal),,"0,2",,0,,0,,0,,"0,2",,2,,"0,8",,,,,,,,,,,,,,['Crespo'],,,,,,,,,,,,
1475,Cornichons Extra-fins - Crespo - 354,3076820010380,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons extra-fins']",['France'],"['Cornichons', 'eau', 'vinaigre de table', 'sel', 'aromates', 'sulfites']",['Sans huile de palme'],0.4 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0.9 g,en quantité modérée,?,,12.9,-36%,54 kj(12 kcal),-30%,"0,4",+25%,0,-100%,"0,8",-48%,"0,8",-14%,"2,2",+95%,"0,9",-51%,"0,36",-51%,-5,-338%,A,-338%,,,,,,,,"['Verre', 'Metal']",['Crespo'],,"['Moutarde', 'Anhydride sulfureux et sulfites']",3,,354,,,,,,,
1476,Cornichon au vinaigre - Crespo,3076820010397,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons extra-fins']",['France'],"['Cornichon ', 'contient des sulfites', 'vinaigre de table', 'sel', 'aromates']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.31 g,en faible quantité,0.1 g,en faible quantité,0.68 g,en faible quantité,3.16 g,en quantité élevée,?,,61,+205%,255 kj(61 kcal),+231%,"0,31",-3%,"0,1",+46%,"1,09",-29%,"0,68",-27%,"2,2",+95%,"3,16",+74%,"1,264",+74%,4,+90%,C,+90%,,,,,,,,,['Crespo'],,['Anhydride sulfureux et sulfites'],3,,,,,,,,,
1477,Olive verte denoyautées - Crespo - 850g (380g égoutté),3076820032092,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",['France'],[],[],19 g,en quantité modérée,2.7 g,en quantité modérée,0.4 g,en faible quantité,2.25 g,en quantité élevée,?,,189,+17%,791 kj(189 kcal),+19%,19,+20%,"2,7",+8%,"2,2",+59%,"0,4",+114%,"1,2",+11%,"2,25",-33%,"0,9",-33%,11,-5%,D,-5%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['Conserve'],['Crespo'],,,,,850 g (380 g égoutté),,['Noz'],,['Maroc'],,,
1478,"Crespo Schwarze Oliven In Scheiben Geschwärzt, 6 X",3076820446370,,,['France'],[],[],,,,,,,,,?,,142,,594 kj(142 kcal),,15,,"2,3",,0,,0,,"0,5",,"2,5",,1,,,,,,,,,,,,,,['Crespo'],,,,,,,,,,,,
1479,Olives violettes en tranches - Crespo - 110g,3076820450131,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires']",['France'],"['Olives violettes', 'sel', ""huile d'olive"", 'acidifiants : acide citrique - acide lactique', 'conservateur : sorbate de potassium']",[],16.5 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en faible quantité,2.54 g,en quantité élevée,?,,260,-0%,1090 kj(260 kcal),0%,"16,5",-35%,"< 0,5",-85%,?,,"< 0,5",+23%,?,,"2,54",-39%,"1,02",-39%,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,"['Pot', 'Plastique']",['Crespo'],"['E330 - Acide citrique', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,3,,110 g,,['Noz'],,['Maroc'],,,
1480,Petits oignons nacrés au vinaigre de vin,3076825541209,,,['France'],[],[],,,,,,,,,?,,104,,435 kj(104 kcal),,0,,0,,"4,5",,"2,2",,"0,7",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
1481,Huile D'olive - Crespo,3076829000757,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],"[""hutte d'olive vierge extra""]",[],100 g,en quantité élevée,15 g,en quantité élevée,1 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,15,+7%,1,,1,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Crespo'],,,,,,,,,,,,
1482,Tomates séchées à l'huile,3076899010106,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Tomate séchée', ""Tomate séchée à l'huile""]",['France'],[],[],10.6 g,en quantité modérée,1.2 g,en faible quantité,8.3 g,en quantité modérée,2.3 g,en quantité élevée,?,,167,-23%,699 kj(167 kcal),-22%,"10,6",-34%,"1,2",-35%,"10,6",-13%,"8,3",-1%,"2,9",-19%,"2,3",-13%,"0,92",-13%,8,+64%,C,+64%,34.1%,59.8%,3.6%,1.3%,1.0%,0.2%,13,,,,,,,,,,,,,,
1483,Câpres - Crespo,3076899010373,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Pickles', ""Pickles d'origine végétale"", 'Câpres au vinaigre']",['France'],"['Câpres', 'eau', 'vinaigre', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.3 g,en faible quantité,0.11 g,en faible quantité,0.4 g,en faible quantité,2.25 g,en quantité élevée,?,,29,-6%,121 kj(29 kcal),-7%,"0,3",-45%,"0,11",+7%,"3,3",+2%,"0,4",-33%,"2,2",+1%,"2,25",-61%,"0,9",-61%,4,-50%,C,-50%,,,,,,,,,['Crespo'],,,3,,,,,,,,,
1484,Saumur 2012 - Domainde de la Seigneurie des Tourelles - 75cl,3077051302206,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Saumur', 'Saumur rouge']",['France'],"['Vin rouge ', 'sulfites']",['Sans huile de palme'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']",['Domainde de la Seigneurie des Tourelles'],,['Anhydride sulfureux et sulfites'],3,,75 cl,"['Concours général agricole', 'AOC', 'Médaille de bronze du Concours général agricole', 'Médaille de bronze du concours général agricole 2013']",,,,,,['France']
1485,Cabernet d'anjou - Les hauts chemins - 75cl,3077051400681,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Cabernet d'Anjou""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['Les hauts chemins'],,,,,75cl,['Déconseillé aux femmes enceintes'],,,,,,['France']
1486,Coteaux du Layon - Domaine des Vergères - 75cl,3077051601156,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins blancs', 'Coteaux du Layon Val de Loire']",['France'],"['Vin blanc Coteaux du Layon AOP', ' Contient des sulfites']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']","['Domaine des Vergères', 'Joseph Verdier']",,['Anhydride sulfureux et sulfites'],,,75 cl,"['AOP', 'Fabriqué en France', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']",['Leclerc'],,['France'],,,['France']
1487,Pointe de brie - Auchan,3077200963111,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries']",['France'],"['Mjuk extrafetfràntytammognadyitmògelost', ' fehSGisàsrasvainenpinnali$kjpSytg$yalkohomejuusto', 'pasteur!sé ', 'Origins présure', ' Ingéediems Ingredienspr av Vi en', ' ekset : Juusto suuxvòimaleùòlâiiiéfi', 'ìfràsüapitoisüuspainosta', ' Ingredienser : Pqsteurièerei']",[],31 g,en quantité élevée,21 g,en quantité élevée,1 g,en faible quantité,1.3 g,en quantité modérée,?,,348,+12%,1456 kj(348 kcal),+12%,31,+20%,21,+15%,1,+43%,1,+163%,17,-10%,"1,3",-18%,"0,52",-18%,14,-6%,D,-6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Auchan'],,,,,,,['Auchan'],,,,,
1488,Moutarde de Dijon,3077310030222,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",['France'],[],[],13.4 g,en quantité modérée,0.9 g,en faible quantité,4 g,en faible quantité,5.8 g,en quantité élevée,?,,182,+14%,761 kj(182 kcal),+14%,"13,4",+17%,"0,9",+18%,"7,3",+100%,4,+78%,8,+11%,"5,8",-2%,"2,32",-2%,12,+11%,D,+11%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1489,Moutarde à l'ancienne -,3077310427954,C,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', ""Moutardes à l'ancienne""]",['France'],[],[],12 g,en quantité modérée,1 g,en faible quantité,3 g,en faible quantité,5 g,en quantité élevée,?,,163,+1%,682 kj(163 kcal),+1%,12,+6%,1,+25%,4,-13%,3,+22%,8,+10%,5,+1%,2,+1%,12,+21%,D,+21%,55.3%,14.9%,23.7%,4.6%,1.5%,0.0%,73,,,,,,,,,,,,,,
1490,Moutarde de dijon,3077310542220,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",['France'],[],[],12 g,en quantité modérée,0.9 g,en faible quantité,2.7 g,en faible quantité,5.7 g,en quantité élevée,?,,163,+3%,682 kj(163 kcal),+2%,12,+4%,"0,9",+18%,"3,5",-4%,"2,7",+20%,"7,9",+10%,"5,7",-4%,"2,28",-4%,12,+11%,D,+11%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1491,Moutarde a l'estragon,3077310601958,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],12 g,en quantité modérée,0.8 g,en faible quantité,4.4 g,en faible quantité,4.7 g,en quantité élevée,?,,188,+11%,787 kj(188 kcal),+11%,12,+11%,"0,8",-2%,11,+59%,"4,4",+14%,"8,4",+28%,"4,7",-0%,"1,88",-0%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1492,Moutarde aux noix - Beaufor - 200g,3077310932229,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au noix']",['France'],"['Graines de moutarde', 'eau', 'vinaigre', 'pâte de noix ', 'noix cuites 63 %', 'eau', 'huile de tournesol', 'arôme', ' 5 %', 'sel', 'sucre', 'arôme ', 'noix', 'conservateur : sulfite acide de sodium']",[],14 g,en quantité modérée,0.9 g,en faible quantité,4.9 g,en faible quantité,4.8 g,en quantité élevée,?,,198,-15%,828 kj(198 kcal),-15%,14,-11%,"0,9",-32%,11,+59%,"4,9",+62%,"5,6",-20%,"4,8",+3%,"1,92",+3%,9,-30%,C,-30%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Beaufor'],"['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition']","['Moutarde', 'Fruits à coque', 'Anhydride sulfureux et sulfites']",4,,200 g,,,,,,,
1493,Tomate-poivron,3077311385093,,,['France'],[],[],,,,,,,,,?,,89,,372 kj(89 kcal),,0,,0,,20,,19,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Vinaigre Blanc,3077311522405,B,"['Vinaigres', 'Vinaigres blancs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,"['EMB 62215', 'Carvin (Pas-de-Calais, France)', 'EMB 51454', 'Reims (Marne, France)', 'EMB 30341E', 'Vauvert (Gard, France)']",,,,
1495,Vinaigre et pulpe Framboise,3077311685094,,,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,0,,0,,30,,26,,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Moutarde de reims,3077311691095,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],13 g,en quantité modérée,0.9 g,en faible quantité,6 g,en quantité modérée,5.3 g,en quantité élevée,?,,182,+7%,761 kj(182 kcal),+7%,13,+20%,"0,9",+10%,"7,6",+10%,6,+55%,"7,8",+19%,"5,3",+13%,"2,12",+13%,13,+12%,D,+12%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1497,Moutarde façon tzatziki,3077312032095,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],10 g,en quantité modérée,0.6 g,en faible quantité,4.7 g,en faible quantité,4 g,en quantité élevée,?,,155,-9%,649 kj(155 kcal),-9%,10,-7%,"0,6",-27%,"6,7",-3%,"4,7",+22%,"7,3",+11%,4,-15%,"1,6",-15%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1498,Moutarde moût de raisin - Clovis,3077312391093,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],10 g,en quantité modérée,0.3 g,en faible quantité,29 g,en quantité élevée,2.6 g,en quantité élevée,?,,255,+50%,1067 kj(255 kcal),+50%,10,-7%,"0,3",-63%,29,+320%,29,+651%,"7,8",+19%,"2,6",-45%,"1,04",-45%,19,+64%,E,+64%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,['Clovis'],,,,,,,,,,,,
1499,Moutarde percheron frères,3077312601956,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],12 g,en quantité modérée,0.8 g,en faible quantité,5.9 g,en quantité modérée,4.5 g,en quantité élevée,?,,183,+8%,766 kj(183 kcal),+8%,12,+11%,"0,8",-2%,11,+59%,"5,9",+53%,"7,7",+17%,"4,5",-4%,"1,8",-4%,13,+12%,D,+12%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1500,Moutarde percheron frères,3077312601956,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],12 g,en quantité modérée,0.8 g,en faible quantité,5.9 g,en quantité modérée,4.5 g,en quantité élevée,?,,183,+8%,766 kj(183 kcal),+8%,12,+11%,"0,8",-2%,11,+59%,"5,9",+53%,"7,7",+17%,"4,5",-4%,"1,8",-4%,13,+12%,D,+12%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1501,Cornichons au vinaigre,3077312669222,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,0.4 g,en faible quantité,1.5 g,en quantité modérée,?,,13,-35%,54 kj(13 kcal),-32%,"0,1",-66%,0,-100%,1,-49%,"0,4",-67%,"1,1",+1%,"1,5",-17%,"0,6",-17%,1,-51%,B,-51%,,,,,,,,,,,,,,,,,,,,,
1502,Beaufor Dijon Mustard Ancienne,3077314932225,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",['France'],[],[],12 g,en quantité modérée,0.9 g,en faible quantité,2.8 g,en faible quantité,5.1 g,en quantité élevée,?,,674,+324%,2820 kj(674 kcal),+323%,12,+4%,"0,9",+18%,"4,2",+15%,"2,8",+24%,"7,6",+6%,"5,1",-14%,"2,04",-14%,18,+67%,D,+67%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1503,Moutarde à l'Ancienne - Beaufor - 1kg,3077314991222,C,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', ""Moutardes à l'ancienne"", 'Produits destinés aux professionnels']",['France'],"['eau', 'graines de moutarde', 'vinaigre', 'sel,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",12 g,en quantité modérée,0.9 g,en faible quantité,2.8 g,en faible quantité,5.1 g,en quantité élevée,?,,163,+1%,682 kj(163 kcal),+1%,12,+6%,"0,9",+13%,"4,2",-9%,"2,8",+14%,"7,6",+5%,"5,1",+3%,"2,04",+3%,7,-29%,C,-29%,55.3%,14.9%,23.7%,4.6%,1.5%,0.0%,73,"['Pot', 'Plastique']",['Beaufor'],,['Moutarde'],3,,1 kg,"[""À l'ancienne"", 'Produits destinés aux professionnels']",,,,,,
1504,Moutarde a l'echalote et au cerfeuil - Percheron Frère,3077315501956,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],"[""Moutarde i l'échalote au cerfeuil de scxlitrn"", ' J', ' Mustard Hitb sttallot and • vc:']",[],13 g,en quantité modérée,0.9 g,en faible quantité,5 g,en quantité modérée,4.9 g,en quantité élevée,?,,187,+10%,782 kj(187 kcal),+10%,13,+20%,"0,9",+10%,"9,3",+35%,5,+30%,"8,5",+29%,"4,9",+4%,"1,96",+4%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,['Percheron Frère'],,,,,,,,,,,,
1505,Moutarde au piment d'espelette,3077315701950,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],10 g,en quantité modérée,0.7 g,en faible quantité,2.3 g,en faible quantité,4.8 g,en quantité élevée,?,,147,-14%,615 kj(147 kcal),-13%,10,-7%,"0,7",-15%,"6,1",-12%,"2,3",-40%,"7,24",+10%,"4,8",+2%,"1,92",+2%,11,-5%,D,-5%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1506,Moutarde piment d espelette - Clovis France,3077315750095,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', ""Moutardes à l'ancienne"", ""Moutardes au piment d'Espelette""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,55.3%,14.9%,23.7%,4.6%,1.5%,0.0%,73,"['Bocal', 'Verre']",['Clovis France'],,,,,,,,,,,,
1507,Moutarde au raifort,3077315901954,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],14 g,en quantité modérée,1.1 g,en faible quantité,4.9 g,en faible quantité,4.7 g,en quantité élevée,?,,193,+14%,808 kj(193 kcal),+14%,14,+30%,"1,1",+34%,"8,8",+28%,"4,9",+27%,"7,4",+13%,"4,7",-0%,"1,88",-0%,14,+21%,D,+21%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,['Point Vert'],,,,,,
1508,Eau déminéralisée,3077317929017,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Moutarde,3077318053322,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],12 g,en quantité modérée,0.9 g,en faible quantité,2.7 g,en faible quantité,5.7 g,en quantité élevée,?,,163,-4%,682 kj(163 kcal),-4%,12,+11%,"0,9",+10%,"3,5",-49%,"2,7",-30%,"7,9",+20%,"5,7",+21%,"2,28",+21%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['Bocal', 'Verre']",,,,,,,,,,,,,
1510,Vinaigre de vin blanc aromatisé à la noix,3077318172207,B,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins blancs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,
1511,Moutarde aux zestes d’orange - Percheron Freres,3077318201952,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],12 g,en quantité modérée,0.8 g,en faible quantité,6 g,en quantité modérée,4.6 g,en quantité élevée,?,,184,+8%,770 kj(184 kcal),+8%,12,+11%,"0,8",-2%,11,+59%,6,+55%,"7,4",+13%,"4,6",-2%,"1,84",-2%,13,+12%,D,+12%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,['Percheron Freres'],,,,,,,,,,,,
