,name,bar_code,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,palm_ingredients,link,brand_owner
1679,6 Kinder Surprise - 6x 20g = 120g,5413548140940,6 x 20 g = 120 g,['Carton'],"['Kinder', 'Kinder Surprise', 'Ferrero']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux', 'Confiserie au chocolat', 'Confiserie au chocolat au lait']",,,,,,['France'],"['chocolat supérieur au lait 47% ', 'sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [soja]', 'vanilline', 'lait écrémé en poudre', 'sucre', 'graisses végétales', 'beurre concentré', 'émulsifiants : lécithines [soja]', 'vanilline', '\rSur le total : produits laitiers 32% ', 'lait écrémé en poudre', 'lait en poudre : 28%', 'beurre concentré 4%', ' — cacao 15%']",['E322i - Lécithine'],"['Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,Confiserie recouverte de chocolat supérieur au lait contenant une surprise dans une capsule plastique,,,
1680,Despictable Me - Universal,5413556001318,,,['Universal'],,,,,,,['France'],"['@ Glace à la vanille avec des morceaux de Œocclat au lait celotes ', '95', 'accompagnée de bonb6ns derchaco!at au Lait bleus dans le bâtonnet ', '12%', ' ln', 'tédiefits: ', 'tait de sirop de de lait entier en poudret beurre de pite de ts']",,,[],,,,,,,,,,?,,138,,577 kj(138 kcal),,6,,"4,8",,"19,3",,"17,9",,"1,7",,"0,07",,"0,028",,,,,,,,,,,,,,,,,
1681,Sundae Softijscup Met Chocolade Saus - Auchan,5413556030394,,,['Auchan'],,,,,,['Auchan'],['France'],['Glace parfum vanille'],,,[],,,,,,,,,,?,,214,,895 kj(214 kcal),,"9,9",,"8,5",,"27,9",,"26,8",,3,,"0,4",,"0,16",,,,,,,,,,,,,,,,,
1682,Glaces minion,5413556051894,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,60,,251 kj(60 kcal),,"0,1",,"0,1",,"14,9",,"14,9",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,
1683,Minion,5413556051900,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,78,,326 kj(78 kcal),,0,,0,,"19,6",,"19,6",,0,,,,,,,,,,,,,,,,,,,,,
1684,Boulettes de porc rôties - Lanona,5413566320744,,,['Lanona'],,,,,,,['France'],"['Viande de porc ', '68%', 'chapelure ', 'farine de blé amidon de blé sel', 'levure', 'oignons', 'eau', 'amidon ', 'blé et pommes de terre', 'sel', 'fibres végétales', 'épices', 'émulsifiants: diphosphate ', 'E450']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",['Gluten'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,248,,1038 kj(248 kcal),,17,,"6,5",,12,,"4,2",,12,,"1,9",,"0,76",,,,,,,,,,,,,,,,,
1685,Gousses d'ail piquantes,5413588604327,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,50,,209 kj(50 kcal),,"0,3",,"0,1",,"8,1",,"2,4",,"3,1",,"6,1",,"2,44",,,,,,,,,,,,,,,,,
1686,Ail au basilic,5413588604389,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,145,,607 kj(145 kcal),,"0,7",,"0,1",,3,,"1,1",,"2,4",,"4,7",,"1,88",,,,,,,,,,,,,,,,,
1687,Caviar D'aubergine - Père Olive,5413588612896,,,['Père Olive'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,,,,,['France'],[],,,[],,,,1.7 g,en quantité modérée,3.5 g,en faible quantité,1.2 g,en quantité modérée,?,,278,+50%,1163 kj(278 kcal),+51%,?,,"1,7",-18%,?,,"3,5",+17%,"1,4",-10%,"1,2",+5%,"0,48",+5%,,,,,,,,,,,,,,,,
1688,Miel aux Graines de Fleurs de Nigelle de Gingembre - Bidik,5413595702009,,,['Bidik'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel']",,,,,,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.004 g,en faible quantité,?,,320,-0%,1339 kj(320 kcal),-1%,0,-100%,0,-100%,80,-0%,0,-100%,"0,2",-59%,"0,004",-84%,"0,002",-84%,3,-78%,C,-78%,,,,,,,,,,,,
1689,"Croutons Salade - Pesto,",5413612100351,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,,,,,['France'],[],,,[],,20 g,en quantité modérée,3 g,en quantité modérée,4.5 g,en faible quantité,2.3 g,en quantité élevée,?,,465,-2%,1946 kj(465 kcal),-2%,20,-2%,3,-0%,58,-1%,"4,5",+22%,11,+17%,"2,3",+18%,"0,92",+18%,17,+16%,D,+16%,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,
1690,Delices D'asie - Crunchy Fruits,5413612130709,,,['Crunchy Fruits'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,437,,1828 kj(437 kcal),,?,,"2,8",,?,,26,,0,,"0,46",,"0,184",,,,,,,,,,,,,,,,,
1691,Croûtons à l'ail - CroustiSalad' - 50g,5413612130877,50 g,"['Sachet', 'Plastique', 'Sous atmosphère protectrice']","[""CroustiSalad'""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Céréales et pommes de terre', 'Condiments', 'Pains', 'Croûtons']",,,,,['Carrefour'],['France'],"['Croûtons ', 'farine de blé', 'huile de tournesol', 'gluten de blé', 'sel', 'sucre', 'levure', 'huile de tournesol', 'aromatisation ', 'maltodextrine de pomme de terre', 'sel', 'ail 1', '2%', ""arôme naturel d'ail""]",,['Gluten'],[],4,14 g,en quantité modérée,1.4 g,en faible quantité,4.7 g,en faible quantité,3.2 g,en quantité élevée,1827,-8%,?,,1827 kj(437 kcal),-8%,14,-32%,"1,4",-53%,64,+9%,"4,7",+27%,11,+17%,"3,2",+64%,"1,28",+64%,13,-11%,D,-11%,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,Croûtons grillés à l'ail,,,
1692,Amandes décortiquées,5413612131102,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,,,,,['France'],[],,,[],,49 g,en quantité élevée,3.7 g,en quantité modérée,3.9 g,en faible quantité,,,?,,576,-8%,2410 kj(576 kcal),-8%,49,-5%,"3,7",-8%,"9,5",-27%,"3,9",-0%,21,-6%,,,,,,,,,E,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,
1693,Chips De Banane - 2VD crunchyFruits',5413612131133,,,"[""2VD crunchyFruits'""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['France'],[],,,[],,30 g,en quantité élevée,27 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,?,,513,+6%,2146 kj(513 kcal),+6%,30,+19%,27,+40%,58,-4%,18,-13%,"1,9",+2%,0,-100%,0,-100%,13,+10%,D,+10%,D,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,
1694,Mélange de noix - 2VD,5413612131164,,,['2VD'],,,,,,,['France'],"['AMANDES', 'cerneaux de NOIX en morceaux', 'NOISETTES', 'NOIX DE CAJOU ', 'moitiés', 'NOIX BRESIL']",,['Fruits à coque'],[],,,,,,,,,,?,,645,,2699 kj(645 kcal),,57,,7,,11,,"3,6",,19,,"0,02",,"0,008",,,,,,,,,,,,,,,,,
1695,Crousti Salad,5413612140401,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,466,,1950 kj(466 kcal),,20,,"2,1",,61,,"2,3",,"8,7",,"3,7",,"1,48",,,,,,,,,,,,,,,,,
1696,Crouton saveur pesto - Crousti Salad,5413612250032,,,['Crousti Salad'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,,,,,['France'],[],,,[],,20 g,en quantité modérée,3 g,en quantité modérée,4.5 g,en faible quantité,2.3 g,en quantité élevée,?,,465,-2%,1946 kj(465 kcal),-2%,20,-2%,3,-0%,58,-1%,"4,5",+22%,11,+17%,"2,3",+18%,"0,92",+18%,17,+16%,D,+16%,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,
1697,Mix Croûtons-Pignons grillés - CroustiSalad' - 70g,5413612250056,70 g,"['Pot', 'Plastique', 'Sous atmosphère protectrice']","[""CroustiSalad'""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Céréales et pommes de terre', 'Pains']",,,,,['Carrefour'],['France'],"['Croûtons ', 'farine de blé', 'huile de tournesol', 'gluten de blé', 'sel', 'sucre', 'levure', 'raisins secs ', 'raisin', 'huile de coton', ""huile d'olive"", 'pignons de pin grillés 11%', 'aromatisation ', 'lactose', 'sel', 'ail', 'persil', 'arôme naturel ', 'lait', 'poivre', 'oignon', 'sucre', 'ciboulette', 'cerfeuil']",,"['Gluten', 'Lait']",['Non végétalien'],4,22 g,en quantité élevée,2.9 g,en quantité modérée,26 g,en quantité élevée,0.95 g,en quantité modérée,1360,,+38%328,+38%,+37%1380 kj(328 kcal),+37%,"+258%6,14",+258%,"+148%1,17",+148%,"-3%54,8",-3%,"+563%3,92",+563%,"-20%9,52",-20%,"-26%1,28",-26%,"-26%0,512",-26%,"+214%5,1",+214%,+214%D,+214%,,,,,,,,,,,,
1698,Figuettes espagnoles -,5413612300256,,,,,,,,,,"['France', 'Luxembourg']",[],,,[],,,,,,,,,,?,,267,,1117 kj(267 kcal),,"0,7",,0,,60,,13,,"6,3",,"0,03",,"0,012",,,,,,,,,,,,,,,,,
1699,Saveur Bacon - Sans Marque - 75g,5413612330055,75 g,"['Sachet', 'Plastique', 'Sous atmosphère protectrice']",['Sans Marque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Céréales et pommes de terre', 'Pains', 'Croûtons']",['en:palm-oil-free'],,,,['Carrefour'],['France'],"['Croûtons ', 'farine de blé', 'huile de tournesol', 'gluten de blé', 'sel', 'sucre', 'levure', 'huile de tournesol', 'mélange aromatisant ', 'maltodextrine de pomme de terre', 'sel', 'arômes et arôme de fumée', 'oignon', 'piment doux fumé', 'huile de colza', 'ail']",,['Gluten'],['Sans huile de palme'],4,16 g,en quantité modérée,1.7 g,en quantité modérée,4.6 g,en faible quantité,2.6 g,en quantité élevée,1875,-6%,?,,1875 kj(448 kcal),-5%,16,-22%,"1,7",-44%,63,+7%,"4,6",+25%,11,+17%,"2,6",+33%,"1,04",+33%,17,+16%,D,+16%,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,Croûtons grillés saveur bacon,,,
1700,Saveur Bacon - Sans Marque - 75g,5413612330055,75 g,"['Sachet', 'Plastique', 'Sous atmosphère protectrice']",['Sans Marque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Céréales et pommes de terre', 'Pains', 'Croûtons']",['en:palm-oil-free'],,,,['Carrefour'],['France'],"['Croûtons ', 'farine de blé', 'huile de tournesol', 'gluten de blé', 'sel', 'sucre', 'levure', 'huile de tournesol', 'mélange aromatisant ', 'maltodextrine de pomme de terre', 'sel', 'arômes et arôme de fumée', 'oignon', 'piment doux fumé', 'huile de colza', 'ail']",,['Gluten'],['Sans huile de palme'],4,16 g,en quantité modérée,1.7 g,en quantité modérée,4.6 g,en faible quantité,2.6 g,en quantité élevée,1875,-6%,?,,1875 kj(448 kcal),-5%,16,-22%,"1,7",-44%,63,+7%,"4,6",+25%,11,+17%,"2,6",+33%,"1,04",+33%,17,+16%,D,+16%,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,Croûtons grillés saveur bacon,,,
1701,Mix Cranberries - Sans Marque - 75g,5413612330130,75 g,"['Sachet', 'Plastique', 'Sous atmosphère protectrice']",['Sans Marque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Céréales et pommes de terre', 'Pains', 'Croûtons']",['en:palm-oil-free'],,,,['Carrefour'],['France'],"['Croûtons 50% ', 'farine de blé', 'huile de tournesol', 'gluten de blé', 'sel', 'sucre', 'levure', 'cranberries séchées 25% ', 'sucre', 'cranberries', 'huile de tournesol', 'graines de tournesol 25%']",,['Gluten'],['Sans huile de palme'],4,17 g,en quantité modérée,1.8 g,en quantité modérée,20 g,en quantité élevée,0.8 g,en quantité modérée,1828,-8%,?,,1828 kj(437 kcal),-8%,17,-17%,"1,8",-40%,57,-3%,20,+442%,12,+27%,"0,8",-59%,"0,32",-59%,13,-11%,D,-11%,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,"Mélange de croûtons, cranberries et graines de tournesol",,,
1702,Mix Saveur de Provence - Sans Marque - 75g,5413612330147,75 g,"['Sachet', 'Plastique', 'Sous atmosphère protectrice']",['Sans Marque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Céréales et pommes de terre', 'Pains', 'Croûtons']",['en:palm-oil-free'],,,,['Carrefour'],['France'],"['Croûtons aromatisés 50% ', 'farine de blé', 'huile de tournesol', 'gluten de blé', 'maltodextrine de pomme de terre', 'sel', 'sucre', 'oignon', 'ail', 'arômes naturels', 'levure', 'persil', 'raisins secs 25% ', 'raisins', 'huile de coton', 'carotte en lanière', 'poivron vert', 'mirepoix de légumes ', 'chou vert', 'carotte et oignons rissolés ', 'carotte', 'oignon', 'huile de tournesol', 'antioxydant : extrait de romarin', 'sel', 'huile de colza', 'plantes aromatiques']",['E392 - Extrait de romarin'],['Gluten'],['Sans huile de palme'],4,12 g,en quantité modérée,1.4 g,en faible quantité,29 g,en quantité élevée,1.7 g,en quantité élevée,1616,-19%,?,,1616 kj(386 kcal),-18%,12,-41%,"1,4",-53%,57,-3%,29,+686%,"8,1",-14%,"1,7",-13%,"0,68",-13%,18,+23%,D,+23%,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,Mélange de croûtons aromatisés et raisins secs,,,
1703,Mix Espagnol - Sans Marque - 75g,5413612330154,75 g,"['Sachet', 'Plastique', 'Sous atmosphère protectrice']",['Sans Marque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,,,,['Carrefour'],['France'],"['Croûtons aromatisés 50% ', 'farine de blé', 'huile de tournesol', 'gluten de blé', 'maltodextrine de pomme de terre', 'sel', 'sucre', 'oignon', 'ail', 'arômes naturels', 'levure', 'persil', 'graines de tournesol 25%', 'raisins secs blancs 15% ', 'raisins', 'huile de palme et/ou huile de tournesol', 'conservateur : anhydride sulfureux', 'oignons croustillants 10% ', 'oignons', 'huile de palme', 'farine de blé', 'sel']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']","['Gluten', 'Anhydride sulfureux et sulfites']",['Huile de palme'],4,28 g,en quantité élevée,4.5 g,en quantité modérée,13 g,en quantité élevée,1.4 g,en quantité modérée,2064,+4%,?,,2064 kj(493 kcal),+4%,28,+37%,"4,5",+50%,47,-20%,13,+252%,12,+27%,"1,4",-28%,"0,56",-28%,18,+23%,D,+23%,E,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,"Mélange de croûtons aromatisés, graines de tournesol, raisins secs blancs et oignons frits croustillants",['Huile de palme'],,
1704,Quinoa noir,5413612350022,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,392,,1640 kj(392 kcal),,"5,8",,4,,69,,1,,13,,"0,03",,"0,012",,,,,,,,,,,,,,,,,
1705,Amandes décortiquées,5413612390004,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",['Bio'],,,,,['France'],[],,,[],,52 g,en quantité élevée,4.1 g,en quantité modérée,2.6 g,en faible quantité,0 g,en faible quantité,?,,611,-3%,2556 kj(611 kcal),-2%,52,+1%,"4,1",+2%,4,-69%,"2,6",-34%,26,+16%,0,-100%,0,-100%,1,,B,,E,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,
1706,Pignons de pin bio,5413612390097,,,,,"['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE/Non UE']",,,,,['France'],[],,,[],,,,,,,,,,?,,695,,2908 kj(695 kcal),,65,,"5,5",,"6,3",,"5,2",,14,,0,,0,,,,,,,,,,,,,,,,,
1707,Amandes blanches,5413612400642,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,581,,2431 kj(581 kcal),,51,,"3,9",,"9,5",,5,,22,,"0,7",,"0,28",,,,,,,,,,,,,,,,,
1708,Croûtons - Bio by 2VD - 55g,5413612410009,55 g,"['boîte', 'Plastique']","['Bio by 2VD', '2VD']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",['Bio'],,,,['Carrefour'],['France'],['Croûton nature'],,['Gluten'],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,
1709,Croutons,5413612410023,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",['Bio'],,,,,['France'],[],,,[],,15 g,en quantité modérée,1.4 g,en faible quantité,4.7 g,en faible quantité,2.4 g,en quantité élevée,?,,457,-3%,1912 kj(457 kcal),-3%,15,-27%,"1,4",-53%,68,+16%,"4,7",+27%,"9,5",+1%,"2,4",+23%,"0,96",+23%,17,+16%,D,+16%,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,
1710,Crunchy fruit's,5413612440129,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,353,,1477 kj(353 kcal),,"0,1",,0,,87,,70,,"0,2",,"0,4",,"0,16",,,,,,,,,,,,,,,,,
1711,Cavalier Dark Berries 85% Cocoa,5413623700403,,,['Cavalier'],,,,,,['Delhaize'],"['Belgique', 'France']","['pâte de cacao', 'fibres alimentaires ', 'dextrine', 'inuline', 'oligofructose', 'édulcorants ', 'érythtitol', 'glycosides de stéviol beurre de cacao', 'framboises lyophilisées ', '1,5%', 'poudre de myrtille lyophilisée 1,5% cassis lyophilisé 1,5%', 'émulsifiant: lécithine de soja', 'arôme nature ', ' Cacaot 80%* minimum', 'Fabriqué dans un atelier qui utilise: lait', 'luten blé et ruits coque', ' Contient es sucres naturel - DE', 'BEUGISCHE ZARTBITTERSCHOKOLADE MIT BEEREN MIT SUSSUNGSITTEL', 'N ', 'ITEVIOLGLYCOSIDE', ' Zutalen?', ' Ballaststoffe ', 'Dextrin', 'Inulin', 'Oligofructose', 'SUungsmittel ', 'Erythrit', 'Steviolglycoside', 'Kakaobutter', 'gefriergetrocknete Himbeeren ', '1,5%', 'gefriergetrock - netes Blaubeerenpulvet 1,5%', 'gefriergetrocknete schwarze Johannisbeeren ', '1,5%', 'nat0rIiches Aroma', 'Emulgator: Sojalecithin', ' Kakao: 80%* mindestens', ' Hergestellt in einem Bett der auch Milch', 'Gluten ', 'Weizen', ' und Nosse verwendet', ' Enthàlt von Natur aus Zucker', ' Net', ' Wt', ' 40g/l e NV B', 'L', ' Pussemlerstraat 46 -- 9900 Eeklo Belgium www', 'cavalier', 'be info@cavalier', 'be']","['E1400 - Dextrines', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E322i - Lécithine']",,[],4,,,,,,,,,?,,423,,1770 kj(423 kcal),,"33,3",,"20,9",,"19,7",,"4,9",,"5,3",,"0,02",,"0,008",,,,,,,,,,,,,,,,,
1712,Waffle,5413638019569,,,,,['Fabriqué en Belgique'],,,,,['France'],[],,,[],,,,,,,,,,?,,378,,1582 kj(378 kcal),,"18,36",,"9,63",,"46,8",,23,,"5,49",,"0,45",,"0,18",,,,,,,,,,,,,,,,,
1713,Assortiments de pralines - Neuhaus,5413676066792,,,['Neuhaus'],,,,,,,['France'],"['sucre', 'pâte de cacao', 'noisettes torréfiées', 'lait entier en poudre', 'beurre de cacao', 'caramel', 'amandes torréfiées', 'beurre ', 'contient du lait', 'beurre concentré ', 'contient du lait', 'huile de palme', 'crème ', 'contient du lait', 'poudre de cacao dégraissée', 'sirop de glucose', 'farine de riz', 'émulsifiant: lécithine de soja', 'arômes', 'huile de palmiste', 'sirop de sucre candi', 'huile de tournesol', 'huile de colza', 'café', 'stabilisant: glycérol de colza', 'sel', 'huile de maïs', ""correcteur d'acidité: acide citrique""]","['E322i - Lécithine', 'E422 - Glycérol', 'E330 - Acide citrique']",['Lait'],"['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,546,,2284 kj(546 kcal),,"35,85",,"17,68",,"46,14",,"43,42",,"7,35",,"0,11",,"0,044",,,,,,,,,,,,,,Assortiments de pralines,['Huile de palme'],,
1714,Ballo - Kawai,5413676188678,,,['Kawai'],,['Fabriqué en Belgique'],,,,,['France'],[],,,[],,,,,,,,,,"2222,7",,?,,"2222,7 kj(531 kcal)",,"34,1",,"18,6",,"47,4",,43,,"6,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,
1715,Black tea - Neuhaus,5413676611367,,,['Neuhaus'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,5,,21 kj(5 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,
1716,Crunchy hazelnut spread - neuhaus - 200gr,5413676620161,200gr,,['Neuhaus'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,,,,"['France', 'États-Unis']","['Sugar', 'vegetable fats', 'hazelnuts ', '18%', 'cocoa', 'skimmed milk powder', 'whey powder', 'soy flower', 'emulsifier: soy lecithin']",['E322i - Lécithine'],['Fruits à coque'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,39.6 g,en quantité élevée,,,,,,,?,,589,+7%,2464 kj(589 kcal),+7%,"39,6",+16%,,,"56,3",+10%,,,"5,8",-15%,,,,,,,,,D,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,NEUHAUS
1717,Neuhaus 25-piece Belgian Assorted Chocolate Gift Box,5413676629492,,,['Neuhaus'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Assortiments de chocolats']","['Agriculture durable', 'en:UTZ Certified']",,,,,['France'],[],,,[],,34.4 g,en quantité élevée,17.3 g,en quantité élevée,42.5 g,en quantité élevée,0.11 g,en faible quantité,?,,533,-3%,2230 kj(533 kcal),-3%,"34,4",-5%,"17,29",-18%,"46,96",+2%,"42,54",+3%,"6,94",-3%,"0,11",-19%,"0,044",-19%,25,+2%,E,+2%,,,,,,,,,,,,
1718,Neuhaus Truffles,5413676632904,,,['Neuhaus'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,,,,,['France'],"['sucre', 'pâte de cacao', 'caramel 5', '88%', 'beurre 4', '97% ', 'contient du lait', 'beurre de cacao', 'huile de palme', 'lait entier en poudre', 'beurre concentré ', 'contient du lait', ' poudre de cacao', 'poudre de cacao dégraissée', 'huile de noix de coco', 'crème ', 'contient du lait', 'stabilisant: glycérol de colza', 'sirop de glucose', 'farine de blé', 'émulsifiant: lécithine de soja', 'dextrose', 'huile de palmiste', 'huile de tournesol', 'café', 'arômes', 'huile de colza', 'sirop de sucre candi', 'sel', 'cannelle', 'poudre à lever: E500ii', 'farine de soja', 'épices', ""correcteur d'acidité: acide citrique"", "" Traces possibles d'oeufs"", 'de sésame', ""d'arachides et de noix""]","['E422 - Glycérol', 'E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,35 g,en quantité élevée,22 g,en quantité élevée,39 g,en quantité élevée,,,?,,527,-2%,2205 kj(527 kcal),-2%,35,+4%,22,+25%,44,-15%,39,-17%,5,-17%,,,,,,,,,,,,,,,,,,['Huile de palme'],,
