,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,packaging,eco_score,generic_name,quantity,categories,labels,ingredients_origins,manufacturing,link,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand_owner,origin_detail,producer_info,traceability_code,additives,palm_ingredients
94,Huile d'olive Secolaris,8001468943641,['France'],[],[],?,824,3448 kj(824 kcal),"91,6","11,7",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Bio oranges navel,8436571481283,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Sugo Funghi,8016874030069,['France'],[],[],?,46,192 kj(46 kcal),"2,93","0,29","2,86","2,84","1,37","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Dos de lieu noir,2088419041652,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Moutarde à la truffe,3760277850032,['France'],[],[],?,149,623 kj(149 kcal),"11,5","0,8","3,2","2,7","7,2","6,5","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Les infusees,3760195902615,['France'],[],[],?,18,75 kj(18 kcal),0,0,"4,4",4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Cassis séché - G. Detou - 250g,1947449451002,['France'],"['Cassis', 'concentré de jus de pomme', ' huile de tournesol']",[],?,?,,?,,?,,?,,,['G. Detou'],['Plastique'],,,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,['Pologne'],,,['G. Detou'],,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Cerneaux de noux,16745360,['France'],[],[],?,673,2816 kj(673 kcal),60,"4,9","8,8","5,4",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,not a Smash - Brasserie du Slalom - 33cl,3701178800214,['France'],"['Eau', ""malts d'orge bio"", 'houblon', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Brasserie du Slalom'],['Verre'],B,,33cl,"['Boissons', 'Boissons alcoolisées', 'Bières']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-15', 'AB Agriculture Biologique']",,,,['Une petite mousse'],,3,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,
103,Anchois frits,76412189,['France'],[],[],?,221,925 kj(221 kcal),"10,1","1,4","8,8","0,5","23,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Filets d anchois,3375160011065,['France'],[],[],?,214,895 kj(214 kcal),16,16,"1,7","0,5","3,6","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Azais polito,3288370444458,['France'],[],[],?,303,1268 kj(303 kcal),27,"1,6","1,6","0,1","11,7","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Maltesers biscuit,5056357902233,['France'],[],[],?,509,2130 kj(509 kcal),"25,3",13,"61,9","34,4","7,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,ICENSE protein ice cream,5600961116021,['France'],[],[],?,265,1109 kj(265 kcal),15,"9,7",27,"9,7",9,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Emincé de poulet Tikka surgelé,5902487124185,['France'],[],[],?,112,469 kj(112 kcal),"3,4","0,8",2,"0,4",18,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Gâteaux au fromage blanc chocolat,3260890001663,['France'],[],[],?,209,874 kj(209 kcal),"6,3","3,8",29,22,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Milk chocolate chunks - Lidl,4056489117858,['France'],[],[],?,523,2188 kj(523 kcal),"28,2","17,1","58,1","55,1","7,6","0,19","0,076",['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Datte,3770002121092,['France'],[],[],?,296,1238 kj(296 kcal),"0,2","0,1","67,4","55,9","2,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Tartinable poulet curry,5411883049348,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Tartinade de foie de canard 20%,3760068390976,['France'],[],[],?,307,1284 kj(307 kcal),27,"9,9","3,3","2,3",12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Premium-Eiskonfekt,20157692,['France'],[],[],?,366,1531 kj(366 kcal),"23,1",15,"34,6","32,5",4,"22,2","8,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,escalopes extra-fines de dinde,2860126017973,['France'],[],[],?,105,439 kj(105 kcal),1,"0,3",0,0,24,"0,18","0,072",,,D,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']","['Nutriscore', 'Nutriscore A']",,,,,,,1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,,-13%,-13%,-24%,-26%,-100%,-100%,+5%,-68%,-68%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,
116,Nectar de mangue,3770001298085,['France'],[],[],?,46,192 kj(46 kcal),"0,1",0,"10,5","10,5","0,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Poulet Basquaise,3760065603178,['France'],[],[],?,103,431 kj(103 kcal),"5,7","1,4","5,7","1,3","6,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Colorante concentrato in gel per masse,8008510912051,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Crunchy Cup Nutrimeal,3336022092547,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Saucisson du Bourdonnais,2273625032277,['France'],[],[],?,249.2,1043 kj(249 kcal),"20,99","7,4","1,45","1,13","13,63","1,68","0,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 03185A', 'Montluçon (Allier, France)', 'FR 03.185.006 CE', 'Montluçon (Allier, France)']",,
121,poulet rôti,2238756006283,['France'],[],[],?,166,695 kj(166 kcal),"8,4","2,8","0,7","0,7",22,"1,11","0,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Patate al rosmarino surgelate,8001120026217,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Pâté percheron BIO,3760024932325,['France'],[],[],?,296,1238 kj(296 kcal),25,"9,2","1,8","1,5",16,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Olive et citron frais pressé,3547130097083,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Mon vin chaud,3770008533837,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Confiture Mille et un Mercis,3760053480316,['France'],[],[],?,228,954 kj(228 kcal),"0,11","0,02","55,34","54,7","0,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,BAZOOKA,0815871012744,['France'],[],[],?,50,209 kj(50 kcal),68,56,6,2,0,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Fuet Extra finas hierbas,8414384007005,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Épices Pain d'épice,3760177740747,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Boudin noir a l’ancienne,2871725016731,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 72331A', 'Sceaux-sur-Huisne (Sarthe, France)']",,
131,Dattes Medjool bio,3700998835604,['France'],[],[],?,227,950 kj(227 kcal),"0,15","0,1","74,97","66,47","1,81","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Coquillette au sarasin,3760189070641,['France'],[],[],?,366.4,1533 kj(366 kcal),"1,8",0,74,"14,7",11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Mulberries ( mûres entiéres) noires bio,3700998836069,['France'],[],[],?,312,1305 kj(312 kcal),"1,5","0,2","62,4","28,5","8,6","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Yaourt Soja Nature,0562220732944,['France'],[],[],?,41,172 kj(41 kcal),"2,1","0,4","1,2","0,5","3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Pistaches bio,3700998835819,['France'],[],[],?,568,2377 kj(568 kcal),46,"5,6","26,8","7,6","21,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Nuggets de saumon bio,3061433029867,['France'],[],[],?,298,1247 kj(298 kcal),"16,9","2,8","20,9","2,7",15,"0,751","0,3",,['Barquette en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 86.182.007 CE', 'Orches (Vienne, France)']",,
137,Thon basquaise et son riz,3760000754194,['France'],[],[],?,253,1059 kj(253 kcal),"7,6","0,8","36,3","0,4","9,1","0,6","0,24",,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Framboises sauvages bio - Compagnie des Sens - 200g,3700998835659,['France'],[],[],1213,290,1213 kj(290 kcal),"2,89","0,17","51,86","46,23","3,2","0,07","0,028",['Compagnie des Sens'],,,,200 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs']","['Bio', 'Bio européen']",,,,,,,2.89 g,en faible quantité,0.17 g,en faible quantité,46.2 g,en quantité élevée,0.07 g,en faible quantité,-19%,-14%,-14%,-58%,-92%,-11%,+7%,-22%,-20%,-20%,2,-58%,B,-58%,,,,,,,,,,,,,
139,Vinaigre de cidre,3761717390200,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Nature Sucre,2869804026375,['France'],[],[],?,?,,?,0,?,0,?,,,,,B,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourt nature sucré']",,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,,,,,,,-100%,,-100%,,,,,,,,59.8%,17.8%,8.5%,7.6%,4.9%,1.3%,91,,,,,,
141,Boudin aux pommes au piment d'espelette,0261509026377,['France'],[],[],?,213,891 kj(213 kcal),"12,8","4,4","13,9","13,7","11,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"Akazienhonig, Miele Di Acacia, Agrimontana",8013999068212,['France'],[],[],?,329,1377 kj(329 kcal),0,0,82,82,8,0,0,,,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,0 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,0 g,en faible quantité,,+14%,+14%,-100%,-100%,+6%,+16%,+2205%,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,
143,Infusion,3700876600423,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Emmental Français Est-Central au lait cru - Itinéraire des Saveurs,0212224019427,['France'],[],[],?,399,1669 kj(399 kcal),31,"20,9","1,3","0,5","28,1","0,5","0,2",['Itinéraire des Saveurs'],,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,,,,,,31 g,en quantité élevée,20.9 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,,+5%,+6%,+5%,+6%,+114%,+6%,+1%,-15%,-15%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,
145,Power Up - Prozis,5600499578100,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,5","0,5",0,0,0,['Prozis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Rôti cuit rôtissoire,0209604023167,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Uova allevate a terra lx,8057737590368,['France'],[],[],?,128,536 kj(128 kcal),"8,7","3,2",0,0,"12,4","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Graines de lin brun,3520831340443,['France'],[],[],?,525,2197 kj(525 kcal),"42,2","4,61","3,56","1,4",18,"0,2","0,08",,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Coconut cream,8851613005867,['France'],[],[],?,202,845 kj(202 kcal),20,19,"3,9","1,7","1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,vinagre de fruta portuguesa,5601024122485,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Miel de thym,5336367563465,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Bonbon halal,3760256900048,['France'],[],[],?,328,1372 kj(328 kcal),"0,5","0,1",77,63,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Trumpf Für Feinschmecker,4000607472008,['France'],[],[],?,545,2280 kj(545 kcal),35,16,48,46,"6,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Sour watermelon,0070970475719,['France'],[],[],?,80,335 kj(80 kcal),0,0,13,13,0,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Crunchy Peanut Clusters,8710998448730,['France'],[],[],?,525,2197 kj(525 kcal),"38,2","13,7",27,23,"18,2","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Rebecchi Gli Scoppiati Pop Corn Per Microonde 100G,8003600008140,['France'],[],[],?,428,1791 kj(428 kcal),21,10,48,"1,1","8,1","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Krisprolls,2345070032611,['France'],[],[],?,390,1632 kj(390 kcal),"6,3","2,2",67,14,12,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Tarte aux fraise,0202485045266,['France'],[],[],?,?,,?,,?,,?,0,0,,,D,,,"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartes aux fraises']",,,,,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,86.3%,6.4%,2.9%,2.8%,1.6%,0.0%,45,,,,,,
159,Cappucino saveur chocolate,3245678172032,['France'],[],[],?,401,1678 kj(401 kcal),"8,7","7,6",70,65,"9,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Crackers,0025675016040,['France'],[],[],?,50,209 kj(50 kcal),1,0,8,1,2,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Pistachio premium chocolate,5900189007836,['France'],[],[],?,495,2071 kj(495 kcal),25,14,59,50,"4,4","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Astro Yogourt French Vanilla 4.0% M.F.,0057825175130,['France'],[],[],?,180,753 kj(180 kcal),7,"4,5",24,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,High energy mix,0850009366429,['France'],[],[],?,464.2857,1943 kj(464 kcal),"21,429","14,286","67,857","46,429","3,571","0,268","0,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Cran almond,128503789031300599,['France'],[],[],?,475,1987 kj(475 kcal),"27,5","3,75",50,30,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Energy,0832112004733,['France'],[],[],?,464.2857,1943 kj(464 kcal),"21,429","3,571","57,143","42,857","10,714","0,134","0,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Quenelle artisanale Petit Epeautre bio - Giraudet - 50g,,['France'],[],[],?,?,,?,,?,,?,,,['Giraudet'],"['Frais', 'boîte carton']",B,Quenelle artisanale fraîche pur beurre moulée à la cuillère à la farine de petit épeautre bio,50 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Plats préparés', 'Farines de céréales', 'Frais', 'Farines de blé', 'Produits artisanaux', 'Plats préparés frais', 'Quenelles', 'Farines de petit épeautre', 'Quenelles nature']","['Bio', 'Bio européen', 'Fabriqué en France', 'AB Agriculture Biologique', 'Fabrication artisanale', 'Beurre de Bresse AOP']",,['France'],,['Giraudet'],"['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,76.7%,10.9%,5.4%,4.0%,2.4%,0.6%,65,,,,,,
167,Handgepflückte Peperoni,4337256046817,['France'],[],[],?,149,623 kj(149 kcal),"0,5","0,1","2,4","0,1","1,3","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Confiture de tomates vertes de Provence,3437340069263,['France'],[],[],?,225,941 kj(225 kcal),"0,5",0,55,55,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Beurre demi sel bio - intermarché - 250g,250392744793,['France'],"['Crème pasteurisée ', 'Origine: France', "" issue de l'agriculture biologique"", 'sel 2,2%', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2984,726,2984 kj(726 kcal),80,"55,4","1,5","0,6","0,7","2,2","0,88",['intermarché'],['feuille en papier'],C,Beurre demi sel issu de l'agriculture biologique 80% de matières grasses,250 g,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']","['Bio', 'Bio européen', 'FR-BIO-01', 'Lait Français', 'Nutriscore', 'Nutriscore E', 'AB Agriculture Biologique']",['France'],"['Loire Atlantique', 'France']",,['Intermarché'],['Lait'],2,80 g,en quantité élevée,55.4 g,en quantité élevée,0.6 g,en faible quantité,2.2 g,en quantité élevée,+2%,+1%,-1%,+1%,+2%,+102%,-3%,+3%,+7%,+7%,27,+2%,E,+2%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,"['FR 44.187.001 CE', 'Saint-Père-en-Retz (Loire-Atlantique, France)']",,
170,8801114150740,8801114150740,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Confiture extra clémentines et d'orange - U Bio,3256228624963,['France'],[],[],?,229,958 kj(229 kcal),"0,5","0,1",55,55,"0,7",,,"['U Bio', 'U']",,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', ""Confitures d'agrumes""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,"['Super U', 'Magasins U']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,55 g,en quantité élevée,,,,+1%,+1%,+105%,+123%,0%,+5%,+55%,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,
172,Whisky Ben Bracken - 3x 5cl,20987381,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Ben Bracken'],['Bottle'],C,,3 x 5 cl,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys']",,,,,['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,
173,00233194,00233194,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Croissant pur beurre,2030500375580,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Myrtilles - G. Detou - 250g,1947227209009,['France'],"['Myrtilles', 'sucre de canne', 'huile de tournesol']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['G. Detou'],['Plastique'],,,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Myrtilles séchées']",,['États-Unis'],,,['G. Detou'],,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Secretariat du Juvénat,3086123372375,['France'],[],[],?,1000,4184 kj(1000 kcal),3,1,12,5,"0,17",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Baguette,,['France'],[],[],?,264,1105 kj(264 kcal),3,"0,5",51,"2,8","10,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Mélange d'épices pour oeufs,3770012821357,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Pomme pur jus fermier,3770009845366,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Fette Biscottate,8007465766061,['France'],[],[],?,419,1753 kj(419 kcal),"8,2","3,3","74,3","16,8","10,3","2,65","1,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Les Infusées,3760195902622,['France'],[],[],?,18,75 kj(18 kcal),0,0,"4,4",4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,The Vert Sencha Indonesie 20sachets Lipton,8722700273011,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Le margherelle,8032755324751,['France'],[],[],?,452,1891 kj(452 kcal),15,"1,3",67,19,9,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Sichuan instant vegetables,6952395702837,['France'],[],[],?,71,297 kj(71 kcal),"0,7",0,"15,1","0,5","1,1","2,289","0,916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Fusilli complets,3329489903044,['France'],[],[],?,364,1523 kj(364 kcal),"2,4","0,6",70,"3,1",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Formule éclat - Daco bello,2700080227011,['France'],[],[],?,?,,?,,?,,?,,,['Daco bello'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Beurre de ferme doux,3701261800008,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Gambas,3367870020406,['France'],[],[],?,90,377 kj(90 kcal),"0,6","0,16","0,5","0,5",21,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Vivi Bene Selex croissant ai frutti rossi,8003100919090,['France'],[],[],?,382,1598 kj(382 kcal),19,"8,5",51,"4,2","7,4","0,71","0,284",['Selex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
