,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,quantity,packaging,labels,manufacturing,markets,allergens,nova_score,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,ingredients_origins,generic_name,link,palm_ingredients,producer_info
1966,"Saucisson cuit à l'ail, fumé - Winny - 400g",5400247044211,['France'],"['Viande de porc 57% - eau - gras de porc - VSM de porc - plasma de porc - sel - stabilisants : E450', 'E451 - sucre - ail ', '0,37%', ' - exhausteur de goût : E621 - muscade - colorant : E120 - conservateur : E250', ' Fumage au bois de hêtre']","['Non végétalien', 'Non végétarien']",1203,?,1203 kj(288 kcal),27,"10,8",1,1,11,"2,3","0,92",E,['Winny'],"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail"", 'Saucissons cuits', 'Saucissons fumés']",+6%,,+7%,+20%,+28%,-44%,+2%,-22%,+11%,+11%,23,+20%,E,+20%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,"['EMB 56140A', 'Moréac (Morbihan, France)', 'FR 56.140.006 CE', 'Moréac (Morbihan, France)']",400 g,"['Plastique', 'Sous-Vide']",['Fumé au bois de hêtre'],,['Cora'],,4,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",27 g,en quantité élevée,10.8 g,en quantité élevée,1 g,en faible quantité,2.3 g,en quantité élevée,['Union européenne'],,,,
1967,Thon à la Mexicaine - Winny - 260g,5400247044334,['France'],"['Haricots rouges ', '21 %', 'thon ', 'poisson', ' ', '20 %', 'eau', 'maïs ', '13 %', 'poivrons rouges ', '9,5 %', 'carottes ', '6,6 %', 'huile de colza', 'oignons ', '4,7 %', 'haricots verts ', '1,9 %', ""vinaigre d'alcool"", 'sel', 'épices', 'épaississant : gomme guar', 'amidon de modifié de maïs', 'arôme naturel', 'colorant : extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",559,?,559 kj(134 kcal),"3,4",,15,,"10,5",,,D,"['Winny', 'Bloc cvba', 'Groupe Louis Delhaize']","['Conserves', 'Produits de la mer', 'Poissons', 'Plats préparés', 'Salades', 'Thons', 'Plats préparés au poisson', 'Salades composées', 'Salades au thon', 'Plats préparés en conserve', 'Entrées', 'Entrées froides', 'Salades mexicaines', 'Salades de légumes']",+17%,,+15%,-15%,,+84%,,+15%,,,,,,,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,"['FR 62.448.100 CE', ""Hesdin-l'Abbé (Pas-de-Calais, France)""]",260 g,"['Boîte', 'Conserve', 'Métal']","['Point Vert', 'Eco-Emballages']","[""Delpierre-Mer et Tradition - DMT (Filiale Continentale Nutrition) - 16 Boulevard de l'Europe - Parc d'Activités de Landacres - 62360 Hesdin-l'Abbé"", 'Pas-de-Calais', 'Nord-Pas-de-Calais', 'France']",['Cora'],['Poisson'],4,"['E412 - Gomme de guar', 'E14XX - Amidons modifiés', 'E160c - Extrait de paprika']",3.4 g,en quantité modérée,,,,,,,,Salade de légumes au thon,,,
1968,Pâté de Campagne - Winny - 300g,5400247044853,['France'],"['Gras de porc', 'foie de porc', 'viande de porc 15 %', 'eau', 'couenne de porc', 'farine de blé', 'plantes aromatiques déshydratées', 'sel', 'protéines de blé', 'épices', 'arômes naturels', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1374,?,1374 kj(328 kcal),30,"12,5","3,5",2,12,"1,6","0,64",C,"['Winny', 'Bloc cvba', 'Groupe Louis Delhaize']","['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Frais', 'Charcuteries diverses', 'Pâté', 'Porc', 'Pâtés de porc', 'Pâtés de campagne']",+11%,,+6%,+11%,+24%,+45%,+117%,-15%,-4%,-4%,21,+11%,E,+11%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['FR 22.093.001 CE', ""Lamballe (Côtes-d'Armor, France)"", 'EMB 22093C', ""Lamballe (Côtes-d'Armor, France)""]",300 g,"['Frais', 'Plastique', 'Sous-vide']","['Point Vert', 'Eco-Emballages']","['Cooperl Arc Atlantique - 7 Rue de la Jeannaie Maroué - Zone Industrielle - 22400 Lamballe', ""Côtes-d'Armor"", 'Bretagne', 'France']",['Cora'],['Gluten'],4,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",30 g,en quantité élevée,12.5 g,en quantité élevée,2 g,en faible quantité,1.6 g,en quantité élevée,['France'],Pâté de campagne,,,
1969,Pâté de foie de porc - Winny - 300g,5400247044877,['France'],"['Gras de porc', 'foie de porc 20 %', 'eau', 'couenne de porc', 'farine de blé', 'protéines de blé', 'plantes aromatiques déshydratées', 'sel', 'dextrose', 'arôme naturels', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1590,?,1590 kj(380 kcal),37,13,3,"1,7",10,"1,3","0,52",,"['Winny', 'Bloc cvba', 'Groupe Louis Delhaize']","['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Frais', 'Charcuteries diverses', 'Pâté', 'Pâtés de foie']",+21%,,+8%,+13%,+6%,+47%,+110%,-12%,-20%,-20%,19,-5%,E,-5%,,,,,,,,"['FR 22.093.001 CE', ""Lamballe (Côtes-d'Armor, France)"", 'EMB 22093C', ""Lamballe (Côtes-d'Armor, France)""]",300 g,"['Frais', 'Plastique', 'Sous-vide']","['Viande-francaise', 'Viande Porcine Française', 'Point Vert', 'Eco-Emballages']","['Cooperl Arc Atlantique - 7 Rue de la Jeannaie Maroué - Zone Industrielle - 22400 Lamballe', ""Côtes-d'Armor"", 'Bretagne', 'France']",['Cora'],['Gluten'],4,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",37 g,en quantité élevée,13 g,en quantité élevée,1.7 g,en faible quantité,1.3 g,en quantité modérée,"['France', 'Porc']",Pâté de foie,,,
1970,Tagliatelle - Winny - 500g,5400247044921,['France'],"['Semoule de blé dur de qualité supérieure', 'eau', 'œufs 10,3% ', '140 g / kg de semoule']",['Non végétalien'],1152,?,1152 kj(275 kcal),"2,1","0,7","50,6","1,3",11,"0,05","0,02",,['Winny'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Nouilles aux oeufs', 'Tagliatelles aux œufs', 'Tagliatelles']",-7%,,-9%,-19%,+1%,-10%,-27%,-1%,-70%,-70%,-2,,A,,,,,,,,,"['FR 57.474.001 CE', 'Mondelange (Moselle, France)', 'EMB 57474', 'Mondelange (Moselle, France)']",500 g,"['Sachet', 'Plastique']",,,['Cora'],"['Œufs', 'Gluten']",1,,2.1 g,en faible quantité,0.7 g,en faible quantité,1.3 g,en faible quantité,0.05 g,en faible quantité,,Pâtes aux oeufs frais,,,
1971,Gnocchi aux flocons de pomme de terre - Winny - 500g (3à 4personnes),5400247044990,['France'],"['Purée de pomme de terre 35 % [eau', 'flocons de pomme de terre deshydratés ', 'pomme de terre', ""émulsifiant : mono et diglycérides d'acides gras"", 'arôme naturel', ']', 'farine de blé', 'eau', 'fécule de pomme de terre', 'farine de riz', 'sel', 'acidifiant : acide lactique', 'conservateur : sorbate de potassium', 'arôme naturel']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",690,?,690 kj(165 kcal),"0,5","< 0,1","34,8","0,1","3,7","0,9","0,36",A,"['Winny', 'Bloc cvba', 'Groupe Louis Delhaize']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Pâtes alimentaires', 'Plats préparés frais', 'Pâtes fraîches', 'Gnocchi', 'Gnocchi de pommes de terre']",-9%,,-2%,-64%,-73%,+5%,-92%,-12%,-20%,-20%,3,-16%,C,-16%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,"['EMB 57474', 'Mondelange (Moselle, France)']",500 g (3 à 4 personnes),"['Sous-Vide', 'Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique']","['Point Vert', 'Eco-Emballages']","['57300 Mondelange', 'Moselle', 'Lorraine', 'France']",['Cora'],['Gluten'],4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",0.5 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.9 g,en quantité modérée,,Gnocchi,,,
1972,Miettes de Thon à l'huile de tournesol - Winny - 160g (104g de poisson),5400247045003,['France'],"['Thon ', 'poisson', 'huile de tournesol', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1049,?,1049 kj(251 kcal),21,"2,5",0,0,16,"1,2","0,48",D,['Winny'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", 'Miettes de thon', ""Thons à l'huile de tournesol""]",+25%,,+29%,+68%,+50%,-100%,-100%,-10%,+14%,+14%,5,+119%,C,+119%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,['ES 12.06648/C CE'],160 g (104 g de poisson),['Conserve'],,['Espagne'],['Cora'],['Poisson'],3,,21 g,en quantité élevée,2.5 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,['Espagne'],,,,
1973,Miettes de thon à la sauce tomate - Winny - 160g,5400247045010,['France'],"['Thon ', 'poisson', 'eau', 'concentré de tomate 9,1%', 'huile de tournesol', 'sucre', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",461,?,461 kj(110 kcal),"4,2","0,7","4,2","3,9","13,2","1,2","0,48",C,['Winny'],"['Conserves', 'Produits de la mer', 'Poissons', 'Plats préparés', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Plats préparés en conserve', 'Miettes de thon', 'Thon à la catalane']",-40%,,-28%,-51%,-49%,+22%,+68%,-11%,+15%,+15%,1,-34%,B,-34%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,['ES 12.06648/C C CE'],160 g,['Conserve'],,,['Cora'],['Poisson'],3,,4.2 g,en quantité modérée,0.7 g,en faible quantité,3.9 g,en faible quantité,1.2 g,en quantité modérée,['Espagne'],,,,
1974,Confiture de fraises - Winny - 1000g,5400247045300,['France'],"['Sirop de glucose-fructose', 'fraises', 'gélifiant : pectines', ""correcteur d'acidité : acide citrique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",1032,?,1032 kj(247 kcal),"< 0,5","< 0,1",60,53,"< 0,5","< 0,01","0,004",C,['Winny'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",+12%,,+13%,+107%,+122%,+13%,+5%,+13%,-56%,-56%,13,+49%,D,+49%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,1000 g,"['Bocal', 'Verre']",,,['Cora'],,4,"['E440 - Pectines', 'E330 - Acide citrique']",0.5 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.01 g,en faible quantité,,,,,
1975,Sucre en poudre - Winny - 1kg,5400247045379,['France'],['Sucre'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,A,['Winny'],"['Édulcorants', 'Sucres']",,,,,,,,,,,,,,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,"['EMB 80685C', 'Roye (Somme, France)']",1 kg,['Papier'],,,['Cora'],,2,,,,,,,,,,,,,,
1976,Salami Danois - Winny - 200g,5400247045584,['France'],"['Viande de porc', 'gras de porc', 'sel', 'sirop de glucose', 'épices', 'ail', 'antioxydants : E300 - E316', 'colorant : E120', 'conservateur : E250', 'ferments', ' Fumée naturelle']","['Non végétalien', 'Non végétarien']",2105,?,2105 kj(503 kcal),50,20,1,"< 0,5",14,4,"1,6",D,['Winny'],"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']",+24%,,+30%,+53%,+54%,-35%,-34%,-31%,+6%,+6%,26,+10%,E,+10%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['DE EV 58 EG'],200 g,"['Barquette', 'Plastique']",['Fabriqué en Allemagne'],['Allemagne'],['Cora'],,4,"['E300 - Acide ascorbique', 'E316 - Érythorbate de sodium', 'E120 - Acide carminique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",50 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,4 g,en quantité élevée,['Union européenne'],Salami Danois pur porc fumé,,,
1977,Saumon Atlantique Fumé - Winny - 200g,5400247045607,['France'],"['Saumon Atlantique 97% ', 'Salmo salar', 'sel 3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",762,?,762 kj(182 kcal),"9,9",1,"0,8","0,3","22,5",3,"1,2",D,['Winny'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",-3%,,-4%,-11%,-53%,+62%,-16%,+2%,+4%,+4%,12,-11%,D,-11%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,"['PL 04 031 802 WE', 'EMB 29340']",200 g,"['Barquette', 'Plastique', 'Frais']",,"['Pologne', 'France']",['Cora'],,3,,9.9 g,en quantité modérée,1 g,en faible quantité,0.3 g,en faible quantité,3 g,en quantité élevée,['Norvège'],,,,
1978,20 bâtonnets saveur Crabe - Winny - 400g,5400247045904,['France'],"['Eau', 'chair de poissons ', '22%', 'amidons ', 'blé', ""blanc d'oeuf poudre réhydraté"", 'chair de calmar géant', 'huile de colza', 'sel', 'sucre', 'arômes ', 'contient poissons et crustacés', 'stabilisants : sorbitols', 'E450', 'E451', ' exhausteur de goût: glutamate monosodique', 'colorant : extrait de paprika']","['Non végétalien', 'Non végétarien']",522,?,522 kj(125 kcal),4,"0,3","2,5",,7,"1,7","0,68",B,['Winny'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",+5%,,+5%,-15%,-54%,-78%,,-6%,-1%,-1%,,,,,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,"['FR 35.288.009 CE', 'Saint-Malo (Ille-et-Vilaine, France)']",400 g,"['Barquette', 'Plastique']",,,['Cora'],"['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Calmar géant', 'Calmar géant']",4,"['E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika']",4 g,en quantité modérée,0.3 g,en faible quantité,,,1.7 g,en quantité élevée,,Préparation à base de chair de poisson saveur crabe,,,
1979,Pain de mie - Winny - 500g,5400247046260,['France'],"['Farine de froment', 'eau', 'levure', 'sel', 'farine de seigle', 'sucre', 'huile de colza', 'conservateur : propionate de calcium', 'émulsifiants : E472e', 'farine de blé malté', 'agent de traitement de la farine : acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,B,['Winny'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,,,,,,,,,,,,,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,"['EMB 76018', 'Val-de-Saâne (Seine-Maritime, France)']",500 g,"['Sachet', 'Plastique']",['Fabriqué en France'],,['Cora'],['Gluten'],4,"['E282 - Propionate de calcium', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique']",,,,,,,,,,,,,
1980,Boulettes au bœuf surgelées - Winny - 900g,5400247046284,['France'],"['Viande de boeuf ', '51%', 'protéines de soja réhydratées ', '30%', 'eau', 'gras de boeuf', 'fibres de pousse de bambou', 'sel', 'sirop de glucose', 'betterave rouge déshydratée', 'arômes', 'plantes aromatiques']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",880,?,880 kj(210 kcal),15,"6,2","2,7","0,1","14,6",1,"0,4",,['Winny'],"['Viandes', 'Surgelés', 'Bœuf', 'Viandes surgelées', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande surgelées', 'Préparations de viande hachée', 'Préparations de viande hachées surgelées', 'Préparations de viande bovine hachée', 'Préparations de viande bovine hachée surgelées']",-5%,,-3%,-7%,-13%,-3%,-89%,-1%,+9%,+9%,8,-27%,C,-27%,,,,,,,,"['EMB 49176A', ""Lion-d'Angers (Maine-et-Loire, France)"", 'FR 49.176.001 CE', ""Lion-d'Angers (Maine-et-Loire, France)""]",900 g,"['Carton', 'Surgelé']",,['France'],['Cora'],['Soja'],4,,15 g,en quantité modérée,6.2 g,en quantité élevée,0.1 g,en faible quantité,1 g,en quantité modérée,,Préparation surgelée à 51% de viande hachée de boeuf et de protéines végétales,,,
1981,Gros sel - Winny - 1kg,5400247046307,['France'],"['Sel', 'anti-agglomérant : E536']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,['Winny'],"['Epicerie', 'Condiments', 'Sels', 'Gros sels']",,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,1 kg,"['Sachet', 'Plastique']",,['France'],['Cora'],,2,['E536 - Ferrocyanure de potassium'],,,,,,,,,,,,,
1982,Sel fin - Winny - 1kg,5400247046390,['France'],"['Sel fin', 'anti-agglomérant : E536 ou E535']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,['Winny'],"['Epicerie', 'Condiments', 'Sels', 'Sels fins']",,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,1 kg,"['Sachet', 'Plastique']",['Fabriqué en France'],['France'],['Cora'],,2,"['E536 - Ferrocyanure de potassium', 'E535 - Ferrocyanure de sodium']",,,,,,,,,,,,,
1983,Bâtonnets de la mer - Winny - 450g,5400247047014,['France'],"['65% Poisson ou 65% Produit de Calmar [encornet géant', 'amidon de maïs', 'exhausteur de goût ', 'glutamate monosodique', 'acidifiants ', 'citrates de sodium', 'acide citrique', ']', 'panure ', 'farine de blé', 'huile de tournesol et huile de colza en proportion variable', 'sel', 'épices', 'levure']","['Non végétalien', 'Non végétarien']",791,?,791 kj(189 kcal),"8,5","1,4","15,3",1,"12,1","0,9","0,36",E,['Winny'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Plats préparés', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Plats préparés surgelés', 'Batonnets de poisson']",+13%,,+9%,+10%,+25%,+4%,-44%,+14%,-20%,-20%,1,-52%,B,-52%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,['DE NI 12001 EG'],450 g,"['Carton', 'Surgelé']",,"['Océan Pacifique', 'Atlantique Nord-Est', 'Atlantique Sud-Ouest']",['Cora'],"['Poisson', 'Gluten', 'Mollusques', 'Encornet géant', 'Encornet géant']",4,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E330 - Acide citrique']",8.5 g,en quantité modérée,1.4 g,en faible quantité,1 g,en faible quantité,0.9 g,en quantité modérée,,"Bâtonnets de chair hachée de poisson ou de calamar, sans arête, panés, préfrits, surgelés",,,
1984,10 steaks hachés surgelés - Winny - 10 * 100g (1kg),5400247047212,['France'],['Steaks hachés 100% boeuf'],[],1046,?,1046 kj(250 kcal),20,"8,6",0,0,18,"0,17","0,068",E,['Winny'],"['Viandes', 'Surgelés', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes surgelées', 'Steaks hachés', 'Steaks surgelés', 'Steaks de bœuf hachés', 'Steaks hachés surgelés', 'Steaks hachés de bœuf surgelés']",+26%,,+25%,+46%,+43%,-100%,-100%,-5%,-14%,-14%,11,+214%,D,+214%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,"['FR 14.167.021 CE', 'Colombelles (Calvados, France)']",10 * 100 g (1 kg),"['Carton', 'Surgelé']",,['France'],['Cora'],,,,20 g,en quantité modérée,8.6 g,en quantité élevée,0 g,en faible quantité,0.17 g,en faible quantité,['Pologne'],,,,
1985,Gouda Holland - Winny - 500g,5400247047250,['France'],"['Lait de vache pasteurisé', 'sel', 'ferments', 'présure', 'colorant : E160a', 'conservateur : E251']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,368,1540 kj(368 kcal),"30,5",21,0,0,"23,4","1,9","0,76",D,['Winny'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages des Pays-Bas', 'Fromages pasteurisés', 'Goudas']",,-1%,-1%,0%,+2%,-100%,-100%,-3%,+1%,+1%,17,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['BE CO 021 EC'],500 g,"['Sachet', 'Plastique']",,['Belgique'],,['Lait'],4,"['E160a - Carotènes mélangés', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']",30.5 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,,,,
1986,Gouda jeune,5400247047267,['France'],[],[],?,368,1540 kj(368 kcal),"30,5",21,0,0,"23,4","1,9","0,76",D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas jeunes']",,+2%,+2%,+2%,+6%,-100%,-100%,-0%,-3%,-3%,17,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,30.5 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,,,,
1987,Riz Cantonais surgelé - Winny - 1kg,5400247048554,['France'],"['Riz blanc 68% ', 'eau', 'riz', 'épaule de porc 7% ', 'viande de porc', 'eau', 'sel', 'dextrose', 'sirop de glucose', 'épices', 'épaississant : E407a', 'stabilisant : E451', 'antioxydant : E301', 'conservateur : E250', 'omelette 7% ', 'oeuf', 'eau', 'farine de maïs', 'sel', 'jus de citron', 'épaississant : E415', 'oignon 5%', 'carottes 5%', 'petits pois 5%', 'huile de colza', 'sel', 'sauce soja en poudre ', 'fèves de soja', 'blé', 'sel', 'ail', 'extrait de levure']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",535,?,535 kj(128 kcal),"2,4","0,5",21,"0,9","4,4","0,95","0,38",C,['Winny'],"['Surgelés', 'Plats préparés', 'Céréales préparées', 'Plats préparés surgelés', 'Riz préparés', 'Riz cantonais']",-18%,,-18%,-40%,-27%,-11%,-29%,-16%,-3%,-3%,2,-13%,B,-13%,69.5%,13.6%,6.2%,6.3%,2.6%,1.8%,69,,1 kg,"['Sachet', 'Plastique', 'Surgelé']",['Fabriqué en Belgique'],['Belgique'],['Cora'],"['Œufs', 'Gluten', 'Soja']",4,"['E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",2.4 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,0.95 g,en quantité modérée,,"Préparation à base de riz au jambon, oeufs et légumes, surgelées",,,
1988,Asperges blanches pelées - Winny - 205g,5400247048691,['France'],"['Asperges', 'eau', 'sel', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",72,?,72 kj(17 kcal),"< 0,1","< 0,1","1,6","1,6","1,8","0,2","0,08",C,['Winny'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Asperges', 'Asperges en conserve', 'Asperges blanches en conserve']",+7%,,+1%,-56%,+134%,-14%,+21%,+33%,-75%,-75%,-6,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,205 g,"['Bocal', 'Verre']",,,['Cora'],,3,['E330 - Acide citrique'],0.1 g,en faible quantité,0.1 g,en faible quantité,1.6 g,en faible quantité,0.2 g,en faible quantité,['Chine'],,,,
