,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,ingredients_origins,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,packaging,markets,additives,allergens,manufacturing,palm_ingredients,link,traceability_code,brand_owner,origin_detail,producer_info
814,"Brochette de poulet au paprika - Plukon - 0,750kg",5413458001676,"['Nutriscore', 'Nutriscore A']",['France'],[],[],432,103,432 kj(103 kcal),"2,1","0,5","0,5","0,5",20,"1,4","0,56",E,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Volailles cuites', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Poulets cuisinés', 'Brochettes de volailles', 'Brochettes de poulet']",-13%,-28%,-52%,-92%,+13%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,"0,750 kg",['Plukon'],,,2.1 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,1.4 g,en quantité modérée,-28%,-60%,-87%,+22%,+22%,2,-34%,B,-34%,,"['Barquette', 'Plastique']",['Auchan'],,,,,,['BE B 690-H EC'],,,
815,Filet de Dinde - Le Gaulois,5413458065142,['Point Vert'],['France'],"['WWW', 'PLUKONFOODGROUP', 'COM PLUKON MAASMECHELEN NV SLAKWEIDESTRAAT 25 B-3630 MAASMECHELEN KLASSE A CLASSE VERS/FRAIS/FRISCH KOEL BEWAREN / AU FRAIS LAGERTEMPERATUR - rc-+4ec']",[],?,110,460 kj(110 kcal),"1,2","0,3","0,6","0,6",25,"0,13","0,052",D,"['Viandes', 'Volailles', 'Dindes', 'Filets de dinde']",,+2%,-19%,-35%,+14%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Le Gaulois'],,,1.2 g,en faible quantité,0.3 g,en faible quantité,0.6 g,en faible quantité,0.13 g,en faible quantité,+0%,-45%,-19%,-90%,-90%,-4,-282%,A,-282%,,,,,,,,,,,,
816,Sundae Softijscup Met Aardbeisaus,5413556030387,,['France'],[],[],?,208,870 kj(208 kcal),"9,4","8,5","28,1",27,"2,7","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Olives Diabolo - 150g,5413588600848,,"['France', 'Suisse']",[],[],?,143,598 kj(143 kcal),14,"2,1","2,5","0,3","1,3","2,9","1,16",,,,,,,,,,,,,,,150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Nazareth Light - 150g,5413721142075,"['Peu ou pas de matière grasse', 'Peu ou pas de sel', 'Peu de matière grasse', 'Peu de sel', 'Allégé en matière grasse']",['France'],"['Lait pasteurisé', 'sel', 'présure', 'ferments lactiques', 'colorant : E160b', ""conservateur : lysozyme d'oeufs""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1102,?,1102 kj(263 kcal),16,"9,7",0,0,30,"1,3","0,52",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages pasteurisés', 'Fromages en tranches']",-21%,,-41%,-100%,+30%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,150 g,"['Nazareth', 'Milcobel', 'Belgomilk', 'Fromage Brugge']",,4,16 g,en quantité modérée,9.7 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,-22%,-47%,-100%,-24%,-24%,12,-24%,D,-24%,Fromage belge à trous au goût fruité,"['Barquette', 'Plastique']","['Carrefour', 'Magasins U']","['E160b - Rocou', 'E1105 - Lysozyme']","['Œufs', 'Lait']",['Belgique'],,,['BE CO 378 A EC'],,,
819,Guimauve artisanale  BELGE,5413791300702,,['France'],[],[],?,247,1033 kj(247 kcal),1,"0,6","57,3","48,5","2,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,Tagliatelles provençales - STEFANO TOSELLI SAS - 450g,5413848539727,,['France'],[],[],?,159,665 kj(159 kcal),"7,7","2,8","14,6","2,2","6,6","0,6","0,24",,['Tagliatelles aux légumes du soleil et à la viande de porc'],,,,,,,,,,,,,450 g,['STEFANO TOSELLI SAS'],,,7.7 g,en quantité modérée,2.8 g,en quantité modérée,2.2 g,en faible quantité,0.6 g,en quantité modérée,,,,,,1,,B,,,['Barquette\xa0 Frais'],['Auchan'],,,,,https://www.stefano-toselli.com/,,,,
821,Cécémel,5414150525927,"['Agriculture durable', 'en:UTZ Certified']",['France'],['Cécimel'],[],?,76,318 kj(76 kcal),"1,6","1,1","11,8","11,6","3,2","0,1","0,04",C,"['Produits laitiers', 'Laits']",,+15%,-22%,+96%,-10%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Cécémel'],,,1.6 g,en faible quantité,1.1 g,en faible quantité,11.6 g,en quantité modérée,0.1 g,en faible quantité,+16%,-8%,+114%,-19%,-19%,2,+248%,B,+248%,,,,,,,,,,,,
822,Cécémel dark - 0.5l,5414150996772,,"['Belgique', 'France']","['Lait', 'chocolat en poudre 8% ', 'sucre', 'cacao', ' Citroenzuur ', ' Acide Citrique']",['Non végétalien'],?,?,,?,,?,,?,,,C,"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat', 'Boissons avec sucre ajouté']",,,,,,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,0.5l,"['Cécémel', 'Chocomel']",,3,,,,,,,,,,,,,,,,,,lait chocolaté au chocolat noir,"['Verre', 'Bouteille']",['Noz'],['E330 - Acide citrique'],['Lait'],"['FrieslandCampina', 'Amersfoort', 'Pays-Bas']",,,['BE IN 325 EC'],,,
823,Anoual - Zahra,5414183006332,['Halal'],['France'],"['VIANDE DE DINDE 51%', 'GRAS DE JEUNE BOVIN 30%', 'VIANDE DE BŒUF 19%', 'ASSAISONNEMENTS', 'SUCRES: LACTOSE ', 'PROTÉINE DE LAIT', 'DEXTROSE DE BLÉ', 'SACCHAROSE', 'STABILISANT: DIPHOSPHATE', 'ANTIOXYGENE : E 316', 'CONSERVATEURS : NITRITE DE SODIUM', 'NITRATE DE POTASSIUM', ' FERMENTS', 'ADDITIFS : CARBONATE DE CALCIUM', ' ENVELOPPE COLLAGÈNE DE BŒUF HALAL NON COMESTIBLE']","['Non végétalien', 'Non végétarien']",?,466,1950 kj(466 kcal),"40,8",20,"2,53","2,53","22,1","5,1","2,04",,,,,,,,,,,,,,,,['Zahra'],,4,,,,,,,,,,,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",,,,"['FR 42.059.001 CE', 'Chazelles-sur-Lyon (Loire, France)']",,,
824,Pita piquant,5414268050014,,['France'],[],[],?,230,962 kj(230 kcal),17,"1,2","8,2","4,9",10,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Frais'],,,,,,,,,,
825,Ketchup - Croky - 175g,5414359921735,,['France'],[],[],?,534,2234 kj(534 kcal),"33,1",3,53,"2,9","6,1","1,3","0,52",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', ""Chips de pommes de terre à l'huile de tournesol""]",,+1%,+3%,+3%,-0%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,175 g,['Croky'],,,33.1 g,en quantité élevée,3 g,en quantité modérée,2.9 g,en faible quantité,1.3 g,en quantité modérée,+1%,+2%,+25%,-9%,-9%,8,-30%,C,-30%,,,,,,,,,,,,
826,Crazy Ribble Chips Nature - Croky - 125g,5414359961304,,"['Belgique', 'France']","['Pommes de terre', 'huile de tournesol', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2310,552,2310 kj(552 kcal),35,"3,1",52,"0,5","5,8","1,175","0,47",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",+4%,+3%,+5%,+2%,-2%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,125 g,['Croky'],,3,35 g,en quantité élevée,3.1 g,en quantité modérée,0.5 g,en faible quantité,1.18 g,en quantité modérée,+3%,+4%,-61%,-11%,-11%,14,+28%,D,+28%,Chips de pommes de terre avec 35% d'huile de tournesol,"['Sachet', 'Plastique']",['Action'],,,,,,,,,
827,Lait uht entier - Laiterie Des Ardennes,5414661000111,,['France'],[],[],?,65,272 kj(65 kcal),"3,6","2,3","4,7","4,7","3,4","0,13","0,052",D,"['Produits laitiers', 'Laits']",,-2%,+75%,-22%,-4%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Laiterie Des Ardennes'],,,3.6 g,en quantité modérée,2.3 g,en quantité modérée,4.7 g,en faible quantité,0.13 g,en faible quantité,-1%,+93%,-13%,+5%,+5%,1,+74%,B,+74%,,,,,,,,,,,,
828,Iglo Field Fresh Spruitjes Met Spek - 450g,5414807001453,,"['Belgique', 'France']",[],[],?,90,377 kj(90 kcal),"6,8","3,1","4,1","3,1","3,3","0,6","0,24",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Viandes', 'Surgelés', 'Charcuteries', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Charcuteries diverses', 'Légumes surgelés', 'Porc', 'Bacon', 'Allumettes de porc', 'Choux de Bruxelles', 'Choux de Bruxelles surgelés', 'Lardons de porc']",,+109%,+1020%,-1%,+4%,32.3%,0.3%,15.7%,12.6%,32.4%,6.7%,95,450 g,['Iglo'],,,6.8 g,en quantité modérée,3.1 g,en quantité modérée,3.1 g,en faible quantité,0.6 g,en quantité modérée,+108%,+1887%,+35%,+2028%,+2028%,-3,,A,,,,['Delhaize'],,,,,,,,,
829,Iglo Sea Fresh Suprême Atlantische Zalm,5414807002900,,"['Belgique', 'France']",[],[],?,202,845 kj(202 kcal),13,"3,1",0,0,20,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,
830,Potiron - Royco,5414972110462,,"['Belgique', 'France']","['200 mi eau', 'légumes ', 'potiron 2,5%', 'oignon', 'poireau', 'tomate', 'betterave rouge', 'amidon de pomme de terre et de maïs', 'sirop de glucose', 'sucre', 'graisse de palme', 'sel', 'arômes ', ""contient de l'orge"", 'du lait et du blé', 'lait écrémé en poudre', 'poudre de beurre', 'persil', 'ail', 'émulsifiant: E472e', 'curcuma', 'stabilisants: E340 et E451', 'acidifiant: E330', 'protéines de lait', 'céleri', ' Peut contenir des traces de soja']","['Huile de palme', 'Non végétalien']",?,38,159 kj(38 kcal),"1,3","0,7","6,2",2,"0,3","0,8","0,32",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes de potiron']",,+12%,+5%,+43%,-57%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,['Royco'],,4,1.3 g,en faible quantité,0.7 g,en faible quantité,2 g,en faible quantité,0.8 g,en quantité modérée,+12%,+14%,+9%,+20%,+20%,3,+60%,C,+60%,,,['Delhaize'],"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Céleri', 'Gluten', 'Lait']",,['Huile de palme'],,,,,
831,Mayonnaise - Devos Lemmens - 450ml,5414972115481,,['France'],[],[],?,344,1439 kj(344 kcal),32,"2,9","12,7","8,6","1,2","1,9","0,76",D,"['Epicerie', 'Sauces', 'Mayonnaises']",,-44%,-52%,+372%,-2%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,450 ml,['Devos Lemmens'],,,32 g,en quantité élevée,2.9 g,en quantité modérée,8.6 g,en quantité modérée,1.9 g,en quantité élevée,-44%,-53%,+489%,+43%,+43%,15,-16%,D,-16%,,,,,,,,,,,,
832,Tomates légumes - Liebig,5414972116181,,"['Belgique', 'France']","['Légumes 49% ', 'tomate 24%', 'oignon', 'carotte', 'céleri-rave', 'poireau', 'eau', 'vermicelles cuits 4,6% ', 'farine de blé', 'gluten', 'blanc d’œuf', 'amidon modifié', 'sel', 'huile de colza', 'arômes ', 'contient du céleri', 'lait écrémé en poudre']","['Sans huile de palme', 'Non végétalien']",?,24,100 kj(24 kcal),"0,4",0,"3,5","1,2","0,9","0,8","0,32",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés']",,-65%,-77%,-53%,-55%,,,,,,,,,['Liebig'],,4,0.4 g,en faible quantité,0 g,en faible quantité,1.2 g,en faible quantité,0.8 g,en quantité modérée,-63%,-100%,-79%,+22%,+22%,-2,,A,,,,['Delhaize'],['E14XX - Amidons modifiés'],"['Céleri', 'Œufs', 'Gluten']",,,,,,,
833,Royco Cup Sweet Tomaat X8,5414972118024,,"['Belgique', 'France']","['pâtes ', 'semoule de blé', ' sel', 'tomates 2290', 'maltodextrine', 'amidon', 'sucre', 'sel', 'huile de palme', 'extrait de levure', 'ùrômes', 'herbes sirop de glucose', 'betterale rouge', 'épice', ' amidon modifié', 'acidifiant: acide citrique', ' Peut cont des traces de lait', 'céleri', 'œuf', 'et moutarde', ' Een intacte verpèkking']",['Huile de palme'],?,161,674 kj(161 kcal),"1,8",1,32,"8,5","3,9","2,1","0,84",,,,,,,,,,,,,,,,['Royco'],,4,,,,,,,,,,,,,,,,,,,,['Delhaize'],"['E14XX - Amidons modifiés', 'E330 - Acide citrique']",,,['Huile de palme'],,,,,
834,Kiwis bio - Zespri - 6pièces,5415191476889,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'BE-BIO-01', 'Catégorie I']",['France'],"['Kiwis Hayward', 'calibre 82-93 g']",[],?,81,339 kj(81 kcal),"0,66","0,087","14,7","8,8","1,17","0,006","0,002",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",,+9%,+44%,+1%,+6%,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,6 pièces,['Zespri'],['Nouvelle-Zélande'],,0.66 g,en faible quantité,0.087 g,en faible quantité,8.8 g,en quantité modérée,0.006 g,en faible quantité,+7%,+22%,-14%,+32%,+32%,-3,,A,,,"['Barquette', 'Plastique', 'Carton']",['Intermarché'],,,,,,,,,
835,Kiwi Gold - Zespri - 4unités,5415191679082,,['France'],[],[],?,61,255 kj(61 kcal),"0,28","0,065","15,8","12,3","1,02","0,007","0,003",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",,-18%,-39%,+9%,-7%,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,4 unités,['Zespri'],['Nouvelle-Zélande'],,0.28 g,en faible quantité,0.065 g,en faible quantité,12.3 g,en quantité modérée,0.007 g,en faible quantité,-20%,-9%,+21%,+54%,+54%,-3,,A,,,,,,,,,,,,,
836,Mix pain Kesra,5415196001819,,['France'],[],[],?,388,1623 kj(388 kcal),"1,5","0,3","66,8","3,6","12,8","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Vintense 0% Chardonnay - 75cl,5415270100285,,['France'],[],[],?,18,75 kj(18 kcal),0,0,"4,1","4,1",0,0,0,,,,,,,,,,,,,,,75 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Veggi Deli Natural,5420005730118,['Agriculture UE/Non UE'],['France'],[],[],?,215,900 kj(215 kcal),17,"1,5","7,8","1,3","5,2","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Roulade de paris,5420005753124,"['Végétarien', 'Agriculture non UE', 'Végétalien', 'Agriculture UE/Non UE']",['France'],[],"['Végétalien', 'Végétarien']",?,201,841 kj(201 kcal),19,"1,6","2,5",1,"3,2","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Becher'],,,,,,,,,,
840,Huile Essentielle Bio Tea Tree Melaleuca Alternifolia Pranarom - 10ml,5420008524509,['Bio'],['France'],['metaleuca altermifolia 100%'],[],?,?,,?,,?,,?,,,,['Huiles-essentielles'],,,,,,,,,,,,,10 ml,['Pranarom'],,,,,,,,,,,,,,,,,,,,,"['bouteille en verre', 'Carton']",,,,,,,,,,
841,Gelée de Pommes - Lambert - 160g,5420058005225,,['France'],"['Pommes ', '49%', 'sucre', 'jus de citron concentré', 'gélifiant : pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",928,223,928 kj(223 kcal),"0,1",0,55,55,"0,2",0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de pommes']",,-3%,-49%,+1%,-24%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,160 g,['Lambert'],,4,0.1 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,-3%,-100%,+4%,-100%,-100%,11,+1%,D,+1%,,"['Bocal', 'Verre']",['Leader Price'],['E440 - Pectines'],,,,,,,,
842,Sauce samouraï - Halwa - 500ml,5420058007199,"['Halal', 'Eurohalal']",['France'],"['Huile de colza ', '62 %', 'eau', 'vinaigre', ""poudre de jaunes d'oeufs"", 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'curcuma', 'extraits naturels ', 'moutarde', 'clou de girofle', 'sel', 'amidon modifié de maïs', 'chili ', '1,2 %', 'acidifiant ', 'acide citrique', 'conservateurs ', 'sorbate de potassium', 'benzoate de sodium', 'antioxydants ', 'extraits de romarin', 'calcium disodium EDTA', 'extrait de thé vert', 'arôme paprika', 'colorant ', 'extrait de paprika']",['Non végétalien'],2787,?,2787 kj(666 kcal),"74,5","4,4","0,61","0,15","1,25","2,8","1,12",D,"['Epicerie', 'Sauces', 'Sauces samouraï']",+16%,,+20%,-81%,+12%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,500 ml,['Halwa'],,4,74.5 g,en quantité élevée,4.4 g,en quantité modérée,0.15 g,en faible quantité,2.8 g,en quantité élevée,+17%,-7%,-90%,+34%,+34%,20,+4%,E,+4%,Sauce émulsionnée froide avec chili,"['Flacon', 'Squeezer', 'Plastique']",['Intermarché'],"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin', 'E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E160c - Extrait de paprika']","['Œufs', 'Moutarde']",,,,,,,
843,Sauce Cocktail Whisky - Produits Saint Christophe - 200ml,5420058007434,,['France'],"['Huile de colza ', '67,7%', 'sucre', 'purée de tomates', 'eau vinaigre', ""iaunes d'oeufs salés"", 'Whisky gélifié ', 'Whisky ', '72%', 'sucre', 'brûlé', 'arôme de Whisky', 'sucre', 'extraits naturels et aromates ', 'poivre', 'céleri', 'sucre brûlé', 'tamarin', 'levure', 'noix de muscade', 'clou de girofle', 'moutarde ', 'eau', 'graines de moutarde vinaigre', 'sel', 'curcuma', 'sel', 'acidifiant ', 'acide citrique', ' extraits de thé vert', 'antioxydant ', 'extraits de romarin', 'EDTA', 'épaississant ', 'gomme xanthane', ' colorant ', 'bêta-carotène ', ' SuggestlQLT Accompagne vos plats de poissons', 'rites', 'fondue bourguignone barbecue']","[""Pourrait contenir de l'huile de palme""]",?,664,2778 kj(664 kcal),69,"5,5","7,5",7,1,"1,5","0,6",,"['Epicerie', 'Sauces', 'Sauces cocktail']",,+33%,+35%,-15%,-26%,,,,,,,,200 ml,['Produits Saint Christophe'],,4,69 g,en quantité élevée,5.5 g,en quantité élevée,7 g,en quantité modérée,1.5 g,en quantité modérée,+34%,+17%,+7%,-1%,-1%,18,+8%,D,+8%,,,,"['E330 - Acide citrique', 'E392 - Extrait de romarin', 'E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E415 - Gomme xanthane', 'E160ai - Bêta-carotène']","['Céleri', 'Moutarde']",,,,,,,
844,Sauce cocktail - Saint Christophe,5420058007601,,['France'],[],[],?,606,2536 kj(606 kcal),62,5,"9,2","8,2","1,5","1,3","0,52",,"['Epicerie', 'Sauces', 'Sauces cocktail']",,+21%,+22%,+4%,+10%,,,,,,,,,['Saint Christophe'],,,62 g,en quantité élevée,5 g,en quantité modérée,8.2 g,en quantité modérée,1.3 g,en quantité modérée,+22%,+6%,+25%,-14%,-14%,17,+2%,D,+2%,,,,,,,,,,,,
845,Sauce cocktail whisky - Delka S.A. - 350ml,5420058007625,,['France'],[],[],?,664,2778 kj(664 kcal),"69,1","5,5","7,5",7,1,"1,5","0,6",,"['Epicerie', 'Sauces']",,+179%,+282%,-24%,-63%,,,,,,,,350 ml,['Delka S.A.'],,,69.1 g,en quantité élevée,5.5 g,en quantité élevée,7 g,en quantité modérée,1.5 g,en quantité modérée,+182%,+155%,+8%,-38%,-38%,20,+72%,E,+72%,,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,,,,,,,
846,Sauce hannibal grill,5420058007786,,['France'],[],[],?,492,2059 kj(492 kcal),"45,7","3,7","17,8","15,5",2,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,Riz Quinoa - Rice Dream,5425000191407,['Sans sucre ajouté'],"['Belgique', 'France']","['eau', 'riz ', '14%', 'farine de quinoa ', '2%', 'huile de tournesol', 'phosphate de calcium', 'stabilisateur: gomme gellane', ' sel de mer', 'vitamines D2 8 B12', ' / Bien agiter avant emploi']",[],?,59,247 kj(59 kcal),"1,2","0,1","11,5","7,4","0,4","0,07","0,028",,,,,,,,,,,,,,,,['Rice Dream'],,4,,,,,,,,,,,,,,,,,,,,['Delhaize'],['E418 - Gomme gellane'],,,,,,,,
848,Brick Lit.lait 1 / 2 Ecreme 1er Prix * - Intermarché,5425004980502,,"['Belgique', 'France']",[],[],?,50,209 kj(50 kcal),"1,5","1,1","4,8","4,8","3,6","0,12","0,048",D,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,+6%,-4%,-0%,+11%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,1,['Intermarché'],,,1.5 g,en faible quantité,1.1 g,en faible quantité,4.8 g,en faible quantité,0.12 g,en faible quantité,+7%,+9%,0%,+9%,+9%,0,,B,,,,['Intermarché'],,,,,,,,,
849,Tripel - Gouden Carolus - 33cl,5425006240024,"['World Beer Awards', 'en:Belgian Family Brewers', 'Déconseillé aux femmes enceintes']",['France'],"[""malt d'orge""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bières fortes', 'Bière triple']",,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,['Gouden Carolus'],,3,,,,,,,,,,,,,,,,,,,"['Bouteille en verre brune', 'Capsule métal', 'Recycle']",,,['Gluten'],,,,,,,
850,Miel De Pay Honing Miel Honey (1KG) - Sans marque - 1kg,5425006405058,,['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,320,1339 kj(320 kcal),"0,1",0,"79,3","79,3","0,4","0,006","0,002",B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels crémeux']",,+0%,+310%,-2%,+48%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,1 kg,['Sans marque'],,2,0.1 g,en faible quantité,0 g,en faible quantité,79.3 g,en quantité élevée,0.00625 g,en faible quantité,-0%,-100%,0%,-37%,-37%,,,,,,"['Pot', 'Plastique']",,,,,,,,,,
851,Bel &bio Thins Milk Almond - Coconut 6X120G - bel et bio - 120grs,5425007881790,"['Bio', 'Bio européen', 'Commerce équitable', 'BE-BIO-01', 'Max Havelaar', 'Pur beurre de cacao', 'Bio-organic-et-fairtrade']",['France'],"['Cane sugar', ' Cocoa butter', ' Whole milk powder ', 'Sliced almonds I ', '17%', ' Sea salt ', '04%', ' Cocoa nbs', ' ', '04%', ' oOrganically-grown product', ' Production controlled by Certisys BE-BIO-01', ' ICocoa', 'Cane sugar: traded in compliance with Fairtrade standards', 'total 77% Visit www', 'info', 'fairtrade', 'net', ' May contain hazelnuts', 'pistachios and Zutaten: Rohrzucker Kakaobutter', 'Vollmilchpulver Cocoa mass""', 'Coconut® ', '3', '4%', 'Cocoa ', ' Kakaoma Mandeln° ', '17%', ' ökologischer Lan ', '3', '4%', '0,4%', 'Kakaopulver"" geschälte er', '0', '4%', ',*Aus osnusse Meersatz Kakaospım t', ' Produktion kontrolliert durch Certisys kdo', 'Rohrzuckerl: nach Fairtrade-Standards samtanteil 77% wwwinfo', 'faîtrade', 'net', ' Kann Spuren gehandelt', ' Ge von Haseinüssen', ' Pistazien und Soja enthalten']",[],?,568,2377 kj(568 kcal),"41,42",26,"42,3","39,6","7,4","0,59","0,236",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,+3%,+14%,-8%,+2%,,,,,,,,120 grs,['bel et bio'],['Pérou'],,41.4 g,en quantité élevée,26 g,en quantité élevée,39.6 g,en quantité élevée,0.59 g,en quantité modérée,+3%,+23%,-4%,+324%,+324%,27,+15%,E,+15%,,['Paquet'],['Carrefour'],,,['Belgique'],,,,,,
