,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,labels,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,quantity,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,manufacturing,allergens,nova_score,ingredients_origins,additives,link,generic_name,brand_owner
992,Noix de cajou grillées - Daco Bello,3270720017207,['France'],[],[],?,595,44,30,18,,,2489 kj(595 kcal),"7,8","5,6","0,03","0,012",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,-1%,-5%,+17%,-4%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,['Daco Bello'],,,44 g,en quantité élevée,7.8 g,en quantité élevée,5.6 g,en quantité modérée,0.03 g,en faible quantité,-0%,-8%,-14%,-95%,-95%,5,-34%,C,-34%,,,,,,,,,
993,Water Natural Spring Water - 500mL,0787099402082,['France'],['tural Spring Water from the Austrian Alps'],[],?,?,?,?,?,,,,,,,,,"['Boissons', 'Eaux', 'Eaux de sources']",,,,,,,,,,,,,,500 mL,,,,,,,,,,,,,,,0,-100%,A,-100%,,,,,,,,,
994,Desperados,3599780266463,['France'],[],[],?,59,0,"6,3",0,,,247 kj(59 kcal),0,"2,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Sauce aux morilles,8059070741797,['France'],[],[],?,344,33,"9,2",2,['Fabriqué en Italie'],,1439 kj(344 kcal),10,"3,9","1,7","0,68",,"['Epicerie', 'Sauces', 'Sauces aux morilles']",,+45%,+82%,-7%,-26%,,,,,,,,,,,33 g,en quantité élevée,10 g,en quantité élevée,3.9 g,en faible quantité,1.7 g,en quantité élevée,+46%,+363%,-40%,-30%,-30%,20,+72%,E,+72%,,,,,,,,,
996,Musa Cava Brut,8413216151138,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Domaine Mamounia - Coteaux de Mascara,6130302000577,['France'],[],[],?,?,?,?,?,,,,,,0,0,,,,,,,,,,,,,,,['Coteaux de Mascara'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Bière,3770003469544,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Caramel gourmand,074172,['France'],[],[],?,489,29,52,4,,,2046 kj(489 kcal),19,45,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Cachet Select Wild u Pute (Aldi),4061458032643,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dose'],,,,,,,,
1001,Wacholderbeeren ganz - Fuchs,4027900316006,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges']",,,,,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,['Fuchs'],,,,,,,,,,,,,,,,,,,,['Kunststoff'],,,,,,,,
1002,Yaourt au lait entier - Carrefour,0200121005063,['France'],[],[],?,63,"3,4","4,1","3,9",,,264 kj(63 kcal),"2,1","4,1","0,13","0,052",,,,,,,,,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Organic chips millet et sunflower seeds,3800233070873,['France'],[],"['Végétalien', 'Végétarien']",?,449,15,66,"8,6","['Végétarien', 'en:gluten-free', 'Végétalien']",,1879 kj(449 kcal),"3,6","0,3","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,The earl grey - Kusmi Tea,3585810075594,['France'],[],[],?,0,0,0,0,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,['Kusmi Tea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,The Honeybush Nature Af du sud,3700111085138,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Galette,0219700026177,['France'],[],[],?,431,20,53,"6,5",,,1803 kj(431 kcal),12,21,"0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,"Château CROIX FIGEAC Saint Emiilion Grnd Cru 2011 - Saint Emilion grand cru - 0,75litre",3277035313413,['France'],"['СНАТЕДU CROIX FIGEAC SAINT-EMILION GRAND CRU APPELLATION SAINT-EMILION GRAND CRU CONTROLEE MIS EN BOUTEILLE AU CHÂTEAU Ste', ' Cinile Rocher Bellebue Figeac proprietaire à Saint-Emilion - France PRODUCT OF FRANCE-BORDEAUX CONTIENT DES SULFITES - CONTAINS SULFITES-ENTHALT SULAIE 2011 13,5% YOL', ' 75 el L1 U CHATEAU LA CROIX FIGEAC 11 3 277035 313413']",[],?,?,?,?,?,,,,,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,['Saint Emilion grand cru'],"0,75 litre",,,,,,,,,,,,,,,,,,,['Bouteille verre'],,['Anhydride sulfureux et sulfites'],,,,,,
1008,5 pains au chocolat et 5 croissants pur beurre,0260059020330,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Glace caramel,3557340011007,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Gira e fila - 2x 125g,8008034001651,['France'],[],[],?,317,25,"0,5",22,,,1326 kj(317 kcal),17,"0,5",1,"0,4",,,,,,,,,,,,,,,,2 x 125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Dis kaffee,4316268598972,['France'],[],[],?,370,0,"90,2","1,1","['Agriculture durable', 'en:UTZ Certified']",,1548 kj(370 kcal),0,"90,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Miel d'oranger,8431523107037,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Casino,29008247,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Casino'],,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Mini Madeleine framboise,3760074872572,['France'],[],[],?,428,"19,7",55,"6,5",,,1791 kj(428 kcal),"12,5",22,"1,22","0,488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Confiture pêche bio,3324499444457,['France'],[],[],?,178,0,44,0,['Bio'],,745 kj(178 kcal),0,43,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Donuts,0269045020330,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Pain au chocolat pur beurre,0260131019351,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,The vert bio+ parfume,3770010644576,['France'],[],[],?,?,?,?,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Chocolat noir 72% Venezuela - Malakoff - 90g,3760273080402,['France'],"['pâte de cacao Venezuela', 'sucre', 'beurre de cacao', 'arôme naturel de vanille', ' Traces possibles de gluten', 'lait', 'soja et fruits à coque']",[],?,566,43,29,"8,2",,,2368 kj(566 kcal),26,25,"0,02","0,008",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,+2%,+9%,-25%,+7%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Malakoff'],90 g,,43 g,en quantité élevée,26 g,en quantité élevée,25 g,en quantité élevée,0.02 g,en faible quantité,+2%,+13%,-21%,-57%,-57%,22,+4%,E,+4%,,,,4,,,,,
1020,Quick milk magic sipper chocolate,11622512,['France'],[],[],?,378,1,90,"1,7",,,1582 kj(378 kcal),"0,6","84,1","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Blat infkat amb mel buo,8411058004957,['France'],[],[],?,381,"1,1","82,9","7,8",,,1594 kj(381 kcal),"0,2","7,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Chipolatas supérieures - Maître Jacques,3388340071193,['France'],[],[],?,243,19,"1,1",16,['Sans colorants'],"['FR 35.238.019 CE', 'Rennes (Ille-et-Vilaine, France)']",1017 kj(243 kcal),"7,9","0,8","1,79","0,716",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,+2%,+1%,-6%,+4%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,['Maître Jacques'],,,19 g,en quantité modérée,7.9 g,en quantité élevée,0.8 g,en faible quantité,1.79 g,en quantité élevée,+2%,+9%,+27%,-1%,-1%,17,+2%,D,+2%,,,,,,,,,
1023,Herbesan - Phyto Bouleau Detox - 20 Ampoules De 15ML,3428883667009,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Herbesan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Ogórki kwaszone,5902009000300,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Beurre doux pasteurisé,3760251940018,['France'],[],[],?,749,82,1,"0,7",,,3134 kj(749 kcal),49,"0,1",0,0,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,+2%,+1%,+35%,+2%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,82 g,en quantité élevée,49 g,en quantité élevée,0.1 g,en faible quantité,0 g,en faible quantité,+3%,-11%,-85%,-100%,-100%,18,-4%,D,-4%,,,,,,,,,
1026,Pains aux raisins - Leclerc,0204549018698,['France'],[],[],?,384,14,56,"7,4",,,1607 kj(384 kcal),9,23,"0,7","0,28",,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Les croquants du jura figue,3279050007476,['France'],[],[],?,326,"2,39","71,7","2,98",,,1364 kj(326 kcal),"0,23","44,9","4,08","1,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Salade Hawaienne - Leclerc,00090230,['France'],[],[],?,27,0,"5,2","0,7",,,113 kj(27 kcal),0,"4,5","0,04","0,016",,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Typ schoko cookie - Hochwald,4003490066989,['France'],[],[],?,66,"1,7","8,9","3,7",,,276 kj(66 kcal),"1,1","8,8","0,15","0,06",,,,,,,,,,,,,,,['Hochwald'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Pain au chocolat pur beurre x4 - 260g,3033759933203,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,260 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Coulis extra de framboise - Fruits Rouges & Co,73021131,['France'],[],[],?,105,"0,5",20,"1,2","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,439 kj(105 kcal),0,20,"0,01","0,004",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de framboise']",,-20%,+81%,-29%,+36%,,,,,,,,['Fruits Rouges & Co'],,,0.5 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,0.01 g,en faible quantité,-20%,-100%,-24%,-38%,-38%,0,-100%,B,-100%,,,,,,,,,
1032,Queue de crevettes congelées,3364699127149,['France'],[],[],?,83,"0,87","0,93","17,79",,,347 kj(83 kcal),"0,3","0,58","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Cidre doux,3760114240163,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres doux']",,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Txistorra,7600570029390,['France'],[],[],?,368,"31,8","1,6","18,8","['en:gluten-free', 'Sans lactose']",,1540 kj(368 kcal),"11,2","1,4","2,76","1,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Pur jus de pomme framboise de Normandie,2017000001829,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Thaï Chili,5410803009738,['France'],[],[],?,177,"0,1","43,6","0,3",,,741 kj(177 kcal),0,"40,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Mysore Park,8904156700376,['France'],[],[],?,538,"32,9","55,9","4,5",,,2251 kj(538 kcal),"17,2",41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Barbecue Steack,4250072807120,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Rillettes de sardines aux tomates confites - L'Atelier du Poissonnier,3760007090721,['France'],[],[],?,212,17,"1,9","11,8",,,887 kj(212 kcal),"6,3","1,9","1,2","0,48",D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de sardine']",,-7%,-6%,-11%,-15%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,"[""L'Atelier du Poissonnier""]",,,17 g,en quantité modérée,6.3 g,en quantité élevée,1.9 g,en faible quantité,1.2 g,en quantité modérée,-7%,-15%,+71%,+15%,+15%,13,+7%,D,+7%,,,,,,,,,
1040,Confiture Anatra,3760242430559,['France'],[],[],?,182,"0,2","43,9","0,4",,,761 kj(182 kcal),0,"41,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Pâte à tartiner d'apéritif,3700774300098,['France'],[],[],?,572,40,43,"6,2",,,2393 kj(572 kcal),"7,2",40,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Bepanthen,7640109660601,"['France', 'Suisse']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['tube/n'],,,,,,,,
1043,Rôti de porc fumé,2423289054775,['France'],[],[],?,141,"6,3",12,20,"['Viande Française', 'Viande Porcine Française']",,590 kj(141 kcal),"2,9","0,9","1,89","0,756",E,"['Viandes', 'Porc', 'Rôtis de porc']",,-2%,+25%,+1369%,-11%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,6.3 g,en quantité modérée,2.9 g,en quantité modérée,0.9 g,en faible quantité,1.89 g,en quantité élevée,-1%,+39%,+44%,+10%,+10%,11,+54%,D,+54%,,,,,,,,,
1044,Maria la de toda la vida,8411309500313,['France'],[],[],?,449,"10,4","79,1","9,74",,,1879 kj(449 kcal),"1,3","24,2","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Yaourt de brebis à la confiture framboises - La Ferme d'Alcas,3770011205066,['France'],[],[],?,?,?,?,?,"['Bio', 'Bio-dynamie', 'Demeter']",,,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au lait de brebis']",,,,,,,,,,,,,"[""La Ferme d'Alcas""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Aiguillettes plt cornflakes,0203730011876,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Calamars farcis local,0247322103587,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Galette de riz et quinoa - Urtekram,5765228882689,['France'],[],[],?,390,"3,9",78,"8,2",,,1632 kj(390 kcal),"0,7","0,8","0,9","0,36",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']",,-10%,-67%,+10%,+11%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,['Urtekram'],,,3.9 g,en quantité modérée,0.7 g,en faible quantité,0.8 g,en faible quantité,0.9 g,en quantité modérée,-10%,-89%,-94%,+395%,+395%,2,-76%,B,-76%,,,,,,,,,
1049,Cous cous oriental - Trevijano - 300g,8410770600126,['France'],[],"['Végétalien', 'Végétarien']",?,374,"2,2","72,7","12,9","['Végétarien', 'Végétalien', 'Sans additifs', 'Sans colorants', 'Sans conservateurs']",,1565 kj(374 kcal),"1,5","5,8","0,08","0,032",,,,,,,,,,,,,,,['Trevijano'],300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,1/4 jambon désossé reconstitué,0264579061330,['France'],[],[],?,226,"11,8","0,5","29,5",,,946 kj(226 kcal),"4,2","0,4",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,7611100320719,7611100320719,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Chocolat Blanc Speculoos - Nestlé,7613033693533,['France'],[],[],?,558,"33,9","55,4","7,6",,,2335 kj(558 kcal),"21,1","50,9","0,3","0,12",,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Tortelloni - 250g,10212288,['France'],[],[],?,279,"6,1","43,7","10,6",,,1167 kj(279 kcal),"2,9","2,7","1,43","0,572",,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Cidre Rosé à fleur de Pomme,3760054957565,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Baguette viennoise,3507649291198,['France'],[],[],?,329,"5,8",56,11,,,1377 kj(329 kcal),"3,3","7,9","1,4","0,56",,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains briochés']",,+1%,-37%,+10%,+30%,,,,,,,,,,,5.8 g,en quantité modérée,3.3 g,en quantité modérée,7.9 g,en quantité modérée,1.4 g,en quantité modérée,+1%,+1%,-25%,+37%,+37%,14,+50%,D,+50%,,,,,,,,,
1056,Ribs saveur provencale,3263858856619,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Mout de raisin et wakame - Groix & Nature,3760056418415,['France'],[],[],?,231,"11,6","22,2","7,8",,,967 kj(231 kcal),"2,2","22,2","2,98","1,192",,,,,,,,,,,,,,,['Groix & Nature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Ron dorado 38% - Legendario,8500000194201,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Legendario'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Pack grand froid,5051889645245,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,La canya,3770008461000,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Leclerc,2020000511816,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Beaufort -  - 162g,2480911019090,['France'],[],[],1644,396,"32,2",?,"26,6",['AOP'],,1644 kj(396 kcal),"21,4",,"1,1","0,44",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",-1%,-1%,+0%,,+0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,162 g,,32.2 g,en quantité élevée,21.4 g,en quantité élevée,,,1.1 g,en quantité modérée,-2%,+4%,,-4%,-4%,,,,,,['Savoie'],,,,,,"Fromage au lait cru entier de vache, à pâte pressée cuite",
1063,Saucisson sec,09000179,['France'],[],[],?,414,32,"0,5",31,"['Viande Française', 'Viande Porcine Française']",,1732 kj(414 kcal),"13,3","0,2",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,"Aceto Balsamico Acetum Modena Nero 6% 0,25 LT Spray - 6g",8002461910111,['France'],[],[],?,113,0,"28,5",0,,,473 kj(113 kcal),0,"22,3","0,04","0,016",,,,,,,,,,,,,,,,6 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Gâteau marbré - Sondey,13161675,['France'],[],[],?,432,25,45,"5,5",,,1807 kj(432 kcal),"2,3",26,"1,1","0,44",,,,,,,,,,,,,,,['Sondey'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Émincé de filet de dinde - 400g,4011364208175,['France'],[],[],?,110,2,0,23,,,460 kj(110 kcal),"0,8",0,"0,2","0,08",,['Emince de dinde'],,-4%,-12%,-100%,+4%,,,,,,,,,400 g,,2 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,-3%,+23%,-100%,-77%,-77%,-4,,A,,,,,,,,,,
1067,Jambon cuit roti aux herbes,8032615690316,['France'],[],[],?,115,"3,8","0,8","19,5",,,481 kj(115 kcal),"1,5",0,"5,1","2,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Pâté piquant,3267611001575,['France'],[],[],?,331,31,"1,7",11,,,1385 kj(331 kcal),11,"0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Le Poulet nourri aux graines de lin - Maître Coq,0215293047957,['France'],[],[],?,112,"1,8",0,24,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",469 kj(112 kcal),"0,2",0,"0,14","0,056",,,,,,,,,,,,,,,['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Vin rougede provence,3760291950077,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Queues de langoustes,3438630367014,['France'],[],[],?,112,"1,51","2,43","20,6",,,469 kj(112 kcal),"0,237",0,"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Lomo tranche au piment,2200197030158,['France'],[],[],?,128,5,"1,5","19,1",['en:gluten-free'],,536 kj(128 kcal),2,"0,4","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Sablés pois chiche - 210g,3770003966128,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,210 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Rillettes aux algues - 100g,3540881006786,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Lardons fumés au bois -  - 2x 200g,3268750009378,['France'],[],[],?,273,"23,8","0,7","14,1",['Fabriqué en France'],"['EMB 42175', 'Pouilly-lès-Feurs (Loire, France)']",1142 kj(273 kcal),"8,6","0,7","4,9","1,96",D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']",,+2%,+10%,-15%,-14%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,2 x 200 g,,23.8 g,en quantité élevée,8.6 g,en quantité élevée,0.7 g,en faible quantité,4.9 g,en quantité élevée,+4%,+4%,+9%,+85%,+85%,21,+5%,E,+5%,,,,,,,,,
1076,Échine de porc marinade Kentucky,2418822045464,['France'],[],[],?,171,"9,6","5,1",16,,,715 kj(171 kcal),4,"4,1","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,3289744413209,3289744413209,['France'],[],[],?,?,?,?,?,,"['FR 67.348.008 CE', 'Obernai (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Fermette sauce ail,5400189200089,['France'],[],[],?,369,"35,9","9,6","0,8",,,1544 kj(369 kcal),"2,9",5,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Chorizo à cuire - 50g,3488602905102,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Hudelot-Bajard Pinot Noir bourgogne,3463640028648,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Möhren Snack Bio Aldi,22178916,"['France', 'Allemagne']",[],[],?,?,?,?,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,
1082,Don Tonnino,80182801,['France'],[],[],?,363,31,0,22,['Fabriqué en Italie'],,1519 kj(363 kcal),"7,5",0,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Riz Complet et Quinoa épicé,0209915010702,['France'],[],[],?,154,2,30,"3,6",,,644 kj(154 kcal),"0,4","0,6","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
