,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,manufacturing,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,ingredients_origins,traceability_code,additives,markets,palm_ingredients,brand_owner
41,Pains au lait - Leader Price,3760050921775,C,,,['Leader Price'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']",,,,['France'],[],,[],,?,,346,-2%,"11,6",+2%,"49,9",-6%,9,+5%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,11.6 g,en quantité modérée,5.8 g,en quantité élevée,10.9 g,en quantité modérée,1 g,en quantité modérée,1448 kj(346 kcal),-1%,"5,8",+38%,"10,9",-18%,1,-2%,"0,4",-2%,12,-10%,D,-10%,,,,,['Leader Price'],,
42,Bigin Maxi burger Complet,3760050922284,,,,,,,,,['France'],[],,[],,?,,289,,"5,5",,"48,7",,"9,1",,,,,,,,,,,,,,,,,1209 kj(289 kcal),,"0,8",,"7,6",,"1,93",,"0,772",,,,,,,,,,,,
43,Pain burger,3760050923311,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Burger']",,,,['France'],[],,[],,?,,302,+4%,5,-14%,"53,8",+10%,"8,9",-1%,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,5 g,en quantité modérée,0.5 g,en faible quantité,7.7 g,en quantité modérée,1.3 g,en quantité modérée,1264 kj(302 kcal),+4%,"0,5",-52%,"7,7",+24%,"1,3",+14%,"0,52",+14%,4,+79%,C,+79%,,,,,,,
44,Epicerie / Plats Et Produits Cuisinés / Légumes Cuisinés Bio - Karine & Jeff,3760052231391,,,,['Karine & Jeff'],,"['Bio', 'en:gluten-free']",,,['France'],[],,[],,?,,71,,"0,6",,"8,3",,"5,2",,,,,,,,,,,,,,,,,297 kj(71 kcal),,0,,"3,8",,"0,8",,"0,32",,,,,,,,,,,,
45,Soupe de légumes du potager - Karine & Jeff,3760052232367,,,,['Karine & Jeff'],,"['Bio', 'Bio européen', 'FR-BIO-01']",,,['France'],[],,[],,?,,27,,2,,"4,4",,"1,9",,,,,,,,,,,,,,,,,113 kj(27 kcal),,0,,"1,9",,1,,"0,4",,,,,,,,"['FR 29.039.524 CE', 'Concarneau (Finistère, France)']",,,,
46,Poire miel amandes - Maison Guinguet - 230g,3760052690969,,230 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Maison Guinguet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades']","['Point Vert', 'Sans conservateurs']",,,['France'],"['Poires', 'sucre', 'miel', 'amandes effilées', ""arôme d'amande amère"", 'pectine']",,['Non végétalien'],4,900,-4%,212,-5%,"0,6",+133%,"52,3",-3%,1,+99%,,,,,,,,0.6 g,en faible quantité,0 g,en faible quantité,46.5 g,en quantité élevée,0.06 g,en faible quantité,900 kj(212 kcal),-4%,0,-100%,"46,5",-10%,"0,06",+156%,"0,024",+156%,9,-5%,C,-5%,,,,['E440 - Pectines'],['Mémé du Quercy'],,
47,Chocolaterie Artisanale - Maison Guinguet,3760052698828,,,,['Maison Guinguet'],,,,,['France'],"['sucre 36,7%', 'beurre de cacao 22,3%', 'masse de cacao 21 poudre de LAIT entier 11 ,4%', 'NOISETTE', 'LAIT écrémé en poudre', 'caramel en poudre', 'SESAME', 'farine de BLE', ""cubes d'orange "", ""écorce d'orange"", 'sucre', 'dextrose de mais', 'sirop de fructose', 'E202', 'E223', 'E330', 'protéine de LAIT et LACTOSE', 'BEURRE', ""malt d'orge"", 'sel', 'cranberries', 'sirop de saccharose', 'framboisef huile de tournesol', 'arôme naturel de vanille', 'émulsifiant : lécithine de SOJP Laboratoire utilisant des fruits à coques', 'arabhides', 'sésames', 'soja et produits Jaitiers']","['Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame']",['Non végétalien'],4,?,,564,,"38,4",,45,,"7,28",,,,,,,,,,,,,,,,,2360 kj(564 kcal),,"22,3",,"38,7",,"0,1",,"0,04",,,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,,
48,Pois cassés,3760053190284,,,,,,,,,['France'],[],,[],,?,,345,,2,,"59,4",,"22,4",,,,,,,,,,,,,,,,,1443 kj(345 kcal),,"0,3",,"3,3",,0,,0,,,,,,,,,,,,
49,Jus de pomme - Eztigar - 1L,3760053670007,B,1 L,,['Eztigar'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']","['Bio', 'Bio européen', 'Sans colorants', 'Sans conservateurs']",,,['France'],[],,[],,?,,46,0%,"0,5",+205%,"11,5",+6%,"0,5",+135%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,192 kj(46 kcal),+1%,"0,5",+1462%,0,-100%,0,-100%,0,-100%,-3,-173%,B,-173%,,,,,,,
50,Pomme de terre Hareng,3760054098978,,,,,,,,,['France'],[],,[],,?,,124,,"7,3",,"9,4",,"4,4",,,,,,,,,,,,,,,,,519 kj(124 kcal),,"0,8",,"0,5",,"0,9",,"0,36",,,,,,,,,,,,
51,Framboises - L'Ermitage,3760055911047,B,,,"[""L'Ermitage""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01']",,,['France'],"['Framboises', 'sucre']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,?,,?,,?,,?,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,0 g,en faible quantité,,,,,,,0,-100%,0,-100%,,,,,,,,,,,
52,Gel Energétique Speed Tonic - 25 G - Punch Power,3760056250541,,,,['Punch power'],,['Bio'],,,['France'],[],,[],,?,,75,,0,,75,,0,,,,,,,,,,,,,,,,,314 kj(75 kcal),,0,,63,,"0,5",,"0,2",,,,,,,,,,,,
53,Rillettes de truite de Bretagne - Groix & Nature,3760056410242,D,,,['Groix & Nature'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de truite', 'en:preparations-made-from-fish-meat']",,,,['France'],"['Truite ', '59%', 'crème liquide', 'eau', 'carottes', 'farine de blé', 'protéines de lait et lactose', 'sel', 'concentré de tomate', 'échalotes', 'persil', 'ail', 'vert', 'poivre', 'coriandre']","['Poisson', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,?,,179,-17%,12,-25%,"3,6",+61%,13,-8%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,12 g,en quantité modérée,5.4 g,en quantité élevée,1.2 g,en faible quantité,0.875 g,en quantité modérée,749 kj(179 kcal),-16%,"5,4",-2%,"1,2",+39%,"0,875",-16%,"0,35",-16%,5,-44%,C,-44%,,,,,,,
54,"Cacao ""comme avant"" - Quai Sud",3760057470702,D,,,['Quai Sud'],"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre', 'Boissons avec sucre ajouté']",['en:gluten-free'],,,['France'],"['sucre de canne', 'cacao en poudre biologique 43,7 %', 'amidon de maïs']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,370,+11%,8,+86%,67,+6%,10,+58%,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,,,,,,,1548 kj(370 kcal),+8%,"4,5",+76%,"4,5",-92%,"0,025",-88%,"0,01",-88%,,,,,,,,,,,
55,Lucullus de Valenciennes - Auchan,3760058110102,,,,['Auchan'],,,,,['France'],"['Véritable langue de Valenciennes Lucullus Ingrédients Langue de bœuf traitée en salaison et fumée 46% ', 'langue de bœuf origine France', 'sel conservateur ', 'nitrite de sodium', 'foie gras de canard', 'graisse de canard', 'foie maigre de canard', 'eau', 'œuf', 'Cognac', 'protéines de lait', 'sel', 'sucre', 'poivre', 'antioxydant ', 'acide asc orbique', 'conservateur ', 'nitrite de sodium']","['Œufs', 'Lait']","['Non végétalien', 'Non végétarien']",4,?,,375,,35,,"1,3",,14,,,,,,,,,,,,,,,,,1569 kj(375 kcal),,15,,"0,5",,"1,44",,"0,576",,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Auchan'],,
56,Huile d'olive de la vallée des baux de Provence - Moulin de Cornille - 1L,3760058730119,D,1 L,"['Bidon', 'métal']",['Moulin de Cornille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['AOP', 'IGP', 'Fabriqué en France']","['France', 'Provence']",,['France'],"[""Huile d'olive vierge""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,,900,+5%,"99,8",+5%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3766 kj(900 kcal),+5%,"15,1",+8%,0,,0,-100%,0,-100%,6,-2%,C,-2%,,,,,,,
57,"Houmous Coriandre, - Eden gourmet - 200g",3760059040415,B,200 g,,['Eden gourmet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,['France'],"['Pois chiches ', '35%', 'huile de colza ', '19%', 'eau ', '16%', 'pâte de sesame ', '15%', 'coriandre ', '7%', 'citron ', '5%', 'sel', 'acide citrique E330', 'ail', 'poivre', 'conservateur: E202', ' ALLERGÈNES: Pâte de Sésame', "" Peut contenir des traces de Noix et d'Arachides""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,359,+37%,"28,6",+42%,"16,8",+58%,"8,3",+28%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,28.6 g,en quantité élevée,3.5 g,en quantité modérée,0 g,en faible quantité,1.1 g,en quantité modérée,1502 kj(359 kcal),+37%,"3,5",+42%,0,-100%,"1,1",+6%,"0,44",+6%,11,+120%,D,+120%,,,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,
58,Houmous à la Libanaise - Eden gourmet - 200g e,3760059040606,B,200 g e,"['Frais', 'Plastique']",['Eden gourmet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']","['Végétarien', 'Kascher']",,,['France'],"['Pois chiche ', '57%', 'eau', 'pâte de sésame ', '11%', 'huile de colza', ""huile d'olive "", '2,0%', 'ail', 'sel iodé', 'acidifiant : E330', ' dextrose', 'conservateur : E202', ' arômes naturels', ""extraits d'épices""]",['Graines de sésame'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",4,?,,279,+6%,"21,2",+5%,"15,4",+45%,"6,6",+2%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,21.2 g,en quantité élevée,2.5 g,en quantité modérée,0.7 g,en faible quantité,0.68 g,en quantité modérée,1167 kj(279 kcal),+6%,"2,5",+2%,"0,7",-48%,"0,68",-35%,"0,272",-35%,4,-20%,C,-20%,,,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,
59,Houmous Zaatar - Eden Gourmet - 500g,3760059040637,B,500g,['boîte plastique'],['Eden Gourmet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,['France'],"['Pois Chiches Cuits 50% ', 'Eau', 'Pois Chiches', 'Bicarbonate de Sodium', 'Amidon de Mais', 'Eau ', '2,5%', 'Pâte de Sésame ', '8%', 'Epice ', '7%', ' Ail', 'Huile de Soja', 'Sel', 'Sucre blanc', ""Régulateur d'acidité : Acide Citrique "", 'E330', ' ', '0,4%', 'Conservateurs : Sorbate de Potassium ', 'E202']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,"1188,3",+8%,284,+8%,"15,1",-25%,"28,8",+172%,"5,9",-9%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,15.1 g,en quantité modérée,2.2 g,en quantité modérée,2.18 g,en faible quantité,0.36 g,en quantité modérée,"1188,3 kj(284 kcal)",+8%,"2,2",-11%,"2,18",+63%,"0,36",-65%,"0,144",-65%,3,-40%,C,-40%,,,,"['E500ii - Carbonate acide de sodium', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,
60,Chocolat bio,3760059927549,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09', 'AB Agriculture Biologique']",,,['France'],[],,[],,?,,538,,35,,44,,6,,,,,,,,,,,,,,,,,2251 kj(538 kcal),,21,,41,,"0,01",,"0,004",,,,,,,,,,,,
61,4 Saucisses de canard confites,3760061370500,,,,,,,,,['France'],[],,[],,?,,217,,11,,0,,31,,,,,,,,,,,,,,,,,908 kj(217 kcal),,"4,8",,0,,"2,4",,"0,96",,,,,,,,,,,,
62,Tartines Craquantes à la châtaigne - Revola,3760061497528,B,,,['Revola'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']","['Bio', 'en:gluten-free']",,,['France'],"['Farine de riz blanc bio', 'farine de châtaigne bio ', '20%', 'sucre de canne complet bio', 'sel marin', ' Produit diététique sans gluten indiqué pour des sujets intolérants', 'Ingredients Rice flour bio', 'chestnut flour bio ', '20%', 'complete sugar bio', 'sall Ingredienti Farina di riso blancò bio', 'farina di castagna bio ', '20%', 'zucchero di canna integrale bio', 'sale marino', ' Prodotto dietetico senza glutine indicato per soggetti intollerantj', ' Zutaten Reismehl Bio', 'Kastanienmehl Bio ', '20%', 'Zucker Bio', 'Salz', ' Ingrediënten Rijstemeel bio', 'kastanjemeel bio ', '20%', 'rietsuiker bio', 'zout COMPOSITION NUTRITIONNELLE Composizione nutrizionale']",,[],,?,,380,-0%,"1,9",-58%,83,+17%,"6,9",-31%,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,1.9 g,en faible quantité,0.5 g,en faible quantité,7.3 g,en quantité modérée,1 g,en quantité modérée,1590 kj(380 kcal),-1%,"0,5",-51%,"7,3",+31%,1,+13%,"0,4",+13%,3,-2%,C,-2%,,,,,,,
63,Fleur De Sel Au Gingembre - Terre exotique,3760063320534,B,,,['Terre exotique'],"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,,['France'],[],,[],,?,,0,-100%,0,-100%,0,-100%,0,-100%,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,
64,6 Oeufs frais - Ferme Avicole DE LA TRINITÉ,3760063390018,,,,['Ferme Avicole DE LA TRINITÉ'],,,,,['France'],['et'],,[],,?,,146,,"10,5",,"0,3",,"12,5",,,,,,,,,,,,,,,,,611 kj(146 kcal),,"3,1",,"0,3",,0,,0,,,,,,,,,,,,
65,Tapas algues - Morbih’algues - 190,3760065880838,,190,['Verre'],['Morbih’algues'],"['Snacks', 'Snacks salés', 'Apéritif']",['en:Bretagne'],,,['France'],"['Poivrons rouges', 'algues wakamé', 'échalotes', 'vinaigre', ""huile d'olive"", 'sel', ' sucre', ""eau UES MORBIH'ALGUES 1 place Pasteur 56410 ETEL N°LOT: 210120"", ' DDM: 21/07/2021 POIDS NET 190 www', 'morbihalgues', 'com ', 'idées recettes']",,[],,?,,768,+64%,12,-50%,11,-79%,"2,2",-71%,,,,,,,,12 g,en quantité modérée,1.5 g,en quantité modérée,6.3 g,en quantité modérée,0.9 g,en quantité modérée,3213 kj(768 kcal),+64%,"1,5",-63%,"6,3",+103%,"0,9",-42%,"0,36",-42%,9,-29%,C,-29%,,,,,,,
66,Pains au chocolat -,3760066690160,D,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches au chocolat']",,,,['France'],"['Farine de blé', 'eau', 'matières grasses végétales ', 'palme', 'colza', 'coprah', 'chocolat 10% ', 'sucre', 'păte de cacao', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'arome naturel de vanille', 'sucre', 'levure', 'sel', ""émulsifiants : mono - et diglycérides d'acides gras et esters monoacétyitartrique et diacétyitartrique des mono - et diglycérides d'acides gras"", 'poudre de lait écrémé', 'conservateur: propionate de calcium', 'aromes naturels ', 'dont lait', 'alcool', 'antionydant:acide ascorbique', 'oeufs', 'colorant: caroténoides', ' Traces possible de fruits à coques']","['Œufs', 'Gluten']","['Huile de palme', 'Non végétalien']",4,?,,371,+3%,16,+20%,48,-5%,7,-9%,77.5%,13.5%,5.4%,3.2%,0.4%,0.0%,63,16 g,en quantité modérée,9.2 g,en quantité élevée,11 g,en quantité modérée,1 g,en quantité modérée,1552 kj(371 kcal),+3%,"9,2",+58%,11,-38%,1,+17%,"0,4",+17%,19,+27%,E,+27%,,,,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E160 - Caroténoïdes']",,,
67,Sel de Salies de Béarn,3760067050093,,,,,,,,,['France'],[],,[],,?,,0,,0,,0,,0,,,,,,,,,,,,,,,,,0 kj(0 kcal),,0,,0,,0,,0,,,,,,,,,,,,
68,Sel de Salies de Béarn - Le Sel De Salies De Bearn,3760067050307,B,,,['Le Sel De Salies De Bearn'],"['Epicerie', 'Condiments', 'Sels']",,,,['France'],['100% sel de Salies-de-Béarn'],,[],,?,,0,-100%,0,-100%,0,-100%,0,-100%,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,
69,Sel de salies-de-Bearn aux herbes de Provence,3760067050338,,,,,,,,,['France'],[],,[],,?,,0,,0,,0,,0,,,,,,,,,,,,,,,,,0 kj(0 kcal),,0,,0,,90,,36,,,,,,,,,,,,
70,Boudin noir Lartigue & Fils,3760067661985,,,,['Lartigue'],,,,,['France'],[],,[],,?,,357.5,,"39,3",,"2,4",,"15,2",,,,,,,,,,,,,,,,,1496 kj(357 kcal),,"6,6",,"0,3",,1,,"0,4",,,,,,,,,,,,
71,Lartigue foie gras de canard entier mi cuit nature,3760067663941,B,,,['Lartigue'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,['France'],[],,[],,?,,568,+7%,58,+7%,"4,2",+76%,"7,3",-3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,58 g,en quantité élevée,25.4 g,en quantité élevée,1.91 g,en faible quantité,1.3 g,en quantité modérée,2377 kj(568 kcal),+8%,"25,4",+9%,"1,91",+45%,"1,3",+8%,"0,52",+8%,22,+6%,E,+6%,,,,,,,
72,Le foie gras artisanal - Lartigue,3760067666737,,,,['Lartigue'],,,,,['France'],[],,[],,?,,550,,56,,"3,4",,"7,3",,,,,,,,,,,,,,,,,2301 kj(550 kcal),,25,,"0,9",,"0,8",,"0,32",,,,,,,,,,,,
73,Rocamadour fermier,3760068580025,E,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Rocamadour']",,,,['France'],[],,[],,?,,280,+2%,"22,9",+3%,"0,14",-87%,"18,6",+11%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,22.9 g,en quantité élevée,17.5 g,en quantité élevée,0.14 g,en faible quantité,1 g,en quantité modérée,1172 kj(280 kcal),+2%,"17,5",+10%,"0,14",-54%,1,-12%,"0,4",-12%,12,-2%,D,-2%,,,,,,,
74,Palets orange,3760068760045,,,,,,,,,['France'],[],,[],,?,,462,,17,,69,,"7,2",,,,,,,,,,,,,,,,,1933 kj(462 kcal),,10,,37,,"0,61",,"0,244",,,,,,,,,,,,
75,Gateau De Riz Saveur Bay Toey au soja - Nomandi,3760069220258,,,,['Nomandi'],,['Fabriqué en France'],,,['France'],"['crème de coco', 'huile de colza', 'arôme ', 'essence Pandan', 'colorants El ', 'El 33', ""régulateur d'acidité : acide tartrique"", 'conservateur E202']",,[],4,?,,325,,"6,4",,"62,6",,"4,3",,,,,,,,,,,,,,,,,1360 kj(325 kcal),,"0,6",,"40,5",,1,,"0,4",,,,,,,,,"['E334 - Acide L-tartrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,
76,Delice coco saveur bay toey au soja - Nomandi - 120gr,3760069220579,,120gr,['barquette de 4'],['Nomandi'],['Délice gourmand'],['Fabriqué en France'],['France'],,['France'],"['Farine de riz ', '15%', 'Pate de soja ', '15%', 'coco rapée ', '10%', 'sucre', 'dextrose', 'sorbitol,crème de coco', 'huile de colza', 'aróme ', 'essence Pandan', ""colorants E102'"", ' E133', ""régulateur d'acidité:acide tartrique"", 'conservateur E202']",,[],4,?,,325,,"6,4",,"62,6",,"4,3",,,,,,,,,6.4 g,en quantité modérée,0.6 g,en faible quantité,40.5 g,en quantité élevée,0.1 g,en faible quantité,1360 kj(325 kcal),,"0,6",,"40,5",,"0,1",,"0,04",,13,,D,,,['France'],,"['E420 - Sorbitol', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E334 - Acide L-tartrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,
77,Saucisses aux lentilles,3760070650082,C,,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de lentilles', 'Saucisses aux lentilles']","['Bio', 'Bio européen', 'FR-BIO-01']",,,['France'],[],,[],,?,,119,-14%,"4,8",-27%,"8,5",+6%,"10,5",+31%,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,4.8 g,en quantité modérée,1.8 g,en quantité modérée,1.6 g,en faible quantité,1 g,en quantité modérée,498 kj(119 kcal),-13%,"1,8",-27%,"1,6",+98%,1,+6%,"0,4",+6%,1,-44%,B,-44%,,,,,,,
78,"Confiture au pays du ""Goût-doux"" -",3760070920178,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']","['Bio', 'Bio européen', 'Agriculture non UE', 'Bio-dynamie', 'Demeter', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,['France'],[],,[],,?,,236,+9%,"0,2",-33%,58,+11%,"0,5",-9%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,0.2 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,987 kj(236 kcal),+8%,0,-100%,58,+15%,0,-100%,0,-100%,6,-37%,C,-37%,,,,,,,
79,Les pignes de la Garrigue,3760071331058,,,,,,,,,['France'],[],,[],,?,,507,,"33,2",,"41,77",,"10,27",,,,,,,,,,,,,,,,,2121 kj(507 kcal),,"2,88",,"2,63",,0,,0,,,,,,,,,,,,
80,Tourtons - La Maison Du Tourton,3760072090145,,,,['La Maison Du Tourton'],,,,,['France'],"['v', ' E451', 'al', 'Ea', '—s']",,[],4,?,,343,,"20,7",,32,,"5,6",,,,,,,,,,,,,,,,,1435 kj(343 kcal),,"11,8",,"0,7",,"0,1",,"0,04",,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",,,
