,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,quantity,markets,generic_name,packaging,nova_score,allergens,brand_owner,additives,manufacturing,ingredients_origins,palm_ingredients,link
1276,Crystallized cargo ginger,0726003028130,['France'],[],[],?,118,"0,2",29,0,,,['Sans conservateurs'],,,,,,,,,,,494 kj(118 kcal),,,0,,,"25,5",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Mini white tortilla wraps,00372701,['France'],[],[],?,304,"7,9","48,3","8,4",,,,,,,,,,,,,,1272 kj(304 kcal),,,"2,9",,,"2,5",,,"1,03",,"0,412",,,,,,,,,,,,,,,,,,,,,,,,,,
1278,E mascarpone - Migros,2160581004809,['France'],[],[],?,339,31,2,13,,,,,,,,,,,,,,1418 kj(339 kcal),,,22,,,"1,5",,,"1,3",,"0,52",,,,,,,,,,,,,,['Migros'],,['Migros'],,,,,,,,,,
1279,confit d'oignons - Les Confitures du Clocher,3770001333328,['France'],[],[],?,227,0,55,"0,7",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",,0 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,,+35%,950 kj(227 kcal),+35%,-100%,0,-100%,+57%,55,+70%,-30%,0,-100%,0,-100%,7,+6%,C,+6%,,,,,,,,,['Les Confitures du Clocher'],,,,,,,,,,,,
1280,Super Squash Immune Lime & Elderflower - Tetley,5000208001248,['France'],[],[],?,2,0,"0,5",0,,,['Sans sucre ajouté'],,,,,,,,,,,8 kj(2 kcal),,,0,,,"0,14",,,0,,0,,,,,,,,,,,,,,['Tetley'],,,,,,,,,,,,
1281,Galettes aux flocons d'avoine,1308374794457,['France'],[],[],?,489,"22,5","68,2","6,3",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées']",,22.5 g,en quantité élevée,13.3 g,en quantité élevée,38.4 g,en quantité élevée,0.76 g,en quantité modérée,,+16%,2046 kj(489 kcal),+16%,+130%,"13,3",+171%,-6%,"38,4",+295%,-17%,"0,76",+195%,"0,304",+195%,27,+317%,E,+317%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,,,,,,,,
1282,Raisin Golden,2600138018892,['France'],[],[],?,344,"0,5","79,5","3,4",,,,,,,,,,,,,,1439 kj(344 kcal),,,"0,1",,,"59,2",,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Empreinte 68,3173281736009,['France'],[],[],?,553,38,38,9,,,,,,,,,,,,,,2314 kj(553 kcal),,,22,,,33,,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Emmental - Eco+,2860001024201,['France'],[],[],?,378,30,"0,5",27,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",,30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,,+1%,1582 kj(378 kcal),+1%,+3%,21,+7%,-25%,"0,5",+21%,-2%,"0,64",-2%,"0,256",-2%,11,-4%,D,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Eco+'],,,,,,,,,,,,
1285,Dirty lemon + ginseng,0868137000139,['France'],[],[],?,15,0,1,0,,,,,,,,,,,,,,63 kj(15 kcal),,,0,,,1,,,"0,005",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Gesiers poulets,0253096011157,['France'],[],[],?,95,"3,8",0,15,B,"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de poulet']",,3.8 g,en quantité modérée,1.1 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,,-40%,397 kj(95 kcal),-39%,-48%,"1,1",-52%,-100%,0,-100%,-29%,"0,2",-84%,"0,08",-84%,-3,-154%,A,-154%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,
1287,Cramberry water drink,4810282012402,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Complexe Glycémie,3700211192880,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,SolyOliva,8436582470023,['France'],[],[],?,900,12,0,0,,,,,,,,,,,,,,3766 kj(900 kcal),,,12,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Filet de plie,0270748033985,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Jambon sec de porc,3375880680114,['France'],[],[],?,229,"11,6","0,5","30,5",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,11.6 g,en quantité modérée,4.7 g,en quantité modérée,0.5 g,en faible quantité,6.5 g,en quantité élevée,,-2%,958 kj(229 kcal),-3%,-9%,"4,7",-3%,-15%,"0,5",+33%,+5%,"6,5",+29%,"2,6",+29%,16,-4%,D,-4%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,
1292,Oignon blanc,3250392265618,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Puree Panais 85G Pour 1 Quart L Lait +1 Quart Eau,3507570018093,['France'],[],[],?,353,"1,8",72,"7,3",,,"['Bio', 'Bio européen', 'FR-BIO-01', 'en:gluten-free']",,,,,,,,,,,1477 kj(353 kcal),,,"0,7",,,2,,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Olives vertes farcies aux poivrons,8410791037246,['France'],[],[],?,154,16,0,1,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies au poivron', 'Olives vertes aux poivrons']",,16 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,,+8%,644 kj(154 kcal),+8%,+15%,3,+30%,-100%,0,-100%,-9%,4,+15%,"1,6",+15%,13,+16%,D,+16%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,,,,,
1295,Tartare de saumon,0206244026596,['France'],[],[],?,164,"8,8","0,8","20,2",,,,,,,,,,,,,,686 kj(164 kcal),,,"1,5",,,"0,5",,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Vegetable chips,8718781200374,['France'],[],[],?,512,37,32,"5,1",,,['Bio'],,,,,,,,,,,2142 kj(512 kcal),,,"3,5",,,20,,,"1,24",,"0,496",,,,,,,,,,,,,,,,,,,,,,,,,,
1297,Pizza,0212052032476,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,Poulet nourri aux graines de lin - Maître Coq,0215694035492,['France'],[],[],?,180,12,0,18,,,"['Viande Française', 'Volaille-francaise']",,,,,,,,,,,753 kj(180 kcal),,,"3,2",,,0,,,"0,21",,"0,084",,,,,,,,,,,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",['Maître Coq'],,,,,,,,,,,,
1299,Turmeric with orange & star anis superblends,70177178543,['France'],[],[],?,1,0,"0,5",0,,,,,,,,,,,,,,4 kj(1 kcal),,,0,,,"0,5",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Frais emince - 250g,3570250024721,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,
1301,Flandrien kaas,5400141241075,"['Belgique', 'France']",[],[],?,378,30,0,27,,,,,,,,,,,,,,1582 kj(378 kcal),,,22,,,0,,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,
1302,Douceur de balsamique tomate - Puget,3265472170003,['France'],[],[],?,231,"0,2","57,3","0,7",,,,,,,,,,,,,,967 kj(231 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,['Puget'],,,,,,,,,,,,
1303,Omelette norvégienne fruit confits - Ty Skorn,3760156370477,['France'],[],[],896,?,"7,3",33,"3,04",,,,,,,,,,,,,,896 kj(214 kcal),,,"4,6",,,28,,,"0,07",,"0,028",,,,,,,,,,,,,,['Ty Skorn'],,,,,,,,,,,,
1304,Noix de Cajou crues,3700056700493,['France'],[],[],?,492,"38,2","20,6","16,5",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,38.2 g,en quantité élevée,6.02 g,en quantité élevée,6.2 g,en quantité modérée,0.235 g,en faible quantité,,-18%,2059 kj(492 kcal),-18%,-17%,"6,02",-29%,-20%,"6,2",-4%,-12%,"0,235",-62%,"0,094",-62%,3,-60%,C,-60%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,
1305,Raisins secs blonds,3760034624791,['France'],[],[],?,291,"0,5","66,3","3,4",,,,,,,,,,,,,,1218 kj(291 kcal),,,"0,13",,,"60,1",,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Christine BERTIN DECROOCQ,3363578513523,['France'],[],[],?,274,22,1,18,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE']",,,,,,,,,,,1146 kj(274 kcal),,,"15,4",,,1,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Sandwich houmous citrons confits - Monoprix,3350033634961,['France'],[],[],?,266,"8,6",29,"6,5",,,,,,,,,,,,,,1113 kj(266 kcal),,,"1,1",,,"3,3",,,"0,9",,"0,36",,,,,,,,,,,,,"['EMB 68375A', 'Wittelsheim (Haut-Rhin, France)']",['Monoprix'],,['Monoprix'],,,,,,,,,,
1308,Huile d'olives,5205541001546,['France'],[],[],?,824,"91,6",0,0,,,,,,,,,,,,,,3448 kj(824 kcal),,,2,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,Poulet fermier élevé en liberté,0217230056152,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Pâte semi-complète - Iris,8015197012073,['France'],[],[],?,348,"1,7",69,"11,4",,,,,,,,,,,,,,1456 kj(348 kcal),,,"0,4",,,"4,4",,,0,,0,,,,,,,,,,,,,,['Iris'],,,,,,,,,,,,
1311,Fuet extra - 2x 150g,8414169138047,['France'],[],[],?,438,"34,14","5,66","26,9",,['ca:Fuet'],,34.1 g,en quantité élevée,14 g,en quantité élevée,2.7 g,en faible quantité,4.6 g,en quantité élevée,,-2%,1833 kj(438 kcal),-2%,-4%,14,+7%,+35%,"2,7",+16%,+0%,"4,6",+16%,"1,84",+16%,25,+1%,E,+1%,,,,,,,,,,2 x 150 g,,,,,,,,,,,
1312,Farine de blé,3760041540039,['France'],[],[],?,?,?,?,?,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,,,
1313,Jambon à l'ancienne - Tallec,0255382023684,['France'],[],[],?,161,"7,9","0,5",22,,"['Viandes', 'Charcuteries', 'Jambons']","['Viande-francaise', 'Viande-porcine-francaise']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,674 kj(161 kcal),-4%,+3%,"2,9",-0%,-24%,"0,5",-6%,-6%,"1,9",-34%,"0,76",-34%,12,+13%,D,+13%,,,,,,,,,['Tallec'],,,,,,,,,,,,
1314,"Fatalii Fire Hot Sauce,5oz.",0647293004249,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,Galantine de volaille a l'armagnac - 180g,3700062038078,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 01.053.007 CE', 'Bourg-en-Bresse (Ain, France)']",,180 g,,,,,,,,,,,
1316,Lompo de porco branco,8414606539406,['France'],[],[],?,249,"7,44","2,13","43,34",,,,,,,,,,,,,,1042 kj(249 kcal),,,"3,07",,,"0,5",,,"6,31",,"2,524",,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Pains au chocolat pur beurre,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,Moutarde à l'estragon - Rustica,3564700684009,['France'],[],[],?,146,"9,8","3,3",7,,,,,,,,,,,,,,611 kj(146 kcal),,,"1,3",,,"2,7",,,5,,2,,,,,,,,,,,,,,['Rustica'],,,,,,,,,,,,
1319,Aubergines baby,57836500037,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Magret de canard,2209036006286,['France'],[],[],?,366,33,"0,6",16,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,33 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,,+8%,1531 kj(366 kcal),+8%,+13%,11,+10%,-52%,"0,6",-10%,-11%,"0,1",-94%,"0,04",-94%,14,-24%,D,-24%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,
1321,Morue fumée - Olsen,3562250000201,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 78.005.001 CE', 'Achères (Yvelines, France)']",['Olsen'],,,,,,,,,,,,
1322,Bière - Ninkasi,3760029980864,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ninkasi'],,,,,,,,,,,,
1323,Quinqui Noix Apéritif de Vin et de Noix vertes,3350080620047,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,Paind'epices de Caen — Figue,3770012274023,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Melange sambahia,2600223014044,['France'],[],[],?,465,18,"65,9",8,,,,,,,,,,,,,,1946 kj(465 kcal),,,"6,6",,,"12,7",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1326,Ribs Madrange,0260484066057,['France'],[],[],?,236,16,"1,9",21,,,,,,,,,,,,,,987 kj(236 kcal),,,"5,9",,,"1,6",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
1327,British Organic Mature Cheddar - Coop - 200g,5000128826488,['France'],[],[],?,416,35,0,25,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages du Royaume-Uni', ""Fromages d'Angleterre"", 'Cheddars']","['Bio', 'Bio européen', 'GB-ORG-05']",35 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,1.81 g,en quantité élevée,,+5%,1741 kj(416 kcal),+5%,+6%,22,+5%,-100%,0,-100%,+6%,"1,81",+2%,"0,724",+2%,18,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['UK SS209 EC'],['Coop'],200 g,,,,,,,,,,,
1328,C'est qui le patron ?!,2248334744063,['France'],[],[],?,46,"1,55","4,8","3,2",,,,,,,,,,,,,,192 kj(46 kcal),,,1,,,"4,8",,,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,
1329,Ossau Iraty,0219746033399,['France'],[],[],?,436,37,1,24,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,37 g,en quantité élevée,25 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,,+3%,1824 kj(436 kcal),+4%,+3%,25,+1%,+6%,"0,5",+71%,+2%,"1,6",-10%,"0,64",-10%,17,-3%,D,-3%,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,,,,,,
1330,Calippo combo vanille fraise,8714100371152,['France'],[],[],?,123,"1,9",23,1,,,,,,,,,,,,,,515 kj(123 kcal),,,"1,7",,,21,,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Pur jus de pomme,3562290005778,['France'],[],[],?,43,1,"10,7","0,1",C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,1 g,en faible quantité,0 g,en faible quantité,10.1 g,en quantité élevée,0.01 g,en faible quantité,,-7%,180 kj(43 kcal),-6%,+456%,0,-100%,-3%,"10,1",-3%,-54%,"0,01",-20%,"0,004",-20%,3,-28%,C,-28%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,"['EMB 42271B', 'Saint-Paul-en-Jarez (Loire, France)']",,,,,,,,,,,,,
1332,Chipolatas supérieures au piment d'Espelette,3018170401500,['France'],[],[],?,246,20,1,15,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,20 g,en quantité modérée,8.3 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,,+3%,1029 kj(246 kcal),+3%,+6%,"8,3",+15%,-15%,"0,5",-21%,-3%,"1,6",-11%,"0,64",-11%,18,+8%,D,+8%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,
1333,Pain ferment,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,Sésame blond complet - 200g,3760286311197,['France'],[],[],?,589,50,"11,6",18,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,2464 kj(589 kcal),,,7,,,"0,3",,,"0,03",,"0,012",,,,,,,,,,,,,,,200 g,,,,,,,,,,,
1335,Ail Doux,8411102004650,['France'],[],[],?,243,"4,2","2,4","2,3",,,,,,,,,,,,,,1017 kj(243 kcal),,,"0,5",,,0,,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1336,Mousse de canard aux figues,0212217016204,['France'],[],[],?,430,"40,7","6,5","8,1",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard']",,40.7 g,en quantité élevée,15.6 g,en quantité élevée,5.7 g,en quantité modérée,1.39 g,en quantité modérée,,+7%,1799 kj(430 kcal),+8%,+5%,"15,6",+11%,+104%,"5,7",+195%,-13%,"1,39",-5%,"0,556",-5%,22,+8%,E,+8%,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,,,,,,,,
1337,Vinaigre de pomme,91510105,['France'],[],[],?,?,?,?,?,B,"['Vinaigres', 'Vinaigres de cidre']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,,,
1338,Special sandwich complet,05376650,['France'],[],[],?,270,"4,8",46,"7,5",,,,,,,,,,,,,,1130 kj(270 kcal),,,"0,5",,,6,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Mimolette jeune,0204033025782,['France'],[],[],?,?,?,?,?,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes', 'Fromages-du-nord-pas-de-calais']",['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1340,The au jasmin,6943015102298,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,Sauce tomate au thon - Helios,84883834,['France'],[],[],?,67,"2,5",9,2,,"['Epicerie', 'Sauces']",,2.5 g,en faible quantité,0 g,en faible quantité,2.1 g,en faible quantité,1.5 g,en quantité modérée,,-72%,280 kj(67 kcal),-72%,-86%,0,-100%,-9%,"2,1",-67%,-26%,"1,5",-38%,"0,6",-38%,5,-57%,C,-57%,,,,,,,,,['Helios'],,,,,,,,,,,,
1342,Pizza la chicken,0208606038704,['France'],[],[],?,50,"8,5",34,"7,6",,,,,,,,,,,,,,209 kj(50 kcal),,,"2,8",,,"1,8",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1343,Yaourt de chèvre aux fruits - Pêche Passion Bio - 125g,3770003247135,['France'],[],[],?,?,?,?,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,,,
1344,Harumaki poulet crevettes,3760278203905,['France'],[],[],?,0,0,0,18,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,18,,"7,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Beaufort - Monoprix Gourmet,2200268040086,['France'],[],[],?,407,33,"1,5",26,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",,33 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,,+1%,1703 kj(407 kcal),+1%,+3%,22,+7%,+63%,0,-100%,-2%,"1,1",-4%,"0,44",-4%,14,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Monoprix Gourmet'],,['Monoprix'],,,,,,,,,,
1346,Chouquettes -  - 20pcs,0207347013124,['France'],"['OEUFS', 'eau', 'sucre grains', 'farine de BLE ', 'GLUTEN', 'beurre ', 'LAIT', ' SUCRE', 'poudre à lever ', 'diphosphate tétrasodique', 'carbonate de sodium', 'orthophosphate de calcium', 'amidon de froment', 'GLUTEN', 'sel', 'GLUTEN de BLÉ']",['Non végétalien'],?,?,?,?,?,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chouquettes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4%,13.4%,5.7%,3.0%,0.4%,0.0%,72,,,20 pcs,['Auchan'],,,4,"['Œufs', 'Gluten', 'Lait']",,"['E450iii - Diphosphate tétrasodique', 'E500i - Carbonate de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']",,,,
1347,Huile de sésame,5060172772803,['France'],[],[],?,884,100,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de sésame']",,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,3699 kj(884 kcal),+3%,+4%,14,-5%,-100%,0,-100%,-100%,0,-100%,0,-100%,11,-4%,D,-4%,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,,
1348,Risotto alle Mele e speck - 300g,8015328140132,['France'],[],[],?,354,"2,4","73,6","8,6",,,['Sans conservateurs'],,,,,,,,,,,1481 kj(354 kcal),,,"0,7",,,"3,1",,,"1,74",,"0,696",,,,,,,,,,,,,,,300 g,,,,,,,,,,,
1349,Vinaigre balsamique,8053259245953,['France'],[],[],?,80,0,20,"0,7",,,,,,,,,,,,,,335 kj(80 kcal),,,0,,,20,,,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,
1350,La Croustine,0205426017322,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,Trimoline - Erstein,3071900015200,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Erstein'],,,,,,,,,,,,
1352,Moutarde à l'ancienne aux cèpes - Jacques le Gourmand,3598960057204,['France'],[],[],?,165,"10,5","10,8",7,,,,,,,,,,,,,,690 kj(165 kcal),,,"0,8",,,"10,1",,,"4,5",,"1,8",,,,,,,,,,,,,,['Jacques le Gourmand'],,,,,,,,,,,,
1353,Vinaigrette miel moutard,5410920919163,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,Dinde noire fines escalopes,0213564048023,['France'],[],[],?,112,"1,2",0,25,,,,,,,,,,,,,,469 kj(112 kcal),,,"0,3",,,0,,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,
1355,Pain complet tranché,0206012007543,['France'],[],[],?,259,"1,6",45,12,,,,,,,,,,,,,,1084 kj(259 kcal),,,"0,4",,,1,,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
1356,Llavero con jelly beans,8435477900676,['France'],[],[],?,386,0,96,0,,,,,,,,,,,,,,1615 kj(386 kcal),,,0,,,71,,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,
1357,pokemon sun - YoputeE,08216977,['France'],[],[],?,?,?,?,?,B,"['Epicerie', 'Condiments', 'Sels', 'Sels non raffinés', 'Sel gemme non raffiné']","['Certifié par bureau Veritas', 'Certifié par bureau Veritas certication France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,['YoputeE'],,,,,,,,,,,,
1358,Xylitol,3700745000668,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
