,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,manufacturing,link,ingredients_origins,origin_detail,producer_info,palm_ingredients,brand_owner
19,Sardines à l'huile d'olive vierge extra - Casino - 135g,3222473515325,D,Sardines à l'huile d'olive vierge extra,135 g,['Conserve'],['Casino'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]","['Empreinte carbone', 'Aucun', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']","['EMB 77146J', 'Croissy-Beaubourg (Seine-et-Marne, France)']",['Casino'],['France'],"['Sardines', ""huile d'olive vierge extra 29%"", 'sel']",['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,23 g,en quantité élevée,4 g,en quantité modérée,0 g,en faible quantité,0.8 g,en quantité modérée,1259,+20%,?,,1259 kj(301 kcal),+22%,23,+30%,4,+4%,0,-100%,0,-100%,24,+13%,"0,8",-12%,"0,32",-12%,4,-29%,C,-29%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,['Maroc'],,,,
20,"Cocktail Fruits rouges, Noix Casino Délices Cranberries, fraises, noix de pécan, noix de macadamia - 120g",3222473630189,B,Mélange de fruits rouges sucrés séchés et de graines grillées,120 g,,"['Casino Délices', 'Casino']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Apéritif', 'Fruits à coques et dérivés', 'Biscuits apéritifs']",,"['EMB 81163', 'Mazamet (Tarn, France)']",['Casino'],['France'],"['Sucre - cranberries ', 'canneberges', ' 23', '7% - noix de pécan 19', '4% - fraises 19', '1% - noix de macadamia 9', '9% - huile de tournesol - acidifiant : acide citrique - colorant : e163 - arôme - conservateur : anhydride sulfureux', ""traces d'arachides"", ""d'autres fruits à coque"", 'de gluten et de soja']","['Fruits à coque', 'Anhydride sulfureux et sulfites']",[],4,23 g,en quantité élevée,2.6 g,en quantité modérée,48 g,en quantité élevée,0.12 g,en faible quantité,1918,-4%,459,-1%,1918 kj(459 kcal),-2%,23,+16%,"2,6",-52%,56,-6%,48,+1124%,"3,6",-64%,"0,12",-94%,"0,048",-94%,10,-35%,C,-35%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['E330 - Acide citrique', 'E163 - Anthocyanes', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,,,,,,
21,Les fameuses fines gaufres - Casino Délices - 100g,3222473672561,C,Fines gaufres au beurre,100 g,,"['Casino Délices', 'Casino']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes natures']",,,['CASINO'],['France'],"[""Farine de blé - sucre - beurre 21% - oeufs entiers - amidon de blé - sel - poudre à lever: carbonates d'ammonium"", '\r traces de fruits à coque', '\r  ou allergique']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],3,21 g,en quantité élevée,13 g,en quantité élevée,35 g,en quantité élevée,0.54 g,en quantité modérée,2067,-1%,493,-1%,2067 kj(493 kcal),-1%,21,-15%,13,-12%,70,+13%,35,+2%,"5,9",+7%,"0,54",+57%,"0,216",+57%,25,+14%,E,+14%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"[""E503 - Carbonates d'ammonium""]",,,,,,,
22,Jambon supérieur découenné dégraissé Label Rouge - Casino - 4tranches (160g),3222473703296,D,Jambon cuit supérieur,4 tranches (160 g),,['Casino'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Qualité supérieure', 'Label Rouge']","['EMB 87065', 'Feytiat (Haute-Vienne, France)']",['Casino'],['France'],"['Jambon de porc ', 'origine : France', ' - bouillon ', 'eau - os et viande de porc', ' - sel - arômes naturels - dextrose - antioxydant : érythorbate de sodium - conservateur : nitrite de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,3 g,en quantité modérée,1.1 g,en faible quantité,0.7 g,en faible quantité,1.9 g,en quantité élevée,482,-5%,114,-14%,482 kj(114 kcal),-12%,3,-38%,"1,1",-40%,"0,8",+20%,"0,7",+18%,21,-0%,"1,9",+2%,"0,76",+2%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,
23,Mimolette Vieille - 12 mois d'affinage minimum - Casino Délices - 200g,3222474024581,C,Mimolette au lait pasteurisé.,200 g,['Film en plastique'],"['Casino Délices', 'Casino']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Fromages-du-nord-pas-de-calais']",,"['EMB 44023', 'Bouvron (Loire-Atlantique, France)']",['Casino'],['France'],"['lait de vache pasteurisé ', 'origine : France', ' - sel - ferments lactiques ', 'contient lait', '- colorant: rocou - présure animale - conservateur: nitrate de potassium']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,2.9 g,en quantité élevée,1600,+13%,385,+11%,1600 kj(385 kcal),+10%,29,+12%,21,+17%,0,-100%,0,-100%,31,+12%,"2,9",+15%,"1,16",+15%,19,+4%,E,+4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['E160b - Rocou', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
24,Chocolat lait noisette bio - Casino - 100g,3222474167837,E,Chocolat supérieur au lait aux éclats de noisettes caramélisées (12%) issu de l'agriculture biologique,100 g,,['Casino'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",['Bio'],,['Casino'],['France'],"['Sucre* - poudre de lait entier* - beurre de cacao* - pâte de cacao* - éclats de noisettes* 8', '4% - émulsifiant : lécithine de tournesol - extrait de vanille*', '*issu', 'e', "" de l'agriculture biologique"", ""traces d'autres fruits à coque et de gluten"", 'cacao : 40% minimum dans le chocolat']","['Lait', 'Fruits à coque']",['Non végétalien'],4,40 g,en quantité élevée,22 g,en quantité élevée,43 g,en quantité élevée,0.23 g,en faible quantité,2373,+1%,570,+0%,2373 kj(570 kcal),+0%,40,+5%,22,+26%,44,-5%,43,-2%,"8,5",+1%,"0,23",+22%,"0,092",+22%,27,+10%,E,+10%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['E322i - Lécithine'],,,,,,,
25,Lait fermenté - Wassila - 1l,3222474473563,B,Lait fermenté maigre,1 l,['Brique'],['Wassila'],"['Produits laitiers', 'Laits', 'Laits fermentés']",,"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",['Casino'],['France'],"['lait écrémé ', 'origine : france', ' - perméat ', 'lactose', ' ', 'origine : france', ' - crème ', 'origine : france', ' - ferments lactiques ', 'contient lait']",['Lait'],['Non végétalien'],4,0.5 g,en faible quantité,0.3 g,en faible quantité,4.4 g,en faible quantité,0.13 g,en faible quantité,148,-18%,35,-19%,148 kj(35 kcal),-23%,"0,5",-65%,"0,3",-57%,"4,4",-11%,"4,4",-2%,"3,2",+0%,"0,13",+25%,"0,052",+25%,-1,-179%,A,-179%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,http://wassila.fr/lait-fermente-1L-wassila.html,['France'],,,,
26,Pizza chèvre cuite au feu de bois bio - Casino Bio - 360g,3222474575960,B,"Pizza cuite au feu de bois, garniture à base de fromage de chèvre et d'emmental, issue de l'agriculture biologique surgelée",360 g,['Surgelé'],"['Casino Bio', 'Casino']","['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas et tartes surgelées', 'Pizzas surgelées']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-10']","['EMB 26170C', 'Malissard (Drôme, France)']","['Géant Casino', 'Casino']",['France'],"['Farine de blé* - purée de tomates* - eau - fromage de chèvre* 11,1% - emmental* 11,1% - huile de tournesol* - sel - levure - épices* et plantes aromatiques*', ""* ingrédients issus de l'agriculture biologique""]","['Gluten', 'Lait', 'Gras']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,9.1 g,en quantité modérée,4.6 g,en quantité modérée,5.2 g,en quantité modérée,1.2 g,en quantité modérée,994,-1%,237,-2%,994 kj(237 kcal),-3%,"9,1",-5%,"4,6",-7%,28,+3%,"5,2",+83%,"9,4",-15%,"1,2",-2%,"0,48",-2%,10,+1%,C,+1%,52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,['France'],http://www.produits-casino.fr/vos-produits/plaisir-de-cuisiner/surgeles/cuisine-31/pizza-chevre-bio.html,,,,,
27,Le petit frais 0% matières grasses - Casino - 6x 60g,3222474598952,B,Fromage frais nature au lait écrémé pasteurisé (contient plus de 82% d'humidité),6 x 60 g,['Plastique'],['Casino'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs natures']","['Peu ou pas de matière grasse', 'Sans matière grasse']",['EMB 72329ID=A2'],['Casino'],['France'],"['lait écrémé pasteurisé ', 'origine: france', ' - ferments lactiques ', 'contient lait', ' - conservateur: e203 ', 'papier traité']",['Lait'],['Non végétalien'],3,0 g,en faible quantité,0 g,en faible quantité,2.7 g,en faible quantité,0.11 g,en faible quantité,209,-36%,49,-40%,209 kj(49 kcal),-39%,0,-100%,0,-100%,"2,7",-35%,"2,7",-31%,"9,6",+40%,"0,11",+7%,"0,044",+7%,-5,,A,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['E203 - Sorbate de calcium'],,,,,,,
28,Lardons de volaille nature - Casino - 160g,3222475070198,,Lardons de volaille,160 g,,['Casino'],,,,['Casino'],['France'],['Viande de dinde 89% - eau - sel - dextrose - arôme - antioxydant : érythorbate de sodium - conservateur : nitrite de sodium'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,687,,165,,687 kj(165 kcal),,"9,8",,"2,8",,"1,1",,"1,1",,18,,"2,7",,"1,08",,,,,,,,,,,,,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,
29,Infusion nuit paisible 25 sachets - Casino - 40g,3222475306358,A,Préparation de plantes aromatisée à infusion,40 g,['Carton-sachet'],['Casino'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Infusion plantes']",,['43089A'],"['Casino supermarché', 'Casino']","['France', 'La Réunion']","[""Tilleul 43% - verveine 39% - camomille 7% - feuilles d'oranger bigarade 7% - lavandin 3% - arôme 1%""]",,[],4,0 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,3,-79%,1,-86%,3 kj(1 kcal),-88%,0,-100%,0,-100%,"0,2",-73%,"0,2",-55%,0,-100%,0,-100%,0,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,
30,CASINO Crème Entière FLUIDE 30 % de mat. gr. - 1l,3222475322662,,Crème stérilisée UHT à 30 % de matières grasses,1 l,,['Casino'],,,,['Casino'],['France'],"['crème de lait ', 'origine : france ', ' - protéines de lait - stabilisant : carraghénanes', ' ou allegiques']",['Lait'],['Non végétalien'],4,,,,,,,,,1209,,293,,1209 kj(293 kcal),,30,,21,,"3,4",,3,,"2,4",,"0,07",,"0,028",,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,,,
31,Briochettes moelleuses pépites choco - Casino - 330g,3222475374678,C,8 petites brioches rondes aux pépites de chocolat au lait,330 g,,['Casino'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches au chocolat', 'Briochettes']",,"['EMB 49099F', 'Cholet (Maine-et-Loire, France)']",['Casino'],['France'],"['Farine de blé - eau - pépites de chocolat au lait 13', '2% ', 'sucre - poudre de lait entier - beurre de cacao - pâte de cacao - lactose - émulsifiant : lécithines de soja - arôme naturel de vanille', ' - oeufs frais 10', '2% - huile de coco et de colza - sucre - arômes naturels ', 'contient alcool et lait', ' - fibres de blé - gluten de blé - émulsifiants : e471', 'e472e - levure - poudre de lait écrémé - sel - colorant : e160a - antioxydant : acide ascorbique', "" dorure à l'oeuf""]","['Œufs', 'Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,13 g,en quantité modérée,10 g,en quantité élevée,15 g,en quantité élevée,0.77 g,en quantité modérée,1430,-5%,340,-4%,1430 kj(340 kcal),-4%,13,-1%,10,+81%,48,-4%,15,+4%,"7,8",-2%,"0,77",-18%,"0,308",-18%,19,+30%,E,+30%,77.5%,13.5%,5.4%,3.2%,0.4%,0.0%,63,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E160a - Carotènes mélangés', 'E300 - Acide ascorbique']",,,,,,,
32,Couscous royal poulet merguez - Casino - 300g,3222475392696,D,Couscous au poulet et merguez,300 g,,['Casino'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de semoule', 'Plats à la volaille', 'Couscous préparés', 'Plats au poulet']",,"['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",['Casino'],['France'],"['Grand compartiment ', '200g', ' : poulet 20% ', 'poulet - sel', ' - eau - merguez 6', '6% ', 'viande de bœuf - viande et gras de mouton - épices - sel - dextrose - émulsifiant : e450', 'lactose - colorant : e162 - conservateurs : e316 et e250 - arômes naturels', ' - carottes 5% - navets 3', '6% - courgettes 3', '3% - pois chiches 3', '3% - tomates pelées concassées 3', '3% ', 'tomates - jus de tomates - acidifiant : acide citrique', ' - oignons 2', '6% - huile de colza - concentré de tomates 2', '1% - poivrons rouges 2% - sel - ail - sucre - fécule de manioc - bouillon de volaille ', 'sel - arômes naturels - graisse de poule - extrait de levure - épices et aromates', ""- mélange d'épices raz el hanout - cumin - épaississants : gomme guar et gomme xanthane - poivre - paprika - poudre de tomate - arômes naturels - colorant : extrait de paprika"", 'petit compartiment ', '100g', ' : semoule de blé dur préparée 33% ', 'eau - semoule de blé dur - huile de colza - sel', 'traces de poisson', 'moutarde et œuf']","['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,5.9 g,en quantité modérée,1.6 g,en quantité modérée,0.6 g,en faible quantité,0.84 g,en quantité modérée,560,-3%,134,-12%,560 kj(134 kcal),-12%,"5,9",+37%,"1,6",+36%,11,-37%,"0,6",-72%,"8,6",+15%,"0,84",+10%,"0,336",+10%,-1,-1873%,A,-1873%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E162 - Rouge de betterave', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika']",,,,,,,
33,Poudre cacaotée - Casino - 1kg,3222475394584,,Préparation pour boisson instantanée diététique de l'effort et d'apport glucidique au cacao maigre,1 kg,['Plastic box'],['Casino'],"['Snacks', 'Snacks sucrés', 'Petit-déjeuners']",,,['Casino'],['France'],"['Sucre - cacao maigre en poudre 20% - émulsifiant : lécithines de tournesol - carbonate de magnésium - carbonate de calcium - arôme', 'vitamines : c', 'e', 'niacine ', 'pp', 'b6', 'acide pantothénique ', 'b5', 'thiamine ', 'b1', 'acide folique ', 'b9', '\r traces de lait et de soja']",,[],4,3.1 g,en quantité modérée,1.4 g,en faible quantité,78 g,en quantité élevée,0.05 g,en faible quantité,1602,+10%,379,+19%,1602 kj(379 kcal),+20%,"3,1",-45%,"1,4",-7%,80,+35%,78,+91%,"4,5",+16%,"0,05",-68%,"0,02",-68%,10,+4%,C,+4%,,,,,,,,['E322i - Lécithine'],,,,,,,
34,Gaufres liégeoises aux perles de sucre - Casino - 275g,3222475456107,C,Gaufres au sucre perlé,275 g,,['Casino'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres liégeoises']",,"['EMB 77333A', 'Nemours (Seine-et-Marne, France)']",['Casino'],['France'],"['Farine de blé - sucre perlé 26% - huiles et graisses végétales en proportion variable ', 'palme', 'colza', ' - œufs - levure - sirop de sucre inverti - farine de soja - sucre - sirop de glucose - sel - stabilisant : sorbitols - arômes naturels - émulsifiants : lécithines de tournesol', ""mono - et diglycérides d'acides gras - colorant : caroténoïdes - acidifiant : acide citrique""]","['Œufs', 'Gluten', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,22 g,en quantité élevée,9.6 g,en quantité élevée,25 g,en quantité élevée,1 g,en quantité modérée,1822,-3%,435,-4%,1822 kj(435 kcal),-4%,22,-7%,"9,6",-21%,53,-1%,25,-9%,"6,3",+5%,1,+32%,"0,4",+32%,23,0%,E,0%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,"['E420 - Sorbitol', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160 - Caroténoïdes', 'E330 - Acide citrique']",,,,,,,
35,Special potatoes - Casino - 700g,3222475931628,A,"Quartiers de pommes de terre avec peau, enrobés, préfrits et surgelés",700 g,"['Sachet', 'surgelé']",['Casino'],"['Chips et frites', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Frites', 'Frites surgelées', 'Quartiers de pommes de terre surgelés']",,,"['Géant', 'Casino']",['France'],"[""Pommes de terre 88% - huile de tournesol - farine de blé - sel - amidon de pomme de terre - poudre d'ail - poudre d'oignon - poudres à lever : diphosphates"", 'carbonates de sodium - extrait de paprika - stabilisant : disphosphates']",['Gluten'],[],4,5 g,en quantité modérée,0.7 g,en faible quantité,0 g,en faible quantité,0.64 g,en quantité modérée,603,,144,-2%,603 kj(144 kcal),-3%,5,-9%,"0,7",+2%,21,+2%,0,-100%,"2,4",-2%,"0,64",-1%,"0,256",-1%,0,-100%,B,-100%,21.9%,0.0%,23.0%,18.3%,27.1%,9.8%,97,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E160c - Extrait de paprika']",,,,,,,
36,Shortbread - Casino Saveurs d'Ailleurs - 150g,3222476062895,,Biscuits sablés pur beurre,150 g,,"[""Casino Saveurs d'Ailleurs"", 'Casino']",,,"['EMB 75109Z', 'Paris 9e  Arrondissement (Paris, France)']",['Casino'],['France'],"['farine de blé - beurre 35% - sucre - amidon de maïs - sel - calcium - vitamines B3', 'B1 - fer', ' Traces de soja']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",,,,,,,,,,2189,,523,,2189 kj(523 kcal),,28,,16,,63,,19,,"4,8",,"0,64",,"0,256",,,,,,,,,,,,,,,,,,,,
37,Riz complet et quinoa rouge bio en doypack - Casino Bio - 250g,3222476103178,,Mélange de riz complet et de quinoa rouge issu de l'agriculture biologique,250 g,"['Sachet', 'Plastique', 'Doypack']","['Casino Bio', 'Casino']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale"", 'Plats préparés à réchauffer au micro-ondes', 'Plats à base de céréales']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",,"['Géant', 'Casino']",['France'],"[""Riz complet précuit* 85,4% - quinoa rouge précuit* 12% - huile d'olive vierge extra* - sel"", "" * Ingrédients issus de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,3 g,en quantité modérée,0.6 g,en faible quantité,0.5 g,en faible quantité,0.73 g,en quantité modérée,684,+12%,162,-1%,684 kj(162 kcal),+3%,3,-53%,"0,6",-40%,29,+86%,"0,5",-79%,"3,5",-44%,"0,73",-20%,"0,292",-20%,1,+326%,B,+326%,,,,,,,,,['France'],,,,,,
38,Spaghetti sans gluten - Casino - 500g,3222476106117,,Spécialité culinaire à base de farines de maïs et de riz sans gluten,500 g,,['Casino'],,['en:gluten-free'],,['Casino'],['France'],"[""Farine de maïs blanc 61% - farine de maïs jaune 33% - farine de riz 4,8% - émulsifiant : mono - et diglycérides d'acides gras""]",,"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,1508,,355,,1508 kj(355 kcal),,"1,3",,"0,2",,79,,"0,6",,"6,9",,0,,0,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,,
