,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,additives,palm_ingredients,allergens,nova_score,categories,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,markets,link,traceability_code,brand_owner
1822,Salade de thon -,8715657006238,['France'],[],[],?,522,2184 kj(522 kcal),"53,9","4,2","0,6","0,4","8,7","1,3","0,52",,,,,,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Salades au thon']",,,+246%,+257%,+549%,+368%,-92%,-80%,+8%,+34%,+34%,53.9 g,en quantité élevée,4.2 g,en quantité modérée,0.4 g,en faible quantité,1.3 g,en quantité modérée,15,+3631%,D,+3631%,,,,,,,,,,,,,,,,,
1823,Tulipes au chocolat (Hollande ),8715661001212,['France'],[],[],?,542,2268 kj(542 kcal),31,19,59,59,"5,3","0,3","0,12",,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Sucette en chocolat décoré,8715661013031,['France'],[],[],?,539,2255 kj(539 kcal),31,18,60,59,"5,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Toffeebreak Bites,8715661019521,['France'],"[""O Caramel enrobé' 60% chocolat av ait"", 'énanee', ' poudredelactosérui •a', ' épic']",[],?,493,2063 kj(493 kcal),28,17,56,48,"3,4","0,19","0,076",['Toffeebreak'],,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Poussins au chocolat blanc,8715661026734,['France'],[],[],?,556,2326 kj(556 kcal),33,20,57,57,"6,3","0,22","0,088",,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Pastille milk - Droste,8715675110016,['France'],[],[],?,518,2167 kj(518 kcal),"32,5","20,3","50,2","47,5","5,6","0,1","0,04",['Droste'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Droste Pastilles Mint Crisp,8715675118050,['France'],[],[],?,501,2096 kj(501 kcal),30,"17,9","51,4","42,8","4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Pastilles - Droste - 300g (3x100g),8715675126451,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant ', 'lécithine de soja', 'arôme', ' Cacao 35 % minimum dans le chocolat au lait et 52 % dans le chocolat noir']",['Non végétalien'],?,?,,?,,?,,?,,,['Droste'],['E322i - Lécithine'],,['Soja'],4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,,,,,,,,,,,,,,,,,,,,,"assortiment de chocolat noir, chocolat au lait et chocolat au lait à l'arôme d'orange",300 g (3x100g),['Boite en carton'],,,,,,,,,,['Pays-Bas'],,,,
1830,"Chocolade Letter S chocolat noir - Droste - 135g, 4.7oz",8715675189609,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme ', 'vanille']",[],2307,?,2307 kj(551 kcal),"33,1","19,7","56,7","47,2","5,1","0,001",0,['Droste'],,,['Soja'],4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",+1%,,-1%,-16%,-15%,+47%,+49%,-33%,-98%,-98%,33.1 g,en quantité élevée,19.7 g,en quantité élevée,47.2 g,en quantité élevée,0.001 g,en faible quantité,22,+4%,E,+4%,Chocolat noir,"135 g, 4.7 oz","['Plastic tray', 'Kartonnen doos', 'Groene punt', 'Tidyman wastebasket']",E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Droste BV', 'Vaassen', 'Nederland']",,,,,
1831,Sauce pates - Heinz,8715700003290,['France'],"['luce tomate aux légumes grillés lgrédients : Purée de tomates omates 17%', 'légumes grillés ', 'courgett 7,6%', 'poiv Ouges et jaunes aubergines 2,40 us de citron', 'huile de tournesol ', ""avec aitid'oigno ail frit"", 'sucre', 'sel', 'ail', 'herbes', 'poivre,c Préparation : Chauffez la sauce à feud uxpendant ,ninutes', 'ou 3-4 minutes au four à milro un récipient couvert']",[],?,662,2770 kj(662 kcal),"2,4","0,2","8,7","7,1","1,7","0,74","0,296",['Heinz'],,,,,"['Epicerie', 'Sauces', 'Sauces pour pâtes']",,,+387%,+395%,-74%,-88%,+32%,+51%,-49%,-42%,-42%,2.4 g,en faible quantité,0.2 g,en faible quantité,7.1 g,en quantité modérée,0.74 g,en quantité modérée,12,+138%,D,+138%,,,,,,,,,,,,,,,,,
1832,Heinz,8715700061023,['France'],[],[],?,?,,?,,?,,?,,,['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Salted peanuts - Planters,8715700109701,['France'],[],[],?,605,2531 kj(605 kcal),"47,5","8,3","14,6","5,4","25,9","0,6","0,24",['Planters'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Dry roasted - Planters,8715700109718,['France'],[],[],?,573,2397 kj(573 kcal),"43,3","8,2","13,6","5,6","28,3","1,9","0,76",['Planters'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Oergranen,8715700109893,"['Belgique', 'France']",[],[],?,327,1368 kj(327 kcal),"2,8","0,5",63,"1,1",11,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,COCKTAIL SAUCE - Heinz,8715700110264,['France'],[],[],?,399,1669 kj(399 kcal),36,3,15,14,"2,2","1,2","0,48",['Heinz'],,,,,"['Epicerie', 'Sauces', 'Sauces cocktail']",,,-20%,-20%,-29%,-36%,+69%,+113%,+62%,-21%,-21%,36 g,en quantité élevée,3 g,en quantité modérée,14 g,en quantité élevée,1.2 g,en quantité modérée,14,-16%,D,-16%,,,,,,,,,,,,,,,,,
1837,Heinz Einfach Lecker Salatcreme - 420g,8715700115542,"['France', 'Allemagne']","['Eau', 'huile de colza 25%', 'amidon', 'œuf* pasteurisé 3,5% vinaigre', 'sucre', 'sel', ""jaune d'oeuf* pasteurisé 1%"", 'jus de citron concenté', 'conserateur ', 'sorbate de potassium', 'graines de moutarde épice', 'antioxydant ', 'calcium disodium EDTA', "" *D'Œufs de poules élevées en plein air""]",['Non végétalien'],?,250,1046 kj(250 kcal),26,4,"3,8",3,"0,6","1,7","0,68",['Heinz'],"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,,3,['de:mayonaise'],,,,,,,,,,,,26 g,en quantité élevée,4 g,en quantité modérée,3 g,en faible quantité,1.7 g,en quantité élevée,13,,D,,,420 g,,,,,,,,,,,,,,,
1838,Heinz Curry Mango Sauce - 265g,8715700115757,"['France', 'Allemagne']",[],[],?,328,1372 kj(328 kcal),28,"2,4",18,16,"1,6","1,5","0,6",['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265 g,['Flasche'],,,,,,,,,,,,,,
1839,Sauce Poivre - Heinz,8715700115771,['France'],[],[],?,478,2000 kj(478 kcal),50,"3,7","5,8","3,6","0,5","2,4","0,96",['Heinz'],,,,,"['Epicerie', 'Sauces', 'Sauces au poivre']",,,+53%,+56%,+82%,-5%,-34%,+13%,-73%,+3%,+3%,50 g,en quantité élevée,3.7 g,en quantité modérée,3.6 g,en faible quantité,2.4 g,en quantité élevée,18,+23%,D,+23%,,,,B,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,,,,,,
1840,Seriously good - Heinz,8715700115788,['France'],[],[],?,415,1736 kj(415 kcal),38,2,7,4,9,3,"1,2",['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Herb &crème fraiche sauce - Heinz,8715700115795,['France'],"['Eau', 'huile de colza', ""vinaigre d'alcool"", 'crême fraiche 2,9% ', 'lait', ""jaunes d'œufs"", 'sucre', 'amidon modifié', 'ciboulette 2%', 'sel', 'stabilisants ', 'pectine', 'gomme xanthane', 'arômes acidifiant ', 'acide lactique', 'conservateur ', 'sorbate de potassium', 'antioxydant calcium disodium EDTA']",['Non végétalien'],?,372,1556 kj(372 kcal),"3,9","2,9","5,1","2,7","0,6","1,9","0,76",['Heinz'],"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,"['Œufs', 'Lait']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,8715700116495,8715700116495,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Yellow Mustard Classic - Heinz,8715700204055,['France'],[],[],?,118,494 kj(118 kcal),5,"0,3","9,3","5,3","5,4","2,4","0,96",['Heinz'],,,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,-31%,-30%,-54%,-63%,+35%,+37%,-18%,-49%,-49%,5 g,en quantité modérée,0.3 g,en faible quantité,5.3 g,en quantité modérée,2.4 g,en quantité élevée,12,+3%,D,+3%,,,,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,['Noz'],,,
1844,Purée de tomates - Heinz,8715700407234,['France'],[],[],?,27,113 kj(27 kcal),0,0,"4,2","3,7","1,5","0,08","0,032",['Heinz'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",,,-48%,-45%,-100%,-100%,-27%,-18%,-5%,-82%,-82%,0 g,en faible quantité,0 g,en faible quantité,3.7 g,en faible quantité,0.08 g,en faible quantité,-5,,A,,,,,B,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,,,,,,
1845,Tomato ketchup,8715700408460,['France'],[],[],?,112,469 kj(112 kcal),"0,1","0,1","25,3","24,8","1,4","1,7","0,68",,,,,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchup de tomate']",,,+4%,+4%,-42%,+63%,+17%,+31%,+6%,0%,0%,0.1 g,en faible quantité,0.1 g,en faible quantité,24.8 g,en quantité élevée,1.7 g,en quantité élevée,13,+14%,D,+14%,,,,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,
1846,Heinz ail,8715700411255,"['Belgique', 'France']",[],[],?,395,1653 kj(395 kcal),36,3,15,12,"2,2","1,3","0,52",['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Sauce Ail Et Yaourt Aux Herbes Heinz,8715700411316,['France'],[],[],?,395,1653 kj(395 kcal),36,3,15,12,"2,2","1,3","0,52",['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Pasta Sauce traditional - Heinz - 600g,8715700416229,"['Belgique', 'France']","['tomates 61%', 'purée de tomates mi-reduit 31%', 'huile de colza', 'carottes', 'sucre ', 'sel', 'arômes ', 'contient du céleri', 'plantes aromatiques', 'extraits de plantes aromatiques ', 'contient du céleri', 'épices', 'concentré de citron']",[],?,0,0 kj(0 kcal),"3,6","0,2","5,4",5,"1,3","0,79","0,316",['Heinz'],,,['Céleri'],4,"['Epicerie', 'Sauces', 'Sauces tomate']","['Sans arômes artificiels', 'Sans conservateurs']",,-100%,-100%,+67%,-43%,-55%,-49%,-17%,-39%,-39%,3.6 g,en quantité modérée,0.2 g,en faible quantité,5 g,en quantité modérée,0.79 g,en quantité modérée,2,-61%,B,-61%,,600 g,"['Bocal', 'Verre']",A,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,['Carrefour'],,,
1849,Mayonnaise - Heinz,8715700417912,['France'],[],[],?,663,2774 kj(663 kcal),72,"8,6",3,"2,9","0,9","1,5","0,6",['Heinz'],,,,,"['Epicerie', 'Sauces', 'Mayonnaises']",,,+8%,+8%,+9%,+39%,+12%,+99%,-27%,+13%,+13%,72 g,en quantité élevée,8.6 g,en quantité élevée,2.9 g,en faible quantité,1.5 g,en quantité modérée,22,+23%,E,+23%,,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,
1850,Mustard / Moutarde - Heinz - 875ml (925g),8715700417967,['France'],"['Eau', 'graines de moutarde 19%', 'vinaigre', 'sel', 'sucre', 'épices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,96,402 kj(96 kcal),"5,8","0,4","4,2",3,5,"3,8","1,52",['Heinz'],,,['Moutarde'],3,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,-44%,-43%,-46%,-51%,-39%,-22%,-24%,-19%,-19%,5.8 g,en quantité modérée,0.4 g,en faible quantité,3 g,en faible quantité,3.8 g,en quantité élevée,11,-5%,D,-5%,,875 ml (925 g),['Plastique'],B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,['Noz'],,,
1851,Barbecue - Heinz - 875ml -1kg,8715700418001,['France'],[],[],?,145,607 kj(145 kcal),0,0,34,27,1,"2,4","0,96",['Heinz'],,,,,"['Epicerie', 'Sauces', 'Sauces barbecue']",,,-7%,-8%,-100%,-100%,+9%,+3%,+11%,+19%,+19%,0 g,en faible quantité,0 g,en faible quantité,27 g,en quantité élevée,2.4 g,en quantité élevée,16,+10%,D,+10%,,875 ml -1kg,,B,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,,,,
1852,"Burger Relish - Heinz - 2,15l (2,40kg)",8715700419794,['France'],"['Purée de tomates concentrée 31 %', 'sucre', 'oignon', 'cornichons 11 %', 'tomates 9 % ', 'contient un agent affermissant ', 'chlorure de calcium', 'vinaigre', 'poivrons rouges 6 %', 'carottes', 'amidon modifié', 'sel', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'épice', 'moutarde en poudre', ""poudre d'oignon"", ""poudre d'ail"", 'épices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",456,?,456 kj(109 kcal),"0,2",0,23,21,"1,4","0,83","0,332",['Heinz'],['E14XX - Amidons modifiés'],,['Moutarde'],4,"['Epicerie', 'Sauces', 'Sauces burger']",['Sans OGM'],-72%,,-73%,-99%,-100%,+92%,+129%,+18%,-56%,-56%,0.2 g,en faible quantité,0 g,en faible quantité,21 g,en quantité élevée,0.83 g,en quantité modérée,6,-64%,C,-64%,,"2,15 l (2,40 kg)",['Plastique'],D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Pays-Bas'],,,http://www.heinzfoodservice.fr/-/media/europe/images/pdf/foodservicesite/ft-burger-relish-215l-heinz.ashx?la=fr-fr,,
1853,Curry Sauce Classic - Heinz - 375ml (425g),8715700420516,['France'],"['Eau', 'sucre', 'purée de tomate ', '17 %', ""vinaigre d'alcool"", 'pomme', 'amidon modifié', 'épices de curry 2 % ', 'curcuma', 'coriandre', 'fenugrec', 'graine de moutarde', 'poivre blanc', 'gingembre', 'graine de cumin', 'cumin', 'quatre-épices', 'muscade', 'graine de céleri', 'graine de fenouil', 'livèche', 'sel', 'sauce soja ', 'eau', 'haricots soja', 'blé', 'sel', 'épices', 'épaississants : gomme de guar et gomme xanthane', ""extrait d'épice,""]",[],492,?,492 kj(118 kcal),"0,3",~ 0,27,23,"0,7","1,5","0,6",['Heinz'],"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,"['Céleri', 'Gluten', 'Moutarde', 'Soja']",4,"['Epicerie', 'Sauces', 'Sauces au curry']",,-36%,,-47%,-98%,-100%,+157%,+283%,-56%,-11%,-11%,0.3 g,en faible quantité,0 g,en faible quantité,23 g,en quantité élevée,1.5 g,en quantité modérée,12,+3%,D,+3%,,375 ml (425 g),['Plastique'],B,21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,,,['Noz'],,,
1854,Jalapeño Chilli Ketchup - Heinz - 250g (220ml),8715700421148,['France'],"['Tomates ', '148 g pour 100 g de Tomato Ketchup', ""vinaigre d'alcool"", 'sucre', 'sel', 'jus de citron vert', 'extrait de piment vert Jalapeño', 'extrait de piment', ""poudre d'oignon"", ""poudre d'ail""]",[],389,?,389 kj(93 kcal),"0,3","< 0,1","19,3","18,8","1,2","1,6","0,64",['Heinz'],,,,3,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,-9%,,-11%,+23%,+57%,-15%,-4%,-8%,-20%,-20%,0.3 g,en faible quantité,0.1 g,en faible quantité,18.8 g,en quantité élevée,1.6 g,en quantité élevée,12,-1%,D,-1%,Tomato Ketchup au piment Jalapeño,250 g (220 ml),"['Flacon', 'Plastique']",B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,['Cora'],,,
1855,Tomato Ketchup - Heinz,87157004213353,['France'],[],[],?,?,,?,,?,,?,,,['Heinz'],,,,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchup de tomate']",,,,,,,,,,,,,,,,,,,,,,,,,,,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,
1856,Heinz Pastasaus Tradizionale 620 Gram,8715700421896,['France'],[],[],?,265,1109 kj(265 kcal),"3,6","0,2","5,4",5,"1,3","0,79","0,316",['Heinz'],,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Heinz Hot Pasta Sauce (620 G),8715700421919,['France'],[],[],?,71,297 kj(71 kcal),"3,7","0,3","6,2","5,1","1,4","0,84","0,336",['Heinz'],,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Hot pasta sauce - Heinz,8715700421926,['France'],[],[],?,71,297 kj(71 kcal),"3,7","0,3","6,2","5,1","1,4","0,84","0,336",['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Bolognese Pasta Sauce - Heinz - 620g,8715700421933,['France'],"['Tomates 60%', 'purée de tomates mi-réduite 22%', 'boeuf hachée 11%', 'sucre', 'sel', 'jus de citron concentré', 'huile de colza', 'plantes aromatiques', 'épices', 'arômes', 'ail']",[],290,?,290 kj(69 kcal),"1,9","0,5","7,5","6,4","3,8","1,1","0,44",['Heinz'],,,,4,"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",['Sans conservateurs'],-17%,,-19%,-54%,-59%,+15%,+35%,-15%,0%,0%,1.9 g,en faible quantité,0.5 g,en faible quantité,6.4 g,en quantité modérée,1.1 g,en quantité modérée,-2,-188%,A,-188%,Sauce pour pâtes au boeuf hâché,620 g,"['Bocal', 'Verre']",E,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,,,,,
1860,Ganze geschälte tomaten - Kraft,8715700422220,['France'],[],[],?,105,439 kj(105 kcal),"0,3","0,1","4,3","4,3","1,2","0,1","0,04",['Kraft'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Kraft Pasta Sauce Bolognese - 450g,8715700422435,"['France', 'Allemagne']","['Tomates 60%', 'purée de tomates mi-réduite 22% boeuf hachée 11%', 'sucre', 'sel', 'jus de citron concentré', 'huile de colza', 'plantes aromatiques', 'épices', 'arômes', 'ail']",[],?,69,289 kj(69 kcal),"1,9","0,5","7,5","6,4","3,8","1,1","0,44",['Kraft'],,,,4,"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",,,-21%,-20%,-54%,-59%,+15%,+35%,-15%,0%,0%,1.9 g,en faible quantité,0.5 g,en faible quantité,6.4 g,en quantité modérée,1.1 g,en quantité modérée,3,+32%,C,+32%,,450 g,['Glas'],E,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,,,,,
1862,Pasta sauce arrabiata - Kraft,8715700422442,['France'],[],[],?,71,297 kj(71 kcal),"3,7","0,3","6,2","5,1","1,4","0,84","0,336",['Kraft'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Kraft Hühnersuppe,8715700422763,['France'],[],[],?,?,,?,,?,,?,,,['Kraft'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Kraft Tomatensuppe - 400ml,8715700422800,['France'],[],[],?,?,,?,,?,,?,,,['Kraft'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 ml,['dose(n)'],,,,,,,,,,,,,,
1865,Heinz 500G Gluten Free Gluteeniton Penne,8715700423098,['France'],[],[],?,354,1481 kj(354 kcal),"2,3","0,5",77,"0,4","4,8","0,1","0,04",['Heinz'],,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Heinz 500G Gluten Free Gluteeniton Makaroni,8715700423104,['France'],[],[],?,354,1481 kj(354 kcal),"2,3","0,5",77,"0,4","4,8","0,1","0,04",['Heinz'],,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Heinz einfach lecker Mayonnaise - 173g,8715700423463,['France'],[],[],?,?,,?,,?,,?,,,['Heinz'],,,,,"['Epicerie', 'Sauces', 'Mayonnaises']",,,,,,,,,,,,,,,,,,,,,,,,,173 g,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,
1868,Seriously good roasted pepper &italian cheese - Heinz,8715700423685,['France'],[],[],?,59,247 kj(59 kcal),"2,1","0,4","7,7","6,5","1,6","0,7","0,28",['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Tomato & red pesto - Heinz,8715700423715,['France'],[],[],?,57,238 kj(57 kcal),"2,4","0,3","6,9",6,"1,3","0,74","0,296",['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Heinz Tomato Ketchup 50% Less Sugar,8715700423951,['France'],[],[],?,64,268 kj(64 kcal),"0,1",0,12,0,"1,4","0,9","0,36",['Heinz'],,,,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchup de tomate']",,,-41%,-41%,-42%,-100%,-44%,-100%,+6%,-47%,-47%,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.9 g,en quantité modérée,3,-74%,C,-74%,,,,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,
1871,Tomato ketchup 50% - Heinz,8715700426518,['France'],[],[],?,64,268 kj(64 kcal),"0,1",0,12,11,"1,4","0,9","0,36",['Heinz'],,,,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchup de tomate']",,,-41%,-41%,-42%,-100%,-44%,-42%,+6%,-47%,-47%,0.1 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0.9 g,en quantité modérée,5,-56%,C,-56%,,,,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,
1872,Salt med jod,8715800002230,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"99,9","39,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Lollipopps,8715806221062,['France'],[],[],?,368,1540 kj(368 kcal),0,0,"92,1","78,5",0,,,,,,,,,"['en:gluten-free', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Easter eggs,8715937017107,['France'],[],[],?,584,2443 kj(584 kcal),"39,3","22,8","52,7",52,"3,5","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Chocolate bunnies & eggs,8715937017121,['France'],[],[],?,490,2050 kj(490 kcal),"20,4","12,2",71,"63,3","4,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Pain Pizza - Boboli,8715947922606,['France'],[],[],?,206,862 kj(206 kcal),"5,4","1,9","31,2","2,4","7,3","1,1","0,44",['Boboli'],,,,,"['Plats préparés', 'Réfrigérés', 'Plats préparés réfrigérés', 'Bruschettas']",,,+13%,+14%,-41%,-33%,+111%,+11%,-3%,+7%,+7%,5.4 g,en quantité modérée,1.9 g,en quantité modérée,2.4 g,en faible quantité,1.1 g,en quantité modérée,3,-39%,C,-39%,Pain précuit avec poivron,,"['Frais', 'Plastique']",,,,,,,,,,,,,,
1877,Focaccia Paprika & Olives - Boboli,8715947924648,['France'],[],[],?,241,1008 kj(241 kcal),"7,9","1,4","34,9","2,3","6,6","1,4","0,56",['Boboli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,IPA - Hop Ruiter - 33cl,8715951000550,['France'],"['eau', ""malt d'orge"", 'houblon', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Hop Ruiter'],,,['nl:gerstemout'],3,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bières blondes', 'Bières fortes', 'nl:Bières IPA']","['Déconseillé aux femmes enceintes', 'nl:Cat S']",,,,,,,,,,,,,,,,,,,,,,,Ongefilterd en ongepasteuriseerd dpeciaalbier met nagisting op fles,33 cl,"['Bouteille en verre brune', 'Capsule métal', 'Consigne_be', 'Consigne_nl']",C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Scheldebrouwerij', 'Wenenstraat 7', '2321', 'Meer', 'Belgique']",,,http://scheldebrouwerij.com,,
1879,Zeezuiper - Schelde - 33cl,8715951001427,['France'],"['water', 'gerstemout', 'hop', 'gist']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Schelde'],,,['nl:gerstemout'],3,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bières fortes', 'en:Tripel']",['Déconseillé aux femmes enceintes'],,,,,,,,,,,,,,,,,,,,,,,Tripel,33 cl,"['Bruin flesje', 'Glasbak']",C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Scheldebrouwerij', 'Wenenstraat 7', '2321', 'Meer', 'Belgium']",,,,,
