,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,additives,nova_score,generic_name,allergens,traceability_code,link,ingredients_origins,manufacturing,brand_owner,palm_ingredients
234,Mini navette fleur d'oranger - Castellane - 125g,3307484001309,['France'],[],[],?,440,1841 kj(440 kcal),15,"8,2",67,19,"6,9","0,43","0,172",C,['Castellane'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,15 g,en quantité modérée,8.2 g,en quantité élevée,19 g,en quantité élevée,0.43 g,en quantité modérée,,-7%,-7%,-28%,-19%,+5%,-36%,+6%,-27%,-27%,16,-19%,D,-19%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,125 g,,,,,,,,,,,
235,Les cinq pattes,3303292902364,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Beurre - Lurpak,5740900861305,['France'],[],[],?,739,3092 kj(739 kcal),82,52,"2,7","0,7","0,6","0,48","0,192",,['Lurpak'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Farine Pain Brioché,5411866957691,['France'],[],[],?,360,1506 kj(360 kcal),"2,9","0,8",69,11,"13,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Miel de fleur Crémeux,3770001074061,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
239,Le saucisson sec,3346041404115,['France'],[],[],?,307,1284 kj(307 kcal),17,"6,6","0,5","0,5",39,"5,1","2,04",D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,17 g,en quantité modérée,6.6 g,en quantité élevée,0.5 g,en faible quantité,5.1 g,en quantité élevée,,-24%,-24%,-46%,-46%,-78%,-64%,+41%,+9%,+9%,19,-21%,E,-21%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Fabriqué en France'],,,,,,,,,,,,
240,Yogurt greco - 500g,5201168418125,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,['Bottle'],,,,,,,,,,
241,Oeufs frais bio plein air,3282079912232,['France'],[],[],?,?,,?,,?,,?,,,D,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",,,,,,,,,,,,,,,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,['Bio'],,,,,,,,,,,,
242,Boisson Tête Brûlées - 5,3770013274114,['France'],[],[],?,?,,?,,?,,?,,,E,['Tête Brûlées'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Bonbons acidulés gélifiés']",,,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,5,,,,,,,,,,,
243,Emmental - Top Budget,0209970021064,['France'],[],[],?,369,1544 kj(369 kcal),29,20,"0,5","0,5",27,"0,51","0,204",,['Top Budget'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,5010327325712,5010327325712,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Sauce chili sucrée pour poulet - Aroy-D,0016229913410,['France'],[],[],?,275,1151 kj(275 kcal),0,0,68,59,"0,8","4,6","1,84",,['Aroy-D'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Le bon paris - Herta - 140g,613035989535,['France'],[],[],?,?,,?,,?,,?,,,E,['Herta'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,,,,,,,,,,,,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,140g,,,,,,,,,,,
247,Papillotes pétards - Révillon,3110844843149,['France'],[],[],?,552,2310 kj(552 kcal),36,17,48,44,"6,5","0,06","0,024",,['Révillon'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Papillotes en chocolat']",,36 g,en quantité élevée,17 g,en quantité élevée,44 g,en quantité élevée,0.06 g,en faible quantité,,+4%,+4%,+10%,+2%,-7%,-10%,+7%,-40%,-40%,25,+0%,E,+0%,,,,,,,,,,,,,,,,,,,,
248,Fromage frais bio ail et ciboulette,3770012538071,['France'],[],[],?,144,602 kj(144 kcal),"10,2","6,6",4,"2,54","9,1","1,08","0,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,
249,Pâté recette basque sélection 'pur porc',3291620001004,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,French Beans - Clearspring,5021554989110,['France'],[],[],?,18,75 kj(18 kcal),"0,1",0,"2,4","1,8",1,"0,6","0,24",B,['Clearspring'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts', 'Haricots verts']",,0.1 g,en faible quantité,0 g,en faible quantité,1.8 g,en faible quantité,0.6 g,en quantité modérée,,-33%,-32%,-61%,-100%,-21%,+92%,-37%,+16%,+16%,-3,,A,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,"['Bio', 'Bio-dynamie', 'Demeter', 'en:Soil Association Organic']",,,,,,,,,,,,
251,Panettone tradizionale - Maina,8005190405255,['France'],[],[],?,364,1523 kj(364 kcal),14,9,52,25,"6,5","0,4","0,16",C,['Maina'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,14 g,en quantité modérée,9 g,en quantité élevée,25 g,en quantité élevée,0.4 g,en quantité modérée,,-3%,-2%,-7%,+0%,+1%,-3%,-5%,-9%,-9%,18,-3%,D,-3%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,
252,Nutri detox nature,3561780090751,['France'],[],[],?,93,389 kj(93 kcal),0,0,"11,4",0,"7,9","0,067","0,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Super crunchy rich roast peanut butter - Meridian,5060132283622,['France'],[],[],?,622,2602 kj(622 kcal),51,"6,2",13,"5,3",25,0,0,C,['Meridian'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes', 'Beurres de cacahuetes croustillants']",,51 g,en quantité élevée,6.2 g,en quantité élevée,5.3 g,en quantité modérée,0 g,en faible quantité,,+10%,+10%,+13%,-21%,-2%,-11%,+9%,-100%,-100%,14,+3%,D,+3%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,,,,
254,Soyciss' Fumées,09003330,['France'],[],[],?,199,833 kj(199 kcal),13,"1,9",1,"0,6",17,"1,1","0,44",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Saucisses végétales']",,13 g,en quantité modérée,1.9 g,en quantité modérée,0.6 g,en faible quantité,1.1 g,en quantité modérée,,-13%,-13%,-4%,-7%,-81%,-57%,-8%,-35%,-35%,2,-73%,B,-73%,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,,,,,,
255,Calabaza asada,8425328005544,['France'],[],[],?,82,343 kj(82 kcal),"0,5",0,"18,4","9,3","1,7","0,007","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Sfizzi,8011262002482,['France'],[],[],?,418,1749 kj(418 kcal),10,"1,4",65,"1,1","14,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-006', 'Fabriqué en Italie']",,,,,,,,,,,,
257,Winter choco kit,8713305810909,['France'],[],[],?,485,2029 kj(485 kcal),26,17,58,52,"3,2","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Croquants aux myrtilles,3549170003253,['France'],[],[],?,434,1816 kj(434 kcal),"8,7","0,7","80,8",67,"7,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 24520M', 'Sarlat-la-Canéda (Dordogne, France)']",,,,,
259,Assortiment de bonbons de chocolat - 200g,3760059939269,['France'],[],[],?,543,2272 kj(543 kcal),36,19,47,44,"7,6","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,
260,White tea Ginger & Elderflower,8719375004972,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Commerce équitable', 'Fairtrade International']",,,,,,,,,,,,
261,Pain au chocolat x10 - Leclerc,,['France'],"['Farine de BLE', 'BEURRE ', '22', '5%', 'eau', 'chocolat ', ' 10%', ' [sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant: lécithine de SOJA', 'arôme naturel de vanille]', 'sucre', 'levure', 'poudre de LAIT entier ', '1', '5%', 'GLUTEN DE BLE', 'sel', 'farine de BLE malté', 'enzymes', 'agent de traitement de la farine E300', 'émulsifiant : lécithine de tournesol', ' Dorure : OEUF ', '0', '2%']","['Sans huile de palme', 'Non végétalien']",?,437,1828 kj(437 kcal),26,18,40,12,"8,5","0,84","0,336",D,['Leclerc'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,26 g,en quantité élevée,18 g,en quantité élevée,12 g,en quantité modérée,0.84 g,en quantité modérée,,+10%,+10%,+19%,+35%,-5%,0%,+19%,-7%,-7%,20,+2%,E,+2%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,"['E322i - Lécithine', 'E300 - Acide ascorbique']",4,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,
262,Tandoori masala - Bahadourian - 100g,3500680029287,['France'],[],[],?,199,833 kj(199 kcal),"7,65","1,16",33,"12,2","9,7","2,5",1,,['Bahadourian'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,
263,Gaufre de liege,7414726012590,['France'],[],[],?,458,1916 kj(458 kcal),"23,9","11,9","54,9","31,7","5,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,EMMENTAL,2683570023716,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,3560070986828,3560070986828,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Champagne,6001108057488,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,3760195600016,3760195600016,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,emmental francais 29% super U,2817063021976,['France'],[],[],?,?,,?,,?,,?,,,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
269,Infusion bio favorisant l'allaitement,4260018093067,['France'],[],[],?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons chaudes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
270,Penne - Boni,5400141247718,['France'],[],"['Végétalien', 'Végétarien']",?,359,1502 kj(359 kcal),"1,7","0,4",72,4,12,"0,05","0,02",,['Boni'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,,,
271,Courge potimarron,3760076841002,['France'],[],[],?,203,849 kj(203 kcal),"10,6",,"42,6",,"3,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Sauce au citron,8693354002039,['France'],[],[],?,22,92 kj(22 kcal),0,0,"7,1",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,huile d'olive la Camarguaise - domaine de la Vernede - 35cl,3760027120064,['France'],[],[],?,?,,?,,?,,?,,,,['domaine de la Vernede'],"[""Huile d'olive de Camargue""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 cl,['Verre'],,,,,,,,,,
274,Spirulina - pasta organic - Kazidomi - 250g,1000000000018,['France'],"['Farine de riz*', 'spiruline* ', '2%', 'eau \r ', ""*issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,363,1519 kj(363 kcal),"1,1","0,3",78,"2,1","9,7","0,056","0,022",E,['Kazidomi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Compléments alimentaires', 'Pâtes sèches', 'Pâtes sèches aromatisées et colorées', 'Pâtes de riz', 'Spiruline', 'Tagliatelles']",['Kazidomi'],1.1 g,en faible quantité,0.3 g,en faible quantité,2.1 g,en faible quantité,0.056 g,en faible quantité,,+2%,+3%,-32%,-33%,+3%,+248%,+33%,-2%,-2%,-2,,A,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', '100% végétal', 'Riche en protéines', 'Sans OGM', 'Riche en protéines végétales']",250 g,"['Sec', 'Plastique']",,1,Spécialité céréalière sans gluten biologique,,,https://www.kazidomi.com/fr/pates-sans-gluten/6484-kazidomi-tagliatelle-riz-spiruline-bio-250g.html,,['Piémont'],,
275,Les grands lauriers laudun côtes du Rhône,3217661024918,['France'],[],[],?,?,,?,,?,,?,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,['France'],,,
276,Biscuits au beurre Biscuits au chocolat - 454g,5701051301737,['France'],[],[],?,502,2100 kj(502 kcal),23,13,66,27,"5,5","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454 g,,,,,,,,,,,
277,Poulet stroganoff - Migros,7613404140437,['France'],[],[],?,115,481 kj(115 kcal),"3,6","0,6","1,4","0,6","5,6","1,1","0,44",,['Migros'],,['Migros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Green tea mochi -  - 210g,4712308172315,['France'],"['Maltose', 'pâte de thé vert [haricot sabre', 'maltose', 'huile de féves de soja', 'poudre de thé vert [3,2%]', 'arôme', 'poudre de riz gluant', 'sucre', 'oudre de pomme de terre', 'eau', 'poudre de thé vert [1%]', 'conservateur: [E202]', 'émulsifiant: [E471]', 'épaississant: [E415]']",[],?,340,1423 kj(340 kcal),"2,8","1,1","77,5","41,7","1,3","0,1","0,04",,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Mochi']",,2.8 g,en faible quantité,1.1 g,en faible quantité,41.7 g,en quantité élevée,0.1 g,en faible quantité,,+12%,+10%,-30%,-22%,+18%,+40%,-49%,-44%,-44%,14,+37%,D,+37%,,,,,,,,,210 g,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane']",4,,,,,,,,
279,Pates,03597707,['France'],[],[],?,1476,6176 kj(1476 kcal),"1,1","0,1",71,"3,5",12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,activox - arkopharma - 20,3401573114304,['France'],[],[],?,?,,?,,?,,?,,,,['Arkopharma'],['Comprimé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],20,['comprimés inhalation'],,,,,,,,,,
281,CHIQOLAT ASSORTMENT,8719992179237,['France'],[],[],?,511,2138 kj(511 kcal),26,20,67,63,"2,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Biscuits glacés au cacao et au lait - Leader Price,8054383504985,['France'],[],[],?,274,1146 kj(274 kcal),8,6,44,"22,5",5,"0,24","0,096",C,['Leader Price'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['Leader Price'],8 g,en quantité modérée,6 g,en quantité élevée,22.5 g,en quantité élevée,0.24 g,en faible quantité,,-42%,-42%,-62%,-41%,-31%,-24%,-23%,-59%,-59%,13,-34%,D,-34%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,
283,Jumbo tout en 1,8410300571339,['France'],[],[],?,153,640 kj(153 kcal),2,"1,2",33,"6,8","6,1","54,5","21,8",,['Jumbo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,
284,Miel de lavande de Provence - Miels Chailan,3226730001330,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,B,['Miels Chailan'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,-100%,-100%,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
285,Pralines assorties en chocolat au lait - Jeff de Bruges,3660523044300,['France'],[],[],?,522,2184 kj(522 kcal),33,17,47,43,"7,1","0,17","0,068",,['Jeff de Bruges'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,33 g,en quantité élevée,17 g,en quantité élevée,43 g,en quantité élevée,0.17 g,en faible quantité,,-1%,-1%,+3%,-2%,-10%,-9%,+21%,+11%,+11%,25,+2%,E,+2%,,,,,,,,,,,,,,,,,,,,
286,Il etait une foie l'apéritif - Maistres Occitans,3443705039444,['France'],[],[],?,464,1941 kj(464 kcal),46,18,"8,2","5,5","4,1","0,74","0,296",,['Maistres Occitans'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Petits fours - Alex Olivier,449610165506,['France'],[],[],?,?,,?,,?,,?,,,,['Alex Olivier'],['Biscuits et gâteaux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,sugo al pomodoro pancetta funghi e peperoni - Cirio - 350g,8001440129964,['France'],"['SUGO AL POMODORO', 'PANCETTA', 'FUNGHIE PEPERONI GRIGLIATI ORIGINE DEL POMODORO:ITALIA INGREDIENTI: POLPA DI POMODORO RUSTICA 49%', 'CONCENTRATO DI POMODORO 18%', ' PANCETTA 10%', 'FUNGH HAMPIGNONS AGARICUS BISPORUS 6%', ' CIPOLLE', 'PEPERONI CIALLI E ROSSI GRIGLIATI 4%', ' OLIO EXTRA VERGINE DI OLIVA', 'NINO BIANCO', 'SALE MARINO', 'ZUCCHERO', 'AMIDO DI MAS AGLIO,PREZZEMOLO', 'PEPE NERO', 'AROMA DI AFFUMICATURA', 'CORRETTORE DI ACIDITA: ACIDO CITRICO', ' SENZA GLUTINE DA CONSUMARSI PREFERIBILMENTE ENTRO IL: DATA INDICATA SULLA CAPSULA', ' DOPO LAPERTURA CONSERVARE IN FRIGORIFERO E CONSUMARE ENTRO 3-4 GIORNI', ' PESO NETTO :350ge IT M7X4L CE www', 'cirio', 'it NUMERO VERDE 800-885030']",[],?,84,351 kj(84 kcal),"4,1","1,2","7,3","5,1","3,1","1,2","0,48",,['Cirio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés']",,4.1 g,en quantité modérée,1.2 g,en faible quantité,5.1 g,en quantité modérée,1.2 g,en quantité modérée,,+24%,+29%,+134%,+303%,-3%,-11%,+57%,+83%,+83%,1,,B,,,,,,,,,['en:gluten-free'],350 g,['Jar'],,,,,,,,,,
289,Olives - 330g,8718247443086,['France'],[],[],?,145,607 kj(145 kcal),15,2,0,0,"0,9",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330 g,,,,,,,,,,,
290,75CL Vin De Pays De L' Herault Onairac,3245390017314,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Bloc de foie gras - Delpeyrat,3067163645506,['France'],[],[],?,482,2017 kj(482 kcal),50,21,"2,1","0,9","5,9","1,1","0,44",,['Delpeyrat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
292,a casinca - pierruci - 350g,2131382003681,['France'],"['Lait de chèvre entier pasteurisé origine France', 'sel', 'présure', 'ferments', 'colorant rocou E160b']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,C,['Pierruci'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages de Corse']",,,,,,,,,,,,,,,,,,,,,,,,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,350g,,['E160b - Rocou'],4,,,,,,,,
293,Pavés gourmands de poulet - 2x 90g,3422210449566,['France'],[],[],?,135,565 kj(135 kcal),6,"1,6","1,9","0,5",18,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",2 x 90 g,,,,,,,,,,,
294,Coquille st jacques artisanale aux poireaux,3760232330210,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.023.005 CE', 'Brech (Morbihan, France)']",,,,,
295,Pains BRETZEL Céréales & Pavot - Brioche Pasquier,15005991,['France'],[],[],?,343,1435 kj(343 kcal),11,"1,3",51,"9,5","8,6","1,5","0,6",,['Brioche Pasquier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bretzels']",,11 g,en quantité modérée,1.3 g,en faible quantité,9.5 g,en quantité modérée,1.5 g,en quantité modérée,,+8%,+7%,+60%,+35%,-4%,+153%,-1%,-17%,-17%,13,+45%,D,+45%,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
296,Sel de guerande a la truffe d'été - Deluxe,4056489136729,['France'],[],[],?,?,,?,,?,,?,,,B,['Deluxe'],"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels de Guérande']",,,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,['France'],,,
297,Multi grain flakes,8013624101741,['France'],[],[],?,401,1678 kj(401 kcal),"1,5","0,2","86,3","7,2","8,3",1,"0,4",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,1.5 g,en faible quantité,0.2 g,en faible quantité,7.2 g,en quantité modérée,1 g,en quantité modérée,,+1%,+0%,-83%,-91%,+29%,-57%,-11%,+180%,+180%,5,-7%,C,-7%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'IT-BIO-006']",,,,,,,,,,,,
298,8901155482418,8901155482418,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
299,"Pork Jerky, black pepper flavoured",6921652325348,['France'],[],[],?,450,1883 kj(450 kcal),"17,9","4,7","40,7","31,8","26,1","1,19","0,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Alnatura Zitronenverbenen Tee,4104420039025,['France'],[],[],?,?,,?,,?,,?,,,,['Alnatura'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
301,Pain à la chataigne,,['France'],[],[],?,259,1084 kj(259 kcal),"3,8","0,5",51,"3,7","2,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Miel,6134413000259,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Sésamo extra - 200g,8050519240659,['France'],[],['Sans huile de palme'],?,457,1912 kj(457 kcal),19,"2,9",57,"2,6",10,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],200 g,,,,,,,,,,,
304,Salted - Lay's,8710398604330,['France'],[],[],2256,541,2256 kj(541 kcal),34,"2,7",52,"< 0,5","6,1","1,3","0,52",B,"[""Lay's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",,34 g,en quantité élevée,2.7 g,en quantité modérée,0.5 g,en faible quantité,1.3 g,en quantité modérée,+2%,+2%,+2%,+4%,-13%,+1%,-64%,+2%,0%,0%,9,-20%,C,-20%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,,,,
