,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,markets,allergens,ingredients_origins,link,traceability_code,brand_owner,palm_ingredients
20,Conchiglie - Mix Buffet,3700009263570,,,['Mix Buffet'],,['France'],[],,[],,,,,,,,,,?,,182,,761 kj(182 kcal),,11,,"1,6",,14,,"1,6",,6,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,"['EMB 56075D', 'Guer (Morbihan, France)']",,
21,Salade de quinoa tagliatelles de courgettes Mix Buffet - Les Vegetales - 290g,3700009263716,,290 g,['Les Vegetales'],,['France'],"['QUINOA TOMATES ET TAGLIATELLES DE COURGETTES', "" FEVESDESOJA Salade composée d'un mélange de quinoa rouge etb/anc"", 'deb/édur', 'de tomates', 'de courgettes', 'defèves desoja etdegrainesdecourge', 'et sa sauce aujus concentré de tomate', ' ents : Salade com osée 89 7% : Quinoa rouge et blanc cuit 15,4% ', 'eau', 'quinoa linoa rouge ', 'blé dur cuit 15,4% ', 'eau', 'blé dur précuit', 'tomates 15,5%', 'courgetes es de soja 9,9%', 'salades mélangées ', 'laitue', 'chicorée et roquette', 'haricots rouges du ', 'ttes', ""jeunes pousses d'épinard"", 'graines de courge 1,3%', 'huile de colza', 'huile de fusée au basilic', 'sel', 'poivre blanc', "" Sauce au 'us concentré de tomate 10 hui/ede ration de tomate note confite 1,6% •us concentre e tomate 0,7%"", 'sucre', 'huile de naigre', 'concentré de tomate 0,5% sel', 'moutarde ', 'eau,graines demoutarde', 'vinaigre', 'sel tomates 0,1%', 'jus concentré de betterave rouge', 'amidon modifié', ""conservateur:E202' • E415"", ' Traces éventuelles de lait', 'soja', 'céleri', 'lupin', ' I :']","['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",[],4,,,,,,,,,?,,112,,469 kj(112 kcal),,6,,"0,6",,"9,1",,"1,9",,"3,9",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,['Moutarde'],,,,,
22,"Salade de boulgour haricots rouges, poivrons et concombres - Les Végétales - 290g",3700009263723,,290 g,"['Les Végétales', 'Mix Buffet']","['Plats préparés', 'Salades', 'Salades composées']",['France'],"['Salade composée 89,7% : Boulgour fin cuit 33,1% ', 'eau', 'blé dur précuit', 'haricots rouges du Japon 17,2%', 'poivrons rouges 13,7%', 'concombres 13,7%', 'salades mélangées ', 'laitue', 'chicorée et roquette', 'cranberries séchées 3,4% ', 'sucre de canne', 'cranberrie', 'huile de tournesol', 'huile de colza', 'sel', 'poivre blanc', ' \rSauce au jus concentré de poivrons 10,3% : Eau', 'huile de colza', 'jus concentré de poivrons rouge 1,5%', 'jus concentré de poivrons jaune 1,5%', 'vinaigre', 'sel', ""jaune d'œuf"", 'moutarde eau', 'graines de moutarde', 'vinaigre', 'sel', 'poivron rouge amidon modifié', 'conservateur : sorbate de potassium épaississant : gomme xanthane']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",['Non végétalien'],4,7.5 g,en quantité modérée,0.7 g,en faible quantité,4.6 g,en faible quantité,0.94 g,en quantité modérée,?,,152,0%,636 kj(152 kcal),+1%,"7,5",-16%,"0,7",-48%,14,+39%,"4,6",+104%,"5,1",-8%,"0,94",+7%,"0,376",+7%,-6,-495%,A,-495%,,,,,,,,,"['Plastique', 'Athmosphère protectrice']",,['France'],,"['Œufs', 'Gluten', 'Moutarde']",,,,,
23,Salade de boulgour lentilles vertes butternut Mix Buffet - Les Vegetales - 290g,3700009263730,,290 g,['Les Vegetales'],,['France'],"['Salade composée 89,7% : Boulgour fin cuit 30% ', 'eau', 'blé dur précuit', 'butternut grillées 27,5%', 'fèves de soja 7,5%', 'carottes râpées 6,8%', ""jeunes pousses d'épinard"", 'amandes 5,1%', 'lentilles vertes cuites 4,5%', 'huile de tournesol infusée la menthe', 'tomates', 'sel', 'jus de citron concentré', 'poivre blanc', ' \rSauce au jus concentré de carotte 10,3%: Jus concentré de carotte 3%', 'eau', 'huile de colza', 'vinaigre', 'sel', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', ""jaune d'œuf"", 'amidon modifié', 'acidifiant : acide lactique', 'conservateur: sorbate de potassium', 'épaississant:gomme xanthane']","['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",['Non végétalien'],4,,,,,,,,,?,,116,,485 kj(116 kcal),,"3,5",,"0,3",,16,,5,,"3,4",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,"['Œufs', 'Moutarde', 'Fruits à coque', 'Soja']",,,,,
24,Salade de blé tomates fèves de so - Carrefour,3700009263761,,,['Carrefour'],,['France'],"['Blé dur cuit 39,9%', 'tomates cerise 16%', 'yaourt grec 11 ,9%', 'fèves de soja 8,6%', 'concombres 8,2%', ""jeunes pousses d'épinard"", 'huile de colza', 'eau', 'graines de courge 1,7%', 'échalotes', ""huile d'olive vierge extra"", 'zestes de citron jaune', 'sel', 'aneth 0,3%', ""vinaigre d'alcool"", 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'menthe 0,1%', 'ail', ""jaune d'œuf"", 'épaississant gomme xanthane', 'sucre', 'amidon modifié de pomme de terre', 'acidifiant : acide citrique', 'conservateur : sorbate de potassium']","['E415 - Gomme xanthane', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,,,,,,,,,?,,129,,540 kj(129 kcal),,"6,9",,"1,6",,11,,"1,7",,"4,5",,"0,72",,"0,288",,,,,,,,,,,,,,,,,['Carrefour'],"['Œufs', 'Moutarde']",,,,,
25,Salade veggie - Mix - 180g,3700009264034,,180 g,['Mix'],,['France'],"['blé dur cuit 57,6% ', 'eau blé dur', 'tomates 17,8%', 'sauce au basilic 13,8% [huile de colza', 'basilic 3,3%', 'eau', 'hUi', ""e d'olive vierpe extra"", 'vinaigre de Xérès', 'sel moutarde de Dijon ', 'eau', 'graines de moutarde', 'vinaigre d alcool sel', 'poivre blanc', 'ami on modifié de pomme de terre', 'épaississant : gomme xanthane]', 'fromage de chèvre au lait pasteurisé 3,8%', 'tomates mi-séchées aux herbes 2/4% ', 'tomates huile de tournesol', 'sel', 'plantes aromatiques', 'pignons de pin grillés 0%', ""jeunes pousses d'épinard"", 'ail', ' Informations en gras destinées aux personnes allergiques', ' CONSERVATION :']",['E415 - Gomme xanthane'],"['Non végétalien', 'Végétarien']",4,,,,,,,,,?,,155,,649 kj(155 kcal),,"8,2",,"1,4",,15,,1,,"4,3",,1,,"0,4",,,,,,,,,,,,,,,"['Végétarien', 'Union Végétarienne Européenne']",,,['Moutarde'],,,,,
26,Salade Veggie - Mix,3700009264089,,,['Mix'],,['France'],"['blé dur fin cuit 61,6% ', 'eau', 'blé dur', 'sauce au vinaigre de Xérès 12,2% [huile de colza', 'eau', 'vinaigre de Xérès 1,7%', 'selt moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'poivre blanc', 'amidon modifié de pomme de terre', 'épaississant : gomme xanthane]', 'riz sauvage cuit 1001 ', 'eau', 'riz sauvage noir', 'raisins 4/ ', 'raisins secs', 'huile de colza', 'amandes cranberries séchées 2,5% ', 'sucre', 'cranberrie', 'huile de tournesol', ""jeunes pousses d'épinard"", 'crème de cassis de Dijon', 'plantes aromatiques']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",['Végétarien'],4,,,,,,,,,?,,200,,837 kj(200 kcal),,"8,7",,"0,7",,24,,"6,3",,"4,7",,1,,"0,4",,,,,,,,,,,,,,,"['Végétarien', 'Union Végétarienne Européenne']",,,"['Gluten', 'Moutarde']",,,,,
27,Penne rigate poulet pesto - Salade Traiteur,3700009264096,D,,['Salade Traiteur'],"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Salades de pâtes', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",['France'],"['due', 'œuf', 'tomates* 15,6%', 'préparation de viande de poulet 11,2% ', 'filet de poulet* 5,1% ', 'origine : UE', "" viande de cuisse de poulet' eau"", 'sel', 'dextrose', ""poivre blanc'"", ""ail'"", 'huile de tournesol""', 'sauce pestM 6,"" 3,4%', 'Parmigiano Reggiano* 1,9%', ""huile d'olive vierge extrai"", 'aff%', 'au', 'ropz-:x de Parmigiano Reggiano* 3,2%', ""vinaigre d'alcool*"", 'sel', 'moutarde de Dïprf moutarde*', ""vinaigre d'alcool*"", 'eau', 'sel', 'poivre blanc""', ""*Ingrédients issus de l'agriculture biologique"", ' Informations en gras destinées aux personnes allergiques', ' 2017295 A conserver entre OOCet+40C']",,"['Non végétalien', 'Non végétarien']",4,11 g,en quantité modérée,2.1 g,en quantité modérée,1.3 g,en faible quantité,0.96 g,en quantité modérée,?,,190,+16%,795 kj(190 kcal),+16%,11,+31%,"2,1",+41%,15,+8%,"1,3",-37%,"6,9",+6%,"0,96",+25%,"0,384",+25%,3,+256%,C,+256%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,['Bio'],,,"['Œufs', 'Lait']",,,,,
28,Trio de crudités bio - Mix Buffet,3700009264102,,,['Mix Buffet'],,['France'],[],,[],,,,,,,,,,?,,124,,519 kj(124 kcal),,"9,2",,"1,3",,"7,5",,3,,"1,4",,"1,7",,"0,68",,,,,,,,,,,,,,,['Bio'],,,,,,,,
29,"Salade quinoa & boulgour féta, fèves de soja - Casino - 800g",3700009264119,,800 g,['Casino'],,['France'],"['Boulgourfin cuit* 25,8% ', 'eau', 'blé dur précuit*', 'quinoa rouge et blanc cuit* 25,8% ', 'eau', 'quinoa rouge et blanc*', 'fèves de soja* 11,4%', 'sauce au basilic* 8,8% [huile de tournesol*', 'eau', 'basilic* 1,1%', 'sel', 'moutarde de Dijon* ', 'graines de moutarde*', ""vinaigre d'alcool*"", 'eau', 'sel', 'poivre blanc*', 'épaississant : gomme xanthane]', 'Féta au lait pasteurisé de brebis et chèvre AOP* 8%', 'tomates* 7,1%', 'courgettes*', 'graines de courge* 2,3%', ""huile d'olive vierge extra*"", 'menthe*,jus de citron concentré*', 'vinaigre balsamique* ', 'vinaigre de vin*', 'moût de raisin concentré*', 'ail*', "" *Ingrédients issus de l'agriculture biologique"", "" Traces éventuelles d'œuf"", 'céleri', 'lupin', 'graines de sésame et fruits à coque', ' Informations en gras destinées aux personnes allergiques']",['E415 - Gomme xanthane'],[],4,,,,,,,,,?,,174,,728 kj(174 kcal),,11,,"2,5",,11,,1,,"6,3",,"0,92",,"0,368",,,,,,,,,,,,,,,['Bio'],,['Casino'],['Moutarde'],,,,,
30,Assortiment de 9 mini burger - Mix Buffet,3700009264157,,,['Mix Buffet'],,['France'],[],,[],,,,,,,,,,?,,315,,1318 kj(315 kcal),,16,,"8,5",,27,,"5,2",,15,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,
31,Assortiment 9 mini hot dog,3700009264164,,,,,['France'],[],,[],,,,,,,,,,?,,315,,1318 kj(315 kcal),,20,,"9,3",,23,,"6,2",,10,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,
32,mini feuilletés saucisse,3700009264171,,,,,['France'],[],,[],,,,,,,,,,?,,364,,1523 kj(364 kcal),,25,,12,,24,,2,,"9,8",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,
33,Salade saumon fume quinoa et boulgour - MIX BUFFET,3700009264249,,,['MIX BUFFET'],,['France'],"['campesée : Mélange de quinoa blanc et rouge et de boulgour cuit 35,$6 ', 'eau', 'quinoa blanc et rouge', 'blé pré?ìt', 'saumon fumé 15,1 % ', 'saumon Atlantique Salmo salar', 'sel', ""jeunes pousses d'épinard chou blanc coreombres carottes 3,5%"", 'riz sauvage cuit ', 'eau', 'riz sauvage noir', 'huile de colza', 'sauce soja ', 'eau', 'graines de soja', 'sel', 'fafine de blé', 'jus de citron vert', ""vinaigre d'alcool"", 'graines de sésame dorées 0,5%', 'sel', 'graines de nigelle', ' Sauce sga 6', '4% : Huüe de colza', 'vinaigre balsamique ', 'vinaigre de vin', 'moût de raisins', 'colorant : El 50d', 'sauce soja 15V ', 'eau', 'soja', 'fahne de blé', 'sel', 'sucre', 'jus concentré de citron vert', 'gingembre', ' S*Ët de crumb!e salé 1 : Farine de blé', 'huile de tournesol haut oléique', 'sel', 'levure', "" Trzes éventuerees d'œufs"", 'lait', 'céleri', 'moutarde', 'lupin', ' Les infrmat', 'icns en gras sont destinées aux personnes allergiques']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,134,,561 kj(134 kcal),,"8,7",,"0,8",,"7,7",,3,,"5,1",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,"['Céleri', 'Poisson', 'Lupin', 'Lait', 'Moutarde', 'Soja']",,,,,
34,Caesar - Sans Marque - 250g,3700009264263,,250 g,['Sans Marque'],,['France'],"['Salade composée ', '86,8%', ' : Salades vertes mélangées 30% ', 'laitue', 'chicorée', 'roquette', 'tomates cerise 19,8%', 'filets de poulet traités en salaison rôtis 18% ', 'filet de poulet 17,6% ', 'origine : France', 'dextrose', 'fécule de manioc', 'sel', 'Parmigiano Reggiano 10%', 'œufs durs 9%', ' \rSauce Caesar ', '7,2%', ': Eau', 'huile de colza', 'Parmigiano Reggiano 0,5%', 'jus de citron ', 'dont conservateur: E224', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'conservateur : E222', 'vinaigre balsamique ', 'vinaigre de vin', 'moût de raisins', 'colorant : E150d', ""jaune d'œuf"", 'sel', ""pâte d'anchois 0,5% "", 'anchois salés', 'huile de tournesol', 'vinaigre de vin aromatisé ', 'vinaigre de vin', 'plantes aromatiques', 'ail', 'amidon modifié', 'acidifiant: acide lactique', 'épaississant: gomme xanthane', 'poivre noir', ' \rSachet de croûtons grillés ', '6%', ' :Farine de blé', 'huile de tournesol', 'lactose', 'sel', 'levure', 'sucre', ""extrait de malt d'orge"", 'protéines de lait', 'colorant : extrait de paprika']","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', ""E150d - Caramel au sulfite d'ammonium"", 'E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,136,,569 kj(136 kcal),,"8,1",,"2,8",,"4,8",,"1,9",,10,,"0,61",,"0,244",,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Moutarde']",,,,,
35,Boulgournlentilles et feves de soja,3700009264287,,,,,['France'],[],,[],,,,,,,,,,?,,160,,669 kj(160 kcal),,7,,"0,6",,18,,"0,5",,"5,1",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
36,Salade caesar - - - 250g,3700009264294,,250 g,['-'],,['France'],"['34,7% pâtes alimentaires penne aux oeufs cuites ', 'eau', 'semoule de blé dur', 'oeuf', '19,4% tomates', '11,6% émincés de filet de poulet traité en salaison cuit', 'rôti ', '11,4% filet de poulet ', 'origine : Hors UE', ' sel', 'amidon de tapioca', 'dextrose', 'huile de colza', 'crème fraiche liquide ', 'lait', 'eau', '4,5% fromage blanc ', 'lait', '4% fromage italien ', 'lait', ' ', 'lait de vache cru', 'sel', 'présure', 'conservateur : lysozyme ', 'contient ?uf', '1,8% Parmigiano Reggiano ', 'lait', 'roquette', '1,3% purée de câpres ', 'câpre', 'sel', 'eau', ""vinaigre d'alcool"", ""correcteur d'acidité : acide acétique"", ""1,1% filet d'anchois à Ilhuile de tournesol "", 'poissons', ' ', ""0,8% filet d'anchois "", 'poissons', 'sel', 'huile de tournesol', 'arôme naturel ', 'contient lait', ""vinaigre d'alcool"", '0,5% sauce Worcestershire ', 'eau', 'sucre', 'vinaigre de vin', 'mélasse', 'purée dtoignon', 'sel', 'pâte de tamarin', 'acidifiant : acide acétique', ' clous de girofle', 'extrait de gingembre', ""extrait d'ail"", 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool,""]","['E1105 - Lysozyme', 'E260 - Acide acétique']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,167,,699 kj(167 kcal),,"8,8",,"2,9",,13,,"1,9",,"8,4",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,"['Œufs', 'Poisson', 'Lait', 'Moutarde']",,,,,
37,Salade italienne - - - 250g,3700009264300,,250 g,['-'],,['France'],"['57,5% pâtes alimentaires mini penne aux oeufs cuites ', 'eau', 'semoule de blé dur', 'oeuf', '10% Mozzarella ', 'lait', ' ', 'lait de vache pasteurisé', 'sel', 'ferments lactiques ', 'lait', ""correcteur d'acidité : acide citrique"", '8,2% jambon speck ', '7,9% viande de porc ', 'origine : UE', 'sel', 'épices et plantes aromatiques', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', '8,2% tomates cerise', 'huile de colza', ""huile d'olive vierge extra"", 'eau', '2,4% basilic', '0,8% huile de tournesol aromatisée au basilic ', 'huile de tournesol', 'basilic', 'sel', '0,2% jus de citron concentré', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'amidon modifié de pomme de terre', 'épaississant : gomme xanthane', 'poivre blanc']","['E330 - Acide citrique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,195,,816 kj(195 kcal),,12,,"2,5",,13,,"0,9",,8,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,"['Œufs', 'Lait', 'Moutarde']",,,,,
38,Salade grecque - Lidl - 250g,3700009264324,,250 g,['Lidl'],"['Plats préparés', 'Salades', 'Salades composées']",['France'],"['37,9% pâtes alimentaires pipe rigate aux œufs cuites ', 'eau', 'semoule de blé dur', 'oeuf', '18,8% tomates cerise', '15,9% concombres', '6% Féta AOP au lait pasteurisé de brebis et chèvre 8%', 'huile de colza', '4,7% olives variété Kalamon dénoyautées ', 'olives vairiété Kalamon fermentées denoyautées', 'eau', 'sel', ""vinaigre d'alcool"", 'huile de tournesol', 'eau', 'huile de tournesol aromatisée au basilic ', 'huile de tournesol', 'basilic', '1,8% jus de citron concentré', '1,2% basilic', 'sarriette', 'sel', 'ail', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'poivre blanc', 'amidon modifié de pomme de terre', 'épaississant : gomme xanthane']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",['Non végétalien'],4,9.8 g,en quantité modérée,1.8 g,en quantité modérée,1.5 g,en faible quantité,1.2 g,en quantité modérée,?,,156,+3%,653 kj(156 kcal),+3%,"9,8",+9%,"1,8",+33%,12,+19%,"1,5",-34%,4,-28%,"1,2",+37%,"0,48",+37%,3,+97%,C,+97%,,,,,,,,,,,,['Lidl'],"['Œufs', 'Moutarde']",,,,,
39,Boulgour lentilles feves de soja - Mix Buffet,3700009264348,,,['Mix Buffet'],,['France'],[],,[],,,,,,,,,,?,,161,,674 kj(161 kcal),,7,,"0,6",,18,,"0,5",,"5,1",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
40,salade californienne : boulgour et fruits secs,3700009264355,,,,,['France'],[],,[],,,,,,,,,,?,,236,,987 kj(236 kcal),,13,,"1,2",,22,,"6,7",,"5,8",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,
41,Verrines betteraves chèvre noix de St Jacques et legumes - Mix Buffet - 140g,3700009264386,,140 g,['Mix Buffet'],,['France'],[],,[],,,,,,,,,,?,,45,,188 kj(45 kcal),,"3,5",,"0,7",,"1,2",,"1,2",,"1,8",,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,
42,Les petits fours - 3 mini-cakes,3700009264430,,,,,['France'],[],,[],,,,,,,,,,?,,376,,1573 kj(376 kcal),,27,,"6,2",,21,,"1,6",,11,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,
43,Salade saumon fumé - 280g,3700009264447,,280 g,,,['France'],[],,[],,,,,,,,,,?,,150,,628 kj(150 kcal),,"8,1",,"0,8",,11,,"1,9",,"6,3",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,
44,"Salade de boulgour, riz - Mix Buffet",3700009264485,,,['Mix Buffet'],,['France'],[],,[],,,,,,,,,,?,,236,,987 kj(236 kcal),,13,,"1,2",,22,,"6,7",,"5,8",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,
45,Riz au saumon fumé et sauce au wasabi - Mix Buffet,3700009264591,B,,['Mix Buffet'],"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Plats à base de riz', 'Salades de riz']",['France'],"['Riz long cuit 46% ', 'eau', 'riz long étuvé', 'fèves de soja 11,9%', 'saumon fumé 10,8% ', 'saumon Atlantique Salmo salar', 'sel', 'yaourt grec', 'huile de colza', 'eau', ""vinaigre d'alcool"", 'algues wakamé', 'mirin ', 'sirop de glucose', 'eau', 'riz gluant', 'alcool de canne à sucre', 'sel', 'riz', 'graines de sésame', 'wasabi 0,8% ', 'eau', 'poudre de wasabi 0,2% ', 'raifort japonais', 'graines de moutarde', 'extrait de moutarde ', 'gaines de moutarde', 'amidon modifié de maïs', 'spiruline', 'huile de colza', 'raifort', ""vinaigre d'alcool"", 'protéine de lait', 'sel', 'acidifiant : acide citrique', 'conservateur : disulfite de sodium', 'colorant : complexes cuivre-chlorophylles', 'sel', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'huile de sésame', 'jaune d’œuf', 'persil', 'jus de citron concentré', 'sucre', 'épaississant : gomme xanthane', 'amidon modifié de pomme de terre', 'poivre blanc']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E141i - Complexes cuivriques de chlorophylles', 'E415 - Gomme xanthane']","['Non végétalien', 'Non végétarien']",4,9.8 g,en quantité modérée,1.5 g,en quantité modérée,2.1 g,en faible quantité,1.32 g,en quantité modérée,?,,193,+27%,808 kj(193 kcal),+29%,"9,8",+39%,"1,5",+76%,18,+23%,"2,1",+31%,"7,4",+24%,"1,32",+65%,"0,528",+65%,3,+580%,C,+580%,57.3%,16.5%,9.1%,11.3%,4.6%,1.2%,90,"Salade composée de riz long cuit, de fèves de soja, de saumon fumé et d'une sauce au wasabi (20%)",,,,,"['Œufs', 'Poisson', 'Lait', 'Moutarde', 'Graines de sésame', 'Soja']",,,,,
46,Quinoa aux legumes d'été et yaourt grec - mix buffet - 250g,3700009264607,,250 g,['mix buffet'],"['Plats préparés', 'Salades', 'Salades composées']",['France'],"['Quinoa blanc et rouge cuit 17,1 % ', 'eau', 'quira blarr', ' et rouge', 'fin cuit 17,1% ', 'eau', 'blé dur précuit', 'poivrons rouges et tom-tes courgettes aubergines grillées de cota', 'eau', 'semoule de blé dur réhydratée 4,2%', ""vinaigre d'alcool"", 'jeures $éphards', 'dtorrve vierge extra', 'sel', 'ail', 'moutarde de Dijon ', 'eau', ""graines de d'alcool"", 'sel', ""jaune d'?uf"", 'origan', 'amidon modifié de pomme de terre', 'thym', ': gomme xanthane', 'poivre blanc', "" exprimés sur l'ensemble du produit"", ' des traces de céleri', 'soja et lupin']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",[],4,8.6 g,en quantité modérée,1.1 g,en faible quantité,1.8 g,en faible quantité,0.91 g,en quantité modérée,?,,150,-1%,628 kj(150 kcal),-1%,"8,6",-4%,"1,1",-19%,14,+39%,"1,8",-20%,3,-46%,"0,91",+4%,"0,364",+4%,3,+97%,C,+97%,,,,,,,,,,,,,,,,,,
