,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,traceability_code,additives,allergens,link,palm_ingredients,brand_owner
1752,Bifa Sesam Kex,8690562105644,['France'],"['Farine de blé', 'sucre', 'huile de palme ', 'durci', 'sésame ', '9 %', 'sirop de glucose', 'agents levants ', 'E503', 'E500', 'E450i', 'dextrose', 'poudre de lactosérum sel conservateur ', 'E223']",['Huile de palme'],?,6,25 kj(6 kcal),"15,5",5,"73,2",20,"8,8",,,,,['Bifa'],,,,,,,,,,,,,,,,,,,,,,"0,3",,"0,12",,,,,,,,,,,,,4,,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450i - Pyrophosphate de sodium acide', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Graines de sésame']",,['Huile de palme'],
1753,Kayisi nektar malatya - Tropicana,8690574002474,['France'],[],[],?,54,226 kj(54 kcal),0,0,"13,3","13,3","0,06",,,,,['Tropicana'],,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,"['EMB 36229', 'Varennes-sur-Fouzon (Indre, France)']",,,,,
1754,Tamek Stuffed Cabbage Can,8690575051914,['France'],[],[],?,83,347 kj(83 kcal),9,"6,51",22,4,"0,31",,,,,['Tamek'],,,,,,,,,,,,,,,,,,,,,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,
1755,Turtamek-berry Juice-330ml-turkey,8690575941611,['France'],[],[],?,44,184 kj(44 kcal),0,0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1756,Feuilleté farci aux epinards,8690612504182,['France'],[],[],?,341,1427 kj(341 kcal),20,"7,9","28,2","0,7","5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,
1757,doritos - 25g,8690624200492,['France'],[],[],?,496,2075 kj(496 kcal),"25,6","11,1","57,6",2,7,,,25g,,['Doritos'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'en:Apéritif', 'en:Chips', 'en:Chips de maïs', 'en:Chips et frites', 'en:Snacks salés']",,,,,25.6 g,en quantité élevée,11.1 g,en quantité élevée,2 g,en faible quantité,1.8 g,en quantité élevée,,-4%,-4%,-16%,+265%,+9%,0%,+32%,"1,8",+30%,"0,72",+30%,23,+84%,E,+84%,,,,,,,,,,,,,,
1758,Tomato Paste,8690635030910,['France'],[],[],?,38,159 kj(38 kcal),0,0,23,13,"3,8",B,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",['Sans additifs'],,,,0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0.8 g,en quantité modérée,,-59%,-59%,-100%,-100%,+50%,-6%,-15%,"0,8",-2%,"0,32",-2%,-2,,A,,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,,,,,,,
1759,Koska Kakaolu Tahin Helvasi - 700g,8690710001811,['France'],[],[],?,565,2364 kj(565 kcal),"35,6","8,5","43,5",42,"13,4",,,700 g,,['Koska'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,,,,35.6 g,en quantité élevée,8.5 g,en quantité élevée,42 g,en quantité élevée,0.2 g,en faible quantité,,+8%,+8%,+11%,+5%,-14%,-4%,+115%,"0,2",+10%,"0,08",+10%,24,+17%,E,+17%,,,,,,,,,,,,,,
1760,Koska Strawberry Preserve / Jam,8690710003518,['France'],[],[],?,281,1176 kj(281 kcal),0,0,"68,9","68,9","0,2",D,,,,['Koska'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,,0 g,en faible quantité,0 g,en faible quantité,68.9 g,en quantité élevée,0 g,en faible quantité,,+29%,+29%,-100%,-100%,+30%,+36%,-55%,0,-100%,0,-100%,8,-8%,C,-8%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
1761,Koska Keçiboynuzu pekmezi 380G,8690710137312,['France'],[],[],?,283,1184 kj(283 kcal),0,0,"69,3","69,3","1,4",,,,,['Koska'],,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1762,Koska Turkish Delight Lokum Rose 500 g,8690710137817,['France'],[],[],?,373,1561 kj(373 kcal),"0,1",0,"92,9","85,8","0,1",,,,,['Koska'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,,,,0.1 g,en faible quantité,0 g,en faible quantité,85.8 g,en quantité élevée,0 g,en faible quantité,,+5%,+5%,-95%,-100%,+14%,+36%,-90%,0,-100%,0,-100%,14,+4%,D,+4%,,,,,,,,,,,,,,
1763,"Uluda? , Gazoz",8690723163506,['France'],[],[],?,36,151 kj(36 kcal),0,0,"9,1","8,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1764,Stuffed Green Peppers - Sera,8690777014205,['France'],"['Poivron', 'oi non', 'eau', 'riz', 'huile de tournesol tomates', 'sucre', 'sel', 'raisin de corinthe', 'minthe', 'poivron noir', ""correcteur d'acidité""]",[],?,153,640 kj(153 kcal),7,1,20,2,2,,,,,['Sera'],,,,,,,,,,,,,,,,,,,,,,"1,275",,"0,51",,,,,,,,,,,,,,,,,,,
1765,Karisik - Sera,8690777202046,['France'],[],[],?,30,126 kj(30 kcal),0,0,6,2,0,,,,,['Sera'],,,,,,,,,,,,,,,,,,,,,,4,,"1,6",,,,,,,,,,,,,,,,,,,
1766,Confiture de fraise,8690777400718,['France'],[],[],?,0,0 kj(0 kcal),0,0,67,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1767,Haricots blancs - Sera,8690777513074,['France'],"['jumbo beans', 'water', 'salt', 'sequestrant e-385 preservative e-223 cantains sup hgredenser jumbe binor wathe salt konserveringsmedel e-223 ulftel lot / bast fire se locket antioidationametel e-395 t']",[],?,82,343 kj(82 kcal),"0,4","0,1","11,5","0,7","5,5",,,,,['Sera'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",,,,,0.4 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en faible quantité,0.4 g,en quantité modérée,,-43%,-42%,-61%,-59%,-34%,-41%,-39%,"0,4",-34%,"0,16",-34%,-1,,A,,,,,,,,,4,,['E385 - Éthylène diamine tétra-acétate de calcium disodium'],,,,
1768,Jalapeo,8690804028502,['France'],[],[],?,19,79 kj(19 kcal),"0,2","0,1","0,8","0,8","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,6,,"2,4",,,,,,,,,,,,,,,,,,,
1769,Fire Of Istanbul Energy Drink - Baktat,8690804031120,['France'],"['Eau gazéifiée', 'sucre', 'acidifiant: E330', 'aunin desucre caramélisé', 'arôme', 'caféine ', '0,02%', 'inositol', 'vitamines ', 'micie ai odoants E101', 'E150d']",[],?,45,188 kj(45 kcal),"0,1","0,1",11,11,"0,1",,,,['Canette'],['Baktat'],"['Boissons', 'Boissons gazeuses', 'Boissons avec sucre ajouté']",['Fabriqué en Allemagne'],,,,0.1 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.1 g,en faible quantité,,+80%,+81%,+146%,+995%,+81%,+86%,+85%,"0,1",+488%,"0,04",+488%,15,+82%,E,+82%,,,,,,,,4,"['EMB 67437', 'Saverne (Bas-Rhin, France)']","['E330 - Acide citrique', ""E150d - Caramel au sulfite d'ammonium""]",,,,
1770,Wine Leaves In Brine 12X720ML - Baktat,8690804151606,['France'],[],[],?,108,452 kj(108 kcal),2,0,14,5,4,,,,,['Baktat'],,,,,,,,,,,,,,,,,,,,,,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,
1771,Bulgur - Suntat - 1000g,8690804310003,['France'],[],[],?,371,1552 kj(371 kcal),"1,8","0,4","71,2",0,"12,5",,,1000 g,,['Suntat'],,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1772,Haricot blanc sauce tomato,8690804413674,"['France', 'Allemagne']",[],[],?,436,1824 kj(436 kcal),"3,4","3,4",10,"3,1","4,8",,,,['Conserve'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",,,,,3.4 g,en quantité modérée,3.4 g,en quantité modérée,3.1 g,en faible quantité,1 g,en quantité modérée,,+201%,+208%,+230%,+1305%,-42%,+161%,-47%,1,+66%,"0,4",+66%,12,,D,,,,,,,,,,,,,,,
1773,Apricot Jam 12X380G - Baktat,8690804678004,['France'],[],[],?,280,1172 kj(280 kcal),0,0,70,70,0,,,,,['Baktat'],,,,,,,,,,,,,,,,,,,,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,
1774,Kristal Olive Oil,8690819111039,['France'],[],[],?,819,3427 kj(819 kcal),91,"12,7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1775,Gombos au naturel okra - Melis,8690993000068,['France'],"['GOMBOS', 'TOMATES', 'EAU', 'SEL', 'ACIDE CITROQUE']",[],?,92,385 kj(92 kcal),0,0,0,0,2,,,,,['Melis'],,,,,,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,
1776,Turkish Delight - Koska,8691070603103,['France'],[],[],?,370,1548 kj(370 kcal),0,0,100,92,"0,11",,,,,['Koska'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,,,,0 g,en faible quantité,0 g,en faible quantité,92 g,en quantité élevée,0.14 g,en faible quantité,,+5%,+5%,-100%,-100%,+22%,+46%,-89%,"0,14",-30%,"0,056",-30%,14,+4%,D,+4%,,,,,,,,,,,,,,
1777,haribo croco - 100g,8691216018211,['France'],"['Sirop de acxtrose', ' halal', "" acidifiant' acide "", 'Itnque', ' concentrés de de plantes: ', ""à'thù?patate douce"", 'carotte', 'radis', 'cassis', 'hibiscus', ""citron' spiruline"", ""d'enrobage: cire d'abeille blanche et jaune"", 'sucre inverti', ' Ce produit ne contient ""de gelatine rede carnauba', ' pt""dne ou ingrédients d\'origine porcine', ' À consornrrz?de preférence fin ', 'voir impression sur le bord du sa', 'het', ' Tenir dde Ihumidité', ' 9 fRUlTGOM MET SCHUIM / Ingrediënten: Glucose', "" '84,' Süiker?r voedingszuur: citrorVdt"", ' rundsgelatine', ' saffloer ààrdappeL wortet,']",[],?,360,1506 kj(360 kcal),"0,5","0,1",84,54,"5,6",E,,100g,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Crocodiles gélifiés']",['Halal'],,,,0.5 g,en faible quantité,0.1 g,en faible quantité,54 g,en quantité élevée,0.05 g,en faible quantité,,+7%,+7%,+37%,+24%,+7%,-1%,+6%,"0,05",-29%,"0,02",-29%,14,+1%,D,+1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
1778,Haribo Happy Cola Gummy Bears Jelly,8691216025103,['France'],"['Glucose syrup', 'sugar', 'beef gelatine-halal dextrose', 'acidity regulator ', 'citric acid', 'carame\\ised sugar syrup', 'flavour', 'palm oil', 'glazing agents ', 'carnaRia wax', 'beeswax', ' This product does not contain any pig or any Other pig based ingredients']","['Huile de palme', 'Non végétalien']",?,330,1381 kj(330 kcal),"0,1","0,1","73,9",47,"6,8",E,,,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Ours gélifiés']",['Halal'],,,,0.1 g,en faible quantité,0.1 g,en faible quantité,47 g,en quantité élevée,0 g,en faible quantité,,0%,-2%,-74%,-26%,-5%,+0%,+41%,0,-100%,0,-100%,14,+5%,D,+5%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,4,,"['E330 - Acide citrique', ""E901 - Cire d'abeille""]",,,,
1779,concentré de poivrons - BURCU - 600g,8691573004346,['France'],"['BURCU Pepper Paste Mild-ingredients:Fresh Red pepper', 'Salt ', 'max 5%', '|Lemon Juice Paprikamark mild Zutaten: Frische rote Paprika', 'Salz ', 'max 5%', 'Zitronensaft']",[],?,94,393 kj(94 kcal),"1,32",1,"14,4",6,"1,5",,,600g,,['BURCU'],,,,,,,,,,,,,,,,,,,,,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,
1780,Beybaba,8692888606232,['France'],[],[],?,512,2142 kj(512 kcal),"31,2","2,6","23,7",0,"27,8",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1781,Muska boregi - öz Yufka,8693730010504,['France'],[],[],?,78,326 kj(78 kcal),"0,27","0,2","0,2","0,01",0,,,,,['öz Yufka'],,,,,,,,,,,,,,,,,,,,,,"0,325",,"0,13",,,,,,,,,,,,,,,,,,,
1782,Domates Salcasi,8693891195843,['France'],[],[],?,103,431 kj(103 kcal),"0,3","0,1","18,5","6,1",4,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,
1783,Peyman Natural Dried Mulberry 100G,8695876200122,['France'],"['• KÜçük çocuklann nefes borusuna kaçabilir', ' Hazard of chocking for children', ' • Kuru ve serin yerde saklaylmz', ' Keep in a cool and dry place', ' • Koruyucu atmosferde ambalajlanml', 'tlr', ' Modified atmosphere packaging', ' • Eser mlktarda yer fistljl', 'badem', 'findlk', 'ceviz', 'kalu fistlül', 'pikan cevizj', 'Brezilya findljl', 'Antep fistlül', 'makademya tindljl ve buéday gluteni içerebilir', ' May traces amounts of peanuts', 'almonds', 'hazelnuts', 'walnuts', 'cashew nuts', 'Brui', ' nuts', 'pistachios', 'macadamia nuts and yheat gluten']",[],?,356,1490 kj(356 kcal),"1,98","1,25","77,7","77,2","2,8",,,,,['Peyman'],,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1784,Noisettes Décortiquées Bio - Rapunzel,8697418143300,['France'],[],[],?,682,2853 kj(682 kcal),63,5,"8,8","4,6",16,D,,,,['Rapunzel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noisettes', 'Fruits à coques décortiqués', 'Noisettes décortiquées']",['Bio'],,,,63 g,en quantité élevée,5 g,en quantité modérée,4.6 g,en faible quantité,0 g,en faible quantité,,+1%,+2%,+1%,+3%,-5%,+14%,+5%,0,-100%,0,-100%,3,+400%,C,+400%,92.4%,1.7%,0.0%,3.6%,2.2%,0.0%,45,,,,,,,
1785,Çiloglu,8697436546619,['France'],[],[],?,394,1648 kj(394 kcal),3,"1,01","70,89",15,"9,36",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,
1786,Pâte de sésame - Çiloglù,8697436552023,['France'],[],[],?,634,2653 kj(634 kcal),"60,1","7,6","10,5",0,"25,5",D,,,,['Çiloglù'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame']",,,['Turquie'],,60.1 g,en quantité élevée,7.6 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-0%,-0%,+8%,-8%,+65%,-100%,+14%,0,-100%,0,-100%,14,+5%,D,+5%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,,,,,,,
1787,Banane - Yutty,8697436554102,['France'],[],[],?,356,1490 kj(356 kcal),"0,18",0,"80,15","48,7","8,5",E,,,['Sachet'],['Yutty'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Bonbons acidulés gélifiés']",,,,,0.18 g,en faible quantité,0 g,en faible quantité,48.7 g,en quantité élevée,0.3 g,en quantité modérée,,+3%,+3%,-63%,-100%,-1%,-19%,+160%,"0,3",+57%,"0,12",+57%,15,+3%,D,+3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
1788,sirop de grenade - Çiloğlu,8697436555376,['France'],"['Glucose', 'citric acid ', 'E330', 'Caramel ', 'E150', 'Pomegranate flavor', 'eau']",[],?,336,1406 kj(336 kcal),0,0,84,34,1,,,,,['Çiloğlu'],,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,4,,"['E330 - Acide citrique', 'E150 - Caramel']",,,,
1789,Maïs grillé gout chilli,8697443043927,['France'],[],[],?,434,1816 kj(434 kcal),"12,5","5,6","63,3","3,7","7,3",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,6",,"1,44",,,,,,,,,,,,,,,,,,,
1790,Portakal Reçeli,8698529301023,['France'],[],[],?,290,1213 kj(290 kcal),0,0,72,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1791,citirtat,8698613389975,['France'],[],[],?,605,2531 kj(605 kcal),"53,6","12,6","3,7","3,7","20,45",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1792,Biscolata Mood Tub Biscuits 135G - 125g,8699141057053,"['Autriche', 'France']",[],[],?,527,2205 kj(527 kcal),29,14,59,36,"5,7",,,125 g,['Stück'],,,,,,,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,
1793,Lay's naturel,8710398510969,['France'],[],[],?,541,2264 kj(541 kcal),34,"2,7",52,"0,3","6,1",,,,,"[""Lay's""]",,,,,,,,,,,,,,,,,,,,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,
1794,Freez'chill',8710438013115,['France'],[],[],?,20,84 kj(20 kcal),5,"0,6","20,5","0,5","2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
1795,Remia Salata Fine Herbs Dressing,8710448588733,['France'],[],[],?,238,996 kj(238 kcal),21,"1,6",11,"8,7","0,7",D,,,,['Remia'],"['Epicerie', 'Sauces', 'Sauces salades']",,,,,21 g,en quantité élevée,1.6 g,en quantité modérée,8.7 g,en quantité modérée,1.1 g,en quantité modérée,,-29%,-28%,-37%,-53%,+99%,+131%,+6%,"1,1",-42%,"0,44",-42%,8,-44%,C,-44%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,
1796,Remia Salata Yoghurt Salad Dressing,8710448588757,['France'],[],[],?,288,1205 kj(288 kcal),26,"1,9",12,"9,2","1,4",D,,,,['Remia'],"['Epicerie', 'Sauces', 'Sauces salades']",,,,,26 g,en quantité élevée,1.9 g,en quantité modérée,9.2 g,en quantité modérée,1.5 g,en quantité modérée,,-14%,-13%,-22%,-44%,+117%,+145%,+112%,"1,5",-21%,"0,6",-21%,12,-17%,D,-17%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,
1797,Black Jack Smokey BBQ,8710448696735,['France'],[],[],?,750,3138 kj(750 kcal),0,0,41,36,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"1,2",,,,,,,,,,,,,,,,,,,
1798,Cassava Chips 250 G Mirasa Indonesien,8710471803094,['France'],[],[],?,496,2075 kj(496 kcal),"22,8",18,"71,7","4,5","1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,
1799,Originale Geraspte Kaas 45+ - Parrano - 100g,8710477139661,['France'],"['Parrano Originale kaas 45+ Ingrediënten Gepasteuriseerde koemelk', 'aardappel - zetmeel', 'zout', 'zuursel en stremsel ', 'vegetarisch', ' Geen conserveringsmiddelen en kleurstoffen toegevoegd']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,353,1477 kj(353 kcal),27,19,"1,9",0,26,D,,100 g,['Plastic'],['Parrano'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages râpés']",['en:vegetarisch'],,,,27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-6%,-5%,-7%,-2%,+96%,-100%,-5%,"1,7",+70%,"0,68",+70%,16,+24%,D,+24%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,3,,,,,,
1800,Cookies,8710502112911,['France'],[],[],?,510,2134 kj(510 kcal),"26,9","13,8","60,7","34,4","4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,77",,"0,308",,,,,,,,,,,,,,,,,,,
1801,Cookie - Merba,8710502119163,['France'],"['sugar', 'Wheat flour', 'vegetable oil ', 'palm', 'sunflower', 'cocoa mass', 'oat hazelnuts', 'butter', 'en s']",['Non végétalien'],?,513,2146 kj(513 kcal),"27,2","12,5",60,"40,2","5,4",,,,,['Merba'],"['Biscuits et gâteaux', 'Gâteaux']",,,,,27.2 g,en quantité élevée,12.5 g,en quantité élevée,40.2 g,en quantité élevée,0.598 g,en quantité modérée,,+27%,+28%,+39%,+64%,+21%,+44%,-1%,"0,598",-2%,"0,239",-2%,27,+51%,E,+51%,,,,,,,,3,,,"['Gluten', 'Lait']",,,
1802,Biscuits Chocolat Blanc Et Cranberry - New Yorkers - 150g,8710502153051,['France'],"['sucre', 'farine de froment', 'huiles végétales ', 'huile de palme', 'huile de tournesol', 'raisins secs', 'cranberry 8%', ""farine d'avoine"", 'lait en poudre', 'beurre de cacao', 'pommes', 'poudre à lever : E450', 'E500', ' sirop de glucose-fructose', 'dextrose', 'sel', 'raisin de Corinthe', 'amidon de mais modifié', 'émulsifiant: lécithine de soja', ' citron', 'colorant: caramel', ' arôme naturel', ' Peut contenir des traces de fruits à coque', 'lupin et œuf']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,492,2059 kj(492 kcal),23,11,65,45,"5,1",D,,150 g,,"['New Yorkers', 'Newtree']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,,,,23 g,en quantité élevée,11 g,en quantité élevée,45 g,en quantité élevée,0.67 g,en quantité modérée,,0%,-0%,-2%,-7%,+4%,+38%,-22%,"0,67",+21%,"0,268",+21%,22,+3%,E,+3%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,4,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E322i - Lécithine', 'E150 - Caramel']","['Gluten', 'Lait', 'Avoine', 'Soja']",,['Huile de palme'],
1803,Peanut Cookies,8710508770863,['France'],[],[],?,531,2222 kj(531 kcal),29,9,55,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,44",,"0,176",,,,,,,,,,,,,,,,,,,
1804,Spicy coated peanuts - nappa's,8710532451752,['France'],"['product is in een fabriek œr ook noten worden G onder besd', 'ernende atnosfeer', ' Koel', 'donker en Let opt Kleine kinderen kunnen zich in pir@ds versiikken', "" ENROBÉES D'UNE COUCHE CROUSTIUANTEAU Ingrédients CACAHUÈTES 66%ifarine de BIE,farine de maïs "", 'bunvol', 'l amidon de mails _sucq dextosg sel exÙait de ognon an pudre', 'OEUF en pudrq poivron rougesauce50JA ', 'haricot de SOLA"" aine de BLE', 'sel', 'colorant ', 'extaitde paprika', 'CREVFTTf en ', 'corl€ent POISSON', 'l', ""ia quitreite protaiceA conserver dans un endroitfraissecetàl'abti de I Attenff ia consommaucn daradlids es risques d'étoffernent raiso""]",[],?,527,2205 kj(527 kcal),"33,5","7,2","33,2","9,4","19,2",,,,,"[""nappa's""]",,,,,,,,,,,,,,,,,,,,,,"1,3",,"0,52",,,,,,,,,,,,,4,,,"['Œufs', 'Poisson', 'Gluten']",,,
1805,Chileno,8710555692002,"['Belgique', 'France']",[],[],?,202,845 kj(202 kcal),"12,6","3,5","7,7","0,6","13,7",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,
1806,Cuisses de grenouilles sauvages crues congelées - Sans marque - 500g,8710557012488,['France'],['Cuisses de grenouille rana macrodon'],[],288,69,288 kj(69 kcal),"0,5","0,1",0,0,16,,,500 g,"['Sachet', 'Plastique', 'surgelé']","['Sans marque', 'Eurocontact']","['Viandes', 'Grenouille', 'Cuisses de Grenouilles']",['Traité par rayonnement ionisant'],['Indonésie'],['Europe'],['Simply Market'],0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,,-49%,-51%,-93%,-97%,-100%,-100%,+4%,"0,15",-69%,"0,06",-69%,-5,-303%,A,-303%,,,,,,,,,,,,,,
1807,Cuisses de grenouille congelées,8710557020360,['France'],[],[],?,68,285 kj(68 kcal),"0,25","0,07",0,0,"16,4",,,,,,"['Viandes', 'Grenouille', 'Cuisses de Grenouilles']",,,,,0.25 g,en faible quantité,0.07 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,,-50%,-51%,-97%,-98%,-100%,-100%,+6%,"0,15",-69%,"0,06",-69%,-5,-303%,A,-303%,,,,,,,,,,,,,,
1808,"Weizen-tortillas, ø 15CM - Mission Food Service",8710637005607,['France'],"['édientc: FARINE DE FROMENT ', '70%', 'eau', 'huile', ' ', ""huile d' colza"", ' itabilieateurt ', 'glycérol', 'acidifiante ', 'ac!d/ò citrique', 'acide malique', 'emulslflanto ', 'E471', 'poudre lever ', 'ESOO', 'oelj conservateurs 6', '282', 'arôrrga niltureli A consommer de préférente avant: voir la date']","[""Pourrait contenir de l'huile de palme""]",?,333,1393 kj(333 kcal),"8,3","1,7","54,2",1,"8,5",,,,,['Mission Food Service'],,,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,4,,"['E422 - Glycérol', 'E296 - Acide malique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Gluten'],,,
1809,Carrero Snack With Spicy Beef,8710861994944,"['Belgique', 'France', 'Allemagne']",[],[],?,271,1134 kj(271 kcal),21,"7,5","6,5","2,5",13,,,,['boite carton'],,,,,,,,,,,,,,,,,,,,,,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,
