,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,markets,generic_name,packaging,additives,allergens,nova_score,traceability_code,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
595,Veganz Matcha-mix Kokos - 120g,4260402482682,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,382,,1598 kj(382 kcal),,"1,3",,"0,8",,83,,74,,"5,9",,"0,03",,"0,012",,,,,,,,,,,,,120 g,['Veganz'],"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-006', 'Fabriqué en Allemagne']",,,,,,,,,,,,
596,Mini mix,5411011511396,,,['France'],[],[],,,,,,,,,?,,319,,1335 kj(319 kcal),,"0,2",,"0,2",,"73,4",,"51,3",,"5,9",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Jambon à l'ancienne - Tallec,2264757039753,,"['Viandes', 'Charcuteries', 'Jambons']",['France'],[],[],7.9 g,en quantité modérée,2.9 g,en quantité modérée,0 g,en faible quantité,1.9 g,en quantité élevée,?,,161,-5%,674 kj(161 kcal),-4%,"7,9",+3%,"2,9",-0%,0,-100%,0,-100%,22,-6%,"1,9",-34%,"0,76",-34%,12,+13%,D,+13%,,,,,,,,,['Tallec'],"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
598,Romanzo Chocolate Filled Cookies,8902268004580,,,['France'],[],[],,,,,,,,,?,,516,,2159 kj(516 kcal),,"26,05",,"13,29",,"66,88",,"30,18",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Crème dessert chocolat,3760175730122,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Duo Foie Gras De Canard Entier,3267450002917,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",['France'],[],[],45.4 g,en quantité élevée,19.2 g,en quantité élevée,2.2 g,en faible quantité,1.38 g,en quantité modérée,?,,448,-15%,1874 kj(448 kcal),-15%,"45,4",-16%,"19,2",-17%,"2,3",-3%,"2,2",+67%,"7,5",-0%,"1,38",+15%,"0,552",+15%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,,
601,Calendrier de l'Avent Les Minions - BonBonBuddies,5056086511188,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Chocolats de Noël', ""Calendriers de l'avent"", ""Calendriers de l'avent en chocolat"", 'Produits sous license']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['BonBonBuddies'],,,Calendrier en chocolat au lait - Calendrier de l'Avent Les Minions,"['Carton', 'Plastique']",,,,,,,,,
602,Turkey Jercky honey & garlic,4779027970493,,,['France'],[],[],,,,,,,,,?,,257,,1075 kj(257 kcal),,"2,7",,"1,1",,4,,"2,1",,"54,1",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Kock & ZO,8710401400065,,,['France'],[],[],,,,,,,,,?,,77,,322 kj(77 kcal),,"4,5",,"2,5",,8,,5,,"0,9",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"Sucuk, Knoblauchwurst",8690527020661,,,['France'],[],[],,,,,,,,,?,,410,,1715 kj(410 kcal),,32,,22,,"1,7",,"1,2",,22,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,
605,"Noix de cajou grillées, aromatisées curry",2600299049339,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['France'],[],[],44.2 g,en quantité élevée,8.6 g,en quantité élevée,8.6 g,en quantité modérée,1.96 g,en quantité élevée,?,,580,-3%,2427 kj(580 kcal),-3%,"44,2",-4%,"8,6",+1%,"25,9",+1%,"8,6",+33%,"18,2",-3%,"1,96",+213%,"0,784",+213%,14,+85%,D,+85%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,
606,reblochon de savoie - Saveurs de nos Régions,2233400002574,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],25 g,en quantité élevée,20 g,en quantité élevée,0.2 g,en faible quantité,1.4 g,en quantité modérée,?,,299,-8%,1251 kj(299 kcal),-7%,25,-7%,20,+6%,"0,4",+9%,"0,2",-12%,18,-10%,"1,4",+4%,"0,56",+4%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Saveurs de nos Régions'],['Fabriqué en France'],,,,,,,,,,,,
607,Terrine gourmande cuite au four,3468520130077,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Beurre de cacahuète,80003342,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",['France'],[],[],50.3 g,en quantité élevée,9 g,en quantité élevée,6.5 g,en quantité modérée,0.98 g,en quantité modérée,?,,596,-1%,2494 kj(596 kcal),-0%,"50,3",+5%,9,+8%,"12,4",-14%,"6,5",+2%,"23,3",-5%,"0,98",+84%,"0,392",+84%,20,+82%,E,+82%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,,,,,,
609,Mélange Japonais,2600153015616,,['Mélanges de biscuits soufflés'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Pomme framboise - Andros,3608580912965,,,['France'],[],[],,,,,,,,,?,,73,,305 kj(73 kcal),,"0,03",,0,,19,,16,,"0,5",,0,,0,,,,,,,,,,,,,,['Andros'],,,,,,,,,,,,,
611,Banane cavendish,2402334016074,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,"['EMB 94065', 'Rungis (Val-de-Marne, France)']",,,,,
612,Noisettes au chocolat avec cannelle - Tesco - 100g,5051007063470,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,100g,['Tesco'],,,,,,,,,,,,,
613,Vinaigre balsamique truffe notre,3504970005326,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Cafe moka sidamo - Cafés Dagobert,3770001467054,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Cafés Dagobert'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
615,Chaussons aux pommes -,0204104022894,B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,,,
616,ratatouille et cuisse épices - auchan - 300g,2030000082551,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']",['France'],"['Ratatouille ', 'huile de colza', ""pulpe d'ailCuisse de poulet: cuisse de poulet issu du certi-Fies ,sel"", 'epices et plantes aromatiques', 'sucreextrait de levure Poudre de tomate', 'aromes naturels', 'colorant: extrait de paprika', ""A conserver entre O et 4 d'un atelier 28 roviennent"", ' susceptible']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,300g,['Auchan'],,['Auchan'],,,['E160c - Extrait de paprika'],,4,,,,,,
617,Mélange de légumineuses - sefi'BIO,3664678013259,,,['France'],[],[],,,,,,,,,?,,317,,1326 kj(317 kcal),,"1,6",,"0,2",,"47,8",,"1,4",,"22,5",,"0,02",,"0,008",,,,,,,,,,,,,,"[""sefi'BIO""]","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,
618,Crevettes décortiquées cuites bio,2606457021131,D,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes cuites', 'Crevettes décortiquées']",['France'],[],[],5.9 g,en quantité modérée,0.7 g,en faible quantité,0.4 g,en faible quantité,2.1 g,en quantité élevée,?,,120,+12%,502 kj(120 kcal),+13%,"5,9",+291%,"0,7",+55%,"0,4",-15%,"0,4",+60%,16,-17%,"2,1",+16%,"0,84",+16%,5,+28%,C,+28%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,"['Bio', 'Sans conservateurs']",,,,,,,,,,,,
619,Terrine gourmande à la moutarde à l'ancienne,3432770039657,,,['France'],[],[],,,,,,,,,?,,305,,1276 kj(305 kcal),,26,,"9,1",,"2,7",,"0,01",,15,,"1,8",,"0,72",,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
620,Flemmekueche - Stoeffler,10297254,,,['France'],[],[],,,,,,,,,?,,243,,1017 kj(243 kcal),,11,,"4,4",,28,,"3,3",,"7,3",,"1,4",,"0,56",,,,,,,,,,,,,,['Stoeffler'],,,,,,,,,,,,,
621,Tisane Zen Relax,3663518139562,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
622,PAIN AU CHOCOLAT & CROISSANT,0019407100091,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Pains au chocolat']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,,
623,Energy cake gatosport,3700153150818,,,['France'],[],[],,,,,,,,,?,,407,,1703 kj(407 kcal),,8,,"1,3",,73,,38,,10,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Chouquettes x20 - Leclerc,6999999259190,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,
625,"Thé vert ,  mangue, passion - Les saveurs de ceylan - 40g",4790016160640,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,40g,['Les saveurs de ceylan'],,,,,,,,,,,,,
626,2885978013256,2885978013256,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Mangoo dry,8859324400179,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,0,,0,,15,,15,,0,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
628,"Raisin blanc ""dominga"" origine Espagne",8427660000881,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Chocolat noir Origine Equateur - L'Attrape Rêves,3770001119939,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['Chocolat noir à 76% de cacao minimum ', 'pâte de cacao origine Equateur', 'sucre', 'beurre de cacao', 'vanille naturelle']",[],46 g,en quantité élevée,28 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,?,,577,+4%,2414 kj(577 kcal),+4%,46,+17%,28,+21%,24,-38%,21,-34%,9,+17%,0,-100%,0,-100%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"[""L'Attrape Rêves""]",,,,,,,,,,,,,
630,Chocolat au lait au caramel - L'Attrape Rêves,3770001119298,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au caramel', 'Chocolats au lait au caramel']",['France'],"['chocolat au lait à 31% de cacao minimum ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'poudre de lait écrémé', 'sucre caramélisé 1,5%', 'émulsifiant: lécithine de soja sans ogm', 'arôme naturel de vanille']",['Non végétalien'],37 g,en quantité élevée,22 g,en quantité élevée,49 g,en quantité élevée,0.3 g,en quantité modérée,?,,566,+3%,2368 kj(566 kcal),+3%,37,+10%,22,+8%,49,-9%,49,-4%,8,+21%,"0,3",-24%,"0,12",-24%,28,+4%,E,+4%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,"[""L'Attrape Rêves""]",,,,,['E322i - Lécithine'],,4,,,,,,
631,Especialidades de Espana - Donajimena De Espana - 350g,0887443301075,,,['France'],[],[],,,,,,,,,?,,532,,2226 kj(532 kcal),,32,,12,,53,,21,,"6,7",,"0,04",,"0,016",,,,,,,,,,,,,350g,['Donajimena De Espana'],,,,,,,,,,,,,
632,Bio Geflügelsalami - Wiltmann,7001816215414,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,['Wiltmann'],"['Bio', 'Bio européen']",,Salami aus Geflügelfleisch,['Kunststoff'],,,,,,,,,
633,Filet de poulet - Le Gaulois,2431628022378,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Le Gaulois'],['Sans conservateurs'],,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,
634,Energy Drink,2229262001985,,,['France'],[],[],,,,,,,,,?,,48,,201 kj(48 kcal),,0,,0,,"11,9",,"11,8",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Le Chocolat - Alain Ducasse - 95g,3700829006708,,,['France'],[],[],,,,,,,,,?,,545,,2280 kj(545 kcal),,39,,19,,35,,31,,"9,5",,"0,2",,"0,08",,,,,,,,,,,,,95 g,['Alain Ducasse'],,,,,,,,,,,,,
636,Sugo pronti cime di rapa,8017070101546,,,"['France', 'Italie']",[],[],,,,,,,,,?,,432,,1807 kj(432 kcal),,"8,5",,"1,2",,"3,1",,3,,"2,5",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Rana Bio Vollkorn,8001665705998,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Rana'],['Bio'],,,,,,,,,,,,
638,Pain bagnats,2030000026210,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Farmer's aloe vera,0884394007285,,,['France'],[],[],,,,,,,,,?,,17,,71 kj(17 kcal),,0,,0,,"3,75",,"3,75",,0,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,
640,El Artesano Turron Au Massepain À L?Orange,8412080025095,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",['France'],"['Sucre', 'amande moulue', 'orange confite en morceaux ', '10%', ' ', ""peau d'orange"", 'sucre', 'sirop de glucose-fructose', 'conservateurs ', 'E-202 et E-220', ' et acidité régulateur ', 'E-330', ""arôme d'orange"", 'colorants naturels et sans conservateur ', 'acide sorbique']",[],19 g,en quantité modérée,2 g,en quantité modérée,57 g,en quantité élevée,0.03 g,en faible quantité,?,,450,-14%,1883 kj(450 kcal),-14%,19,-39%,2,-62%,59,+31%,57,+48%,9,-25%,"0,03",-53%,"0,012",-53%,16,-3%,D,-3%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,['El Artesano'],['Sans conservateurs'],,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,4,,,,,,
641,Dés de bacon fumés salés au sel drc,2264716029719,,,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,"2,9",,"1,1",,"0,5",,"0,5",,25,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Roti de porc cuit,2477643018569,D,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-09']",,,,,,,,,,,,
643,Lentilles grillées Thaï,0851424000929,,,['France'],[],[],,,,,,,,,?,,459,,1920 kj(459 kcal),,1,,"0,2",,66,,6,,33,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Carrés de cuisse poulet fermier de Loué,2264834026249,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Label Rouge'],,,,,,,"['FR 72.168.001 CE', 'Loué (Sarthe, France)']",,,,,
645,Vinaigre balsamique de Modena,3760125820590,,,['France'],[],[],,,,,,,,,?,,212,,887 kj(212 kcal),,0,,0,,"47,3",,"47,3",,1,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Petits pains,3401248113793,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
647,Fitness drink,4103840019662,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Banane,2250100001522,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
649,Noisette,9040400005541,,,['France'],[],[],,,,,,,,,?,,707,,2958 kj(707 kcal),,65,,"4,1",,"15,3",,"4,9",,"15,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Jersey Butter Sablés,5060205851710,,,['France'],[],[],,,,,,,,,?,,504,,2109 kj(504 kcal),,24,,16,,64,,27,,"6,5",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Crema Di Miele,8032475000270,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Chipo aux herbes,0250931031950,,,['France'],[],[],,,,,,,,,?,,285,,1192 kj(285 kcal),,28,,"8,7",,0,,0,,15,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Specialité au foie gras de canard mi cuit,3760170233772,,,['France'],[],[],,,,,,,,,?,,524,,2192 kj(524 kcal),,52,,24,,"6,8",,"5,3",,"7,3",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Ice tea Mango,6091305262716,,,['France'],[],[],,,,,,,,,?,,39,,163 kj(39 kcal),,0,,0,,"9,4",,"9,3",,0,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Haribo Ricqles Zan,3103220901335,,,['France'],[],[],,,,,,,,,?,,316,,1322 kj(316 kcal),,"0,5",,"0,1",,77,,59,,"4,5",,"0,01",,"0,004",,,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,,
656,Argent colloïdal 20ppm - Catalyons,3760166806898,,,['France'],"['Eau ultra-purifiée et dynamisée', 'hydrolat de tilleul*', ""argent colloïdal fabriqué par un procédé naturel d'électrolyse""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Catalyons'],['Bio'],,,,['E174 - Argent'],,4,,,,,,
657,Maxi galette au beurre 200g,2030000026661,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Amandes de Provence - villa Beaulieu - 500g,3593230000126,,,['France'],"[""amandes coques-500g à l'emballage""]",[],,,,,,,,,?,,550,,2300 kj(550 kcal),,?,,,,20,,,,20,,,,,,,,,,,,,,,,,500g,['villa Beaulieu'],,,,['boite en carton'],,,,,,,,,
659,Marou76% VIETNAM,8938505214153,,,['France'],[],[],,,,,,,,,?,,599,,2506 kj(599 kcal),,"42,6",,0,,"45,6",,"26,2",,"8,38",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Tagliatelle al nero di seppia,8052472664664,,,['France'],[],[],,,,,,,,,?,,351,,1469 kj(351 kcal),,"1,59",,"0,4",,"72,72",,"2,4",,"11,42",,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Amlou,40176918,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,chausson aux pommes,3243762100459,B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",['France'],[],[],17 g,en quantité modérée,8.9 g,en quantité élevée,12 g,en quantité modérée,1 g,en quantité modérée,?,,301,-4%,1259 kj(301 kcal),-5%,17,-6%,"8,9",-23%,"32,6",-1%,12,+13%,"3,5",-10%,1,+67%,"0,4",+67%,17,0%,D,0%,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,['Fabriqué en France'],,,,,,,,,,,,
663,Biscuit pépites de chocolat - Delaunay Léveillé,0654479273566,,,['France'],[],[],,,,,,,,,?,,496,,2075 kj(496 kcal),,"24,3",,"15,5",,"64,9",,"29,8",,"6,2",,"0,7",,"0,28",,,,,,,,,,,,,,['Delaunay Léveillé'],,,,,,,,,,,,,
664,Expresso delicato - Auchan,3596710438648,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Auchan'],,['Auchan'],,,,,,,,,,,
665,Chocolatine x4 pur beurre,0260952015419,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Colorant liquide (orange mandarine),3700105236614,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Citron Gimgembre,5407003860085,,,['France'],[],[],,,,,,,,,?,,31,,130 kj(31 kcal),,0,,0,,"6,1",,0,,0,,0,,0,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,,,,,
668,Un petit jus ? Pommes,3770005620004,,,['France'],[],[],,,,,,,,,?,,43,,180 kj(43 kcal),,"0,14",,"0,05",,10,,"9,6",,"0,17",,"0,022",,"0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Olives vertes denoyaute en saumur,2609807010045,,,['France'],[],[],,,,,,,,,?,,186,,778 kj(186 kcal),,"18,9",,"3,4",,"2,9",,"0,5",,1,,"2,17",,"0,868",,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Risotto pronto,8001420007077,,,['France'],[],[],,,,,,,,,?,,359,,1502 kj(359 kcal),,"2,9",,"1,7",,74,,"1,8",,"8,7",,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Gâteau au chocolat,5602974006061,,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,"17,8",,"2,98",,"48,8",,"23,8",,"4,5",,"1,38",,"0,552",,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Chorizo de porc,0203436060093,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Boudin noir bio - Bonval,3760099536732,,,['France'],[],[],,,,,,,,,?,,261,,1092 kj(261 kcal),,22,,12,,"1,8",,"1,3",,15,,"1,9",,"0,76",,,,,,,,,,,,,,['Bonval'],['Bio'],,,,,,,"['FR 56.033.008 CE', 'Carentoir (Morbihan, France)']",,,,,
674,PRETZEL STICKS,4032844000126,,,['France'],[],[],,,,,,,,,?,,369,,1544 kj(369 kcal),,"2,8",,"0,1",,"3,4",,3,,6,,"4,8",,"1,92",,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
675,Scurine du Berry bio - Ferme de la Motte,3700444404316,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Ferme de la Motte'],"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,
676,Boisson du soir nuit paisible,3481890007657,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
677,Camembert de normandie -  - 2,3252950005933,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages au lait cru', 'Camemberts au lait cru', 'Camemberts de Normandie']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,2,,,,,,,,,,,,,,
