,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,nutriment_salt_tr,nutriment_sodium_tr,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,labels,ingredients_origins,manufacturing,markets,additives,allergens,nova_score,traceability_code,generic_name,palm_ingredients,link
1657,COMTE,0210844016468,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,25 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,25,+15%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,['AOP'],,,,,,,,,,
1658,Comté AOP,0210844017588,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,,,,
1659,Comté AOP 12 mois d'affinage,0210844021325,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,28 g,en quantité élevée,0.5 g,en faible quantité,?,,492,+24%,2059 kj(492 kcal),+25%,35,+7%,28,+29%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,14,+4%,D,+4%,,,,,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1660,Comté AOP,0210844022247,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,,,,
1661,Comte AOP,0210844022834,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,,,,
1662,Comte Aop,0210844023480,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1663,Comté,0210844023817,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1664,Comté - Aop,0210844024869,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Aop'],"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1665,Comté AOP,0210844025125,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,0,-100%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,['AOP'],,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1666,Comté 12 mois d'affinage minimum,0210844025910,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,93","0,372",0.93 g,en quantité modérée,-4%,-4%,14,+4%,D,+4%,,,['AOP'],,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1667,Comté AOP,0210844026702,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1668,Comte aop,0210844026832,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],"[""COMTE ROP 12 mois d'affinage minimum Fromaga a pate prassea cuite"", ' Ingrediants: tait cru vache', 'sel fermants lactiques', 'presure', ' Bffing et conditionna par Centurion 25170']",[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Comté'],"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,['AOP'],,,,,['Lait'],,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1669,Comté AOP,0210844026894,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0 g,en faible quantité,?,,479,+21%,2004 kj(479 kcal),+21%,35,+7%,26,+20%,2,+333%,0,-100%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,1,"0,4",1 g,en quantité modérée,+3%,+3%,14,+4%,D,+4%,,,,,,,,,,,,,
1670,Comte AOP - Intermarche,0210844027686,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],,,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,?,,26,+20%,?,,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Intermarche'],"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,,,,,,,,,,['Intermarché'],,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1671,Comté,0210844028676,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1672,Comte affinage 12 mois,0210844029260,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,,,,
1673,Comte aop,0210844029529,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1674,Comté,0210844030044,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,,,,,,,,,,,
1675,Comte aop - Centurion,0210844033069,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],"['Lait cru de vache', 'sel', 'ferments lactiques', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,?,,429,+8%,1795 kj(429 kcal),+9%,35,+7%,26,+20%,"1,6",+246%,"0,5",+80%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Centurion'],"0,9","0,36",0.9 g,en quantité modérée,-8%,-8%,13,-3%,D,-3%,,,['AOP'],,,,,['Lait'],3,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1676,Reblochon,0210845021454,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],27 g,en quantité élevée,18 g,en quantité élevée,0.1 g,en faible quantité,?,,329,+2%,1377 kj(329 kcal),+2%,27,+1%,18,-4%,"0,5",+36%,"0,1",-56%,21,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"1,7","0,68",1.7 g,en quantité élevée,+27%,+27%,16,+12%,D,+12%,,,,,,,,,,,,,
1677,Reblochon - 0.222kg,0210845021782,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],25 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,?,,299,-8%,1251 kj(299 kcal),-7%,25,-7%,20,+6%,"0,5",+36%,"0,5",+121%,18,-10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"1,4","0,56",1.4 g,en quantité modérée,+4%,+4%,14,-2%,D,-2%,0.222 kg,,,,,,,,,,,,
1678,Emmental au Lait Cru,0210846019023,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Emmental au lait cru']",['France'],[],[],30 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,?,,386,+3%,1615 kj(386 kcal),+3%,30,+3%,19,-4%,"1,2",+80%,"0,5",+21%,28,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"0,5","0,2",0.5 g,en quantité modérée,-23%,-23%,11,-4%,D,-4%,,,,,,,,,,,,,
1679,Emmental au lait cru - Mulin,0210846020999,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Emmental au lait cru']",['France'],"['Lait cru de vache', 'sel', 'ferments lactiques', 'coagulant microbien']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",30 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,?,,386,+3%,1615 kj(386 kcal),+3%,30,+3%,19,-4%,"1,2",+80%,"0,5",+21%,28,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Mulin'],"0,5","0,2",0.5 g,en quantité modérée,-23%,-23%,11,-4%,D,-4%,,,,,,,,['Lait'],3,"['FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)']",,,
1680,Emmental lait cru - Fromagerie mullin,0210846025789,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],"['LAIT cru de vache ', 'Origine : France', 'sel', 'ferments lactiques', 'enzyme coagulante']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",30 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,?,,391,+4%,1636 kj(391 kcal),+4%,30,+3%,18,-9%,"1,2",+80%,"< 0,5",+21%,29,+5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Fromagerie mullin'],"1,2","0,48",1.2 g,en quantité modérée,+84%,+84%,14,+23%,D,+23%,,,,,,,,['Lait'],3,"['FR 35.068.004 CE', 'Châteaubourg (Ille-et-Vilaine, France)']",,,
1681,Beaufort - Fromagerie Chabert,0210849034245,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",['France'],[],[],34 g,en quantité élevée,20 g,en quantité élevée,0.4 g,en faible quantité,?,,415,+3%,1736 kj(415 kcal),+3%,34,+6%,20,-3%,"1,3",+41%,"0,4",+101%,26,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Fromagerie Chabert'],1,"0,4",1 g,en quantité modérée,-12%,-12%,14,+1%,D,+1%,,,['AOP'],,['Vallières'],,,,,"['FR 74.289.050 CE', 'Vallières (Haute-Savoie, France)']",,,
1682,"Ossau iraty - AOP - 0,261kg",0210852035031,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",['France'],[],[],34.6 g,en quantité élevée,23.6 g,en quantité élevée,0.5 g,en faible quantité,?,,400,-5%,1674 kj(400 kcal),-5%,"34,6",-4%,"23,6",-4%,"1,9",+102%,"0,5",+71%,"22,3",-5%,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,['AOP'],2,"0,8",2 g,en quantité élevée,+13%,+13%,17,-3%,D,-3%,"0,261 kg",,,,,,,,,,,,
1683,Cantal entre-deux - Intermarché,0210853018569,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal entre-deux']",['France'],[],[],29 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,?,,367,-1%,1536 kj(367 kcal),-0%,29,-1%,21,+3%,1,-15%,"0,5",+8%,25,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Intermarché'],2,"0,8",2 g,en quantité élevée,-1%,-1%,17,-1%,D,-1%,,,['AOP'],,,['Intermarché'],,,,,,,
1684,Cantal Entre-deux,0210853020074,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal entre-deux']",['France'],[],[],29 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,?,,367,-1%,1536 kj(367 kcal),-0%,29,-1%,21,+3%,1,-15%,"0,5",+8%,25,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,2,"0,8",2 g,en quantité élevée,-1%,-1%,17,-1%,D,-1%,,,['AOP'],,,,,,,,,,
1685,Cantal entre deux,0210853020739,,,['France'],[],[],,,,,,,?,,376,,1573 kj(376 kcal),,30,,21,,"1,5",,"0,5",,25,,,,,,,,,,2,"0,8",,,,,,,,,,,,,,,,,,,,,
1686,Cantal entre deux,0210853020869,,,['France'],[],[],,,,,,,?,,367,,1536 kj(367 kcal),,29,,21,,1,,"0,5",,25,,,,,,,,,,2,"0,8",,,,,,,,,,,['AOP'],,,,,,,,,,
1687,jambon cru aoste,0210857029325,,,['France'],[],[],,,,,,,?,,274,,1146 kj(274 kcal),,18,,"7,4",,1,,1,,27,,,,,,,,,,"5,7","2,28",,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,"['FR 38.012.001 CE', 'Aoste (Isère, France)', 'EMB 38012', 'Aoste (Isère, France)']",,,
1688,Jambon cru d'Aoste,0210859029323,,,['France'],[],[],,,,,,,?,,274,,1146 kj(274 kcal),,18,,"7,4",,1,,1,,27,,,,,,,,,,"5,7","2,28",,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,"['FR 38.012.001 CE', 'Aoste (Isère, France)', 'EMB 38012', 'Aoste (Isère, France)']",,,
1689,Jambon cru,0210859029910,,"['Viandes', 'Charcuteries', 'Jambons', 'en:raw-cured-ham']",['France'],[],[],18 g,en quantité modérée,7.4 g,en quantité élevée,1 g,en faible quantité,?,,274,+14%,1146 kj(274 kcal),+15%,18,+33%,"7,4",+43%,1,+54%,1,+130%,27,-6%,,,,,,,,,"5,7","2,28",5.7 g,en quantité élevée,+16%,+16%,20,+18%,E,+18%,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
1690,Jambon cru Aoste,0210859031296,,,['France'],[],[],,,,,,,?,,274,,1146 kj(274 kcal),,18,,"7,4",,1,,1,,27,,,,,,,,,,"5,7","2,28",,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,"['FR 38.012.001 CE', 'Aoste (Isère, France)']",,,
1691,Jambon cru d'Aoste,0210859031494,,,['France'],[],[],,,,,,,?,,274,,1146 kj(274 kcal),,18,,"7,4",,1,,1,,27,,,,,,,,,,"5,7","2,28",,,,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Point Vert']",,,,,,,,,,
1692,Jambon cru aoste,0210859032545,,,['France'],[],[],,,,,,,?,,274,,1146 kj(274 kcal),,18,,"7,4",,1,,1,,27,,,,,,,,,,"5,7","2,28",,,,,,,,,,,,,,,,,,,,,
1693,Jambon Cru Aoste,0210859032736,,,['France'],[],[],,,,,,,?,,190,,795 kj(190 kcal),,12,,6,,1,,1,,22,,,,,,,,,,"4,2","1,68",,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
1694,Jambon Cru Aoste - Aoste SNC - 5tranches de jambon cru,0210859034501,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,['Aoste SNC'],,,,,,,,,,,5 tranches de jambon cru,,,,,,,,,"['FR 38.012.001 CE', 'Aoste (Isère, France)', 'EMB 38012', 'Aoste (Isère, France)']",,,
1695,Jambon cru Aoste,0210860018507,,,['France'],[],[],,,,,,,?,,274,,1146 kj(274 kcal),,18,,"7,4",,1,,1,,27,,,,,,,,,,"5,7","2,28",,,,,,,,,,,,,,,,,,"['FR 38.012.001 CE', 'Aoste (Isère, France)']",,,
1696,Jambon Cru,0210860019290,,,['France'],[],[],,,,,,,?,,278,,1163 kj(278 kcal),,18,,"7,4",,1,,1,,27,,,,,,,,,,"5,7","2,28",,,,,,,,,,,,,,,,,,,,,
1697,Mimolette,0210863022372,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Fromages-du-nord-pas-de-calais']",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,?,,368,+6%,1540 kj(368 kcal),+6%,28,+8%,20,+12%,"0,5",-15%,"0,5",-0%,29,+4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"2,5",1,2.5 g,en quantité élevée,-1%,-1%,19,+4%,E,+4%,,,,,,,,,,,,,
1698,Milolette,0210863023355,,,['France'],[],[],,,,,,,?,,370,,1548 kj(370 kcal),,28,,20,,"0,5",,"0,5",,29,,,,,,,,,,"2,5",1,,,,,,,,,,,,,,,,,,"['FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)']",,,
1699,Mimolette demi vieille,0210863024475,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes demi-vieilles', 'Fromages-du-nord-pas-de-calais']",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,?,,368,+1%,1540 kj(368 kcal),+1%,28,+5%,20,+7%,"0,5",-55%,"0,5",-53%,29,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"2,5",1,2.5 g,en quantité élevée,+1%,+1%,19,+2%,E,+2%,,,,,,,,,,,,,
1700,Mimolette demie vielle,0210863024604,,,['France'],[],[],,,,,,,?,,368,,1540 kj(368 kcal),,28,,20,,"0,5",,"0,5",,29,,,,,,,,,,"2,5",1,,,,,,,,,,,,,,,,,,,,,
1701,Mimolette demi vielle,0210863024994,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes demi-vieilles', 'Fromages-du-nord-pas-de-calais']",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,?,,368,+1%,1540 kj(368 kcal),+1%,28,+5%,20,+7%,"0,5",-55%,"0,5",-53%,29,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"2,5",1,2.5 g,en quantité élevée,+1%,+1%,19,+2%,E,+2%,,,,,,,,,,,,,
1702,Mimolette demi vielle,0210863025199,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes demi-vieilles', 'Fromages-du-nord-pas-de-calais']",['France'],[],[],26 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,?,,370,+1%,1548 kj(370 kcal),+1%,26,-2%,20,+7%,"0,5",-55%,"0,5",-53%,29,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"2,5",1,2.5 g,en quantité élevée,+1%,+1%,19,+2%,E,+2%,,,,,,,,,,,,,
1703,Mimolette Demi vieille,0210863025328,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes demi-vieilles', 'Fromages-du-nord-pas-de-calais']",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,?,,368,+1%,1540 kj(368 kcal),+1%,28,+5%,20,+7%,"0,5",-55%,"0,5",-53%,29,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"2,5",1,2.5 g,en quantité élevée,+1%,+1%,19,+2%,E,+2%,,,,,,,,,,,,,
