,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,quantity,packaging,categories,labels,manufacturing,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,markets,ingredients_origins,generic_name,link,origin_detail,brand_owner,producer_info
1187,"hand cream, organic pomegranate and goji berries - cien nature - 75ml",4056489031918,['France'],[],[],?,?,,?,,?,,?,,,['cien nature'],75 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Ravioles à poêler,3266140062620,['France'],[],[],?,173,724 kj(173 kcal),"7,3","4,7",18,2,"8,1","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Ricotte Fraiche - l'Ile des Saveurs - 400g,08258878,['France'],[],[],?,164,686 kj(164 kcal),13,9,"0,75","0,5",11,"0,17","0,068","[""l'Ile des Saveurs""]",400g,['Frais'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Ricotta']",,,,,,13 g,en quantité modérée,9 g,en quantité élevée,0.5 g,en faible quantité,0.17 g,en faible quantité,,+13%,+15%,+31%,+31%,-80%,-85%,+37%,-53%,-53%,5,+16%,C,+16%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['IT 2038 CE'],,,,,,,
1190,Pastabox Pâtes Fraîches Lardons Gorgonzola AOP,3242272254850,['France'],[],[],?,155,649 kj(155 kcal),"6,5","3,4",17,"0,9","6,9","0,76","0,304",,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Chipos végétales aux herbes de provence,3770016162098,['France'],[],[],?,236,987 kj(236 kcal),18,2,"3,3","0,5",13,"1,4","0,56",,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Patate,3760279110356,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Lingot de pomme de terre et poelee forestiere,3503651111714,['France'],[],[],?,103,431 kj(103 kcal),"5,9","3,5","9,4","1,1","2,3","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 85288B', 'Talmont-Saint-Hilaire (Vendée, France)']",,,,,,,
1194,Café - Maxwel,8111000122967,['France'],[],[],?,?,,?,,?,,?,,,['Maxwel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Foie de morue fumé - J.C DAVID,0481110270871,['France'],[],[],?,?,,?,,?,,?,,,['J.C DAVID'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Meule fruité tranche,3250393021985,['France'],[],[],?,415,1736 kj(415 kcal),"33,4","23,8","1,5","0,5","0,5","1,18","0,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Poulet,3230890051050,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,7",0,0,23,"0,11","0,044",,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.084.001 CE', 'Essarts (Vendée, France)']",,,,,,,
1198,Miel de fleurs du bugey,0001026085439,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
1199,Baguette aux céréales,3250393046940,['France'],[],[],?,284,1188 kj(284 kcal),"4,4","0,5","4,8","3,4","10,3","1,34","0,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Yahourt brassé citron,3760121211453,['France'],[],[],?,86,360 kj(86 kcal),5,"3,2",21,19,"3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Jambon cuit superieur decouene tradition,0229606043956,['France'],[],[],?,156,653 kj(156 kcal),8,"3,2","0,9","0,9",20,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Assaisonnement à tailler Orange&Cumin,3760274800429,['France'],[],[],?,40.7,170 kj(40 kcal),"0,5",0,7,"4,3","0,6","6,9","2,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Taboulé de poulet aux épices douces,3287390062703,['France'],[],[],?,175,732 kj(175 kcal),"5,9","0,9",21,"7,2",8,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,2 escalopes de veau,3039050244352,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Fettarmer frucht joghurt,4061458022279,['France'],[],[],?,80,335 kj(80 kcal),"1,4","0,9",13,12,"3,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Fromage de chèvre frais,4000915105803,['France'],[],[],?,369,1544 kj(369 kcal),36,13,"1,3","1,3",11,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Gnocchetti dIGPatate,8018146001203,['France'],[],[],?,167,699 kj(167 kcal),"1,1","0,9",35,8,"4,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Miel d’auvergne,,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Dattes sèches,3770012916077,['France'],[],[],?,308,1289 kj(308 kcal),"0,7","0,26",68,64,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,KEFRUIT - KARMA,760192492041,['France'],[],[],?,?,,?,,?,,?,,,['KARMA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Poulet rôti,2209554006102,['France'],[],[],?,166,695 kj(166 kcal),"8,4","2,8","0,7","0,7",22,"1,11","0,444",,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Prosciutto arrosto alle erbe,3760113768552,['France'],[],[],?,138,577 kj(138 kcal),6,"2,4",1,1,20,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Figues sèches -,3429220010731,['France'],[],[],?,251,1050 kj(251 kcal),"1,4","0,3","50,4","48,1","3,4","0,22","0,088",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Figues sèches']",,,,,,1.4 g,en faible quantité,0.3 g,en faible quantité,48.1 g,en quantité élevée,0.22 g,en faible quantité,,-9%,-9%,-8%,+6%,-12%,+2%,+4%,+61%,+61%,6,+102%,C,+102%,D,69.5%,21.7%,2.7%,4.1%,1.9%,0.0%,38,,,,,,,,
1214,Riz facon Créole,5010034010482,['France'],[],[],?,157,657 kj(157 kcal),"2,9","0,3",28,"1,5","3,5","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Feuilleté de saumon à l’oseille,0212085029191,['France'],[],[],?,266,1113 kj(266 kcal),17,"7,8",20,"1,4","8,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Filets de poulet,2447105048748,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,7","0,1","0,1","2,3","0,1","0,04",,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['Nutriscore', 'Nutriscore A']",,,,,2.3 g,en faible quantité,0.7 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,,-14%,-13%,-20%,-6%,-79%,-59%,-90%,-87%,-87%,0,,B,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,
1217,Mozzarella,2006050034697,['France'],[],[],?,217,908 kj(217 kcal),16,11,1,1,17,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Grand cereale bio pain,2635861026173,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Baguette,3289664242606,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Mes craquants fourrés,3760094311358,['France'],[],[],?,369,1544 kj(369 kcal),"1,5","0,5","72,6","27,2","5,1",,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Comte Gélinotte rouge,0200160038374,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Soupe de poisdon,15360338,['France'],[],[],?,59,247 kj(59 kcal),"3,1","0,8","1,3","0,6","6,4","1,75","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Brioche sucree au taro,3399150073703,['France'],[],[],?,274,1146 kj(274 kcal),"3,7","0,7","55,7",18,"0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 94.022.004 CE', 'Choisy-le-Roi (Val-de-Marne, France)']",,,,,,,
1224,Pizza jambon champignons de Paris crème fraîche légère,3242272508557,['France'],[],[],?,226,946 kj(226 kcal),"7,4",4,28,"2,1",11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,liel de châtaignier liquide - GIRARD,760087489347,['France'],[],[],?,?,,?,,?,,?,,,['GIRARD'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Manchons Poulet Mexicain,3230890009068,['France'],[],[],?,177,741 kj(177 kcal),11,3,1,"0,7",18,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",,,,,,,
1227,Rouille,3361130067040,['France'],[],[],?,?,,?,,?,,?,0,0,,,,"['Epicerie', 'Sauces', 'Mayonnaises', 'Sauce rouille', 'Rouille']",,,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,D,81.1%,9.7%,5.1%,2.2%,1.9%,0.0%,53,,,,,,,,
1228,Pesto ail des ours,3760164592069,['France'],[],[],?,42.5,178 kj(42 kcal),"39,6","7,4",36,"2,8","14,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Merlot,3249381052759,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Tarte chocolat,0268729039293,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Riz au lait saveur vanille,3023290053171,['France'],[],[],?,121,506 kj(121 kcal),"2,8","1,8",21,12,"2,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 47.185.001 CE', 'Montayral (Lot-et-Garonne, France)']",,,,,,,
1232,Flocons de Savoie aux truffes,3414170013918,['France'],[],[],?,294,1230 kj(294 kcal),24,20,"0,5","0,5",19,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Latte fresco intero,8002011000842,['France'],[],[],?,65,272 kj(65 kcal),"3,6","2,6","4,8","4,8","3,3","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Tartelettes fraise maison Intermarché,0206020027557,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Jus de pomme Le Verger de l'Art 50 cl,3760111423415,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Cola Lorina,3551720203846,['France'],[],[],?,25,105 kj(25 kcal),"0,5",0,"6,3",6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Pistache - Terres Bleues - 750ml,3760088753072,['France'],"['LAIT fermier 68%', 'sucre', 'BEURRE', 'LAIT écrémé en poudre', 'sirop de glucose', 'pâte de PISTACHE', 'sucre inverti', ""ėmulsifiant : mono et diglycérides d'acide gras"", 'épaississants : farine de caroube - gomme guar', 'gélifiants : alginate de sodium carraghénanes', 'arôme naturel', 'colorants : chlorophylline cuivrique et bétacarotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,,?,,?,,?,,,['Terres Bleues'],750 ml,"['Plastique', 'Carton']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E401 - Alginate de sodium', 'E140ii - Chlorophyllines']","['Lait', 'Fruits à coque']",4,,,,,,,,,,,,,,,,,,,,,,,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,
1238,Lait Demi-écrémé bio - Franprix,6297856474176,['France'],[],[],?,?,,?,,?,,?,,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,,,
1239,3700009275030,3700009275030,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Sirop de menthe bio - La Maison Guiot,1493421152110,['France'],[],[],?,?,,?,,?,,?,,,['La Maison Guiot'],,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,
1241,Cornichons aigre-doux en rondelles,3000000021736,['France'],[],[],?,37.76,158 kj(37 kcal),"0,5","0,5","6,3",6,"0,8","1,5","0,6",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,,0.5 g,en faible quantité,0.5 g,en faible quantité,6 g,en quantité modérée,1.5 g,en quantité modérée,,+40%,+48%,+69%,+632%,+83%,+130%,-21%,-13%,-13%,2,-8%,B,-8%,,,,,,,,,,,,,,,,
1242,Assaisonn’Algues,3760065880432,['France'],[],[],?,293,1226 kj(293 kcal),"2,9","0,5",54,29,11,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Trio de Légumes,3248451000867,['France'],[],[],?,27,113 kj(27 kcal),"0,3","0,1","3,2","2,4","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Expert autobronz,2120507,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Melange de tris baies,3760190624130,['France'],[],[],?,334,1397 kj(334 kcal),"1,69","0,19","66,71","57,74","5,08",0,0,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Chips Lay’s Recette Méditerranéenne,3168930165767,['France'],[],[],?,483,2021 kj(483 kcal),25,"2,8",54,"2,3","7,2","2,6","1,04",,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Jambon cru,3517737631119,['France'],[],[],?,223,933 kj(223 kcal),15,"6,3",1,1,21,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Ail,3700103811417,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Escargot 1,6194003310120,['France'],[],[],?,354,1481 kj(354 kcal),"1,9","0,5",71,3,"12,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Ratatouille - Auchan,3596710489381,['France'],[],[],?,146,611 kj(146 kcal),"1,2","0,2","4,5","4,5","0,9","0,85","0,34",['Auchan'],,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 56251E', 'Theix (Morbihan, France)']",,,,,,,
1251,Fibres Bio - Nutri & co,3770012764364,['France'],[],[],?,200,837 kj(200 kcal),"0,3","0,3","85,9","4,2","1,9","0,4","0,16",['Nutri & co'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Club sandwich saumon concombre - Monoprix,3350033831834,['France'],[],[],?,209,874 kj(209 kcal),"5,6","2,1",31,"5,7","7,2","1,3","0,52",['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,
1253,Bubble gum,5400265040691,['France'],[],[],?,1440,6025 kj(1440 kcal),0,0,85,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,"Whiskas séléction aux poissons en gelée - 1,2kg",3065890071582,['France'],"['viandes et sous-produits animaux ', '34%', 'dont 94% naturels*', 'poissons et sous-produits de poissons ', '100% naturels*', 'dont saumon 4% dans les bouchées**', 'légumes ', 'dont 0', '6% de carottes déshydratée s', 'équivalent à 4% de carottes', 'substance minérales ', '0', '6%', 'extrait de protéines végétales', 'huiles et graisses ', 'dont huile de tournesol 0', '1%', '  *ingrédients naturels,** bouchées représentant environ 43% de la totalité du produit']",[],?,?,,?,,?,,?,,,['Whiskas'],"1,2kg",['Carton'],"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chats']",,,,['Poisson'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Ridiatoris aux Cèpes,3760323480305,['France'],[],[],?,381,1594 kj(381 kcal),"4,72","1,34",68,"2,19","15,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Fromage blanc battu,3701002405561,['France'],[],[],?,77,322 kj(77 kcal),"3,3","1,9","3,2","3,1","8,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Original,4251097405278,['France'],[],[],?,501,2096 kj(501 kcal),44,17,"2,2",2,24,"3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Nectar de Goyave Bio,3256228434159,['France'],[],[],?,33,138 kj(33 kcal),"0,5","0,1","7,7","7,7","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Viva la mamma insalata ai cereali con tonno e verdure,8032413004438,['France'],[],[],?,123,515 kj(123 kcal),"3,6","0,6",18,"0,8","3,9","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Boules crème,3700699907204,['France'],[],[],?,362,1515 kj(362 kcal),20,12,41,38,"2,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Kimchi fried rice,8805957019585,['France'],[],[],?,146,611 kj(146 kcal),2,"0,3",29,"2,1","2,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Yaourt lait entier vanille - Auchan,3596710489916,['France'],[],[],?,90,377 kj(90 kcal),3,"1,9",13,13,"2,9","0,12","0,048",['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,
1263,Dr Meih,3760194923154,['France'],[],[],?,28,117 kj(28 kcal),0,0,"6,9","6,9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,C100 GrapeFruit,6921168500970,['France'],[],[],?,169.69999694824,710 kj(169 kcal),0,0,42,3,0,"0,128","0,051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Mayonnaise,76060465,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Baby biscuits,3288131502229,['France'],[],[],?,461,1929 kj(461 kcal),14,"1,2",75,21,"6,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Mayonnaise,990530101040327121,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Bijou Caramel Chocolait,16173931,['France'],[],[],?,423,1770 kj(423 kcal),19,"4,4",57,35,"5,5","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Ricotta,7613287108906,['France'],[],[],?,151,632 kj(151 kcal),12,"9,5","3,7","3,7",7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Pain complet,3424200044003,['France'],[],[],?,311,1301 kj(311 kcal),"1,7","0,1",60,12,"1,4","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 97206A', 'Diamant (Martinique, France)']",,,,,,,
1271,chinon,3179410171468,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Pesto au basilic frais,8056737783114,['France'],[],[],?,365,1527 kj(365 kcal),35,"4,7","6,5","5,3","5,1","3,2","1,28",,,,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic', 'en:Pesto au basilic']",,,,,,35 g,en quantité élevée,4.7 g,en quantité modérée,5.3 g,en quantité modérée,3.2 g,en quantité élevée,,-19%,-18%,-21%,-28%,+10%,+131%,+8%,+30%,+30%,19,-3%,E,-3%,C,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,
1273,3525722016759,3525722016759,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Quinoa precocida,8435434308576,['France'],[],[],?,128,536 kj(128 kcal),"2,1","0,2","22,4","0,4","4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Cordon bleu de Poulet Extra Croustillant,3266980018351,['France'],[],[],?,247,1033 kj(247 kcal),16,4,15,"2,5",11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Vignette,5054903840831,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,"Président Snacking, Fein Würzig",3228024040308,['France'],[],[],?,324,1356 kj(324 kcal),28,20,"0,1",0,18,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,"Chocolate lime, ginger & black pepper",7862120240031,['France'],[],[],?,590,2469 kj(590 kcal),41,28,47,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,tisane sommeil - provence d'antan - 36g,3554740400516,['France'],"['VERVEINE BIO 30%', 'TILLEUL BIO 27%', 'MARJOLAINE AND ORGANIC BIO 20%', 'ORANGER BIO 15%', ""EXTRAIT D'ORANGE BIO 5%"", 'SOUCI INGREDIENTS: O MIXTURE OF OF FLEUR BIO 3%', ' ORGANIC MARJC ORANGE EXTRAC • La VERVEIN apaisantes', "" • Le TILLEUL fa relaxation optir • La MARJOLAIN • L'ORANGERP NL BE BIO SLAAP KRUID THEE MENGSEL VAN BID PLANTEN"", 'BIO CITRUSVRUCHTEN EN BIO BLOEM VOOR INFUSIE', ' 200/ BIN INDENBLOESEM 27%,']",[],?,?,,?,,?,,?,,,"[""provence d'antan""]",36g,['Carton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,4,,,,,,,,,,,,,,,,,,,,,,,A,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,
1280,Luxury muesli,6001001611855,['France'],[],[],?,415.39999389648,1738 kj(415 kcal),"13,8","5,5",57,18,"11,1","0,542","0,217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Muizeenoor,3401560269147,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
