,name,bar_code,quantity,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,allergens,nova_score,additives,traceability_code,packaging,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,brand_owner,origin_detail
287,Bordeaux,3438910868491,,,['France'],[],[],?,4,17 kj(4 kcal),1,1,6,3,3,3,"1,2",C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",,,,,,,,,,,-50%,-47%,-55%,-6%,+450%,+327%,+216%,+801%,+801%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,['France'],,,,,,
288,Château du Vieux Puit 2015 -  - 75cl,3438910873273,75 cl,,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,baron de bellac -  - 75cl,3438931009439,75cl,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"Vin mousseux charles volner 6,5° 75cl cuvé colombard - 75cL",3438931017632,75 cL,,['France'],[],[],?,72,301 kj(72 kcal),0,0,"2,02",2,0,0,0,,['Boissons'],,0 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,,+29%,+25%,-100%,-100%,-82%,-79%,-100%,-100%,-100%,12,+57%,E,+57%,,,,,,,,['Charles Volner'],,,,,,,,,,,,
291,Haricots verts - Rochambeau - 400g,3439495000597,400 g,['Metro'],['France'],[],[],?,26,109 kj(26 kcal),"0,2",0,3,"0,8","1,6","0,75","0,3",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,0.2 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0.75 g,en quantité modérée,,+8%,+10%,-20%,-100%,+13%,+4%,+8%,+12%,+12%,-2,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,['Rochambeau'],,,,,['Conserve'],,,,,,,
292,Huile de tournesol - Rochambeau - 1L,3439495001433,1 L,['Metro'],['France'],['Huile de tournesol'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3700,?,3700 kj(884 kcal),100,11,0,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",,100 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+2%,,+2%,+3%,+4%,-100%,-100%,-100%,-100%,-100%,11,0%,D,0%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,['Rochambeau'],,2,,"['EMB 59155', 'Coudekerque-Branche (Nord, France)']","['Bouteille', 'Plastique']",,,,,,,
293,Champignons de Paris - Horeca,3439495002768,,,['France'],[],[],?,18,75 kj(18 kcal),"0,5","0,5","0,5","0,5","2,1","0,5","0,2",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve']",,0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,,-18%,-15%,+49%,+634%,-40%,+60%,-7%,-23%,-23%,-4,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,['Horeca'],,,,,,,,,,,,
294,Asperges blanches miniatures - Rochambeau - 190g (égoutté : 110g),3439495003154,190 g (égoutté : 110 g),['Metro'],['France'],"['Asperges', 'eau', 'sel', 'acidifiant : acide citrique']",[],"72,1",?,"72,1 kj(17 kcal)","0,1",0,"2,5","1,9","1,5","0,85","0,34",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges blanches', 'en:Asperges blanches miniatures']",['Point Vert'],0.1 g,en faible quantité,0 g,en faible quantité,1.9 g,en faible quantité,0.85 g,en quantité modérée,+9%,,-6%,-60%,-100%,+28%,+62%,+2%,+8%,+8%,-3,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,['Rochambeau'],,,,"['EMB 91570H', 'Saint-Michel-sur-Orge (Essonne, France)']","['Bocal', 'Verre', 'Couvercle', 'Métal']",,,Asperges blanches miniatures,,,,
295,Concentré De Tomate Conserve - Rochambeau,3439495004908,,['Metro'],['France'],[],[],?,86,360 kj(86 kcal),1,0,"14,5","14,5","4,8","1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rochambeau'],,,,,,,,,,,,
296,Concentré de tomates - Rochambeau - 70g,3439495004922,70 g,['METRO'],['France'],"['Tomates 99 %', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",365,?,365 kj(87 kcal),1,0,"14,5","14,5","4,8","1,05","0,42",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",,1 g,en faible quantité,0 g,en faible quantité,14.5 g,en quantité élevée,1.05 g,en quantité modérée,-6%,,-6%,+58%,-100%,-5%,+4%,+7%,+29%,+29%,1,,B,,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,['Rochambeau'],,3,,,['Conserve'],,['Italie'],Double concentré de tomates,,,,
297,Double Concentré De Tomate En Tube Rochambeau - 150g,3439495004939,150 g,['Metro'],['France'],[],[],?,86,360 kj(86 kcal),1,0,"14,5","14,5","4,8","1,05","0,42",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",,1 g,en faible quantité,0 g,en faible quantité,14.5 g,en quantité élevée,1.05 g,en quantité modérée,,-8%,-7%,+58%,-100%,-5%,+4%,+7%,+29%,+29%,1,,B,,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,['Rochambeau'],,,,,,,,,,,,
298,Garniture forestiere séchée - Metro Chef - 500g,3439495005158,500 g,,['France'],[],[],?,259,1084 kj(259 kcal),"2,7","0,5","24,4","7,8","16,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Metro Chef'],,,,"['EMB 26250', ""Pont-de-l'Isère (Drôme, France)""]",,,,,,,,
299,Cornichons en lamelles - Metro Chef,3439495005943,,,['France'],[],[],?,48,201 kj(48 kcal),"0,5","0,1","0,6","0,5","1,3","1,9","0,76",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+78%,+88%,+69%,+46%,-83%,-81%,+29%,+10%,+10%,3,+38%,C,+38%,,,,,,,,['Metro Chef'],,,,,,,,,,,,
300,Cornichons en lamelles - Metro Chef,3439495005943,,,['France'],[],[],?,48,201 kj(48 kcal),"0,5","0,1","0,6","0,5","1,3","1,9","0,76",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+78%,+88%,+69%,+46%,-83%,-81%,+29%,+10%,+10%,3,+38%,C,+38%,,,,,,,,['Metro Chef'],,,,,,,,,,,,
301,Huile d'olive vierge extra bio - Rochambeau - 75cl,3439495007114,75 cl,['Metro'],['France'],"[""100 % huile d'olive vierge extra issue de l'agriculture biologique"", "" Huile d'olive de catégorie supérieure obtenue directement des olives et uniquement par des procédés mécaniques""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",3700,900,3700 kj(900 kcal),100,15,0,0,0,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+5%,+5%,+3%,+5%,+7%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Rochambeau'],,2,,"['EMB 13214AK', 'Marseille 14e  Arrondissement (Bouches-du-Rhône, France)']","['Bouteille', 'Plastique']",['Tunisie'],,,,,,
302,Sardines à la Tomate - Rochambeau - 135g,3439495007145,135 g,['Metro'],['France'],"['Sardines', 'eau', 'concentré de tomate 8', '5%', 'huile de Tournesol', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,179,749 kj(179 kcal),"10,4",4,"2,1","0,5","19,3","0,9","0,36",D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile de tournesol"", 'Sardines à la tomate']",,10.4 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,,-18%,-17%,-25%,+22%,+244%,+93%,-10%,-1%,-1%,2,-46%,B,-46%,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,['Rochambeau'],['Poisson'],3,,"['FR 13.078.002 CE', 'Port-Saint-Louis-du-Rhône (Bouches-du-Rhône, France)']","['Boite métal', 'Conserve']",,,Sardines,,,,
303,Olives noires entières à la grecque - Rochambeau - 250g,3439495007220,250 g,['Metro'],['France'],"['Olives noires à la grecque entières et pasteurisées : olives noires ', 'Picholine du Maroc', ' 92%', 'sel', ""huile d'olive"", 'conservateur : sorbate de potassium', 'stabilisant : gluconate ferreux']",[],?,287,1201 kj(287 kcal),"27,9","3,6","3,4","0,8",2,"7,6","3,04",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives entières', 'Olives noires entières']",,27.9 g,en quantité élevée,3.6 g,en quantité modérée,0.8 g,en faible quantité,7.6 g,en quantité élevée,,+1%,+1%,-0%,-9%,-17%,+36%,+26%,+52%,+52%,16,+17%,D,+17%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['Rochambeau'],,3,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E579 - Gluconate de fer']",,,,,,,,,
304,Concentre de tomates - Aro - 140g,3439495008708,140 g,,['France'],"['tomates 99%', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,86,360 kj(86 kcal),1,0,"14,5","14,5","4,8","1,05","0,42",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",,1 g,en faible quantité,0 g,en faible quantité,14.5 g,en quantité élevée,1.05 g,en quantité modérée,,-8%,-7%,+58%,-100%,-5%,+4%,+7%,+29%,+29%,1,,B,,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,['Aro'],,3,,,,,,,,,,
305,Terrine de lapin aux pruneaux - Rochambeau,3439495008838,,['Metro'],['France'],[],[],?,291,1218 kj(291 kcal),"25,6","8,8","1,6","1,6","13,3","1,4","0,56",D,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de lapin']",,25.6 g,en quantité élevée,8.8 g,en quantité élevée,1.6 g,en faible quantité,1.4 g,en quantité modérée,,+6%,+6%,+13%,+4%,-2%,+118%,-14%,-7%,-7%,17,+1%,D,+1%,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,['Rochambeau'],,,,"['FR 87.001.001 CE', 'Aixe-sur-Vienne (Haute-Vienne, France)']",,,,,,,,
306,Préparation culinaire à base d'huile d'olive - Horeca - 75cl,3439495009132,75 cl,['Metro'],['France'],"[""Huile d'olive vierge extra "", '98,5%', 'zeste de citron séché ', '0,9%', 'arôme naturel de citron ', '0', '6%', "" Huile d'olive de catégorie supérieure obtenue directement des olives et uniquement par des procédés mécaniques"", "" Coupages d'huiles d'olive originaires de l'Union Européenne""]",[],?,900,3766 kj(900 kcal),100,15,0,0,0,0,0,,['Matières grasses'],['Produits destinés aux professionnels'],100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+12%,+12%,+13%,-34%,-100%,-100%,-100%,-100%,-100%,6,-47%,C,-47%,,,,,,,,['Horeca'],,4,,,,,,,,,,
307,Tomates entières pelées au jus - Aro,3439495011470,,,['France'],[],[],?,20,84 kj(20 kcal),"0,5",0,3,3,"1,1","0,5","0,2",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve', 'Tomates pelées', 'Tomates entières pelées au jus']",,0.5 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0.5 g,en quantité modérée,,-9%,-7%,+91%,-100%,-9%,+4%,+8%,+212%,+212%,-3,,A,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,['Aro'],,,,,,,,,,,,
308,Jus de citron - Aro - 125ml,3439495012101,125 ml,,['France'],"['Jus de ciron à base de jus concentré 99,93% ', ' conservateur : métabisulfite de potassium']",[],?,30,126 kj(30 kcal),0,0,"6,8","6,8","< 0,5",0,0,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,0 g,en faible quantité,0 g,en faible quantité,6.8 g,en quantité élevée,0 g,en faible quantité,,+11%,+12%,-100%,-100%,+90%,+310%,+48%,-100%,-100%,0,,B,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Aro'],,3,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,,
309,Huile d'Olive Vierge Extra IGP HANIA CRÈTE - Horeca,3439495020427,,,['France'],[],[],?,824,3448 kj(824 kcal),"91,6","13,7",0,0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,91.6 g,en quantité élevée,13.7 g,en quantité élevée,0 g,en faible quantité,,,,-4%,-4%,-4%,-2%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Horeca'],,,,,,,,,,,,
310,Huile d'olive vierge aoc provence - Horeca,3439495020458,,['Metro'],['France'],"['Des remarques', 'des suggestions ? Ecrivez-nous ! M', 'C', 'CF', ' Direction Qualité 5', 'rue des Grands Prés - 92024 Nanterre Cedex']",[],?,824,3448 kj(824 kcal),"91,6","13,7",0,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Produits destinés aux professionnels'],91.6 g,en quantité élevée,13.7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,-2%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Horeca'],,,,,,,,,,,,
311,Tomates pelées cocassées - Horeca - 800g,3439495021196,800 g,,['France'],[],[],?,29,121 kj(29 kcal),"0,5","0,2","5,9","5,1","1,5","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Horeca'],,,,,,,,,,,,
312,balsamique blanc - Horeca,3439495022100,,,['France'],[],[],?,109,456 kj(109 kcal),"0,5",0,27,"0,2","0,5",0,0,,,"['Point Vert', 'Fabriqué en Espagne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Horeca'],,,,,,,,,,,,
313,Vinaigre balsamique de Modene - Rochambeau - 50cl e,3439495022506,50 cl e,['Metro'],['France'],"['Vinaigre de vin rouge', 'moût de raisin concentré', ""colorant : caramel au sulfite d'ammonium"", 'conservateur : disulfite de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,50,209 kj(50 kcal),"0,5",0,12,8,"0,5",0,0,A,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']","['IGP', 'Fabriqué en Italie']",0.5 g,en faible quantité,0 g,en faible quantité,8 g,en quantité modérée,0 g,en faible quantité,,-66%,-66%,+1924%,-100%,-62%,-73%,-25%,-100%,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Rochambeau'],['Anhydride sulfureux et sulfites'],4,"[""E150d - Caramel au sulfite d'ammonium"", 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",['NA 2401479 EC'],"['Bouteille', 'Verre']",,['Italie'],,,,,
314,Vinaigre de vin rouge - Rochambeau - 25cl,3439495022520,25 cl,['Metro'],['France'],[],[],?,5,21 kj(5 kcal),"0,5",0,"1,1","0,8","0,5",0,0,B,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins rouges']",['Fabriqué en Espagne'],0.5 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,,-64%,-65%,+279%,-100%,+78%,+82%,+176%,-100%,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Rochambeau'],,,,['NA 24.014.79 EC'],,,['Espagne'],,,,,
315,Vinaigre balsamique de Modene - Rochambeau,3439495022537,,['Metro'],['France'],"['Vinaigre de vin*', 'moût de raisin concentré*', ' Contient des sulfites', "" *issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",215,50,215 kj(50 kcal),"< 0,5",0,12,8,"< 0,5",0,0,B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Vinaigre balsamique de Modène sans E150d']",0.5 g,en faible quantité,0 g,en faible quantité,8 g,en quantité modérée,0 g,en faible quantité,-60%,-66%,-65%,+1924%,-100%,-62%,-73%,-25%,-100%,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Rochambeau'],['Anhydride sulfureux et sulfites'],2,,,,['Italie'],,,,,,
316,Cocktail de Fruits au Sirop Léger - Horeca Select,3439495023312,,['Metro'],['France'],"['Eau', 'poires en cube', 'pêches en cube', 'sucre', 'ananas en morceaux', 'sirop de glucose-fructose', 'raisins entiers', 'cerises demies', 'acidifiant antioxydant : E300', 'colorant: E330', 'E127']",[],?,63,264 kj(63 kcal),"0,5",0,"14,4",12,"0,5","0,5","0,2",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Cocktail de fruits au sirop']",['Produits destinés aux professionnels'],0.5 g,en faible quantité,0 g,en faible quantité,12 g,en quantité modérée,0.5 g,en quantité modérée,,-5%,-5%,+150%,-100%,-5%,-11%,+56%,+2236%,+2236%,-1,,A,,,,,,,,,"['Horeca Select', 'Metro']",,4,"['E300 - Acide ascorbique', 'E330 - Acide citrique', 'E127 - Érythrosine']",,"['Conserve', 'boîte', 'métal']",,,,,,,
317,Poivrons rouges entiers - Horeca - 390g,3439495023398,390 g,,['France'],[],[],?,32,134 kj(32 kcal),"0,5","0,5","5,2","5,1","1,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Horeca'],,,,,,,,,,,,
318,Demi pêches au sirop léger - Rochambeau,3439495023848,,['Metro'],['France'],[],[],?,69,289 kj(69 kcal),"0,5","0,5",16,14,"0,5","0,5","0,2",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Pêches au sirop']",,0.5 g,en faible quantité,0.5 g,en faible quantité,14 g,en quantité élevée,0.5 g,en quantité modérée,,+1%,+5%,+339%,+1958%,+6%,+2%,+23%,+2194%,+2194%,0,,B,,67.0%,17.7%,7.3%,4.5%,3.5%,0.0%,77,['Rochambeau'],,,,,,,,,,,,
319,Câpres - Horeca - 975g,3439495024210,975 g,,['France'],[],[],?,19,79 kj(19 kcal),"0,5","0,5","2,2",0,"1,9",7,"2,8",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Pickles', ""Pickles d'origine végétale"", 'Câpres au vinaigre']",,0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,,-39%,-39%,-8%,+385%,-32%,-100%,-12%,+23%,+23%,9,+12%,C,+12%,,,,,,,,['Horeca'],,,,,,,,,,,,
320,Curry Madras Gold - Horeca - 450g,3439495100877,450 g,,['France'],[],[],?,341,1427 kj(341 kcal),"13,8","2,2",25,"2,8","12,7","4,9","1,96",,"['Epicerie', 'Condiments']",,13.8 g,en quantité modérée,2.2 g,en quantité modérée,2.8 g,en faible quantité,4.9 g,en quantité élevée,,+144%,+138%,+132%,+246%,+91%,-59%,+200%,-12%,-12%,16,+58%,D,+58%,,,,,,,,['Horeca'],,,,,,,,,,,,
321,Herbes de Provence - Horeca - 230g.,3439495100907,230 g.,['Métro'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Mélanges de plantes aromatiques', 'Herbes de Provence', 'Assaisonnements', 'Aromates']",['Produits destinés aux professionnels'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,43.6%,0.0%,30.6%,8.2%,17.6%,0.0%,93,['Horeca'],,,,,"['Boite', 'Plastique']",['Bassin méditerranéen'],,mélange d'herbes de Provence hachées,,,,
322,Quatre Épices - Horeca Select - 450g e,3439495101003,450 g e,['Metro'],['France'],"['Coriandre', 'poivre', 'cannelle', 'muscade', 'clous de girofle']","['Sans huile de palme', 'Végétalien', 'Végétarien']","1031,7",246.8,"1031,7 kj(246 kcal)","12,9","5,2","44,3","5,5","5,8","0,1","0,04",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]","['Point Vert', 'Produits destinés aux professionnels']",12.9 g,en quantité modérée,5.2 g,en quantité élevée,5.5 g,en quantité modérée,0.1 g,en faible quantité,-7%,+9%,+8%,+148%,+610%,+46%,-51%,-22%,-99%,-99%,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,"['Horeca Select', 'Metro']",,1,,,"['Pot', 'Plastique']",,['Belgique'],,,,,
323,Gingembre moulu - Horeca Select - 130g,3439495101386,130 g,['Metro'],['France'],['Gingembre'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre']",['Produits destinés aux professionnels'],,,,,,,,,,,,,,,,,,,,,,,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,"['Horeca Select', 'Metro']",,1,,,['Plastique'],,,,,,,
324,Farine de Blé Noir - Sarrasin Fluide - Select Horeca - 1kg,3439495101751,1 kg,['Metro'],"['Belgique', 'France']",['Farine de sarrasin'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,340,1423 kj(340 kcal),"2,8","0,6","62,5","1,3","12,3","0,01","0,004",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de sarrasin']",['Produits destinés aux professionnels'],2.8 g,en faible quantité,0.6 g,en faible quantité,1.3 g,en faible quantité,0.01 g,en faible quantité,,-3%,-3%,+1%,+13%,-7%,-4%,+6%,-36%,-36%,-1,,A,,68.5%,2.0%,12.1%,12.6%,4.8%,0.0%,94,"['Select Horeca', 'Metro']",,1,,,"['Papier', 'Sachet']",,,,,,,
