,name,bar_code,quantity,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,eco_score,packaging,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,traceability_code,additives,nova_score,allergens,brand_owner,ingredients_origins,link,palm_ingredients,origin_detail
1777,Franprix,08107879,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['Franprix'],,,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,3418321218467,3418321218467,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Boudoirs - Ptit déli - 175g,15195760,175g,['France'],[],[],1610,?,1610 kj(385 kcal),"3,4","1,3",79,"48,3","7,5","0,102","0,041",,['Ptit déli'],,['Carton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,13714277,13714277,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,PUGET BIO,26543482,,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],['PUGET'],D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive de France"", ""Huiles d'olive de Haute-Provence""]",,,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
1782,confiture de lait - Dolique - 250g,3760025640625,250g,['France'],"['lait entier', 'lait écrémé', 'sucre']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1218,288,1218 kj(288 kcal),"3,5","1,9",57,56,"7,4","0,29","0,116",,['Dolique'],,['Verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades']",,3.5 g,en quantité modérée,1.9 g,en quantité modérée,56 g,en quantité élevée,0.29 g,en faible quantité,+30%,+29%,+30%,+1257%,+3738%,+6%,+9%,+1371%,+1139%,+1139%,15,+58%,D,+58%,,,,,,,,,['villequier 76490'],"['02789', 'EMB 02789', 'Vervins (Aisne, France)']",,3,['Lait'],,,http://www.confitures-dolique.fr,,
1783,15773562,15773562,,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Olive denocciolate di qualità taggiasca,8014502435866,,['France'],[],[],?,353,1477 kj(353 kcal),"36,9","5,8","1,9","0,9","1,6","0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,7290015282604,7290015282604,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,3770000257762,3770000257762,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,"Carciofini - le Squisizie - 190g, 6.70onces liquides",8002970114147,"190g, 6.70 onces liquides",['France'],"['Carciofi 60%', 'olio di semi di girasole', 'aceto di vino', 'sale', 'correttore di acidità: acido citrico', 'aromi naturali', 'antiossidante: acido ascorbico']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",2000,93,2000 kj(93 kcal),"6,8","1,45",30,0,"1,3",0,0,,['le Squisizie'],D,['Verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plats préparés', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Artichauts', 'Légumes préparés', 'Artichauts en conserve', 'Légumes cuits', 'Artichaut cuit']",,6.8 g,en quantité modérée,1.45 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,+449%,+21%,+497%,+363%,+556%,+208%,-100%,-50%,-100%,-100%,1,,B,,84.8%,0.0%,3.5%,3.7%,5.1%,2.8%,41,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",4,,,,,,
1788,Vin,3770002024010,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Blédina,3041091088888,,['France'],[],[],?,?,,?,,?,,?,,,,['Blédina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,huile végétale - aroma zone - 100ml,00312,100ml,['France'],"[""100% du total des ingrédients sont issus de l'agriculture biologique""]",[],?,?,,?,,?,,?,,,['Bio'],['aroma zone'],,['Plastique'],['Bio'],['aroma zone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kenya'],['19HV0120/2-00312'],,,,,['Avocat'],,,
1791,760192499903,760192499903,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,"['Etui en carton', 'Opercule en métal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Madeleines - ker cadelec - 600g,02251501,600g,['France'],"['farine de blé,Sucre,huile de cola,œufs entiers 18%,stabilisant: sorbitol', 'glycérol,émulsifiant :monoxyde et Diglycerides d acides gras', 'sel', 'poudre à lever : dysphosates', 'carbonates de sodium', 'épaississant : farine de graine de caroube', 'arômes naturels ', 'lait', ',acidifiant:acide citrique,traces éventuelles de : fruit a coque', 'soja']",['Non végétalien'],1930,464,1930 kj(464 kcal),26,"2,8","51,6","24,8","4,4","1,2","0,48",['en:produced-in-bretagne'],['ker cadelec'],,['x24 sachets'],['Épicerie sucree'],['Leclerc'],26 g,en quantité élevée,2.8 g,en quantité modérée,24.8 g,en quantité élevée,1.2 g,en quantité modérée,,,,,,,,,,,17,,D,,,,,,,,,,"[""tourc'h (29)""]",['FILM6027'],"['E420 - Sorbitol', 'E422 - Glycérol', 'E500 - Carbonates de sodium', 'E410 - Gomme de caroube', 'E330 - Acide citrique']",4,"['Gluten', 'Lait', 'Fruits à coque']",,['France'],https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.kercadelac.fr/kercadelac_products-post/madeleines-extra-moelleuses-aux-perles-de-sucre/&ved=2ahUKEwi2nsum57TsAhWE5OAKHUufCB8QFjADegQICRAB&usg=AOvVaw2HfaD6AVtAwkyywf49p9pR,,
1793,Lutecia,3534290030234,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,01927177,01927177,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'BE-BIO-02', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,5010477357892,5010477357892,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Bread,3419280025448,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Bruschetta - Terra di liguria - 180g,8032836232012,180g,['France'],[],[],?,?,,?,,?,,?,,,,['Terra di liguria'],D,['Bocal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', 'Légumes préparés', 'Légumes cuits', 'Artichaut cuit']",,,,,,,,,,,,,,,,,,,,,,,,84.8%,0.0%,3.5%,3.7%,5.1%,2.8%,41,,,,,,,,,,,
1798,2693019025256,2693019025256,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,1645446400671,1645446400671,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Confit de canard du Gers - Saveurs de Nos Régions,4056489278429,,['France'],[],[],?,305,1276 kj(305 kcal),23,"7,7","0,5","0,5",24,"1,4","0,56",,"['Saveurs de Nos Régions', 'Lidl']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Masalé - La marchande d’Epices - 190g,3485100008045,190g,['France'],[],[],?,179,749 kj(179 kcal),"1,3","0,3",?,"5,4","1,4","0,7","0,28",,['La marchande d’Epices'],,['Bocale'],"['Epicerie', 'Condiments', 'Assaisonnements']",,1.3 g,en faible quantité,0.3 g,en faible quantité,5.4 g,en quantité modérée,0.7 g,en quantité modérée,,-12%,-17%,-86%,-77%,,-42%,-67%,-93%,-93%,5,-55%,C,-55%,,,,,,,,,,,,,,,,,,
1802,Virbac Veterinary HPM Adult Neutered & Entire Cat Saumon 3 KG -,3561963600661,,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chats']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Pâte à l ancienne corolles,2006050004928,,['France'],[],[],?,363,1519 kj(363 kcal),"4,6","1,2",64,3,15,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Miel de forêt,3760087484038,,['France'],[],[],?,?,,?,,?,,?,,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1805,0287556020991,0287556020991,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Carrefour,12298022,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'Nutriscore', 'Nutriscore C', 'AB Agriculture Biologique']","['Carrefour', 'Carrefour Bio']",,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 22.272.028 CE', ""Saint-Agathon (Côtes-d'Armor, France)""]",,,,,,,,
1807,Farine de riz et millet - Moulin des moines,3347430020589,,['France'],[],[],?,359,1502 kj(359 kcal),"3,52","0,55","70,72","1,26",9,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['Moulin des moines'],B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de millet']",,3.52 g,en quantité modérée,0.55 g,en faible quantité,1.26 g,en faible quantité,,,,+4%,+4%,+102%,+79%,+1%,-11%,-13%,,,,,,,72.4%,1.7%,10.6%,11.0%,4.2%,0.0%,92,,,,,,,,,,,
1808,Saucisse blanche a griller,3272120050433,,['France'],[],[],?,299,1251 kj(299 kcal),"27,6",10,"0,6","0,5","12,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,lardons fumés - Le Marsigny - 200h,03557969,200h,['France'],[],[],?,?,,?,,?,,?,,,,['Le Marsigny'],D,"['Plastique', 'Barquette', 'Film en plastique']","['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés', 'D']",,,,,,,,,,,,,,,,,,,,,,,,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,['SAS Jean Floch'],"['EMB 56018', 'Billiers (Morbihan, France)', 'FR 56.010.001 CE', 'Baud (Morbihan, France)']",,,,,,,,
1810,Chunks - Côte d'Or,7622210637932,,['France'],[],[],?,554,2318 kj(554 kcal),36,22,47,44,"5,9",,,,"[""Côte d'Or""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,405648939027,405648939027,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,09536579,09536579,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,HARICOTS ROUGES façon CHILI - BONDUELLE - 400,13824778,400,['France'],"['Légumes 54% ', 'haricots rouges secs trempés 38,4%', 'maïs doux en grains 8,6%', 'poivrons rouges 4,3%', 'oignons 2,7%', 'eau', 'double concentré de tomates', 'sel', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', ' 0,5%', 'arômes naturels', 'cumin 0,3%', 'sucre', ""arôme naturel d'oignon 0,1%"", 'arôme natural Par portion ', '200g', ' 310 kl/']",[],?,?,,?,,?,,?,,,"['Nutriscore', 'Nutriscore E']",['BONDUELLE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,['Moutarde'],,,,,
1814,Il morbidino - valsoia,8006040259066,,['France'],[],[],?,162,678 kj(162 kcal),12,"1,3",10,"0,6","3,3","0,6","0,24",,['Valsoia'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']",,12 g,en quantité modérée,1.3 g,en faible quantité,0.6 g,en faible quantité,0.6 g,en quantité modérée,,-41%,-41%,-45%,-92%,-40%,+2%,+26%,-65%,-65%,3,-84%,C,-84%,,,,,,,,,,,,,,,,,,
1815,Gamberetti al naturale,8017384050080,,['France'],[],[],?,106,444 kj(106 kcal),"1,7","0,3",1,"0,5",20,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Thé vert glacé fruit de la passion gingembre,3700994200611,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,3263854048094,3263854048094,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Puree de pommes et de poires - Léonce Blanc,3174061051237,,['France'],[],[],?,59,247 kj(59 kcal),"0,5","0,2",12,"10,2","0,5",,,,"['Léonce Blanc', 'Valade']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Bâtonnet au goût miel,4008239345264,,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,4047777173335,4047777173335,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Chocolat lait - Alter Eco,3700214618837,,['France'],"['Sucre de canne', 'beurre de cacao', 'poudre de lait entier', 'éclats de noisettes 12% ', 'sucre de canne brut', 'noisettes', 'pâte de cacao ', 'Equateur', 'Pérou', 'lait écrémé en poudre', 'gousse de vanille', ' Cacao 34% minimum', "" 100% des ingrédients sont issus de l'agriculture biologique"", ' Traces possibles de gluten', ""d'autres fruits à coque et de soja"", ' Chocolat fabriqué en Suisse', "" Sources prioritaires d'approvisionnement en cacao""]",['Non végétalien'],?,566,2368 kj(566 kcal),36,21,52,51,"7,5","0,17","0,068","['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'AB Agriculture Biologique', 'CH-BIO-006', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'en:FSC', 'FSC Mix', 'Fabriqué en Suisse', 'Max Havelaar']",['Alter Eco'],D,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",,36 g,en quantité élevée,21 g,en quantité élevée,51 g,en quantité élevée,0.17 g,en faible quantité,,-1%,-0%,-5%,+20%,+12%,+16%,-11%,-10%,-10%,25,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,['FSC-C010395'],,3,['Fruits à coque'],,,,,
1822,les recettes de l atelier - Nestle - 144grammes,15218957,144 grammes,['France'],"['sucre', 'pâte de cacao', 'sirop de glucose', ' beurre patisser', 'beurre de cacao', ' ', 'sorbitol', ',', ' lecithines', 'sel 0,22%', ' invertase', 'arôme naturel de vanille ', 'caccai 47% minimum,']",[],2120,509,2120 kj(509 kcal),31,17,47,43,> 5,"0,27","0,108","['Agriculture durable', 'en:UTZ Certified']",['Nestle'],,['Tablette'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,31 g,en quantité élevée,17 g,en quantité élevée,43 g,en quantité élevée,0.27 g,en faible quantité,-7%,-8%,-8%,-15%,-19%,+2%,+5%,-31%,+94%,+94%,21,-11%,E,-11%,,,,,,,,,,['L01960291B'],"['E420 - Sorbitol', 'E322 - Lécithines', 'E1103 - Invertase']",4,,,,http://www.nestle.be,,
1823,Crusty-Pain croustillant - Pural - 200,18721409,200,['France'],"[""Farine d'épeautre complète* "", '63g**', 'graines de tournesol* ', '18g**', ""farine d'épeautre* "", '7g**', 'sésame*', '7g**', ""flocons d'avoine*"", ""huile d'olive vierge extra* "", '4g**', 'graines de lin* ', '3g**', 'sel marin', 'levure', ""extrait de malt d'orge*"", "" *issu de l'agriculture biologique **= en g pour 100g de produit fini Peut contenir des traces de produits laitiers"", ' Knäckebrot mit nativem Olivenöl extra ', '4%', ' Zutaten: Dinkel-Vollkornmehl* ', '63g**', 'Sonnenblumenkerne* ', '18g**', 'Dinkelmehl* ', '7g**', 'Sesam* ', '7g**', 'Haferflocken* natives Olivenöl extra* ', '4g**', 'Leinsaat* ', '3g**', 'Meersalz', 'Hefe', 'Gerstenmalzextrakt* *aus kontrolliert biologischem Anbau Kann Spuren von Milcherzeugnissen enthalten', ' **= in g pro 1oog Endprodukt BDIA3']",[],1922,460,1922 kj(460 kcal),21,"2,9",48,"2,3",15,"1,9","0,76","['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",['Pural'],,['Papier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains croustillants']",['Biocoop'],21 g,en quantité élevée,2.9 g,en quantité modérée,2.3 g,en faible quantité,1.9 g,en quantité élevée,+26%,+22%,+22%,+175%,+112%,-16%,-17%,+32%,+48%,+48%,10,+176%,C,+176%,,,,,,,,,['Allemagne'],['BDIA3-402929'],,,"['Gluten', 'Lait', 'Graines de sésame']",,['UE/Non UE'],http://www.pural.bio,,
1824,lin - ferme du colombier - 250g,3760193640205,250g,['France'],['graines'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['ferme du colombier'],,['sac plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['28210'],,,1,,,['Locale'],,,
1825,15705529,15705529,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,cheese wedges - lambweston - 1000g,8711571036566,1000g,['France'],"['57% fromage fondu ', 'lait', ' [65% fromage ', 'lait', ' ', '45% FDM', ""présure d'origine microbienne"", 'eau', 'beurre ', 'lait', 'protéines de lait', 'amidon', 'sels de fonte ', 'E452', 'E331', 'sel', 'épaississant ', 'E407', ']', 'farine ', 'blé', 'mais', 'eau', 'de huile de colza', 'amidon modifié', 'sel', ' persil', 'protéine de lait', 'levure', ""poudre d'oeuf de poule"", ""la poudre d'oignon"", ""poudre d'ail"", 'poudre à lever ', 'E450', 'E500', 'huile de tournesol', ' Préparation: Friteuse: faire frire 3-00 min à 175°C', ' Ne pas trop cuire', "" Faire frire ou cuire les produits jusqu'à ce qu'ils soient croustillants"", ' Four: faire cuire 15 min a 200 C', ' Faire pivoter le produit de du 180° à ncirié']",['Non végétalien'],?,?,,?,,?,,?,,,,['Lambweston'],,['Plastique'],,['comptoir givrées'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",4,"['Gluten', 'Lait']",,,,,
1827,0200330028808,0200330028808,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 72.175.001 CE', 'Luché-Pringé (Sarthe, France)']",,,,,,,,
1828,Cola bio,5400514341500,,['France'],[],[],?,38,159 kj(38 kcal),0,0,95,13,0,"0,08","0,032",,,,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola']",,0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0.08 g,en faible quantité,,+81%,+79%,-100%,-100%,+1669%,+148%,-100%,+641%,+641%,15,+103%,E,+103%,,,,,,,,,,,,,,,,,,
1829,Flumpies,8710998441878,,['France'],[],[],?,1462,6117 kj(1462 kcal),0,0,83,67,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,4037300108613,4037300108613,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Feutre - Marko Color - 24feutres,8426307311090,24 feutres,['France'],[],[],?,?,,?,,?,,?,,,,['Marko Color'],,['Lidl'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Légumes au vinaigre', 'Légumes au vinaigre', 'Achards de légumes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,2650262011481,2650262011481,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Salade de museau de porc,3537940090350,,['France'],[],[],?,271,1134 kj(271 kcal),"23,7","5,2","1,1","0,8","13,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Carpaccio de Saumon Facon Gravlax,3523680440968,,['France'],[],[],?,295,1234 kj(295 kcal),24,"3,1","0,7","0,7","0,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,verde spinaci - la pasta di aldo - 250g,8033481741959,250g,['France'],[],[],?,?,,?,,?,,?,,,,['la pasta di aldo'],,['Papier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Yop Vanille gingembre - Yoplait,3291330010891,,['France'],[],[],?,94,393 kj(94 kcal),"1,9","1,2",15,14,0,"0,1","0,04",['Lait Français'],['Yoplait'],E,['Bouteille'],"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']",,1.9 g,en quantité modérée,1.2 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,,+31%,+29%,+26%,+27%,+33%,+31%,-100%,-6%,-6%,21,+31%,E,+31%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,['France'],"['FR 89.263.001 CE', 'Monéteau (Yonne, France)']",,,,,,,,
1837,2692745046054,2692745046054,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,8613040099280,8613040099280,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Drogheria And Alimentari Chilli Infused Oil,80650911,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,parmentier de haddock - Le grand lejon - 300g,01964537,300g,['France'],[],[],?,?,,?,,?,,?,,,,['Le grand lejon'],,['Plastique'],"['Produits de la mer', 'Poissons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 22055B', ""Étables-sur-Mer (Côtes-d'Armor, France)""]",,,,,,,,
1841,"Reblochon de Savoie - Saveurs de nos régions - 0,250",2204678003129,"0,250",['France'],[],[],?,?,,?,,?,,?,,,,['Saveurs de nos régions'],D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages au lait cru']",,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
1842,Pane de veau - Tendriade - 900g,3384480092760,900g,['France'],[],[],?,?,,?,,?,,?,,,,['Tendriade'],,,"['Viandes', 'Préparations de viande']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.068.002 CE', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,,,,
1843,3760056418408,3760056418408,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Açai,3770009487313,,['France'],[],[],?,43,180 kj(43 kcal),"1,6","0,4","6,2","5,3","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,La Vie Claire,14122118,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['La Vie Claire'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,15151720,15151720,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Vin blanc,3537637500087,,['France'],[],[],?,?,,?,0,?,,?,,,,,D,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins blancs']",,,,,,,,,,,,,,-100%,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,
