,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,traceability_code,packaging,additives,palm_ingredients,allergens,nova_score,manufacturing,markets,ingredients_origins,link,generic_name,brand_owner
1570,Happé Easter - 80g,5202659401022,['France'],[],[],?,540,2259 kj(540 kcal),"30,6","19,6",61,"53,5","4,53","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 g,,,,,,,,,,,,
1571,Oeuf en chocolat blanc au caramel et noisette hachées - Chevaliers d'Argouges,3421371522286,['France'],[],[],?,556,2326 kj(556 kcal),36,21,51,50,"8,3","0,55","0,22","[""Chevaliers d'Argouges""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Boulettes Cuisinées à l'orientale,3021690026160,['France'],[],[],?,85,356 kj(85 kcal),"3,6","0,1",6,"1,9","6,3","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,"Chateau Montaud, Cotes De Provence,",3259771101097,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes de Provence']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,['France'],,,
1574,Moulages de chocoats assortis,3760059931164,['France'],[],[],?,570,2385 kj(570 kcal),"38,1","23,7","47,2","45,4","7,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Vin,3192371013158,['France'],[],[],?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Faisselle,3606525517862,['France'],[],[],?,83,347 kj(83 kcal),6,"4,4","4,6","3,2",4,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Morellino di scansano - Laselva,8018759001737,['France'],[],[],?,?,,?,,?,,?,,,['Laselva'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Olives vertes denoyautees,0227136014101,['France'],[],[],?,117,490 kj(117 kcal),11,"1,7","4,1",0,0,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Pacherenc du vic-bilh,3270040060969,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Pacherenc du Vic-Bilh sec']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,['France'],,,
1580,Grand vin de bordeaux,3760218840764,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,['France'],,,
1581,Les dessert ERHARD sauce chocolat,3428420018660,['France'],[],[],?,412,1724 kj(412 kcal),29,18,32,23,"3,6","0,01","0,004",['Erhard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Vin,3198129882571,['France'],[],[],?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Tome Bauges AOP LT Cru,2825678023612,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['AOP'],,,,,,,,,,,,,
1584,Walnut Whip - Nestlé,7613035184404,['France'],[],[],?,516,2159 kj(516 kcal),"28,7","15,4","56,7","51,1","6,8","0,17","0,068",['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Lightly fruited cake,5057545917589,['France'],[],[],?,332,1389 kj(332 kcal),9,4,"57,5","30,9","4,6","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,On the go tropical,43000069370,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Morbier au lait cru - 0.220kg,0278543020797,['France'],[],[],?,352,1473 kj(352 kcal),28,20,1,1,24,"1,2","0,48",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",28 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,1.2 g,en quantité modérée,,-1%,-0%,-3%,+3%,+29%,+141%,+6%,-16%,-16%,14,-6%,D,-6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,0.220 kg,,,,,,,,,,,,
1588,sauce napolitaine - Nawhal's,5425021583069,['France'],[],[],?,68,285 kj(68 kcal),"2,5","0,2",9,"5,8","1,4","1,6","0,64","[""Nawhal's""]",B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces napolitaines']",2.5 g,en faible quantité,0.2 g,en faible quantité,5.8 g,en quantité modérée,1.6 g,en quantité élevée,,+15%,+17%,+3%,-40%,+32%,+5%,-1%,+65%,+65%,8,+506%,C,+506%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,['Fabriqué en Belgique'],,,,,,,,,,,,,
1589,Poule gourmande lait 12 cm friture L&N sachet 250gr,3760130055345,['France'],[],[],?,547,2289 kj(547 kcal),33,20,55,54,6,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Guacamole classic Salomon Foodworld,4004074072808,['France'],[],[],?,194,812 kj(194 kcal),17,"2,7","8,4","2,3","1,7","0,47","0,188",,C,"['Epicerie', 'Sauces', 'Guacamoles']",17 g,en quantité modérée,2.7 g,en quantité modérée,2.3 g,en faible quantité,0.47 g,en quantité modérée,,+20%,+22%,+38%,+4%,+38%,+12%,-2%,-57%,-57%,5,0%,C,0%,75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,,,,,,,,,,,,,,
1591,Cuisses de poulet le choix du chef père dodu,3435660719769,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
1592,Bleu montsalvat,0207013038314,['France'],[],[],?,393,1644 kj(393 kcal),35,23,0,0,19,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Foie gras de canard entier,3277160489915,['France'],[],[],?,375,1569 kj(375 kcal),"34,9","15,18","3,8",2,"11,6","1,74","0,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Comte juraflore,2481234027885,['France'],"['lait cru', 'ferments lactiques ', 'lait', 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",['JuraFlore'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,+5%,+6%,+7%,+6%,-100%,-100%,+7%,-8%,-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['AOP'],,,,,,['Lait'],3,,,,,,
1595,Chocolat cru,3770008811003,['France'],[],[],?,514,2151 kj(514 kcal),39,"27,64","27,6","13,47","11,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1596,Fermignons pralines - Michel Cluizel,0659253682008,['France'],[],[],?,569,2381 kj(569 kcal),"38,1","22,9",50,"46,9","6,1","0,13","0,052",['Michel Cluizel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Lapin Croustillant,42330790,['France'],[],[],?,581,2431 kj(581 kcal),38,23,52,42,"6,2","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,May Tea Yusu Agrum,3124464546915,['France'],[],[],?,0,0 kj(0 kcal),0,0,"3,6","3,5",0,"0,03","0,012",['May tea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Sucette poussin,3700843525698,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Sucette poussin,3700843525698,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Odette la poulette,3110110000009,['France'],[],[],?,568,2377 kj(568 kcal),"35,8","22,7","55,2","54,8",6,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Coco fleur,4305615589589,['France'],[],[],?,541,2264 kj(541 kcal),"32,1","18,3","54,4",33,"6,6","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Saint Jacques - Ferme de la Tremblaye,3565430000558,['France'],[],[],?,319,1335 kj(319 kcal),27,19,"< 0,5","< 0,5",18,"1,2","0,48","['Ferme de la Tremblaye', 'Savencia']",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France']",27 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,-6%,-5%,-1%,+3%,-35%,+16%,-18%,-14%,-14%,13,-9%,D,-9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['FR 78.077.001 CE', 'Boissière-École (Yvelines, France)']",['Frais'],,,,,,,,,,
1604,Filet Mignon Fumé,2224507023425,['France'],[],[],?,121,506 kj(121 kcal),"1,7","0,7","0,7","0,7",26,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Crema di pesto e tartufo estivo,8025386008152,['France'],[],[],?,434,1816 kj(434 kcal),39,7,"11,3","3,9","5,3","2,61","1,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Yörem süzme yogurt,4260193510397,['France'],[],[],?,122,510 kj(122 kcal),10,"6,2","2,5","2,5","3,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Belfine Whoopy Bunny Lolly 30G x 21,5414730160005,['France'],[],[],?,558,2335 kj(558 kcal),35,22,52,51,"8,2","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Sorbet a la rhubarbe et a la fraise - Glace de la Ferme,8717524101343,['France'],[],[],?,?,,?,,?,,?,,,['Glace de la Ferme'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Tapenadine Olivade verte,2609853008669,['France'],[],[],?,203,849 kj(203 kcal),21,"2,3","0,9","0,5","1,5","3,13","1,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Chocolaterie de la licorne,3421375523555,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Commerce équitable', 'Bio', 'Bio européen', 'Max Havelaar', 'FR-BIO-10', 'Fabriqué en France']",,,,,,,,,,,,,
1611,Pesto rosso,8716695446871,['France'],[],[],?,263,1100 kj(263 kcal),"19,5","2,8",12,8,"8,5","2,2","0,88",,C,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Sauces Pesto Rosso']",19.5 g,en quantité modérée,2.8 g,en quantité modérée,8 g,en quantité modérée,2.2 g,en quantité élevée,,-27%,-27%,-41%,-43%,+43%,+43%,+111%,+7%,+7%,15,-6%,D,-6%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,,,,,,
1612,Huile pour friture 2L,2003565010048,['France'],[],[],?,900,3766 kj(900 kcal),100,10,0,0,0,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de friture']",100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+6%,+5%,+9%,,,,,,11,+4%,D,+4%,,,,,,,,,,,,,,,,,,,,,
1613,fruits congits glacés entiers - Jours Heureux,3602800731039,['France'],[],[],?,?,,?,,?,,?,,,['Jours Heureux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Terras do cigarrón,8437005788169,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,"Kirkland Signature Pure Honey, 5 Pound",0096619333721,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Champagne Gardet,3287114000110,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Oeufs fourrés pâte à tartiner lait - Le Chocolatier Sablais,3760059938552,['France'],"['chocolat au LAIT ', 'sucre', 'beurre de caca', 'poudre de LAIT entier', 'pâte de cacao LACTOSERUM', 'émulsifiant : lécithine de SOJA', 'arôme naturel de vanille', 'fourrage au chocolat et aux NOISETTES ', 'sucre', 'chocolat en poudre ', 'sucre', 'poudre de cacao', 'graisse végétale ', 'colza', 'NOISETTES', 'poudre de LAIT écrémé', 'émulsifiant : lécithine de SOJA', 'acidifiant: acide citrique', 'arôme', '\rCacao : 35% minimum ', 'chocolat au LAIT']",['Non végétalien'],?,554,2318 kj(554 kcal),34,17,55,54,0,"0,11","0,044",['Le Chocolatier Sablais'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",34 g,en quantité élevée,17 g,en quantité élevée,54 g,en quantité élevée,0.11 g,en faible quantité,,+5%,+5%,+6%,-2%,+5%,+14%,-100%,-28%,-28%,26,+7%,E,+7%,,,,,,,,['Fabrication artisanale'],,,,"['E322i - Lécithine', 'E330 - Acide citrique']",,"['Lait', 'Fruits à coque', 'Soja']",4,,,,,,
1618,L'oreillette d'autrefois,3325410000417,['France'],[],[],?,507,2121 kj(507 kcal),27,"2,5",57,14,"8,1","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 34320A', 'Vailhauquès (Hérault, France)']",,,,,,,,,,,
1619,Venezia acquerelli d'italia,8032622760590,['France'],[],[],?,543,2272 kj(543 kcal),"31,9","19,1","55,7","54,6","6,8","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,
1620,Chocolat date amande,6291011055699,['France'],[],[],?,431,1803 kj(431 kcal),15,"7,5",69,46,5,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
1621,Sacree Canne Ananas,3770005314767,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Sandwich au fromage italien,8714368008067,['France'],[],[],?,220,920 kj(220 kcal),13,"3,3",18,"1,2","7,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Crémant de Bourgogne,3174470080873,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Oeuf en chocolat au lait - 300g,8002331008122,['France'],[],[],?,536,2243 kj(536 kcal),"19,5","19,5","54,8","52,8","7,4","0,2","0,08",,,['Oeuf en chocolat au lait'],19.5 g,en quantité modérée,19.5 g,en quantité élevée,52.8 g,en quantité élevée,0.2 g,en faible quantité,,,,,,,,,,,26,,E,,,,,,,,,,300 g,,,,,,,,,,,,
1625,Mentos Gum,80720157,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Sève de Bouleau -,3700550501671,['France'],[],[],?,?,,?,,?,,?,,,,,['Sèves de bouleau'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,
1627,Duo de coccinelles,3344690004403,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Cafe Max Havel U 250 G,3256220509831,['France'],[],[],?,?,,?,,?,,?,,,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Carciofi alla romana,20319212,['France'],[],[],?,91,381 kj(91 kcal),"6,8","0,8","3,9","0,4","1,7","2,03","0,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Caotina Drink,7612100037010,['France'],[],[],?,72,301 kj(72 kcal),"1,5","0,9","10,7",10,"3,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Colomba classica,8006165409599,['France'],[],[],?,372,1556 kj(372 kcal),14,"7,9",55,31,"6,7","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Chocolat a casser - Orset,3760246161909,['France'],[],[],?,574,2402 kj(574 kcal),"36,7",16,"49,6",47,"6,5","0,16","0,064",['Orset'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Resch & Frisch Jour-Laugenkastanien - 29g,9006366230069,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 g,,,,,,,,,,,,
1634,Resch & Frisch Jour-Käseweckerl - 29g,9006366007364,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 g,,,,,,,,,,,,
1635,Resch & Frisch Holzknecht - 160g,9006366011743,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160 g,,,,,,,,,,,,
1636,The vert,3770008012264,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,
1637,Spay leggero - 200ml,8006830990919,['France'],[],[],?,824,3448 kj(824 kcal),"91,6",13,1,1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ml,,,,,,,,,,,,
1638,Gelée au café caron,3760194181417,['France'],[],[],?,220,920 kj(220 kcal),"0,01",0,55,54,"0,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Pain complet - Leclerc,,['France'],[],[],?,230,962 kj(230 kcal),"1,2","0,4",50,"4,1",8,"0,6","0,24",['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Reblochon,2488724018569,['France'],[],[],?,326,1364 kj(326 kcal),27,19,0,0,20,"1,3","0,52",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+1%,+1%,+1%,-100%,-100%,0%,-3%,-3%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
1641,Vermicelles De Sucre Orange - Éric Bur - 2.64oz,3144550011387,['France'],[],[],?,?,,?,,?,,?,,,['Éric Bur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64 oz,,,,,,,,,,,,
1642,Croissant au beurre x8,0208152020666,['France'],[],[],?,399,1669 kj(399 kcal),22,15,42,"7,3","7,2","0,96","0,384",,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",22 g,en quantité élevée,15 g,en quantité élevée,7.3 g,en quantité modérée,0.96 g,en quantité modérée,,+4%,+3%,+1%,+6%,+3%,+3%,-4%,-3%,-3%,19,+2%,E,+2%,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,,,,,,,,,
1643,Maliban Family Selection Biscuit Assortment,4791034011143,['France'],[],[],?,476,1992 kj(476 kcal),17,"8,6",73,25,"7,7","0,7","0,28",,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Assortiments de biscuits']",17 g,en quantité modérée,8.6 g,en quantité élevée,25 g,en quantité élevée,0.7 g,en quantité modérée,,-3%,-3%,-26%,-33%,+15%,-18%,+24%,+23%,+23%,21,-9%,E,-9%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,
1644,"Pastilles miel ""abeilles""",3760084072801,['France'],[],[],?,393,1644 kj(393 kcal),0,0,98,79,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Préparation de fruits poires,3492390014977,['France'],[],[],?,215,900 kj(215 kcal),"0,8","0,01",52,"46,8","0,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,confiseur de luxe - Mazet,3286110003064,['France'],[],[],?,540,2259 kj(540 kcal),40,25,36,29,7,"0,01","0,004",['Mazet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,3437017052703,3437017052703,['France'],[],[],?,39,163 kj(39 kcal),6,"0,3",3,3,0,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Reblochon,0202742060254,['France'],[],[],?,329,1377 kj(329 kcal),27,18,"0,5",0,0,"1,4","0,56",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",27 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,,+2%,+2%,+1%,-4%,+36%,-100%,-100%,+4%,+4%,20,+40%,E,+40%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
1649,Disnella,8697412776443,['France'],[],[],?,554,2318 kj(554 kcal),"31,5","7,2","61,7",44,"4,5","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Pollen - 20g,3770013651359,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 g,,,,,,,,,,,,
1651,3760064140056,3760064140056,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Moulage cloche chocolat au lait BIO - Beaumesnil - 125g,3222477222786,['France'],"['Chocolat lait* ', 'cacao 35% minimum', ' ', 'sucre de canne*', 'beurre de cacao*', 'poudre de lait entier*', 'pâte de cacao*', 'émulsifiant: lécithine de soja*', 'chocolat blanc* ', 'cacao 29% minimum', ' ', 'sucre de canne*', 'beurre de cacao*', 'poudre de lait entier*', 'vanille en poudre*', "" *issu de l'agriculture biologique traces éventuelles de gluten"", 'oeufs et fruits a coque']",['Non végétalien'],2368,568,2368 kj(568 kcal),36,23,54,47,"6,6","0,14","0,056",['Beaumesnil'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",125 g,,,['E322i - Lécithine'],,,4,,,,,Moulage en chocolat pur beurre de cacao,
1653,Framboise arome violette - Carla - 300g,3700463730052,['France'],"['Framboise 61%', 'sucre', 'jus et pulpe de citron gelifiant: pectine', 'arôme violette 0', '05%']",[],923,?,923 kj(221 kcal),"0,2",0,"48,9","48,8","1,1",0,0,['Carla'],C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0.2 g,en faible quantité,0 g,en faible quantité,48.8 g,en quantité élevée,0 g,en faible quantité,-3%,,-2%,-26%,-100%,-8%,-5%,+63%,-100%,-100%,10,+13%,C,+13%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,300 g,,,['E440 - Pectines'],,,4,,,,,,
1654,Assortiment de biscuits - 210g,8436560021773,['France'],[],[],?,497,2079 kj(497 kcal),24,"15,2",64,"20,8","6,2","0,06","0,024",,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Assortiments de biscuits']",24 g,en quantité élevée,15.2 g,en quantité élevée,20.8 g,en quantité élevée,0.06 g,en faible quantité,,+1%,+1%,+4%,+18%,+1%,-32%,-0%,-89%,-89%,20,-13%,E,-13%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Fabriqué en Espagne'],210 g,,,,,,,,,,,,
1655,Langouille de minette Briéronne,0279771035164,['France'],[],[],?,236,987 kj(236 kcal),15,5,"1,2","0,2",24,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 44.176.007 CE', 'Saint-Malo-de-Guersac (Loire-Atlantique, France)']",,,,,,,,,,,
