,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,allergens,nova_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,palm_ingredients,ingredients_origins,traceability_code,link
40,Isotonic Sport Drink Intense hydratation - Aptonia,3583788522843,['Aptonia'],['Décathlon'],['France'],"['saccharpse ', '61%', 'dextrose ', '17%', 'maltodextrine ', '14%', ' acidifiant : acide citrique', 'citrate de sodium', 'arôme natvel% - i cure de sodium', 'denrée alimentaire colorante et BI', ' Fabriqué dans un atelier utilisant ', 'concentré de patate douce', 'radis', 'pomme', 'cerise', 'vifarrttKes{ gluten', 'crustacés', 'oeufs', 'poissons', 'soja', 'lait', 'céleri', 'sulfites', 'mqllusq ès', 'lupin', 'fruits à coque', "" Conseils d'utilisation : Boire avant et pendant l'effort par petites quantités fractionnées toutes les 15 à 20 minutes"", ' Consommer 500 ', ' ml/heure', "" En complément d'une activité physique"", 'il est important de conserver une alimentation variée et équilibrée pet un mode de vie sain']","['Non végétalien', 'Non végétarien']",?,364,1523 kj(364 kcal),0,0,"92,3","78,7","0,1","1,9","0,76","['E330 - Acide citrique', 'E331 - Citrates de sodium']","['Céleri', 'Crustacés', 'Œufs', 'Poisson', 'Lupin', 'Lait', 'Fruits à coque', 'Soja', 'Anhydride sulfureux et sulfites']",4,"['Boissons', 'Boissons instantanées']",0 g,en faible quantité,0 g,en faible quantité,78.7 g,en quantité élevée,1.9 g,en quantité élevée,,+38%,+32%,-100%,-100%,+90%,+114%,-98%,+519%,+519%,,,,,Préparation en poudre pour boisson hydratante adaptée à l'activité sportive,,,['Sans conservateurs'],,,,,,,,,,,,,
41,Isotonic sport drink - Aptonia,3583788522881,['Aptonia'],['Décathlon'],['France'],[],[],?,365,1527 kj(365 kcal),0,0,90,77,0,"1,9","0,76",,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,1.9 g,en quantité élevée,,+552%,+534%,-100%,-100%,+696%,+716%,-100%,+4478%,+4478%,28,+266%,E,+266%,,,,,,,,,,,,,,,,,
42,"Eau - Aptonia - 0,5litre",3583788540908,['Aptonia'],['Décathlon'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5 litre",,,,,,,,,,,,,,,
43,Cereal Bars - Aptonia,3583788544043,['Aptonia'],['Décathlon'],['France'],[],[],?,448,1874 kj(448 kcal),17,10,67,41,"5,7","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Ultra Fruit Bars pomme - Aptonia - 200g,3583788548416,['Aptonia'],['Décathlon'],['France'],"['pâte de dattes 69% ', 'pâte de dattes', 'huile de maïs', 'céréales 13,5% ', ""flocons d'avoine"", 'farine de blé', 'maltodextrine 5', '6%', 'fruits 5', '5% ', 'pomme déshydratée 3% ', 'pomme', 'conservateur : disulfite de sodium', 'ananas ', 'sucre', 'ananas', ""correcteur d'acidité : acide citrique"", 'conservateur : anhydride sulfureux', 'huile de tournesol', 'dextrose', 'sucre', 'vitamines ', 'B1', 'B6', 'B12', 'C', 'arôme naturel', 'émulsifiant : lécithine de soja', 'sel']",['Sans huile de palme'],1441,?,1441 kj(344 kcal),"5,6","0,6",66,50,"3,2","0,07","0,028","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']",['Gluten'],4,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres aux fruits']",5.6 g,en quantité modérée,0.6 g,en faible quantité,50 g,en quantité élevée,0.07 g,en faible quantité,-5%,,-10%,-54%,-78%,+14%,+22%,-52%,-55%,-55%,12,+24%,D,+24%,Barres de fruits,200 g,"['boîte en carton', 'sachets individuels', '5']",,,,,,,,,,['Espagne'],,,,
45,Barre cereales chcolat blanc canneberge - Aptonic,3583788548485,['Aptonic'],,['France'],"['Barre céréalière enrobée de chocolat Hanc', 'à aux pépites fruitées Na fraise', ' Ingréd\\ents 5% ', 'sucre beurre de cacao lait entier en poudre émulsifian? lécithines de sojê et de toumeso\\', 'arôme', ""céréales 2 d'avoine* j 5 ?0% farine de blé*"", 'farine de riz', 'sirop de alucose fruits 9% [canneberge 5% ', 'sucre', 'canneberge séchée', ""huile d Dépites fruilecs à 'la fraise 4% "", 'purée de fraise concentrée 1 sirop de fructose-glucose', 'humectant: glvcerol', ""sirop de at aciae malique et acide citiql re de blé'"", 'gélifiant: pectines', 'extraits végétaux ', 'carottes noires', 'potiron', 'correct@! de palme', 'stabilisant: sorbitols', 'dextrose', 'sucre', 'acidifiant acide citiique', 'arême naturel', 'sel', 'caramel aromatique ', 'sirop • e', 'eau', ""émulsifiant: sucroesters d'acides aras"", ' *Contientd luten', 'Fabnquedansunate/ierutj/isant:su/fites', ""arachid aTOHHhK-M'OCnn"", 'nOKPb1Tb1Vî 6er', 'z:', 'A', '! *LtoxonaA0M', 'C e', "" A œnserver à l'abri de la chaleur de l'humidité"", ' xny6HWM', ' Coc-rae•', ' 6enbib1 uJ0Konan 34', '5% caxap', "" Macno k'aecao"", ' 9 bœrop:']",[],?,450,1883 kj(450 kcal),17,10,67,41,"5,7","0,25","0,1","['E440 - Pectines', 'E420 - Sorbitol', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,['Entrepreneurs + Engagés'],,,,,,,,,,,,,
46,Choco cereal bar - Aptonia,3583788548492,['Aptonia'],['Décathlon'],['France'],[],[],?,144,602 kj(144 kcal),"5,7","3,4","20,6","12,7","1,9","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,White Choco Cereal Bar - Aptonia,3583788548508,['Aptonia'],['Décathlon'],['France'],[],[],?,448,1874 kj(448 kcal),"16,8",10,"66,8","41,2","5,7","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,White choco cereal bar - Aptonia,3583788548515,['Aptonia'],['Décathlon'],['France'],[],[],?,143,598 kj(143 kcal),"5,4","3,2","21,4","13,2","1,8","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3583788599777,3583788599777,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Ultra fruit jellies - Aptonia,3583788626008,['Aptonia'],['Décathlon'],['France'],"['pulpe de fruits 50% ', 'poire William 25%', 'fraise 15%', 'cranberry 10%', 'sucre', 'sirop de glucose de blé', 'maltodextrine 5%', 'stabilisant : glycérol', 'gelifiant : pectine', 'acidifiant : acide citrique', 'arôme naturel de fraise', 'arôme naturel de cranberry', ""poudre d'acérola "", 'acérola', 'maltodextrine', ' 0,4%', 'vitamines : BI', 'B6 et B12', ' Fabriqué dans un atelier utilisant : fruits à coque', 'gluten', "" Conseils d'utilisation : Consommer 1 barre à partir de 30 minutes d'activité"", ""S'hydrater régulièrement"", "" En complément d'une activité physique"", 'il est important de conserver une alimentation variée et équilibrée et un mode de vie sain', ' Conserver dans un endroit frais et sec']",[],?,331,1385 kj(331 kcal),"0,4","0,4",82,65,"0,4","0,11","0,044","['E422 - Glycérol', 'E440 - Pectines', 'E330 - Acide citrique']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Sport fruit jellies - Aptonia,3583788626015,['Aptonia'],['Décathlon'],['France'],[],[],?,329,1377 kj(329 kcal),"0,5","0,5",81,65,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Aptonia - Decathlon - 4,3583788626060,"['Decathlon', 'Décathlon']",,['France'],"['pommes ', '70%', 'fraises ', '15%', 'sucre', 'génoise ', '5%', ' ', 'farine de blé ', 'gluten', 'sucre', 'oeufs', 'fécule de pomme de terre', 'émulsifiants m graisses végétales', 'poudre à lever: diphosphate disodique', 'bicarbonate de sodium', 'sel', ' jus de pomme concentré ', '1', '8%', 'jus de myrtille concentré arômes naturels', ""correcteur d'acidité : acide citrique"", 'arôme', 'antioxydant : acide ascorbique', 'vitamine B1']",['Non végétalien'],?,77,322 kj(77 kcal),"0,5","0,1","17,1","14,4","0,6","0,05","0,02","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique', 'E300 - Acide ascorbique']","['Œufs', 'Gluten']",4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
53,Soy protein chocolat flavour - Aptonia,3583788648772,['Aptonia'],['Décathlon'],['France'],"['préiaration en poudre riche en protéines', 'aromatisée', 'sucrée d racesulfame de potassium et au sucralose', ' Goût chocolat', "" SOY PROTEIN er une très forte concentration de protéines issues d'un isolat 100% protéines de soja"", "" Les ëpentàla issance et à l'entretien de la masse musculaire"", ' Convient aux végétariens', ' es des ', '75,2%', 'fructose', 'cacao maigre', 'arômes', 'acides aminés: L-methionine', 'L-valine', 'e de soja', 'édulcorants: acésulfame de potassium et sucralose', 'colorant: caramel', 'SITICecoI le', ' Contient: soia', 'sulfites', ' Traces possibles de lait', 'oeuf', 'gluten', ' Selon votre mez de 20 à g de soy PROTEIN', ""après l'entraînement ou en collation"", ' Protéiqu total moyen recommandé', 'chez les sportifs', 'est de 1 à 1,5g/ka de poids corporeLjM protéiques devant être apportés par une alimentation variée et équiffbrée', ' En cas de conso<3:: ée ', 'y à 2 mois ', 'demandez conseil à un médecin ou un diététicien', ' Ce produit est contre-indtea\\kt rénale', ""hépatique et pour les femmes enceintes et les personnes de moins de I ntd'une ctivité physique"", 'il est important de conserver une alimentation variée et équilibréeets:s San', ' Tenir rs de portée des enfants', ' Se conformer à la dose journalière recommandee', "" ge lait é é Ou d'eau"", "" Pour un produit plus savoureux vous pouvez ajuster la quantité d'eau enance"", ' Conserver dans un endroit frais et sec', ' Bien refermer']",['Végétarien'],?,382,1598 kj(382 kcal),"3,5","1,5",17,"13,5",70,"2,3","0,92","['E950 - Acésulfame K', 'E955 - Sucralose', 'E150 - Caramel']","['Soja', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Entrepreneurs + Engagés']",,,,,,,,,,,,,
54,Energy gel - Aptonia,3583788686507,['Aptonia'],['Décathlon'],['France'],[],[],?,260,1088 kj(260 kcal),"0,01","0,01",65,59,"0,01","1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Super cake - Aptonia,3583788734123,['Aptonia'],['Décathlon'],['France'],"['Fanne de b!é', 'fructose', 'maltodextrine de blé', 'cacao maigre ', '8%', 'pépites de chocolat ', 'pâte de cacao', 'sucre', 'émulsifiant : lécithine de soja', 'matière grasse de lat', ' ', '7%', 'lakt écrémé', 'sucre', 'ma?aère grasse végétale en poudre ', 'huile de soja raffinée', 'sirop de glucose', 'dérivés du lait', 'stabilisant : E451i', 'antimottant : E3551', 'arôme naturel', 'oeuf entier', 'arômes', 'poudre à lever bicarbonate de sodium et acide citrique', 'sel', ""blanc d'oeuf"", 'vitamine BI', ' Contient : lait', 'soja', 'œuf', 'gluten', ' Fabriqué dans un atelier ut', 'üsant sutf,tes', 'c', 'ïcri', 'moutarde', 'crustacés', 'poisson', 'fruits à coque', ' Consommer un sachet de 3 h à 30 minutes avant de débuter vos activités', ' La quantité peut-être augmentee en fonction de vos besoins', ' Le gâfeau SUPER CAKE peut également être consommé en petites portions ', ""avec de l'eau"", "" En complément d'une activité physique"", 'il est impodant de conserver']","['Non végétalien', 'Non végétarien']",?,395,1653 kj(395 kcal),"8,5","3,5",67,31,"10,5","1,25","0,5","['E322i - Lécithine', 'E451i - TPP', 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']","['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde', 'Fruits à coque', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Protein Dessert, Vanille - Aptonia",3583788734130,['Aptonia'],['Décathlon'],['France'],[],[],?,71,297 kj(71 kcal),"1,1","0,6","13,6","4,3",71,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Protein Dessert - Aptonia,3583788734147,['Aptonia'],['Décathlon'],['France'],[],[],?,340,1423 kj(340 kcal),"2,5",1,"4,5","2,5",72,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Aptonia - 500g,3583788734215,['Aptonia'],['Décathlon'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,,,
59,Casein&Whey Protein - Aptonia,3583788734321,['Aptonia'],['Décathlon'],['France'],[],[],?,356,1490 kj(356 kcal),"1,5","0,3","8,5","7,3",77,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Barres de céréales - Aptonia - 6x21g,3583788735007,['Aptonia'],['Décathlon'],['France'],"[""céréalières à l'abricot"", "" source de vitamine L a vitamine BI contribue au fonctionnement éneraétique normal de l'organisme"", "" Ingrédients : Céréales 43,5% [flocons d'avoine* 17,2%"", 'farine de blé*', '*es de mais ', 'maïs', ""sel extrait de malt d'orge*"", 'farine de riz]', 'glucose', 'abricot 14,9% ', 'abricot', 'farine de riz', 'conservateur : anhy sulfureux', 'huile de palme', 'stabilisant : sorbitols', 'dextrose sucre arôme', 'caramel aromatique ', 'sirop de glucose', 'sucre', 'eau', 'sel', ""émulsifiant sucroesters d'acides gras"", 'vitamine BI', ' *Contient du gluten', ' Fabriqué dans lait', 'soja', 'arachides', 'fruits à coque', ""Conseils un atelier utilisant d'utilisation : Consommer 1 barre pour obtenir l'effet souhaité"", "" S'hydrater régulièrement"", "" En complément d'une activité physique"", 'il est important de conserver une alimentation variée et équilibrée et un mode de vie sain', ' Conseryer dans un endroit frais et sec,']",['Huile de palme'],?,381,1594 kj(381 kcal),"6,1","2,7",74,26,"5,6","0,48","0,192","['E420 - Sorbitol', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']",4,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",6.1 g,en quantité modérée,2.7 g,en quantité modérée,26 g,en quantité élevée,0.48 g,en quantité modérée,,-10%,-10%,-61%,-55%,+23%,-4%,-25%,+23%,+23%,10,-24%,C,-24%,,6x21g,,,,,,,,,,,,['Huile de palme'],,,
61,Aptonia,3583788735113,['Aptonia'],['Décathlon'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Isotonic sport drink - Aptonia,3583788736448,['Aptonia'],['Décathlon'],['France'],[],[],?,376,1573 kj(376 kcal),"0,5","0,1",94,74,"0,5","2,5",1,,,,"['Boissons', 'Boissons instantanées']",0.5 g,en faible quantité,0.1 g,en faible quantité,74 g,en quantité élevée,2.5 g,en quantité élevée,,+43%,+37%,-87%,-96%,+93%,+101%,-91%,+714%,+714%,,,,,Préparation en poudre pour boisson hydratante adaptée à l'activité sportive,,,,,,,,,,,,,,,,
63,"Isotonisches Sport Getränkepulver, Red Berry - Aptonia",3583788736455,['Aptonia'],['Décathlon'],['France'],[],[],?,376,1573 kj(376 kcal),"0,5","0,1",94,77,"0,5","2,5",1,,,,"['Boissons', 'Boissons instantanées']",0.5 g,en faible quantité,0.1 g,en faible quantité,77 g,en quantité élevée,2.5 g,en quantité élevée,,+43%,+37%,-87%,-96%,+93%,+109%,-91%,+714%,+714%,,,,,Préparation en poudre pour boisson hydratante adaptée à l'activité sportive,,,,,,,,,,,,,,,,
64,Fruit & sport - Aptonia,3583788736523,['Aptonia'],['Décathlon'],['France'],[],[],?,89,372 kj(89 kcal),?,"0,1",?,19,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Isotonic sport drink - Aptonia,3583788761082,['Aptonia'],['Décathlon'],['France'],[],[],?,360,1506 kj(360 kcal),0,0,"90,6","66,9",0,"2,2","0,88",,,,"['Boissons', 'Boissons instantanées']",0 g,en faible quantité,0 g,en faible quantité,66.9 g,en quantité élevée,2.2 g,en quantité élevée,,+37%,+31%,-100%,-100%,+86%,+82%,-100%,+617%,+617%,,,,,Préparation en poudre pour boisson hydratante adaptée à l'activité sportive,,,,,,,,,,,,,,,,
66,Mass gainer - Aptonia,3583788764946,['Aptonia'],['Décathlon'],['France'],[],[],?,370,1548 kj(370 kcal),"1,9","1,1",69,36,20,"0,3","0,12",,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding']",1.9 g,en faible quantité,1.1 g,en faible quantité,36 g,en quantité élevée,0.3 g,en quantité modérée,,+3%,+3%,-79%,-71%,+176%,+233%,-47%,-43%,-43%,13,+59%,D,+59%,,,,,,,,,,,,,,,,,
67,Tarte de Montagne Citron - Délices de Montagne - 140g,3583852219556,['Délices de Montagne'],,['France'],"['Farine de blé', 'sucre', 'œufs', 'beurre ', '20 %', 'levure', 'sel', 'fourrage : sucre', 'amidon modifié', 'concentré de citron', 'acidifiant', 'arôme naturel', 'sirop de glucose', 'eau', 'gélifiant']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,['E14XX - Amidons modifiés'],"['Œufs', 'Gluten', 'Lait']",4,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteau au citron']",,,,,,,,,,,,,,,,,,,,,,,Tarte de Montagne Citron,140 g,"['film plastique', 'Plastique']",,B,71.5%,14.5%,6.4%,4.1%,3.4%,0.0%,78,['France'],,,,
68,hitschler SOFTI,3583910007491,['Hitschler'],,['France'],"['FR', 'BE', ' {Pût fruits', 'ln rédients: sucre', 'sirop de glucose', 'graisse végétale pa me eau', 'acidifiants acide lactique} acide citrique', ' gé atine bœuf', 'arômes', 'émulsifiant: lécithine ', 'tournesol', ""A conserver dans un endroit sec à l'abri de la chaleur,""]",[],?,408,1707 kj(408 kcal),"7,1","4,1",84,61,"1,3",0,0,['E322i - Lécithine'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Acrolasso - Hitschler,3583910008023,['Hitschler'],,['France'],[],[],?,350,1464 kj(350 kcal),0,0,82,58,3,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Bandos pomme acidule - Hitschler - 150pièces,3583910008221,['Hitschler'],,['France'],[],[],?,369,1544 kj(369 kcal),"2,2","1,2",82,64,"2,3","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,150 pièces,,,,,,,,,,,,,,,
71,Hitschler Lasso Pomme Pêche X 300,3583910009303,['Hitschler'],,['France'],[],[],?,363,1519 kj(363 kcal),3,"1,5",79,52,"3,3","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Bte 300 Fraise Lassos - Hitschler,3583910009334,['Hitschler'],,['France'],[],[],?,363,1519 kj(363 kcal),3,"1,5",79,52,"3,3","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,300 Cola Lassos - Hitschler,3583910009341,['Hitschler'],,['France'],[],[],?,934,3908 kj(934 kcal),3,"1,5",79,52,"3,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3583910009358,3583910009358,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Bte 300 Framboise Lassos,3583910009365,,,['France'],[],[],?,363,1519 kj(363 kcal),3,"1,5",79,52,"3,3","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Hitschler Acrofourrés Pomme x 200,3583910009457,['Hitschler'],,['France'],[],[],?,359,1502 kj(359 kcal),"1,7","1,1",83,67,"1,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Piment d'Espelette Purée - Jeiki ! - BiPiA - 180g,3584381001186,['BiPiA'],,['France'],"[""Piment d'Espelette AOP"", 'Vinaigre', 'Sel de Salies']",[],?,62,259 kj(62 kcal),"1,2","0,28",11,0,"1,6","2,53","1,012",,,1,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments', ""Piments d'Espelette"", 'Purée de piment']",1.2 g,en faible quantité,0.28 g,en faible quantité,0 g,en faible quantité,2.53 g,en quantité élevée,,-44%,-43%,-84%,-70%,+87%,-100%,-11%,-69%,-69%,,,,,Piment d'Espelette en Purée,180g,['Bocal verre'],,B,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,['Larressore'],,['Pays Basque'],"['EMB 64317', 'Larressore (Pyrénées-Atlantiques, France)']",http://www.bipia.com/fr/piment-d-espelette/91-pure-de-piment-d-espelette.html#
78,Compotée d'oignons Bipiota BIPIA,3584384201200,['Bipia'],,['France'],[],[],?,189,791 kj(189 kcal),"1,58","0,51",22,16,"0,95","1,9","0,76",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",1.58 g,en faible quantité,0.51 g,en faible quantité,16 g,en quantité élevée,1.9 g,en quantité élevée,,+12%,+12%,-4%,+93%,-37%,-51%,-5%,+204%,+204%,8,+21%,C,+21%,,,,,,,,,,,,,,,,,
79,Calamars  basquaise,3584388112601,,,['France'],[],[],?,80,335 kj(80 kcal),"2,1","0,3",5,"1,5",17,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Axoa de thon - EGOKI,3584388321607,['EGOKI'],,['France'],[],[],?,120,502 kj(120 kcal),"5,8","1,2","3,1","1,1","13,9","0,9","0,36",,,,"['Produits de la mer', 'Poissons', 'Thons', 'Thon à la catalane', 'Axoa de thon', 'en:Axoa de thon']",5.8 g,en quantité modérée,1.2 g,en faible quantité,1.1 g,en faible quantité,0.9 g,en quantité modérée,,-19%,-22%,-33%,-12%,-10%,-53%,-6%,-13%,-13%,0,-100%,B,-100%,,,,,D,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,
81,Tégarome Bio - 15 ML - Docteur Valnet,3584410030224,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,8,8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
82,Chocolat - Reauté,3584700000005,['Reauté'],,['France'],"['Voleurs énergétlques : 2 381kJ 1569kcol Motlères grosses : 35,9g dont ocldes gros saturés : 22,7g GIUcldes : 55,2g dont sucres : 54,8g Protélnes : ég Sel : o,2g III II I II I II I I III I I I I I I I III 3 000005 A conserver entre 160C et 180C']","['Non végétalien', 'Non végétarien']",?,569,2381 kj(569 kcal),"35,9","22,7","55,2","54,8",6,"0,2","0,08",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",35.9 g,en quantité élevée,22.7 g,en quantité élevée,54.8 g,en quantité élevée,0.2 g,en faible quantité,,+3%,+4%,-1%,+8%,+20%,+33%,-17%,+44%,+44%,27,+15%,E,+15%,,,,,,,,,,,,,,,,,
