,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,allergens,additives,nova_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,eco_score,generic_name,packaging,ingredients_origins,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,palm_ingredients
55,Pommes & Caramel - Charles & Alice - 535g,3297760076001,['France'],"['Purée pommes 92,1%', 'caramel au beurre salé au sel de Guérande 5,5% ', 'sirop de glucose', 'sucre', 'beurre 11%', 'eau', 'crème', 'sel de Guérande 1,4%', 'Crème entière ', 'crème de lait pasteurisée', 'stabilisant :carraghènanes', 'émulsifiant ', ' E472b', 'fibre de cacao', 'arôme', 'sel de Guérande 0,06%', 'antioxydant : acide  ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,77,322 kj(77 kcal),"0,9","0,6",16,13,"< 0,5","1,7","0,68",['Charles & Alice'],['Lait'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique']",4,535g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes caramel']",0.9 g,en faible quantité,0.6 g,en faible quantité,13 g,en quantité élevée,1.7 g,en quantité élevée,,+18%,+18%,+174%,+590%,+12%,0%,+33%,+19924%,+19924%,2,,B,,"['Sans colorants', 'Sans conservateurs']",B,Spécialité de pommes caramel au beurre salé au sel de Guerande,['Bocal plastique hermétique'],,,['super hyper marché'],32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
56,Pommes et pêches nectarines  - Charles & Alice  - 535g,3297760076056,['France'],[],[],?,?,,?,,?,,?,,,['Charles & Alice'],,,,535g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Mousse d'abricots  - Charles & Alice - 4x48g,3297760080015,['France'],"[""Purée d'abricots 50 %"", 'crème 20 % ', 'crème de lait', 'stabilisant : carraghénanes', 'purée de pommes 19 %', 'sucre', 'gélatine', 'épaississants : amidon', 'farine de graine de caroube', 'arômes naturels', 'émulsifiant : E472b', 'antioxydant : acide ascorbique', 'colorant : bêta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",572,?,572 kj(137 kcal),7,"3,9","15,8","14,5","2,2","0,02","0,008",['Charles & Alice'],['Lait'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E410 - Gomme de caroube', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique', 'E160ai - Bêta-carotène']",4,4x48 g,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Mousses sucrées', 'Mousses lactées', 'Mousses aux fruits']",7 g,en quantité modérée,3.9 g,en quantité modérée,14.5 g,en quantité élevée,0.02 g,en faible quantité,+1%,,+5%,+21%,+8%,+10%,+12%,-49%,-77%,-77%,4,-12%,C,-12%,"['Sans conservateurs', 'Sans édulcorants']",C,,"['Carton', 'Plastique']",,,,76.8%,11.4%,3.6%,5.7%,2.0%,0.5%,58,,,
58,Mousse de Framboises (Offre découverte) - Charles & Alice - 4 * 48g,3297760080107,['France'],"['Purée de framboises 50%', 'crème 20% ', 'crème de lait', 'stabilisant : carraghénanes', 'purée de pommes 17%', 'sucre', 'gélatine', 'épaississants : amidon', 'farine de graines de caroube', 'émulsifiant : E472b', 'arôme naturel de framboise', 'antioxydant : acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",581,?,581 kj(139 kcal),"7,3","5,3","14,8","13,2","2,2","0,02","0,008",['Charles & Alice'],['Lait'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E410 - Gomme de caroube', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique']",4,4 * 48 g,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Mousses sucrées', 'Mousses lactées']",7.3 g,en quantité modérée,5.3 g,en quantité élevée,13.2 g,en quantité élevée,0.02 g,en faible quantité,-18%,,-24%,-21%,-11%,-24%,-25%,-46%,-88%,-88%,3,-67%,C,-67%,"['Sans colorants', 'Sans conservateurs', 'Sans édulcorants']",,Spécialité de framboises pommes et de crème,"['Carton', 'Pots', 'Plastique']",,,['Intermarché'],,,,,,,,,,
59,Mousse de Poires - Charles & Alice - 192g,3297760080138,['France'],"['Purée de poires 50 %', 'crème 20 % ', 'crème de lait', 'stabilisant : carraghénanes', 'jus de pommes à base de concentré', 'sucre', 'gélatine', 'épaississants : amidon', 'farine de graine de caroube', 'émulsifiant : E472b', 'arôme', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,138,577 kj(138 kcal),"7,1","3,9",16,16,"1,4","0,02","0,008",['Charles & Alice'],['Lait'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E410 - Gomme de caroube', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique', 'E330 - Acide citrique']",4,192 g,"['Desserts', 'Mousses sucrées', 'Mousses aux fruits']",7.1 g,en quantité modérée,3.9 g,en quantité modérée,16 g,en quantité élevée,0.02 g,en faible quantité,,+5%,+5%,+22%,+8%,+12%,+24%,-68%,-77%,-77%,4,-12%,C,-12%,"['Sans colorants', 'Sans conservateurs', 'Sans édulcorants']",C,Spécialité de Poires Pommes et de crème,"['Frais', 'Plastique', 'Pot', 'Carton']",,,['Auchan'],76.8%,11.4%,3.6%,5.7%,2.0%,0.5%,58,,http://www.charlesetalice.fr/desserts-gouters-fruits/mousses-de-fruits/mousse-de-poires.html,
60,Pomme & Banane Kiwi - CHARLES & ALICE - 4,3297760087946,['France'],"['Purée de pommes 64,6%', 'purée de banane 20%', 'cubes de kiwis 15%', 'arôme naturel', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",279,66,279 kj(66 kcal),"0,5","0,15",14,"12,6","0,6",0,0,['CHARLES & ALICE'],,['E300 - Acide ascorbique'],4,4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",0.5 g,en faible quantité,0.15 g,en faible quantité,12.6 g,en quantité élevée,0 g,en faible quantité,+4%,+2%,+2%,+52%,+72%,-2%,-3%,+59%,-100%,-100%,-3,,A,,"['Peu ou pas de sucre', 'Sans sucre ajouté']",B,compote pomme banane kiwi,['Plastique'],['Recette Heio'],,['Intermarché'],32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
61,Lait d amande poire et vanille - Charles & Alice,3297760093213,['France'],[],[],?,70,293 kj(70 kcal),3,"0,3","8,4","8,1","1,6",0,0,['Charles & Alice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Dessert de fruit vegetal - Charles & Alice,3297760093312,['France'],[],[],?,102,427 kj(102 kcal),"5,6",5,12,"8,4","0,7",0,0,['Charles & Alice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Lait d'amande et abricots bergeron - Charles & Alice,3297760093336,['France'],[],[],?,65,272 kj(65 kcal),"2,1",0,10,8,"1,2",0,0,['Charles & Alice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans lactose'],,,,,,,,,,,,,,,,
64,Compote Bio Pommes et Coings - Charles & Alice - 380g (4 * 95g),3297760094098,['France'],"['Purée de pommes* 76%', 'purée de coings* 20%', 'sucre de canne roux 4%', 'antioxydant : acide ascorbique', "" *Issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",295,?,295 kj(71 kcal),"0,5","0,17","14,9","13,1","0,3",~ 0,0,['Charles & Alice'],,['E300 - Acide ascorbique'],3,380 g (4 * 95 g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes coing']",0.5 g,en faible quantité,0.17 g,en faible quantité,13.1 g,en quantité élevée,0 g,en faible quantité,,,+13%,+110%,+204%,+13%,+20%,-7%,-100%,-100%,-4,,A,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",B,Spécialité de pommes-coings issu de l'agriculture biologique,"['Frais', 'Plastique', 'Carton']",['France'],,['Auchan'],32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['France'],,
65,Pomme Sans Sucre Ajouté - Charles Et Alice,3297760097136,['France'],"['Purée de pommes 99,8%', 'jus de citron', 'antioxydant : acide ascorbique', ' Contient les sucres naturellement présents dans les fruits']",[],?,55,230 kj(55 kcal),"< 0,5","< 0,1",13,11,"< 0,5","< 0,01","0,004",['Charles Et Alice'],,['E300 - Acide ascorbique'],1,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,,-14%,-14%,+69%,+46%,-8%,-17%,+70%,+51%,+51%,-4,,A,,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",B,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
66,Pomme mangues avec morceaux - Charles & Alice - 600g,3297760097822,['France'],[],[],?,66,276 kj(66 kcal),"0,5","0,2",14,13,"0,5","0,01","0,004",['Charles & Alice'],,,,600 g,,,,,,,,,,,,,,,,,,,,,,,,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,
67,Compote charles et alice sans sucre ajoute - Charles & Alice - 582g,3297760097839,['France'],[],[],?,69,289 kj(69 kcal),"0,4","0,1",15,13,"0,7",,,['Charles & Alice'],,,,582 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",0.4 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,,,,+3%,+4%,+22%,+18%,+3%,-2%,+67%,,,,,,,['Sans sucre ajouté'],A,,['Pot'],,,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,
68,Compotes pommes cerises - Charles & Alice,3297760097846,['France'],[],[],?,62,259 kj(62 kcal),"0,6","0,2",13,12,"0,5","0,01","0,004",['Charles & Alice'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes cerise']",0.6 g,en faible quantité,0.2 g,en faible quantité,12 g,en quantité modérée,0.01 g,en faible quantité,,-5%,-5%,+82%,+130%,-9%,-8%,+33%,+18%,+18%,-3,,A,,"['Sans sucre ajouté', 'Sans conservateurs']",B,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
69,Compote - Charles & Alice - 600g,3297760097853,['France'],[],[],?,58,243 kj(58 kcal),"0,5","0,1",13,11,"0,5","0,01","0,004",['Charles & Alice'],,,,600 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,,-13%,-13%,+53%,+18%,-11%,-17%,+20%,+1%,+1%,-3,,A,,['Sans sucre ajouté'],B,,,,,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,
70,Compotes Hero sans sucre ajoute Pomme poire - Charles Alice,3297760098065,['France'],"['Purée de poires 50%', 'purée de pommes 49,8%', 'arôme poire', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique', ' Contient les sucres naturellement présents dans les fruits']",[],?,58,243 kj(58 kcal),"0,5","0,1",13,11,"0,5","0,01","0,004",['Charles Alice'],,"['E300 - Acide ascorbique', 'E330 - Acide citrique']",4,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']",0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,,-6%,-7%,+53%,+17%,-5%,-11%,+42%,+19%,+19%,-4,,A,,['Sans sucre ajouté'],B,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
71,Pommes poire williams - Charles & Alice - 800g (8x 100g),3297760098133,['France'],"['Purée de poires 50%', 'purée de pommes 49,8%', 'arôme poire', 'vitamine C', 'acidifiant : acide citrique', ' Contient les sucres naturellement présents dans les fruits']",[],?,58,243 kj(58 kcal),"0,5","0,1",13,11,"0,5","0,01","0,004",['Charles & Alice'],,['E330 - Acide citrique'],4,800 g (8 x 100 g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']",0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,,-6%,-7%,+53%,+17%,-5%,-11%,+42%,+19%,+19%,-4,,A,,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs', 'Poires 100 France']",B,Purée de pommes et poires,"['étui carton', 'barquette et film plastique', 'Frais']",['Poires 100\xa0% France'],,['Monoprix'],32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
72,Charles & Alice pommes abricots,3297760098164,['France'],"['Purée de pornnnes 69,8%', ""purée d'abricots 30%"", 'arômes naturels', 'vitamine C', ' Contient les sucres natulellement présents dans les fruits']",[],?,58,243 kj(58 kcal),"0,5","0,1",12,11,"0,5","0,01","0,004",['Charles & Alice'],,,4,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,
73,Poires Williams  Pommes - Charles & Alice - 8+8,3297760098171,['France'],[],[],?,?,,?,,?,,?,,,['Charles & Alice'],,,,8+8,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature', 'Compotes pommes poires']",,,,,,,,,,,,,,,,,,,,,,,"['Peu ou pas de sucre', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs', 'Sans édulcorants']",B,,"['Carton', 'Plastique']",,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
74,Compote pommes abricots Bergeron sans sucres ajoutés - Charles Et Alice,3297760098379,['France'],"['Ingiédients : Purée de pommes 69,8%', ""purée d'abricots 30%"", 'arômes naturels', 'antioxydant : acide ascorbique', ' Contient les sucres naturellement présents dans les fruits']",[],?,58,243 kj(58 kcal),"0,5","0,1",12,11,"0,5",0,0,['Charles Et Alice'],,['E300 - Acide ascorbique'],4,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes abricot']",0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0 g,en faible quantité,,-9%,-9%,+47%,+36%,-14%,-13%,+14%,-100%,-100%,-4,,A,,['Sans sucre ajouté'],B,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
75,Pommes Mirabelles Sans Sucres Ajoutés - Charles & Alice - 800g,3297760098423,['France'],"['Purée de pommes 87,9%', 'purée de mirabelles 12%', 'vitamine C', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",257,?,257 kj(61 kcal),"0,5","0,19",13,"11,9","0,4",~ 0,0,['Charles & Alice'],,,4,800 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes pommes mirabelles']",0.5 g,en faible quantité,0.19 g,en faible quantité,11.9 g,en quantité modérée,0 g,en faible quantité,-4%,,-8%,+53%,+124%,-11%,-11%,-4%,-100%,-100%,-4,,A,,"['Point Vert', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs', 'Sans édulcorants']",B,"Spécialité de pommes mirabelles, sans sucres ajoutés, à teneur garantie en vitamine C.","['Pot', 'Plastique', 'Carton']",['Mirabelles de France'],,['Leclerc'],35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,['France'],,
76,Charles & Alice,3297760098508,['France'],[],[],?,?,,?,,?,,?,,,['Charles & Alice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Pommes Poires - Charles & Alice - 400g (4 * 100g),3297760099031,['France'],"['Purée de pommes 61%', 'purée de poires 35%', 'sucre', 'arôme naturel', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",270,?,270 kj(65 kcal),"< 0,5","< 0,1",15,13,"< 0,5","< 0,01","0,004",['Charles & Alice'],,['E300 - Acide ascorbique'],4,400 g (4 * 100 g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']",0.5 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0.01 g,en faible quantité,+4%,,+3%,+53%,+17%,+9%,+5%,+42%,+19%,+19%,-4,,A,,"['Point Vert', 'Sans colorants', 'Sans conservateurs', 'Sans colorants ou conservateurs']",B,Spécialité de Pommes Poires.,"['Plastique', 'Pot', 'Carton']","['France', 'Pommes de France']",,['Carrefour'],32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['France'],,
78,Pommes Bananes - Charles & Alice - 400g (4 * 100g),3297760099048,['France'],"['Purée de pommes 68,5%', 'purée de bananes 30%', 'sucre', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",293,?,293 kj(70 kcal),"< 0,5","0,1",16,14,"0,6","< 0,01","0,004",['Charles & Alice'],,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",3,400 g (4 * 100 g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes banane']",0.5 g,en faible quantité,0.1 g,en faible quantité,14 g,en quantité élevée,0.01 g,en faible quantité,+8%,,+6%,+62%,+40%,+10%,+9%,+29%,+8%,+8%,-3,,A,,"['Point Vert', 'Sans colorants', 'Sans conservateurs', 'Sans colorants ou conservateurs']",B,Spécialité de Pommes Bananes,"['Pot', 'Plastique']","['France', 'Pommes de France']",,['Carrefour'],32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
79,Pommes Mangues - Charles & Alice - 400g (4 * 100g),3297760099055,['France'],"['Purée de pommes 61,2 %', 'purée de mangues 37 %', 'sucre', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",269,?,269 kj(64 kcal),"< 0,5","0,2",15,14,"< 0,5","< 0,01","0,004",['Charles & Alice'],,['E300 - Acide ascorbique'],3,400 g (4 * 100 g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes mangue']",0.5 g,en faible quantité,0.2 g,en faible quantité,14 g,en quantité élevée,0.01 g,en faible quantité,+1%,,+3%,+48%,+82%,+10%,+14%,+28%,+69%,+69%,-3,,A,,"['Sans colorants', 'Sans conservateurs', 'Sans colorants ou conservateurs']",B,,"['Carton', 'Pots', 'Plastique']",,,['Carrefour'],32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
80,Pommes Framboises - Charles & Alice - 400g (4 * 100g),3297760099079,['France'],"['Purée de pommes 77,1 %', 'purée de framboises 18 %', 'sucre', 'jus concentré de carotte pourpre', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",280,?,280 kj(67 kcal),"< 0,5","0,1",15,14,"0,5","< 0,01","0,004",['Charles & Alice'],,['E300 - Acide ascorbique'],3,400 g (4 * 100 g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes framboise']",0.5 g,en faible quantité,0.1 g,en faible quantité,14 g,en quantité élevée,0.01 g,en faible quantité,+6%,,+1%,+34%,-22%,+6%,+12%,+13%,+95%,+95%,-4,,A,,"['Point Vert', 'Sans conservateurs']",B,,"['Pot', 'Plastique', 'Carton', 'Frais']","['France', 'Pommes Françaises']",,['Carrefour'],32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['France'],http://www.charlesetalice.fr/desserts-gouters-fruits/desserts-aux-fruits/pommes-framboises-1.html,
81,Pommes Pêches - Charles & Alice - 400g (4 * 100g),3297760099086,['France'],"['Purée de pommes 48,9 %', 'pulpe et purée de pêches 47 %', 'sucre', 'antioxydant : acide ascorbique']",['Sans huile de palme'],276,?,276 kj(66 kcal),"< 0,5","0,1",15,14,"0,5","< 0,01","0,004",['Charles & Alice'],,['E300 - Acide ascorbique'],3,400 g (4 * 100 g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes pêche']",0.5 g,en faible quantité,0.1 g,en faible quantité,14 g,en quantité élevée,0.01 g,en faible quantité,+7%,,+7%,+79%,+3%,+9%,+9%,+17%,+75%,+75%,-3,,A,,"['Sans colorants', 'Sans conservateurs', 'Sans colorants ou conservateurs']",B,Spécialité de pommes pêches,"['Pots', 'Plastique', 'Carton', 'Frais']",,,['Carrefour'],32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,
82,Charles & Alice,3297760099239,['France'],[],[],?,?,,?,,?,,?,,,['Charles & Alice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Compote Pomme et Abricot Bergeron 0.5% de matière grasse. - Charles Et Alice,3297766097239,['France'],['pommes et abricots bergeron'],[],?,58,243 kj(58 kcal),"0,5","0,1",12,11,"0,5","0,01","0,004",['Charles Et Alice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Confiture Prune - Comme Autrefois,3297770001147,['France'],"[""Pruneau d'ente"", 'sucre de canne']",[],?,226,946 kj(226 kcal),"0,1",0,"55,7","55,2","0,4",0,0,['Comme Autrefois'],,,3,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes']",0.1 g,en faible quantité,0 g,en faible quantité,55.2 g,en quantité élevée,0 g,en faible quantité,,+3%,+3%,-55%,-100%,+4%,+8%,-1%,-100%,-100%,10,+4%,C,+4%,,B,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,
85,3 agrumes confiture extra - Comme Autrefois,3297770001154,['France'],"['Fà:nnge ', '55%', 'pamplemousse ', '28%', 'citron ', '17%', 'sucre de E pour 100 g', ' Teneur Ee en sucres : 60 g pour']",[],?,250,1046 kj(250 kcal),0,0,"62,6","62,6",0,0,0,['Comme Autrefois'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', ""Confitures d'agrumes""]",0 g,en faible quantité,0 g,en faible quantité,62.6 g,en quantité élevée,0 g,en faible quantité,,+10%,+10%,-100%,-100%,+14%,+19%,-100%,-100%,-100%,8,-20%,C,-20%,,D,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,
