,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,labels,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,quantity,markets,packaging,traceability_code,ingredients_origins,generic_name,manufacturing,additives,allergens,nova_score,origin_detail,link,brand_owner
1571,Citron confit cube,3700105279765,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,petits pain grillés,3596727021352,['France'],[],[],?,404,1690 kj(404 kcal),9,4,64,2,12,,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Saucisse droote pur porc,3521834445906,['France'],[],[],?,428,1791 kj(428 kcal),33,13,"2,7","1,8",29,,"4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Tortina albicocca,8052283910202,['France'],[],[],?,456,1908 kj(456 kcal),19,"6,1",65,"42,1","6,1",,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Nectar de Canne et Goyave rose,3770014432230,['France'],[],[],?,45.4,190 kj(45 kcal),"0,1","0,05","11,1","10,5","0,29",,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Solgar Advanced Acidophilus Plus,0033984000148,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Solgar'],,,,,,,,,,,,,
1577,"Kusmi æble Te, 250 G - Kusmi Tea",3585801000109,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kusmi Tea'],,,,,,,,,,,,,
1578,Vigne Rouge Biologique 20 Ampoules De 15 Mlcon. ..,3700216207237,['France'],[],[],?,?,,?,,?,,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Claristik,3770004023462,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,1L Topping Mok / Cafe Ii Imperial,5410056010925,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Mayonnaise,3334603000196,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Gummies beauté,3760306020009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Levure de bière bio,3700446496005,['France'],[],[],?,?,,?,,?,,?,['Bio'],,,C,"['Additifs alimentaires', 'Levures de bière']",,,,,,,,,,,,,,,,,,,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,,,,,,,,,,,,,
1584,"Tom-tom Et Nana, Tome 1 : Tom-tom Et L'impossible Nana",9782227731011,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,['Non alimentaire'],,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Pain Multi-céréales Bio,3760116600156,['France'],[],[],?,?,,?,,?,,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Chupa Surprise 13G,84194107,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Catch Jumbo Crab Meat,5011826155107,['France'],[],[],?,80,335 kj(80 kcal),"0,5","0,2","1,5","0,9",17,,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Reese's 2 Peanut Butter Cups,34440094,['France'],[],[],?,500,2092 kj(500 kcal),31,"10,7","57,1",50,"11,9",,"2,175","0,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Reese's""]",,,,,,,,,,,,,
1589,7 Milk Chocolate Hazelnut Cookies,5000169036945,['France'],[],[],?,533,2230 kj(533 kcal),"31,4","15,5","54,9","33,9","6,6",,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Tampico Tropical Punch,0095188030161,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Bolitas de melón de villaconejos tarrina,8437011477286,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Elsass cafe 100% arabica 10 capsules,3380881016046,['France'],[],[],?,0,0 kj(0 kcal),0,0,"0,3",0,"0,2",,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,-100%,-100%,-100%,-100%,-96%,-100%,-90%,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Pain épeautre,3419390401736,['France'],[],[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', ""Pain à l'épeautre""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Barril Delirium Tremens 5 Litros,5412186002986,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Suisse long raisins,0201092017710,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Trolli Mini Trolli Burger X 60,4003084042313,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Capsules bien-être féminin,5420008527289,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Silicium Organic,5420050204404,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Ecstasy Pop,3760196022046,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Chrono erect,3760162571264,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,435ml,8710447376102,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435 ml,,,,,,,,,,,,
1602,La Motte Millennium 2015,6001497320743,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Saumon fumé à l'ancienne,5400112490525,['France'],[],[],?,208,870 kj(208 kcal),"10,2","3,2","20,7","2,7","7,6",,"0,8","0,32",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",10.2 g,en quantité modérée,3.2 g,en quantité modérée,2.7 g,en faible quantité,0.8 g,en quantité modérée,,+12%,+13%,-3%,+55%,+4090%,+708%,-66%,-72%,-72%,4,-69%,C,-69%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,
1604,"Aptamil First Milk, Starter Pack",5051594003613,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Yaourt de brebis nature,9782747048385,['France'],[],[],?,67,280 kj(67 kcal),3,"2,2","4,4",3,"5,5",,"0,13","0,052",,['Non alimentaire'],3 g,en quantité modérée,2.2 g,en quantité modérée,3 g,en faible quantité,0.13 g,en faible quantité,,-69%,-69%,-73%,-36%,-81%,-67%,-22%,-86%,-86%,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Piña cortada y pelada tarrina,8422837123264,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,AOC luberon rosé elephant,3296180005691,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Airwick recharge freshmatic,3059943023772,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Estratto Universale Fiori Di Bach 10ML,8032542092399,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Pediakid Sommeil Format Familial,3700225602238,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Jax Coco Coconut Oil 400ML,4897042280554,['France'],[],[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Vino dulce pedro ximénez d.o. montilla moriles,8433329058667,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,flavored Drink,8719992654048,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Jus de pomme,00022705,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Mesclum Vitacress Mezcla de hojas,5606293100288,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Dayang Charbon Végétal Activé 45 Gélules,3760162131147,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Playmobil : Commissariat De Police Transportable,4008789052995,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,vin rouge -  - 2,,['France'],[],[],?,?,,?,,?,,?,['Bio'],,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,2,,['sous vide'],,,Faugres bio,['France'],,,,,,
1619,Kenyan Salsa Kachumbari,6164001121066,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Forest Fruits Yogurt Topped,5057545931370,['France'],[],[],?,428,1791 kj(428 kcal),12,7,73,44,"5,5",,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Chibre,9782221117026,['France'],[],[],?,?,,?,,?,,?,,,,,['Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Naturactive Bourrache,3700026996895,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Bronzage sun tanning,3700446496173,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Dyno Mins Fer - 30 Comprimés - Nature's Plus,0807205110646,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Debut de grossesse - conception,3700876600515,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Filet de maquereaux provencales,2889179029399,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,,,,,,,,,,,,,,,,,,,,,,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,,,,
1627,Alfalfa - 200 Gélules - Nat & Form,3535400003384,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Söhnlein White Ice Sparkling 6 X,4003310015623,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Espárragos verdes trigueros cortos d.o.,8410405000253,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Jambon De Cebo Ibérique 4 tranches,3350033228399,['France'],[],[],?,335,1402 kj(335 kcal),22,"7,7","0,7","0,5",33,,"4,45","1,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,JUMBO CHICKEN FRANKS - Dann'ka - 500g,5702288000226,['France'],"['Viande de poulet', 'séparée mécaniquement', '80%', 'eau', 'fécule de pomme de terre', 'sel', 'protéine de soja', 'fibres de pomme de terre', 'sirop de glucose', 'boyau de protéines', 'épices incl', ' moutarde et céleri', 'stabilisant ', 'E450', 'extrait de levure', 'antioxydant ', 'E300', 'conservateur ', 'E250', 'arôme de fumée']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,,"['Viandes', 'Charcuteries', 'Saucisses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Dann'ka""]",500 g,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Céleri', 'Moutarde']",4,,,
1632,Poivre Noir Moulin Bio,6006507000677,['France'],[],[],?,?,,?,,?,,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,14720499,14720499,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],,,,,,,,,,
1634,Dodo Sommeil Et Détente 200 ML,8032578470574,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Gaufre Bqruxelloise,2030506590833,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Pain Céréales Tranche,2030508079466,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Vénasève Bio - 250 ML - Herbalgem,5425009102718,['France'],[],[],?,?,,?,,?,,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Pain semect drakkar,2020004147448,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Marinade prête à l'emploi,3660159355122,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Florida,3770003015178,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Arthur,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,"Sterling Biere blonde 4,9° - Auchan",3596710215409,['France'],[],[],?,36,151 kj(36 kcal),0,0,"3,5","0,96","0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,
1643,Ma Box Minceur 100% Naturelle - 3 120 Gélules - Nat & Form,3535400017749,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nat & Form'],,,,,,,,,,,,,
1644,Bouteille De Liqueur Mint's Marie Brizard 21° 70CL - 70cL,3041311025976,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 cL,,,,,,,,,,,,
1645,"Canagan Dog Small Country 2KG Game (20,64)",5029040011550,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,WRG Extra Watermelom Bottel -,4009900441247,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Pomeol capillaire extra fort,3760278620641,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,jardin bio - lea nature,08234179,['France'],[],[],?,?,,?,,?,,?,['Bio'],,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,,,,,,,,,,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['lea nature'],,,,,,,,,,,,,
1649,Sirop grenadine Mattei,3268140007236,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Céréales complètes au chocolat au lait,5010477728432,['France'],[],[],?,461,1929 kj(461 kcal),"17,1",7,66,24,"8,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Nature Attitude Confort Urinaire,3760060284679,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Perles de peau,3401551004856,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,String Bonbons Homme,3700276246245,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Pizzasaus Super Pizza,8005590346486,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Elixir Défense Résistance Bio - 375 ML - Biofloral,3760029840045,['France'],[],[],?,?,,?,,?,,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Lemonade,5449000137128,['France'],[],[],?,18,75 kj(18 kcal),0,0,"4,2","4,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Nature Attitude Solaire,3760060284884,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Gynefam,3701172200010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Détox Ventre Plat,3701026300248,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Capsules De Café Dark Ebene (puissant) X10,5453003481041,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,GranaProsan - 100 Gélules - Dr Jacob's Medical,4041246400038,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Bâtonnet Crabe 250G - Surgeles,3364699113210,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Graines de courge,8822390225403,['France'],[],[],?,565,2364 kj(565 kcal),"44,6",8,"0,7","0,5",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Mayonesa sin gluten de,8410118028797,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Spray Anti-fringale AF-302 dietactive,3050003230109,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Canicaf,3275970031478,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Pâte à Sucre Bleu Bébé 250GR Renshaw Extra,5010301328548,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Dolce pizza Margherita,3222272747057,['France'],[],[],?,217,908 kj(217 kcal),"7,9","4,4",24,"2,2",11,,"1,4","0,56",B,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas margherita']",7.9 g,en quantité modérée,4.4 g,en quantité modérée,2.2 g,en faible quantité,1.4 g,en quantité modérée,,-4%,-5%,+6%,+25%,-18%,-18%,+17%,+10%,+10%,12,+67%,D,+67%,52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,,,,,,,,,,,,,
1669,Draineur,3701132600119,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,"Nautilus, Chair d'oursin",3329152051003,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Biscuits,3395650085000,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Dulce De Frutas,8426073502029,['France'],[],[],?,235,983 kj(235 kcal),"0,1",0,"57,6","52,5","0,3",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Persil Rochambeau,3439495104677,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,tome,2480029051302,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Eau florale - Fleur d’oranger,0701197958395,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Mayonnaise,3061435001212,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Hauts de cuisses + pilons de poulet blanc,3435660729911,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
1678,Anis Vert Bio 100G,3481899001137,['France'],[],[],?,?,,?,,?,,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Glace saveur vanille - Leader price - 1l,8204859900579,['France'],"['ou intolérantes', ' INGRÉDIENTS:Eau-sucre-lactose et protéines de lait-graisse végétale ', 'huile de noix de coco', "" - sirop de glucose-émulsifiant: mono - et diglycérides d'acides gras - stabilisants: gomme guar"", 'farine de graines de caroube - aróme-colorant: caroténoides', ' Les informations en gras sont destinées aux personnes allergiques Traces de fruits à coque']",[],?,177,741 kj(177 kcal),8,7,25,22,1,,"0,984","0,394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader price'],1l,['Leader Price'],,,,,,,,,,,
1680,British Wafer Thin Chicken Slices,01079081,['France'],[],[],?,133,556 kj(133 kcal),"5,4","1,5","2,5","0,5","18,6",,"1,35","0,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Berberine HCL,3770000228243,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Émincés de thon fumé aux zestes de citron et au thym,3760253172233,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Perle du Médoc,3760109080514,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Buram Ari Poleni 100% Naturell Honung,4260157571495,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Moringa bio,3492270124017,['France'],[],[],?,?,,?,,?,,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Saucisse sèche de doute de porc,2407962024408,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Moutarde de Dijon fine et forte - Amora - 195g,67338580,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,,,,,,,,,,,,,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,['Amora'],195 g,,,,,,,,,,,,
1688,viva - 150ml,00625341896,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Viva'],150ml,,,,,,,,,,,,
