,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,generic_name,ingredients_origins,manufacturing,markets,link,palm_ingredients,traceability_code,brand_owner
1076,Kiluva Limon Bar Slimbel - Naturhouse,8423263900542,['France'],"['Concentré de protéines de lait', 'sirop de glucose', 'couverture végétale blanche ', 'sucre', 'graisses végétales partiellement hydrogénées ', 'coco', 'graine de Palmier', 'lait écrémé en poudre', 'émulsifiant: lécithine de soja', 'vanilline', 'arôme', 'oligofructose', 'édulcorant ', 'sirop de sorbitol', 'sirop de sucre', 'graisses végétales ', 'coco', 'soja', 'palme', 'sirop de fructose', 'yaourt en poudre', 'beurre de Cacao', 'arômes: gluconate de potassium', 'citron en morceaux', '1,3%', 'glucomanane', 'pectine', 'citrate de potassium', 'phosphate de calcium', 'cellulose', 'citrate de sodium', 'carbonate de magnésium', 'complexe de vitamines ', 'maltodextrine', 'acide L-ascorbique', 'acétate de DL-alpha-tocophérol', 'nicotine mode', 'D-pantothénate de calcium', 'acétate de rétinol', 'chlorhydrate de pyridoxine', 'cholécalciférol', 'riboflavine', 'chlorhydrate de thiamine', 'acide ptéroylmonoglutamique', 'D-biotine', 'cyanocobalamine', 'pyrophosphate ferrique', ' sulfate de zinc', 'gluconate de cuivre', 'sulfate de manganèse', 'iodure de potassium', 'sélénite de sodium']","['Huile de palme', 'Non végétalien']",?,395,1653 kj(395 kcal),13,"9,2","41,5",20,"25,5","0,62","0,248",,['Naturhouse'],,"['E322i - Lécithine', 'E420ii - Sirop de sorbitol', 'E577 - Gluconate de potassium', 'E440 - Pectines', 'E460 - Cellulose']",['Soja'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Slimbel milshake Café - Naturhouse,8423263900627,['France'],"['lait écrémé en poudre', 'protéines de lait', 'maltodextrine', 'fructose', 'arôme', 'inuline', 'saccharose', 'huile végétale ', 'tournesol', ' ', 'épaississant: carboxyméthylcellulose', 'caté soluble décaféiné ', '1%', 'complexe minéral ', 'citrate de potassium', 'chlorure de sodium', 'carbonate de magnésium', 'gluconate de potassium', 'gluconate de fer', 'sulfate de zinc', 'gluconate de cuivre', 'sulfate de manganèse', 'iodure de potassium', 'sélénite de sodium', 'émulsifiant: lécithine de soja', 'complexe vitaminique ', 'sirop de glucose déshydraté', 'acide L-ascorbique', 'acétate de DL-alpha-tocophérol', 'nicotinamide', 'D-pantothénate de calcium', 'acétate de rétinol', 'chlorhydrate de pyridoxine', 'cholécalciférol', 'riboflavine', 'chlorhydrate de thiamine', 'acide ptéroylmonoglutamique', 'D-biotine', 'cyanocobalamine', 'stabilisant: gomme guar', 'édulcorants', ' source de aspartame ', 'contient une phénylalanine', ' et acésulfame de potassium', ' Contient du lait et des dérivés de soja']",['Non végétalien'],?,371,1552 kj(371 kcal),"4,4","1,5",56,38,25,"0,975","0,39",,['Naturhouse'],,"['E466 - Carboxyméthylcellulose', 'E322i - Lécithine', 'E412 - Gomme de guar', 'E950 - Acésulfame K']","['Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
1078,Kiluva Apple Bar Slimbel - SLIMBEL SYSTEM,8423263900641,['France'],"['coco', 'de palmier', 'la en -z 23205 -1 calcium acétaté de rétind', 'de substituent un repu ', 'll importe de mantenlr une consommation de iquide sufsüte', ' Les es ce dorvent ètre par dautres aliments', ' Conseratm: Consener dans un IW fraiset dns veBtàe drogenato ', 'cocco', 'semi di palma', 'sod carbon,ao di Veso', 'acidifi<l dl coiec±ferob', 'ce«w', ""nectM',arrertt"", 'essere completae da ahmenti', ' Conservazme: Conserwe in • tuop']",[],?,390,1632 kj(390 kcal),"12,5","9,3","40,5","22,8","26,5","0,6","0,24",,['SLIMBEL SYSTEM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Kiluva Cafe Bar Slimbel,8423263900801,['France'],[],[],?,120,502 kj(120 kcal),"0,5","0,5","0,5","0,2","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Bar. Avellana Susitutivas,8423263900818,['France'],[],[],?,450,1883 kj(450 kcal),15,10,45,35,4,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Peipakoa birregularis - Naturhouse,8423263901167,['France'],[],[],?,9,38 kj(9 kcal),0,0,"1,5","0,9",0,"0,015","0,006",,['Naturhouse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Fabriqué dans l'UE""]",,,,,,,,,,
1082,Panakibiotic - Naturhouse,8423263917519,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4",,['Naturhouse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Crema de almendras - GranoVita,8423266010545,['France'],[],[],?,646,2703 kj(646 kcal),57,5,0,0,27,,,,['GranoVita'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques']",,,,57 g,en quantité élevée,5 g,en quantité modérée,0 g,en faible quantité,,,,+6%,+6%,+15%,-32%,-100%,-100%,+17%,,,,,,,,,,,,,,,,,,,,,,,,
1084,Copos 5 cereales bio - GranoVita,8423266500046,"['France', 'Espagne']",[],[],?,349,1460 kj(349 kcal),"3,5","0,6","63,7","0,9","10,5","0,08","0,032",,['GranoVita'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,,3.5 g,en quantité modérée,0.6 g,en faible quantité,0.9 g,en faible quantité,0.08 g,en faible quantité,,-13%,-13%,-60%,-73%,-4%,-95%,+13%,-78%,-78%,-1,-119%,A,-119%,,,,,,,,['Bio'],,,,,,,,,,
1085,Barriobero,8423286006450,['France'],[],[],?,47,197 kj(47 kcal),"0,8","0,3",0,0,"2,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Jambon épaule Serrano Bodega,8423304310071,['France'],[],[],?,321,1343 kj(321 kcal),"23,1","9,69","0,7","0,5","27,5","4,75","1,9",E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,,,23.1 g,en quantité élevée,9.69 g,en quantité élevée,0.5 g,en faible quantité,4.75 g,en quantité élevée,,+34%,+34%,+83%,+107%,-3%,+12%,-10%,+1%,+1%,23,+40%,E,+40%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,
1087,Pinces de crabes surimi - Nós,8423316010013,['France'],"['POISSON ', '53,6%', 'farine de BLÉ', 'eau', 'chapelure ', 'farine de BLÉ', 'levure', 'sel', 'blanc dŒUF', 'pince de CRABE', ' 3', '5 % ', ' vin de riz', 'extrait de CRABE ', '1,5 %', 'sucre', 'arôme de CRABE', 'sel', 'huile végétale ', 'SOJA', 'stabilisants ', 'E-170 et E-420', 'colorant ', 'E-160c ', ' Contient du poisson', 'des crustacés', 'des céréales corstenant du gluten', 'œuf et produits à base de soja']","['Non végétalien', 'Non végétarien']",?,138,577 kj(138 kcal),1,"0,59","22,9","8,2","7,2","1,5","0,6",,['Nós'],"['Produits de la mer', 'Crustacés', 'Produits panés', 'Crabes']","['E170 - Carbonates de calcium', 'E420 - Sorbitol', 'E160c - Extrait de paprika']","['Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Soja']",4,1 g,en faible quantité,0.59 g,en faible quantité,8.2 g,en quantité modérée,1.5 g,en quantité modérée,,+29%,+41%,-55%,+2%,+330%,+507%,-39%,+15%,+15%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,
1088,Crevettes surgelees,8423316011126,['France'],[],[],?,336,1406 kj(336 kcal),"0,7","0,2","0,1","0,1","17,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Anillas,8423316030004,['France'],[],[],?,203,849 kj(203 kcal),8,"0,95","24,6",4,"6,85","1,24","0,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Olives vertes à la pâte de poivron,8423329822177,['France'],[],[],?,117,490 kj(117 kcal),"10,4","1,6","6,6",0,1,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Leche de almendras con agave - 1l.,8423352800180,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 l.,,,,,,,,,
1092,Croquette saveur Jambon - Sans marque - 500g,8423359500397,['France'],"['Eau', 'farine de BLÉ', 'chapelure ', 'farine de BLÉ', 'eau', 'sel', 'levure', 'E300', 'huile de palme', 'LACTOSÉRUM', 'amidon de maïs', 'sel', 'exhausteur de goût ', 'E621', 'extraits de protéine de SOJA', 'extraits de viande', 'graisse de volaille', 'légumes ', 'oignon', 'CÉLERI', 'carotte', 'colorant ', 'E150d', 'arôme', 'épices']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,['Sans marque'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']","['E300 - Acide ascorbique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E150d - Caramel au sulfite d'ammonium""]","['Céleri', 'Gluten', 'Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,"['Sachet', 'Plastique', 'surgelé']",,,,['Noz'],,['Huile de palme'],['ES 26.02626/SS CE'],
1093,Arachides et amandes pralinées - Salysol - 50g,8423371000516,['France'],[],[],?,521,2180 kj(521 kcal),"25,7","3,7","57,2","47,6","12,8","0,01","0,004",,['Salysol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,"['Boîte', 'Métal']",,,,,,,,
1094,Maiz gigante,8423371000523,['France'],[],[],?,457,1912 kj(457 kcal),16,"1,8",71,"0,7","5,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Saltes peanuts cacahuetes - Sal y Sol,8423371002558,['France'],[],[],?,632,2644 kj(632 kcal),54,10,6,1,26,"2,4","0,96",D,"['Sal y Sol', 'Salysol']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes', 'Fruits à coque salés', 'Cacahuètes salées']",,,,54 g,en quantité élevée,10 g,en quantité élevée,1 g,en faible quantité,2.4 g,en quantité élevée,,+4%,+5%,+12%,+39%,-52%,-81%,+2%,+105%,+105%,16,+166%,D,+166%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,,,,,
1096,Anacardos salados - Salysol,8423371004279,['France'],"['Noix de cajou', 'huile végétale ', 'palme', ' et sel']","['Huile de palme', 'Végétalien', 'Végétarien']",?,583,2439 kj(583 kcal),45,6,23,7,19,"0,6","0,24",E,"['Salysol', 'Sal y Sol']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque salés', 'Noix de cajou', 'Noix de cajou salées']",,['Fruits à coque'],3,45 g,en quantité élevée,6 g,en quantité élevée,7 g,en quantité modérée,0.6 g,en quantité modérée,,-5%,-5%,-7%,-34%,-3%,+11%,-1%,-33%,-33%,5,-39%,C,-39%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,['Point Vert'],,"['Boîte', 'Métal']",Noix de cajou,,,,,['Huile de palme'],,
1097,Tarallini,8423371005078,['France'],[],[],?,474,1983 kj(474 kcal),"19,6","2,6","64,6","1,7","9,7","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Maïs Grillé goût BBQ - Snacks Chily - 35g,8423371005672,['France'],"['mais', 'huile de tournesol', 'sel', 'arôme ', 'exhausteur de gout : E627', 'E631', 'couleur : E160c', 'épices', 'exhausteur de gout : E621', 'antioxydant : E320']",[],1893,?,1893 kj(452 kcal),"11,2","0,9","79,2",0,"7,8","1,8","0,72",,['Snacks Chily'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Maïs']","['E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E160c - Extrait de paprika', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E320 - Butylhydroxyanisol']",,4,11.2 g,en quantité modérée,0.9 g,en faible quantité,0 g,en faible quantité,1.8 g,en quantité élevée,+145%,,+183%,+268%,+71%,+201%,-100%,+89%,+276%,+276%,12,,D,,,,,,,,,"['Point Vert', 'Fabriqué en Espagne']",35 g,"['Conserve', 'métal']",,['Espagne'],['Espagne'],,http://www.gestion-loisirs.be/web/index.php?option=com_content&view=category&layout=blog&id=4&Itemid=5,,['ES 26.871/SE CE'],
1099,Pistaches salees,8423371446451,['France'],[],[],?,606,2536 kj(606 kcal),50,"5,9",12,4,22,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Kaki Juice-Jus,8423375861106,['France'],[],[],?,64,268 kj(64 kcal),"0,1",0,"15,6","15,6","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Jambon Supérieur 7 tranches - Gourmédélice,8423389019333,['France'],[],[],?,112,469 kj(112 kcal),4,"1,6","0,9","0,9",18,"1,3","0,52",E,['Gourmédélice'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,4 g,en quantité modérée,1.6 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en quantité modérée,,-15%,-14%,-17%,-13%,+35%,+51%,-15%,-30%,-30%,2,-72%,B,-72%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Qualité supérieure'],,,,,,,,,,
1102,Jambon cuit espina,8423389035081,['France'],[],[],?,131,548 kj(131 kcal),5,2,"1,1","0,9",18,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
1103,Jamón Serrano,8423389035791,['France'],[],[],?,186,778 kj(186 kcal),"6,6","3,2","0,45","0,45",31,"4,12","1,648",E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,,,6.6 g,en quantité modérée,3.2 g,en quantité modérée,0.45 g,en faible quantité,4.12 g,en quantité élevée,,-22%,-22%,-48%,-31%,-37%,+1%,+2%,-12%,-12%,15,-9%,D,-9%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,
1104,Soubressade de mallorca,8423395620806,['France'],[],[],?,633,2648 kj(633 kcal),66,25,"0,5","0,5","8,6",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Boisson orange ananas,8423443333832,['France'],[],[],?,341,1427 kj(341 kcal),"6,8","3,6","8,4","4,6","60,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Saucisse de Porc Italien,8423521025031,['France'],[],[],?,449,1879 kj(449 kcal),36,15,"0,75","0,1",29,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Mega force,8423565022928,"['France', 'Espagne']",[],[],?,46,192 kj(46 kcal),0,0,"10,8","10,5",0,"0,17","0,068",,,"['Boissons', 'Boissons gazeuses']",,,,0 g,en faible quantité,0 g,en faible quantité,10.5 g,en quantité élevée,0.17 g,en quantité modérée,,+84%,+85%,-100%,-100%,+77%,+78%,-100%,+900%,+900%,14,+70%,E,+70%,,,,,,,,['en:gluten-free'],,,,,,,,,,
1108,Huile d'olive vierge,8423588000750,['France'],[],[],?,900,3766 kj(900 kcal),100,13,0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,,,,+5%,+5%,+5%,-7%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
1109,Huile d'olive extra vierge -,8423588001009,['France'],[],[],?,130,544 kj(130 kcal),14,2,0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
1110,Chorizo Extra Dulce - Duroc,8423610071000,['France'],"['Porc ', '95%', ',paprika', 'sel et ail']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,392,1640 kj(392 kcal),34,"13,6",1,"0,1","20,6","3,05","1,22",,['Duroc'],"['Viandes', 'Charcuteries']",,,3,34 g,en quantité élevée,13.6 g,en quantité élevée,0.1 g,en faible quantité,3.05 g,en quantité élevée,,+50%,+52%,+76%,+87%,-32%,-87%,+10%,+28%,+28%,24,+50%,E,+50%,,,,,,,,,,,,,,,,,,
1111,Chorizo extra piquant,8423610071369,['France'],[],[],?,392,1640 kj(392 kcal),34,"13,6",1,"0,1","20,6","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Chorizo,8423610072250,['France'],[],[],?,425,1778 kj(425 kcal),"40,3","15,8","1,8","1,8","13,8","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Omelette espagnole,8423610081016,['France'],[],[],?,137,573 kj(137 kcal),"5,3","3,6",18,"1,7","3,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Omelette espagnole avec oignons - Artysan - 500g,8423610081054,['France'],"['Pomme de terre ', '60 %', 'œuf liquide pasteurisé', 'oignon ', '7 %', ' [oignon', ""huile d'olive"", 'sel', ""régulateur d'acidité "", 'E330', ']', 'huile de tournesol', 'sel', 'émulsifiant ', 'lécithine de soja', ""huile d'olive"", 'arôme naturel et stabilisateurs ', 'E407', 'E410 et E415']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,154,644 kj(154 kcal),"7,4","5,7","15,7","1,2","4,3","1,03","0,412",,['Artysan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale""]","['E330 - Acide citrique', 'E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane']","['Œufs', 'Lait', 'Soja']",4,7.4 g,en quantité modérée,5.7 g,en quantité élevée,1.2 g,en faible quantité,1.03 g,en quantité modérée,,-6%,-3%,+16%,+471%,+1%,-51%,-31%,+13%,+13%,8,+3304%,C,+3304%,,,,,,,,,500 g,['Plastique'],,,,['Casino'],,,,
1115,Carne de cerdo duroc,8423610262736,['France'],[],[],?,284,1188 kj(284 kcal),"21,1",7,"0,2","0,1","23,3","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Sardines,8423616836191,['France'],[],[],?,203,849 kj(203 kcal),13,"2,5",0,0,"22,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Rosquillas traditional,8423621000938,['France'],[],[],?,378,1582 kj(378 kcal),"1,9","0,5","77,1","0,9","11,8","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Panificadora,8423621261094,['France'],[],[],?,374,1565 kj(374 kcal),"1,2","0,31","78,6",2,"10,6","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Soupe glacee legumes verts,8423674100739,['France'],[],[],?,143,598 kj(143 kcal),"1,5","0,3","3,5","3,2","1,3","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Gaspacho de pastèque,8423674101170,['France'],[],[],?,41,172 kj(41 kcal),"1,4","0,6","6,1","5,4","0,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Velouté Bio Lentilles,8423674300047,['France'],[],[],?,57,238 kj(57 kcal),"1,6","0,2","6,7","0,7","3,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1122,Gazpacho,8423674800189,['France'],[],[],?,29,121 kj(29 kcal),"1,4","0,2","3,5","1,8","0,5","0,8","0,32",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",,,,1.4 g,en faible quantité,0.2 g,en faible quantité,1.8 g,en faible quantité,0.8 g,en quantité modérée,,-29%,-30%,-43%,-48%,+4%,-29%,-36%,+20%,+20%,3,+152%,C,+152%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,,,,,,,
1123,Yosoy Bebida de Arroz + coco - Liquats Vegetals SA,8423752108213,['France'],"['natural de coco / Water', 'rice ', '15%', 'coconut milk ', '2%', 'sea salt', 'natural coconut flavour / Âgua', 'arroz ', '15%', 'Leite de coco ', '2%', 'sal marinha', 'aroma natural de coco']",[],?,60,251 kj(60 kcal),"1,3","1,2","11,7","5,6","0,3","0,07","0,028",B,['Liquats Vegetals SA'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', ""Boissons à l'avoine""]",,,,1.3 g,en faible quantité,1.2 g,en quantité modérée,5.6 g,en quantité modérée,0.07 g,en faible quantité,,+25%,+25%,+1%,+480%,+49%,+9%,-61%,-26%,-26%,2,+275%,B,+275%,9.3%,2.1%,32.4%,31.8%,19.1%,5.3%,88,"['Sans sucre ajouté', 'Sans lactose']",,,,,,,,,,
1124,Assiette tapas halal - L'oasis De Djerba,8423759005997,['France'],"['viande de boeuf ', '130 g pour de produit 100 g', 'LACTOSE sel orctenes LAIT', 'dextrine', 'épices', 'ail en poudra dextrose', 'sucre', 'émujsri ant ', 'E-452', '1 arôme de fumee goût ', 'E-621', ' ', 'antioxydant ', 'E-301', 'conservateurs ', 'E-252 et E-250j et coiorartt naturel de contenir des traces de SOJA']","['Non végétalien', 'Non végétarien']",?,130,544 kj(130 kcal),21,"9,8","2,3","2,3","26,2","4,7","1,88",,"[""L'oasis De Djerba""]",,"['E1400 - Dextrines', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Halal', 'Entrepreneurs + Engagés']",,,,,,,,,,
1125,Chorizo - Provencehalles,8423759050065,['France'],"['viande de porc ', '125g pours100g de produit', 'piment', 'sel', 'LACTOSE', 'protéines de SOJA', 'dextrine', 'dextrose', 'ail en oudre', 'épices', 'protéines de LAIT conservateurs ', '2262', 'E-250 et E-252', 'stabilisant ', 'E-451', 'antioxydant ', 'E-331', 'acidifiant ', 'E-330', ' colorant ', 'F-120', ' et arôme de fumée']","['Non végétalien', 'Non végétarien']",?,278,1163 kj(278 kcal),20,"7,5","1,7","1,2",24,"3,7","1,48",D,['Provencehalles'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']","['E1400 - Dextrines', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E330 - Acide citrique']","['Lait', 'Soja']",4,20 g,en quantité modérée,7.5 g,en quantité élevée,1.2 g,en faible quantité,3.7 g,en quantité élevée,,-32%,-32%,-41%,-42%,-42%,-33%,+5%,-1%,-1%,20,-16%,E,-16%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,,,,,,,,,
1126,Jambon SERANO,8423759050416,['France'],[],[],?,219,916 kj(219 kcal),"9,3","3,1","0,9","0,9","33,8","5,8","2,32",E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,,,9.3 g,en quantité modérée,3.1 g,en quantité modérée,0.9 g,en faible quantité,5.8 g,en quantité élevée,,-8%,-8%,-26%,-34%,+25%,+101%,+11%,+24%,+24%,15,-9%,D,-9%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,
1127,Salchichòn de dinde,8423759051048,['France'],[],[],?,275,1151 kj(275 kcal),"16,6",6,"4,1","2,7","27,2","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Salami de dinde halal aux olives,8423759056104,['France'],[],[],?,366,1531 kj(366 kcal),"28,8","9,8","5,7","2,5","20,9","3,6","1,44",D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis', 'Salami de dinde']",,,,28.8 g,en quantité élevée,9.8 g,en quantité élevée,2.5 g,en faible quantité,3.6 g,en quantité élevée,,+15%,+16%,+16%,-2%,+129%,+175%,+4%,+5%,+5%,23,+8%,E,+8%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['en:gluten-free', 'Halal']",,,,,,,,,,
