,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,traceability_code,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,ingredients_origins,packaging,allergens,nova_score,manufacturing,generic_name,additives,brand_owner,link
1200,Rillettes de Langouste Royale Nature - Palladines - 50g,3770014391049,['Palladines'],['France'],"['Chair de langouste 30% mise en oeuvre', 'crème fraiche', 'filet de poisson blanc 20%', 'spécialité fromagère pasteurisée ', 'lait', '*', 'oignon', 'eau', 'concentré de crustacé', 'ail', 'sel', 'agar agar', 'poivre', ' *lait entier', 'crème', 'préparation de protéines de lait', 'perméat de lactosérum concentré', 'sel', 'stabilisant ', 'farine_de_graines_de_caroube', 'acidifiant ', 'acide_citrique']","['Non végétalien', 'Non végétarien']",624,150,624 kj(150 kcal),11,"7,4","2,8","2,2",10,"0,98","0,392",50 g,"['FR 22.272.006 CE', ""Saint-Agathon (Côtes-d'Armor, France)""]",,,"['Produits de la mer', 'Produits à tartiner', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de crustacés', 'Rillettes de langoustine']",11 g,en quantité modérée,7.4 g,en quantité élevée,2.2 g,en faible quantité,0.98 g,en quantité modérée,,0%,-1%,+3%,+11%,-1%,+65%,-3%,+1%,+1%,12,+3%,D,+3%,,,,,,,,,['Mer des Caraïbes'],"['Bocal', 'Verre']","['Crustacés', 'Poisson', 'Lait']",4,"['Saint Agathon', 'France']",Rillettes de Langouste,"['E406 - Agar-agar', 'E410 - Gomme de caroube', 'E330 - Acide citrique']",,
1201,Émincés de Saumon Atlantique fumé 5 baies & coriandre,3760253171663,,['France'],[],[],?,182,761 kj(182 kcal),10,"1,5",0,0,23,3,"1,2",,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",10 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,,-2%,-2%,-5%,-27%,-100%,-100%,+4%,+6%,+6%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,
1202,SAVINO PASTA,3580281186268,['Savino'],['France'],[],[],?,348,1456 kj(348 kcal),"1,1","0,1",71,"3,5",12,"0,01","0,004",,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Bouchée à la reine,5400501953464,,['France'],[],[],?,147,615 kj(147 kcal),"9,3","6,2","4,2","0,6",12,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,poulet roti fermier,0201202065273,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Gingembre bio confit - Nature Active Bio,4099200022499,['Nature Active Bio'],"['France', 'Suisse']",[],[],?,352,1473 kj(352 kcal),"0,5","0,1",86,73,"0,5","0,01","0,004",,,"['Bio', 'Bio européen', 'AT-BIO-402']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Snacks', 'Condiments', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Epices', 'Gingembre', 'Fruits confits', 'Gingembre confit']",0.5 g,en faible quantité,0.1 g,en faible quantité,73 g,en quantité élevée,0.01 g,en faible quantité,,+4%,+4%,+100%,+276%,+6%,+1%,-27%,-83%,-83%,,,,,61.7%,0.0%,0.0%,28.7%,9.6%,0.0%,97,,,,,,,,,,
1206,Oeufs de truite,3284570001330,,['France'],[],[],?,80,335 kj(80 kcal),"0,02",0,"0,2",0,"0,11",0,0,,,['Sans colorants'],,"['en:Trout eggs', 'Oeufs de truite']",0.02 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-57%,-56%,-100%,-100%,-91%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
1207,Double concentré de tomate,6191537703312,,['France'],[],[],?,0,0 kj(0 kcal),"1,8","0,3",15,15,"3,6","1,08","0,432",,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Concentrés de tomates']",1.8 g,en faible quantité,0.3 g,en faible quantité,15 g,en quantité élevée,1.08 g,en quantité modérée,,-100%,-100%,+185%,+146%,-2%,+8%,-20%,+33%,+33%,0,,B,,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,,,,,,,,,,
1208,Galette sablée caramel,0203247031169,,['France'],[],[],?,461,1929 kj(461 kcal),21,14,63,30,"5,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,TI montagne,2625041027557,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Borgobello,8052283910356,,['France'],[],[],?,507,2121 kj(507 kcal),"23,9","9,5","66,7","21,4","6,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Viande bovine,0207034042970,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,10 croissants + 10 pains au chocolat,0211114030702,,['France'],[],[],?,376,1573 kj(376 kcal),19,12,43,"9,3","6,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,BIO Olives vertes aux amandes - Auchan,3596710479801,"['Auchan', 'Auchan Bio']",['France'],[],[],?,213,891 kj(213 kcal),22,3,"0,4","0,4","3,7",4,"1,6",,,"['Bio', 'Bio européen', 'ES-ECO-001-AN', 'Agriculture UE', 'Nutriscore', 'Nutriscore C']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies aux amandes']",22 g,en quantité élevée,3 g,en quantité modérée,0.4 g,en faible quantité,4 g,en quantité élevée,,+1%,+1%,+10%,+3%,-84%,-20%,-1%,+19%,+19%,14,+7%,D,+7%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['Auchan'],,,,,,,,,
1214,BIO mais doux - Auchan,3596710479986,['Auchan'],['France'],[],[],?,71,297 kj(71 kcal),"1,8","0,3","9,6","3,8","2,5","0,46","0,184",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Nutriscore', 'Nutriscore A']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'Maïs doux en conserve']",1.8 g,en faible quantité,0.3 g,en faible quantité,3.8 g,en faible quantité,0.46 g,en quantité modérée,,-20%,-21%,+11%,-4%,-33%,-21%,-10%,+2%,+2%,-7,,A,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,['Auchan'],,,,,,,,,
1215,Laitue batavia blonde Bio,3700344606582,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Kaninchen,2832827015398,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Becher'],,,,,,,
1217,Chips à l'ancienne,3564700442944,,['France'],[],[],?,554,2318 kj(554 kcal),37,"3,4",48,"0,7",5,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Merguez bœuf mouton,3361114021402,,['France'],[],[],?,?,,?,,?,,?,,,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",,,,,,,,,,,,,,,,,,,,,,,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,,,['Barquette'],,,,,,,
1219,Soupe de légumes du potager,3760259130572,,['France'],[],"['Végétalien', 'Végétarien']",?,382,1598 kj(382 kcal),"8,4","1,6","9,5",4,61,"4,75","1,9",,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Pates de Noel,3065620012304,,['France'],[],[],?,367,1536 kj(367 kcal),5,"1,3",64,"2,6",15,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Taboulé de légumes,2461780031956,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Graine de tournesol,8412669040983,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,
1223,Pesto à la truffe d'été,8025386005243,,['France'],[],[],?,434,1816 kj(434 kcal),39,7,"11,3","3,9","5,3","2,61","1,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Persil,5713240245258,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Lard roti,2486698026764,,['France'],[],[],?,265,1109 kj(265 kcal),"17,9","6,8","0,6","0,3","25,3","1,48","0,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Gynefam,3701172200058,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Belgian filled chocolate cups - 200g,5414396157012,,['France'],[],[],?,568,2377 kj(568 kcal),38,18,49,47,7,"0,09","0,036",200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Kombucha gingembre,7729706490054,,['France'],[],[],?,45,188 kj(45 kcal),0,0,"2,5","2,5",0,0,0,,,,C,"['Boissons', 'Boissons au thé', 'Kombuchas']",0 g,en faible quantité,0 g,en faible quantité,2.5 g,en quantité modérée,0 g,en faible quantité,,+150%,+151%,-100%,-100%,-35%,-27%,-100%,-100%,-100%,9,+57%,D,+57%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,,,,
1229,Fourme d'ambert,2230100001364,,['France'],[],[],?,340,1423 kj(340 kcal),28,19,2,0,20,"2,5",1,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",28 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,,-1%,-0%,-1%,-4%,+103%,-100%,-1%,+13%,+13%,19,+6%,E,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1230,Piece de bieuf,2296764044796,,['France'],[],[],?,?,,?,,?,,?,,,,"['FR 85.109.005 CE', 'Herbiers (Vendée, France)', 'FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)', 'FR 49.192.012 CE', 'Maulévrier (Maine-et-Loire, France)']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Petit roti echine,0247467027946,,['France'],[],[],?,126,527 kj(126 kcal),"1,2",0,0,0,24,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Aiguillettes de poulet - La Nouvelle Agriculture,0213329022114,['La Nouvelle Agriculture'],['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,-17%,-30%,-16%,-100%,-100%,+1%,-75%,-75%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1233,Saucisse Sèche aux cèpes - Oberti,3349010001179,['Oberti'],['France'],[],[],?,379,1586 kj(379 kcal),"26,8","10,2",5,"1,4","29,5",5,2,,,"['Viande Française', 'Viande Porcine Française']",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches']",26.8 g,en quantité élevée,10.2 g,en quantité élevée,1.4 g,en faible quantité,5 g,en quantité élevée,,-8%,-8%,-17%,-19%,+124%,-5%,+2%,+8%,+8%,24,-0%,E,-0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,
1234,Pavé mexicain,2887812018564,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Brioche pépite de chocolat,0206731029529,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Tomme Noire Pyrenée IGP,2823344018436,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Fromage de chèvre - Cash Service - 1kg,01017312,"['Cash Service', 'Makabi']",['France'],"['lait pasteurisé de chèvre', 'sel', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,260,1088 kj(260 kcal),25,18,"0,8","0,5",20,"1,5","0,6",1 kg,"['FR 79.061.001 CE', 'Celles-sur-Belle (Deux-Sèvres, France)']",['Kascher'],E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Fromages pasteurisés']",25 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,-8%,-8%,+10%,+12%,-52%,-48%,+16%,+11%,+11%,14,+5%,D,+5%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,['Frais'],['Lait'],3,,,,,
1238,Sauce caesar,3410150000008,,['France'],[],[],?,302,1264 kj(302 kcal),31,"2,9","2,8","0,4","1,4","1,6","0,64",,,"['Sans arômes artificiels', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Jambon à l'ancienne - Tallec,0255382026630,['Tallec'],['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",,"['EMB 29004O', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']","['Viande Française', 'Viande Porcine Française']",,"['Viandes', 'Charcuteries', 'Jambons']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,-4%,+3%,-0%,-24%,-6%,-6%,-34%,-34%,12,+13%,D,+13%,,,,,,,,,,,,,,,,,
1240,Tomme brebis chèvre,2488647024401,,['France'],[],[],?,450,1883 kj(450 kcal),"39,2",27,"0,5","0,5","24,2","1,8","0,72",,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Le mélange Tex Mex - Spigol,3102870044805,['Spigol'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Demi-abricots au sirop - Finesse des Vergers,3590590027107,['Finesse des Vergers'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Foret noire -  - 219g,0202339019689,,['France'],"['Ingrédients Crème montée 28% ', 'CRÈME ', 'dont stabilisant E407', 'sucre', 'stabilisant E407', 'mousse au chocolat 24,3% ', 'CRÈME ', 'dont stabilisant E407', 'chocolat noir  8,6% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant lécithine de soja', 'arôme vanille', 'lait demi-écrémé', 'génoise cacao 18,9% ', 'OEUFS', 'sucre', 'farine de BLÉ', 'amidon de BLÉ', 'eau', 'sirop de sucre inverti', 'stabilisant : glycérol', 'poudre de cacao 0,57%', 'émulsifiants E471-E475', 'poudre à lever: E4501 E500ii', ""brisures d'amarena aromatisées 14% "", 'cerise', 'sucre', 'sirop de glucose-fructose', 'eau', ""jus d'amarena"", 'acidifiant acide citrique', 'arôme', 'colorant E 163', 'conservateur E220 ', 'SULFITES', ""sirop d'imbibage 10,1% "", 'sirop de sucre inverti', 'eau', 'extrait de vanille', 'gousses de vanille broyées', 'décor 4,7% ', 'amarena ', 'cerise', 'sucre', 'sirop de glucose fructose', 'eau', ""Jus d'amarena"", 'acidifiant acide citrique', 'arôme', 'colorant : E163 ', 'conservateur : E220 ', 'SULFITES', 'chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant lecithine de SOJA', 'arôme vanille', 'beurre de cacao']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,326,1364 kj(326 kcal),18,12,37,23,38,"0,07","0,028",219 g,"['EMB 25563A', 'Thurey-le-Mont (Doubs, France)']",,C,"['Desserts', 'Biscuits et gâteaux', 'Gâteaux', 'Forêt-noires']",18 g,en quantité modérée,12 g,en quantité élevée,23 g,en quantité élevée,0.07 g,en faible quantité,,-19%,-19%,-8%,+57%,-26%,-18%,+599%,-88%,-88%,19,+6%,E,+6%,84.1%,7.6%,3.9%,2.3%,2.1%,0.0%,55,['Carrefour'],,['Plastique'],"['Œufs', 'Gluten', 'Lait', 'Soja', 'Anhydride sulfureux et sulfites']",4,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique', 'E163 - Anthocyanes', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,
1244,Rocamadour,0211111014439,,['France'],[],[],?,265,1109 kj(265 kcal),21,0,1,0,18,0,0,,,,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Rocamadour']",21 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-3%,-4%,-5%,-100%,-5%,-100%,+7%,-100%,-100%,-2,-116%,A,-116%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,,,,
1245,Sorbet cassis - Ferme Mionet - 1l - 575g,3000100000334,['Ferme Mionet'],['France'],"['cassis', 'sucre', 'sirop de glucose deshydraté', 'eau,caroube']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,1l - 575g,"['FR 62.503.036 CE', 'Leubringhen (Pas-de-Calais, France)']",,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au cassis']",,,,,,,,,,,,,,,,,,,,,,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Gamm’Vert'],,['Barquette plastique'],,4,['Pas-de-Calais'],,,,
1246,Cappuccino Chocolates By Michel Cluizel,0659253140201,['Michel Cluizel'],['France'],[],[],?,577,2414 kj(577 kcal),"43,5","25,1",39,"32,3","5,7","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Filet de poulet,0215274036475,,['France'],[],[],?,?,,?,,?,,?,0,0,,"['FR 85.084.001 CE', 'Essarts (Vendée, France)']",,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1248,"The ""financier"" - Mariage Frères",3700286529772,['Mariage Frères'],['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Lettre en chocolat blanc,8718537536276,,['France'],[],[],?,552,2310 kj(552 kcal),"33,1","19,9","56,9","56,5","6,6","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Confiture des Monts d'Arrée - Les 4 Saisons,3470410025059,['Les 4 Saisons'],['France'],[],[],?,256,1071 kj(256 kcal),0,0,60,60,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Les cristaux,3760137580826,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,El Artesano Chocolate and Almond Turron Torta 200 G,8412080005172,['El Artesano'],['France'],[],[],?,573,2397 kj(573 kcal),41,18,37,34,11,0,0,200 g,,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",41 g,en quantité élevée,18 g,en quantité élevée,34 g,en quantité élevée,0 g,en faible quantité,,+10%,+9%,+31%,+241%,-18%,-11%,-8%,-100%,-100%,24,+45%,E,+45%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,
1253,decoupe de poulet - shems - 930g,0426966052745,['Shems'],"['France', 'Royaume-Uni']",[],[],?,?,,?,,?,,?,,,930g,,"['Halal', 'Contrôle mosquée  de Paris Halal']",C,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['France'],,,,,,,,
1254,Poulet fermier Normand,3523680264472,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Farmer's aloe vera,0884394007353,,['France'],[],[],?,50,209 kj(50 kcal),0,0,11,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Fromage en portions Le P'tit Kiddy,6132508000337,,['France'],[],[],?,224.6,940 kj(224 kcal),17,4,8,8,"9,9","1,9","0,76",,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",17 g,en quantité modérée,4 g,en quantité modérée,8 g,en quantité modérée,1.9 g,en quantité élevée,,-32%,-31%,-36%,-78%,+561%,+978%,-51%,+46%,+46%,9,-34%,C,-34%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1257,Splendido sliced sun-dried tomatoes in seasoned oil,0060383010942,,['France'],[],[],?,200,837 kj(200 kcal),10,"1,333",20,"6,667","6,667","6,5","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Capsules café Sélection compatibles Nespresso - Casino Délices,3222477228634,['Casino Délices'],['France'],[],[],?,?,,?,,?,,?,0,0,,,"['Commerce équitable', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,
1259,Jambon a l'ancienne - Tallec,2264757034116,['Tallec'],['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",,,"['Viande Française', 'Viande Porcine Française']",,"['Viandes', 'Charcuteries', 'Jambons']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,-4%,+3%,-0%,-24%,-6%,-6%,-34%,-34%,12,+13%,D,+13%,,,,,,,,,,,,,,,,,
1260,Pains aux figues fabrication maison,0255044008868,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Serie oro digest miel funcional de multiflora con aloe vera - Hijas del Sol,8412016361631,['Hijas del Sol'],['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Riz aux lentilles avec pignons et cumin,0735143006519,,['France'],[],"['Végétalien', 'Végétarien']",?,157,657 kj(157 kcal),"6,5",1,"18,8","0,8","5,3","0,5","0,2",,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Biscuits Miller's Toast Cranberry & Raisin,5014908002542,,['France'],[],[],?,466,1950 kj(466 kcal),"10,7",3,"79,3","30,4","10,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['card-box', 'pet-tray']",,,,,,,
1264,Huile de tournesol vierge,3329489000118,,['France'],[],[],?,900,3766 kj(900 kcal),100,15,0,0,0,0,0,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,+3%,+3%,+42%,-100%,-100%,-100%,-100%,-100%,11,0%,D,0%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,,,,,,,,
1265,Organic Dark Brown Sugar - Organics,0079893513164,['Organics'],"['France', 'États-Unis']",['Organic dark brown sugar'],[],?,375,1569 kj(375 kcal),0,0,100,100,0,0,0,,,['Bio'],B,"['Édulcorants', 'Sucres']",0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,,-4%,-4%,-100%,-100%,+2%,+6%,-100%,-100%,-100%,14,-1%,D,-1%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,Glencourt Inc.,
1266,Composition douceur,3760200980386,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Delice aux noix et kirsch,2211900032802,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
