,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,additives,allergens,nova_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,ingredients_origins,link,origin_detail,producer_info,palm_ingredients
143,Petit Yop -,3329770048546,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,P'tit Yop goût Fraise - Yoplait - 720g (4 * 180g),3329770048560,['France'],"['Lait écrémé à base de poudre de lait - Sucre : 6% - Sirop de glucose-fructose : 5,3% - Crème - Arôme naturel - Concentré des minéraux du lait- Ferments Lactiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",324,?,324 kj(77 kcal),"1,3","0,9","12,4",12,"2,8","0,11","0,044",E,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Yaourts à boire goût fraise', 'Boissons avec sucre ajouté']","['Source de calcium', 'Point Vert', 'Arômes naturels', 'Sans colorants']",1.3 g,en faible quantité,0.9 g,en quantité modérée,12 g,en quantité élevée,0.11 g,en faible quantité,+5%,,+6%,-10%,-4%,+7%,+6%,-1%,+7%,+7%,18,+15%,E,+15%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,"['Yoplait', ""P'tit Yop""]",,['Lait'],4,Yaourt à boire sucré aromatisé.,720 g (4 * 180 g),"['Frais', 'Carton', 'Plastique', 'Bouteille']",['France'],,['Super U'],,,,,
145,P'tit Yop goût Framboise - Yoplait - 720g (4 * 180g),3329770048577,['France'],"['Lait écrémé à base de poudre de lait', 'sucre : 6%', 'sirop de glucose-fructose : 3,8%', 'crème', 'arôme naturel', 'concentré des minéraux du lait', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",303,?,303 kj(72 kcal),"1,3","0,9","11,2","10,9","2,8","0,12","0,048",D,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Yaourts aromatisés', 'Boissons avec sucre ajouté', 'Yaourts sucrés', 'Yaourts à boire goût framboise']","['Source de calcium', 'Point Vert', 'Arômes naturels', 'Sans colorants']",1.3 g,en faible quantité,0.9 g,en quantité modérée,10.9 g,en quantité élevée,0.12 g,en faible quantité,-18%,,-20%,-53%,-49%,-10%,-8%,-21%,+5%,+5%,18,+433%,E,+433%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,45,"['Yoplait', ""P'tit Yop""]",,['Lait'],4,Yaourt à boire sucré aromatisé,720 g (4 * 180 g),"['Frais', 'Plastique', 'Bouteille', 'Carton']",['France'],"['FR 89.263.001 CE', 'Monéteau (Yonne, France)']",['Super U'],,,,,
146,PANIER 0% MG FRUITS ROUGES 125Gx8 - Yoplait,3329770048614,['France'],"['SPÉCIALITÉ LAITIÈRE MAIGRE AUX FRUITS', 'AVEC ÉDULCORANTS Lait écrémé à base de poudre de lait - Lait écrémé - Fruits : Fraise 14% ou Cerise Griotte ou Framboise ou Mûre 10% - Poudre de lait écrémé - Jus de carotte - Gélatine - Amidon transformé de maïs - Jus de raisin - Epaississants : Gomme de guar', 'Carraghénanes', ""Pectine - Correcteurs d'acidité : Citrates de sodium"", 'Acide citrique - Arômes Edulcorants : Aspartame', 'Acesulfame K - Ferments lactiques ', 'lait']","['Non végétalien', 'Non végétarien']",?,42,176 kj(42 kcal),"0,1","0,1",5,"0,4",4,"0,18","0,072",,,"['en:gluten-free', 'Contient une source de phénylalanine', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yoplait'],"['E428 - Gélatine', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E951 - Aspartame', 'E950 - Acésulfame K']",['Lait'],4,,,,,"['FR 72.181.001 CE', 'Mans (Sarthe, France)', 'FR 38.544.004 CE', 'Vienne (Isère, France)']",,,,,,
147,PANIER 0% MG FRUITS JAUNES 125Gx8 - Yoplait,3329770048621,['France'],"['Lait écrémé à base de poudre de lait - Lait écrémé - Fruits : Pêche ou Ananas 1 1', '2% ou Abricot 10', '4% ou Nectarine 10', '4% - Poudre de lait écrémé - Jus de carotte - Jus de potiron - Gélatine - Amidon transformé de maïs - Arômes - Epaisslssants : Pectine', ""Gomme de guar - Correcteurs d'acidité : Acide citrique"", 'Citrates de sodium', 'Citrates de potassium', 'Citrates de calcium - Edulcorants : Aspartame', 'Acesulfame K - Ferments lactiques ', 'lait']","['Non végétalien', 'Non végétarien']",?,42,176 kj(42 kcal),"0,1","0,1","5,2","4,9",4,"0,16","0,064",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']","['en:gluten-free', 'Contient une source de phénylalanine', 'Sans colorants']",0.1 g,en faible quantité,0.1 g,en faible quantité,4.9 g,en faible quantité,0.16 g,en faible quantité,,-58%,-58%,-97%,-95%,-61%,-60%,+10%,+40%,+40%,-1,-136%,A,-136%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Yoplait'],"['E428 - Gélatine', 'E14XX - Amidons modifiés', 'E440 - Pectines', 'E412 - Gomme de guar', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E332 - Citrates de potassium', 'E333 - Citrates de calcium', 'E951 - Aspartame', 'E950 - Acésulfame K']",['Lait'],4,,,,,"['FR 38.544.004 CE', 'Vienne (Isère, France)']",,,,,,
148,PANIER STANDARD MG FRUITS ROUGES 125Gx8 - Yoplait,3329770048638,['France'],"['Yaourt ', 'Lait écrémé à base de poudre de lait - Lait écrémé - Crème - Poudre de lait écrémé - Ferments lactiques', ' - Fraise 10', '8% Cerise 10', '7% ou Mûre 10% ou Framboise 9', '4% - Sucre 9', ""1 % - Amidon transformé de mais - Jus de carotte - Epaisissant Carraghénanes - Correcteurs d'acidité : Citrates de potassium"", 'Citrates de sodium', 'Acide citrique - Arômes naturels', "" Lait d'origine France"", ' Sans gluten *Sans colorant : la couleur est apportée par des jus de fruits ou de légumes']",['Non végétalien'],?,396,1657 kj(396 kcal),"2,7","1,8","13,2","12,8","3,2","0,13","0,052",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']","['en:gluten-free', 'Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",2.7 g,en faible quantité,1.8 g,en quantité modérée,12.8 g,en quantité élevée,0.13 g,en faible quantité,,+330%,+332%,-17%,-12%,+20%,+27%,-15%,+13%,+13%,6,+96%,C,+96%,,,,,,,,['Yoplait'],"['E14XX - Amidons modifiés', 'E332 - Citrates de potassium', 'E331 - Citrates de sodium', 'E330 - Acide citrique']",['Lait'],4,,,,,,,,,,,
149,Panier de Yoplait Fruits 125Gx8,3329770048645,['France'],"['/ Yaourt ', 'Lait écrémé à base de poudre de lait - Lait écrémé - Crème - Poudre de lait écrémé - Ferments lactiques', ' - Fruits : Pêche 1 1', '3% ou Abricot 11', '1% ou Poire 1 196 ou Ananas 10', '6% - Sucre 8', '9% - Jus de carotte - Amidon transformé de maïs - Jus de potiron - Arômes naturels - Epaississant : Carraghénanes - Correcteurs dacidité : Citrates de potassium', 'Citrates de sodium', 'Acide citrique', 'Acide malique', "" Lait d'origine France"", ' Sans gluten', ' *Sans colorant : la couleur est apportée par des jus de fruits ou de légumes']",['Non végétalien'],?,94,393 kj(94 kcal),"2,6","1,7","13,4",13,"3,1","0,12","0,048",,,"['Sans gluten', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yoplait'],"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E296 - Acide malique']",['Lait'],4,,,,,,,,,,,
150,Yop Fraise - Yoplait,3329770048959,['France'],"['Lait partiellement écrémé à base de poudre de lait - Sucre 6%', 'sirop de glucose-fructose 3,8% - Arôme naturel - Concentré des minéraux du lait - ferments lactiques ', 'lait', "" Lait d'origine France,""]",['Non végétalien'],?,72,301 kj(72 kcal),"1,3","0,9","11,2","10,9","2,8","0,1","0,04",D,"['Produits laitiers', 'Laits']",['en:gluten-free'],1.3 g,en faible quantité,0.9 g,en faible quantité,10.9 g,en quantité modérée,0.1 g,en faible quantité,,+9%,+10%,-37%,-24%,+86%,+101%,-21%,-19%,-19%,1,+74%,B,+74%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Yoplait'],,['Lait'],4,,,,,,,,,,,
151,"P'tit Yop, Goût Fruits Rouges - Yoplait - 720g (4x 180g)",3329770049048,['France'],"['Lait écrémé à base de poudre de lait', 'sucre 6 %', 'sirop de glucose-fructose 5,3 %', 'crème', 'arôme naturel', 'concentré des minéraux du lait', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",323,?,323 kj(77 kcal),"1,3","0,9","12,3",12,"2,8","0,11","0,044",C,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté']","['Arômes naturels', 'Nouveau', 'Sans colorants', 'Sans conservateurs', ""Se conserve jusqu'à 8 H hors du frigo""]",1.3 g,en faible quantité,0.9 g,en quantité modérée,12 g,en quantité élevée,0.11 g,en faible quantité,+6%,,+6%,-14%,-5%,+9%,+12%,-3%,+4%,+4%,18,+12%,E,+12%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,['Yoplait'],,['Lait'],4,Yaourt à boire sucré aromatisé,720 g (4 x 180 g),"['Bouteille', 'Bouchon', 'Plastique', 'Etui', 'Carton']","[""Yoplait France (Filiale General Mills/Sodiaal International) - 49 Route d'Auxerre - 89470 Monéteau"", 'Yonne', 'Bourgogne', 'France']","['FR 89.263.001 CE', 'Monéteau (Yonne, France)']",,['France'],http://www.yoplait.fr/nos_produits/Ptit-Yop/url/Ptit_Yop,,,
152,Liberte Fat Free Greek Blueberry Yoghurt 4X100g - 4x 100g,3329770049208,['France'],[],[],?,80,335 kj(80 kcal),0,0,11,10,7,0,0,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",['en:gluten-free'],0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,,-32%,-32%,-100%,-100%,+26%,+25%,+58%,-100%,-100%,-3,-174%,A,-174%,,,,,,,,['Liberte'],,,,,4 x 100 g,,,,,,,,,
153,"Panier de Yoplait Exotique Mangue, Coco, Ananas - 1kg e [2 * (4 * 125g)]",3329770049413,['France'],"['Yaourt ', 'Lait écrémé à base de poudre de lait - Lait écrémé - Crème - Poudre de lait écrémé - Ferments lactiques', ' - Fruits : Ananas 10', '6 % ou Mangue 10', '5 % ou Noix de coco 4', '1 % ', 'Lait de coco', 'râpé de coco', ' - Sucre : 9 % - Jus de carotte · Sirop de glucose-fructose : 0', '4 % - Lait entier concentré - Amidon transformé de maïs - Jus de potiron - Epaississants : Gomme de guar', 'Pectine', 'Carraghénanes - Arômes', '\r *Sans colorant : la couleur est apportée par des jus de fruits ou de légumes']",['Non végétalien'],419,?,419 kj(100 kcal),3,"2,1","13,8","13,4","3,2","0,13","0,052",C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Réfrigérés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts sucrés', 'Yaourts multifruits']","['Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Eco-Emballages']",3 g,en quantité modérée,2.1 g,en quantité modérée,13.4 g,en quantité élevée,0.13 g,en faible quantité,+10%,,+6%,+8%,+14%,+7%,+9%,-10%,+7%,+7%,4,+58%,C,+58%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Yoplait', 'Panier de Yoplait']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],4,"Yaourt sucré, aux fruits - Panier de Yoplait Exotique Mangue, Coco, Ananas",1 kg e [2 * (4 * 125 g)],"['Frais', 'Pot plastique & opercule papier à jeter', 'Etui carton à recycler', '8 Pots']","['Yoplait France (Filiale Général Mills / Sodiaal) - 23 Rue des Grandes Courbes - 72100 Le Mans', 'Sarthe', 'Pays de la Loire', 'Yoplait France (Filiale Général Mills / Sodiaal) - Chemin des Mines - 38200 Vienne', 'Isère', 'Rhône-Alpes', 'France']","['FR 72.181.001 CE', 'Mans (Sarthe, France)', 'FR 38.544.004 CE', 'Vienne (Isère, France)']",['Intermarché'],,https://www.yoplait.fr/nos_produits/Panier,,,
154,Panier de Yoplait  - 125g ×16,3329770049482,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yoplait'],,,,,125 g ×16,,,,,,,,,
155,"Panier de Yoplait (Cerise, Fraise, Framboise, Mûre) 8 Pots - 1kg e (8 * 125g)",3329770049499,['France'],"['Yaourt ', 'Lait écrémé à base de poudre de lait - Lait écrémé - crème - Poudre de lait écrémé et/ou protéines de lait — ferments lactiques', ' — fruits : fraise 10,8 % ou cerise griotte 10', '7 % ou mûre 10 % au framboise 9,4 % - sucre 8,9 % - jus de carotte - sirop de glucose-fructose : 0,6 % - amidon transformé de maïs - jus de raisin - jus de cassis - arômes - épaississants : gomme de guar', 'pectine', 'carraghénanes']",['Non végétalien'],403,?,403 kj(96 kcal),"2,7","1,8","13,5","13,2","3,2","0,15","0,06",C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Réfrigérés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts sucrés', 'Yaourts multifruits']","['Point Vert', 'Nouveau', 'Sans colorants', 'Sans conservateurs']",2.7 g,en faible quantité,1.8 g,en quantité modérée,13.2 g,en quantité élevée,0.15 g,en faible quantité,+5%,,+2%,-3%,-2%,+5%,+7%,-10%,+23%,+23%,3,+19%,C,+19%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Yoplait', 'Panier de Yoplait']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],4,Yaourts sucrés aux fruits,1 kg e (8 * 125 g),"['Frais', 'Pot', 'Plastique', 'Opercule', 'Etui', 'Carton']","['Yoplait France (Filiale Général Mills / Sodiaal) - 23 Rue des Grandes Courbes - 72100 Le Mans', 'Sarthe', 'Pays de la Loire', 'Yoplait France (Filiale Général Mills / Sodiaal) - Chemin des Mines - 38200 Vienne', 'Isère', 'Rhône-Alpes', 'France']","['FR 72.181.001 CE', 'Mans (Sarthe, France)', 'FR 38.544.004 CE', 'Vienne (Isère, France)']",['Intermarché'],,http://www.yoplait.fr/nos_produits/Panier,,,
156,"Panier de Yoplait Abricot, Ananas, Pomme, Poire - 1kg (8 * 125g)",3329770049505,['France'],"['Yaourt ', 'Lait écrémé à base de poudre de lait - Lait écrémé - Crème - Poudre de lait écrémé - Ferments lactiques', ' - Fruits : Pêche 11', '2% ou Abricot 11 % ou Poire 11 % ou Ananas 10', '6 % - Sucre 8', '9 % - Jus de carotte - Sirop de glucose-fructose : 0', '7 % - Jus de potiron - Amidon transformé de maïs - épaississants : Pectine', 'Gomme de guar - Arômes']",['Non végétalien'],?,97,406 kj(97 kcal),"2,6","1,8",14,"13,6","3,2","0,13","0,052",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts aux fruits avec morceaux', 'Yaourts multifruits']","['Point Vert', 'Nouveau', 'Sans colorants']",2.6 g,en faible quantité,1.8 g,en quantité modérée,13.6 g,en quantité élevée,0.13 g,en faible quantité,,+17%,+15%,+21%,+29%,+18%,+23%,-12%,+4%,+4%,4,+131%,C,+131%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Yoplait'],"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E412 - Gomme de guar']",['Lait'],4,,1 kg (8 * 125 g),"['Frais', 'Pot', 'Plastique', 'Carton']",,,,,,,,
157,Mousse Au Chocolat Au Lait - Yoplait,3329770049666,['France'],"['\\048kg ', '2,50 CHOCOLAT écrémé 69% - Sucre i - Cocoo maigre 1250 E407 E412 - Gélatine -']","['Non végétalien', 'Non végétarien']",?,152,636 kj(152 kcal),"5,8","4,1","19,4","18,9","4,5","0,23","0,092",D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",,5.8 g,en quantité modérée,4.1 g,en quantité modérée,18.9 g,en quantité élevée,0.23 g,en faible quantité,,-45%,-44%,-65%,-59%,-12%,-5%,-24%,+5%,+5%,7,-47%,C,-47%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,['Yoplait'],"['E412 - Gomme de guar', 'E428 - Gélatine']",,4,,,,,,,,,,,
158,"Mousse Au Chocolat Noir - Yoplait Professionnel - 2,096kg (5L)",3329770049673,['France'],"['Lait écrémé', 'sucre', 'crème', 'cacao maigre 6 %', 'chocolat noir 3 % ', 'pâte de cacao', 'sucre', 'arôme', 'émulsifiant : lécithine de soja', 'gélatine', 'émulsifiant : E472b', 'stabilisant : E407']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,661,2766 kj(661 kcal),63,"3,9","19,1",18,"4,8","0,19","0,076",C,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat', 'Mousses au chocolat noir']","['Fabriqué en France', 'Produits destinés aux professionnels', 'en:lait-francais-french-milk']",63 g,en quantité élevée,3.9 g,en quantité modérée,18 g,en quantité élevée,0.19 g,en faible quantité,,+135%,+130%,+242%,-61%,-14%,-10%,-24%,-14%,-14%,12,-8%,D,-8%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,"['Yoplait Professionnel', 'Yoplait']","['E322i - Lécithine', 'E428 - Gélatine', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Lait', 'Soja']",4,,"2,096 kg (5L)","['Frais', 'Pot', 'Plastique']",['France'],"['FR 89.263.001 CE', 'Monéteau (Yonne, France)']",,['France'],,,,
159,Crème fraîche,3329770051430,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pot'],,,,,,,,
160,"Yoplait - Perle De Lait Vanille - 1,5kg e (12 * 125g)",3329770052314,['France'],"['Lait écrémé_ - Crème_ - sucre 9', ""5% - Eau - Amidon transformé de riz et de manioc - Poudre de lait écrémé - Arômes - Correcteurs d'acidité : Acide citrique"", 'citrates de sodium - Gousses de vanille épuisées - Colorant : Caroténoïdes - Ferments lactiques', ' Décor : Ecorces de vanille']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,128,536 kj(128 kcal),"7,4",5,"12,7","11,2","2,5","0,1","0,04",,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Yaourts', 'Desserts lactés à la vanille']","['Sans gluten', 'Lait Français', 'Point Vert', 'en:lait-francais-french-milk']",7.4 g,en quantité modérée,5 g,en quantité modérée,11.2 g,en quantité modérée,0.1 g,en faible quantité,,-7%,-6%,+48%,+58%,-29%,-26%,-23%,-25%,-25%,6,+3%,C,+3%,,,,,,,,"['Perle De Lait Vanille', 'Yoplait']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E160 - Caroténoïdes']",['Lait'],4,,"1,5 kg e (12 * 125 g)","['Frais', 'Carton', 'Plastique', 'Pot']",['France'],"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",,['France'],,,,
161,Calin+ Saveur Fraise - Yoplait - 180g,3329770052970,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yoplait'],,,,,180 g,"['Bouteille', 'Plastique']",,,,,,,,
162,YOP&GO 4x250G CHOCOLAT - Yoplait - 4x 250g,3329770053946,['France'],"['Lait écrémé - sucre 6', '7% - Crème - Poudre de lait écrémé - Cacao 1', '5% - Chocolat 1', '25% ', 'Pâte de cacao', 'Sucre', 'Arôme', 'Émulsifiant : Lécithine de soja', "" - Amidon transformé de maïs - Épaississant : Carraghénanes - Correcteur d'acidité : Carbonates de sodium"", "" Lait d'origine France""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,89,372 kj(89 kcal),"1,9","1,3","13,7","12,5","3,9","0,25","0,1",E,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté']",,1.9 g,en quantité modérée,1.3 g,en quantité modérée,12.5 g,en quantité élevée,0.25 g,en quantité modérée,,+24%,+22%,+26%,+38%,+21%,+17%,+34%,+136%,+136%,21,+31%,E,+31%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,['Yoplait'],"['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",['Lait'],4,,4 x 250 g,,,,,,,,,
163,Yop Chocolat - Yoplait,3329770053984,['France'],[],[],?,94,393 kj(94 kcal),"2,2","1,4",14,"12,6",4,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yoplait'],,,,,,,,,,,,,,
164,Yaourt à boire sucré aromatisé - Yoplait - 500g,3329770054011,['France'],"['LAIT partiellement écrémé à base de poudre de LAIT - Sucre 6% - Sirop de glucose-fructose 3', '8% - Arôme naturel - Concentré des minéraux du LAIT - Ferments LACTIQUES ', 'LAIT', "" LAIT d'origine France""]",['Non végétalien'],303,72,303 kj(72 kcal),"1,3","0,9","11,3",11,"2,8","0,12","0,048",D,"['Produits laitiers', 'Laits']",['Sans colorants'],1.3 g,en faible quantité,0.9 g,en faible quantité,11 g,en quantité modérée,0.12 g,en faible quantité,+15%,+9%,+11%,-37%,-24%,+88%,+103%,-21%,-3%,-3%,1,+74%,B,+74%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['Yoplait', 'Yop mf']",,['Lait'],4,Yaourt à boire sucré aromatisé,500 g,['Bouteille'],['France'],"['FR 89.263.001 CE', 'Monéteau (Yonne, France)']",,,,,,
165,Petits Filous (Magic Duo Goût Fraise & Goût Vanille) - Yoplait - 320g (4x 80g),3329770054035,['France'],"['Lait écrémé', 'eau', 'crème', 'sucre ', '4,7 %', 'fructose ', '4,1 %', 'lait écrémé en poudre', 'amidon transformé de maïs', 'protéines de lait', 'arômes', 'épaississant : gomme de guar', ' phosphate de calcium', 'colorants : cochenille', 'caroténoïdes', ' ferments lactiques', 'vitamine D']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",428,?,428 kj(102 kcal),"2,8","1,9",13,"12,4","5,8","0,12","0,048",B,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Frais', 'Yaourts', 'Yaourts aromatisés', 'Yaourts sucrés']","['Point Vert', 'Nouveau', 'Eco-Emballages']",2.8 g,en faible quantité,1.9 g,en quantité modérée,12.4 g,en quantité modérée,0.12 g,en faible quantité,+15%,,+13%,+1%,+9%,+5%,+5%,+63%,+5%,+5%,1,-70%,B,-70%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,"['Yoplait', 'Petits Filous']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E120 - Acide carminique', 'E160 - Caroténoïdes']",['Lait'],4,Spécialité laitière sucrée aromatisée,320 g (4 x 80 g),"['Frais', 'Pot', 'Plastique', 'Opercule']","['Yoplait France (Filiale Général Mills / Sodiaal) - 23 Rue des Grandes Courbes - 72100 Le Mans', 'Sarthe', 'Pays de la Loire', 'France']","['FR 72.181.001 CE', 'Mans (Sarthe, France)']",['Auchan'],,http://www.yoplait.fr/nos_produits/Petits-Filous/url/Petits_Filous,,,
