,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,generic_name,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,nova_score,quantity,packaging,manufacturing,palm_ingredients,markets,traceability_code,ingredients_origins,link,brand_owner
1055,Rillettes de carpe aux morilles - Maison Liatout - 90g,3760170741475,['France'],"['Carpe de Dombes 65 %', 'beurre', 'eau', 'échalotes', 'vin', 'morilles 2 %', 'vin blanc du Bugey', 'sel', 'protéines de lait', 'ail']",['Non végétalien'],?,224,937 kj(224 kcal),"18,4",11,"0,6","0,1",14,"0,8","0,32",['Maison Liatout'],,D,Rillettes de Carpe aux Morilles,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'en:preparations-made-from-fish-meat', 'Rillettes de carpe']",18.4 g,en quantité modérée,11 g,en quantité élevée,0.1 g,en faible quantité,0.8 g,en quantité modérée,,+2%,+2%,+9%,+93%,-73%,-90%,+2%,-27%,-27%,15,+55%,D,+55%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,"['Lait', 'Carpe']",4,90 g,"['Pot', 'Verre', 'métal']",,,,,,,
1056,Rillettes de carpe piment d'espelette - Maison Liatout,3760170741505,['France'],[],[],?,225,941 kj(225 kcal),"18,5",11,"0,5","0,1",14,"0,8","0,32",['Maison Liatout'],,D,,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons']",18.5 g,en quantité modérée,11 g,en quantité élevée,0.1 g,en faible quantité,0.8 g,en quantité modérée,,+3%,+2%,+9%,+93%,-78%,-90%,+2%,-27%,-27%,15,+55%,D,+55%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,,,
1057,rillettes carpe - Maison Liatout,3760170741734,['France'],[],[],?,228,954 kj(228 kcal),"18,5",11,"1,7","1,1","13,5","1,01","0,404",['Maison Liatout'],,D,,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons']",18.5 g,en quantité modérée,11 g,en quantité élevée,1.1 g,en faible quantité,1.01 g,en quantité modérée,,+4%,+4%,+9%,+93%,-24%,+10%,-1%,-7%,-7%,16,+65%,D,+65%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,,,
1058,Rillettes carpe citron confit - Maison Liatout,3760170741741,['France'],[],[],?,221,925 kj(221 kcal),18,11,"0,9","0,1",14,"1,1","0,44",['Maison Liatout'],,C,,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons']",18 g,en quantité modérée,11 g,en quantité élevée,0.1 g,en faible quantité,1.1 g,en quantité modérée,,+1%,+1%,+7%,+93%,-60%,-90%,+2%,+1%,+1%,16,+65%,D,+65%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,"['Bocal', 'Verre']",,,,,,,
1059,Rillettes de Carpe au citron - Maison Liatout,3760170741765,['France'],[],[],?,221,925 kj(221 kcal),18,11,"0,9","0,1",14,"1,1","0,44",['Maison Liatout'],,D,,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons']",18 g,en quantité modérée,11 g,en quantité élevée,0.1 g,en faible quantité,1.1 g,en quantité modérée,,+1%,+1%,+7%,+93%,-60%,-90%,+2%,+1%,+1%,16,+65%,D,+65%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,,,
1060,Souffle de brochet - Saveurs D’eau Douce,3760170741819,['France'],[],[],?,152,636 kj(152 kcal),10,6,6,"1,5",9,"0,93","0,372",['Saveurs D’eau Douce'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Soupe de poisson des Dombes - Maison Liatout,3760170741956,['France'],[],[],?,52,218 kj(52 kcal),"2,8","0,4","1,3","0,9","4,8","1,4","0,56",['Maison Liatout'],,E,,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",2.8 g,en faible quantité,0.4 g,en faible quantité,0.9 g,en faible quantité,1.4 g,en quantité modérée,,+8%,+10%,+47%,-11%,-29%,+38%,-7%,+59%,+59%,4,+359%,C,+359%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,,,,,
1062,Saint-Julien les Vignes 2012 - Chateau Saint-Julien - 75cl,3760170830001,['France'],['Raisins'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Chateau Saint-Julien'],"['Concours général agricole', 'AOC', ""Médaille d'or du Concours général agricole"", ""Médaille d'or du concours général agricole 2013""]",D,Coteaux d'Aix en Provence,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins rosés', ""Coteaux d'Aix-en-Provence""]",,,,,,,,,,,,,,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,3,75 cl,"['Bouteille', 'Verre']",,,['Auchan'],,['Aix en Provence'],,
1063,Huile d'olive,3760170960234,['France'],[],[],?,823,3443 kj(823 kcal),92,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Chutes de Saumon Fumé Bio Irlande,3760171130308,['France'],[],[],?,178,745 kj(178 kcal),"9,5",2,1,0,22,"3,5","1,4",,['Bio'],E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",9.5 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,3.5 g,en quantité élevée,,-4%,-4%,-10%,-3%,+102%,-100%,-0%,+24%,+24%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,
1065,Des de saumon fume bio,3760171130322,['France'],[],[],?,169,707 kj(169 kcal),"9,1","2,4",0,0,"21,8","3,6","1,44",,"['Bio', 'Bio européen', 'FR-BIO-10']",D,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",9.1 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,3.6 g,en quantité élevée,,-9%,-9%,-13%,+17%,-100%,-100%,-1%,+28%,+28%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,
1066,Potage de legumes variés bio - Les Boc's,3760171130650,['France'],[],[],?,31,130 kj(31 kcal),"0,1",0,"5,3","1,4","0,7","0,5","0,2","[""Les Boc's""]","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Houmous bio - Les Boc's,3760171130728,['France'],"['Houmous Bio : Eau filtrée', ""pois chiche réhydraté* 36% SESAME* Huile d'olive*"", 'ail en poudre*', ""jus de citron* Sel d'Asserac"", "" * produits issus de l'agriculrure biologique Certifié FR-BIO-10"", ' Agriculture UE/non UE', ' Peut contenir traces de Gluten', 'Oeufs', 'Arachide', 'Soja', 'Lait', 'Fruits à coques', 'Céleri', 'Moutarde', 'sésame']",[],?,124,519 kj(124 kcal),"7,4","1,1","8,5","0,5","4,4",1,"0,4","[""Les Boc's""]","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-10']",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",7.4 g,en quantité modérée,1.1 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,,-53%,-53%,-63%,-55%,-20%,-63%,-32%,-4%,-4%,4,-20%,C,-20%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,['Graines de sésame'],,,,,,,,,,
1068,Houmous bio -,3760171130759,['France'],[],[],?,124,519 kj(124 kcal),"7,4","1,1","8,5","0,5","4,4",1,"0,4",,"['Bio', 'Bio européen', 'Agriculture UE/Non UE']",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",7.4 g,en quantité modérée,1.1 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,,-53%,-53%,-63%,-55%,-20%,-63%,-32%,-4%,-4%,4,-20%,C,-20%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,
1069,Houmous aux poivrons rouges bio,3760171130766,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,,,,,,,,,,,,,,,,,,,,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,
1070,Rillettes de maquereaux,3760171130889,['France'],[],[],?,249,1042 kj(249 kcal),"20,1","9,3",15,"1,3",15,"1,3","0,52",,,E,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de maquereau', 'en:preparations-made-from-fish-meat']",20.1 g,en quantité élevée,9.3 g,en quantité élevée,1.3 g,en faible quantité,1.3 g,en quantité modérée,,+6%,+6%,+7%,+25%,+552%,+17%,+19%,+17%,+17%,17,+33%,D,+33%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,,,
1071,Rillettes Aux 2 saumons à la ciboulette,3760171130902,['France'],[],[],?,221,925 kj(221 kcal),"17,2","8,6",1,1,"14,7",1,"0,4",,,E,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:preparations-made-from-fish-meat']",17.2 g,en quantité modérée,8.6 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,,+0%,+0%,0%,+78%,-55%,+10%,+9%,-12%,-12%,14,+59%,D,+59%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,,,
1072,Terrine chevreuil,3760171230091,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de chevreuil']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Terrine de canard aux figues -,3760171230145,['France'],[],[],?,331,1385 kj(331 kcal),30,11,"2,5","1,7",12,"1,8","0,72",,,E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",30 g,en quantité élevée,11 g,en quantité élevée,1.7 g,en faible quantité,1.8 g,en quantité élevée,,+8%,+8%,+14%,+16%,+45%,+174%,-15%,+18%,+18%,21,+17%,E,+17%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,
1074,Terrine de canard à la coriandre,3760171230183,['France'],[],[],?,390,1632 kj(390 kcal),37,13,1,"0,3",13,"1,8","0,72",,,E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",37 g,en quantité élevée,13 g,en quantité élevée,0.3 g,en faible quantité,1.8 g,en quantité élevée,,+27%,+28%,+41%,+37%,-42%,-52%,-8%,+18%,+18%,21,+17%,E,+17%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,
1075,Fleur de sel de camargue,3760171230688,['France'],[],[],?,?,,?,,?,,?,,,,,B,,"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,"['EMB 04143K', 'Oraison (Alpes-de-Haute-Provence, France)']",,,
1076,La terrine au fromage de chèvre de Banon,3760171230909,['France'],[],[],?,422,1766 kj(422 kcal),41,16,"1,2","0,5",12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Madeleines pur beurre - Fossier,3760171240120,['France'],[],[],?,440,1841 kj(440 kcal),24,14,51,22,"6,8","1,3","0,52",['Fossier'],,B,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",24 g,en quantité élevée,14 g,en quantité élevée,22 g,en quantité élevée,1.3 g,en quantité modérée,,-0%,+0%,+5%,+102%,-3%,-20%,+20%,+60%,+60%,24,+30%,E,+30%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,
1078,Fondants Amande - Fossier,3760171240182,['France'],"['12 FONDANTS AMANDE Ingrédient', ' : farine de 8LE', 'BEURRE concentré ', 'colorant : bêta-carotèl 2', 'sucre', 'OEUFS', 'AMANDES 7%', ""jaunes d'OElJFS"", 'ste ', 'ilisants : sorbitol et glycérol', 'sel', 'poudres à lever ', ""carbct ate acide d'ammonium"", 'carbonate acide de sodium', 'dip osphate arôme ', 'émulsifiant ', ' !écithine de OJA', ' Peut contenir : autres FRUITS A COQUE', ' Valeurs rut itionnelles moyennes pour 1 oog ', ' Valeur érerc Rique : ou 1934 kJ']",['Non végétalien'],?,463,1937 kj(463 kcal),26,15,50,24,"6,7","0,68","0,272",['Fossier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E420 - Sorbitol', 'E422 - Glycérol', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Lait', 'Fruits à coque']",4,,,,,,,,,
1079,12 mini gâteaux chocolat - Fossier,3760171240212,['France'],[],[],?,419,1753 kj(419 kcal),18,11,56,34,"6,2","0,67","0,268",['Fossier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Moelleux au chocolat noisette - Fossier,3760171240243,['France'],[],[],?,467,1954 kj(467 kcal),28,15,44,29,"7,2","0,49","0,196",['Fossier'],,D,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Moelleux au chocolat']",28 g,en quantité élevée,15 g,en quantité élevée,29 g,en quantité élevée,0.49 g,en quantité modérée,,+9%,+10%,+14%,+54%,+2%,-8%,+18%,+35%,+35%,23,+19%,E,+19%,83.9%,9.8%,1.9%,2.9%,1.1%,0.3%,36,,,,,,,,,,,,
1081,Cake aux fruits confits - FOSSIER,3760171240328,['France'],"['Fruits 32% : raisins secs 11%', 'cubes de pastèque Confits 11%', 'pastèque', 'sirop de glucose-fructose', 'sucre', 'C010rants : E150a', 'E120', ""E' 33"", 'cerises confites 6% ', 'bigarreaux', 'sirop de glucose-fructose', ' sucre', 'colorant E127', ""écorces d'Orange confite 4% "", ""écor ce d'oranae"", 'sirop de glucoses sucre', 'farine de BLE BEURRE concentré 14% ', 'colorant : bêta- carotène', ""jaunes d'OEUFS"", 'sucre', 'stabilisants : sorbito et glycérol', 'sel', 'poudres à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'diphosphate disodique', 'épaississant : gomme xanthane', 'arôme', ' Peut contenir  SOJA et FRUITS A coquE']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,405,1695 kj(405 kcal),20,11,52,32,"4,5","0,48","0,192",['FOSSIER'],,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']",20 g,en quantité modérée,11 g,en quantité élevée,32 g,en quantité élevée,0.48 g,en quantité modérée,,+4%,+4%,+30%,+149%,-7%,-4%,-7%,-18%,-18%,22,+32%,E,+32%,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,"['E150a - Caramel E150a', 'E120 - Acide carminique', 'E127 - Érythrosine', 'E160a - Carotènes mélangés', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E415 - Gomme xanthane']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,,,,,,,,,
1082,Huile d'olive aromatisée au basilic,3760171280034,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Huile D'olive Fruitée Douce - 100 ML - Nicolas alziari,3760171280126,['France'],"[""Huile d'olive à la fois douce et fruitée"", ' Qualité : Vierge extra', ' Méthode : extraction à froid']",[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,['Nicolas alziari'],,,,['Matières grasses'],99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+12%,+12%,+13%,-34%,-100%,-100%,-100%,-100%,-100%,11,-3%,D,-3%,,,,,,,,,,,,,,,,,,,
1084,Pistou - Nicolas Alziari - 80g,3760171280188,['France'],[],[],?,183,766 kj(183 kcal),"16,5","2,6","4,1","4,1","2,5","3,1","1,24",['Nicolas Alziari'],,,,"['Epicerie', 'Sauces', 'Pistou']",16.5 g,en quantité modérée,2.6 g,en quantité modérée,4.1 g,en faible quantité,3.1 g,en quantité élevée,,-44%,-44%,-50%,-37%,-21%,+73%,-3%,+42%,+42%,14,+4%,D,+4%,,,,,,,,,,,80 g,,,,,,,,
1085,Anchoiade 80 GR -,3760171280270,['France'],[],[],?,165,690 kj(165 kcal),"9,3","1,5",0,0,"20,5",20,8,,,,,"['Produits à tartiner', 'Produits à tartiner salés', 'Anchoïade']",9.3 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,20 g,en quantité élevée,,-59%,-59%,-77%,-70%,-100%,-100%,+147%,+272%,+272%,13,-30%,D,-30%,,,,,,,,,,,,,,,,,,,
1086,Bidon 2L D'huile D'olive Fruitée Douce,3760171280324,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Huile d olive vierge extra,3760171280348,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,,,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,,,,+5%,+5%,+5%,+8%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1088,Bocal d'Olives de variété cailletier (France) 125 gr,3760171280355,['France'],[],[],?,130,544 kj(130 kcal),14,"1,42",0,0,"0,92","0,886","0,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Bocal d'Olives de variété cailletier (France) 480 gr,3760171280379,['France'],[],[],?,534,2234 kj(534 kcal),14,"1,42",0,0,"0,92","0,886","0,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Moutarde aux herbes de provence et miel,3760171280935,['France'],[],[],?,172,720 kj(172 kcal),"11,3","0,7","7,4","5,7","7,2","5,8","2,32",,,B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes aux herbes de provence']",11.3 g,en quantité modérée,0.7 g,en faible quantité,5.7 g,en quantité modérée,5.8 g,en quantité élevée,,-3%,-3%,,-23%,,+23%,+31%,+9%,+9%,13,,D,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,
1091,Huile d'olive Vierge extra menthe - Nicolas alziari,3760171281413,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,,,['Nicolas alziari'],,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,,,,+5%,+5%,+5%,+8%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1092,Vieux Vinaigre Balsamique De Modène 100 ML,3760171282359,['France'],[],[],?,130,544 kj(130 kcal),"0,5",0,32,0,"0,5",,,,,B,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",0.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-12%,-12%,+1924%,-100%,+1%,-100%,-25%,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,
1093,"Huile d'Olive Extra Vierge, Cuvée prestige - Nicolas Alziari",3760171282373,['France'],"[""huile d'olive "", '100%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,900,3766 kj(900 kcal),"99,8","15,1","0,001","0,001","0,001",0,0,['Nicolas Alziari'],,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",99.8 g,en quantité élevée,15.1 g,en quantité élevée,0.001 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+8%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,2,,,,,,,,,
1094,Huile d'olive extra vierge,3760171282380,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+8%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1095,Vinaigre balsamique,3760171282526,['France'],[],[],?,184,770 kj(184 kcal),0,0,40,40,"1,2","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Vinaigre a la pulpe de framboise,3760171282649,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,"Huile d'olive, arôme naturel menthe",3760171283400,['France'],[],[],?,900,3766 kj(900 kcal),"99,8",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Huile d'Olive aromatisee a l'orange,3760171283417,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Huile d'olive vierge extra,3760171283851,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+8%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1100,Huile d'olive vierge extra,3760171283851,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+8%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1101,Huile d olive et truffe,3760171284087,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Confiture fraise rhubarbe à la rose - Yves Rocher,3760171671054,['France'],[],[],?,206,862 kj(206 kcal),0,0,51,51,0,,,['Yves Rocher'],,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0 g,en faible quantité,0 g,en faible quantité,51 g,en quantité élevée,,,,-5%,-5%,-100%,-100%,-4%,+1%,-100%,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,"['Bocal', 'Verre']",,,,,,,
1103,Chips extremes habanero - Hellicious,3760171769904,['France'],"['Pommes de terre', 'huile de tournesol oléique', 'piment Habanero ', '1,6%', 'paprika', 'oignon', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,519,2171 kj(519 kcal),"30,9","2,58","52,1","1,1","5,4","0,355","0,142",['Hellicious'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Galette de reims,3760172359425,['France'],[],[],?,469,1962 kj(469 kcal),17,11,72,28,"6,6","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
