,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,packaging,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,manufacturing,link,ingredients_origins,allergens,generic_name,brand_owner,palm_ingredients
29,180g,42367925,,['Fabriqué en Allemagne'],['France'],[],[],?,?,?,?,?,180 g,,,,,,['DE BY-718 EG'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Crema de queso de cabra para untar tarrina,8433329062664,,,['France'],[],[],?,223,19,1,12,,933 kj(223 kcal),13,0,"1,5","0,6",,,['es:Crema de queso de cabra'],,,,,,,,,,,,,,,,19 g,en quantité modérée,13 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,18,D,,,,,,,,,,,,,,,
31,Guimauve Hlloween - Les gourmandises de Sophie - 135g,3700345901785,['Les gourmandises de Sophie'],,['France'],"['sucre', 'sirop de glucose fructose', 'eau', 'gélatine', 'arômes', 'écrit de carthame', 'colorant : e100', 'e101i', 'e120', 'e133', 'amidon de maïs']","['Non végétalien', 'Non végétarien']",?,380,0,93,"2,5",135g,1590 kj(380 kcal),0,75,"0,5","0,2",,B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",,+8%,-100%,+22%,-31%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,"['E428 - Gélatine', 'E100 - Curcumine', 'E101i - Riboflavine', 'E120 - Acide carminique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",4,['Jardiland'],0 g,en faible quantité,0 g,en faible quantité,75 g,en quantité élevée,0.5 g,en quantité modérée,16,D,['Pot'],+7%,-100%,+17%,+779%,+779%,+1%,+1%,,,,,,,
32,Cerelac Wheat - Nestlé,6151100035288,['Nestlé'],,['France'],[],[],?,422,10,0,15,,1766 kj(422 kcal),0,0,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Ceregumil 500 ML,8428364070262,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Jubileu Tablete Plus Noir Com Flor De Sal,5601055010287,,,['France'],[],[],?,587,45,31,10,,2456 kj(587 kcal),28,26,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,propranolol - teva - 50x 40mg,3400933569969,['Teva'],,['France'],[],[],?,?,?,?,?,50 x 40 mg,,,,,,,,"['Non alimentaire', 'Open Beauty Facts', 'Médicaments']",,,,,,,,,,,,,,,['Pharmacie'],,,,,,,,,,,['50'],,,,,,,,,,,,,,
36,Juvamine,3160920771064,['Juvamine'],['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Néctar de fresa, manzana y ciruela - Valmasera",8436018040585,['Valmasera'],,['France'],[],[],?,39,"0,1","9,2","0,2",,163 kj(39 kcal),0,"9,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2 Skyrs myrtille - Laiterie de Sottevast - 280g (2*140g),3665501000248,['Laiterie de Sottevast'],['Bio'],['France'],[],[],?,84,0,"11,3","9,1",280 g (2*140 g),351 kj(84 kcal),0,11,"0,1","0,04",,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille', 'Fromages à la crème', 'Skyr']",,+24%,-100%,+75%,-3%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0.1 g,en faible quantité,-2,A,['Frais'],+23%,-100%,+88%,-6%,-6%,,,,,,,,,
39,800g,8032578152722,,,['France'],[],[],?,?,?,?,?,800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Miel de Azahar,8480013110309,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Jambon traditionnel fumé au bois de hêtre sint alby - Saint Alby - 1110x 288g,2205889002963,['Saint Alby'],,['France'],[],[],?,125,45,10,20,1110 x 288 g,523 kj(125 kcal),15,5,2,"0,8",['DE RP-03001 EG'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0206055009184,0206055009184,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2274918066917,2274918066917,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Poulet fermier biologique - Carrefour,0287530092952,['Carrefour'],['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,
45,Poulet fermier biologique - Carrefour,0287527066911,['Carrefour'],['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,
46,Multigrain energy bar -,8908005144120,,,['France'],[],[],?,413,"14,5","64,5","12,4",,1730 kj(413 kcal),"1,58","22,4",,,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques']",,+6%,+11%,+27%,-7%,,,,,,,,,,,14.5 g,en quantité modérée,1.58 g,en quantité modérée,22.4 g,en quantité élevée,,,,,['Plastic'],+6%,-63%,-28%,,,,,,,,,,,
47,Sorbet Plein fruit Poire cannelle - Aquibio - 500ml,3516459011001,['Aquibio'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],"['Purée de poires 50% ', 'sirop de sucres ', 'eau', 'sucre de canne non blanchi', 'glucose de mais', 'cannelle 0,1%', 'stabilisants végétaux ', 'farine de caroube', 'gomme de guar']",[],?,137,"0,05",34,"0,08",500 ml,573 kj(137 kcal),"0,01","25,4","0,01","0,004",['08105H'],C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la pêche']",,+10%,-68%,+14%,-78%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,"['E410 - Gomme de caroube', 'E412 - Gomme de guar']",4,['Magasin bio spécialisé'],0.05 g,en faible quantité,0.01 g,en faible quantité,25.4 g,en quantité élevée,0.01 g,en faible quantité,5,C,['pot Biodégradable et compostable'],+11%,-43%,+2%,-19%,-19%,+8%,+8%,['France'],http://www.aquibio.com,,,,,
48,Rhum agricole hors d'age,3270541205234,,,['France'],[],[],?,?,?,?,?,,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums agricoles']",,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sirop Violette,10004487,,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de violette']",,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Pavés de porc - 1kg,3700190305981,,,['France'],[],[],?,111,3,1,20,1 kg,464 kj(111 kcal),1,1,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,One pot Chili Con Carne,5701018049870,,,['France'],[],[],?,130,"4,7",14,"6,6",,544 kj(130 kcal),"2,3","4,8","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Zamburinas A la cazuela,8410032006307,,,['France'],[],[],?,357,33,"1,1",13,,1494 kj(357 kcal),4,0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Velouté de potiron bio - La Conquête des Saveurs,3390120011749,['La Conquête des Saveurs'],"['Bio', 'Triman']",['France'],[],[],?,31,"1,2","4,1","0,4",,130 kj(31 kcal),"0,7","1,9","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Cake enrobé - Thiriet,3292590705190,['Thiriet'],,['France'],[],[],?,484,36,30,"7,5",,2025 kj(484 kcal),21,19,"0,1","0,04",,,,,,,,,,,,,,,,,,['Thiriet'],,,,,,,,,,,,,,,,,,,,,,,,,
55,Burger Montagnard - Auchan,3596710472468,['Auchan'],,['France'],[],[],?,263,14,20,12,,1100 kj(263 kcal),"4,9","2,2","1,1","0,44",,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,
56,Milk chocolate coins Cool Alpacas,8718800008202,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Clémentine BRIO Fruits,8436041330042,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Carrefour émincés en sauce,3270190194576,['Carrefour'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,['flasche(n)'],,,,,,,,,,,,,,
59,Donut’s sucre -,,,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Pop'onnaise,3545360020567,,['Bio'],['France'],[],[],?,542,57,"3,7","1,7",,2268 kj(542 kcal),4,"3,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Gaufres vanille 6 pièces - 270g,5412952055031,,,['France'],[],[],?,467,"25,9","51,5","6,5",270 g,1954 kj(467 kcal),"13,56","32,4","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Caramel gourmand noix de pécan,071138,,,['France'],[],[],?,578,"42,2","45,2",4,,2418 kj(578 kcal),"20,1","42,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Noisettes de France - 500g,3588731000041,,,['France'],[],[],?,?,?,?,?,500 g,,,,,,"['EMB 24392A', 'Saint-Crépin-et-Carlucet (Dordogne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Dessert oncteux 100% vegetal et naturel - 100g,3770007116321,,"['Bio', 'Fabriqué en France']",['France'],[],[],?,157,"13,8","4,7","2,2",100 g,657 kj(157 kcal),"11,7","2,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Palet au citron - La Mère Poulard,3472860403203,['La Mère Poulard'],['Fabriqué en France'],['France'],[],[],?,491,"22,8","66,2","6,2",,2054 kj(491 kcal),"15,8","23,1","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,INFUSION TISANE BIO,3700570301060,,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Crème Glacée Caramel au sucre de canne - Aquibio - 500ml,3516459013005,['Aquibio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",['France'],"['Lait écrémé réhydraté', 'sucre de canne non blanchi""', 'caramel 14 % ', ' sirop de canne', 'sirop de blé', 'eau', 'beurre ', 'lait', 'sirop de glucose de mais', 'stabilisants végétaux ', 'farine de caroube', 'gomme de guar*']",['Non végétalien'],?,223,"11,1","28,3","2,5",500 ml,933 kj(223 kcal),"7,4","15,9","0,2","0,08",,A,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au caramel']",,-5%,-3%,-1%,-22%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['E410 - Gomme de caroube', 'E412 - Gomme de guar']",4,['Magasins spécialisés bio'],11.1 g,en quantité modérée,7.4 g,en quantité élevée,15.9 g,en quantité élevée,0.2 g,en faible quantité,12,D,['Pot compostable et biodégradable'],-5%,-2%,-35%,-39%,-39%,-19%,-19%,['France'],http://www.aquibio.com,['Union européenne'],['Lait'],,,
68,Terrine paysanne aux baies de genièvre - Le Comptoir de Mathilde,3700961306995,['Le Comptoir de Mathilde'],,['France'],[],[],?,308,25,"0,6",21,,1289 kj(308 kcal),"8,8","0,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Sardinilla Gama Oliva 90 GR. Estuchado Bajo En Sal,8410140026716,,,['France'],[],[],?,322,"27,3","0,6","18,5",,1347 kj(322 kcal),"4,81",0,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Miel,3760140330074,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Roasted Nuts & TOFFEE - Lindt,4000539235009,['Lindt'],,['France'],[],[],?,549,33,55,"6,6",,2297 kj(549 kcal),17,49,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Chausson à la compote de pommes - Netto - 270g,0260131012796,['Netto'],,['France'],"['Pate 68%: Farine de BLE', 'beurre  37%', 'eau', 'sel', 'Sucre', ' 1evure desactivee', ' Compote de pommes 31% puree de pomme concentree', 'sirop de glucose Fructose de ble', ' Dorure 17:0EUFS']",['Non végétalien'],?,?,?,?,?,270g,,,,,,,B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,4,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,,
73,Cracker -  - 75g,60129866,,,['France'],[],[],?,?,?,?,?,75g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Rapunzel Gemüse-brühwürfel Original Mit Bio-hefe,8 St Packung",4006040271505,['Rapunzel'],"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'CH-BIO-004']",['France'],[],"['Végétalien', 'Végétarien']",?,6,"0,5","0,5",0,,25 kj(6 kcal),"0,3","0,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Moules de bouchot de labaie duMont St Michel - Carrefour,3276555064553,['Carrefour'],,['France'],[],[],?,?,?,?,?,,,,,,,,C,"['Produits de la mer', 'Mollusques', 'Moules', 'Moules de Bouchot']",,,,,,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,
76,P'tites tranches portions 40g,3435660765216,,"['Viande Française', 'Volaille-francaise']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,épi d'or - 370g,11112234,"[""épi d'or""]",,['France'],"['Farine de blé 68 %', 'eau', 'huile de colza', 'stabilisant: glycérol', 'dextrose', 'acidifiant : E296', 'poudre à lever E500', 'sel', 'extrait de riz', 'conservateur: E282', 'arôme']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,328,"7,3",55,"9,4",370 g,1372 kj(328 kcal),"0,9","2,6","0,9","0,36",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pains', 'Pains plats', 'Pains blancs', 'Pains de blé', 'Tortillas de blé']",,+5%,+4%,+6%,+12%,58.3%,22.1%,12.8%,6.0%,0.9%,0.0%,93,"['E422 - Glycérol', 'E296 - Acide malique', 'E500 - Carbonates de sodium', 'E282 - Propionate de calcium']",4,['Leclerc'],7.3 g,en quantité modérée,0.9 g,en faible quantité,2.6 g,en faible quantité,0.9 g,en quantité modérée,0,B,['paquet de 6 wraps'],+5%,-43%,+27%,-32%,-32%,-100%,-100%,['Belgique'],,,['Gluten'],,,
78,Hippis fruchte party - Hipp - 4x 100g,4062300358041,['Hipp'],"['Bio', 'Bio européen', 'en:gluten-free', 'AT-BIO-301', 'Sans sucre ajouté']",['France'],[],[],?,56,"0,1","12,5","0,5",4 x 100 g,234 kj(56 kcal),0,11,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Citrons Confits - Liebig,112302698,['Liebig'],['Fabriqué en France'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carton'],,,,,,,,,,,,,,
80,Herbes de provence,3344540027897,,,['France'],[],[],?,19,15,20,2,,79 kj(19 kcal),13,1,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Confit de Manchons de Canard,3277160711924,,,['France'],[],[],?,414,"36,3","0,4","21,7",,1732 kj(414 kcal),"11,81","0,4","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Confit canard lentilles vertes cuisinées bocal - Les Bories,3416952624732,['Les Bories'],,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard']",,,,,,80.1%,13.0%,2.0%,3.0%,1.1%,0.8%,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Baionade,3760084452191,['Baionade'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Miel de fleurs - Miellerie de la Violette,3770009370011,['Miellerie de la Violette'],,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,"['Bocal', 'Verre']",,,,,,,,,,,,,,
85,Pruneaux d'Agen dénoyautés,3360562076743,,,['France'],[],[],?,234,"0,3",54,2,,979 kj(234 kcal),"0,08",35,0,0,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",,-3%,-17%,+1%,+7%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,0.3 g,en faible quantité,0.08 g,en faible quantité,35 g,en quantité élevée,0 g,en faible quantité,3,C,,-3%,-30%,-4%,-100%,-100%,+37%,+37%,,,,,,,
86,Poitrine roulée,74947386,,,['France'],[],[],?,383,"34,2","0,5","18,8",,1602 kj(383 kcal),13,"0,5","2,78","1,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,3760190451002,3760190451002,,"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'FR-BIO-01']",['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,5010394001908,5010394001908,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Adana Kebap,4031759401530,,['Halal'],['France'],[],[],?,194,"12,8","4,6","15,1",,812 kj(194 kcal),"6,7",0,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Propolis large spectre,5425009103364,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Fèves cuisinées au chorizo,26031958,,,['France'],[],[],?,85,5,"4,5","4,3",,356 kj(85 kcal),"2,3","4,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Ensalada capricho,8433329066952,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Graines de Tournesol,8696152014488,,,['France'],[],[],?,650,"53,9",3,"29,7",,2720 kj(650 kcal),"7,9",3,"3,97","1,588",,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,+14%,+18%,-77%,+35%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,53.9 g,en quantité élevée,7.9 g,en quantité élevée,3 g,en faible quantité,3.97 g,en quantité élevée,25,E,,+14%,+60%,+24%,+119%,+119%,+88%,+88%,,,,,,,
94,Miel D'acacia Des Pyrénées 750gla Miellé Rue,3301511001072,,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Gâteau fruits secs,4897057370943,,,['France'],[],[],?,469,"28,4","43,2","28,4",,1962 kj(469 kcal),0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Lussac saint emilion,3423290121847,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,3549620033014,3549620033014,,,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Pane Tipo ""00"" all olio d'oliva - PONENTE PANE SRL",2395510000915,['PONENTE PANE SRL'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet de 5 petit pains'],,,,,,,,['Italie'],,,,,,
99,Lonka Choc & Peanut Nougat 180G - 180g,8718046012377,,,['France'],[],[],?,453,17,68,"5,5",180 g,1895 kj(453 kcal),"7,3",57,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Hengstenberg Aceto Balsamico Di Modena,4008100126459,['Hengstenberg'],,['France'],[],[],?,104,0,21,"0,5",,435 kj(104 kcal),0,20,"0,05","0,02",,B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,-29%,-100%,-34%,-25%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,0.05 g,en faible quantité,,,,-29%,-100%,-32%,-29%,-29%,,,,,['Italie'],,,,
101,TianQi Infusion - 40g,6930537790027,,,['France'],[],[],?,366,0,90,0,40 g,1531 kj(366 kcal),0,"79,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Miel De Lavande Récolte 2015 - 1 KG,3760171280850,,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Miel de fleurs,3760247420081,,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Miel Le rucher de bellevue -,3770000651010,,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Confiture de pêches de vigne - Bellamy - 375g,3491500000855,['Bellamy'],['Point Vert'],['France'],"['Peches de vigne biologiques', 'sucre de canne bio', 'pectine de fruit', ' Préparé en chaudron de cuivre sur flamme directe', ' Préparée avec: 5ogr de fruit pour 100g']",[],?,227,"0,1","55,1","0,33",375 g,950 kj(227 kcal),0,"51,8","0,08","0,032",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",,+6%,-47%,+5%,-25%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,['E440 - Pectines'],4,,0.1 g,en faible quantité,0 g,en faible quantité,51.8 g,en quantité élevée,0.08 g,en faible quantité,11,D,,+5%,-100%,+3%,+648%,+648%,+19%,+19%,,,,,,,
106,Briochettes nature - Cora - 400g,3021990169932,['Cora'],,['France'],[],[],?,?,?,?,?,400 g,,,,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Briochettes']",,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,['Cora'],,,,,,,,,,,['Plastique transparent'],,,,,,,,,,,,,,
107,2281518033065,2281518033065,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
