,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,brand,markets,additives,allergens,nova_score,labels,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,palm_ingredients,packaging,generic_name,ingredients_origins,manufacturing,link
1935,Saint nectaire laitier -  - 266g,2165500002133,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Aldi'],,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,266 g,,,,,,
1936,Saint nectaire laitier -  - 274g,2165502002193,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,274 g,,,,,,
1937,Saint nectaire laitier -  - 308g,2165504002467,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,308 g,,,,,,
1938,Saint nectaire laitier -  - 286g,2165505002299,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,286 g,,,,,,
1939,Saint nectaire laitier -  - 304g,2165505002435,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,304 g,,,,,,
1940,Saint nectaire laitier -  - 284g,2165506002274,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,284 g,,,,,,
1941,Saint nectaire laitier -  - 324g,2165506002595,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,324 g,,,,,,
1942,Saint nectaire laitier -  - 312g,2165507002495,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,312 g,,,,,,
1943,Saint nectaire laitier -  - 294g,2165508002357,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,294 g,,,,,,
1944,Saint nectaire laitier -  - 290g,2165509002325,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,290 g,,,,,,
1945,Saint nectaire laitier -  - 306g,2165509002448,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,306 g,,,,,,
1946,Emmental - Le Cavalier,2165530002998,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],[],[],,,20 g,en quantité élevée,1 g,en faible quantité,0.6 g,en quantité modérée,?,,379,+1%,1586 kj(379 kcal),+1%,?,,20,+2%,?,,1,+142%,28,+1%,"0,6",-8%,"0,24",-8%,,,,,['Le Cavalier'],,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1947,Emmental Francais - Le Cavalier,2165530003278,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"['lait', 'ferments', 'Lait origine France', 'sel', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,0.6 g,en quantité modérée,?,,379,0%,1586 kj(379 kcal),+0%,29,-2%,20,+1%,1,+64%,1,+111%,28,+1%,"0,6",+2%,"0,24",+2%,11,-2%,D,-2%,['Le Cavalier'],,,['Lait'],3,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1948,Emmental - Le Cavalier,2165530003292,,['France'],[],[],,,,,,,,,?,,379,,1586 kj(379 kcal),,29,,20,,1,,1,,28,,1,,"0,4",,,,,,['Le Cavalier'],,,,,,"['FR 88.446.024 CE', 'Saulxures-lès-Bulgnéville (Vosges, France)']",,,,,,,,,,,,,,,
1949,"Emmental Français (31 % MG) - Le Cavalier - 0,527kg",2165530003353,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Fromages industriels']",['France'],[],[],31 g,en quantité élevée,22 g,en quantité élevée,1 g,en faible quantité,0.711 g,en quantité modérée,1667,+29%,?,,1667 kj(398 kcal),+29%,31,+20%,22,+22%,1,-30%,1,-10%,29,+66%,"0,711",-48%,"0,284",-48%,11,-22%,D,-22%,['Le Cavalier'],['Aldi'],,,,"['Point Vert', 'Conditionné en France', 'Eco-Emballages']","['FR 88.446.004 CE', 'Saulxures-lès-Bulgnéville (Vosges, France)']",C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"0,527 kg",,"['Frais', 'Sachet plastique', 'Sous atmosphère protectrice']","Fromage industriel de France, à pâte pressée cuite, au lait de vache",['France'],"[""EPE (Filiale Fromagerie de l'Ermitage) - 88140 Saulxures-lès-Bulgnéville"", 'Vosges', 'Lorraine', 'France']",
1950,Emmental francais - Le Cavalier,2165530003360,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],[],[],29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,0.6 g,en quantité modérée,?,,379,0%,1586 kj(379 kcal),+0%,29,-2%,20,+1%,1,+64%,1,+111%,28,+1%,"0,6",+2%,"0,24",+2%,11,-2%,D,-2%,['Le Cavalier'],,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1951,Emental Francais - Le Cavalier,2165530003391,,['France'],"['lait el', 'ferments', 'coagul nt', ' Lait origine Fra! - e Conditionné soyas atmosphère prote ?trice', 'Consommer rapidl kent après ouvertu 2']",['Non végétalien'],,,,,,,,,?,,379,,1586 kj(379 kcal),,29,,20,,1,,1,,28,,"0,6",,"0,24",,,,,,['Le Cavalier'],,,,,['Point Vert'],"['FR 88.446.024 CE', 'Saulxures-lès-Bulgnéville (Vosges, France)']",,,,,,,,,,,,,,,
1952,Emmental français - Le Cavalier,2165530003568,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],[],[],29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,0.6 g,en quantité modérée,?,,379,0%,1586 kj(379 kcal),+0%,29,-2%,20,+1%,1,+64%,1,+111%,28,+1%,"0,6",+2%,"0,24",+2%,11,-2%,D,-2%,['Le Cavalier'],,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1953,Emmental français - Le Cavalier,2165530003612,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"['lait', 'sel', 'ferments', 'coagulant', ' Lait origine France']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,0.6 g,en quantité modérée,?,,379,0%,1586 kj(379 kcal),+0%,29,-2%,20,+1%,1,+64%,1,+111%,28,+1%,"0,6",+2%,"0,24",+2%,11,-2%,D,-2%,['Le Cavalier'],,,['Lait'],3,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1954,Emmental Français - Le Cavalier,2165530003674,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"['Emmenta FRA AIS Fromage à pâte pressée cuit conditionné en France', ' : lait', 'sel', 'ferments', 'coagulant', ' Lait origine France']",['Non végétalien'],29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,6 g,en quantité élevée,?,,379,0%,1586 kj(379 kcal),+0%,29,-2%,20,+1%,1,+64%,1,+111%,28,+1%,6,+919%,"2,4",+919%,19,+70%,E,+70%,['Le Cavalier'],,,,3,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1955,Emmental francais - Le Cavalier,2165530003940,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"['lait', 'sel', 'ferments', 'coagulant', ' Lait origine [rance Conditionne sous atmosphère tectrie V: Consommer berne après ouvér? ure conserver à +8 na', ""xiri um consommer d réfac ce avant le voit 'iquette"", ' nditiènné pa PE 38140']",['Non végétalien'],20 g,en quantité modérée,20 g,en quantité élevée,1 g,en faible quantité,0.6 g,en quantité modérée,?,,379,0%,1586 kj(379 kcal),+0%,20,-32%,20,+1%,1,+64%,1,+111%,28,+1%,"0,6",+2%,"0,24",+2%,11,-2%,D,-2%,['Le Cavalier'],,,['Lait'],3,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1956,Emmental français - Le Cavalier,2165532003429,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"[""Emmentalfrançais Fromage à pâte•p'ressée cuite"", 'ln}rédients : Lait de vache pasteuriséj sel', 'ferments lactiques ', 'lait', ',']",['Non végétalien'],28 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,0.6 g,en quantité modérée,?,,360,-5%,1506 kj(360 kcal),-5%,28,-5%,20,+1%,0,-100%,0,-100%,27,-3%,"0,6",+2%,"0,24",+2%,11,-2%,D,-2%,['Le Cavalier'],,,['Lait'],,,"['FR 53.061.001 CE', 'Charchigné (Mayenne, France)']",D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1957,Emmental français - Le Cavalier,2165532003436,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.01 g,en faible quantité,0.6 g,en quantité modérée,?,,360,-5%,1506 kj(360 kcal),-5%,28,-5%,20,+1%,"0,01",-98%,"0,01",-98%,27,-3%,"0,6",+2%,"0,24",+2%,11,-2%,D,-2%,['Le Cavalier'],,,,,,"['FR 53.061.001 CE', 'Charchigné (Mayenne, France)']",D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1958,Emmental français - Le Cavalier,2165532003450,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"['ng rédients : Lait de vache pasteurisé', 'sel', 'ferments lactiques ', 'lait', 'enzyme coagulante']",['Non végétalien'],28 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,0.6 g,en quantité modérée,?,,360,-5%,1506 kj(360 kcal),-5%,28,-5%,20,+1%,0,-100%,0,-100%,27,-3%,"0,6",+2%,"0,24",+2%,11,-2%,D,-2%,['Le Cavalier'],,,['Lait'],3,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1959,Emmental - Le Cavalier,2165532003788,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.1 g,en faible quantité,0.6 g,en quantité modérée,?,,360,-4%,1506 kj(360 kcal),-4%,28,-4%,20,+2%,"0,1",-85%,"0,1",-76%,27,-2%,"0,6",-8%,"0,24",-8%,11,-4%,D,-4%,['Le Cavalier'],,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1960,Le cavalier - Aldi,2165538003157,,['France'],"['Lait pasteurisé', 'sel', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,369,,1544 kj(369 kcal),,29,,19,,"0,5",,"0,5",,27,,"0,5",,"0,2",,,,,,['Aldi'],['Aldi'],,['Lait'],,,,,,,,,,,,,,,,,,
1961,Emmental francais - Le Cavalier,2165538003164,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],['III 7vaVBu/3'],[],28 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,28,-5%,21,+6%,1,+64%,"0,5",+6%,28,+1%,1,+70%,"0,4",+70%,13,+16%,D,+16%,['Le Cavalier'],,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1962,emmental francais - Le Cavalier,2165538003317,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],[],[],29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,['Le Cavalier'],,,,,,"['FR 35.184.003 CE', 'Montauban-de-Bretagne (Ille-et-Vilaine, France)']",D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1963,Emmental français - Le Cavalier,2165538003386,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"['Lait pasteurisé', 'sel ', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,['Le Cavalier'],,,['Lait'],3,,"['FR 35.184.003 CE', 'Montauban-de-Bretagne (Ille-et-Vilaine, France)']",D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1964,Emmental français - Le cavalier,2165538003409,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],[],[],28 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,?,,369,-2%,1544 kj(369 kcal),-2%,28,-4%,21,+7%,1,+50%,"0,5",+21%,28,+1%,1,+54%,"0,4",+54%,13,+14%,D,+14%,['Le cavalier'],,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1965,Emmental francais - Le Cavalier,2165538003423,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"['lait ', 'Origine : France', ' pasteurisé de vache', 'ferments lactiques ', 'lait', 'coagulant', 'sel']","['Sans huile de palme', 'Non végétalien']",28 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,28,-5%,21,+6%,1,+64%,"0,5",+6%,28,+1%,1,+70%,"0,4",+70%,13,+16%,D,+16%,['Le Cavalier'],,,['Lait'],3,,,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1966,Emmental français - Le Cavalier,2165538003454,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"['Lait pasteurisé', 'sel ', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,['Le Cavalier'],,,['Lait'],3,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1967,Emmental français - Le Cavalier,2165538003485,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],"['Lait pasteurisé', 'sel', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,['Le Cavalier'],,,['Lait'],3,,"['FR 35.184.003 CE', 'Montauban-de-Bretagne (Ille-et-Vilaine, France)']",D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1968,Emmental français - Le Cavalier,2165538003522,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],[],[],29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-3%,1544 kj(369 kcal),-2%,29,-2%,19,-4%,"0,5",-18%,"0,5",+6%,27,-3%,"0,5",-15%,"0,2",-15%,11,-2%,D,-2%,['Le Cavalier'],,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1969,Bleu fourme d'ambert,2165600002132,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,2.1 g,en quantité élevée,?,,338,-1%,1414 kj(338 kcal),-1%,28,-1%,20,+1%,"1,5",+52%,"0,5",+44%,20,-1%,"2,1",-5%,"0,84",-5%,18,0%,D,0%,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1970,Fourme d'ambert,2165601002162,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,2.1 g,en quantité élevée,?,,338,-1%,1414 kj(338 kcal),-1%,28,-1%,20,+1%,"1,5",+52%,"0,5",+44%,20,-1%,"2,1",-5%,"0,84",-5%,18,0%,D,0%,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1971,Fourme d'ambert,2165603001774,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,2.1 g,en quantité élevée,?,,338,-1%,1414 kj(338 kcal),-1%,28,-1%,20,+1%,"1,5",+52%,"0,5",+44%,20,-1%,"2,1",-5%,"0,84",-5%,18,0%,D,0%,,,,,,,['FR 68.410.7011 CE'],D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1972,2165605002045,2165605002045,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,"['FR 34.007.011 CE', 'Aigues-Vives (Hérault, France)']",,,,,,,,,,,,,,,
1973,Ets Schoepfer Fourme D'ambert Aoc,2165607001855,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,2.1 g,en quantité élevée,?,,338,-1%,1414 kj(338 kcal),-1%,28,-1%,20,+1%,"1,5",+52%,"0,5",+44%,20,-1%,"2,1",-5%,"0,84",-5%,18,0%,D,0%,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1974,Spareribs,2165658213375,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Comté portion - Le Berger Comtois,2165740003976,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,?,,430,+8%,1799 kj(430 kcal),+9%,35,+7%,23,+6%,1,+116%,1,+260%,0,-100%,"0,8",-18%,"0,32",-18%,18,+34%,D,+34%,['Le Berger Comtois'],,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1976,Comte au lait cru 6 mois d affinage - Le Berger Comtois,2165740003983,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,?,,430,+8%,1799 kj(430 kcal),+9%,35,+7%,23,+6%,1,+116%,1,+260%,27,+7%,"0,8",-18%,"0,32",-18%,13,-3%,D,-3%,['Le Berger Comtois'],,,,,,"['FR 25.300.001 CE', 'Guyans-Durnes (Doubs, France)']",D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1977,Comte - Le Berger Comtois,2165740004416,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,?,,430,+8%,1799 kj(430 kcal),+9%,35,+7%,23,+6%,1,+116%,1,+260%,27,+7%,"0,8",-18%,"0,32",-18%,13,-3%,D,-3%,['Le Berger Comtois'],,,,,['AOP'],,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1978,Comté Portion - Le Berger Comtois - 445g env.,2165740004454,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,?,,430,+8%,1799 kj(430 kcal),+9%,35,+7%,23,+6%,1,+116%,1,+260%,27,+7%,"0,8",-18%,"0,32",-18%,13,-3%,D,-3%,['Le Berger Comtois'],,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,445g env.,,,,,,
