,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nova_score,additives,origin_detail,generic_name
1682,Formule boost - Daco bello,270720001596,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Daco bello'],,,,,,,,,,
1683,Comte fort des rousses - Fromageries Arnaud - 0.228g,2671327022433,['France'],[],[],?,?,,?,,?,,?,,,,['en:soft-ripened-washed-rind-cheese-from-pasteurised-milk-vieux-pane-type-cheese'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228g,['sous vide'],['Fromageries Arnaud'],,,,,,,,,,
1684,Terrine de lapin aux cèpes - Maison conquet - 180g,3760187540511,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180g,,['Maison conquet'],,,,,,,,,,
1685,pizza saumon epinards - picard - 400g,3270160838295,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400g,,['Picard'],,,,,['Picard'],,,,,
1686,Magazine Picsou,3781315905958,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,feuilles de brick - Herta - 136g,19297813,['France'],[],[],?,?,,?,,?,,?,,,,['Feuilles de brick'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136g,['Plastique'],['Herta'],,['France'],,,['Leclerc'],,,,,
1688,3660044140154,3660044140154,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Gelée royale Bio 700mg,3665045000087,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Comté AOP -  - 230g,2625003023429,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromage à pâte molle et croûte fleurie']",,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,230g,,,,,,,,,,,,
1691,cabos pruneaux - 500g,3482410150280,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,['Sachet'],['Cabos'],,,,,,,,,,
1692,confiture extra - desir de corse - 360g,05171484,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360g,['Verre'],['desir de corse'],,,,,,,,,,
1693,Jeunes carottes - Franprix - 400g.,13965778,['France'],[],[],?,?,,?,,?,,?,,,,"['Plats préparés', 'Légumes préparés', 'Légumes cuits']",['Extra fines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400g.,"['Conserve', 'métal']",['Franprix'],,['?'],['3263850568510'],?,['Franprix'],,,,,
1694,Tablettes de lavage pour lave-vaisselle,5410036165768,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,lait - equilait - 1litre,00835232,['France'],[],[],195,46,195 kj(46 kcal),"1,6","0,9","4,8","4,8","3,2","0,1","0,04",,['LaitagesLaitProvenance sarthe'],,1.6 g,en faible quantité,0.9 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,,,,,,,,,,,0,,B,,,,,,,,,1litre,['Carton'],['Equilait'],,,,,,,,,,
1696,sel moulu de Guérande - U saveurs - 250g,3313958404163,['France'],[],[],?,?,,?,,?,,?,,,B,"['Epicerie', 'Condiments', 'Sels', 'Sels non raffinés']",,,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,250g,"['Carton', 'Plastique']",['U saveurs'],['Salines de guerande'],['Guerande'],,,['super U'],,,,,
1697,Saucisson - Abruzzes golfers - 25g,02980088481000101008723,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis', 'Salami de porc']",,,,,,,,,,,,,,,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,25g,,['Abruzzes golfers'],,,,,,,,,,
1698,crémant de Bordeaux Magrez - bernard magrez - 75cl,3760127874379,['France'],[],[],?,?,,?,,?,,?,,,,['Crémant'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 cl,['Verre'],['bernard magrez'],['France'],['33550'],,,,,,,,
1699,La passion des plantes -,3537080022020,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,jambon blanc x2 - Les éleveurs de la Charentonne - 2,2299005017849,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,['Les éleveurs de la Charentonne'],,,,,,,,,,
1701,moutarde bio super u - 200grammes,25989236,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 grammes,['Bocal'],['bio super u'],,,,,,,,,,
1702,maasdam classique - les croisés - 200gr,7500746808258,['France'],[],[],?,?,,?,,?,,?,,,,['Plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 gr,['sous vide'],['les croisés'],,,,,,,,,,
1703,Escalopes de dinde - Le gaulois - 100,2614154038055,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,100,,['Le gaulois'],,,,,,,,,,
1704,Pain demi - Cem poriento - 390g,5604321032525,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits sans gluten', 'Pains', 'Pains de mie', 'Pains sans gluten', 'Pains de mie sans gluten']",,,,,,,,,,,,,,,,,,,,,,,,57.4%,21.5%,10.0%,10.3%,0.7%,0.0%,89,390g,,['Cem poriento'],,,,,,,,,,
1705,fromage blanc de chèvre  nature 0%,1523056450333,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Vols Berg -,3257986632191,['France'],[],[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons sans alcool', 'Bières sans alcool']",,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,
1707,Oranges naveline,3661030042230,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,sauce tomate grand mère - importé d'italie - 350grammes,04812520,['France'],[],[],?,?,,?,,?,,?,,,A,"['Epicerie', 'Sauces', 'Sauces tomate']",['Aucun'],,,,,,,,,,,,,,,,,,,,,,,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,350 grammes,['Verre'],"[""importé d'italie""]",['Italie'],['Italie'],['NÉANT'],distribué par SDP à Rungis,['dans les boucheries indépendantes.'],,,,,
1709,Huile de coco - Le trade - 750cl,3770012530020,['France'],[],[],?,?,,?,,?,,?,,,,['Alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 cl,['Verre'],['Le trade'],,,,,,,,,,
1710,Maître Coq - 1kg,21196676,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1kg,,['Maître Coq'],,,,,,,,,,
1711,Savon de Marseille - Fer à cheval - 1kg,3519590214713,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1kg,['boîte de 1 kg en 6 morceaux'],['Fer à cheval'],,,,,,,,,,
1712,Chargement…,09825228,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Haricots Beurre cuits - lusitana - 570g,02049984,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570 g,['Verre'],['Lusitana'],,,,,,,,,,
1714,guash - la boutifarade - 0.369kg,2688515026173,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Charcuteries', 'Saucisses']","['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.369kg,['Barquette'],['la boutifarade'],['Perpignan'],['Perpignan'],,,,,,,,
1715,Reflets de France - 420g,0219007046700,['France'],[],[],?,?,,?,,?,,?,,,,['Magret de canard du sud ouest'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420g,,['Reflets de France'],,,,,,,,,,
1716,Hair nails complete,4062853009810,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Feves pelées surgelees Patrigel - 1Kg,08287607,['France'],['feves pelées 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",426,101,426 kj(101 kcal),"0,5","0,1","13,6","0,1","7,8","0,03","0,012",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Surgelés', 'Aliments à base de plantes surgelés', 'Légumineuses surgelées']",,0.5 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.03 g,en faible quantité,+109%,+106%,+105%,-7%,-10%,+141%,-95%,+160%,-51%,-51%,-8,,A,,,,,,,,,1Kg,['sac plastique'],['Patrigel'],,,,,['Maximo'],,1,,,
1718,Pellets - Total - 15kg,3425901102122,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15kg,['Sa'],['Total'],,,,,,,,,,
1719,graines de lin - la fraîcheur du quotidien - 314grammes,2227631010101,['France'],[],[],?,?,,?,,?,,?,,,,['Le'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314 grammes,['Vrac'],['la fraîcheur du quotidien'],,,,,,,,,,
1720,Laino - 4g,3518646026874,['France'],[],[],?,?,,?,,?,,?,,,,['Labello'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4g,,['Laino'],,,,,,,,,,
1721,Café Launay Espresso Italien Dolce Gusto,3418500007950,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Tajine - Damian - 275g,002352305002,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275g,['pot en verre'],['Damian'],,,,,,,,,,
1723,palets de légumes - carrefour - 8,14816417,['France'],[],[],?,?,,?,,?,,?,,,,['Surgelés  palets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,['Carton'],['Carrefour'],,,,,['Carrefour'],,,,,
1724,Ashwaganda Poudre - AYUR-VANA - 150g,3760089410363,['France'],[],[],?,?,,?,,?,,?,,,,['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150g,['Pack'],['AYUR-VANA'],,,,,,,,,,
1725,propolis verte bio - propos nature - 15ml,3760103752325,['France'],[],[],?,?,,?,,?,,?,,,,"['Non alimentaire', 'Open Beauty Facts', 'Médicaments']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15ml,['Verre'],['propos nature'],,,,,['Biocoop'],,,,,
1726,filet de canard - U - 340grammes,2865506037787,['France'],[],[],?,?,,?,,?,,?,,,,['Viandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340 grammes,['Barquette'],['U'],['France'],['Chateau Gontier'],"['FR 53.014.002 CE', 'Azé (Mayenne, France)']",,['Super U'],,,,,
1727,Crème de jour - SVR - 50ml,3401347928830,['France'],[],[],?,?,,?,,?,,?,,,,['Creme de jour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50ml,['Pot'],['SVR'],,,,,,,,,,
1728,ـboulettes,3700502705171,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,parmigiano reggiano Galbani - 60g,02284402,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,60g,['Plastique'],['Galbani'],,,,,,,,,,
1730,Ginko biloba plus,3700211193344,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,citron vert jardin bio - Léa nature - 25cl,07288364,['France'],[],[],?,?,,?,,?,,?,,,,['Liquide'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25cl,['bouteille en verre'],['Léa nature'],,,,,,,,,,
1732,Melatonine,3760196360407,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,pomme de terre blonde - 5kg,3920190419406,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 kg,,,,,,,,,,,,
1734,crème de caramel - 200gr,3700238326527,['France'],[],[],?,?,,?,,?,,?,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",['Fabriquant artisanale de Bretagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200gr,['Verre'],,,['Bretagne'],,,,,,,,
1735,spikitouch,0779242099201,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,"Relaxing bath duo - We live like this - 2,8oz/80g e0,88oz/25g",5037200080681,['France'],[],[],?,?,,?,,?,,?,,,,['Produits de bain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,8oz/80g e0,88oz/25g",['Bien'],['We live like this'],,,,,,,,,,
1737,get 27 - 100cl,16387612,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 cl,['Bouteille'],['Get 27'],,,,,,,,,,
1738,Forcapil,3578835502916,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Chargement…,8436553294016,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,cranberries - alesto - 250,12681224,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,['Plastique'],['Alesto'],,['Etats Unis'],['L 9 106 C 2408 06 : 48'],,['Lidl'],,,,,
1741,tarte aux poireaux - thiriet - 400g,14448737,['France'],[],[],?,?,,?,,?,,?,,,,['Surgelés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400g,['aluminium plastique carton'],['Thiriet'],,,,,['Thiriet'],,,,,
1742,Sucre en poudre - daddy - 750g,05063772,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750g,['Plastique'],['Daddy'],,,,,,,,,,
1743,carnarolli risotto - Deluxe - 300g,08800862,['France'],[],[],?,?,,?,,?,,?,,,B,"['Plats préparés', 'Plats à base de riz', 'Risottos', 'Risottos aux légumes', 'Risottos aux champignons']",['Deluxe'],,,,,,,,,,,,,,,,,,,,,,,38.0%,25.7%,12.0%,12.8%,6.7%,4.8%,95,300g,['Plastique'],['Deluxe'],['France'],['Allemagne'],['20127015'],,['Lidl'],,,,,
1744,mayonnaise,14731729,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,biscotte - carrefour - 300gr,07543760,['France'],[],[],?,?,,?,,?,,?,,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'en:wholemeal-rusk']","['Labels de distributeurs', 'Label Carrefour']",,,,,,,,,,,,,,,,,,,,,,,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,300 gr,['Carton'],['Carrefour'],,,,,"['carrefour city', 'Carrefour']",,,,,
1746,château des sources costieres de nimes - 75cl,3263810146512,['France'],[],[],?,?,,?,,?,,?,,,,['Vin rouge 14'],['Médaille or Avignon 2018'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75cl,['Verre'],['costieres de nimes'],,,,,,,,,,
1747,mini nems - tables du monde - 10,18783126,['France'],[],[],?,?,,?,,?,,?,,,,['C'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,['Plastique'],['tables du monde'],['Union européenne'],['France'],['29.254.022'],http://www.marquerepere.com,['Leclerc'],,,,,
1748,the vert du japon - 100g,3760007602788,['France'],[],[],?,?,,?,,?,,?,,,A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,100 g,['boîte acier'],,['FR bio 01'],,['FR BIO 01'],,,,,,,
1749,Poulet -,0217013060949,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,St Hubert omega 3 Sans huile de palme - 500g,02625652,['France'],[],[],?,?,,?,,?,,?,,,,['Produits laitiers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,['Barquette'],['St Hubert'],['France'],['Ludres'],['54710 LUDRES'],,['Carrefour'],,,,,
1751,vitamine D3 végétale - D.PLANTES - 20ml,01218817,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 ml,['Verre'],['D.PLANTES'],['Lichen boréal'],,,http://dplantes.com,,,,,,
1752,Panettone Artisanal Traditionnel Glacage Amandes / Noisettes 750GR,8009920000024,['France'],[],[],?,?,,?,,?,,?,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,,,,,,,,,,,,,,,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,
1753,Caramel au beurre sale piment d’espelette,3770007427281,['France'],[],[],?,387.52,1621 kj(387 kcal),"18,72","12,8","53,71","53,15","0,92","1,38","0,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Sneak - 500,5056090907526,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons énergisantes', 'Boisson énergisante non sucrée avec édulcorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,['Sneak'],,,,,,,,,,
1755,Formaggio di capra delicato in fette IGP,8710912070498,['France'],[],[],?,392,1640 kj(392 kcal),33,23,0,0,22,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,démaquillant yeux - Sephora - 1,3378872096078,['France'],[],[],?,?,,?,,?,,?,,,,['Démaquillant'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,['Plastique'],['Sephora'],['France'],['France'],['338778872096078'],,,,,,,
1757,Sleepy - 100pcs,8682241200443,['France'],[],[],?,?,,?,,?,,?,,,,"['Non alimentaire', 'Open Products Facts', 'en:Detergents']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 pcs,,['Sleepy'],,,,,,,,,,
1758,Tripes basquaises -,2474750034185,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Masque - Distrihealth - 50,6941237113931,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,['boîte'],['Distrihealth'],,,,,,,,,,
1760,pulco fines bulled - 1L,3096885684487,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons gazeuses', 'Sodas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1L,['Plastique'],['Pulco'],,,,,,,,,,
1761,Nose And Ear Trimmer - Neutrogena,3574661401089,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['card-box'],"['Neutrogena', 'Remington']",,,,,,,,,,
1762,Collagen Max,6004758,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,sardines à  l huile d olive piquante - Bon appétit - 120g,62514880,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,['boite aluminium'],['Bon appétit'],,,,,,,,,,
1764,HAPPY yummy -,3760291420952,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Saint Loup - 259g,14811443,['France'],[],[],?,?,,?,,?,,?,,,,,['Fromagerie Fondée en 1894'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259 g,['Papier'],['Saint Loup'],['France'],['St Loup sur Thouet'],['3272770014694'],,['Auchan'],,,,,
1766,vinaigre de coco - 25  cl,3770010504085,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25  cl,['Verre'],,,,,,,,,,,
1767,Alfieri grissini - 250,8031175068160,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Farines biscuitières']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,['Plastique'],['Alfieri'],,,,,,,,,,
1768,mouna - 500g podis brioche,11136552,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g podis brioche,['Plastique'],,,,,,,,,,,
1769,Fondant saveur pistache - Mamie nova - 300g,45679193,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300g,,['Mamie nova'],,,,,,,,,,
1770,vivelle Dop spray coiffant - 300ml,3600550309171,['France'],[],[],?,?,,?,,?,,?,,,,['Coiffure laque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300ml,,['Dop'],,,,,,,,,,
1771,Shampooing sec purifiant doux - Garnier - 150ml,05914922,['France'],[],[],?,?,,?,,?,,?,,,,['Shampooing sec'],['Aucun'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 ml,"['Plastique', 'Aluminum']",['Garnier'],,,,,,,,,,
1772,"Figue Lerida - 0,292kg",16001222,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,292 kg",['boîte en plastique'],['Lerida'],,,,,,,,,,
1773,sucrière en morceaux pure canne - 1kg,31654321000005,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,
1774,Empêche - 40ml,8718951160224,['France'],[],[],?,?,,?,,?,,?,,,,['Dans'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40ml,,['Empêche'],,,,,,,,,,
1775,Hyaluronic forte,3770008244030,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Orange a -,7458866,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Gel douche mandarine -,3574661578453,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,,
1778,Snack day - Nature - 20,16896804950,['France'],[],[],?,?,,?,,?,,?,,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,['Nature'],,,,,,,,,,
1779,biscotte,26097183,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,faisselle ferlière - La ferme des Grands Prés,3435770123432,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La ferme des Grands Prés'],,,,,,,,,,
1781,Millepertuis Extrait De Plantes,7610313427062,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Foie gras de canard du Sud Ouest - Conserverie des gaves Benejacq 64800,3272935006809,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Conserverie des gaves Benejacq 64800'],,,,,,,,,,
1783,Tilleul - Bio Conseils,3515457070942,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio Conseils'],,,,,,,,,,
