,name,bar_code,generic_name,quantity,brand,sales_countries,ingredients_list,additives,palm_ingredients,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,traceability_code,packaging,labels,link,brand_owner,producer_info,origin_detail
23,Houmous Tahini au sésame - Bio verde - 150g,4000915102871,Houmous,150 g,['Bio verde'],['France'],"['pois chiches bouillis 62%', ""huile d'olive"", 'huile de tournesol', 'tahini ', 'purée de sésame', ' 3%', ""sirop d'agave"", 'jus de citron concentré', 'persil', 'ail', 'sel marin', 'cumin', 'paprika', 'piment', ""vinaigre d'alcool""]",,,['Graines de sésame'],"['Végétalien', 'Végétarien']",3,1431,335,1431 kj(335 kcal),28,"3,2",13,3,"6,8","1,1","0,44",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['Biomonde'],28 g,en quantité élevée,3.2 g,en quantité modérée,3 g,en faible quantité,1.1 g,en quantité modérée,+30%,+27%,+30%,+39%,+30%,+23%,+124%,+5%,+6%,+6%,6,+20%,C,+20%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,['UE/non UE'],,,"['Plastique', 'Carton', 'Sous atmosphère protectrice', 'Frais']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-007', 'Agriculture UE/Non UE']",http://www.bio-verde.de,,,
24,Bâtonnets Daim - 284g (440ml),4007993016908,"GLACE AU CARAMEL (AVEC 5%, PÂTE DE CARAMEL) AVEC GRAINS DE CARAMEL CROQUANT AVEC CHOCOLAT AU LAIT, ENROBAGE CHOCOLAT AU LAIT (32%) ET GRAINS DE CARAMEL DE CARAMEL CROQUANT",284 g (440 ml),['Daim'],"['France', 'Suisse']","['lait écrémé reconstitué', 'sucre', 'lactosérum ', 'lait', 'beurre de cacao', 'graisse végétale de coco', 'grains de caramel croquant avec chocolat au lait ', '5%', 'sucre', 'huile de palme', 'beurre de cacao', 'pâte de cacao', 'lactosérum en poudre ', 'lait', 'lait écrémé en poudre', 'beurre concentré', 'amandes ', '2,7%', 'amidon de maïs', 'préparation à base de lactosérum ', 'lait', 'lait écrémé concentré sucré', 'sel', 'émulsifiants ', 'lécithine de soja', 'arômes', 'grains de caramel croquant ', '3%', ' sucre', 'huile de palme', 'amandes ', '5,5¨ %', 'lait écrémé concentré sucré', 'sel', 'beurre de cacao', 'pâte de cacao', 'beurre concentré', 'lactosérum en poudre ', 'lait', 'lait écrémé en poudre', 'préparation à base de lactosérum ', 'lait', 'émulsifiant ', 'lécithine de soja', 'arômes', 'beurre concentré', 'sirop de glucose-fructose', 'pâtes de cacao', 'poudre de lait écrémé', 'lactose', 'sirop de glucose', 'émulsifiants ', ""mono et diglycérides d'acides gras"", 'lécithine de soja', 'E476', 'stabilisants ', 'farine de graines de caroube', 'gomme guar', 'arôme']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E412 - Gomme de guar']",,"['Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,1478,348,1478 kj(348 kcal),"21,7","15,1","35,5","33,9","2,6","0,3","0,12",C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés', 'Crèmes glacées en pot', 'Glaces au caramel']","['Franprix', 'Magasins U']",21.7 g,en quantité élevée,15.1 g,en quantité élevée,33.9 g,en quantité élevée,0.3 g,en quantité modérée,+48%,+49%,+51%,+89%,+99%,+25%,+39%,-19%,-8%,-8%,22,+48%,E,+48%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,"['Carton', 'Surgelé']","['Point Vert', 'Fabriqué en Allemagne']",,,,
25,Trail-Mix salé-fruité - Seeberger - 150g,4008258158005,,150 g,['Seeberger'],"['France', 'Allemagne', 'Suisse']","['cacahuètes 22 %', 'sucre', 'rhubarbes séchées ', '14', '5 %', 'tranche de banane ', '11 %', 'amandes blanchies n0 %', 'physalis séchés !10 %', 'cranberries ', 'canneberges', ' sechées ', 'S%', 'huile de coprah', 'sel', ""huile d'arachide"", 'huile de colza', 'huile de tournesol', 'miel', 'amidon de pomme de terre', 'arôme naturel', ' Peut contenir des traces dutres fruits à coque', ' Conditionné sous atmosphère pritectrice']",,,['Arachides'],['Non végétalien'],4,1989,474,1989 kj(474 kcal),25,"8,2",47,33,10,"0,41","0,164",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques']",['Auchan'],25 g,en quantité élevée,8.2 g,en quantité élevée,33 g,en quantité élevée,0.41 g,en quantité modérée,-21%,-23%,-23%,-50%,+30%,+190%,+513%,-48%,-14%,-14%,20,+307%,E,+307%,,,,,,,,,,,"['conditionné sous atmosphère protectrice', 'Stück', 'Tüten']",,,,,
26,Bounty Minis - 370g (13pièces de 28.5g),4011100002227,Chocolat au lait fourré de noix de coco blanche et tendre.,370 g (13 pièces de 28.5 g),['Bounty'],['France'],"['Sucre', 'noix de coco séchée ', '21 %', 'sirop de glucose', 'beurre de cacao', 'pâte de cacao', 'lait écrémé en poudre', 'émulsifiants ', 'lécithine de soja', 'E471', 'lactose', 'matière grasse du lait', 'petit-lait en poudre', 'humectant ', 'glycérol', 'sel', 'extrait naturel de vanille,']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E422 - Glycérol']",,"['Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,2036,487,2036 kj(487 kcal),"25,7","21,2","58,9","48,2","3,7","0,3","0,12",C,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées à la noix de coco']",['Magasins U'],25.7 g,en quantité élevée,21.2 g,en quantité élevée,48.2 g,en quantité élevée,0.3 g,en quantité modérée,-0%,+1%,+1%,0%,+4%,+6%,+8%,-14%,+21%,+21%,27,+8%,E,+8%,74.2%,16.2%,3.8%,4.7%,1.1%,0.0%,62,,,,"['Sachet', 'Plastique']",,,,,
27,"Infusion Detox Energie citronnelle, pissenlit, réglisse - Yogi - 21,6g / 12sachets",4012824402980,,"21,6 g / 12 sachets",['Yogi'],['France'],"['Citronnelle* ', '25%', 'pissenlit* ', '20%', 'cannelle*', 'réglisse* ', '10%', 'gingembre*', 'menthe poivrée*', 'zeste de citron*', 'ortie*', 'verveine odorante*', 'curcuma*', 'baies de genièvre*', 'huile essentielle de citron*,']",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,?,,?,,?,,?,,,A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Boissons sans sucre ajouté']",['Magasins U'],,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,"['Carton', 'Sachets']","['Bio', 'en:gluten-free', 'Sans lactose']",,,,
28,Sésame - Burger - 250g e,4012970011791,Pain croustillant au seigle complet au sésame,250 g e,['Burger'],"['France', 'Allemagne', 'Suisse']","['Farine de seigle complète', 'sésame ', '10%', 'sel']",,,"['Gluten', 'Graines de sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,340,1423 kj(340 kcal),"5,5",1,52,"3,1",10,"1,3","0,52",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']",,5.5 g,en quantité modérée,1 g,en faible quantité,3.1 g,en faible quantité,1.3 g,en quantité modérée,,-11%,-11%,+21%,-3%,-26%,-44%,+1%,+47%,+47%,-1,-133%,A,-133%,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,,,,"['Papier', 'sachet']",['Fabriqué en Allemagne'],,,,
29,Skyr Nature - Arla - 450g,4016241040558,Yaourt style islandais nature,450 g,"['Arla', 'Skyr']","['Belgique', 'France', 'Pays-Bas']","['fromage frais maigre ', 'origine UE']",,,['Lait'],[],,?,63,264 kj(63 kcal),0,0,4,4,11,"0,14","0,056",D,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Yaourts', 'Fromages à la crème', 'Skyr']",['Delhaize'],0 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,0.14 g,en faible quantité,,-7%,-8%,-100%,-100%,-38%,-32%,+18%,+32%,+32%,-5,,A,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['DE MV-006 EG'],['Plastic can'],,,,,
30,Végé'tranches Fumées biologique - Wheaty - 100g,4032277000038,,100 g,['Wheaty'],"['Belgique', 'France', 'Pays-Bas']","['seitan bio 85% ', 'eau protéine de blé bio', 'huile de tournesol bio', 'sel', 'extrait de levure bio', 'oignons bio', 'épaississant ', 'farine de caroube bio', 'gomme de guar bio', 'épices bio', 'fumée']","['E410 - Gomme de caroube', 'E412 - Gomme de guar']",,['Gluten'],"['Végétalien', 'Végétarien']",4,?,234,979 kj(234 kcal),"12,2","1,1","2,9","0,3","27,3","1,2","0,48",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Frais', 'Plats préparés frais', 'Substituts de viande', ""Plats préparés d'origine végétale""]","['Eau Vive', 'Ekoplaza']",12.2 g,en quantité modérée,1.1 g,en faible quantité,0.3 g,en faible quantité,1.2 g,en quantité modérée,,+44%,+47%,+92%,+10%,-81%,-88%,+340%,+32%,+32%,3,+1177%,C,+1177%,,,,,,,,,"['Topas GmbH', '72116', 'Mössingen', 'Allemagne']",,"['Plastique', 'Barquette et film plastique', 'Frais', 'Atmosphère protectrice']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-003', 'Fabriqué en Allemagne', 'Sans œufs', 'Sans lactose']",,,,
31,Organic Spelt & Quinoa Wholegrain Snack - karg's - 110g,4033634031078,,110g,"[""karg's""]",['France'],[],,,,[],,?,428,1791 kj(428 kcal),15,"2,3",53,"2,4",15,"2,3","0,92",,['Biscuits apéritifs sans fromage'],,15 g,en quantité modérée,2.3 g,en quantité modérée,2.4 g,en faible quantité,2.3 g,en quantité élevée,,,,,,,,,,,17,,D,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans additifs']",,,,
32,Galette de riz à la pomme - Hipp - 30g,4062300266971,,30 g,['Hipp'],['France'],"['Riz* 83%', ""jus de pommes* concentré 17%,\r*Produits issus de l'Agriculture Biologique,""]",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,387,1619 kj(387 kcal),"0,7","0,1","88,9","8,2","5,9","0,05","0,02",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Aliments pour bébé', 'Goûters et desserts pour bébé', 'Galettes de céréales soufflées', 'Dès 10 mois', 'Galettes de riz soufflé']",['Magasins U'],,,,,,,,,,+93%,+117%,-83%,-91%,+197%,-25%,+70%,-40%,-40%,,,,,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,"['Sachet', 'Plastique']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'BE-BIO-02', 'Agriculture UE/Non UE', 'FR-BIO-01']",https://www.hipp.fr/diversification-alimentaire/nos-produits/gouters/galettes-de-riz/galettes-de-riz-a-la-pomme/,,,
33,Hafer Crunchy avoine - Alnatura - 375g,4104420017764,Bio Hafer-Knusper-Müsli Waldfrucht mit Erdbeeren,375 g,['Alnatura'],"['France', 'Allemagne', 'Luxembourg', 'Suisse']","[""Flocons d'avoine complète* 72%"", 'sucre de canne brut*', 'graisse de palme*', 'extrudé de riz* ', 'farine de riz*', ""farine de malt d'orge*"", 'sel marin', 'sirop de maïs*', 'mélange fruits des bois/fraises* lyophilisés 2,5% ', 'framboises*', 'myrtilles*', 'fraises*', 'mûres*', ""sel marin\r*de l'agriculture biologique\rPeut contenir des traces de lait"", 'amande', 'fruits à coque et sésame']",,,"['Gluten', 'Fruits à coque']",[],3,1965,469,1965 kj(469 kcal),18,"1,9",63,17,"9,7","0,16","0,064",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['Alnatura'],18 g,en quantité modérée,1.9 g,en quantité modérée,17 g,en quantité élevée,0.16 g,en faible quantité,+10%,+13%,+13%,+37%,-43%,+4%,+1%,-2%,-8%,-8%,-1,-120%,A,-120%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,['Deutschland'],,"['Kunststoff', 'sachet plastique', 'PP-05']","['Bio', 'Bio européen', 'Agriculture non UE', 'de:Bio 7 Initiative', 'DE-ÖKO-007', 'DE-ÖKO-013', 'en:EG-Öko-Verordnung', 'Agriculture UE', 'Agriculture UE/Non UE', 'Sans huile de palme']",,,,
34,Crunchy Avoine Epeautre - Alnatura,4104420018983,,,['Alnatura'],"['France', 'Allemagne', 'Schweiz']","['Flocons d’épeautre complet 35%', ""flocons d'avoine complète 33%"", 'sirop de riz 26%', 'graisse de palme', 'extrudé de riz ', 'farine de riz', ""farine de malt d'orge"", 'sel marin', 'sel marin']",,,"['Gluten', 'Fruits à coque', 'Graines de sésame']",[],3,1817,454,1817 kj(454 kcal),15,"1,4",67,16,"9,5","0,29","0,116",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Mueslis', 'Flocons de céréales']",,15 g,en quantité modérée,1.4 g,en faible quantité,16 g,en quantité élevée,0.29 g,en faible quantité,+2%,+9%,+4%,+15%,-58%,+11%,-5%,-4%,+67%,+67%,0,-100%,B,-100%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,['Packung(en)'],"['Bio', 'Bio européen', 'Agriculture non UE', 'de:Bio 7 Initiative', 'DE-ÖKO-013', 'en:EG-Öko-Verordnung', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,
35,Basis Müsli - Alnatura - 750g,4104420180338,,750 g,['Alnatura'],"['France', 'Allemagne', 'Suisse']","[""Flocons d'avoine complète"", ""flocons d'orge complète"", 'flocons de seigle complet', 'graines de tournesol', ""flocons d'épeautre complet"", 'graines de lin', 'sésame grillé', 'amarante soufflée', 'graines de courge 1,5%']",,,"['Gluten', 'Graines de sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1570,373,1570 kj(373 kcal),"8,8","1,5",55,"1,1",13,"0,03","0,012",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,8.8 g,en quantité modérée,1.5 g,en quantité modérée,1.1 g,en faible quantité,0.03 g,en faible quantité,-12%,-10%,-10%,-33%,-55%,-9%,-93%,+32%,-83%,-83%,-5,-202%,A,-202%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,['Beutel'],"['Bio', 'Bio européen', 'Agriculture non UE', 'de:Bio 7 Initiative', 'DE-ÖKO-001', 'en:EG-Öko-Verordnung', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,
36,fritz-kola - 330ml,4260107220015,Koffeinhaltige Limonade,330 ml,['Fritz-kola'],"['France', 'Allemagne', 'Suisse']","['Natürliches Mineralwasser', 'Zucker', 'Kohlensäure', 'Farbstoff Ammonsulfit-Zuckerkulör', 'Säuerungsmittel Phosphorsäure', 'Koffein', 'natürliches Aroma']","['E290 - Dioxyde de carbone', 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",,,"['Végétalien', 'Végétarien']",4,179,42,179 kj(42 kcal),"< 0,01","< 0,01",11,11,"< 0,01","< 0,01","0,004",,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']","['Edeka', 'Sky', 'REWE']",0.01 g,en faible quantité,0.01 g,en faible quantité,11 g,en quantité élevée,0.01 g,en faible quantité,+116%,+100%,+101%,-60%,+57%,+105%,+110%,-67%,-7%,-7%,14,+90%,E,+90%,,,,,,,,,"['Hamburg', 'Deutschland']",,"['Glas', 'Mehrwegpfand']","['Végétarien', 'Végétalien']",,,,
37,Coca-Cola - 33cl,5000112557664,Soda,33 cl,['Coca-Cola'],"['France', 'Italie']","['Acqua', 'zucchero', 'anidride carbonica', 'colorante caramello ', 'E 150D', 'acidificante acido fosforico ', 'E 338', 'aromi naturali ', 'inclusa caffeina']","['E290 - Dioxyde de carbone', 'E150a - Caramel E150a', ""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",,,[],4,?,42,176 kj(42 kcal),0,0,"10,6","10,6",0,0,0,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']",['Kirin'],0 g,en faible quantité,0 g,en faible quantité,10.6 g,en quantité élevée,0 g,en faible quantité,,+100%,+98%,-100%,-100%,+97%,+102%,-100%,-100%,-100%,14,+90%,E,+90%,,,,,,,,,"['Italia', 'Catania']",,"['Canette', 'Lattina']",,,,,
38,dentalTape - Maltesers - 37g,5000159020312,,37 g,"['Maltesers', 'Widsom']","['Belgique', 'France', 'Irlande', 'Maroc', 'Portugal', 'Suisse']","['Sucre', 'lait écrémé en poudre', 'beurre de cacao', 'sirop de glucose', ""extrait de malt d'orge"", 'pâte de cacao', 'matière grasse de palme', 'lactose et protéines de petit lait', 'petit-lait en poudre', 'matière grasse du lait', 'émulsifiants ', 'lécithine de soja', 'E492', 'farine de blé', 'huile de palme', 'poudres à lever ', 'E341', 'E500', 'E501', 'gluten de blé', 'sel', ""agent d'enrobage "", 'pectine', 'extrait naturel de vanille']","['E322i - Lécithine', 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E501 - Carbonates de potassium', 'E440 - Pectines']",['Huile de palme'],"['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,2108,503,2108 kj(503 kcal),"24,6","15,1","61,6","51,7","8,2","0,45","0,18",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']","['Centra', 'Tesco']",24.6 g,en quantité élevée,15.1 g,en quantité élevée,51.7 g,en quantité élevée,0.45 g,en quantité modérée,-5%,-5%,-5%,-23%,-13%,+18%,+9%,+39%,+194%,+194%,27,+11%,E,+11%,,,,,,,,,,,"['Sachet', 'Plastique', 'Plastic', 'mixed plastic-packet']",['Végétarien'],,,,
39,"Snickers x1 - 150g, 3barres de 50g",5000159429153,"Chocolat au lait fourré de confiserie (16%) et de caramel (27%), avec des cacahuètes grillées (22%)","150 g, 3 barres de 50 g",['Snickers'],"['France', 'Pays-Bas', 'Norvège']","['sucre', 'sirop de glucose', 'cacahuètes', 'lait écrémé en poudre', 'beurre de cacao', 'pâte de cacao', 'huile de tournesol', 'lactose', 'matière grasse du lait', 'petit-lait en poudre', 'matière grasse de palme', 'sel', 'émulsifiant ', 'lécithine de soja', ""blanc d'oeuf en poudre"", 'protéine de lait', 'extrait naturel de vanille']",['E322i - Lécithine'],['Huile de palme'],"['Œufs', 'Lait', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2018,481,2018 kj(481 kcal),23,"7,9",61,52,"8,6","0,63","0,252",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées aux fruits oléagineux']",['REMA 1000'],23 g,en quantité élevée,7.9 g,en quantité élevée,52 g,en quantité élevée,0.63 g,en quantité modérée,+1%,+4%,+3%,+3%,-3%,+5%,+7%,+7%,+20%,+20%,25,+3%,E,+3%,,,,,,,,,,,"['Film plastique', 'Green dot', 'Tidyman wastebasket', 'Plastic']",,,,,
40,M&Ms Peanut - M&M'S - 330g,5000159452595,Cacahuètes (24%) enrobées de chocolat au lait (48%) et dragéifiées,330 g,"[""M&M'S""]","['Belgique', 'France', 'Allemagne', 'Suisse', 'Royaume-Uni']","['sucre', 'cacahuètes', 'pâte de cacao', 'lait écrémé en poudre', 'lactose et protéines de lait', 'beurre de cacao', 'matière grasse de palme', 'beurre concentré ', 'lait', 'amidon', 'sirop de glucose', 'matière grasse de karité', 'émulsifiant ', 'lécithine de soja', 'stabilisant ', 'gomme arabique', 'colorants ', 'E100', 'E120', 'E133', 'E160a', 'E160e', 'E171', 'dextrine', ""agent d'enrobage "", 'cire de carnauba', 'sel', 'arômes', 'huile de noix de coco,']","['E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E100 - Curcumine', 'E120 - Acide carminique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E160a - Carotènes mélangés', ""E160e - Apocaroténal 8'"", 'E171 - Oxyde de titane', 'E1400 - Dextrines', 'E903 - Cire de carnauba']",['Huile de palme'],"['Lait', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,2143,512,2143 kj(512 kcal),"25,6","10,4","58,8","53,3","9,7","0,09","0,036",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons', 'Fruits à coques enrobés de chocolat', 'Cacahuètes au chocolat']","['Super U', 'Carrefour', 'Delhaize']",25.6 g,en quantité élevée,10.4 g,en quantité élevée,53.3 g,en quantité élevée,0.09 g,en faible quantité,+3%,+0%,+1%,+1%,-5%,-0%,-0%,+10%,-34%,-34%,26,+3%,E,+3%,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,,,,"['Plastique', 'Sachet', 'Tüte', 'Tüte', 'Tüte', 'Tüte', 'produkt']",,,,,
