,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,nova_score,additives,quantity,traceability_code,packaging,manufacturing,generic_name,markets,ingredients_origins,link,palm_ingredients,brand_owner
42,Étoiles en soupe - Rivoire & Carret - 250g,3660861022367,['Rivoire & Carret'],['France'],['100 % semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1505,?,1505 kj(360 kcal),"1,9","0,3",70,7,13,"0,02","0,008",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",1.9 g,en faible quantité,0.3 g,en faible quantité,7 g,en quantité modérée,0.02 g,en faible quantité,-0%,,+0%,-5%,-32%,+0%,+124%,+4%,-27%,-27%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['Sélection 100\xa0% Blés de France'],['Gluten'],1,,250 g,,"['Boîte', 'Carton']",,Pâtes alimentaires au blé dur de qualité supérieure,,['France'],http://rivoire-et-carret.fr/,,
43,Ravioles 3 fromages - Rivoire & Carret - 250g,3660861022664,['Rivoire & Carret'],['France'],"['Pâtes aux oeufs ', '68 %', ' : semoule de blé dur', 'oeufs 26,7 %', '\r Farce ', '32 %', ' : ricotta 37,3 % ', 'lactosérum', 'lait', 'sel', ""correcteur d'acidité : acide lactique"", 'chapelure ', 'farine de blé', 'sel', 'levure', 'poudre de lactosérum', 'huile de tournesol', 'mozzarella 8 %', 'emmental 8 %', 'fibre de blé', 'arômes naturels', 'sel', 'farine de riz', 'arômes']","['Sans huile de palme', 'Non végétalien']",1657,394,1657 kj(394 kcal),"11,2","3,5","58,6","6,7","12,8","2,007","0,803",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Ravioles']",11.2 g,en quantité modérée,3.5 g,en quantité modérée,6.7 g,en quantité modérée,2.01 g,en quantité élevée,+45%,+55%,+55%,+11%,-42%,+103%,+306%,+16%,+53%,+53%,13,+4%,D,+4%,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",4,['E270 - Acide lactique'],250 g,['IT 171 L CE'],"['Sachet', 'Plastique']",['Union européenne'],Pâtes alimentaires farcies aux fromages,,,,,
44,Ravioles Jambon Cru & Parmesan - Rivoire & Carret - 250g e,3660861022695,['Rivoire & Carret'],['France'],"['Pâtes aux œufs ', '68 %', ' ', 'Semoule de blé dur', 'œufs ', '26,7% pour la pâte', '18 % pour le produit fini', 'Farce ', '32 %', ' ', 'viande de porc cuite ', '45,3 % pour la farce', '14,5 % pour le produit fini', ' ', 'viande de porc', 'sel', 'antioxydant : E301', 'conservateur : E250', 'chapelure ', 'farine de blé', 'eau', 'sel', 'fromage emmental ', '13,3 % pour la farce', '4,3 % pour le produit fini', ' ', 'lait', 'sel', 'ferment lactique', 'présure', 'jambon cru ', '13,3 % pour la farce', '4,3 % pour le produit fini', ' ', 'viande de porc', 'sel', 'conservateurs : E249', 'E250', 'saindoux', 'fibre de blé', 'arômes', 'sel']","['Non végétalien', 'Non végétarien']",1649,?,1649 kj(394 kcal),12,"5,4",54,"1,7",15,2,"0,8",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats au porc', 'Ravioles']",12 g,en quantité modérée,5.4 g,en quantité élevée,1.7 g,en faible quantité,2 g,en quantité élevée,+45%,,+54%,+19%,-11%,+87%,+3%,+36%,+53%,+53%,14,+12%,D,+12%,,,,,,,,"['Point Vert', 'Fabriqué en Italie', ""Fabriqué dans l'UE"", 'Eco-Emballages']","['Œufs', 'Gluten', 'Lait']",4,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E249 - Nitrite de potassium']",250 g e,['IT 171 L CE'],"['sachet plastique', 'Plastique']",['Italie'],Pâtes alimentaires farcies au jambon et au fromage - Ravioles Jambon Cru & Parmesan,"['Dia', 'Intermarché']",['Union européenne'],,,
45,Semoule de blé dur de qualité supérieure fine - Semoulerie de Normandie Rouen - 1kg,3660861024781,['Semoulerie de Normandie Rouen'],['France'],['100% semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,355,1485 kj(355 kcal),"1,9","0,3",70,6,13,"0,02","0,008",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur']",1.9 g,en faible quantité,0.3 g,en faible quantité,6 g,en quantité modérée,0.02 g,en faible quantité,,+0%,-1%,-1%,-16%,-0%,+121%,+7%,-83%,-83%,-3,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,['Gluten'],1,,1 kg,,['Plastique'],,,,,,,
46,Spaghetti Courts - Lustucru,3660861024996,['Lustucru'],['France'],[],[],?,355,1485 kj(355 kcal),"1,9","0,3",70,6,13,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,
47,"Spiraline ""Comme un chef !"" - Lustucru - 500g",3660861025832,['Lustucru'],['France'],['100% semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1505,355,1505 kj(355 kcal),"1,9","0,3",70,6,13,"0,02","0,008",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",1.9 g,en faible quantité,0.3 g,en faible quantité,6 g,en quantité modérée,0.02 g,en faible quantité,-0%,-0%,+0%,-5%,-32%,+0%,+92%,+4%,-27%,-27%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['Point Vert', 'Fabriqué en France']",['Gluten'],1,,500 g,,"['Boîte', 'Carton']",['France'],Pâtes alimentaires de qualité supérieure,,,,,
48,Mafalda comme un chef - lustucru - 500g,3660861025863,['Lustucru'],['France'],[],[],?,355,1485 kj(355 kcal),"1,9","0,301",70,6,13,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,500 g,,,,,,,,,
49,Tagliatelles comme un chef! - Lustucru - 500g,3660861027737,['Lustucru'],['France'],['100% Semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1505,?,1505 kj(360 kcal),"1,8","0,3",70,6,13,"0,02","0,008",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Tagliatelles']",1.8 g,en faible quantité,0.3 g,en faible quantité,6 g,en quantité modérée,0.02 g,en faible quantité,+12%,,+13%,-24%,-50%,+16%,+197%,+18%,-84%,-84%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,['Gluten'],1,,500 g,,['Carton'],,Pâtes alimentaires de qualité supérieure,['Simply Market'],,,,
50,Semoule de blé dur de qualité supérieure grosse - Semoulerie de Normandie Rouen - 1kg,3660861027898,['Semoulerie de Normandie Rouen'],['France'],['100% semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,355,1485 kj(355 kcal),"1,9","0,3",70,6,13,"0,02","0,008",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur']",1.9 g,en faible quantité,0.3 g,en faible quantité,6 g,en quantité modérée,0.02 g,en faible quantité,,+0%,-1%,-1%,-16%,-0%,+121%,+7%,-83%,-83%,0,,B,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,['Gluten'],1,,1 kg,,['Plastique'],,,,,,,
51,Semoule de blé dur de qualité supérieure fine - Semoulerie de Normandie Rouen,3660861400011,['Semoulerie de Normandie Rouen'],['France'],['semoule de blé dur de qualité supérieur'],[],1505,?,1505 kj(360 kcal),"1,9","0,3",70,6,13,"0,02","0,008",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur']",1.9 g,en faible quantité,0.3 g,en faible quantité,6 g,en quantité modérée,0.02 g,en faible quantité,-0%,,+0%,-1%,-16%,-0%,+121%,+7%,-83%,-83%,-3,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,['Gluten'],,,,,['Papier'],,,,,,,
52,Cheveux d'ange aux oeufs frais cuisson 3 minutes - Lustucru - 250g,3660861900122,['Lustucru'],['France'],"['semoule de blé dur de qualité supérieure', 'œufs frais ', '13', '5%', ',']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,372,1556 kj(372 kcal),"3,5","0,8",70,6,"13,5","0,064","0,026",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', ""Pâtes de blé dur à l'œuf""]",3.5 g,en quantité modérée,0.8 g,en faible quantité,6 g,en quantité modérée,0.064 g,en faible quantité,,+15%,+16%,-12%,-37%,+23%,+147%,+7%,-77%,-77%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['Fabriqué en France'],['Œufs'],1,,250g,,['Carton'],,,,,,,
53,Pâtes alphabet - Lustucru - 500g,3660861900214,['Lustucru'],['France'],['semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,355,1485 kj(355 kcal),"1,9",0,70,6,13,"0,02","0,008",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",1.9 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,0.02 g,en faible quantité,,-0%,-1%,-5%,-100%,+0%,+92%,+4%,-27%,-27%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['Fabriqué en France'],,1,,500 g,,['Sachets'],,,,,,,
54,Penne aux oeufs frais - Lustucru - 250g,3660861901099,['Lustucru'],['France'],"['high quality durum Wheat semoiina', 'eggs ', '13', '5%', ' / Ingrediënten: Hardgamegriesmeel van de beste yerse-eleren ', '13,5%']",[],?,372,1556 kj(372 kcal),"3,5","0,8",70,6,"13,5","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],['Œufs'],,,250 g,"['EMB 60150', 'Chiry-Ourscamp (Oise, France)']",,,,,,,,
55,Comme un chef - Lustucru,3660861901150,['Lustucru'],['France'],['100% semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,355,1485 kj(355 kcal),"1,9","0,3",70,6,13,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Al dente en 3 minutes - Gansettes - Lustucru - 500g,3660861901181,['Lustucru'],['France'],['100% semoule de blé dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,355,1485 kj(355 kcal),"1,9","0,3",70,6,13,"0,02","0,008",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur']",1.9 g,en faible quantité,0.3 g,en faible quantité,6 g,en quantité modérée,0.02 g,en faible quantité,,+1%,+0%,+7%,-21%,+0%,+90%,+5%,-16%,-16%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['Fabriqué en France'],['Gluten'],1,,500 g,,"['Sachet', 'Plastique']",,,['Magasins U'],,,,
57,Coquillettes Les 3 Minutes aux oeufs frais - LUSTUCRU - 380g,3660861901211,['LUSTUCRU'],['France'],"['Semoule de blé dur de qualité supérieure', 'oeufs frais ', '13,5%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,374,1565 kj(374 kcal),"3,5","0,8",70,6,14,"0,1","0,04",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes aux œufs']",3.5 g,en quantité modérée,0.8 g,en faible quantité,6 g,en quantité modérée,0.1 g,en faible quantité,,+12%,+11%,-15%,-29%,+18%,+135%,+7%,-58%,-58%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,['Œufs'],1,,380 g,,['Carton'],,,['Magasins U'],,,,
58,Collerettes - Lustucru - 500g,3660861901761,['Lustucru'],['France'],['100% semoule de blé dur de qualité Supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,355,1485 kj(355 kcal),"1,9","0,3",70,6,13,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],['Gluten'],,,500 g,,,,,,,,,
59,Macaroni - Lustucru - 5kg,3660861902027,['Lustucru'],['France'],[],[],?,355,1485 kj(355 kcal),"1,9","0,3",70,6,13,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 kg,,,,,,,,,
60,Linguine du chef - Lustucru - 500g,3660861903291,['Lustucru'],['France'],[],[],?,355,1485 kj(355 kcal),"1,9","0,3",70,"4,5",13,"0,02","0,008",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Linguine']",1.9 g,en faible quantité,0.3 g,en faible quantité,4.5 g,en faible quantité,0.02 g,en faible quantité,,+3%,+3%,+12%,-18%,+4%,+63%,+4%,-10%,-10%,-1,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,500 g,,,,,,,,,
61,Spiraline du chef - Lustucru,3660861903321,['Lustucru'],['France'],[],[],?,355,1485 kj(355 kcal),"1,9","0,3",70,"4,5",13,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Caserecce du chef - Lustucru,3660861903420,['Lustucru'],['France'],[],[],?,355,1485 kj(355 kcal),"1,9","0,3",70,"4,5",13,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Penne n2 du Chef - Lustucru,3660861903451,['Lustucru'],['France'],[],[],?,355,1485 kj(355 kcal),"1,9","0,3",70,"4,5",13,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Haricots de mer sauvages - La Pointe de Penmarc'h,3660902030207,"[""La Pointe de Penmarc'h""]",['France'],[],[],?,10,42 kj(10 kcal),"0,7",0,0,0,"0,9","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Sauce rouille aux crevettes - La Pointe de Penmarc'h - 50g,3660902082404,"[""La Pointe de Penmarc'h""]",['France'],"['Fumet ', 'eau', 'poisson', 'oignons frais', 'concentré de tomate', 'crevettes décortiquées ', '10%', 'huile de tournesol', 'oignons frais', 'ail poudre', 'beurre', 'lait', 'amidon transformé', ""huile d'olive"", 'ail grain', 'harissa ', 'piment', 'ail', 'coriandre', 'carvi', 'sel', 'cumin', 'sel', 'protéines de lait', 'épaississant : carraghénanes', 'piment fort', 'herbes de Provence']","['Non végétalien', 'Non végétarien']",687,165,687 kj(165 kcal),12,3,"9,9","0,9","4,1","1,4","0,56",D,"['Epicerie', 'Sauces', 'Mayonnaises', 'Sauce rouille']",12 g,en quantité modérée,3 g,en quantité modérée,0.9 g,en faible quantité,1.4 g,en quantité modérée,-56%,-60%,-60%,-73%,-27%,+144%,-26%,+54%,0%,0%,8,-42%,C,-42%,81.1%,9.7%,5.1%,2.2%,1.9%,0.0%,53,"['Point Vert', 'Préparée en Bretagne']","['Crustacés', 'Poisson', 'Lait']",4,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",50 g,"['FR 22.272.006 CE', ""Saint-Agathon (Côtes-d'Armor, France)""]","['Pot', 'Verre', 'Couvercle', 'Métal']","['Bretagne', 'France']",,,,,,
66,Coques au naturel - La Pointe de Penmarc'h,3660902205308,"[""La Pointe de Penmarc'h""]",['France'],[],[],?,49,205 kj(49 kcal),5,1,0,0,11,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Moules - La Pointe de Penmarc'h,3660902205407,"[""La Pointe de Penmarc'h""]",['France'],[],[],?,159,665 kj(159 kcal),11,"1,9","4,1","0,1",11,"1,8","0,72",C,"['Produits de la mer', 'Mollusques', 'Moules']",11 g,en quantité modérée,1.9 g,en quantité modérée,0.1 g,en faible quantité,1.8 g,en quantité élevée,,+5%,+6%,+33%,+22%,+7%,-70%,-24%,+51%,+51%,4,+24%,C,+24%,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,,,,,,,,,,,,,,
68,La Pointe de Penmarc'h,3660902212092,"[""La Pointe de Penmarc'h""]",['France'],"['sardines 80%', ""huile d'olive vierge extra"", 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,B,"['Produits de la mer', 'Poissons', 'Sardines']",,,,,,,,,,,,,,,,,,,,,,,56.5%,0.0%,7.4%,31.3%,3.7%,1.0%,85,,['Poisson'],3,,,,,,,,,,,
69,Sardines à l'huile d'olive extra vierge - La Pointe de Penmarc'h - 115g,3660902212160,"[""La Pointe de Penmarc'h""]",['France'],[],[],?,223,933 kj(223 kcal),15,"3,3",0,0,22,1,"0,4",D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",15 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,-10%,-9%,-15%,-14%,-100%,-100%,+3%,+10%,+10%,4,-29%,C,-29%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,115 g,,,,,,,,,
70,Sardines de bolinche - La pointe de penmarc h - 100g,3660902221100,"['La pointe de penmarc h', ""la pointe de penmarc'h""]",['France'],"['Filets de sardines ', '80%', ""huile d'olive vierge extra"", 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,208,870 kj(208 kcal),13,"3,3",0,0,22,1,"0,4",C,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",13 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,-16%,-16%,-27%,-14%,-100%,-100%,+3%,+10%,+10%,4,-29%,C,-29%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,3,,100 g,,"['Conserve', 'Conserve']",,Sardines à l'huile d'olive,,"['France', 'Douarnenez', 'Finistère']",,,
71,Filets de sardines huile d'olive et 5 baies - La Pointe de Penmarc'h,3660902221803,"[""La Pointe de Penmarc'h""]",['France'],[],[],?,205,858 kj(205 kcal),13,"3,3",0,0,22,1,"0,4",D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",13 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,-17%,-17%,-27%,-14%,-100%,-100%,+3%,+10%,+10%,4,-29%,C,-29%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,['Conserve'],,,,,,,
72,Maquereaux en filets tomates petits légumes - La Pointe de Penmarc'h - 169g,3660902230607,"[""La Pointe de Penmarc'h""]",['France'],"['Filets de maquereaux 59 %', 'eau', 'concentré de tomates 9 %', 'légumes 5 % ', 'oignons', 'poivrons rouges', 'aromates ', 'olives vertes', 'ail', 'basilic', 'huile de tournesol', 'vinaigre', 'sel', 'sucre', 'amidon transformé de maïs', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,170,711 kj(170 kcal),11,"2,7","4,2","2,5",13,1,"0,4",D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux tomate-basilic', 'Maquereaux en conserve']",11 g,en quantité modérée,2.7 g,en quantité modérée,2.5 g,en faible quantité,1 g,en quantité modérée,,-11%,-9%,-17%,-11%,+29%,+39%,-1%,+5%,+5%,3,+9%,C,+9%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,"['Point Vert', 'Riche en Oméga-3', 'Omega-3', 'Triman', 'Alu Recyclable', 'Préparés en Bretagne']",['Poisson'],4,['E14XX - Amidons modifiés'],169 g,,"['Conserve', 'Acier', 'Aluminium']","['Bretagne', 'France']",,['La Maison de la Sardine'],,http://www.pointedepenmarch.com/maquereaux-en-filets/68-tomate-et-petits-legumes-3660902230607.html,,
73,Filets de Hareng Fumés au Naturel à l'huile de tournesol - La Pointe de Penmarc'h - 100g (70g),3660902251206,"[""La Pointe de Penmarc'h""]",['France'],"['filets de harengs ', '80%', 'huile de tournesol ', '19%', 'sel', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,231,967 kj(231 kcal),19,"3,5","0,1","0,1",15,1,"0,4",B,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Harengs', 'Poissons fumés', 'Harengs fumés', 'Harengs en conserve']",19 g,en quantité modérée,3.5 g,en quantité modérée,0.1 g,en faible quantité,1 g,en quantité modérée,,+16%,+17%,+33%,+19%,-96%,-94%,+8%,-41%,-41%,4,-47%,C,-47%,64.6%,0.0%,6.7%,24.9%,3.0%,0.8%,76,,,4,,100 g (70 g),"['FR 29.046.532 CE', 'Douarnenez (Finistère, France)']","['Conserve', 'Boîte']",,,['Carrefour'],,,,
74,Filet de merlu - La Pointe de Penmarc'h,3660902253002,"[""La Pointe de Penmarc'h""]",['France'],[],[],?,112,469 kj(112 kcal),"2,3","0,4","0,9",0,22,"0,8","0,32",,"['Plats préparés', 'Plats préparés au poisson', 'Filet de merlu']",2.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.8 g,en quantité modérée,,-3%,-6%,-40%,-33%,-77%,-100%,+45%,+54%,+54%,-1,,A,,,,,,,,,,,,,,,,,,,,,,
75,Thon blanc Germon au naturel - La pointe de Penmarc'h - 160g,3660902261007,"[""La pointe de Penmarc'h""]",['France'],"['Thon blanc germon', 'eau', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,138,577 kj(138 kcal),"4,2","1,2",0,0,25,1,"0,4",E,"['Produits de la mer', 'Poissons', 'Thons', 'Thons blancs', 'Thons au naturel', 'Thons blancs au naturel']",4.2 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,,+6%,+5%,+22%,+23%,-100%,-100%,-2%,+7%,+7%,1,+62%,B,+62%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,,3,,160 g,,['Conserve'],,,,,,,
