,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,generic_name,traceability_code,link,palm_ingredients,manufacturing,brand_owner,origin_detail,producer_info
1175,Bacca ivoire - 100g,6186000048014,B,100 g,['Plastic'],['Bacca Ivoire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Millet', 'Mil entier']",['en:gluten-free'],,['France'],['GRANULÉS DE MIL'],,,[],,0.8 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,354,0%,1481 kj(354 kcal),-1%,"0,8",-78%,0,-100%,"43,8",-33%,0,-100%,"4,2",-59%,0,-100%,0,-100%,2,,B,,75.3%,0.0%,13.9%,7.2%,3.7%,0.0%,94,,,,,,,,,
1176,Le veau,3760262840178,,,,,,"['Bio', 'Bio européen', 'Sans gluten', 'Sans conservateurs']",,['France'],[],,,[],,,,,,,,,,?,,72,,301 kj(72 kcal),,"1,1",,"0,7",,"4,3",,"0,2",,"10,8",,"0,105",,"0,042",,,,,,,,,,,,,,,,,,,,,
1177,Ris de gamargue - Parfum de Camargue - 500g,3760145820105,B,500g,['Sachet plastique'],['Parfum de Camargue'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'AOP']",,['France'],['riz rougeriz complet'],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['France'],,['71116??'],,,['30220 Aigues Mortes'],,,
1178,Pan de molde - Carrefour,8431876085969,B,,,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie', 'Pains blancs']",,['Carrefour'],"['France', 'Espagne']","['Harina de trigo', 'agua', 'levadura', 'azúcar', 'aceite de girasol', 'sal', 'emulgentes ', 'ésteres monoacetil y diacetil tartárico de los mono - y diglicéridos de los ácidos grasos', 'mono y diglicéridos de ácidos grasos', 'estearoil-2-lactilato sódico', 'conservadores ', 'propionato cálcico', 'ácido sórbico', 'corrector de la acidez ', 'ácido láctico', 'agente de tratamiento de la harina ', 'ácido ascórbico']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E300 - Acide ascorbique']","['Gluten', 'Graines de sésame', 'Soja']","[""Pourrait contenir de l'huile de palme""]",4,3 g,en quantité modérée,0.5 g,en faible quantité,3 g,en faible quantité,1.3 g,en quantité modérée,1062,-17%,251,-15%,1062 kj(251 kcal),-14%,3,-49%,"0,5",-61%,46,-9%,3,+29%,9,+6%,"1,3",+3%,"0,52",+3%,1,-78%,B,-78%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,,,
1179,Filets de maquereaux espagnols - Carrefour - 125g,3560070981915,,125 g,,['Carrefour'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Maquereaux', 'Maquereaux en conserve']",,['Carrefour'],"['Belgique', 'France']","['Filets de maquereaux espagnols 70% ', 'Scomber colias ou Scomber japonicus', ""huile d'olive vierge extra 28%"", 'sel', 'piment fort rouge 0,9%', ""vinaigre d'alcool"", 'affermissant : chlorure de calcium']","['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']","['Maquereaux espagnols', 'Maquereaux espagnols']","['Non végétalien', 'Non végétarien']",4,6.9 g,en quantité modérée,1.3 g,en faible quantité,,,1 g,en quantité modérée,709,-16%,169,-17%,709 kj(169 kcal),-16%,"6,9",-54%,"1,3",-60%,?,,,,27,+85%,1,+1%,"0,4",+1%,,,,,,,,,,,,,Filets de maquereaux espagnols à l'huile d'olive vierge extra 28% et au piment,"['EMB 13078', 'Port-Saint-Louis-du-Rhône (Bouches-du-Rhône, France)']",,,,,"Ce produit a été fabriqué au Maroc à partir de maquereaux pêchés dans la zone FAO : voir sur l'un des cotés de l'étui, d'huile d'olive vierge extra d'origine UE et de piments cultivés au Maroc.",Fabriqué par (N° agrément MA 5898) et importé par EMB 13078 pour : Interdis.
1180,Turron de Jijona - Pico,8412115003548,E,,,['Pico'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']",,,['France'],"['AMANDES GRILLÉES ', '69%', 'SUCRE', 'MIEL ', '12%', ""BLANC D'OEUF ET ÉMULSIFIANT E-471,""]",,['Œufs'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",3,39 g,en quantité élevée,3 g,en quantité modérée,31 g,en quantité élevée,0.1 g,en faible quantité,?,,564,+4%,2360 kj(564 kcal),+4%,39,+9%,3,+3%,32,-18%,31,-9%,18,+18%,"0,1",+189%,"0,04",+189%,13,-5%,D,-5%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,
1181,La Rosette Prétranchée Grande Carte - Aoste professionnel - 48,3041832764002,,48,,['Aoste professionnel'],,,,['France'],[],,,[],,,,,,,,,,?,,390,,1632 kj(390 kcal),,31,,13,,"1,8",,"1,3",,26,,5,,2,,,,,,,,,,,,,,,"['EMB 38012', 'Aoste (Isère, France)']",,,,,,
1182,Fondant chocolaté,0065633508217,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,360,,1506 kj(360 kcal),,12,,6,,72,,28,,4,,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,
1183,Yogourt Crec 0% Vainille Sans Lactose - Riviera - 740gr,0064912087054,,740 gr,,['Riviera'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts vanille']",,,"['Canada', 'France']",[],,,[],,0.0571 g,en faible quantité,0 g,en faible quantité,6.29 g,en quantité modérée,0.0929 g,en faible quantité,?,,62.857142857143,-35%,263 kj(62 kcal),-35%,"0,057",-98%,0,-100%,"7,429",-38%,"6,286",-43%,"9,143",+139%,"0,093",-14%,"0,037",-14%,-4,-249%,A,-249%,,,,,,,,,,,,,,,,
1184,Saumon fumé - Delpeyrat,3067163621241,E,,,['Delpeyrat'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,['France'],[],,,[],,8.2 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,3.7 g,en quantité élevée,?,,200,+8%,837 kj(200 kcal),+8%,"8,2",-22%,"1,2",-42%,"0,49",-1%,0,-100%,"22,44",+2%,"3,7",+31%,"1,48",+31%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,
1185,Nougat tendre aitana - 300g,8412080003284,E,300 g,,['Aitana'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,,['France'],[],,,[],,11 g,en quantité modérée,1.2 g,en faible quantité,57 g,en quantité élevée,0.06 g,en faible quantité,?,,427,-4%,1787 kj(427 kcal),-4%,11,-33%,"1,2",-39%,75,+15%,57,+5%,6,-16%,"0,06",-20%,"0,024",-20%,16,0%,D,0%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,
1186,Confiture de Myrtilles Bio - André Guépratte,3278930001658,C,,,['André Guépratte'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",,['France'],"['Myrtilles*', 'sucre*', 'pectine de fruits', 'jus de citron concentré*', "" *Ingrédients issus de l'agriculture biologique""]",['E440 - Pectines'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.5 g,en faible quantité,0 g,en faible quantité,62 g,en quantité élevée,0.01 g,en faible quantité,?,,252,+15%,1054 kj(252 kcal),+15%,"0,5",+92%,0,-100%,62,+16%,62,+22%,"0,4",+3%,"0,01",-40%,"0,004",-40%,12,+30%,D,+30%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,
1187,The vert de chine - Leader Price - 30g,4792263650332,B,30 g,,['Leader Price'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thé vert de Chine']",,['Leader Price'],['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
1188,Le fromage frais aux fruits pomme caramélisée,3760222460316,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,126,,527 kj(126 kcal),,"5,5",,"3,1",,14,,12,,"5,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1189,Fulfil Protein Bars peanut&caramel,5390691017926,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,372,,1556 kj(372 kcal),,15,,"7,5",,29,,"3,8",,36,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,
1190,Beurre d amande -,0068892263101,,,,,,['en:gluten-free'],,"['Canada', 'France']",[],,,[],,,,,,,,,,?,,633.33333333333,,2650 kj(633 kcal),,60,,"6,667",,20,,0,,20,,0,,0,,,,,,,,,,,,,,,,,,,,,
1191,Organic Apple Sauce - Kirkland - 90g,0096619878994,,90 g,['Plastique'],['Kirkland'],['Snacks'],"['en:gluten-free', 'Sans sucre ajouté']",['Tahiti Trading'],"['France', 'Polynésie française', 'États-Unis']","['ORGANIC APPLES', 'WATER', 'ASCORBIC ACID ', 'VITAMIN C']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,8.89 g,en quantité modérée,0 g,en faible quantité,?,,50,-89%,209 kj(50 kcal),-89%,0,-100%,0,-100%,"13,3",-76%,"8,89",-71%,"1,11",-82%,0,-100%,0,-100%,-2,-111%,A,-111%,,,,,,,,['États-Unis'],,,http://www.costco.com,,['USA'],Costco Companies Inc.,,
1192,Pois chiches extra bio,3450120012099,,,,,,"['Bio', 'Bio européen', 'ES-ECO-027-RI']",,['France'],[],,,[],,,,,,,,,,?,,83,,347 kj(83 kcal),,2,,"0,2",,"9,1",,0,,"4,9",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,
1193,Dermeze - Kirkland Signature,0096619784776,A,,"['tube', 'glass-jar']","['Kirkland Signature', 'Dermeze']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives farcies']",['Fabriqué en Espagne'],,['France'],[],,,[],,11 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,?,,111,-32%,464 kj(111 kcal),-32%,11,-31%,2,-26%,0,-100%,0,-100%,"1,1",-33%,4,+21%,"1,6",+21%,12,-2%,D,-2%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,
1194,02211763,02211763,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Célébration - Leclerc - 240g,0064042003412,,240 g,,['Leclerc'],,,,"['Canada', 'France']","['CHOCOLAT AU LAIT ', 'SUCRE', 'BEURRE CACAO', 'LIQUEUR DE CHOCOLAT', 'SUBSTANCES LAITIÈRES DE LECITHINE DE SOYA', 'VANILLINE', 'FARINE DE BLÉ ENRICHIE', 'GARNITURE AU CARAMEL ', 'GLUCOSE', 'CASSONADE', 'SUCRE HUILE DE NOIX DE COCO ET/OU DE SOYA HYDROGENÉE', 'EAU,SUBSTANCES LAITIERES MODIFIÉES', 'SEL', 'LÉCITHINE DE SOYA', 'AROME NATUREL ET ARTIFICIEL', 'SUCRE', 'BEURRE', 'BICARBONATE DE SODIUM', 'SEL', 'LÉCITHINE DE SOYA AROME ARTIFICIEL PEUT CONTENIR DES ARACHIDES ET DES NOIX']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",['Lait'],['Non végétalien'],4,,,,,,,,,?,,500,,2092 kj(500 kcal),,"23,333",,15,,70,,"46,667",,"3,333",,"0,417",,"0,167",,,,,,,,,,,,,,,,,,,,,
1196,Brownie décongelés - Leclerc - 6pièces,0205104020996,D,6 pièces,['boîte en plastique'],['Leclerc'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",,['E. Leclerc'],['France'],"['Chocolat 27% ', 'masse cacao 50%', 'sucre', 'émulsifiant: lécithine de SOJA', 'vanilline', 'sucre', 'OEUFS', 'farine de BLE', 'beurre concentré ', 'LAIT', 'matière grasse végétale ', 'huile de colza', 'émulsifiant:mono et diglycérides 2 d acides gras', 'noix de pécan ', 'FRUITS A COQUE']",['E322i - Lécithine'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Non végétalien'],4,29 g,en quantité élevée,11 g,en quantité élevée,36 g,en quantité élevée,0.06 g,en faible quantité,?,,470,+4%,1966 kj(470 kcal),+3%,29,+13%,11,+34%,45,-6%,36,+5%,6,+1%,"0,06",-84%,"0,024",-84%,22,+15%,E,+15%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,,['Queven'],,,
1197,Cantuccini Pistaches Et Noix - Deseo - 200g,8032532380857,C,200 g,,['Deseo'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Cantucci']",['Fabriqué en Italie'],,['France'],"['Farine de blé', 'sucre', 'oeufs', 'noix', ' 11%', 'pistaches 6%', 'beurre ', 'lait', 'poudre à lever ', ""bicarbonate d'ammonium"", 'arômes naturels']","[""E503ii - Carbonate acide d'ammonium""]","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,15 g,en quantité modérée,4 g,en quantité modérée,53 g,en quantité élevée,0.17 g,en faible quantité,?,,475,+8%,1987 kj(475 kcal),+8%,15,+5%,4,+1%,70,+6%,53,+65%,11,+13%,"0,17",-47%,"0,068",-47%,18,+16%,D,+16%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,
1198,Olives noires dénoyautées - La explanda - 280g poids net,8410791505622,A,280g poids net,['Conserve métalique'],"['La explanda', 'Aceitunas Cazorla']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives dénoyautées', 'Olives noires dénoyautées']","['EAC', 'Point Vert']",,['France'],"['Olives noires dénoyautées', 'eau', 'sel stabilisant', ' gluconate ferreux E579', ' Produit sténilisé', ' Состав: Маслины без КОСТОЧКИ', 'ВОДӘ', 'СОЛЬ', 'стабилизатор: ГлЮКОнат желёза Е579', ' Стерилизованный продукт', ' Склад: Маслини без кісточки вода аль', 'dаблізатор:Глюконат залоза Е579', ' Стерилковано Zutąten', ' Schwarze Oliven ohne Stein', 'Wasser', 'Salz', 'Farbstabilisator', ' Eisen-l-gluconat Konservierungsmittel: Kaliumsorbat', ' Stenisiet Co']",['E579 - Gluconate de fer'],,[],,3 g,en quantité modérée,3 g,en quantité modérée,0.1 g,en faible quantité,2.5 g,en quantité élevée,?,,134,-38%,561 kj(134 kcal),-38%,3,-86%,3,+7%,"2,2",-10%,"0,1",-67%,14,+1020%,"2,5",-30%,1,-30%,13,+7%,D,+7%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['Espagne'],,['R-S-I-ES-21-13019-A-CE'],,,"['Aceitunas Cazorla', 'S.L.', 'CTRA de Matrid', '69', 'Alicante']",,,
1199,Salade de gambas aux mandarines - Mix Buffet,3700009260876,,,,['Mix Buffet'],,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,['France'],[],,,[],,,,,,,,,,?,,146,,611 kj(146 kcal),,11,,"0,8",,"6,8",,"4,9",,"4,2",,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,,,
1200,Mélange apéritif aux herbes - Jean Hervé - 180g,3390390003208,,180 g,"['Bocal', 'Verre']",['Jean Hervé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']","['Bio', 'Fabriqué en France']",,['France'],"['Noix de cajou 25 %', 'cacahuètes 25 %', 'amandes 20 %', 'noisettes 20 %', 'shoyou ', 'soja jaune', 'blé', 'sel', 'Aspergillus Oryzae', ' 5 %', 'graines de tournesol 4,6 %', 'herbes ', 'marjolaine', 'origan', 'thym', ' 0,4 %']",,"['Gluten', 'Fruits à coque', 'Arachides', 'Soja']",[],3,53.2 g,en quantité élevée,6.7 g,en quantité élevée,4.8 g,en faible quantité,1.32 g,en quantité modérée,?,,621,+40%,2598 kj(621 kcal),+41%,"53,2",+155%,"6,7",+30%,"7,8",-84%,"4,8",-88%,"21,9",+139%,"1,32",+973%,"0,528",+973%,9,+18%,C,+18%,,,,,,,,,,,,,,,,
1201,Boisson aux graines de basilic aromatisée,3760184322745,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,52,,218 kj(52 kcal),,0,,0,,13,,"12,3",,0,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,
1202,Roasted seaweed 16 g Tao Kae Noi,8858702402026,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,358,,1498 kj(358 kcal),,6,,1,,32,,"1,6",,45,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,
1203,Bordeaux recoltant,26069265,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Speck sans gluten - Devodier - 100g e,8033087340747,E,100 g e,"['Barquette', 'Plastique']",['Devodier'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons crus fumés', 'Specks', 'en:raw-cured-ham']",['en:gluten-free'],,['France'],"['Viande de porc', 'sel', 'épices', 'dextrose', 'plantes aromatiques', 'conservateur : nitrite de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,17 g,en quantité modérée,6.3 g,en quantité élevée,0.5 g,en faible quantité,4.1 g,en quantité élevée,1221,,292,+2%,1221 kj(292 kcal),+2%,17,-9%,"6,3",-12%,"0,8",+18%,"0,5",+52%,34,+18%,"4,1",-6%,"1,64",-6%,19,-3%,E,-3%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,['IT 2109-L CE'],,,,,,
1205,Canderel Green Stevia - 40g,7640110704271,,40g,['pot en verre'],['Canderel'],['Édulcorants'],,['Carrefour'],"['France', 'Émirats arabes unis']",[],,,[],,0 g,en faible quantité,0 g,en faible quantité,5.6 g,en quantité modérée,3.8 g,en quantité élevée,?,,391,+26%,1636 kj(391 kcal),+26%,0,-100%,0,-100%,98,+21%,"5,6",-92%,0,-100%,"3,8",+10088%,"1,52",+10088%,15,+12%,D,+12%,,,,,,,,,,,,,,,,
1206,Citrigreen,9002859101533,,,,,,['Fabriqué en Italie'],,['France'],[],,,[],,,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,"0,1",,"0,1",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
1207,Cœurs de palmiers - Delhaize - 400g,5400113042051,C,400 g,['Conserve'],['Delhaize'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Frais', 'Aliments à base de plantes frais', 'Cœurs de palmier']",,['Delhaize'],"['Belgique', 'France']","['Cœurs de palmier', 'eau', 'sel de mer', ""correcteur d'acidité: acide citrique""]",['E330 - Acide citrique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.4 g,en quantité modérée,137,+22%,33,+14%,137 kj(33 kcal),+13%,1,+173%,0,-100%,"2,8",-8%,0,-100%,2,-13%,"0,4",-47%,"0,16",-47%,-2,-314%,A,-314%,64.1%,17.1%,7.8%,4.1%,4.6%,2.3%,59,,Cœurs de palmiers,,,,,,,
1208,Arbor Beata,5202511220402,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,824,,3448 kj(824 kcal),,"91,6",,"14,2",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
1209,Amandines  sablé friable,3449611465506,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,459,,1920 kj(459 kcal),,15,,9,,75,,25,,5,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1210,Tesco Bolognese Pasta Sauce Jar 500G,5000462162617,,,"['glass-bottle', 'aluminium-lid', 'paper-unknown']",['Tesco'],,,,"['France', 'Royaume-Uni']","['ingredients tomato ', '67%', 'partially reconstituted tomato purée ', '24%', 'lemon juice from concentrate', 'sugar', 'cornflour', 'onion', 'salt', 'herbs', 'onion powder', 'rapeseed oil', 'garlic purée,']",,,[],,,,,,,,,,?,,172,,720 kj(172 kcal),,"0,7",,"0,1",,"6,6",,"5,5",,"1,4",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,
1211,Toi ton impérial - San Andrés - 150g,8413725004024,E,150 g,"['Carton', 'Plastique']",['San Andrés'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",['Fabriqué en Espagne'],,['France'],[],,,[],,21 g,en quantité élevée,3 g,en quantité modérée,49 g,en quantité élevée,0.12 g,en faible quantité,?,,490,-6%,2050 kj(490 kcal),-6%,21,-33%,3,-43%,60,+33%,49,+28%,14,+17%,"0,12",+87%,"0,048",+87%,18,+9%,D,+9%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,Touron - Turron Impérial Dur aux Cacahuètes,,,,,,,
1212,Frutos secos - Frit Ravich,8410564008015,,,,['Frit Ravich'],,['en:gluten-free'],,['France'],[],,,[],,,,,,,,,,?,,645,,2699 kj(645 kcal),,54,,"6,1",,"4,7",,"4,5",,31,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,
1213,GROUND FRIED TUNA FLOSS (THON),4711452000888,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,457,,1912 kj(457 kcal),,"15,5",,"6,8",,42,,34,,38,,0,,0,,,,,,,,,,,,,,,,,,,,,
1214,Hummus (poivron Rouge) - fontaine santé - 260g,0770333022504,B,260 g,['Plat'],['fontaine santé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['en:gluten-free'],['Provigo'],"['Canada', 'France']","['S CHICHES', 'EAU', 'POIVRONS ROUGES ROTIS', 'TAH RE DE SESAME', 'HUILE DE CANOLA', 'JUS DE C CONCENTRÉ', 'SEL DE MER', 'VINAIGRE', 'AIL']",,,[],3,16.7 g,en quantité modérée,16.7 g,en quantité élevée,3.33 g,en faible quantité,0.958 g,en quantité modérée,?,,233.33333333333,-11%,976 kj(233 kcal),-11%,"16,667",-17%,"16,667",+578%,20,+89%,"3,333",+149%,"6,667",+3%,"0,958",-8%,"0,383",-8%,15,+201%,D,+201%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,
1215,Poêlée de poivrons - Moulin du Calanquet,3760075090470,,,,['Moulin du Calanquet'],"['Epicerie', 'Sauces', 'Pistou']",,,['France'],[],,,[],,4.5 g,en quantité modérée,0.7 g,en faible quantité,23.4 g,en quantité élevée,0.36 g,en quantité modérée,?,,155,-53%,649 kj(155 kcal),-53%,"4,5",-86%,"0,7",-83%,"25,8",+397%,"23,4",+887%,"1,8",-30%,"0,36",-84%,"0,144",-84%,6,-55%,C,-55%,,,,,,,,,,,,,,,,
1216,Pommes de Terre,3276550322559,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Pommes de terre']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,"['EMB 62205', 'Campagne-lès-Wardrecques (Pas-de-Calais, France)']",,,,,,
1217,Trozos de calamares en su tinta - Eliges - 72g,8480012007747,,72 g,,['Eliges'],"['Conserves', 'Produits de la mer', 'Mollusques', 'Calamars']",,,"['France', 'Espagne']",[],,,[],,7.7 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,?,,138,-13%,577 kj(138 kcal),-16%,"7,7",-18%,1,-30%,"4,3",-3%,0,-100%,12,-8%,"1,2",+6%,"0,48",+6%,1,-62%,B,-62%,,,,,,,,,,,,,,,,
1218,Todorka Edro Smlqna,3800023601690,,,,,,['Sans conservateurs'],,['France'],[],,,[],,,,,,,,,,?,,607,,2540 kj(607 kcal),,"8,3",,"0,9",,16,,14,,"1,7",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,
1219,Apfelmus - Purée de pommes - Denner - 720g,7610029161823,B,720 g,,['Denner'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",,['Denner'],"['France', 'Suisse']","['Pommes 93% ', 'Allemagne', 'Italie', 'sucre', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0 g,en faible quantité,18 g,en quantité élevée,0 g,en faible quantité,?,,77,+20%,322 kj(77 kcal),+21%,"0,5",+69%,0,-100%,18,+27%,18,+35%,"< 0,5",+70%,0,-100%,0,-100%,-2,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,
