,name,bar_code,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,salt_quantity,salt_comment,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,ingredients_origins,traceability_code,markets,manufacturing,allergens,nova_score,additives,generic_name,link,brand_owner,origin_detail,producer_info,palm_ingredients
1439,Pois cassés bio - Paysans d'ici - 500g,3760278862492,500g,"[""Paysans d'ici""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois cassés secs']",['France'],[],[],?,?,?,?,?,B,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,64.4%,0.0%,18.1%,9.3%,5.1%,3.1%,95,,,,,,,,,,,,,,,,,,,,,,,,
1440,Crakers italian spice,7071848100606,,,,['France'],[],[],?,526,"35,2","27,9",18,,,,,,,,,,,2201 kj(526 kcal),,,"4,3",,,"1,7",,,,,,,,,,,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,
1441,0034285696153,0034285696153,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,snack hazelnut wafers,80028079,,,,['France'],[],[],?,518,29,53,"9,5",,,,,,,,,,,2167 kj(518 kcal),,,18,,,24,,,,,,,,,,,,"0,32",,"0,128",,,,,,,,,,,,,,,,,,,
1443,Cooked fava beans - chtoura garden - 400g,5285001400140,400g,['chtoura garden'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",['France'],[],[],?,101,"0,6",17,"7,4",,,0.6 g,en faible quantité,0 g,en faible quantité,1.7 g,en faible quantité,,-71%,423 kj(101 kcal),-71%,-89%,0,-100%,-71%,"1,7",-70%,-22%,,,,,,,,1.2 g,en quantité modérée,"1,2",+299%,"0,48",+299%,2,+23%,B,+23%,,,,,,,,,,,,,,
1444,Sauce tomate,4058172657856,,,"['Epicerie', 'Sauces', 'Sauces tomate']",['France'],[],[],?,92,"5,4",8,"2,1",B,,5.4 g,en quantité modérée,0.6 g,en faible quantité,7 g,en quantité modérée,,+5%,385 kj(92 kcal),+8%,+150%,"0,6",+71%,-33%,7,-28%,+35%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,1.2 g,en quantité modérée,"1,2",-7%,"0,48",-7%,6,+17%,C,+17%,,,,,,,,,,,,,,
1445,Lentilles vertes - Bonjour Campagne - 350g,3700225139079,350 g,['Bonjour Campagne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes']",['France'],['Lentilles Vertes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1290,307,"1,3",38,23,B,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Agri-Confiance', 'Agri-Éthique France']",1.3 g,en faible quantité,0.2 g,en faible quantité,0.9 g,en faible quantité,+7%,+7%,1290 kj(307 kcal),+6%,-4%,"0,2",-7%,-2%,"0,9",-32%,+4%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,0 g,en faible quantité,0,-100%,0,-100%,-7,,A,,['Sachet-plastique'],,,,['France'],,1,,,,,France,,
1446,Albicocche denocciolate,8017596070203,,,,['France'],[],[],?,203,"0,3",44,"2,1",,,,,,,,,,,849 kj(203 kcal),,,0,,,28,,,,,,,,,,,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,
1447,Patatine gusto ketchup,8025579111225,,,,['France'],[],[],?,523,30,54,"6,9",,,,,,,,,,,2188 kj(523 kcal),,,"2,8",,,"1,7",,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,
1448,Burger ai ceci,8027890010591,,,,['France'],[],[],?,232,"9,3",19,16,,,,,,,,,,,971 kj(232 kcal),,,1,,,"1,5",,,,,,,,,,,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,
1449,vin rouge biologique - Jacques Frelin,3380330002330,,['Jacques Frelin'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",['France'],[],[],?,?,?,?,?,D,,,,,,,,,,,,,0,-100%,,0,-100%,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,
1450,Sorbet plein fruit à la framboise Bio - La Manufacture des Belles Glaces - 300g,3433871250170,300 g,['La Manufacture des Belles Glaces'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Sorbets', 'Sorbets à la framboise']",['France'],"['Purée de framboise* 52%', 'sucre de canne*', 'eau', 'sirop de glucose déshydraté*', 'jus de citron*', 'stabilisants: farine de caroube* et gomme de guar*', ""\r* Ingrédients issus de l'agriculture biologique""]",[],521,123,"0,26","29,38","0,63",B,"['Bio', 'Bio européen', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique', 'Triman', 'Artisan', 'Glaces Artisanales de France']",0.26 g,en faible quantité,0 g,en faible quantité,25.7 g,en quantité élevée,+16%,+5%,521 kj(123 kcal),+6%,+14%,0,-100%,+8%,"25,67",+9%,+12%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,0.01 g,en faible quantité,"0,01",-54%,"0,004",-54%,5,+6%,C,+6%,"['pot en carton', 'Surgelé', 'Pot', 'Carton', 'Couvercle']",['Serbie'],"['EMB 38468A', 'Salaise-sur-Sanne (Isère, France)']",,"['Isère', 'France']",,4,['E410 - Gomme de caroube'],,https://www.lamanufacturedesbellesglaces.fr,Glaces de Lyon,Serbie,Glaces de Lyon,
1451,Galettes Montagnardes - Agis - 300g,3366760044874,300 g,['Agis'],,['France'],[],[],?,204,8,"21,1","9,2",,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,854 kj(204 kcal),,,"5,1",,,"0,5",,,,,,,,,,,,"1,44",,"0,576",,,,,,['Film en plastique'],,,,,,,,,,,,,
1452,3337875553278,3337875553278,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Salmone con patate omogeneizzato,8001040012659,,,,['France'],[],[],?,79,"2,4","9,2","4,8",,,,,,,,,,,331 kj(79 kcal),,,"0,6",,,"0,1",,,,,,,,,,,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,
1454,Pâte à tartiner cacao - Lucien gorgelin,330720237361,,['Lucien gorgelin'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Miel de france bruyere et bourdaine des landes de gascogne,3425601537200,,,,['France'],[],[],?,327,0,81,"0,5",,,,,,,,,,,1368 kj(327 kcal),,,0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Maille Moutarde à l'Ancienne Seau 1kg - 1000g,8711200375264,1000 g,['Maille'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],"[""Vinaigre d'alcool"", 'graines de MOUTARDE', 'eau', 'sel', 'vin blanc ', 'dont SULFITES', 'sucre', 'arôme naturel', 'acidifiant : acide lactique']",['Sans huile de palme'],731,176,10,"9,4","6,9",B,,10 g,en quantité modérée,0.4 g,en faible quantité,6 g,en quantité modérée,+5%,+4%,731 kj(176 kcal),+3%,-7%,"0,4",-51%,+36%,6,+55%,+5%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,5.2 g,en quantité élevée,"5,2",+10%,"2,08",+10%,13,+12%,D,+12%,"['Wrapper', 'Film']",,,,,"['Moutarde', 'Anhydride sulfureux et sulfites']",4,['E270 - Acide lactique'],Moutarde à l'ancienne,,,,,
1457,Vanille Spritz,4061458066266,,,,['France'],[],[],?,537,"29,8","61,5","5,2",,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,2247 kj(537 kcal),,,"14,5",,,"23,5",,,,,,,,,,,,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,
1458,emmental cœur de meule - président - 400g,12284231,400 g,['président'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['France'],[],[],?,?,?,?,?,D,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,['Plastique'],,,,,,,,,,,,,
1459,Pétales blé complet et riz,26011479,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille en verre'],,,,,,,,,,,,,
1460,Dove Déodorant Spray Go Fresh Concombre & Thé Vert - 150ml,8710908500169,150 ml,"['Dove', 'For women']",,['France'],"['Butane', 'Isobutane', 'Propane', 'Aluminum Chlorohydrate', 'Cyclopentasiloxane', 'PPG-14 Butyl Ether', 'Parfum', 'Helianthus Annuus Seed Oil', 'C12-15 Alkyl Benzoate', 'Disteardimonium Hectorite', 'Octyldodecanol', 'BHT', 'Dimethiconol', 'Propylene Carbonate', 'PEG-4', 'Alpha-Isomethyl Ionone', 'Benzyl Alcohol', 'Benzyl Salicylate', 'Citronellol', 'Coumarin', 'Hexyl Cinnamal', 'Limonene', 'Linalool']",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['gs1:T0137:SW'],,,,,,4,"['E943a - Butane', 'E943b - Isobutane', 'E944 - Propane', 'E173 - Aluminium', 'E321 - Butylhydroxytoluène', 'E1519 - Alcool benzylique']",Deo aerosol,,,,,
1461,Purina beyond,7613036885300,,,,['France'],[],[],?,1500,53,25,7,,,,,,,,,,,6276 kj(1500 kcal),,,9,,,5,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,
1462,gésiers de volaille - Le gaulois - 350g,3266980415006,350 g,['Le gaulois'],,['France'],[],[],359,85,"1,8",0,17,,,,,,,,,,,359 kj(85 kcal),,,"0,6",,,0,,,,,,,,,,,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,
1463,Clope,7622100964063,,,,['France'],[],[],?,100,0,0,0,,,,,,,,,,,418 kj(100 kcal),,,0,,,0,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1464,Lacteol,3400933073602,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Croissabt cioccolato,8024370015831,,,,['France'],[],[],?,391,16,27,14,,,,,,,,,,,1636 kj(391 kcal),,,5,,,20,,,,,,,,,,,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,
1466,Uova Medie,8005843046408,,,"[""Produits d'élevages"", 'Œufs', 'Œufs frais']",['France'],[],[],?,144,10,0,13,D,,10 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,,+4%,602 kj(144 kcal),+3%,+11%,"3,2",+49%,-100%,0,-100%,+6%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,0.4 g,en quantité modérée,"0,4",+77%,"0,16",+77%,0,,B,,,,,,,,,,,,,,,
1467,Miel de Lorraine,4056489138242,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Lait de nos prairies,3760043108206,,,,['France'],[],[],?,64,"3,6","4,8","3,2",,,,,,,,,,,268 kj(64 kcal),,,"2,5",,,"4,6",,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
1469,Baguette mie dinette,2030508084460,,,,['France'],[],[],?,261,13,?,7,,,,,,,,,,,1092 kj(261 kcal),,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1470,Alnatura - 350g,4104420230156,350 g,['Alnatura'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels crémeux']",['France'],[],[],?,?,?,?,?,B,,,,0 g,en faible quantité,0 g,en faible quantité,,,,,,0,-100%,,0,-100%,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,
1471,Latte uht a lunga conservazione intero,8000212002016,,,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits entiers']",['France'],[],[],?,65,"3,6","4,9","3,2",D,,3.6 g,en quantité modérée,2.5 g,en quantité modérée,4.9 g,en faible quantité,,-2%,272 kj(65 kcal),-3%,-3%,"2,5",+5%,+2%,"4,9",+3%,-3%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,0.1 g,en faible quantité,"0,1",-15%,"0,04",-15%,2,+27%,B,+27%,,,,,,,,,,,,,,
1472,Boudin blanc,3445425029804,,,,['France'],[],[],?,211,18,"2,6",10,,,,,,,,,,,883 kj(211 kcal),,,"7,2",,,"1,1",,,,,,,,,,,,"1,4",,"0,56",,,,,,,,"['FR 76.400.001 CE', 'Luneray (Seine-Maritime, France)']",,,,,,,,,,,
1473,Pur Jus Citron Vert Jardin Bio Étic,3456300013658,,,,['France'],[],[],?,35,"0,8","1,7","0,5",,['Bio'],,,,,,,,,146 kj(35 kcal),,,0,,,"1,7",,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1474,12110001,12110001,,,,['France'],[],[],?,?,?,?,?,,['Sans gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Muizas,4751028520181,,,,['France'],[],[],?,0,13,74,"0,03",,,,,,,,,,,0 kj(0 kcal),,,13,,,31,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,
1476,Fun spaghetti candy,5400265026398,,,,['France'],[],[],?,344,"3,3",75,"1,9",,,,,,,,,,,1439 kj(344 kcal),,,"1,7",,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Erdnüsse Wasabi Style -,4388844131699,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",['France'],"['Erdnusskerne 27,5%', 'Weizenmehl', 'Zucker', 'Maisstärke', 'Maismehl', 'Kokosöl', 'Speisesalz', 'Sojasaucepulver ', 'Weizen', 'Sojabohnen', 'Dextrin', 'Speisesalz', 'Koji-Pilz', 'Aroma', 'Rapsöl', 'Verdickungsmittel Gummi arabicum', 'Maltodextrin', 'Antioxidationsmittel Extrakt aus Rosmarin', 'Backtriebmittel Natriumhydrogencarbonat', 'Kartoffelstärke', 'Säuerungsmittel Citronen - säure', 'Wasabipulver 0,08%', 'Farbstoff Kupferkomplexe der Chlorophylle und Chlorophylline']",[],?,458,"19,3","59,6",10,D,,19.3 g,en quantité modérée,4.4 g,en quantité modérée,23.4 g,en quantité élevée,,-23%,1916 kj(458 kcal),-23%,-58%,"4,4",-39%,+280%,"23,4",+306%,-59%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,1 g,en quantité modérée,1,+5%,"0,4",+5%,8,+33%,C,+33%,,,,,,,4,['E1400 - Dextrines'],,,,,,
1478,Pogne de romans pur beurre,3770008919808,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Exfoliating socks -,8715342023014,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,La classica,8001840281804,,,,['France'],[],[],?,355,"1,2",77,"7,2",,,,,,,,,,,1485 kj(355 kcal),,,"0,3",,,"0,4",,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1481,Kaffeeweißer,4306188395546,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,
1482,Pruneaux d'agen,3588730000004,,,,['France'],[],[],?,234,"0,5",54,2,,,,,,,,,,,979 kj(234 kcal),,,"0,1",,,35,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1483,Flan - Cora,3021990099833,,['Cora'],"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Flans gélifiés', 'Flans pâtissiers']",['France'],[],[],?,391,"20,4","46,6","4,8",B,,20.4 g,en quantité élevée,4.6 g,en quantité modérée,27.5 g,en quantité élevée,,+88%,1636 kj(391 kcal),+86%,+164%,"4,6",-1%,+60%,"27,5",+55%,+31%,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,0.72 g,en quantité modérée,"0,72",+196%,"0,288",+196%,17,+76%,D,+76%,,,,,,,,,,,,,,
1484,Buble gum,8719992250974,,,,['France'],[],[],?,352,0,"80,6","7,4",,,,,,,,,,,1473 kj(352 kcal),,,0,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Discount Limonino Citronsaft,8031301883216,,,,['France'],[],[],?,27.7,0,2,"0,4",,,,,,,,,,,116 kj(27 kcal),,,0,,,2,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1486,Ceylon Zimt - Alnatura - 50g,4104420028500,50 g,['Alnatura'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,Dattes bio de Tunisie - Snoussi Med - 500g,3760149995304,500 g,['Snoussi Med'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour', 'Dattes entières']",['France'],"['Dattes Deglet Nour Standard Biologiques Origine: T UNISIE - CAT ', '1']",[],?,287,"0,25","64,7","1,8",B,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'en:Tn-bio-008']",0.25 g,en faible quantité,0.075 g,en faible quantité,64.7 g,en quantité élevée,,-2%,1201 kj(287 kcal),-2%,-22%,"0,075",+9%,-4%,"64,7",+12%,-21%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,0.1 g,en faible quantité,"0,1",+289%,"0,04",+289%,2,-53%,B,-53%,['Carton'],['Tunisie'],,['Bio'],,,,,,,,,,
1488,7 petits pot Pate a tartiner,3700774301132,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Viande haché pur boeuf,3257980382177,,,,['France'],[],[],?,0,5,0,0,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1490,Noir Citron Gingembre - bonneterre - 100g,04132312,100g,['Bonneterre'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['Pâte de cacao*', 'sucre de canne*', 'préparation aux citrons* ', 'citrons 11,8 %', 'jus de pomme concentré*', 'farine de riz*', 'gélifiant : pectines', 'beure de cacao', 'gingembre moulu* 2,1 %', 'huile essentielle de citron*', 'vanille moulue*', ' Pourcentages exprimés sur produit fini', ' Cacao: 71 % minimum dans le chocolat', ' *']",[],?,?,?,?,?,D,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,['Carton'],,,,,,4,['E440 - Pectines'],,,,,,
1491,Timotei Masque Cheveux Réparateur - 300ml,8710522724880,300 ml,['Timotei'],,['France'],"['Aqua', 'Cetearyl Alcohol', 'Cocos Nucifera Oil', 'Behentrimonium Chloride', 'Dipropylene Glycol', 'Parfum', 'Sodium Benzoate', 'Gluconolactone', 'Trehalose', 'Disodium EDTA', 'Lactic Acid', 'Persea Gratissima Oil', 'Sodium Sulfate', 'Jasminum Officinale Flower Extract', 'Alpha-Isomethyl Ionone', 'Benzyl Alcohol', 'Benzyl Salicylate', 'Coumarin', 'Limonene']",[],?,?,?,?,?,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bocal', 'Film']",,,,,['Gs1:T4078:AI'],,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E575 - Glucono-delta-lactone', 'E270 - Acide lactique', 'E1519 - Alcool benzylique']",Apres-shampoing concentre,,,,,
1492,L été gascon 2019,3760087760095,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Domaine roches de fesle -  - 750ml,3245390248701,750 ml,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Cabernet d'Anjou""]",['France'],[],[],?,?,?,?,?,D,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,['Verre'],['en:brissac Loire france'],,,,,,,,,,,,
1494,La pastina maccheroncini,8001040032275,,,,['France'],[],[],?,1478,"1,3",72,9,,,,,,,,,,,6184 kj(1478 kcal),,,"0,3",,,3,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1495,Noci Sgusciate Bio Gr.40,8005120209700,,,,['France'],[],[],?,703,"68,1","5,1","14,3",,,,,,,,,,,2941 kj(703 kcal),,,"5,6",,,"3,1",,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
1496,Butter cookies,5601069108352,,,,['France'],[],[],?,509,26,"62,4","5,5",,,,,,,,,,,2130 kj(509 kcal),,,14,,,23,,,,,,,,,,,,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,
1497,Confettura extra di albicocche -,8008350101073,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",['France'],[],[],?,264,1,64,5,B,,1 g,en faible quantité,0 g,en faible quantité,64 g,en quantité élevée,,+21%,1105 kj(264 kcal),+21%,+342%,0,-100%,+20%,64,+27%,+896%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,0 g,en faible quantité,0,-100%,0,-100%,12,+33%,D,+33%,,,,,,,,,,,,,,
1498,"100% Direktsaft Apfelsaft Naturtrüb, Apfel",4005517005100,,,,['France'],[],[],?,47,"0,1","10,6","0,5",,,,,,,,,,,197 kj(47 kcal),,,"0,1",,,"10,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,8007213000515,8007213000515,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,3857018101017,3857018101017,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Farine à pizza,3424680041455,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Penne ziti 71 - Baronia,8005709300712,,['Baronia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur', 'Penne']",['France'],[],[],?,354,"1,3","70,8","13,5",,,1.3 g,en faible quantité,0.3 g,en faible quantité,3.2 g,en faible quantité,,+1%,1481 kj(354 kcal),+0%,-23%,"0,3",-20%,+1%,"3,2",+10%,+12%,,,,,,,,0.0045 g,en faible quantité,"0,004",-61%,"0,002",-61%,-3,,A,,,['Italie'],,,,,,,,,,,,
1503,Ananas,7443026140030,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,3701154700439,3701154700439,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,12598663,12598663,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Joghurt griechischer art - Milbona,4056489025184,,"['Milbona', 'Lidl']",,['France'],[],[],?,138,"7,2","15,4","2,8",,,,,,,,,,,577 kj(138 kcal),,,"4,9",,,"14,6",,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
1507,Pain complet,,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Cuisses de poulet blanc - Maître Coq,3230890758072,,['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],?,203,15,0,17,D,,15 g,en quantité modérée,4.3 g,en quantité modérée,0 g,en faible quantité,,+6%,849 kj(203 kcal),+6%,+21%,"4,3",+28%,-100%,0,-100%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,0.2 g,en faible quantité,"0,2",-74%,"0,08",-74%,1,-72%,B,-72%,,,"['FR 85.084.001 CE', 'Essarts (Vendée, France)']",,,,,,,,,,,
1509,Jambon a l’ancienne - Tallec,2264757038442,,['Tallec'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['France'],[],[],?,161,"7,9","0,5",22,E,,7.9 g,en quantité modérée,2.9 g,en quantité modérée,0 g,en faible quantité,,+22%,674 kj(161 kcal),+23%,+65%,"2,9",+58%,-25%,0,-100%,+4%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,1.9 g,en quantité élevée,"1,9",+2%,"0,76",+2%,12,+70%,D,+70%,,,,,,,,,,,,,,
1510,Kamut Fusilli,4021851541395,,,,['France'],[],[],?,355,"1,5",70,14,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,1485 kj(355 kcal),,,"0,3",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Comfort - Carrefour - 10kg,3270190696650,10 kg,['Carrefour'],,"['France', 'Italie', 'Espagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 14333', 'Honfleur (Calvados, France)']",['Carrefour'],,,,,Litière minérale anti-odeurs,,,,Fabriqué en France par EMB 14333 pour Interdis.,
