,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,link,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,traceability_code,generic_name,ingredients_origins,manufacturing,markets,palm_ingredients,brand_owner
900,Veggie-vollkorn - Mestemacher,4000446011437,,['France'],"['wass kerne ', '10%', 'Dinl liche Fasern ', 'Floh Kürbiskerne ', '3%', ' Salz', 'Weizenkeim Kann Spuren von ', '8400 Jeder kana Ernàhruaq reqeì', 'mï']",[],?,244,1021 kj(244 kcal),"13,5","1,6","15,8","1,6","8,7","1,3","0,52",,,['Mestemacher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Vita Power - Mestemacher,4000446011727,['Sans conservateurs'],['France'],[],[],?,243,1017 kj(243 kcal),"8,3",1,"25,2","2,1","11,6","1,3","0,52",,,['Mestemacher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Naan Brot - Mestemacher,4000446016647,"['Végétarien', 'Union Végétarienne Européenne']",['France'],[],['Végétarien'],?,?,,?,,?,,?,,,,,['Mestemacher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,DL Frische,4000503170206,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Meica Bratmaxe - 400g,4000503180601,,['France'],[],[],?,?,,?,,?,,?,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Meins Bratmaxe Würzgriller - 414g,4000503185408,,['France'],[],[],?,?,,?,,?,,?,,,414 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Salsichas de aves - Meica,4000503884905,,['France'],[],[],?,157,657 kj(157 kcal),11,"3,6","0,5","0,5",14,"1,9","0,76",,,['Meica'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Meister Mischung,4000512011057,,['France'],[],[],?,337,1410 kj(337 kcal),"0,1","0,1",75,42,6,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Trolli Ho Ho Ho,4000512052029,['Fabriqué en Allemagne'],['France'],[],[],?,337,1410 kj(337 kcal),"0,1","0,1",78,51,"4,2","0,2","0,08",,,['Trolli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,"Spaghettini Sour, Cola - Trolli",4000512363835,,['France'],[],[],?,350,1464 kj(350 kcal),?,0,?,58,3,0,0,,,['Trolli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Trolli Spaghettini Sour Apfel,4000512364306,,['France'],[],[],?,350,1464 kj(350 kcal),"0,4","0,1",82,58,3,"0,1","0,04",,,['Trolli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Veggie Prairie - Trolli - 175g,4000512364665,"['Végétarien', 'EAC', 'Union Végétarienne Européenne', 'Fabriqué en Allemagne']",['France'],"['Sirop de glucose', 'sucre', 'sirop de sucre inverti', 'gélifiant : pectine', 'acidifiants : acide citrique', 'acide lactique', 'protéine de lait hydrolysée', 'arômes', 'aliments colorants ', 'cassis', 'carotte', 'patate douce', 'radis', 'pomme', 'colorant : curcumine', 'bleu brillant FCF', 'dioxyde de titane', 'huile de graine de palme', ""agents d'enrobage : cire d'abeille"", 'blanc et jaune', 'cire de carnauba']","['Non végétalien', 'Végétarien']",1422,?,1422 kj(340 kcal),"0,1","0,1",81,52,"0,9","< 0,2","0,08",175 g,"['Sachet', 'Plastique']",['Trolli'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,['Lait'],4,0.1 g,en faible quantité,0.1 g,en faible quantité,52 g,en quantité élevée,0.2 g,en faible quantité,-2%,,-1%,-75%,-40%,+1%,-10%,-76%,+74%,+74%,14,-1%,D,-1%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['E440 - Pectines', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E171 - Oxyde de titane', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,,,['Allemagne'],,,
912,Trolli Dents De Dracula 6X1KG,4000512733027,['Fabriqué en Allemagne'],['France'],"['sirop de glucose', ' sucre', "" gélatine' stabilisant: sorbitol"", ' acidifiants: acide citrique acide lactique', ' arômes', ' colorant: carmin', ""dioxyde de titane'"", ' huile de palme', "" agents d'enrobage: cire d’abeille blanche et lune"", 'cite de carnauba', "" Conserver à l'abri de la chaleur et de l'humidité"", 'Fabriqué en Allemagne', ' IT/CH? CARAMELLE']","['Non végétalien', 'Non végétarien']",?,337,1410 kj(337 kcal),1,1,79,44,2,"0,2","0,08",,,['Trolli'],,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E428 - Gélatine', 'E420 - Sorbitol', 'E330 - Acide citrique', 'E120 - Acide carminique', 'E171 - Oxyde de titane', ""E901 - Cire d'abeille""]",,,,,,,
913,Ursulla et son Encre - Trolli - 1kg e,4000512733065,['Fabriqué en Allemagne'],['France'],"['sirop de glucose', ' sucre gélatine', ' acidifiants : acide citrique', 'acide lactique', ' arômes', ' colorant: carmin', 'curcumine', 'bleu brillant FCF', "" agents d'enrobage:  Cire d‘abeille"", 'blanche et jaune', 'cire de carnauba']","['Non végétalien', 'Non végétarien']",?,335,1402 kj(335 kcal),"0,1","0,1",77,46,"5,4","< 0,2","0,08",1 kg e,"['Sachet', 'Plastique']",['Trolli'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,4,0.1 g,en faible quantité,0.1 g,en faible quantité,46 g,en quantité élevée,0.2 g,en faible quantité,,-3%,-3%,-75%,-40%,-4%,-20%,+47%,+74%,+74%,14,-1%,D,-1%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['E640i - Glycine', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E120 - Acide carminique', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,,,,,,
914,Anneaux Pêche 1KG - 1kg,4000512733089,['Fabriqué en Allemagne'],['France'],[],[],?,336,1406 kj(336 kcal),1,1,78,52,1,"0,2","0,08",1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Trolli Gros Oeufs Au Plat 1 Kg,4000512733126,['Fabriqué en Allemagne'],['France'],[],[],?,337,1410 kj(337 kcal),"0,1","0,1",78,48,"5,2","0,1","0,04",,,['Trolli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Gummi candy,4000512733188,['Fabriqué en Allemagne'],['France'],[],[],?,345,1443 kj(345 kcal),0,0,80,52,"4,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Trolli Blob 6X1KG,4000512733331,,['France'],"['Oet•tt na/m kernet COVFISERIE â Cot acide lactique', ' gélifiant', ' e de titane', 'bleu brillant de camauba', ' À protéger c curcumina', 'carminio', 'rivestimento: cera diapi', 'Nahr,wtinformation pro 100 g nutritionnelle par 100 g indicazione dei Energie energy value']",[],?,337,1410 kj(337 kcal),"0,1","0,1",78,50,"4,6","0,2","0,08",,,['Trolli'],,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,,,
918,Pingouin,4000512733355,,['France'],[],[],?,336,1406 kj(336 kcal),"0,1","0,1",78,51,"4,3","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Big Bear - Trolli - 1200g,4000512992646,"['EAC', 'Point Vert', 'Fabriqué en Allemagne']",['France'],"['Sirop de glucose', 'sucre', 'gélatine', 'acidifiants : acide citrique', 'acide lactique', 'gélifiant : pectine', 'arômes', 'colorant : carmin', 'curcumine', 'caramel ammoniacal', 'bleu brillant FCF ', ' huile de palme', ""agents d'enrobage : cire d'abeille blanche et jaune"", 'cire de carnauba']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1433,?,1433 kj(342 kcal),"0,1","0,1",78,51,"4,2","< 0,2","0,08",1200 g,"['Plastique', 'boîte', '♷']",['Trolli'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,4,0.1 g,en faible quantité,0.1 g,en faible quantité,51 g,en quantité élevée,0.2 g,en faible quantité,-1%,,-0%,-75%,-40%,-3%,-11%,+14%,+74%,+74%,14,-1%,D,-1%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['E428 - Gélatine', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E440 - Pectines', 'E120 - Acide carminique', 'E100 - Curcumine', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,Confiserie gélifiée aérée,,['Allemagne'],,['Huile de palme'],
920,Spookies - Trolli - 1200g,4000512992660,,['France'],"['Sirop de glucose', 'sucre', 'amidon modifié de pomme de terre', 'gélatine', 'acidifiants : acide citrique', 'acide lactique', 'colorants alimentaires ', 'curcuma', 'radis', 'carthame', 'colorants : dioxyde de titane', 'carmins', 'charbon végétal', 'curcumine', 'bleu brillant FCF', 'arômes', 'huile de palme', ""agents d'enrobage : cire d'abeille blanche et jaune"", 'cire de carnauba']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1417,?,1417 kj(339 kcal),"0,1","0,1",77,45,"4,8","< 0,2","0,08",1200 g,"['Boite', 'Plastique']",['Trolli'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,4,0.1 g,en faible quantité,0.1 g,en faible quantité,45 g,en quantité élevée,0.2 g,en faible quantité,-2%,,-2%,-75%,-40%,-4%,-22%,+30%,+74%,+74%,13,-8%,D,-8%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['E14XX - Amidons modifiés', 'E428 - Gélatine', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E171 - Oxyde de titane', 'E120 - Acide carminique', 'E153 - Charbon végétal médicinal', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,,,['Allemagne'],['Carrefour'],['Huile de palme'],
921,Zelki Mini Burger 10G DISP80 Eco Consulting - Trolli,4000512994688,['Fabriqué en Allemagne'],['France'],"['Sinp de g:ucose', ' sucre', ' gélatine', ' acidifiants: acide citrique', 'acide lactque', ' gélifiant pectne', ' aliments colorants ', 'cassis', 'carotte noire', 'curcuma', 'cafthame', 'radis rouge', 'raisin rouge', 'cerise', 'citorç spirufine', ' arômes', ' huite de graine de pa!me', "" agents d'enrobage: cire d'abeille"", 'blanc et jaune', 'cire de carnauba']","['Non végétalien', 'Non végétarien']",?,339,1418 kj(339 kcal),"0,1","0,1",77,48,"5,5","0,2","0,08",,,['Trolli'],,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E428 - Gélatine', 'E330 - Acide citrique', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,,,,,,
922,Käse-streusel Kuchen - Dr.Oetker,4000521005856,,['France'],[],[],?,262,1096 kj(262 kcal),12,"6,7",32,22,"8,3","0,49","0,196",,,['Dr.Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,DR. Oetker Mohnback (Poppy Seed Filling),4000521007409,,['France'],[],[],?,298,1247 kj(298 kcal),13,"1,6",36,34,"6,5","0,25","0,1",,,['Dr.Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Vitalis Frucht Genuss,4000521007973,,['France'],[],[],?,355,1485 kj(355 kcal),"3,6","0,8",67,20,"8,5","0,24","0,096",,,['Vitalis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Vitales - dr perler,4000521013837,,['France'],[],[],?,?,,?,,?,,?,,,,,['dr perler'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Hefe obstkuchen - Dr.Oetker,4000521014704,,['France'],[],[],?,222,929 kj(222 kcal),"7,6","4,4",32,13,"4,4","0,23","0,092",,,['Dr.Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Kleine Kuchen - Dr.Oetker,4000521015336,,['France'],[],[],?,466,1950 kj(466 kcal),31,"7,2",38,20,"5,8","0,65","0,26",,,['Dr.Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Vitalis Knusper Pop Müsli Pur - Dr.Oetker - 450g,4000521016449,,['France'],[],[],?,455,1904 kj(455 kcal),18,2,59,19,"9,2","0,63","0,252",450 g,['Pappe'],['Dr.Oetker'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",,,,18 g,en quantité modérée,2 g,en quantité modérée,19 g,en quantité élevée,0.63 g,en quantité modérée,,+31%,+30%,+215%,+27%,+0%,+234%,-3%,+109%,+109%,12,+636%,D,+636%,,,,,,,,,,,,,,,,
929,Kirsch-Mandel Schnitte - Dr.Oetker,4000521017309,,['France'],[],[],?,244,1021 kj(244 kcal),10,"1,9",32,17,17,"0,56","0,224",,,['Dr.Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Vegetarisches Geliermittel - Dr.Oetker - 4g,4000521017378,,"['France', 'Allemagne']",[],[],?,270,1130 kj(270 kcal),"0,2","0,1",42,"2,4","0,7","0,3","0,12",4 g,['Schachtel'],['Dr.Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Dekor abc & zahlen - Dr.Oetker,4000521019211,,"['France', 'Allemagne']",[],[],?,598,2502 kj(598 kcal),41,25,53,50,"5,5","0,2","0,08",,,['Dr.Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Vitalis - Dr.Oetker,4000521019365,,['France'],[],[],?,418,1749 kj(418 kcal),13,"3,1",59,14,11,"0,51","0,204",,,['Dr.Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Vitalis - Dr Oetker,4000521019389,,['France'],[],[],?,435,1820 kj(435 kcal),16,"6,2",57,17,"9,8","0,54","0,216",,,['Dr Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Vitalis Schoko Müsli - Dr.Oetker,4000521642105,,['France'],[],[],?,195,816 kj(195 kcal),"5,8","2,4",12,"2,4","6,2","0,17","0,068",,,['Dr.Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Beignets aux pommes - Dr Oetker - 152g,4000521775506,,['France'],[],[],?,915,3828 kj(915 kcal),"5,1","1,6","34,4","13,8","6,8","0,56","0,224",152 g,['Sachet'],['Dr Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Pombar original,4000522007101,,['France'],[],[],?,513,2146 kj(513 kcal),28,"2,5",61,"1,2","3,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Maxi Mix - Chio,4000522060885,,"['France', 'Roumanie']","['farine de FROMENT', 'huile de tournesol', 'huile de palme', 'amidon de pommes de terre', 'pommes de terre en poudre', 'sel ', '2,6 %', 'sucre', 'graines de SÉSAME', 'sirop de glucose', 'sirop de glucose-fructose', 'produit de PETIT-LAIT', 'graines de pavot', 'FROMAGE en poudre', 'oignons en poudre', 'arôme', ""extrait de malt d'ORGE"", 'levure', ""correcteur d'acidité "", 'hydroxyde de sodium', 'BABEURRE en poudre', 'farine de malt de FROMENT', 'épices', 'amidon modifié mes de terre', 'mais cireux', 'herbes', 'protéine de LAIT', 'émulsifiant ', ""mono - et diglycerides d'acides gras"", 'YAOURT', 'colorant ', 'extrait de paprika', 'acidifiant ', 'acide citrique', 'LAIT entier en poudre', 'ail en poudre', ' BISCOTTI SALATI i palma', 'amido di patate', 'pat in polvere', 'sale ', '2,6%']","['Huile de palme', 'Non végétalien']",?,453,1895 kj(453 kcal),19,"5,2",60,"5,3","8,8","3,2","1,28",,,['Chio'],,,"['Gluten', 'Lait', 'Graines de sésame']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E524 - Hydroxyde de sodium', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160c - Extrait de paprika', 'E330 - Acide citrique']",,,,,,['Huile de palme'],
938,Lindt Mousse Au Chocolat Weiss,4000539025907,['Fabriqué en Suisse'],['France'],"['Zucker', 'Kakaobutter', 'Vollmilchpulver', 'pflanzliches Fett ', 'Shea', 'Palm', 'Magermilchpulver', 'Mandeln', 'Emulgator ', 'Sojalecithin', 'Aromen', 'Vanilleextrakt', ' Kann Haselnüsse und andere Schalenfrüchte enthalten']","['Huile de palme', 'Non végétalien']",?,600,2510 kj(600 kcal),41,23,51,50,"6,5","0,23","0,092",,,['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,"['Lait', 'Fruits à coque', 'Soja']",4,41 g,en quantité élevée,23 g,en quantité élevée,50 g,en quantité élevée,0.23 g,en faible quantité,,+6%,+6%,+14%,+6%,-4%,-1%,-3%,-11%,-11%,28,+5%,E,+5%,E,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,,,,,
939,Grog - Lindt,4000539029103,,['France'],[],[],?,467,1954 kj(467 kcal),23,14,57,57,"4,5","0,12","0,048",,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Lindor Dark 60% Kugeln - Lindt - 136g,4000539051005,,"['France', 'Allemagne']","['Kakaomasse', 'Zucker', 'pflanzliches Fett ', 'Kokosnuss', 'Palmkern', 'Kakaobutter', 'Butterreinfett', 'Vollmilchpulver', 'Emulgator ', 'Sojalecithin', 'Magermilchpulver', 'Milchzucker', 'Vanille', 'Aromen', 'Gerstenmalzextrakt']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2639,?,2639 kj(631 kcal),52,39,34,32,5,"0,05","0,02",136 g,['Kunststoff'],['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,"['Gluten', 'Lait', 'Soja']",4,52 g,en quantité élevée,39 g,en quantité élevée,32 g,en quantité élevée,0.05 g,en faible quantité,+18%,,+19%,+62%,+124%,-35%,-33%,-15%,-67%,-67%,24,-2%,E,-2%,,,,,,,,,,,Edelbitter-Schokolade (60%) mit zartschmelzender Füllung,,,,,
941,Lindt création mousse au chocolat  - 140g,4000539085604,,['France'],[],[],?,?,,?,,?,,?,,,140g,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Lindt Hello,4000539124808,['Fabriqué en Allemagne'],['France'],[],[],?,545,2280 kj(545 kcal),32,19,56,55,0,"0,2","0,08",,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Lindor Orange,4000539125706,,['France'],[],[],?,620,2594 kj(620 kcal),47,35,43,42,"5,1","0,12","0,048",,,['Lindor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Lindor,4000539128103,,['France'],[],[],?,631,2640 kj(631 kcal),48,36,45,44,"3,9","0,21","0,084",,,"['Lindor', 'Lindt']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Lindor,4000539133503,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,['Lindor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,HELLO ASSORTED CHOCOLATE PRALINES - Lindt - 45g,4000539220203,['Fabriqué en Allemagne'],"['France', 'Suisse']","['Sucre', 'beurre de cacao', 'pâte de cacao', 'lait entier en poudre', 'noisettes', 'beurre laitier concentré', 'graisse végétale ', 'noix de coco', 'palmiste', 'palme', 'crème en poudre', 'farine de blé', 'lactose', 'lait écrémé en poudre', 'sirop de glucose', 'poudre de cacao', 'émulsifiant ', 'lécithine de soja', 'lait condensé', 'dextrose', ""extrait de malt d'orge"", 'sel', 'arômes', 'poudre à lever ', ""carbonate d'ammonium"", 'carbonate acide de sodium', 'carbonate de potassium', 'sirop de sucre caramélisé', 'vanille', 'Peut contenir des amandes']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2381,?,2381 kj(569 kcal),38,22,50,47,"3,6","0,15","0,06",45 g,,['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Assortiments de chocolats']",,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,38 g,en quantité élevée,22 g,en quantité élevée,47 g,en quantité élevée,0.15 g,en faible quantité,+4%,,+3%,+4%,+4%,+8%,+13%,-50%,+11%,+11%,27,+11%,E,+11%,,,,,,,,,"['E322i - Lécithine', ""E503i - Carbonate d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E501i - Carbonate de potassium']",,,,,,['Huile de palme'],
947,Lindt Hello Salted Caramel Stick - 39g,4000539225406,['Point Vert'],"['France', 'Allemagne']","['sucre', 'sirop de glucose', 'beurre de cacao', 'lait entier en poudre', 'beurre laitier concentré', 'páte de cocoa', 'lait concentré', 'dextrose', 'lait écrémé en poudre', 'sel', 'émulsifiant ', 'lécithine de soja', 'arôme naturel', 'arôme vanilline']","['Sans huile de palme', 'Non végétalien']",?,501,2096 kj(501 kcal),28,18,57,53,"4,7","0,73","0,292",39 g,['Kunststoff'],['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,"['Lait', 'Soja']",4,28 g,en quantité élevée,18 g,en quantité élevée,53 g,en quantité élevée,0.73 g,en quantité modérée,,-9%,-9%,-23%,-15%,+24%,+29%,-35%,+425%,+425%,29,+23%,E,+23%,,,,,,,,,,,Chocolat au lait fourré au caramel (42%) et au sel,,,,,
948,Hello my name is Sweet Popcorn - Lindt - 100g,4000539226809,['Fabriqué en Allemagne'],"['Danemark', 'France', 'Allemagne']","['Sucre', 'beurre de cacao', 'poudre de lait', 'pâte de cacao', 'lactose', 'huile de palme', 'pop-corn 4% ', 'maïs', 'sucre', 'pop corn', 'huile de tournesol', 'glucose', 'émulsifiant ', 'lécithine de colza', 'arôme', 'sel', 'beurre laitier concentré', 'poudre de lait écrémé', 'émulsifiant ', 'lécithine soja-tournesol', ""extrait de malt d'orge"", 'arômes']","['Huile de palme', 'Non végétalien']",2359,566,2359 kj(566 kcal),36,21,53,50,"6,6","0,23","0,092",100 g,"['Carton', 'Aluminium']",['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,"['Gluten', 'Lait', 'Soja']",4,36 g,en quantité élevée,21 g,en quantité élevée,50 g,en quantité élevée,0.23 g,en faible quantité,+3%,+2%,+2%,+4%,+7%,+2%,+2%,-8%,-1%,-1%,28,+10%,E,+10%,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,Chocolat au lait fourré de popcorn caramélisé,,"['Allemagne', 'Deutschland']","['Irma.dk', 'Sky']",,
949,Hello Stick Sweet Pop Corn GR. 39X24,4000539227103,,['France'],[],[],?,562,2351 kj(562 kcal),36,21,52,50,"6,6","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Lindt Hello Crunchy Crisp,4000539232107,,['France'],[],[],?,506,2117 kj(506 kcal),26,16,60,43,"0,7","0,14","0,056",,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Lindt Hello Mini Emotis,4000539234101,,['France'],[],[],?,542,2268 kj(542 kcal),32,20,56,55,"6,5","0,23","0,092",,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Lindt Hello Frozen Yoghurt,4000539236105,,['France'],[],[],?,532,2226 kj(532 kcal),32,19,54,48,"6,3","0,18","0,072",,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Lindt Floretto Marzipan - 115g,4000539385407,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,115 g,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Mini Pralines - Lindt - 100g,4000539401862,['Fabriqué en Allemagne'],['France'],[],[],2219,?,2219 kj(530 kcal),31,14,53,50,"7,1","0,4","0,16",100 g,,['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,,,31 g,en quantité élevée,14 g,en quantité élevée,50 g,en quantité élevée,0.4 g,en quantité modérée,-2%,,-2%,-8%,-20%,+3%,+7%,+18%,+178%,+178%,27,+8%,E,+8%,,,,,,,,,,,,,,,,
955,Lindor - Lindt,4000539602924,,['France'],[],[],?,629,2632 kj(629 kcal),48,36,43,43,"4,8","0,12","0,048",,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Petit oeufs en chocolat - Lindt - 200g,4000539604003,,['France'],[],[],?,?,,?,,?,,?,,,200g,,['Lindt'],"['Aliments de Pâques', 'Œufs de Pâques']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Lindor - Lindt - 200g,4000539606908,,['France'],[],[],2534,?,2534 kj(606 kcal),45,34,45,44,"5,1","0,13","0,052",200 g,"['Sachet', 'Plastique']",['Lindt'],"['Aliments de Pâques', 'Œufs de Pâques']",,,,45 g,en quantité élevée,34 g,en quantité élevée,44 g,en quantité élevée,0.13 g,en faible quantité,+9%,,+10%,+34%,+69%,-16%,-16%,-23%,-36%,-36%,26,-0%,E,-0%,,,,,,,,,,,,,['Allemagne'],,,
