,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,brand,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,packaging,allergens,nova_score,additives,manufacturing,markets,ingredients_origins,palm_ingredients,link,brand_owner
101,Pain choco beurre AOP,0205176026179,['France'],[],[],?,396,22,42,"6,7","0,83","0,332",1657 kj(396 kcal),15,1,,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,0%,+0%,-1%,-7%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,22 g,en quantité élevée,15 g,en quantité élevée,1 g,en faible quantité,0.83 g,en quantité modérée,-0%,+13%,-92%,-8%,-8%,17,-14%,D,-14%,,,,,,,,,,,,
102,Ceylon tee - Marmara,4012625530554,['France'],[],[],?,1,0,"0,2","0,1",0,0,4 kj(1 kcal),0,0,['Marmara'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2323689603361,2323689603361,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Boerenkaas,2303216603927,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,,,,
105,Basak Meyveli Sos,8690906001007,['France'],[],[],?,138,0,"34,5","0,03",0,0,577 kj(138 kcal),0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Tomate,0296620003082,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Oignon,0213259004266,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Barre arôme pomme croustillant,3760215892599,['France'],[],[],?,362,"12,3","35,5","30,2","0,61","0,244",1515 kj(362 kcal),"5,9","10,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Steak de Bœuf au poivre - 270g,3182293012056,['France'],[],[],?,110,2,1,22,"1,5","0,6",460 kj(110 kcal),"0,8",,,,,,,,,,,,,,,,,270g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Jambon sec supérieur Aveyron,2693024035295,['France'],[],[],?,159,6,"0,5",26,"5,7","2,28",665 kj(159 kcal),"2,2","0,5",,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,-32%,-53%,-15%,-10%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,6 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,5.7 g,en quantité élevée,-32%,-55%,+33%,+14%,+14%,13,-22%,D,-22%,,,,,,,,,,,,
111,Gaufrette chocolat Halva,7290106725423,['France'],[],[],?,490,23,63,"7,7","1,55","0,62",2050 kj(490 kcal),"9,7",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Entrecôte,2494558046647,['France'],[],[],?,229,7,0,19,"0,15","0,06",958 kj(229 kcal),"1,8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Cervelas orloff congelé,4051979025217,['France'],[],[],?,229,"18,6","2,1","13,3","2,3","0,92",958 kj(229 kcal),"7,6","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Gratin de pommes de terre aux lardons,3261055947352,['France'],[],[],?,350,"1,5",70,12,"0,01","0,004",1464 kj(350 kcal),"0,3","2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Nougat,3760107843036,['France'],[],[],?,407,10,70,"6,5",,,1703 kj(407 kcal),"0,9",58,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,-9%,-39%,+7%,-9%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,10 g,en quantité modérée,0.9 g,en faible quantité,58 g,en quantité élevée,,,-9%,-55%,+7%,,,,,,,,,,,,,,,,,,
116,Infusion menthe,8052870940766,['France'],[],[],?,1,0,"0,2","0,1",0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Submix,8690146112457,['France'],[],[],?,356,0,83,"5,9",,,1490 kj(356 kcal),0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Leajoy,6191406400298,['France'],[],[],?,900,92,0,0,,,3766 kj(900 kcal),14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,War Heads Pucker Packs -,0016027708881,['France'],"['WARHEADS-PUCKER BAG ingrédients Sucre sirop ce maïs midan da maia irnidan se maa modine oicie eltrique aoide taique ealeranis ', 'E12 102 E110', ' E133', 'ardmas natureis ei anineieis', "" epuleteurs d'eoldte "", 'aoide Aumarique', 'o itraie ce aepium', ' Contient des OGM de mais Peut eontenir eles treoes cle LAIT SOJA', 'araphice Peut evair dea affate Incidairebias aur leathra ei faitentien chez lee entente Decleretion nutritiennelle ', 'pour 100g', ' gresses Og ', 'dont aoides gras seturds Og', 'rbahydraiee g ', 'dent auerea 62', '0g', ' protines Cp ael Dig Imponé et distribud par ICKONUS PR Poida Net: 000 A oonsomner de prat 4nergie 380Keei maiikrea ne e avant ie Vair etiqueitege 0 016027 708881 M=30aily Va LITYT DE IN M PACT']",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Contient des OGMs'],,,,,,,,,,,,,,,,,,,,,,4,"['E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,,
120,Shortbread - Campbells,5010909004127,['France'],[],[],?,507,23,"62,9","5,9","0,9","0,36",2121 kj(507 kcal),"8,3","20,7",['Campbells'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Magret canard a la provençale,2869548026501,['France'],[],[],?,291,"24,1","2,2","16,5","0,75","0,3",1218 kj(291 kcal),"7,25","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 40.119.007 CE', 'Hagetmau (Landes, France)']",,,,,,,,,,,
122,Iso,8594073170651,['France'],[],[],?,27,0,"6,5",0,"6,5","2,6",113 kj(27 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Filet tranché de poulet - Le Gaulois,2276752030246,['France'],[],[],?,?,?,?,?,,,,,,['Le Gaulois'],D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Fluffy Stuff Cotton Candy -,014700003259,['France'],"['Sucre ', '*', ' Arômes: Colorants ', 'E 100', 'E 133', 'E129', ' \r', '*', 'Produit à partir de betterave génétiquement modifie']",[],1699,400,0,100,0,0,0,1699 kj(400 kcal),0,100,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Barbes à papa']",,+8%,-100%,+6%,-100%,,,,,,,,,['Contient des OGMs'],0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,+8%,-100%,+6%,-100%,-100%,15,+7%,D,+7%,,Barbe à papa saveurs et couleurs assorties. Confiserie,,,4,"['E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC']",,,,,,
125,Saucisson chiffonnade,8436004686858,['France'],[],[],?,395,"33,4","1,9","24,8","3,35","1,34",1653 kj(395 kcal),"11,9","1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Salade de petits poulpes,3288370004676,['France'],[],[],?,337,"30,7","1,5","13,6","0,5","0,2",1410 kj(337 kcal),"1,9","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Soupe de saumon fumé,3760186360998,['France'],[],[],?,42,"1,7","1,4","4,6","0,6","0,24",176 kj(42 kcal),"0,5","1,3",,E,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,-12%,-11%,-23%,-11%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,1.7 g,en faible quantité,0.5 g,en faible quantité,1.3 g,en faible quantité,0.6 g,en quantité modérée,-12%,+11%,+100%,-32%,-32%,0,-100%,B,-100%,,,,,,,,,,,,
128,Tagliatelles au surimi,2283990013511,['France'],[],[],?,216,16,14,"3,8","1,3","0,52",904 kj(216 kcal),"1,2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Friand a la viande,3250392593711,['France'],[],[],?,304,"18,1","22,4","12,2","1,34","0,536",1272 kj(304 kcal),11,1,,E,"['Plats préparés', 'Feuilleté salé', 'Friands', 'Feuilleté à la viande']",,-8%,-14%,-10%,+26%,90.4%,4.5%,1.1%,1.2%,0.6%,2.3%,21,,,18.1 g,en quantité modérée,11 g,en quantité élevée,1 g,en faible quantité,1.34 g,en quantité modérée,-8%,+4%,-26%,-6%,-6%,18,-2%,D,-2%,,,,,,,,,,,,
130,Fruty Mamina sirup,3859893686382,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Merguez de poissons,3302100486409,['France'],[],[],?,159.9,"9,32","1,07","17,26","1,81","0,724",669 kj(159 kcal),"1,52","0,76",,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",,-39%,-57%,-49%,+21%,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,,,9.32 g,en quantité modérée,1.52 g,en quantité modérée,0.76 g,en faible quantité,1.81 g,en quantité élevée,-39%,-83%,-34%,-5%,-5%,5,-73%,C,-73%,,,,,,,,,,,,
132,Roquefort,2993204006528,['France'],[],[],?,60,55,10,17,"2,8","1,12",251 kj(60 kcal),40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Rillette de langoustine,3660902001955,['France'],[],[],?,171,11,"5,4",12,"0,91","0,364",715 kj(171 kcal),"2,5","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bocal en verre', 'Capsule en métal']",,,,,,,,,
134,4335718163102,4335718163102,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Nectarine,8435281402489,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Absolu de L-carbitine,3701026305182,['France'],[],[],?,0,0,0,0,0,0,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Andhra Avakaya Pickle,8906001050032,['France'],[],[],?,160,9,16,3,12,"4,8",669 kj(160 kcal),2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Caillette,3489660000044,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Boudin basque plancha,2297409020205,['France'],[],[],?,248,20,1,19,0,0,1038 kj(248 kcal),"6,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Savor & sens,3760194226804,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Pave au cereale,0209319009517,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Confiture d'abricot - Les Sens du Terroir,3437340069195,['France'],"['Abricots du Languedoc-Roussillon - sucre de canne - gélifiant: pectines - acidifiant : jus de citron concentré', ' Pour 100 g de produit fini : préparée avec 55g de fruits']",[],?,221,"0,5",54,"0,5",0,0,925 kj(221 kcal),0,54,['Les Sens du Terroir'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,+1%,+121%,+2%,-0%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,0.5 g,en faible quantité,0 g,en faible quantité,54 g,en quantité élevée,0 g,en faible quantité,+1%,-100%,+7%,-100%,-100%,10,+11%,C,+11%,,,,,4,['E440 - Pectines'],,,,,,
143,Reblochon fermier de savoie,2091154037323,['France'],[],[],?,328,27,"0,4",20,"1,1","0,44",1372 kj(328 kcal),19,0,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,+1%,+1%,+9%,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,+2%,+1%,-100%,-18%,-18%,13,-9%,D,-9%,,,,,,,,,,,,
144,Supreme de Pomelos rose,3590600000243,['France'],[],[],?,196,"0,1","9,6","0,6",,,820 kj(196 kcal),"0,01","9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 91386B', 'Mennecy (Essonne, France)']",,,,,,,,,,,
145,Queues de crevettes cuites,2869643045797,['France'],[],[],?,116,"5,8","0,6","15,4","1,76","0,704",485 kj(116 kcal),"0,85","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Grego lima limao - Pingo Doce,5601009996490,['France'],[],[],?,113,"6,2","11,7","2,6","0,11","0,044",473 kj(113 kcal),"4,4","10,6",['Pingo Doce'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Thé vert bio détox - Pagès,3398984525198,['France'],[],[],?,1,0,"0,2","0,1",0,0,4 kj(1 kcal),0,0,['Pagès'],,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Fleurs d'infusion Oceania Bio,3760165217916,['France'],[],[],?,9,0,2,0,0,0,38 kj(9 kcal),0,2,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Umbra Bio,8003012006208,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Comté,2251660032865,['France'],[],[],?,400,32,0,28,"0,3","0,12",1674 kj(400 kcal),19,0,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-5%,-8%,-100%,+4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,32 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,0.3 g,en quantité modérée,-4%,-16%,-100%,-64%,-64%,10,-23%,C,-23%,"['FR 25.039.003 CE', 'Avoudrey (Doubs, France)']",,,,,,,,,,,
151,miel,5200122570206,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Herbes Salades,3700819703624,['France'],[],[],?,0,0,0,0,0,0,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Sel de Camargue au Thym et à l’Ail,3700819705369,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Pompelmo - Sanpellegrino,8002270716621,['France'],[],[],?,167,1,"9,4",1,5,2,699 kj(167 kcal),1,"9,4",['Sanpellegrino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bottle'],,,,,,,,,
155,Sirop d’érable,0621240001550,['France'],[],[],?,?,?,?,?,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Mozzarella bufflonne du Cantal,3770012125080,['France'],[],[],?,267,"23,8","0,5","12,6","0,5","0,2",1117 kj(267 kcal),"16,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 31.069.001 CE', 'Blagnac (Haute-Garonne, France)']",,,,,,,,,,,
157,Son Alegre ecologic Rosé,8437018364077,['France'],[],[],?,?,?,?,?,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,La bolognaise des gamines,2217801058903,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Galette bretonne au caramel,3770005008222,['France'],[],[],?,465,21,60,"7,1","1,3","0,52",1946 kj(465 kcal),12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Repas Complet Lapin Nain,3250390104131,['France'],[],[],?,0,"4,8",0,"11,2",0,0,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Campesinos,8411929640765,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Aiguillette végétale bio,3605100027659,['France'],[],[],?,155,16,"0,88","3,9",8,"3,2",649 kj(155 kcal),"0,77","0,5",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Bouchées saveur Châtaigne,3523537000062,['France'],[],[],?,388,"19,6","46,3","6,5","0,8","0,32",1623 kj(388 kcal),12,"27,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 40127A', 'Hontanx (Landes, France)']",,,,,,,,,,,
164,Basilic,3700819702962,['France'],[],[],?,0,0,0,0,0,0,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Lardons fumés,3760138981110,['France'],[],[],?,153,"5,7",0,25,"4,9","1,96",640 kj(153 kcal),"2,1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Spaghettini - Combino - 500g,4056489042747,['France'],[],[],?,358,"1,3",73,12,,,1498 kj(358 kcal),"0,2",3,['Combino'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,+8%,-50%,+18%,+3%,,,,,,,,500 g,,1.3 g,en faible quantité,0.2 g,en faible quantité,3 g,en faible quantité,,,+8%,-71%,+8%,,,,,,,,,,,,,,,,,,
167,Mémé dans les orties,3598960060945,['France'],[],[],?,205,"15,4","0,7","15,7","1,4","0,56",858 kj(205 kcal),"5,3","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Olives vertes U,0250337112215,['France'],[],[],?,145,"13,9","1,3",1,"4,2","1,68",607 kj(145 kcal),2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Croissants x10 +10 pains choco x10,3228464100044,['France'],[],[],?,453,26,46,"7,7","0,98","0,392",1895 kj(453 kcal),17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,4 beignets Framboises,0204783016405,['France'],[],[],?,282,"8,7",42,"6,1","0,59","0,236",1180 kj(282 kcal),"1,2",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Extrême Caramel,8436575293790,['France'],[],[],?,281,12,39,"3,1","0,35","0,14",1176 kj(281 kcal),"9,3",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Gâteaux artisanaux,3770012104207,['France'],[],[],?,555,40,31,16,1,"0,4",2322 kj(555 kcal),24,"1,2",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Farine de blé T55 - Sans marque - 25kg,3162780002296,['France'],['Farine de blé T55'],[],1421,335,"1,1",69,"10,3",0,0,1421 kj(335 kcal),"0,2","0,7","['Sans marque', 'Grands moulins de Paris']",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'en:White wheat flours', 'Farines de blé type T55']",-3%,-2%,-1%,-2%,0%,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,25 kg,,1.1 g,en faible quantité,0.2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,-1%,-10%,-49%,-100%,-100%,-5,,A,,,"Farine de blé obtenue par mouture de blés tendres, sur appareils à cylindres","['Papier', 'Sac']",['Gluten'],,,,,,,,
174,Tropézienne,0260504039290,['France'],[],[],?,311,16,36,"5,9","0,82","0,328",1301 kj(311 kcal),"9,8",17,,,"['Tartes', 'Tartes sucrées', 'Tartes tropéziennes']",,+13%,+57%,-8%,+38%,,,,,,,,,,16 g,en quantité modérée,9.8 g,en quantité élevée,17 g,en quantité élevée,0.82 g,en quantité modérée,+13%,+44%,-16%,+65%,+65%,18,+19%,D,+19%,,,,,,,,,,,,
175,"Ravioli prêt à cuisiner farci à la viande & sans sauce - Panzani - 4kg (2,5kg égoutté)",3261055946843,['France'],[],[],479,113,"1,7",19,5,"0,61","0,244",479 kj(113 kcal),"0,7","0,8","['Panzani', 'Soulié Restauration']",E,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Plats préparés en conserve', 'Ravioli à la viande', 'Raviolis au bœuf', 'Ravioli en conserve']",+28%,+24%,-32%,+53%,+34%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,"4 kg (2,5 kg égoutté)","['Bio', 'Bio européen', 'Viande Française', 'Fabriqué en France', 'Sans conservateurs', 'Produits destinés aux professionnels', 'AB Agriculture Biologique', 'Viande-bovine-francaise']",1.7 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en faible quantité,0.61 g,en quantité modérée,+26%,-20%,-66%,-29%,-29%,-1,-155%,A,-155%,"['FR 02.617.001 CE', 'Pouilly-sur-Serre (Aisne, France)']",Ravioli farci au bœuf avec bouillon aromatisé à égoutter,"['Conserve', 'Couvercle en métal']",,,,['France'],,,,,
176,Donuts chocolat,0205725019683,['France'],[],[],?,32,32,34,"7,7","1,3","0,52",134 kj(32 kcal),16,13,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,-93%,+23%,-20%,+19%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,32 g,en quantité élevée,16 g,en quantité élevée,13 g,en quantité élevée,1.3 g,en quantité modérée,-93%,+27%,-17%,+25%,+25%,17,-21%,D,-21%,,,,,,,,,,,,
177,Potiron carotte & touche de balsamique,0206244013732,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"30 œufs frais calibre ""gros"" - Tang Frères",3760000630016,['France'],['Œufs catégorie A'],[],?,?,?,?,?,,,,,,"['Tang Frères', 'EARL Les Trinquets']",D,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en cage']",,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,30 œufs,,,,,,,,,,,,,,,,,,,"['FR 27.040.001 CE', 'Barquet (Eure, France)']",,"['Carton', 'Plastique']",,,,['France'],,,,,
179,Crackers aux amandes,3770013545757,['France'],[],[],?,77,"1,5","13,7","1,5","0,28","0,112",322 kj(77 kcal),"0,2","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Koala smiley suret - Sans marque - 1kg,0055656101779,['France'],[],[],?,344,0,"77,8","6,67","0,306","0,122",1440 kj(344 kcal),0,"66,7","['Sans marque', 'Smiley World']",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Bonbons acidulés gélifiés']",,-0%,-100%,-4%,+104%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,1 kg,['Fabriqué en France'],0 g,en faible quantité,0 g,en faible quantité,66.7 g,en quantité élevée,0.306 g,en quantité modérée,-1%,-100%,+11%,+60%,+60%,15,+3%,D,+3%,,,"['Sachet', 'Plastique']",,,,['France'],,,,,
181,Capsule de cafe,3250392873363,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Yellow storm,4260636580598,['France'],[],[],?,353,"0,1","63,5","12,6",,,1477 kj(353 kcal),"0,1","5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Crispy French Crackers - Trésors Gourmands,3700254081363,['France'],[],[],?,480,"17,4",69,10,"2,7","1,08",2008 kj(480 kcal),"2,1",1,['Trésors Gourmands'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Schweppes,4000140704802,['France'],[],[],?,?,?,?,?,,,,,,['Schweppes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Terrine de chevreuil aux girolles,3700140801426,['France'],[],[],?,287,"15,52","1,4","15,3","1,03","0,412",1201 kj(287 kcal),"5,9","0,1",,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Toast riz soufflés céréales,40387009,['France'],[],[],?,381,"2,8","77,6","8,9","0,24","0,096",1594 kj(381 kcal),"0,5","0,7",,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
