,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,eco_score,brand,categories,labels,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,traceability_code,markets,ingredients_origins,generic_name,manufacturing,link,additives,palm_ingredients,brand_owner
1710,Pâte de Curry Rouge - Aroy-D - 114g,0016229910914,"['Australie', 'France']","['Ail', 'échalote', 'piments rouges séchés 16 %', 'citronnelle', 'Sel', 'galanga', 'épices ', 'graines coriandre', 'cumin', 'poivre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",358,?,358 kj(86 kcal),"3,88","0,58","1,5","10,9","4,06",,['Aroy-D'],"['Epicerie', 'Sauces', 'Pâtes de curry', 'Pâtes de curry rouges']","['Point Vert', 'Triman']",,3,3.88 g,en quantité modérée,0.58 g,en faible quantité,10.9 g,en quantité modérée,5.67 g,en quantité élevée,,,-46%,-56%,-59%,-89%,+109%,+33%,"5,672",-24%,"2,269",-24%,8,-32%,C,-32%,,,,,,,,114 g,"['Canned', 'Métal', 'Conserve']",,,['Thaïlande'],,"['Thailand', 'Thaïlande']",,,,
1711,Taro ball in coconut milk - Aroy-D - 180g,0016229911607,['France'],[],[],?,230,962 kj(230 kcal),9,3,35,22,2,,['Aroy-D'],,,,,,,,,,,,,,,,,,,,,"0,21",,"0,084",,,,,,,,,,,,,180 g,,,,,,,,,,
1712,100% Pures Kokoswasser Mit Granatapfelgeschmack - 500ML - Foco - 500mL,0016229916428,['France'],[],[],?,21,88 kj(21 kcal),"0,5","0,1","5,2","5,1","0,5",,['Foco'],,,,,,,,,,,,,,,,,,,,,"0,05",,"0,02",,,,,,,,,,,,,500 mL,,,,,,,,,,
1713,Frozen Coconuts Samosa - Little Chef - 240g,0016229916701,['France'],[],[],?,233,975 kj(233 kcal),"8,6","2,2",32,"4,9","5,8",,['Little Chef'],,,,,,,,,,,,,,,,,,,,,"0,59",,"0,236",,,,,,,,,,,,,240 g,,,,,,,,,,
1714,100% Pure Coconut Water With Pure Guava - Foco,0016229917616,"['France', 'États-Unis']","['100% natural coconut water', 'pink guava puree', 'vitamin c']",[],?,21,88 kj(21 kcal),0,0,"5,15","5,15",0,,['Foco'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco']","['en:gluten-free', 'Sans cholestérol', 'Sans conservateurs']",,1,0 g,en faible quantité,0 g,en faible quantité,5.15 g,en quantité modérée,0.0525 g,en faible quantité,,+11%,+6%,-100%,-100%,+13%,+43%,-100%,"0,052",-20%,"0,021",-20%,-3,-222%,B,-222%,,,,,,,,,,,,,,,,,,FOCO
1715,Eau coco - Foco,0016229917647,"['France', 'États-Unis']",[],[],?,21,88 kj(21 kcal),0,0,"5,2","5,2",0,,"['Foco', 'Thai Agri Foods Co.  Ltd.']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco']",['en:gluten-free'],,,0 g,en faible quantité,0 g,en faible quantité,5.2 g,en quantité modérée,0.05 g,en faible quantité,,+11%,+6%,-100%,-100%,+14%,+44%,-100%,"0,05",-23%,"0,02",-23%,7,+185%,D,+185%,,,,,,,,,,,,,,,,,,
1716,Florida's Natural - Orange Juice - Original,0016300151700,['France'],[],[],?,46,192 kj(46 kcal),0,0,9,9,1,D,"[""Florida's Natural""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,,,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,,0%,0%,-100%,-100%,-15%,-7%,+156%,0,-100%,0,-100%,3,-21%,C,-21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
1717,"Kevin durant kd 35 limited edition, naturally flavored sparkling water - Sparkling Ice",0016571910310,"['France', 'États-Unis']","['Carbonated water', 'orange juice concentrate', 'citric acid', 'natural flavors', 'potassium benzoate ', 'to ensure freshness', 'gum arabic', 'sucralose', 'green tea extract', 'ester gum', 'calcium disodium edta ', 'to protect flavor', 'biotin', 'niacin ', 'b3', 'yellow 6', 'pantothenic acid ', 'b5', 'vitamin b12', 'vitamin d3', 'vitamin b6', 'yellow 5']",[],?,0,0 kj(0 kcal),0,0,0,0,0,,['Sparkling Ice'],"['Boissons', 'Eaux']",,,4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E212 - Benzoate de potassium', '', 'Risque élevé de sur-exposition', ""E414 - Gomme d'acacia"", 'E955 - Sucralose', 'E445 - Esters glycériques de résine de bois', 'E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E110 - Jaune orangé S', 'E102 - Tartrazine']",,SPARKLING ICE
1718,Cerise limonade,0016571951580,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1719,Lite Farmers Cheese - Lifeway - 16oz,0017077205160,"['France', 'Suède', 'États-Unis']",['CULTURED PASTEURIZED GRADE A 1% LOW FAT MILK'],[],?,83,347 kj(83 kcal),"3,33","1,67","6,67","3,33",10,D,['Lifeway'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'en:Soft cheese']",,['Lait'],,3.33 g,en quantité modérée,1.67 g,en quantité modérée,3.33 g,en faible quantité,0.0825 g,en faible quantité,,-75%,-75%,-87%,-91%,+451%,+349%,-51%,"0,082",-94%,"0,033",-94%,-3,-122%,A,-122%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,16 oz,['Plastic'],,,,,,,,,Lifeway Foods Inc.
1720,"Beef jerky meat snacks, peppered - Jack Link's",0017082877086,"['France', 'États-Unis']","['Beef', 'sugar', 'water', 'salt', 'less than 2% flavorings', 'soy sauce [', 'wheat', 'soybeans', 'salt', 'maltodextrin]', 'yeast extract', 'hydrolyzed corn protein', 'citric acid']","['Non végétalien', 'Non végétarien']",?,286,1197 kj(286 kcal),"3,57",0,25,"21,43","39,29",,"[""Jack Link's""]","['Snacks', 'Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",,"['Gluten', 'Soja']",3,3.57 g,en quantité modérée,0 g,en faible quantité,21.4 g,en quantité élevée,4.55 g,en quantité élevée,,+8%,+8%,-15%,-100%,+77%,+104%,+0%,"4,552",+24%,"1,821",+24%,17,+16%,D,+16%,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,"Link Snacks, Inc."
1721,Original Beef Jerry - Jack Link's,0017082877154,['France'],[],[],?,280,1172 kj(280 kcal),2,0,20,20,36,,"[""Jack Link's""]",,,,,,,,,,,,,,,,,,,,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,
1722,Jack Link's the Pounder Original Beef Jerky 16 Oz,0017082877727,"['France', 'États-Unis']","['Beef', 'water', 'sugar', 'salt', 'less than 2% soy sauce [', 'wheat', 'soybeans', 'salt', 'maltodextrin]', 'flavorings', 'hydrolyzed corn protein', 'yeast extract', 'citric acid']","['Non végétalien', 'Non végétarien']",?,286,1197 kj(286 kcal),"3,57",0,"17,86","14,29","42,86",,,"['Snacks', 'Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",,"['Gluten', 'Soja']",4,3.57 g,en quantité modérée,0 g,en faible quantité,14.3 g,en quantité élevée,5.27 g,en quantité élevée,,+8%,+8%,-15%,-100%,+27%,+36%,+9%,"5,268",+44%,"2,107",+44%,16,+10%,D,+10%,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,"Link Snacks, Inc."
1723,"Jack Link's, Original Beef Jerky, 10 Oz",0017082884008,['France'],[],[],?,80,335 kj(80 kcal),1,0,6,6,11,,"[""Jack Link's""]","['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",,,,1 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,0.4 g,en quantité modérée,,-70%,-70%,-76%,-100%,-57%,-43%,-72%,"0,4",-89%,"0,16",-89%,-3,-121%,A,-121%,,,,,,,,,,,,,,,,,,
1724,Citror,0017663003941,['France'],[],[],?,131,548 kj(131 kcal),"0,4",0,"7,2","2,9","0,6",,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,"0,001",,0,,,,,,,,,,,,,,,,,,,,,,,
1725,Merlot - Barefoot - 750ml,0018341751109,['France'],"['MERLOT Barefoot Merlot is the perfect combination of blueberry', 'boysenberry', 'and plum flavours', ' Raised right', ""it's well rounded & ready to bring home! barefootwine"", 'co', 'uk facebook', 'com/barefootwineuk MPORTED BY AND BOTTLED FOR BAREFOOT CELLARS EUROPE HARMAN HOUSE', 'UXBRIDGE UB8 100 U', 'K', 'BY W1743 AT CH24L,U CALIFORNIA WINE OF U', 'S', 'A', ' RED WINE CONTAINSSULPHITES,CONTIENT DES SULFITES', 'ENTHALT SULFITE', 'BEVAT SULFIETEN', 'SISALTAA SULFITTEJA', 'INNEHALLER SULFTER CONTIENE SOLFITI', 'ZAWIERA SIARCZYNY', 'CONTIENE SULFITOS www', 'drinkaware', 'co', 'uk Drink Responsibly L8291 23:59 E4 UK Chief Medical Officers recommen adults do not regularily ecees Men 3-4 units day a Women 2-3 units a ay 10', '1 13', '5% vole 750mLe 0 18341 75110 UK Units 9 2007 BAREFOOT CELLARS 7721-5']",[],?,?,,?,,?,,?,,"['Barefoot', 'Tesco', 'Co-op']","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins américains', 'Vins californiens']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 ml,"['Bouteille', 'Verre', 'glass-bottle']",,,,,['Californie'],,,,
1726,Jardiniere de légumes - Bofrost,0018566017257,['France'],"['Petit pois', 'carotte parisienne', 'en proportions variables', 'asperges 20%']",[],?,62,259 kj(62 kcal),"0,4","0,1","8,2","4,7","4,3",,['Bofrost'],,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1727,"Barres Granola, 175 G, Cerise Et Chocolat Noir - Kashi",0018627104858,['France'],"['MÉLANGE DE FLOCONS DE CÉRÉALES ENTIÈRES ', 'BLÉ ROUX', 'AVOINE', 'SEIGLE', 'ORGE', 'TRITICALE', 'SIROP DE RIZ BRUN', 'FARINE DE SOYA', 'CERISES ', 'CERISES ACIDES SIROP DE CANNE À SUCRE SÉCHÉ', 'HUILE VÉGETALE', 'CHOCOLAT NOIR ', 'SIROP DE CANNE À SUCRE SÉCHÉ', 'LIQUEUR DE CHOCOLAT', 'BEURRE DE CACAO', 'LÉCITHINE DE SOYA', 'ARÔME NATUREL', 'SIROP DE CANNE À SUCRE INVERTI', 'FÉCULE DE MANIOC', 'SIROP DE CANNE À SUCRE SÉCHÉ', ""GOMME D'ACACIA"", 'HUILE DE CANOLA EXTRAITE PAR PRESSION', 'MIEL', ""FIBRES DE BALE D'AVOINE"", 'GLYCÉRINE', 'FIBRES DE SOYA', 'SEL MARIN', 'AMIDON DE MAIS', 'LÉCITHINE DE SOYA', 'ARÔME NATUREL', 'MÉLASSE', 'POUDRE DE LAIT ÉCRÉMÉ', ""FARINE D'ARACHIDES"", 'GOMME XANTHANE', ""FARINE D'AMANDES"", ' CONTIENT DES INGRÉDIENTS DIJ BLÉ', ""DE L'AVOINE"", 'DIJ SEIGLE', ""DE L'ORGE"", 'DU TRITICALE', 'DIJ SOYA', 'DU LAIT', ""DE L'ARACHIDE ET DE L'AMANDE"", "" PEUT CONTENIR D'AUTRES NOIX"", ' Importé pour Kashi Company', 'La Jolla', 'CA 92037']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,360,1506 kj(360 kcal),6,"1,5",72,24,12,,['Kashi'],,,"['Gluten', 'Lait', 'Fruits à coque', 'Avoine', 'Arachides', 'Soja']",4,,,,,,,,,,,,,,,,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E422 - Glycérol', 'E415 - Gomme xanthane']",,
1728,Kashi Dark Mocha Almond Chewy Granola Bars - 6 CT,0018627428947,['France'],"['Rolled whole grain blend ', 'hard red whcat', 'oats', 'rye', 'triticale', ' barley', 'soy protein crisps ', 'soy flour', 'tapioca starch', 'soy fiber', 'brown rice syrup', 'roasted almonds ', 'almonds', 'canola and/or safflower oil', 'scmisweet chocolate ', 'dried cane syrup', 'chocolate liquor', 'cocoa butter', 'soy lecithin', 'vanilla', 'invett cane syrup', 'drted cane syrup', 'cocoa', 'acacia gun', 'expeller pressed canola oil', 'honey', 'vegetabte glycerin', 'coffee extract', 'oat fibe', 't organic skiill mitk', 'natural flavor', 'sea salit', 'cornstarch', 'soy lectthin', 'rosemary extract for xanthan gun', 'peanut flout']",['Non végétalien'],?,130,544 kj(130 kcal),4,"0,5",22,6,5,,['Kashi'],,,"['Gluten', 'Fruits à coque', 'Avoine', 'Soja']",4,,,,,,,,,,,,,,,,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E422 - Glycérol']",,
1729,Kashi Golean Crunch! Cereal,0018627703273,"['France', 'États-Unis']","['Kashi seven whole grains and sesame blend ', 'whole: hard red wheat', 'brown rice', 'barley', 'triticale', 'oats', 'rye', 'buckwheat', 'sesame seeds', 'soy flakes', 'brown rice syrup', 'dried cane syrup', 'chicory root fiber', 'whole grain oats', 'expeller pressed canola oil', 'honey', 'salt', 'cinnamon', 'mixed tocopherols for freshness']",['Non végétalien'],?,367,1536 kj(367 kcal),"5,9","0,8","71,4",24,"16,7",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",,"['Gluten', 'Avoine', 'Graines de sésame']",3,5.9 g,en quantité modérée,0.8 g,en faible quantité,24 g,en quantité élevée,0.465 g,en quantité modérée,,+5%,+5%,+3%,-49%,+21%,+322%,+77%,"0,465",+54%,"0,186",+54%,6,+268%,C,+268%,,,,,,,,,,,,,,,,,,Kellogg Company US
1730,Organic Autumn Wheat - Kashi,0018627703358,"['France', 'États-Unis']","['BLÉ ENTIER BIOLOGIQUE', 'JUS DE CANNE À SUCRE BIOLOGIQUE ÉVAPORÉ', 'ARÔME NATUREL']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,333,1393 kj(333 kcal),"1,4","0,2","78,8","15,8","11,1",,['Kashi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",['Bio'],,4,1.4 g,en faible quantité,0.2 g,en faible quantité,15.8 g,en quantité élevée,0.03 g,en faible quantité,,-4%,-5%,-75%,-87%,+34%,+178%,+17%,"0,03",-90%,"0,012",-90%,-3,-284%,A,-284%,,,,,,,,,,,,,,,,,,Kellogg Company US
1731,Cordon Bleu,0019000006684,['France'],[],[],?,?,,?,,?,,?,D,,"['Viandes', 'Plats préparés', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,
1732,Bull's Eye BBQ Sauce,0019582000292,"['France', 'États-Unis']","['Tomato puree ', 'water', 'tomato paste', 'high fructose corn syrup', 'vinegar', 'modified food starch', 'contains less than 2% of salt', 'spice', 'mustard flour', 'natural flavor', 'dried onions', 'dried garlic', 'potassium sorbate ', 'to preserve freshness']",[],?,129,540 kj(129 kcal),0,0,"31,43","25,71",0,,"[""Bull's Eye""]","['Epicerie', 'Sauces']",,,4,0 g,en faible quantité,0 g,en faible quantité,25.7 g,en quantité élevée,1.93 g,en quantité élevée,,-46%,-45%,-100%,-100%,+217%,+298%,-100%,"1,928",-20%,"0,771",-20%,11,-5%,D,-5%,,,,,,,,,,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,Ridge's Finer Foods Inc
1733,Spicy Italian Pepperoni,00101127,['France'],[],[],?,393,1644 kj(393 kcal),"31,7","7,9",0,0,27,,,,,,,,,,,,,,,,,,,,,,,"3,43",,"1,372",,,,,,,,,,,,,,,,,,,,,,,
1734,"Peanut, caramel & cocoa treat bars - M&S",00102469,"['France', 'Royaume-Uni']","['Arachides ', '28%', ' • Abricots déshydratés • Riz soufflé sucré ', 'Riz • Sucre', ' • Sirop de glucose • Fibres de chicorée • Miel • Arôme caramel ', '4%', ' ', 'Sucre muscovado • Babeurre déshydraté ', 'Lait', ' • Arôme • Crème déshydratée ', 'Lait', ' • Farine de riz • Farine de graines de caroube', ' • Cacao en poudre ', '4%', ' Noix de coco déshydratée Huile de colza • Sel de mer', ' Pour les allergènes', 'voir les ingrédients indiqués en gras', 'Ne convient pas aux personnes allergiques aux fruits à coque', 'au blé', 'au sésame et au soja et aux personnes souffrant de la maladie cœliaque en raison des méthodes de fabrication', ' IMPORTANT Peut', 'contenir des noyaux de fruits']",['Non végétalien'],?,434,1816 kj(434 kcal),"20,5","5,2","46,8","20,4","12,5",,['M&S'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,"['Lait', 'Arachides']",4,20.5 g,en quantité élevée,5.2 g,en quantité élevée,20.4 g,en quantité élevée,0.45 g,en quantité modérée,,+3%,+2%,+30%,-13%,-22%,-25%,+67%,"0,45",+15%,"0,18",+15%,10,-24%,C,-24%,,,,,,,,,,,['Marks & Spencer'],,,,,['E410 - Gomme de caroube'],,
1735,"3 Apple, Ginger & Dark Chocolate Treat Bars - Marks & Spencer - 135g e (3 * 45g)",00102476,"['France', 'Royaume-Uni']","['Chocolat noir ', '20 %', ' ', 'Masse de cacao Sucre • Beurre de cacao • Émulsifiant : Lécithine de soja', ' • Abricots déshydratés • Sirop de glucose • Canneberges sucrées déshydratées ', 'Canneberges Sucre • Huile de tournesol', ' Riz soufflé sucré ', 'Riz • Sucre', ' • Noix de coco déshydratée • Amandes effilées • Fibres de chicorée • Miel Graines de lin • Pommes déshydratées ', '3,5 %', ' • Cacao en poudre • Gingembre moulu ', '1 %']",['Végétarien'],?,427,1787 kj(427 kcal),"19,8","11,1","52,3",31,"6,7",C,['Marks & Spencer'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales aux fruits']","['Végétarien', 'Point Vert']","['Fruits à coque', 'Soja']",4,19.8 g,en quantité modérée,11.1 g,en quantité élevée,31 g,en quantité élevée,0.1 g,en faible quantité,,+10%,+9%,+104%,+305%,-21%,+15%,+8%,"0,1",-71%,"0,04",-71%,16,+75%,D,+75%,80.5%,10.3%,4.6%,2.5%,2.1%,0.0%,56,135 g e (3 * 45 g),"['Carton', 'boîte', 'Plastique']",,['Marks & Spencer'],,"3 barres aux fruits enrobées de chocolat noir, avec du riz soufflé sucré, des amandes, des pommes déshydratées, des graines de lin et du gingembre.",['Royaume-Uni'],,['E322i - Lécithine'],,
1736,"Salade au Quinoa, Avocat et Noix du Brésil - Marks & Spencer",00109420,['France'],"['Quinoa cuit ', '2+0', ' ', 'Eau Graines de uinoa', ' Sauce à laman ue et au iment Amarillo : ', '17%', ' • Grains de blé cui?s ', '13%', ' Ëau Blédur ', 'contient : Gluten', 'ì • Maïs doux Epeautre cuit ', 'Eau • E eautre ', 'Blé i contien Gluten', ' • Oianons rouges Avocat 5%', ' • Chou i frisé • Raisins secs Noix du Brésil • Corian res Piments • Menthe', ' SAUCE A LA MANGUE ETAU PIMENT i AMARILLO contient Purée de mangue • Jus de citron ved Huile de tournesol infusée à la menthe • Purée de ', ' gingembre • Miel • Huile de tournesol • Huile dlolive vierge i extra • Sel • Purée dail • Poivrons jaunes Zeste de citron i vett • Purée depiment rouge Pouge de piment Amarillo', ' : Pour les allergenes', 'voir les ingre ients indiques en gras', ' : Ne convient pas aux personnes allergiques aux fruits à : coque', 'aux arachides et au sésame en raison des méthodes de fabrication', "" CONSEILS Secouer le pot de : sauce avant d'ouvrir"", 'Mélanger délicatement avant de : servir', ' CONSERVATION']","['Non végétalien', 'Non végétarien']",?,151,632 kj(151 kcal),"7,3","1,3","16,3",4,"3,4",,['Marks & Spencer'],,,['Gluten'],,,,,,,,,,,,,,,,,,"0,68",,"0,272",,,,,,,,,,,,,,,,['Marks & Spencer'],,,,,,,
1737,"Salade De Riz, Haricots Noirs Et Feta - M&s",00109543,"['France', 'Royaume-Uni']",[],[],?,170,711 kj(170 kcal),?,"3,2",?,"0,2","5,4",B,['M&s'],"['Plats préparés', 'Salades', 'Salades composées', 'Plats à base de riz', 'Salades de riz']",,,,,,3.2 g,en quantité modérée,0.2 g,en faible quantité,0.73 g,en quantité modérée,,+12%,+14%,,+276%,,-88%,-9%,"0,73",-9%,"0,292",-9%,,,,,57.3%,16.5%,9.1%,11.3%,4.6%,1.2%,90,,,,['Marks & Spencer'],,,,,,,
1738,Ma sauce fromage blanc & moutarde de Dijon - Florette - 175ml,00113670,['France'],[],[],?,?,,?,,?,,?,,['Florette'],"['Epicerie', 'Sauces']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175 ml,,,,,,,,,,
1739,Wholegrain mini wheat - Sainsbury’s,00114325,"['France', 'Royaume-Uni']",[],[],?,359,1502 kj(359 kcal),"1,8","0,4","68,2","0,6","11,8",,['Sainsbury’s'],,,,,,,,,,,,,,,,,,,,,"0,04",,"0,016",,,,,,,,,,,,,,,,"[""Sainsbury's""]",,,,,,,
1740,Kefir milk drink with live cultures - by Sainsbury's,00116022,"['France', 'Royaume-Uni']",[],"['Végétalien', 'Végétarien']",?,59,247 kj(59 kcal),3,"1,9","4,4","3,7","3,3",,"[""by Sainsbury's""]","['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées']","['Végétarien', 'Végétalien']",,,3 g,en quantité modérée,1.9 g,en quantité modérée,3.7 g,en quantité modérée,0.04 g,en faible quantité,,-13%,-15%,+85%,+91%,-57%,-62%,+12%,"0,04",-63%,"0,016",-63%,13,-15%,E,-15%,,,,,,,,,,,"[""sainsbury's""]",,,,,,,
1741,Collection perfectly matured Christmas Pudding - Marks & Spencer - 100g e,00116343,"['France', 'Royaume-Uni']","['Dried Vine Fruits 43% ', 'Sultanas', 'Raisins', 'Vostizza Currants', 'Demerara Sugar', 'Brandy 5%', 'Vegetable Suet ', 'Palm Oil', 'Rice Flour', 'Sunflower Oil', 'Wheatflour ', 'Wheatflour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Brandy Soaked Glacé Cherries 4', '5% ', 'Cherries', 'Brandy', 'Glucose', 'Fructose Syrup', 'Colour: Anthocyanins ', 'from Grapes', 'Acidity Regulator: Citric Acid', 'Cognac 4%', 'Chilean Flame Raisins 3%', 'Pecan Nuts 3%', 'Ruby Port 3%', 'Stout ', 'contains Barley', 'Gluten', ' 2', '5%', 'Pasteurised Free Range Eggs', 'Sugar', 'Sweetened Dried Cranberries', 'Humectant: Glycerol', 'Water', 'Orange Peel', 'Split Almonds', 'Molasses', 'Single Cream ', 'Milk', 'Spices ', 'Coriander', 'Cinnamon', 'Ginger', 'Nutmeg', 'Caraway', 'Cloves', 'Lemon Peel', 'Yeast', 'Salt', 'Vinegar', 'Wheat Gluten', 'Emulsifier: E471', 'E472e', 'Sunflower Oil', 'Rapeseed Oil', 'Palm Oil', 'Concentrated Lemon Juice', 'Flour Treatment Agent: Ascorbic Acid']","['Huile de palme', 'Non végétalien']",1299,286,1299 kj(286 kcal),"5,3","2,4",54,"27,7","3,2",,['Marks & Spencer'],"['Desserts', 'Puddings', 'Puddings de Noël']",,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'en:Wheat Gluten']",4,5.3 g,en quantité modérée,2.4 g,en quantité modérée,27.7 g,en quantité élevée,0.23 g,en faible quantité,,-4%,+1%,-16%,-18%,-3%,-34%,+4%,"0,23",+3%,"0,092",+3%,8,-38%,C,-38%,,,,,,,,100 g e,"['Plastic', 'Bowl']",,['Marks & Spencer'],['Royaume-Uni'],,,,"['E163 - Anthocyanes', 'E330 - Acide citrique', 'E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique']",,
1742,Assortiment de biscuits sablés au beurre,00120609,['France'],[],[],?,528,2209 kj(528 kcal),"28,2","16,8","61,8","17,5","5,7",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Assortiments de biscuits']",,,,28.2 g,en quantité élevée,16.8 g,en quantité élevée,17.5 g,en quantité élevée,0.73 g,en quantité modérée,,+8%,+7%,+22%,+30%,-3%,-43%,-8%,"0,73",+28%,"0,292",+28%,22,-4%,E,-4%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,
