,name,bar_code,brand,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,ingredients_origins,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,markets,manufacturing,palm_ingredients,link,brand_owner,origin_detail,producer_info
38,Pâte d'Arachide - PSP - 510g,3379142201925,['PSP'],,['France'],"['Arachide grillées 90 %', 'sucre 7 %', 'huile végétale hydrogénée et sel']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",?,501,2096 kj(501 kcal),38,10,"15,5","13,1","24,3","0,4","0,16",C,,510 g,"['Pot', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,,['Arachides'],4,38 g,en quantité élevée,10 g,en quantité élevée,13.1 g,en quantité élevée,0.4 g,en quantité modérée,,-16%,-16%,-21%,+20%,+8%,+106%,-1%,-25%,-25%,8,-27%,C,-27%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,['Supermarché Asie'],['Malaisie'],,,,,
39,Riz Long Parfume Naturellement - Golden Butterfly,3379142401141,['Golden Butterfly'],,['France'],[],[],?,340,1423 kj(340 kcal),0,0,80,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Torsade A La Carbonara - Leader Price - 300g,3379670013625,['Leader Price'],"['FR 44.190.005 CE', 'Saint-Sébastien-sur-Loire (Loire-Atlantique, France)']",['France'],"['Eau', 'pâtes torsades 19%', 'eau', 'semoule de blé dur', ""blanc d'oeuf"", 'huile de colza', 'lait', 'emmental', 'jambon 5% ', 'jambon de porc', 'eau', 'conservateur: E250', 'stabilisants : E451', 'E410', 'E407a ', ' amidon transformé de maïs', 'arôme', 'dextrose', 'maltodextrine', 'crème ', 'crème de lait', 'stabilisant : E407', 'amidon modifié de maïs', 'bacon 1,6% ', 'maigre de porc', 'sel', 'dextrose', 'arôme de fumée', 'acidifiant : E330', 'conservateurs : E316', 'E250', 'oignons', 'sel', 'arôme']","['Non végétalien', 'Non végétarien']",?,86,360 kj(86 kcal),"3,66","2,12","8,32","1,07","4,85","0,92","0,368",,,300 g,['barquette plastique'],"['Plats préparés', 'Plats préparés à réchauffer au micro-ondes']",,,"['Œufs', 'Lait']",4,3.66 g,en quantité modérée,2.12 g,en quantité modérée,1.07 g,en faible quantité,0.92 g,en quantité modérée,,-35%,-35%,-33%,+3%,-36%,-39%,-28%,+18%,+18%,4,+184%,C,+184%,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E316 - Érythorbate de sodium']",['Leader Price'],"['Covi Sas', 'Bressuire']",,,,,
41,Filet de Poulet - Hereford - 190g,3379670013694,['Hereford'],"['FR 79.049.002 CE', 'Bressuire (Deux-Sèvres, France)']",['France'],"['Filet de poulet 89', '8%', 'eau', 'stabilisant : triphosphates', 'épaississants : carraghénanes et farine de caroube', 'fibre de blé', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,95,397 kj(95 kcal),1,"0,3","0,5","0,5","21,6","1,74","0,696",C,,190 g,"['Conserve', 'Aluminium', 'Acier']","['Conserves', 'Viandes', 'Volailles', 'Poulets', 'Viandes en conserve', 'Filets de poulet']","['Viande-francaise', 'Point Vert', 'Fabriqué en France', 'en:saveurs-de-l-annee-france', ""Saveurs de l'Année 2017"", 'Triman', 'Volaille-francaise', 'Acier recyclable']",['France'],['Gluten'],4,1 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1.74 g,en quantité élevée,,-52%,-51%,-92%,-94%,-58%,+29%,+24%,+7%,+7%,3,-75%,C,-75%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube']",['Intermarché'],['France'],,http://www.covi.com/nos-produits.asp,,,
42,Couscous volaille bio - Paul & Louise,3379670015308,['Paul & Louise'],,['France'],"['Eau', 'légumes 34,4 % entre ', 'carottes', 'courgettes', 'navets', 'pois chiches réhydratés ', 'oignons ', 'poivrons', 'morceau de cuisses de poulet non désossés 21,6 %', 'concentré de tomate', 'celle de mer', 'amidon de maïs', 'épices et plantes aromatiques 0,4 %', 'huile de colza', 'farine de riz', 'semoule de blé dur 180 g']",[],?,150,628 kj(150 kcal),"3,7","0,1","19,6","1,6","8,8","1,1","0,44",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Paul & Louise Barquette Paella Poulet et Fruits de Mer 300 g,3379672993239,['Paëlla'],"['FR 44.190.005 CE', 'Saint-Sébastien-sur-Loire (Loire-Atlantique, France)']",['France'],"['Riz précuit 29%', 'sauce ', 'eau', 'huile de colza', 'arômes ', 'dont crustacés', 'poisson', 'lait', 'gluten', 'graisse de poulet', 'épices et aromates', 'concentré de tomates', 'épaississant : farine de guar', 'viande de poulet précuite ', 'viande de poulet ', 'origine : UE', ' 7496* eau', 'amidon transformé de mais', 'sel', 'stabilisants : triphosphates', 'Euchema transformées et farine de graines de caroube', 'sel', 'fibre de blé', ' fruits de mer 5,6% ', 'moules et/ou moules du Pacifique', 'anneaux de calmars', 'petits pois', 'oignons', 'poivrons', 'chorizo 1', '3% ', 'maigre de porc ', 'origine : UE', 'gras de porc', 'sel', 'dextrose de blé', 'piment', ""épices et extraits d'épices"", 'ferments lactiques', 'conservateurs : ascorbate de sodium et nitrite de sodium', ' ']","['Non végétalien', 'Non végétarien']",?,149,623 kj(149 kcal),5,"0,9","17,7","0,7","6,9","0,9","0,36",C,,,['Barquette'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Paëllas']",,,"['Poisson', 'Gluten', 'Lait']",4,5 g,en quantité modérée,0.9 g,en faible quantité,0.7 g,en faible quantité,0.9 g,en quantité modérée,,+6%,+6%,+7%,-15%,+9%,-39%,-4%,-2%,-2%,-2,-317%,A,-317%,74.9%,10.9%,3.7%,6.9%,2.1%,1.5%,60,"['E412 - Gomme de guar', 'E14XX - Amidons modifiés', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,['France'],,,,,
44,Togolaises,3380033510200,,,['France'],"['sucre', 'coco râpé 33%', ""blanc d'oeufs""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,475,1987 kj(475 kcal),25,23,58,52,5,"0,13","0,052",,,,,,['Sans gluten'],,['Œufs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Petits broyés - Lencloitre - 280g,3380033900063,['Lencloitre'],,['France'],[],[],?,491,2054 kj(491 kcal),22,15,66,29,"6,2","0,75","0,3",,,280 g,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Pain d’epices au miel nature - Butimiel - 250g,3380250625015,['Butimiel'],,['France'],"['Miel 50%', 'farine de seigle et blé', 'sucre', 'lait', 'œufs', 'bicarbonate', 'épices']",['Non végétalien'],1338,320,1338 kj(320 kcal),"0,7","0,3",70,47,"3,4","0,05","0,02",B,,250 g,"['Carton', 'Plastique']","['Biscuits et gâteaux', ""Pains d'épices""]","['Fabriqué en France', 'Fabrication artisanale']",,"['Œufs', 'Gluten', 'Lait']",3,0.7 g,en faible quantité,0.3 g,en faible quantité,47 g,en quantité élevée,0.05 g,en faible quantité,-9%,-5%,-6%,-80%,-76%,-1%,+16%,-22%,-89%,-89%,13,-8%,D,-8%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,['France'],,,,,
47,"Vinceremos Grenache Rose ""La Marouette"" 2014",3380330001012,['La Marouette'],,['France'],[],[],?,14,59 kj(14 kcal),3,3,18,16,14,2,"0,8",D,,,,"['Produits laitiers', 'Laits']",['Bio'],,,,3 g,en quantité modérée,3 g,en quantité modérée,16 g,en quantité élevée,2 g,en quantité élevée,,-79%,-78%,+46%,+152%,+199%,+195%,+294%,+1513%,+1513%,13,+2161%,D,+2161%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,
48,"Epicerie / Céréales, Graines, Pâtes, Riz / Pâtes Aux Céréales - Primeal",3380380000324,['Primeal'],,['France'],"['Olngrédient : épeautre mondé* ', 'Triticum dicoccum', ' ', 'gluten', "" *issu de l'agriculture biologique"", ' Peut contenir des traces de soja']",[],?,358,1498 kj(358 kcal),"1,9","0,5",73,"3,2","10,7","0,01","0,004",,,,,,['Bio'],,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Petit épeautre de haute provence mondé - priméal - 500g,3380380037153,['priméal'],,['France'],[],[],?,346,1448 kj(346 kcal),3,"0,5","62,8","1,8","12,5",0,0,,,500g,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Blés', 'Petits épeautres']","['Bio', 'Bio européen', 'FR-BIO-01', 'IGP', 'Biopartenaire']",,,,3 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en faible quantité,0 g,en faible quantité,,+6%,+6%,-10%,-8%,+11%,-47%,-2%,-100%,-100%,-6,,A,,,,,,,,,,,,,,,,
50,"Vite une Soupe Poireau, pomme de terre - Priméal - 10g",3380380037238,['Priméal'],,"['France', 'Suisse']","['Légumes 80% ', 'pomme de terre 63%', 'poireau 15%', 'oignon', 'ail', 'sel marin', 'xanthane', 'extrait de levure', 'herbes aromatiques', 'poivre', 'extrait de romarin']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1184,?,1184 kj(283 kcal),"0,5","0,2","56,4","0,4","6,4",14,"5,6",A,Soupe déshydratée,10 g,['Papier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes de légumes', 'Soupes déshydratées', 'Soupes de légumes déshydratées']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,4,,,,,,,,,+37%,,+103%,-70%,-69%,+137%,-91%,+117%,+426%,+426%,,,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['E415 - Gomme xanthane', 'E392 - Extrait de romarin']",,['France'],,,,,
51,Farine bio de riz demi-complet - ma vie sans Gluten - 500g,3380380049811,['ma vie sans Gluten'],,['France'],"['farine de riz demi-complet*', "" *issu de l'agriculture biologique""]",[],?,359,1502 kj(359 kcal),"1,3","0,3","79,9","0,5","6,2","0,01","0,004",B,,500 g,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de riz']","['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'Fabriqué en France']",,,,1.3 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,,+1%,+1%,-25%,-31%,+4%,-8%,-10%,-16%,-16%,0,,B,,79.1%,0.8%,5.1%,13.0%,2.0%,0.0%,66,,"[""L'Eau Vive""]",['France'],,,,,
52,COUSCOUS MULTICEREALES - Primeal,3380380052163,['Primeal'],,['France'],[],[],?,357,1494 kj(357 kcal),"70,5","0,5","11,9",2,"11,9","1,5","0,6",,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Graines de Courge Bio - Priméal - 250g,3380380053979,['Priméal'],,['France'],['Graines de courge'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,617,2582 kj(617 kcal),"49,1","8,7","10,7","1,4","30,2","0,02","0,008",,,250 g,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['Europe'],,1,49.1 g,en quantité élevée,8.7 g,en quantité élevée,1.4 g,en faible quantité,0.02 g,en faible quantité,,+9%,+9%,+11%,+15%,+32%,+20%,+1%,-96%,-96%,0,-100%,B,-100%,,,,,,,,,,,,,,,
54,Son d'avoine - Priméal - 1.2kg,3380380055430,['Priméal'],,['France'],[],[],?,357,1494 kj(357 kcal),"7,7","1,2",47,"0,8",17,0,0,B,,1.2 kg,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Son', 'Sons de céréales', ""Sons d'avoine""]","['Bio', 'Bio européen', 'FR-BIO-01']",,,,7.7 g,en quantité modérée,1.2 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,,+1%,+0%,+10%,-4%,-7%,-57%,+16%,-100%,-100%,-5,,A,,67.3%,0.9%,10.6%,9.2%,12.0%,0.0%,95,,,,,,,,
55,Spirales Blé & Pois Cassés Bio - ? Priméal,3380380057526,['Primeal'],,['France'],"['Spirales blé & pois cassés Priméal associe dans ces spirales savoureuses une légumineuse ', 'le pois cassé', ' à la céréale qui constitue habituellement les pâtes : le blé dur', ' Les protéines de ces deux ingrédients se complémentent et travaillent en synergie pour vous offrir un plat équilibré en protéines végétales', ' Le goût doux de ces pâtes sera apprécié par toute la famille ! Olngrédients : semoule demi-complète de blé dur* ', 'farine de pois cassés* ', '20%', 'persil*', "" *issus de l'agriculture biologique"", "" Peut contenir des traces d'œuf et de soja"", ' Fabriqué en France dans nos ateliers', ' Source de protéines et de fibres', ' Cuisson : à grande eau', '6 min', ' ', 'al dente', ' à 8 min', ' ', 'fondante', ' Olngrediënten: halfvolkoren harde tarwegriesmeel*', 'spliterwtenmeel* *afkomstig van biologische landbouw', ' Kan sporen ', '20%', 'peterselie*', ' bevatten van ei', 'soja', ' In Frankrijk vervaardigd in eigen afdelingen', ' Bron van eiwitten en vezels', ' Bereiding: kook in een ruime hoeveelheid kokend water gedurende 6 tot 8 min', ' Analyse type pour 100 g Energie: 1 533 kJ /']",[],?,362,1515 kj(362 kcal),"2,5","0,5",68,"4,2","13,6","0,1","0,04",,,,,,"['Bio', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Vite un moelleux à l'épeautre ! - Priméal - 300g,3380380057748,['Priméal'],,['France'],"[""Farines d'épeautre blanche* et complète* "", '54 %', ' sucre de canne blond**', 'poudre à lever* ', 'amidon de maïs* ', 'tartrate de potassium', 'bicarbonate de sodium', 'sel marin', "" *issus de l'agriculture biologique"", ' **ingrédient biologique issu du commerce équitable']",[],?,377,1577 kj(377 kcal),"1,6","0,2","83,3","44,1","6,5","0,48","0,192",,,300 g,"['Sachet', 'Papier', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'Fabriqué en France', 'AB Agriculture Biologique']",,['Gluten'],3,,,,,,,,,,+1%,+2%,-84%,-95%,+41%,+47%,+9%,-23%,-23%,,,,,,,,,,,,"['E336 - Tartrates de potassium', 'E500ii - Carbonate acide de sodium']",,['France'],,,,,
57,Farine Speciale Pizza - Primeal,3380380060458,['Primeal'],,['France'],"['o Ingrédient : farine de blé* T65 Manitoba', "" *issue de l'agriculture biologique"", ' Peut contenir des traces de soja']",[],?,358,1498 kj(358 kcal),1,"0,2","76,7","1,7",14,"0,008","0,003",,,,,,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Trio De Quinoa Bio - 500G - Priméal - 500gr,3380380060960,['Primeal'],,['France'],[],[],?,363,1519 kj(363 kcal),"5,3","0,6","62,5","3,7","12,2","0,13","0,052",,,500gr,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Lentilles corail - Primeal - 250g,3380380070433,['Primeal'],,['France'],[],[],?,346,1448 kj(346 kcal),"1,5","0,2","51,5","0,9",27,"0,025","0,01",B,,250 g,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles décortiquées', 'Lentilles rouges', 'Lentilles corail']","['Bio', 'Bio européen', 'FR-BIO-01']",,,,1.5 g,en faible quantité,0.2 g,en faible quantité,0.9 g,en faible quantité,0.025 g,en faible quantité,,+3%,+3%,-7%,-19%,+6%,-50%,+8%,-12%,-12%,-1,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,
60,Préparation Fermentescible Blé - Primeal - 85g,3380380070808,['Primeal'],['FR-BIO-01'],['France'],"['levain de blé déshydraté et dévitalisé issu de fermentation naturelle', 'levure sélectionnée']",[],?,373,1561 kj(373 kcal),"2,1","0,4","68,2","1,5","16,5",0,0,,,85g,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Naturalia'],,,,,,
61,Lev'blé - Priméal - 85g,3380380070846,"['Priméal', 'Ekibio']",,['France'],"['Levain de blé déshydraté et dévitalisé issu de fermentation naturelle ', '78%', 'levure sélectionnée']",[],?,377,1577 kj(377 kcal),"2,3","1,3","66,2",1,"19,23","0,05","0,02",,Préparation fermentescible à base de blé,85 g,['Papier plastifié'],['Levure'],"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,+142%,+116%,+27%,+189%,+149%,-65%,+107%,-98%,-98%,-5,,A,,,,,,,,,,['La Biotik'],,,http://www.primeal.fr,,,
62,Lev'quinoa - Ma vie sans gluten - 50g,3380380070983,['Ma vie sans gluten'],,"['Belgique', 'France']","['levain déshydraté et dévitalisé de quinoa* ', '40%', ' et de riz* issu de fermentation naturelle', 'levure *80% des ingrédients sont issus de sélectionnée', ""l'agriculture biologique FR-BIO?OI"", ""Convient pour la mise en ?uvre d'I kg de farine,""]",[],?,367,1536 kj(367 kcal),"5,3","0,7","55,4","4,7","19,5","0,02","0,008",,,50g,['Sachet'],,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio14'],,,,,,
63,Vite Un Cookie Bio ! Préparation Pour Cookies - Le moulin du pivert,3380380072932,['Le moulin du pivert'],,['France'],[],[],?,394,1648 kj(394 kcal),7,3,72,38,6,"0,975","0,39",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Bouchées Au Gouda - Primeal,3380380074639,['Primeal'],,['France'],[],[],?,576,2410 kj(576 kcal),40,"20,4","38,4",1,"14,6","1,975","0,79",,,,['Etui en carton'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Quinoa Noir - Priméal - 500g,3380380076459,['Priméal'],,['France'],"['Quinoa noir*', "" *issu de l'agriculture biologique""]","['Végétalien', 'Végétarien']",1462,347,1462 kj(347 kcal),5,"0,5","56,4",3,12,"0,075","0,03",B,,500 g,"['boîte', 'Carton', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa', 'Quinoa noir']","['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'FR-BIO-01', 'Riche en fibres', 'en:Agriculture Bolivie']",['Bolivie'],,,5 g,en quantité modérée,0.5 g,en faible quantité,3 g,en faible quantité,0.075 g,en faible quantité,+0%,+5%,+6%,-7%,-23%,+2%,+19%,+2%,-54%,-54%,-6,,A,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,,,,,,,
66,Trio de Quinoa - Primeal - 220g,3380380077197,['Primeal'],,['France'],"['Eau', 'quinoa* 40 % ', 'blanc*', 'rouge*', 'noir*', 'huiles* ', 'de tournesol*', ""d'olive* vierge extra"", 'sel marin', "" *issus de l'agriculture biologique""]",[],?,172,720 kj(172 kcal),"6,8","0,9","18,9","1,1",5,"0,7","0,28",,Trio de Quinoa,220g,"['Plastique', 'Atmosphère protectrice']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale"", 'Plats préparés à réchauffer au micro-ondes']","['Bio', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Riche en fibres', 'Fabriqué en France', 'AB Agriculture Biologique', 'Label Rouge']",,,3,6.8 g,en quantité modérée,0.9 g,en faible quantité,1.1 g,en faible quantité,0.7 g,en quantité modérée,,+6%,+8%,+7%,-10%,+21%,-55%,-19%,-23%,-23%,-3,-1377%,A,-1377%,,,,,,,,,"['Coloquinte', 'Biomonde']",['France'],,http://www.primeal.bio/marque-bio-vegetale/fr/produit/trio-de-quinoa-bio,,,
67,Falafel Met Hart Van Tomaat - Ma vie sans gluten,3380380077944,['Ma vie sans gluten'],,['France'],[],"['Végétalien', 'Végétarien']",?,173,724 kj(173 kcal),"8,1","1,1",14,"1,9","6,7","0,78","0,312",,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Haché végétal - Priméal,3380380080340,['Priméal'],,['France'],[],"['Végétalien', 'Végétarien']",?,112,469 kj(112 kcal),"4,2","0,7","5,6",3,"10,4","0,66","0,264",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Hachés végétaux']","['Végétarien', 'Végétalien', 'Fabriqué en France']",,,,4.2 g,en quantité modérée,0.7 g,en faible quantité,3 g,en faible quantité,0.66 g,en quantité modérée,,-28%,-28%,-40%,-23%,+2%,+14%,-32%,-28%,-28%,-2,,A,,,,,,,,,,,,,,,,
69,Pain d'épice Orangemiel - Bisson,3380380082801,['Bisson'],,['France'],"['farine de seigle* ', 'gluten', 'sirop de sucre de canne inverti*', 'miel* ', '15%', ""écorces d'oranges confites* "", '13%', '  ', 'sirop de blé*', ""écorces d'oranges*"", ""flocons d'avoine* "", '5,7%', 'poudre à lever : carbonate acide de sodium', ""épices                                          issus de l'agriculture biologique"", ' Peut contenir des traces de lait et de fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,328,1372 kj(328 kcal),"1,3","0,2",74,45,"3,2","0,3","0,12",B,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",['Bio'],,['Gluten'],4,1.3 g,en faible quantité,0.2 g,en faible quantité,45 g,en quantité élevée,0.3 g,en quantité modérée,,-3%,-3%,-63%,-84%,+5%,+11%,-26%,-31%,-31%,11,-22%,D,-22%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,['E500ii - Carbonate acide de sodium'],,,,,,,
