,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,brand,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,quantity,eco_score,categories,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,traceability_code,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,generic_name,link,brand_owner,palm_ingredients
1798,chèvre chaud prêt à dorer - soignon - 100gr,80850236,['France'],"[""Fromages de chevre panés pré-frits Ne Gonlient pas d'euf Bans conservateu "", 'dle ble', 'hule de coiza', 'levure', 'sel', 'opices ', 'paprika', 'curcuman', 'hulle de touneso farine de ble', 'eau', 'sel', '6ondentre ', 'paprka', 'carche', ' O2w', '2x26g']",[],1394,335,24,16,13,['Soignon'],1394 kj(335 kcal),13,"2,1",1,"0,4",['1oo%chèvre issu cooperative'],100gr,,['Fromage chèvre pané'],['Leclerc'],,,,,,,,,,,,,['2x(2x25gr)'],['Crest 26'],,,,,24 g,en quantité élevée,13 g,en quantité élevée,2.1 g,en faible quantité,1 g,en quantité modérée,,,,,,17,,D,,['France'],,,,
1799,Vitamine C,5060521680940,['France'],[],[],?,?,?,?,?,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Fougasse poivrons - 290g,3591270016183,['France'],[],[],?,250,"7,3",35,"9,5",,1046 kj(250 kcal),"3,3","2,4",1,"0,4",,290 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Garofalo 072 Penne Mezzani Lisce GR. 500,8000139000720,['France'],[],[],?,351,1,70,14,['Garofalo'],1469 kj(351 kcal),"0,2",3,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Gourmande au chorizo - 290g,3591270016176,['France'],[],[],?,287,12,32,12,,1201 kj(287 kcal),"5,4","2,7","1,5","0,6",,290 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Pain Pavé aux céréales,,['France'],[],[],?,310,"4,2",56,"9,2",,1297 kj(310 kcal),"0,5","1,5","1,5","0,6","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,100% Pure Whey - BiotechUSA,5999076222117,"['France', 'Espagne']",[],[],?,385,"5,5",5,78,['BiotechUSA'],1611 kj(385 kcal),"3,9","3,8","0,8","0,32",['en:gluten-free'],,,['es:proteinas'],,,+10%,+58%,-12%,+8%,,,,,,,,,,,,,,5.5 g,en quantité modérée,3.9 g,en quantité modérée,3.8 g,en faible quantité,0.8 g,en quantité modérée,+10%,+101%,+36%,+28%,+28%,5,+24%,C,+24%,,,,,
1805,Beignet -,0208473023940,['France'],[],[],?,?,?,?,?,,,,,,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignet fourré aux fruits', 'Beignets sucrés', 'Beignets fourrés à la framboise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beignets fourrés à la purée de framboise,,,
1806,Geuze Mariage Parfait 2014,5412783052247,['France'],[],[],?,?,?,?,?,,,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Bonomi Savoiardi GR. 300,8002720003158,['France'],[],[],?,378,"3,8","76,5","8,5",,1582 kj(378 kcal),"1,1",42,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Riegelein confiserie,4013900960417,['France'],[],[],?,545,32,57,"5,5",['Riegelein'],2280 kj(545 kcal),20,57,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,S33 flocon cheese,2002657029517,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Apéro - Manola,3760091579201,['France'],[],[],?,?,?,?,?,['Manola'],,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 59355', 'Lomme (Nord, France)']",,,,,,,,,,,,,,,,,,,,,,,,,
1811,Eau saguaro,77282149,['France'],[],[],?,?,?,?,?,['Saguaro'],,,,,,,,,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-100%,A,-100%,,,,,
1812,Pain au chocolat - Auchan,2090000175127,['France'],[],[],?,?,?,?,?,['Auchan'],,,,,,,,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['Auchan'],,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Moutarde de dijon - Transgourmet - 5kg,3554983003222,['France'],[],[],?,149,"11,5","3,2","7,2",['Transgourmet'],623 kj(149 kcal),"0,8","2,7","6,5","2,6",,5 kg,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,,-6%,0%,-12%,+0%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,"['EMB 21200', ""Couchey (Côte-d'Or, France)""]",,,,11.5 g,en quantité modérée,0.8 g,en faible quantité,2.7 g,en faible quantité,6.5 g,en quantité élevée,-6%,+5%,+20%,+10%,+10%,11,+2%,D,+2%,,,,,
1814,Brioche de paques - Maline Thomas - 1kg,3173310002310,['France'],[],[],?,382,16,"49,6","9,2","['Maline Thomas', 'Thomas Brioche']",1598 kj(382 kcal),"11,5","15,2","0,86","0,344","['Sans colorants', 'Sans conservateurs']",1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Confiture de figues bio - Les Confitures de Haute Soule,3760101593692,['France'],"['Figues*', 'sucre', 'pectine', 'acide citrique', "" Produits issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,252,"0,7","59,8","0,5",['Les Confitures de Haute Soule'],1054 kj(252 kcal),"0,1",53,"0,04","0,016",['Bio'],,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",,,+9%,+53%,+8%,-32%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,"['E440 - Pectines', 'E330 - Acide citrique']",,4,0.7 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.04 g,en faible quantité,+8%,+50%,-0%,+115%,+115%,12,+27%,D,+27%,,,,,
1816,29008315,29008315,['France'],[],[],?,?,?,?,?,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,"Salade de saumon, riz, boulgour, julienne de legumed - L'Esprit Frais - 300g",3701138106196,['France'],"['Boulgour 14,9% ', 'eau', 'blé dur', 'sel', 'saumon 13,7%', 'riz basmati 12% ', 'eau', 'riz', 'sel', 'carotte jaune 9,3%', 'carotte orange 9', '3%', 'radis noir 9,3%', 'sauce soja ', 'eau', 'graine de soja', 'blé', 'sel', 'huile de colza', 'cébette', 'huile de sésame grillé 4%', 'roquette', 'jus de citron ', ""us de citron et d'orange à base de jus concentrés"", 'eau', 'pulpes de citron', 'acidifiant: acide citrique', 'extrait naturel de citron', 'sucre', 'sel', 'graine de sésame 0,4%', 'poivre blanc', 'graine de pavot', 'gingembre 0,03%', 'miel']","['Non végétalien', 'Non végétarien']",?,172,11,10,"5,7","[""L'Esprit Frais""]",720 kj(172 kcal),"1,5","3,7","1,3","0,52",,300 g,,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Plats au saumon']",,,+15%,+54%,-18%,-19%,,,,,,,,,,"['FR 59.597.001 CE', 'Tilloy-lez-Cambrai (Nord, France)']",['E330 - Acide citrique'],"['Poisson', 'Gluten', 'Graines de sésame', 'Soja']",3,11 g,en quantité modérée,1.5 g,en quantité modérée,3.7 g,en faible quantité,1.3 g,en quantité modérée,+17%,-37%,+107%,+78%,+78%,5,+126%,C,+126%,,,,,
1818,Raisins sultamines sans pépin,14563631,['France'],[],[],?,323,"0,8",74,"2,6",,1351 kj(323 kcal),"0,2",60,0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",,,+2%,+38%,+2%,-8%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,,,,0.8 g,en faible quantité,0.2 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,+2%,+43%,-4%,-100%,-100%,8,+42%,C,+42%,,,,,
1819,Krema de saison,3664346303590,['France'],[],[],?,406,"7,4",83,"1,2",,1699 kj(406 kcal),"3,4",62,"0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Haché de veau emmental - Tendriade - 8x 100g,3384480092043,['France'],[],[],?,214,15,"2,1","17,5",['Tendriade'],895 kj(214 kcal),"7,3","1,5","0,81","0,324",,8 x 100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Petits calissons nature et saveur chocolat noisette - Le Roy René,3102621010837,['France'],[],[],?,433,20,55,"7,5",['Le Roy René'],1812 kj(433 kcal),"1,8",43,"0,03","0,012",,,B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons']",,,-2%,+12%,-10%,-2%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,,,,,20 g,en quantité modérée,1.8 g,en quantité modérée,43 g,en quantité élevée,0.03 g,en faible quantité,-2%,+12%,-13%,-41%,-41%,15,+3%,D,+3%,,,,,
1822,Café Arabica moulus,3483981002015,['France'],[],[],?,?,?,?,?,,,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Sel et poivre concassé,3770008133464,['France'],[],[],?,499,"27,1","54,1",7,,2088 kj(499 kcal),3,"0,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Noix de pétoncles,8710557024078,['France'],[],[],?,78,"0,7","0,5",17,,326 kj(78 kcal),"0,3","0,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,9005800290867,9005800290867,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Chiki seeds - 140g,4771173210034,['France'],[],[],?,542,33,48,13,,2268 kj(542 kcal),3,37,0,0,,140 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,terrine gourmande - U - 1240g,3256221661194,['France'],[],[],?,?,"5,5",?,"6,5",['U'],,,,,,,1240 g,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chiens']",,,,-50%,,-44%,,,,,,,,['boîte de conserve métal'],,,,,,5.5 g,en quantité modérée,,,,,,,,,,,,,,,,,,,,
1828,Dragées de Verdun,3700350704708,['France'],[],[],?,523,"28,3",57,"10,8",,2188 kj(523 kcal),"2,8","56,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Banane République Dominicaine,2805379013976,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Sucre en poudre - Transgourmet,3554983003789,['France'],[],[],?,400,0,100,0,['Transgourmet'],1674 kj(400 kcal),0,100,0,0,,,B,"['Édulcorants', 'Sucres', 'Sucres en poudre']",,,+0%,-100%,+0%,-100%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,"['EMB 44109', 'Nantes (Loire-Atlantique, France)', 'EMB 02575', 'Origny-Sainte-Benoite (Aisne, France)']",,,,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,-0%,-100%,+0%,-100%,-100%,14,-2%,D,-2%,,,,,
1831,Poisson à l'oseille - 400g,3512030017301,['France'],[],[],?,124,"7,4","4,4","9,9",,519 kj(124 kcal),"4,6","1,2","0,77","0,308",,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Wrap oeuf bio parmesan & tomates -,3700365097789,['France'],[],[],?,203,"6,1","29,4",7,,849 kj(203 kcal),"2,5","2,8","0,6","0,24",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,5411981860845,5411981860845,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Élisabethen,41022894,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Kamillentee,4300175153096,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Big babo,80970019,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Secret d'arômes plein sud,64175812,['France'],[],[],?,208,"6,6",23,12,,870 kj(208 kcal),"2,6",19,"44,6","17,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Salade a la mozzarella baies de goji et basilic - Carte Nature,3700477661243,['France'],[],[],?,153,"6,6",16,"5,7",['Carte Nature'],640 kj(153 kcal),"1,7","2,4","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Noix de cajou pralinées au sésame,6046000001382,['France'],[],[],?,?,?,?,?,,,,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Harissa - 200g,6191457400100,['France'],[],"['Végétalien', 'Végétarien']",?,110,8,7,"2,7",,460 kj(110 kcal),0,1,"0,5","0,2","['Végétarien', 'Végétalien', 'en:gluten-free']",200 g,C,"['Epicerie', 'Sauces', 'Harissas']",,,+4%,+82%,-23%,+7%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,,,,,,8 g,en quantité modérée,0 g,en faible quantité,1 g,en faible quantité,0.5 g,en quantité modérée,+3%,-100%,-73%,-86%,-86%,2,-76%,B,-76%,,,,,
1841,Sandwich jambon rosette - Monique Ranou,3250392746131,['France'],[],[],?,239,"9,7","27,2","10,1",['Monique Ranou'],1000 kj(239 kcal),"5,3","2,7","1,8","0,72","['Nutriscore', 'Nutriscore D']",,,"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au jambon']",,,-3%,-8%,+6%,-6%,,,,,,,,,,,,,,9.7 g,en quantité modérée,5.3 g,en quantité élevée,2.7 g,en faible quantité,1.8 g,en quantité élevée,-3%,+34%,-14%,+20%,+20%,14,+37%,D,+37%,,,,,
1842,Kailani,8436552820254,"['France', 'Espagne']",[],[],?,?,?,?,?,['Kailani'],,,,,,,,,"['Boissons', 'Thés glacés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Yaourt à boire vanille - Malo,3278692500345,['France'],[],[],?,68,"0,9",12,"2,9",['Malo'],285 kj(68 kcal),"0,6",12,"0,11","0,044",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Lasagne Bolognese - Billa - 400g,9002233010970,"['Autriche', 'France']","['Tomatenpüree 29,5%', 'Rindfleisch 17,0 %', 'Hartweizengrieß', 'Vollmilch', 'Wasser', 'Rapsöl', 'Schlagobers', 'Hartkäse 3,8', '%', 'Stärke', 'Weizenmehl', 'Eier', 'Rinderbrühe [Rinderbouillon ', 'Wasser', 'Rindfleisch', 'Speisesalz', 'Gemüsekonzentrat ', 'Tomaten', 'Karotten', 'Zwiebeln', ']', 'Zucker', 'Speisesalz', 'frittierte Zwiebeln ', 'Zwiebeln', 'Sonnenblumenöl', 'Kräuter', 'Champignons', 'Karotten', 'Porree', 'Zwiebeln', 'Weizenstärke', 'Gewürze', 'Knoblauch']","['Non végétalien', 'Non végétarien']",?,167,"8,6",15,"6,3",['Billa'],699 kj(167 kcal),"2,6","2,4","1,1","0,44",,400 g,D,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",['Billa'],,+25%,+42%,+20%,-0%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,,,,"['Œufs', 'Gluten', 'Lait']",3,8.6 g,en quantité modérée,2.6 g,en quantité modérée,2.4 g,en faible quantité,1.1 g,en quantité modérée,+25%,+3%,-12%,+40%,+40%,5,+116%,C,+116%,,,,,
1845,Cottage Cheese mit Kräutern 10% Fett i. Tr. - ja! Natürlich. - 150g,9003740086564,"['Autriche', 'France']","['Cottage Cheese aus pașteurisierter MILCH*', 'Speisesalz', 'Schnittlauch', ' Zwiebel', 'Knoblauch', 'Petersilie']",[],?,84,"2,3","2,9",13,['ja! Natürlich.'],351 kj(84 kcal),"1,5","2,9","0,6","0,24",,150 g,,['Produits laitiers'],['Billa'],,-66%,-87%,-41%,+5%,,,,,,,,,,,,['Lait'],3,2.3 g,en faible quantité,1.5 g,en quantité modérée,2.9 g,en faible quantité,0.6 g,en quantité modérée,-65%,-87%,-29%,-22%,-22%,-1,-110%,A,-110%,,,,,
1846,Pain complet - 0.300kg,0211073007548,['France'],[],[],?,?,?,?,?,,,,,,,,0.300 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Salade de Risoni au jambon,3300842253754,['France'],[],[],?,297,"10,1","40,4","10,1",,1243 kj(297 kcal),"1,7","1,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,"Anis de Pontarlier ARMAND GUY, 45°",3394700013055,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,chicorée soluble nature - Leroux,18945306,['France'],[],[],?,316,"1,1",57,"3,6",['Leroux'],1322 kj(316 kcal),"0,5",26,"0,38","0,152",,,E,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons instantanées', 'Chicorée soluble']",,,+49%,-20%,+39%,-35%,78.8%,9.8%,6.8%,3.1%,1.4%,0.0%,25,,,,,,,1.1 g,en faible quantité,0.5 g,en faible quantité,26 g,en quantité élevée,0.38 g,en quantité modérée,+40%,-34%,+74%,-10%,-10%,,,,,,,,,
1850,Colorant alimentaire de surface,3700392440725,['France'],[],[],?,?,?,?,?,,,,,,,,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Saupiquet,3106005311015,['France'],[],[],?,?,?,?,?,['Saupiquet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Tahine - 350g,5206783001141,['France'],[],[],?,673,"62,2","3,9","24,5",,2816 kj(673 kcal),"9,6","0,6","0,3","0,12",['Sans conservateurs'],350 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Châtaignes rôties et pelées,6932125500933,['France'],[],[],?,199,"1,2",43,4,,833 kj(199 kcal),0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Filets de poulet blanc,3299750016585,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 53.130.001 CE', 'Laval (Mayenne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,
1855,Le petit blanc bio - Laitière de Bourgogne - 1kg,3700817700694,['France'],"['LAIT entier ', 'origine : France', ' poudre de LAIT écrémé', 'protéines de LAIT', 'ferments LACTIQUES', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,69,3,"4,4",5,"['Laitière de Bourgogne', 'Delin']",289 kj(69 kcal),"2,4",4,"0,8","0,32","['Bio', 'Bio européen', 'AB Agriculture Biologique']",1kg,B,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs au lait de vache']",['Biocoop'],,-32%,-41%,-18%,-26%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['Seau en plastique'],['Sainte-Marie-la-Blanche'],"['FR 21.558.001 CE', ""Sainte-Marie-la-Blanche (Côte-d'Or, France)""]",,['Lait'],4,3 g,en quantité modérée,2.4 g,en quantité modérée,4 g,en faible quantité,0.8 g,en quantité modérée,-30%,-27%,-19%,+406%,+406%,2,+112%,B,+112%,['Lait origine Bourgogne Franche Comté'],Fromage blanc bio de campagne,,,
1856,Nature Mix+ 1KG,3281010002056,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Grattin dauphinois,0214635053922,['France'],[],[],?,170,"13,3","9,6","2,3",,711 kj(170 kcal),"8,6",2,"0,4","0,16",,,B,"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Gratins dauphinois']",,,+43%,+130%,-14%,-33%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,,,,,,13.3 g,en quantité modérée,8.6 g,en quantité élevée,2 g,en faible quantité,0.4 g,en quantité modérée,+45%,+140%,+24%,-43%,-43%,11,+135%,D,+135%,,,,,
1858,Lentilles corail,3329484441053,['France'],[],[],?,342,"0,6","51,7","26,9",,1431 kj(342 kcal),0,"1,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Tortelloni Ricotta Spinat,20235901,['France'],[],[],?,289,"4,1","52,9",10,,1209 kj(289 kcal),"1,5","2,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Mini mentos fruit mix,8723400763086,['France'],[],[],?,389,"1,7",92,0,['Mentos'],1628 kj(389 kcal),"1,6",71,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Picos con aceite de oliva - Alba,8430777030160,['France'],[],[],?,393,"3,1",80,"9,9",['Alba'],1644 kj(393 kcal),"0,5","0,9","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,St Nicolas De Bourgueil Vendageaoir 7° -75cl,3245370000657,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Baguette du chef,3289668441104,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Fraise gariguette france,3760027201251,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Dairy milk oreo - 120g,7622210431646,"['France', 'États-Unis']","['MILK**', 'sugar', 'vegetable fats ', 'palm', 'shea', 'cocoa butter', 'WHEAT flour', 'whey powder ', 'from MILK', 'skimmed MILK powder', 'cocoa mass', 'MILK fat', 'fat-reduced cocoa powder', 'emulsifiers ', 'E442', 'SOYA lecithin', 'E476', 'sunflower lecithin', 'glucose-fructose syrup', 'WHEAT starch', 'salt', 'acidity regulators ', 'E501', 'E500', 'flavourings', 'raising agent ', 'E503', ' **The equivalent of 426ml of fresh liquid milk in every 227g of milk chocolate', ' MILK CHOCOLATE: MILK SOLIDS 20% MINIMUM', 'ACTUAL 23%', 'CONTAINS VEGETABLE FATS IN ADDITION TO COCOA BUTTER', ' MAY CONTAIN NUTS']","['Huile de palme', 'Non végétalien']",?,556,35,50,"5,9","['Oreo', 'Cadbury']",2326 kj(556 kcal),19,49,"0,42","0,168",,120 g,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,+32%,+138%,-25%,+40%,,,,,,,,,,,"[""E442 - Phosphatides d'ammonium"", 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E501 - Carbonates de potassium', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]","['Gluten', 'Lait', 'Soja']",4,35 g,en quantité élevée,19 g,en quantité élevée,49 g,en quantité élevée,0.42 g,en quantité modérée,+32%,+194%,-1%,+186%,+186%,26,+43%,E,+43%,,,,,
1866,Dairy milk daim - Cadbury,7622210431769,"['France', 'États-Unis']","['milk**', 'sugar', 'cocoa butter', 'vegetable fats ', 'palm', 'shea', 'coconut', 'cocoa mass', 'blanched almonds', 'sweetened condensed skimmed milk', 'emulsifiers ', 'e442', 'e476', 'soya lecithin', 'salt', 'dried whey ', 'from milk', 'dried skimmed milk', 'milk fat', 'whey permeate ', 'from milk', 'flavourings', 'not suitable for vegetarians milk chocolate: milk solids 20% minimum', 'actual 23%,cocoa solids 20% minimum,contains vegetable fats in addition to cocoa butter ', '**the equivalent of 426ml of fresh liquid milk in every 227g of milk chocolate', 'may contain other nuts', 'wheat,']","['Huile de palme', 'Non végétalien']",?,525,"30,5",57,"6,3",['Cadbury'],2197 kj(525 kcal),"17,5",57,"0,45","0,18",,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,+25%,+107%,-14%,+50%,,,,,,,,"['wrapper', 'mixed plastic-wrapper']",,,"[""E442 - Phosphatides d'ammonium"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E322i - Lécithine']","['Lait', 'Fruits à coque', 'Soja']",4,30.5 g,en quantité élevée,17.5 g,en quantité élevée,57 g,en quantité élevée,0.45 g,en quantité modérée,+25%,+171%,+15%,+206%,+206%,27,+48%,E,+48%,,,,,
