,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,labels,manufacturing,link,additives,nova_score,generic_name,markets,allergens,traceability_code,ingredients_origins,brand_owner,palm_ingredients
1452,Duchy Organic Lemon All Butter Shortbread - Waitrose Duchy Organic,5000169149799,['France'],"['Wdtrose Duchy Orgmic on All Butter Shoflbred 150g ingreaienE : Farine de troment enrictlie ', 'Brine de Dlè', ' Œrbomte de ', '31dum•', ' ter•', 'nbcine•', ' mbmine•', ' beurre ', '27""', ' ', 'beurre ', 'bio', "" sel'"", 'de sicilien ', '7%', ' ae dùon', 'sirop de de dùon huile de poudre lever nydrogònoarbomte de codium• sel rmrin•', 'ingredierœ approuve non biologique', "" t»nient du matent du bit Peut de nom Peut cmtenir de Valeurs nutijonnelle : Produit tel qu'il et vendu pour 100 g Énergie kJ : 2112"", 'energie kcal : m6', ' : 26', '6 g', ' dont acide gras : 16,1 g', ' : 62', '1 g', ' dom : 23', '6 g', ' fibre 1', '6 g', ' proteine : 6', '9 g', 'sel : 0', ""98 g Produit tel qu'il et vendu Énergie : 264"", ' energie kŒi ', ' 63', ' : 3', '2 g', ' dom acide gras : 1', '9 g', ' gludde : 7', '8 g', ' dont suae : 2', '9 g', 'fibre : 0', '2 g', ' proteine : O', 'T g', ' cel : 0', '12 g Distribue par USANOUKMARKET', 'COM']",['Non végétalien'],?,505,2113 kj(505 kcal),"25,5","15,1","62,1","23,5","5,9","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['card-box'],"['Waitrose Duchy Organic', 'Duchy Organic']",,,,,,,,['Lait'],,,,
1453,Duchy Organic Stem Ginger & Dark Chocolate - Waitrose,5000169149829,"['France', 'Espagne', 'Royaume-Uni']",[],[],?,554,2318 kj(554 kcal),"30,1","18,4","60,3","38,2",5,"0,4","0,16",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat au lait']",30.1 g,en quantité élevée,18.4 g,en quantité élevée,38.2 g,en quantité élevée,0.4 g,en quantité modérée,,+13%,+13%,+24%,+40%,-1%,+12%,-17%,-34%,-34%,25,+5%,E,+5%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1454,Oaten biscuits - Duchy Originals from Waitrose - 150g,5000169149843,"['France', 'Royaume-Uni']","['Oats* ', '67%', 'butter*', 'sugar*', 'wheat flour*', 'sea salt', 'raising agent: sodium bicarbonate']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,453,1895 kj(453 kcal),"17,6","8,5","60,5","10,5","9,7","1,25","0,5",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",17.6 g,en quantité modérée,8.5 g,en quantité élevée,10.5 g,en quantité modérée,1.25 g,en quantité modérée,,-4%,-5%,-15%,-16%,-5%,-64%,+49%,+112%,+112%,15,-24%,D,-24%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,150 g,['carton - card'],"['Duchy Originals from Waitrose', 'Waitrose', 'Duchy Organic']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'GB-ORG-05', 'en:Soil Association Organic']",,,['E500ii - Carbonate acide de sodium'],3,,['Waitrose'],"['Gluten', 'Lait', 'Avoine']",,,,
1455,Roasted Ham - Waitrose Duchy,5000169150405,['France'],[],[],?,143,598 kj(143 kcal),?,"1,9",?,"1,5","21,7","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Waitrose Duchy', 'Duchy Organic']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
1456,Wholemeal muffins - Waitrose,5000169152546,"['France', 'Royaume-Uni']",[],[],?,199,833 kj(199 kcal),"3,9","1,7","31,2","3,8","8,1","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1457,Waitrose Mini Rocky Road Bites,5000169157688,"['France', 'Royaume-Uni']",[],[],?,506,2117 kj(506 kcal),"27,1","17,2",59,"40,5","5,2","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['card-sleeve', 'pet-lid', 'pet-tub']",['Waitrose'],,,,,,,['Waitrose'],,,,,
1458,Waitrose Lovelife Sweet Potato Oven Chips,5000169170892,"['France', 'Royaume-Uni']",[],[],?,155,649 kj(155 kcal),6,"0,7","19,9","9,6","2,4","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1459,Essential Waitrose Original Instant Oats,5000169183960,"['France', 'Royaume-Uni']",[],[],?,365,1527 kj(365 kcal),"1,6","0,9","61,6","1,1","11,9","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1460,Smoked ham & mustard - Waitrose,5000169185599,"['France', 'Royaume-Uni']",[],[],?,193,808 kj(193 kcal),5,1,23,2,"12,9","1,24","0,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1461,Lemon & pepper chicken breasts - Waitrose,5000169193648,"['France', 'Royaume-Uni']",[],[],?,162,678 kj(162 kcal),"5,3","0,7","0,3",0,"28,1","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1462,Tasty smoked salmon pâté - Waitrose,5000169209554,"['France', 'Royaume-Uni']",[],[],?,168,703 kj(168 kcal),"10,5","4,2","0,7","0,7","17,5","1,35","0,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1463,Crunchy Vegetables Stir Fry - Essential Waitrose,5000169212202,['France'],[],[],?,36,151 kj(36 kcal),?,"0,1",?,"3,4","2,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Essential Waitrose'],,,,,,,,,,,,
1464,Waitrose 1 Earl Grey and Lemon Shortbread,5000169227800,"['France', 'Royaume-Uni']",[],[],?,526,2201 kj(526 kcal),"28,7","18,6","59,9","20,9",6,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1465,Waitrose 1 Rose Petal & Chinese Tea Shortbread,5000169227824,"['France', 'Royaume-Uni']",[],[],?,533,2230 kj(533 kcal),"29,5","19,4","59,8",21,"5,9","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1466,Waitrose 4 All Butter Sultana Scones,5000169229026,"['France', 'Royaume-Uni']",[],[],?,298,1247 kj(298 kcal),"7,6","4,6","49,2","20,4","6,8","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1467,"Pistachio, Hazelnut & Almond Milk Chocolate - Waitrose",5000169236321,"['France', 'Royaume-Uni']",[],[],?,628,2628 kj(628 kcal),"50,3","25,4","33,2","28,9","8,9","0,28","0,112",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",50.3 g,en quantité élevée,25.4 g,en quantité élevée,28.9 g,en quantité élevée,0.28 g,en faible quantité,,+14%,+14%,+46%,+30%,-36%,-41%,+24%,+20%,+20%,24,-6%,E,-6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1468,Basmati Aromatic Rice - Waitrose,5000169236970,"['France', 'Royaume-Uni']",[],[],?,117,490 kj(117 kcal),"0,3","0,1","25,3",0,"2,7",0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz blanc', 'Riz Basmati', 'Riz Basmati blancs']",0.3 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-63%,-64%,-69%,-50%,-63%,-100%,-65%,-100%,-100%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1469,Waitrose Red Onion Chutney,5000169250112,"['France', 'Royaume-Uni']","['Sugar', 'red onion ', '41%', 'BALSAMIC VINEGAR ', '6%', ' ', 'white wine vinegar', 'grape must', 'colour caramel', 'white wine vinegar', 'water', 'acidity regulator citric acid', 'gelling agent pectin', 'salt', 'black pepper']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,242,1013 kj(242 kcal),"0,3","0,1","59,1","59,1","0,7","0,39","0,156",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",0.3 g,en faible quantité,0.1 g,en faible quantité,59.1 g,en quantité élevée,0.39 g,en quantité modérée,,+44%,+44%,-82%,-62%,+69%,+82%,-30%,-38%,-38%,9,+37%,C,+37%,,,,,,,,,,['Waitrose'],,,,"['E150 - Caramel', 'E330 - Acide citrique', 'E440 - Pectines']",4,,['Waitrose'],,,,,
1470,British roast chicken breast - Waitrose succulent,5000169258200,['France'],"['INCREDIENTS: British chjcken breast ', '98%', 'sait', 'wheat dextrose', 'stabilisers di-', 'tri- and potyphosphates', 'antioxidant sodium ascorbate']",[],?,108,452 kj(108 kcal),"2,2","0,7","0,01","0,01",22,"1,18","0,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose succulent'],,,,,,,,,,,,
1471,Whole milk - Waitrose,5000169266618,"['France', 'Royaume-Uni']",[],[],?,69,289 kj(69 kcal),4,"2,4","4,8","4,7","3,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1472,Waitrose Liquorice Allsorts,5000169295366,"['France', 'Royaume-Uni']",[],[],?,370,1548 kj(370 kcal),"4,6","3,4","78,6","68,2","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['mixed plastic-packet'],['Waitrose'],,,,,,,['Waitrose'],,,,,
1473,Cher Madeira cake - Waitrose,5000169302224,"['France', 'Royaume-Uni']",[],[],?,362,1515 kj(362 kcal),"11,7","5,4","60,7","42,3","2,8","0,23","0,092",,['en:Madeira Cake'],11.7 g,en quantité modérée,5.4 g,en quantité élevée,42.3 g,en quantité élevée,0.23 g,en faible quantité,,,,,,,,,,,19,,E,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1474,Waitrose Mini Honeycomb Cluster Bites - 198g,5000169302323,"['France', 'Royaume-Uni']","['Chocolat au lait ', '48%', ' ', 'sucre', 'beurre de cacao', 'masse de cacao', 'lait écrémé en poudre', 'matière grasse lactique ', 'lait', 'soja émulsifier ', 'lécithine', 'structure en nid d’abeilles ', '18%', ' ', 'sucre', 'sirop de glucose', 'huile de palme', 'huile de karité', 'eau', 'agent levant de bicarbonate de sodium', 'sunflower lécithine émulsifier', 'raisins ', '15%', 'morceaux de biscuits ', '8%', ' ', 'farine de blé', 'sucre', 'huile de palme', 'huile de colza', 'lait écrémé', 'orge extrait de mate', 'orge extrait de mate en poudre', 'blé au sirop de glucose', ""agent levant de bicarbonate de sodium et d'acide tartrique"", 'sel', 'mélasse', 'arôme', 'riz croustillant ', '8%', ' ', 'riz', 'sucre', 'sel', 'orge extrait de malte', ""mono et diglycérides d'acides gras"", 'niacine', 'fer', 'acide pantothénique', 'vitamine B6', 'riboflavine', 'vitamine B1', 'acide folique', 'vitamine B12', 'vitamine D', 'avoine ', '5%']","['Huile de palme', 'Non végétalien']",?,456,1908 kj(456 kcal),"18,5","10,9","66,2",56,"4,8","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198g,,['Waitrose'],"['Kascher', 'en:Orthodox Union Kosher']",,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E334 - Acide L-tartrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,,['Waitrose'],"['Gluten', 'Lait', 'Avoine']",,,,['Huile de palme']
1475,Halloumi - Waitrose,5000169302460,"['France', 'Royaume-Uni']",[],[],?,339,1418 kj(339 kcal),"26,7","16,1","2,7","2,7","21,9","2,6","1,04",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Halloumi']",26.7 g,en quantité élevée,16.1 g,en quantité élevée,2.7 g,en faible quantité,2.6 g,en quantité élevée,,+8%,+8%,+11%,+7%,+27%,+66%,+1%,-0%,-0%,19,+9%,E,+9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1476,12 rich & golden mini french butter pastries - Waitrose,5000169304150,"['France', 'Royaume-Uni']",[],[],?,325,1360 kj(325 kcal),"12,4","8,3","46,1","21,4","6,4","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1477,Waitrose 1 Moroccan Mint Tea Bags X15,5000169309742,"['France', 'Royaume-Uni']",[],[],?,5,21 kj(5 kcal),1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1478,Mini Shortbread - Waitrose,5000169324066,"['France', 'Royaume-Uni']",[],[],?,622,2602 kj(622 kcal),"28,1","16,6","60,4","17,9","6,4","0,6","0,24",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Shortbread']",28.1 g,en quantité élevée,16.6 g,en quantité élevée,17.9 g,en quantité élevée,0.6 g,en quantité modérée,,+20%,+20%,+0%,-1%,0%,-6%,+16%,-9%,-9%,20,-6%,E,-6%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1479,Cheddar - Waitrose,5000169342718,"['France', 'Royaume-Uni']",[],[],?,416,1741 kj(416 kcal),"34,9","21,7","0,1","0,1","25,4","1,8","0,72",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages du Royaume-Uni', ""Fromages d'Angleterre"", 'Cheddars', 'Cheddar mûr']",34.9 g,en quantité élevée,21.7 g,en quantité élevée,0.1 g,en faible quantité,1.8 g,en quantité élevée,,+1%,+1%,+3%,+3%,-85%,-55%,+4%,+7%,+7%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1480,Pressed Apple Juice with Elderflower 1 Litre - waitrose - 1l,5000169356067,"['France', 'Royaume-Uni']",[],"['Végétalien', 'Végétarien']",?,44,184 kj(44 kcal),0,0,"10,6","9,2","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 l,,['Waitrose'],"['Végétarien', 'Végétalien']",,,,,,['Waitrose'],,,,,
1481,Davidstow CORNISH Cheddar - Waitrose,5000169356708,"['France', 'Royaume-Uni']",[],[],?,416,1741 kj(416 kcal),"34,9","21,7","0,1","0,1","25,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1482,Davidstow cornish cheddar - Waitrose,5000169356784,"['France', 'Royaume-Uni']",[],[],?,416,1741 kj(416 kcal),"34,9","21,7","0,1","0,1","25,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1483,Waitrose Cornish Quartz Cheddar Extra Mature,5000169356937,"['France', 'Royaume-Uni']",[],[],?,416,1741 kj(416 kcal),"34,9","21,7","0,1","0,1","25,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1484,4 Chocolate brownies - Waitrose,5000169357613,"['France', 'Royaume-Uni']","['chocolate drops ', '30%', ' ', 'cocoa mass', 'sugar', 'cocoa butter', 'emulsifier sunflower lecithin', 'sugar', 'pasteurised egg', 'rapeseed oil', 'ground almonds ', '6%', 'rice flour ', '5%', 'tapioca starch', 'glucose', 'acidity regulator ascorbic acid', 'preservative potassium sorbate', 'raising agents monocalcium phosphate and sodium hydrogen carbonate', 'water', 'acetic acid']",['Non végétalien'],?,474,1983 kj(474 kcal),"27,6","7,3","48,1","37,8","6,9","0,14","0,056",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",27.6 g,en quantité élevée,7.3 g,en quantité élevée,37.8 g,en quantité élevée,0.14 g,en faible quantité,,+4%,+4%,+8%,-11%,+0%,+11%,+17%,-63%,-63%,20,+4%,E,+4%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,['Waitrose'],['en:gluten-free'],,,"['E322i - Lécithine', 'E300 - Acide ascorbique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E341i - Phosphate monocalcique', 'E500ii - Carbonate acide de sodium', 'E260 - Acide acétique']",4,,['Waitrose'],,,,,
1485,Sausage roll - Waitrose,5000169364048,"['France', 'Royaume-Uni']",[],[],?,323,1351 kj(323 kcal),"20,1","9,8","23,5","1,9","11,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1486,Mixed seeds - Waitrose,5000169374856,"['France', 'Royaume-Uni']",[],[],?,592,2477 kj(592 kcal),"49,7","5,7","9,1","1,9","21,9","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1487,Dried apple slices - Waitrose,5000169375020,"['France', 'Royaume-Uni']",[],[],?,76,318 kj(76 kcal),"0,3","0,1","57,2","57,2","0,9","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1488,Red Leicester - Essential Waitrose,5000169375402,['France'],"['Red Leicester cheese ', 'milk', ""colour annattq'""]",[],?,411,1720 kj(411 kcal),"34,5","21,5","0,1","0,1","24,9","1,8","0,72",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages du Royaume-Uni', ""Fromages d'Angleterre"", 'en:Red Leicester']",34.5 g,en quantité élevée,21.5 g,en quantité élevée,0.1 g,en faible quantité,1.8 g,en quantité élevée,,+3%,+3%,+4%,+2%,-93%,-80%,+6%,+2%,+2%,17,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['Essential Waitrose'],,,,,,,,['Lait'],,,,
1489,Lemon shortbread rounds - Waitrose,5000169382028,"['France', 'Royaume-Uni']",[],[],?,517,2163 kj(517 kcal),"28,1","17,4","59,5","17,4","5,4","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1490,Caraway & fice seed wholemeal biscuit - Waitrose,5000169389287,"['France', 'Royaume-Uni']",[],[],?,497,2079 kj(497 kcal),"25,7","11,7","51,6","10,1","11,7","1,17","0,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1491,Dominican republic dark chocolate - Waitrose - 100g,5000169403532,"['France', 'Royaume-Uni']",[],[],?,627,2623 kj(627 kcal),55,34,15,9,11,"0,02","0,008",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",55 g,en quantité élevée,34 g,en quantité élevée,9 g,en quantité modérée,0.02 g,en faible quantité,,+13%,+13%,+40%,+47%,-61%,-72%,+44%,-57%,-57%,18,-15%,D,-15%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,100 g,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1492,Cauliflower & kale - Waitrose,5000169412091,"['France', 'Royaume-Uni']",[],[],?,143,598 kj(143 kcal),"4,5","0,4","19,8","1,4","4,6","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1493,Muffin - Waitrose,5000169419205,"['France', 'Royaume-Uni']",[],[],?,363,1519 kj(363 kcal),"17,5",3,"45,9","20,8","4,8","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1494,Chopped Mushroom - Essential Waitrose,5000169422878,['France'],[],[],?,17,71 kj(17 kcal),?,0,?,"0,1","1,4","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Essential Waitrose'],,,,,,,,,,,,
1495,Halloumi & Roasted pepper - Waitrose,5000169443828,"['France', 'Royaume-Uni']",[],[],?,184,770 kj(184 kcal),"15,2","5,7","7,2","3,9",8,"1,25","0,5",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Halloumi']",15.2 g,en quantité modérée,5.7 g,en quantité élevée,3.9 g,en faible quantité,1.25 g,en quantité modérée,,-41%,-41%,-37%,-62%,+238%,+139%,-63%,-52%,-52%,8,-54%,C,-54%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1496,Duchy organic - Waitrose,5000169443989,"['France', 'Royaume-Uni']",[],[],?,84,351 kj(84 kcal),"1,6",1,"6,4","3,5","10,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Waitrose', 'Duchy Organic']",,,,,,,['Waitrose'],,,,,
1497,"Broccoli, spinach & ricotta quiche - Waitrose",5000169448588,"['France', 'Royaume-Uni']",[],[],?,223,933 kj(223 kcal),"14,6","7,5","13,8","2,3","8,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1498,Vegetarian chili - Waitrose,5000169476215,"['France', 'Royaume-Uni']",[],"['Végétalien', 'Végétarien']",?,464,1941 kj(464 kcal),"2,1","0,2","14,9","3,5","5,4","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],"['Végétarien', 'Végétalien']",,,,,,['Waitrose'],,,,,
1499,Oat & ancient grain cob - Waitrose,5000169497258,"['France', 'Royaume-Uni']",[],[],?,249,1042 kj(249 kcal),"2,5","0,63","44,7","4,9","9,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1500,Oat & ancient grain cob - Waitrose,5000169497258,"['France', 'Royaume-Uni']",[],[],?,249,1042 kj(249 kcal),"2,5","0,63","44,7","4,9","9,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1501,Soft and floury white rolls - Waitrose,5000169705452,"['France', 'Royaume-Uni']",[],[],?,245,1025 kj(245 kcal),"0,9","0,1","49,3","3,8","8,8","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1502,Waitrose Duchy Organic Maple Syrup - Medium No. 1,5000169866696,"['France', 'Royaume-Uni']",[],[],?,253,1059 kj(253 kcal),"0,1","0,1",63,"61,5",0,"0,02","0,008",,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",0.1 g,en faible quantité,0.1 g,en faible quantité,61.5 g,en quantité élevée,0.02 g,en faible quantité,,-7%,-7%,+67%,+217%,-8%,+1%,-100%,-87%,-87%,13,-2%,D,-2%,,,,,,,,,,"['Waitrose', 'Duchy Organic']",,,,,,,['Waitrose'],,,,,
1503,Tomato and basil sauce - Waitrose,5000169959763,"['France', 'Royaume-Uni']",[],[],?,79,331 kj(79 kcal),"4,9","0,7","7,1","5,4","1,2","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Waitrose'],,,,,,,['Waitrose'],,,,,
1504,Tuna with a twist - John West,5000171034014,['France'],"['3', '2g 2', '3g 17', '8g 15', '1g 0', '9g skipjack tuna ', '62%', ' ', 'caught in the western pacific ocean', 'water', 'sunflower oil', 'spirit vinegar', 'sugar', 'modified tapioca starch', 'black pepper', 'salt', 'garlic', 'mustard powder', 'lime juice powder', 'thickener: xanthan gum', 'natural lime flavouring', ' best before end: jan 2019 moaoc1 fa071 thailand no', '2077 thailand no', ' 2077 000171 034014"" e 85g produced in thailand for john west foods ltd', 'liverpool', 'l3 1bp', 'uk', ' nom oana']","['Non végétalien', 'Non végétarien']",?,157,657 kj(157 kcal),"8,2","1,4",0,0,"17,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['John West'],,,,['E415 - Gomme xanthane'],4,,,,,,,
1505,John West Mackerel Olive Oil 125G,5000171051233,['France'],[],[],?,260,1088 kj(260 kcal),20,"3,4",0,0,20,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['John West'],,,,,,,,,,,,
1506,No Drain Tuna Steak In Spring Water - John West,5000171053428,['France'],"['Tuna Steak ', '89%', 'Spring Water', ""Sal ALTHOUGH CARE TAKEN WHEN PREPARING OUR FIS SOMEB NES MAY REMAtN uct and DRAIN LESS MESS With a littl«' SPRING""]",[],?,113,473 kj(113 kcal),"0,8","0,3",0,0,"26,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['card-sleeve', 'aluminium-tin']",['John West'],,,,,,,,,,,,
1507,John West Tuna Chunks Sunflower Oil4x160g,5000171054241,['France'],[],[],?,180,753 kj(180 kcal),8,1,0,0,27,,,E,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol""]",8 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,,,,-17%,-17%,-42%,-44%,-100%,-100%,+19%,,,,,,,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,['John West'],,,,,,,,,,,,
