,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,markets,additives,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,generic_name,brand_owner
54,Raisins secs - Franprix - 125g,3263851486615,,125 g,,['Franprix'],,"['Bio', 'Bio européen', 'Agriculture non UE', 'FR-BIO-01']",,,,['France'],[],,[],,?,,323,,"0,6",,75,,3,,,,,,,,,,['Franprix'],,1351 kj(323 kcal),"0,2",59,"0,05","0,02",,,,,,,,,,,,,,,,,,,,
55,Nature's Plus Dyno Mins Magnésium 30 Comprimés,0807205110622,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Duo de carotte et celerie finement rapes,2253032016336,,,,,,,,,,['France'],[],,[],,?,,132,,12,,4,,1,,,,,,,,,,,,552 kj(132 kcal),"0,9","2,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,
57,3023610142615,3023610142615,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Salade composée Monoprix,3350033573284,,,,['Monoprix'],,,,,,['France'],[],,[],,?,,122,,"9,5",,"3,7",,"4,6",,,,,,,,,,['Monoprix'],,510 kj(122 kcal),"1,5","0,8","0,56","0,224",,,,,,,,,,,,,,,,,,,,
59,Aneth Feuille,3547400001932,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,hshdhdndnndnfmfmf - jdjdjdndjndndjjd - xjdjdbdndnndndjf,2609916023424,,xjdjdbdndnndndjf,['Jdjdhdjjdjdjdjdjd'],['Jdjdjdndjndndjjd'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Pesto rouge - Casina Rossa - 100g,8033100272444,C,100 g,,['Casina Rossa'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Sauces Pesto Rosso']",,,,,['France'],[],,[],,?,,324,-10%,"29,4",-12%,"11,2",+33%,"2,8",-31%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,1356 kj(324 kcal),"4,6","3,8",1,"0,4",29.4 g,en quantité élevée,4.6 g,en quantité modérée,3.8 g,en faible quantité,1 g,en quantité modérée,-10%,-6%,-32%,-51%,-51%,10,-37%,C,-37%,,,
62,Jambon Sec d'auvergne - La sélection de notre charcutier - 5tranches,3517731510618,,5 tranches,['Blister'],['La sélection de notre charcutier'],"['Viandes', 'Charcuteries', 'Jambons', 'en:raw-cured-ham']",['IGP'],['Auvergne'],,,['France'],"['Jambon de porc ', 'origine France', 'sel', 'contservateur: nitrate de potassium', 'ail']",,"['Non végétalien', 'Non végétarien']",3,?,,231,-4%,10,-26%,"0,8",+23%,29,+1%,,,,,,,,"['65100D', 'FR 65.100.003 CE', ""Bordères-sur-l'Échez (Hautes-Pyrénées, France)""]",['Auchan'],,967 kj(231 kcal),"5,2","0,42","6,5","2,6",10 g,en quantité modérée,5.2 g,en quantité élevée,0.42 g,en faible quantité,6.5 g,en quantité élevée,-3%,+0%,-3%,+32%,+32%,17,0%,D,0%,,,
63,Terrine chevreuil aux chataignes - Le Comptoir de Mathilde,3700961301921,,,,['Le Comptoir de Mathilde'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de chevreuil']",,,,,['France'],[],,[],,?,,278,-10%,23,-12%,"3,9",+164%,12,-18%,,,,,,,,,,,1163 kj(278 kcal),"8,3","0,5","1,3","0,52",23 g,en quantité élevée,8.3 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,-11%,-14%,+22%,-16%,-16%,16,-13%,D,-13%,,,
64,Poelee De Champignons,3420790000016,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Les saucisses aux lentilles,3261056901728,C,,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de lentilles', 'Saucisses aux lentilles']",,,,,['France'],[],,[],,?,,104,-25%,5,-24%,8,-0%,"6,7",-17%,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,,,,435 kj(104 kcal),"2,1","0,6",1,"0,4",5 g,en quantité modérée,2.1 g,en quantité modérée,0.6 g,en faible quantité,1 g,en quantité modérée,-24%,-15%,-26%,+6%,+6%,3,+69%,C,+69%,,,
66,3760031472920,3760031472920,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0215000019949,0215000019949,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Salicornes des marais salants au naturel - Bretagne spécialités - 130g égoutté),3574315280459,A,130g égoutté),['Bocal en verre'],['Bretagne spécialités'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Salicorne']","['Point Vert', 'Fabriqué en France']",,['France'],,['France'],[],,[],,?,,?,,?,,?,,?,,59.6%,0.0%,0.0%,12.8%,23.1%,4.5%,93,"['EMB 86137', 'Loudun (Vienne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,
69,COMTE AOP 12 MOIS MINI BADOZ - Le Fromager de Chasse (Grand Frais) - 0.326kg,2480253041650,D,0.326 kg,,['Le Fromager de Chasse (Grand Frais)'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,['France'],[],,[],,?,,417,+5%,34,+4%,"0,5",+8%,28,+11%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,1745 kj(417 kcal),20,"0,5","0,8","0,32",34 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,+6%,-8%,+80%,-18%,-18%,13,-3%,D,-3%,,,
70,Châtaigne Bio - Jean-Paul Vincensini et fils - 100g,57376578,,100 g,,['Jean-Paul Vincensini et fils'],,['Bio'],['Bio'],['Corse'],,['France'],"[""Issu de l'agriculture biologique Châtaigne de Corse"", 'sucre de canne roux Préparée avec 60g de fruit pour 100g Teneur totale en sucre 55g pour 100g']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,,214,,1,,"54,1",,"1,5",,,,,,,,,,,,895 kj(214 kcal),"0,2","43,5",0,0,,,,,,,,,,,,,,,,,,,,
71,Tartinable aubergines grillées,3299430032089,,,,,,['Bio'],,,,['France'],[],,[],,?,,75,,"5,4",,"3,9",,"1,1",,,,,,,,,,,,314 kj(75 kcal),"0,8",3,"0,69","0,276",,,,,,,,,,,,,,,,,,,,
72,Poulet fermier,0217230057593,,,,,,['Label Rouge'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,"['FR 72.168.001 CE', 'Loué (Sarthe, France)', 'FR 22.168.001 CE', ""Perros-Guirec (Côtes-d'Armor, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Queues de crevettes décortiquées aux herbes - Mericq - 150G,3700968404144,D,150G,,['Mericq'],"['Produits de la mer', 'Crustacés', 'Crevettes', 'Queues de crevettes', 'Crevettes décortiquées']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Pain,0260662011152,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,['France'],[],,[],,?,,262,-20%,"1,2",-80%,"52,8",-4%,"8,5",-11%,,,,,,,,,,,1096 kj(262 kcal),"0,2","2,8","1,4","0,56",1.2 g,en faible quantité,0.2 g,en faible quantité,2.8 g,en faible quantité,1.4 g,en quantité modérée,-21%,-83%,-29%,+9%,+9%,4,-22%,C,-22%,,,
75,Sablé Noisette - Kambly,7614800002671,,,,['Kambly'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Filet de poulet - Delhaize,2252642002593,D,,,['Delhaize'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,"['Belgique', 'France']",[],,[],,?,,124,-5%,"4,9",+70%,"1,3",+171%,18,-21%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Delhaize'],,519 kj(124 kcal),"1,8","1,3","1,7","0,68",4.9 g,en quantité modérée,1.8 g,en quantité modérée,1.3 g,en faible quantité,1.7 g,en quantité élevée,-4%,+141%,+435%,+127%,+127%,4,,C,,,,
77,Fromage frais,3271962001405,,,,,,,,,,['France'],[],,[],,?,,89,,"6,3",,"4,8",,"3,4",,,,,,,,,,,,372 kj(89 kcal),"3,6","4,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,
78,Palets,6194008553126,,,,,,,,,,['France'],"['Wheat flour', 'sugar', 'BISCOTTOS CA Datar', 'eggs', 'glucose syrup', 'approved food additives ', 'raising agents ovos', 'xarop arrecadar ', ' ', 'sodium bicarbonate', 'ammonium bicarbonate', 'tartar cream', 'salt', 'et au sec', ' identic natural flavour ', 'butter', ' Store in a cool and dry place', ' sal', 'aroma']","['Œufs', 'Gluten', 'Lait']",[],,?,,?,,?,,?,,?,,,,,,,,,,,"['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",,,,,,,,,,,,,,,,,,,,,,,,,
79,Framboisier,3276550822813,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Tourtière aux pommes - 650g,3760044383275,,650g,,,,,,,,['France'],[],,[],,?,,305,,"18,9",,"30,5",,"3,3",,,,,,,,,,,,1276 kj(305 kcal),"9,15","12,9","0,08","0,032",,,,,,,,,,,,,,,,,,,,
81,Energy Stress 60 Comprimés,3401548184530,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Carambar sensas',3664346304139,,,,['Carambar'],,,,,,['France'],[],,[],,?,,394,,"5,3",,84,,"0,5",,,,,,,,,,,,1648 kj(394 kcal),"2,7",60,"0,15","0,06",,,,,,,,,,,,,,,,,,,,
83,Vertueuse,3760273190057,,,,,,['Bio'],,,,['France'],[],,[],,?,,33,,"0,17",,"8,5",,"0,72",,,,,,,,,,,,138 kj(33 kcal),"0,04","5,51","0,009","0,004",,,,,,,,,,,,,,,,,,,,
84,"Hydrate - Herbalife - 20x 5,3g",1433,,"20 x 5,3g","['Bustina', 'Scatola']",['Herbalife'],"['Compléments alimentaires', 'it:Bevande Isotoniche']","['Sans arômes artificiels', 'Sans colorants']",,"['FRANCE', 'Italia', 'Argentina - Español', 'Aruba - Español', 'Bolivia - Español', 'Brazil - Português', 'Canada - English', 'Canada - Français', 'Chile - Español', 'Colombia - Español', 'Costa Rica - Español', 'Ecuador - Español', 'El Salvador - Español', 'Guatemala - Español', 'Honduras - Español', 'Jamaica - English', 'Mexico - Español', 'Nicaragua - Español', 'Panamá - Español', 'Paraguay - Español', 'Perú - Español', 'Puerto Rico - Español', 'República Dominicana - Español', 'Trinidad & Tobago - English', 'United States - English', 'United States - Español', 'Uruguay - Español', 'Venezuela - Español', 'Europe', 'Armenia - Pyсский', 'Austria - Deutsch', 'Azerbaijan - Русский', 'Belarus - Pyсский', 'Belgium - Français', 'Belgium - Nederlands', 'Bosnia i Hercegovina - Bosnian', 'Bulgaria - български', 'Croatia - Hrvatski', 'Cyprus - Ελληνικά', 'Czech Republic - Čeština', 'Denmark - Dansk', 'Estonia - Eesti', 'Finland - Suomi', 'France - Français', 'Georgia - ქართული', 'Germany - Deutsch', 'Greece - Ελληνικά', 'Hungary - Magyar', 'Iceland - Íslenska', 'Ireland - English', 'Italy - Italiano', 'Kazakhstan - Pyсский', 'Kyrgyzstan - Русский', 'Latvia - Latviešu', 'Lithuania - lietuvių', 'Moldova - Român', 'Mongolia - Монгол хэл', 'Netherlands - Nederlands', 'North Macedonia - македонски јазик', 'Norway - Norsk', 'Poland - Polski', 'Portugal - Português', 'Romania - Română', 'Russia - Русский', 'Serbia - Srpski', 'Slovak Republic - Slovenčina', 'Slovenia - Slovene', 'Spain - Español', 'Sweden - Svenska', 'Switzerland - Deutsch', 'Switzerland - Français', 'Ukraine - Yкраї́нська', 'United Kingdom - English', 'Middle East & Africa', 'Botswana - English', 'Ghana - English', 'Israel - עברית', 'Lebanon - English', 'Lesotho - English', 'Namibia - English', 'South Africa -English', 'Swaziland - English', 'Turkey - Türkçe', 'Zambia - English', 'Asia Pacific', 'Australia - English', 'Cambodia - English', 'Cambodia - ភាសាខ្មែរ', 'China - 中文', 'Hong Kong - 粵語', 'India - English', 'Indonesia - Bahasa Indonesia', 'Japan - 日本語', 'Korea - 한국어', 'Macau - 中文', 'Malaysia - Bahasa Melayu', 'Malaysia - English', 'Malaysia - 中文', 'New Zealand - English', 'Philippines - English', 'Singapore - English', 'Taiwan - 中文', 'Thailand - ไทย', 'Vietnam - Tiếng Việt']",https://supplements-online.ecwid.com/United-States-English-Instructions-for-discounts-on-herbalife-products-p210923881,"['France', 'en:Argentina - Español', 'en:Armenia - Pyсский', 'en:Aruba - Español', 'en:Asia Pacific', 'en:Australia - English', 'en:Austria - Deutsch', 'en:Azerbaijan - Русский', 'en:Belarus - Pyсский', 'en:Belgium - Français', 'en:Belgium - Nederlands', 'en:Bolivia - Español', 'en:Bosnia i Hercegovina - Bosnian', 'en:Botswana - English', 'en:Brazil - Português', 'en:Bulgaria - български', 'en:Cambodia - English', 'en:Cambodia - ភាសាខ្មែរ', 'en:Canada - English', 'en:Canada - Français', 'en:Chile - Español', 'en:China - 中文', 'en:Colombia - Español', 'en:Costa Rica - Español', 'en:Croatia - Hrvatski', 'en:Cyprus - Ελληνικά', 'en:Czech Republic - Čeština', 'en:Denmark - Dansk', 'en:Ecuador - Español', 'en:El Salvador - Español', 'en:Estonia - Eesti', 'en:Europe', 'en:Finland - Suomi', 'en:France - Français', 'en:Georgia - ქართული', 'en:Germany - Deutsch', 'en:Ghana - English', 'en:Greece - Ελληνικά', 'en:Guatemala - Español', 'en:Honduras - Español', 'en:Hong Kong - 粵語', 'en:Hungary - Magyar', 'en:Iceland - Íslenska', 'en:India - English', 'en:Indonesia - Bahasa Indonesia', 'en:Ireland - English', 'en:Israel - עברית', 'en:Italy - Italiano', 'en:Jamaica - English', 'en:Japan - 日本語', 'en:Kazakhstan - Pyсский', 'en:Korea - 한국어', 'en:Kyrgyzstan - Русский', 'en:Latvia - Latviešu', 'en:Lebanon - English', 'en:Lesotho - English', 'en:Lithuania - lietuvių', 'en:Macau - 中文', 'en:Malaysia - Bahasa Melayu', 'en:Malaysia - English', 'en:Malaysia - 中文', 'en:Mexico - Español', 'en:Middle East & Africa', 'en:Moldova - Român', 'en:Mongolia - Монгол хэл', 'en:Namibia - English', 'en:Netherlands - Nederlands', 'en:New Zealand - English', 'en:Nicaragua - Español', 'en:North Macedonia - македонски јазик', 'en:Norway - Norsk', 'en:Panamá - Español', 'en:Paraguay - Español', 'en:Perú - Español', 'en:Philippines - English', 'en:Poland - Polski', 'en:Portugal - Português', 'en:Puerto Rico - Español', 'en:República Dominicana - Español', 'en:Romania - Română', 'en:Russia - Русский', 'en:Serbia - Srpski', 'en:Singapore - English', 'en:Slovak Republic - Slovenčina', 'en:Slovenia - Slovene', 'en:South Africa -English', 'en:Spain - Español', 'en:Swaziland - English', 'en:Sweden - Svenska', 'en:Switzerland - Deutsch', 'en:Switzerland - Français', 'en:Taiwan - 中文', 'en:Thailand - ไทย', 'en:Trinidad & Tobago - English', 'en:Turkey - Türkçe', 'en:Ukraine - Yкраї́нська', 'en:United Kingdom - English', 'en:United States - English', 'en:United States - Español', 'en:Uruguay - Español', 'en:Venezuela - Español', 'en:Vietnam - Tiếng Việt', 'en:Zambia - English']","['Apporta Vitamine del gruppo B ', 'BI e B2 Acido pantotenico e B12', ' e Vitamina C oltre al Calcio e Magnesio che contribuiscono al normale metabolismo energetico', ' La Vit', ' C contribuisce alla protezione delle cellule dallo stress ossidativo ed alla riduzione di stanchezza ed affaticamento', ' Il Magnesio contribuisce alla riduzione di stanchezza e affaticamento']",,[],,?,,?,,?,,?,,?,,,,,,,,,['CE'],['https://stefania.goherbalife.com/Catalog/Home/Index/es-US/'],,,,,,,,,,,,,,,,,,,,,,,,,Hydrate,
85,8437001275816,8437001275816,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Coquillettes Legumes,3660861010241,,,,,,,,,,['France'],[],,[],,?,,329,,"1,8",,64,,"13,9",,,,,,,,,,,,1377 kj(329 kcal),"0,4",11,"0,014","0,006",,,,,,,,,,,,,,,,,,,,
87,Irresistible,3760273190026,,,,,,['Bio'],,,,['France'],[],,[],,?,,45,,"0,21",,"11,29",,"0,79",,,,,,,,,,,,188 kj(45 kcal),"0,03","7,23",0,0,,,,,,,,,,,,,,,,,,,,
88,Apfel,4053524179536,,,['stück'],,,,,,,"['France', 'Allemagne']",[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Limetten -,4007310513417,,,['stück'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Citrons verts']",,,,,"['France', 'Allemagne']",[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Mango Saft,4260066321105,,,,,,,,,,"['France', 'Allemagne']",[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Purée de pruneaux,3328400656335,,,,,,,,,,['France'],[],,[],,?,,130,,"0,3",,30,,"1,3",,,,,,,,,,,,544 kj(130 kcal),"0,01",20,"0,01","0,004",,,,,,,,,,,,,,,,,,,,
92,Vit'Up,6191507250174,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,République Dominicaine Cacaoté - Le Cacaotier - 90g,3701200403147,E,90 g,"['Carton', 'Plastique']",['Le Cacaotier'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,['République dominicaine'],"['Saint-Pierre-Lès-Elbeuf', 'Normandie', 'France']",http://www.lecacotier.com/tablettes-chocolat/90-tablette-republique-dominicaine-cacaote.html,['France'],"['Sucre', 'beurre de cacao', 'lait entier en poudre', 'fèves de cacao', 'émulsifiant ', 'lécithine de soja sans OGM', 'extrait naturel de vanille']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,,592,+7%,42,+22%,42,-19%,"8,5",+19%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,['Le Cacaotier'],['E322i - Lécithine'],2477 kj(592 kcal),26,41,"0,19","0,076",42 g,en quantité élevée,26 g,en quantité élevée,41 g,en quantité élevée,0.19 g,en faible quantité,+7%,+33%,-16%,-18%,-18%,26,+2%,E,+2%,,,
94,Vinaigre balsamique,3760194200538,B,,,,"['Vinaigres', 'Vinaigres balsamiques']",['Bio'],,,,['France'],[],,[],,?,,495,+237%,"0,1",+181%,24,-22%,"0,5",-22%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,2071 kj(495 kcal),"0,1","20,8","0,1","0,04",0.1 g,en faible quantité,0.1 g,en faible quantité,20.8 g,en quantité élevée,0.1 g,en faible quantité,+241%,+1534%,-25%,+21%,+21%,,,,,,,
95,Compote poire -,3700644101411,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de poire']",['Sans sucre ajouté'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Filet de canard,2211110004583,D,,,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,,,,['France'],[],,[],,?,,193,-2%,13,+3%,"0,5",+1%,19,-2%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,808 kj(193 kcal),"3,3","0,5","0,17","0,068",13 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,-2%,-11%,+50%,-84%,-84%,0,-100%,B,-100%,,,
97,Chocolate Blanco Con Almendras Les Grandes Lindt,7610400074582,,,,['Lindt'],,,,,,['France'],[],,[],,?,,606,,42,,44,,11,,,,,,,,,,,,2536 kj(606 kcal),17,39,"0,17","0,068",,,,,,,,,,,,,,,,,,,,
98,Cornichons Au Vinaigre Mi-fins,3022820005062,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",,,,,['France'],[],,[],,?,,15,-25%,"0,4",+36%,"0,6",-69%,"1,2",+10%,,,,,,,,,,,63 kj(15 kcal),0,"0,5",2,"0,8",0.4 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,-20%,-100%,-59%,+11%,+11%,3,+47%,C,+47%,,,
99,Mélange vitalité,2600292017717,,,,,,,,,,['France'],[],,[],,?,,328,,"2,4",,"67,8",,"4,2",,,,,,,,,,,,1372 kj(328 kcal),"0,3","59,4","0,33","0,132",,,,,,,,,,,,,,,,,,,,
100,Noix de Pecan,2600161041263,,,,,,,,,,['France'],[],,[],,?,,760,,72,,"13,9",,"9,2",,,,,,,,,,,,3180 kj(760 kcal),"6,2",4,0,0,,,,,,,,,,,,,,,,,,,,
101,Amandes décortiquées (variété Non Pareil),2600112025069,E,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,,,,['France'],[],,[],,?,,645,+3%,"49,9",-3%,"21,5",+64%,"21,1",-6%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,2699 kj(645 kcal),"3,8","4,2","0,01","0,004",49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0.01 g,en faible quantité,+3%,-5%,+7%,-57%,-57%,1,,B,,,,
102,Pate de semoule,8006222300180,,,,,,,,,,['France'],[],,[],,?,,359,,"1,5",,73,,12,,,,,,,,,,,,1502 kj(359 kcal),"0,3","2,4",0,0,,,,,,,,,,,,,,,,,,,,
103,Snack roll and sushi mixte,3760228710972,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Abricot sec,2600110006107,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,['France'],[],,[],,?,,283,+8%,"0,5",+3%,"62,6",+8%,"3,4",+10%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,1184 kj(283 kcal),"0,02","53,4","0,02","0,008",0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,+8%,-67%,+18%,-43%,-43%,6,+73%,C,+73%,,,
105,Turron Chocolate Almendra Etiq. negra Antiuxixona -  - 150g,8410152000797,,150g,,,,,,,,['France'],[],,[],,?,,426,,17,,62,,6,,,,,,,,,,,,1782 kj(426 kcal),"1,2",59,"0,01","0,004",,,,,,,,,,,,,,,,,,,,
106,Bolo levedo,5605714001043,,,,,,,,,,['France'],[],,[],,?,,273,,34,,52,,"7,4",,,,,,,,,,,,1142 kj(273 kcal),"1,1",17,"0,49","0,196",,,,,,,,,,,,,,,,,,,,
107,EmiettÉ de truite,0201803026895,,,,,,,,,,['France'],[],,[],,?,,270,,"20,3",,"0,18",,"12,42",,,,,,,,,,,,1130 kj(270 kcal),"2,6","0,16","1,15","0,46",,,,,,,,,,,,,,,,,,,,
108,Amendoim,5602586030515,,,,,,,,,,['France'],[],,[],,?,,548,,38,,21,,25,,,,,,,,,,,,2293 kj(548 kcal),8,16,"0,68","0,272",,,,,,,,,,,,,,,,,,,,
109,Brandade de morue parmentière,45751585,E,,,,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']",,,,,['France'],[],,[],,?,,138,-5%,"7,3",-15%,9,-5%,"8,5",+25%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,577 kj(138 kcal),"2,3","1,7","0,94","0,376",7.3 g,en quantité modérée,2.3 g,en quantité modérée,1.7 g,en faible quantité,0.94 g,en quantité modérée,-5%,+39%,+88%,+14%,+14%,2,+14%,B,+14%,,,
110,Vermicelle de konjac,3519282816317,,,,,,,,,,['France'],[],,[],,?,,8,,0,,"1,6",,0,,,,,,,,,,,,33 kj(8 kcal),0,0,"0,12","0,048",,,,,,,,,,,,,,,,,,,,
111,Bananes - Bio village,2860182007673,A,,['Sachet'],['Bio village'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']","['Bio', 'Commerce équitable', 'Max Havelaar']",,,,['France'],[],,[],,?,,?,,?,,?,,?,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,
