,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,markets,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,traceability_code,link,palm_ingredients,producer_info
1168,Bouchees Poulet nature - Maître COq,3230890029783,['France'],"['Haut de cuisse de poulet sans os sans peau mariné au thym', 'cuit', ' Inqrédients : haut de cuisse de poulet sans os et sans peau', 'sirop de glucose', 'amidon sel', 'plantes aromatiques ', 'dont thym', 'arôme naturel', 'sucre', 'épices', 'extrait de levures', 'antioxydant : extrait de romarin', ' 11 lg de morceaux de haut de cuisse de poulet mis en œuvre pour 100g de Bouchéesdepukt Peut contenir des traces de soja', 'œuf', 'lait', 'céleri', 'moutarde']",[],?,195,"8,9",4,23,,,,['Maître COq'],,['Sans arômes artificiels'],,,['Soja'],4,,,,,,,,,,,,,,,816 kj(195 kcal),"2,8",0,"1,4","0,56",,,,,,,,,,,,,,,,,,['E392 - Extrait de romarin'],,,,
1169,Assortiment de saucisses de volaille - Maître Coq - 600g,3230890031298,['France'],"['Saucisses : viande de dinde 42%dont 20% minimum de cuisse', 'gras de porc ', ' Merguez: viande de dinde 21% dont 9', '9 % minimum de cuisse ', 'gras de veau ', ' eau ', 'fécule de pomme de terre ', 'sel', 'fibre de pois', 'sirop de glucose ', 'dextrose', 'épices', 'plantes aromatiques ', ' dont herbes aromatiques 0', '1% pour les saucisses aux herbes ', ' betterave rouge ', 'arômes naturels ', ""correcteur d'acidité : acétate de sodium "", 'consservateur : lactate de potassium ', 'antioxydant : ascorbate de sodium ', ' Enveloppe végétale : eau ', 'acidifiant : lactate de potassium', 'gélifiant : alginate de sodium', 'épaississants : gomme cellulosique - gomme de guar']","['Non végétalien', 'Non végétarien']",953,?,18,"2,7",14,,600 g,['Frais'],['Maître Coq'],"['Viandes', 'Charcuteries', 'Volailles']","['Viande Française', 'Sans arômes artificiels', 'Sans colorants', 'Volaille-francaise']",,,,4,+34%,,+183%,+22%,-31%,,,,,,,,,,953 kj(228 kcal),"6,6","1,8","1,7","0,68",18 g,en quantité modérée,6.6 g,en quantité élevée,1.8 g,en faible quantité,1.7 g,en quantité élevée,+43%,+275%,+241%,+89%,+89%,15,+547%,D,+547%,"['E262i - Acétate de sodium', 'E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E401 - Alginate de sodium', 'E466 - Carboxyméthylcellulose', 'E412 - Gomme de guar']","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1170,Boudin blanc - Maitre Coq,3230890037436,['France'],"['Boudins blancs de volaille nature', ' Ingrédients ', 'à le mise en Ldit fiais pasteurisé', 'viande de dinde origine Frailce : 26%', 'eaux de poulet', 'graisse de canard', 'amidon de nomme de terre', 'sel', 'orto Inodifié ', 'dont arôme naturel', 'protéines de lait', 'lactosérum', 'per']","['Non végétalien', 'Non végétarien']",?,882,17,"4,9","9,5",D,,,['Maitre Coq'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,['Lait'],4,,+263%,-16%,+14%,-8%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,3690 kj(882 kcal),"5,4","2,7","1,3","0,52",17 g,en quantité modérée,5.4 g,en quantité élevée,2.7 g,en faible quantité,1.3 g,en quantité modérée,+262%,-31%,+37%,-13%,-13%,20,+25%,E,+25%,,,,,
1171,"Escalopes Dinde Extra Tendre, Maître Coq x2 240g",3230890037726,['France'],"['escolope de dinde 90%', 'eau', 'sel', 'arômes naturels', ' dont acides Glucides I dontsucres Vrotéines sel']",[],?,99,"1,2","0,5",22,,,,['Maître Coq'],,,,,,4,,,,,,,,,,,,,,,414 kj(99 kcal),"0,4",0,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,
1172,Aiguilles de poulet panées - Maitre Coq,3230890040757,['France'],[],['Sans huile de palme'],?,187,"7,3",13,17,,,,['Maitre Coq'],,"['Sans arômes artificiels', 'Sans colorants', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,['Magasins U'],782 kj(187 kcal),"1,4","1,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,
1173,Cordon Bleu - Maitre Coq,3230890040986,['France'],[],[],?,232,14,15,11,D,,,['Maitre Coq'],"['Viandes', 'Plats préparés', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",['Sans arômes artificiels'],,,,,,+5%,+16%,+8%,-17%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,971 kj(232 kcal),"3,6","1,9","1,2","0,48",14 g,en quantité modérée,3.6 g,en quantité modérée,1.9 g,en faible quantité,1.2 g,en quantité modérée,+5%,+13%,+20%,-8%,-8%,5,-29%,C,-29%,,,,,
1174,Frites de poulet - Maitre Coq,3230890041020,['France'],[],[],?,276,16,21,11,,,,['Maitre Coq'],,,,,,,,,,,,,,,,,,,,,1155 kj(276 kcal),"3,1","2,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,
1175,Coq ailes Nature (500g) - Maître Coq - 500g,3230890042829,['France'],"['Manchons de poulet ', 'origine : france', 'sirop de glucose', 'amidon transformé de tapioca', 'sel', 'arôme naturel', ""106g de manchons de poulet mis en oeuvre pour 100g de coq'ailes""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",796,?,11,"3,9",19,C,500 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés']","['Viande-francaise', 'Volaille-francaise']",,,,4,-1%,,+21%,-57%,+22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,796 kj(190 kcal),"3,5",2,"1,3","0,52",11 g,en quantité modérée,3.5 g,en quantité modérée,2 g,en faible quantité,1.3 g,en quantité modérée,+2%,+58%,+85%,+20%,+20%,5,+40%,C,+40%,['E14XX - Amidons modifiés'],"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1176,Coq ailes Mexicain (500g) - Maître Coq - 500g,3230890042836,['France'],"['Manchons de poulet ', 'origine : france', 'sel', 'amidon transformé de tapioca', 'épices ', 'dont paprika', 'cumin et piment', 'sucre', 'plantes aromatiques', 'tomates', 'poivrons', 'maltodextrine', 'arômes naturels', 'huile de tournesol', ""105g de manchons de poulet mis en oeuvre pour 100g de coq'ailes""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",738,?,11,1,18,C,500 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés']","['Viande-francaise', 'Volaille-francaise']",,,,4,-8%,,+21%,-89%,+15%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,738 kj(176 kcal),3,"0,7","1,7","0,68",11 g,en quantité modérée,3 g,en quantité modérée,0.7 g,en faible quantité,1.7 g,en quantité élevée,-5%,+36%,-35%,+57%,+57%,10,+181%,C,+181%,['E14XX - Amidons modifiés'],"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1177,Ailes rôties Barbecue - Maitre Coq,3230890050695,['France'],[],[],?,206,11,4,22,,,,['Maitre Coq'],,,,,,,,,,,,,,,,,,,,,862 kj(206 kcal),3,"3,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,
1178,Sauce crème champignons et emmental - Maître Coq - 120g,3230890116650,['France'],"['Eau', 'creme fraiche 34%', 'emmental rapé 17%', 'champignons de paris 7%', 'amidon transformé de manioc', 'sel', 'jus de citron concenté', ""arôme naturel d'ail"", ""arôme naturel d'échalote avec autres arômes naturels"", 'épices']",['Non végétalien'],873,?,19,"2,9","6,9",B,120 g,['Frais'],['Maître Coq'],"['Epicerie', 'Sauces', 'Sauces aux champignons']","['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,['Lait'],4,+128%,,+133%,-52%,+285%,48.9%,25.3%,10.1%,8.4%,4.3%,3.0%,88,,,873 kj(209 kcal),16,"0,6",1,"0,4",19 g,en quantité modérée,16 g,en quantité élevée,0.6 g,en faible quantité,1 g,en quantité modérée,+97%,+348%,-66%,-28%,-28%,16,+98%,D,+98%,['E14XX - Amidons modifiés'],"['EMB 72253A', 'Roézé-sur-Sarthe (Sarthe, France)']",,,ESPRI
1179,Cuisses et hauts de cuisses au piment d'espelette - Maître Coq - 800g,3230890125966,['France'],"['Découpes de poulet 96% ', 'origine : france', 'sel', 'semoule de riz ', 'tomates déshydratées ', 'poivrons déshydratés ', 'épices', 'plantes aromatiques', 'arômes naturels', 'sucre', ""piment d'espelette 0"", '06%', ""huile d'olive""]",[],875,?,15,"1,7",17,C,800 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles', 'Poulets']","['Viande-francaise', 'Volaille-francaise']",,,,4,+27%,,+158%,-15%,-17%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,875 kj(209 kcal),"4,5","0,6","1,4","0,56",15 g,en quantité modérée,4.5 g,en quantité modérée,0.6 g,en faible quantité,1.4 g,en quantité modérée,+39%,+200%,+36%,+63%,+63%,12,+751%,D,+751%,,"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1180,Pilons de poulet recette piment d'Espelette - Maître Coq - 500g,3230890125973,['France'],"['Découpes de poulet 96% ', 'origine : france', 'sel', 'semoule de riz ', 'tomates déshydratées ', 'poivrons déshydratés ', 'épices', 'plantes aromatiques', 'arômes naturels', 'sucre', ""piment d'espelette 0"", '06%', ""huile d'olive""]",[],875,?,15,"1,7",17,C,500 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']","['Viande-francaise', 'Volaille-francaise']",,,,4,+11%,,+61%,+21%,-12%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,875 kj(209 kcal),"4,5","0,6","1,4","0,56",15 g,en quantité modérée,4.5 g,en quantité modérée,0.6 g,en faible quantité,1.4 g,en quantité modérée,+17%,+73%,-9%,+55%,+55%,12,+256%,D,+256%,,"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1181,cuisse et hauts de cuisse au thym citron - Maître Coq - 800g,3230890138140,['France'],"['Découpes de poulet 92% ', 'origine : france', 'eau', 'sel', 'plantes aromatiques ', 'dont thym', 'huile essentielle de citron', ""poudres d'ail et d'oignon"", ""épices et extrait d'épice"", 'amidon de maïs', 'arômes naturels ']",[],787,?,13,"1,8",16,C,800 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles', 'Poulets']","['Viande-francaise', 'Volaille-francaise']",,,,4,+14%,,+123%,-10%,-22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,787 kj(188 kcal),"4,4",0,2,"0,8",13 g,en quantité modérée,4.4 g,en quantité modérée,0 g,en faible quantité,2 g,en quantité élevée,+25%,+193%,-100%,+133%,+133%,14,+893%,D,+893%,,"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1182,Lamelles Kebab Surgelées - Arrivé - 500g,3230890138515,['France'],"['Viande de dinde 63 % ', 'origine: France', 'eau', 'viande de poulet 13 % ', 'origine: France', 'protéines de SOJA', 'amidon transformé de tapioca', 'caramel ', 'sucre', 'eau', 'sirop de glucose', 'épices et plantes aromatiques ', 'dont poivre', 'cumin', 'ail et oignon', 'sel', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,170,"8,8","5,8",17,C,500 g,"['Sachet', 'Plastique', 'surgelé']","['Arrivé', 'Arrivé SAS']","['Viandes', 'Surgelés', 'Plats préparés', 'Produits à la viande', 'Viandes surgelées', 'Plats préparés à la viande', 'Préparations de viande surgelées', 'Plats à la volaille']","['Viande-francaise', 'Volaille-francaise']",['France'],['France'],['Soja'],4,,-20%,-42%,+85%,+14%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,711 kj(170 kcal),"2,5",0,"1,2","0,48",8.8 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,-21%,-62%,-100%,+22%,+22%,4,-62%,C,-62%,['E14XX - Amidons modifiés'],,,,
1183,Copeaux de dinde fumées - Maître Coq - 150g,3230890155512,['France'],"['Viande de cuisse de dinde ', 'origine france', 'farine de ble', 'sel', 'arôme naturel de poivre avec arômes naturels', 'fumée liquide', '133g de viande de cuisse de dinde à la mise en oeuvre pour obtenir 100g de copeaux de dinde']","['Non végétalien', 'Non végétarien']",588,?,"2,9","4,3",24,C,150 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles', 'Dindes']","['Viande Française', 'Sans additifs', 'Volaille-francaise']",,,['Gluten'],3,-8%,,-11%,+14%,+15%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,588 kj(141 kcal),"0,85","0,7","1,4","0,56",2.9 g,en faible quantité,0.85 g,en faible quantité,0.7 g,en faible quantité,1.4 g,en quantité modérée,+5%,-10%,-18%,+56%,+56%,2,+71%,B,+71%,,"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1184,"Nuggets de poulet -25% sel, 800g - Maître Coq - 800g",3230890196638,['France'],"['Viande de filet de poulet reconstituée traitée en salaison 70% ', 'viande de filet de poulet 49% ', 'origine : france', 'eau', 'protéines de soja', 'dextrose', 'arôme naturel de poivre avec autres arômes naturels', 'stabilisants : triphosphates - polyphosphates', 'sel', 'panure 30% ', 'chapelure 4% ', 'farine de ble', 'sel', 'levures', 'épices', 'farine de ble', 'sel', 'huile de tournesol', ' moutarde', 'poudres à lever : e500ii-e450i', 'colorant : extrait de paprika', 'arômes naturels ', 'contient celeri', ""poudre d'ail"", ' huile de tournesol']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",905,?,10,16,15,C,800 g,['Frais'],['Maître Coq'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés']","['Viande-francaise', 'Volaille-francaise']",,,"['Céleri', 'Gluten', 'Moutarde', 'Soja']",4,-2%,,-10%,+1%,+10%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,905 kj(216 kcal),"1,5","1,2","0,73","0,292",10 g,en quantité modérée,1.5 g,en quantité modérée,1.2 g,en faible quantité,0.73 g,en quantité modérée,-2%,-28%,-6%,-38%,-38%,0,-100%,B,-100%,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E160c - Extrait de paprika']","['EMB 85233', 'Saint-Jean-de-Beugné (Vendée, France)']",,,ARRIVE Ste Hermine
1185,Filet de poulet panes - Maitre Coq,3230890201646,['France'],[],[],?,217,10,15,15,D,,,['Maitre Coq'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,+66%,+247%,+3032%,-34%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,908 kj(217 kcal),"1,6","1,3","0,98","0,392",10 g,en quantité modérée,1.6 g,en quantité modérée,1.3 g,en faible quantité,0.98 g,en quantité modérée,+67%,+114%,+435%,+31%,+31%,2,,B,,,,,,
1186,Mini farcis de pintade - farce à la forestière - Maître Coq - 400g,3230890217937,['France'],"['Cuisse de pintade semi-désossée 50%* ', 'origine : france', ' farce 8%*: viande de dinde ', 'origine : france', 'eau', 'gras de veau', 'champignons forestiers 0', '6%* ', 'bolets', 'cèpes', 'pleurotes', 'mousserons', 'creme', 'conservateur : lactate de sodium', 'vieil armagnac', 'oignons frits ', 'oignons', 'huile de tournesol', 'chapelure de ble', ""poudre de blanc d'oeuf"", 'bolets', 'cèpes', 'sel', 'épices et plantes aromatiques', 'arômes naturels', ""correcteur d'acidité : acétates de sodium "", ' eau', 'sucre caramélisé', ' * pourcentages minimums']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",801,?,13,"0,8",18,D,400 g,['Frais'],['Maître Coq'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Pintades']","['Viande Française', 'Sans arômes artificiels', 'Sans colorants', 'Volaille-francaise']",,,"['Œufs', 'Gluten', 'Lait']",4,-8%,,-5%,-47%,-4%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,801 kj(191 kcal),"3,7",0,"0,72","0,288",13 g,en quantité modérée,3.7 g,en quantité modérée,0 g,en faible quantité,0.72 g,en quantité modérée,-7%,-10%,-100%,+36%,+36%,3,-27%,C,-27%,"['E325 - Lactate de sodium', 'E262 - Acétates de sodium']","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1187,Panés de Poulet - Maître COq,3230890407178,['France'],"['Viande de poulet traitée en salaison 70% : viande de poulet 34%', 'eau', 'peau de poulet', 'protéines de soja', 'dextrose', 'arôme naturel de poivre avec autres arômes naturels', 'sel', ' Panure 30% : farine de blé', '_sel', 'levure', 'épices', 'arôme naturel', ' Huile de tournesol', ' Fabriqué dans un atelier qui utilise : lait', 'Céleri', 'moutarde', 'oeuf']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,224,11,17,13,,,,['Maître COq'],,['Sans arômes artificiels'],,,,4,,,,,,,,,,,,,,,937 kj(224 kcal),"3,2",2,"0,97","0,388",,,,,,,,,,,,,,,,,,,,,,
1188,Boulettes de poulet rôties - Maitre Coq,3230890407437,['France'],[],[],?,213,"13,7","2,8","18,8",,,,['Maitre Coq'],,"['Sans arômes artificiels', 'Sans colorants']",,,,,,,,,,,,,,,,,,,891 kj(213 kcal),"3,1","2,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,
1189,Aiguillettes de Poulet Panées - Maître CoQ - 500g,3230890439780,['France'],"['Aiguillettes de poulet traitées en salaison 70 % ', 'aiguillette de poulet 53,5 % ', 'origine: UE', 'eau', 'amidon transformé de tapioca', 'sel', 'arôme nature', ' Panure 30 %: chapelure ', 'farine de BLÉ', 'sel', 'levure', 'épices', 'farine de BLÉ', 'sel', ' Huile de tournesol']","['Non végétalien', 'Non végétarien']",?,193,"7,4",14,17,D,500 g,"['Sachet', 'Plastique', 'surgelé']",['Maître CoQ'],"['Viandes', 'Surgelés', 'Plats préparés', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Plats préparés surgelés', 'Poulets panés', 'Aiguillettes de poulet']",,['Union européenne'],['France'],['Gluten'],4,,-13%,-33%,-12%,+25%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"Aiguillettes de poulet traitées en salaison, panées, cuites et surgelées. - Aiguillettes de Poulet Panées",,808 kj(193 kcal),"0,8","2,7","1,2","0,48",7.4 g,en quantité modérée,0.8 g,en faible quantité,2.7 g,en faible quantité,1.2 g,en quantité modérée,-13%,-62%,+111%,+2%,+2%,2,-47%,B,-47%,['E14XX - Amidons modifiés'],"['FR 85.233.001 CE', 'Saint-Jean-de-Beugné (Vendée, France)']",,,
1190,Cordon bleu au poulet - Maitre Coq,3230890481444,['France'],[],['Sans huile de palme'],?,232,14,15,11,D,,,['Maitre Coq'],"['Viandes', 'Plats préparés', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Cordons bleus', 'Cordons bleus de poulet']",['en:palm-oil-free'],,,,,,+10%,+27%,+8%,-20%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,971 kj(232 kcal),"3,6","1,9","1,2","0,48",14 g,en quantité modérée,3.6 g,en quantité modérée,1.9 g,en faible quantité,1.2 g,en quantité modérée,+9%,+27%,+14%,-8%,-8%,5,-3%,C,-3%,,,,,
1191,Poulet du Rôtisseur - Maitre Coq,3230890489563,['France'],[],[],?,197,"7,7",0,32,,,,['Maitre Coq'],,['Sans additifs'],,,,,,,,,,,,,,,,,,,824 kj(197 kcal),"2,2",0,"0,91","0,364",,,,,,,,,,,,,,,,,,,,,,
1192,"Escalope soja/blé - Sans marque - 1,000kg",3230890501906,['France'],[],[],1127,?,14,22,13,,"1,000 kg","['Barquette', 'Plastique']","['Sans marque', 'Arrive Volaille']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Produits panés', ""Plats préparés d'origine végétale""]",,,,,,+84%,,+120%,+41%,+110%,,,,,,,,,,1127 kj(269 kcal),"1,3","1,2","1,5","0,6",14 g,en quantité modérée,1.3 g,en faible quantité,1.2 g,en faible quantité,1.5 g,en quantité modérée,+69%,+30%,-51%,+65%,+65%,4,+1602%,C,+1602%,,,,,
1193,Viande 100% Poulet NUGGETS - Maitre Coq,3230890569555,['France'],"['Viande de poulet traitée en salaison 65% : viande de poulet 31% ', 'origine : France', 'eau', 'peau de poulet', 'protéines de soja', 'sel', 'dextrose', 'stabilisants : E451-E452', 'arôme naturel de poivre avec autres arômes naturels', ' Panure 35% : farine de blé et de blé dur', 'farine de maïs', 'sel', 'amidons transformés de maïs et de tapioca', 'amidon de maïs', 'dextrose', 'épices ', 'dont moutarde', 'poudres à lever : E500ii-E450i', 'colorant : extrait de paprika', 'arômes naturels ', 'contient céleri', ""poudre d'ail"", ' Huile de tournesol', ' Fabriqué dans un atelier qui utilise : lait', 'oeuf']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,235,12,18,13,D,,,['Maitre Coq'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet', 'Nuggets']","['Sans arômes artificiels', 'en:palm-oil-free']",,,"['Céleri', 'Gluten']",4,,+2%,-2%,+5%,+2%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,983 kj(235 kcal),"2,4","1,2","1,3","0,52",12 g,en quantité modérée,2.4 g,en quantité modérée,1.2 g,en faible quantité,1.3 g,en quantité modérée,+1%,+9%,-12%,+20%,+20%,4,+45%,C,+45%,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E160c - Extrait de paprika']",,,,
1194,Ailes de poulet sauce mexicaine - Maitre Coq,3230890573910,['France'],[],[],?,205,13,"1,3",20,,,,['Maitre Coq'],,,,,,,,,,,,,,,,,,,,,858 kj(205 kcal),"3,5","0,6","1,59","0,636",,,,,,,,,,,,,,,,,,,,,,
1195,20 saucisses de volaille nature - Maître Coq - 1000g,3230890574580,['France'],"['Viande de dinde 64% ', 'dont 30% minimum de cuisse', 'gras de porc', 'eau', 'fécule de pomme de terre', 'sel', 'fibre de pois', 'sirop de glucose', 'dextrose', 'épices', 'betterave rouge', 'arômes naturels', ""correcteur d'acidité : acétates de sodium"", 'conservateur : lactate de potassium', 'antioxydant : ascorbate de sodium', ' Enveloppe végétale : eau', 'acidifiant : lactate de potassium', 'gélifiant : alginate de sodium', 'épaississants : gomme cellulosique', 'gomme guar']","['Non végétalien', 'Non végétarien']",907,?,17,"2,1",14,E,1000 g,['Frais'],['Maître Coq'],"['Viandes', 'Charcuteries', 'Saucisses', 'Volailles', 'Saucisses de volaille']","['Viande Française', 'Sans arômes artificiels', 'Sans colorants', 'Volaille-francaise']",,,,4,+3%,,+44%,+68%,-15%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,907 kj(217 kcal),6,1,"1,65","0,66",17 g,en quantité modérée,6 g,en quantité élevée,1 g,en faible quantité,1.65 g,en quantité élevée,+19%,+65%,+92%,-7%,-7%,14,+43%,D,+43%,"['E262 - Acétates de sodium', 'E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E401 - Alginate de sodium', 'E466 - Carboxyméthylcellulose', 'E412 - Gomme de guar']","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1196,Coq'ailes - Maitre Coq,3230890644115,['France'],[],[],?,224,13,"2,7",24,,,,['Maitre Coq'],,"['Sans arômes artificiels', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,937 kj(224 kcal),"3,3","2,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,
1197,Parfait de Poularde Farcie au Foie Gras et aux Cèpes Surgelée - Maître Coq - 900g,3230890703249,['France'],[],[],?,285,23,"2,5",17,,900 g,"['surgelé', 'Plastique']",['Maître Coq'],"['Viandes', 'Surgelés', 'Volailles', 'Volailles surgelées']",,,,,,,+62%,+123%,+53%,-5%,,,,,,,,,,1192 kj(285 kcal),"7,8",0,"0,72","0,288",23 g,en quantité élevée,7.8 g,en quantité élevée,0 g,en faible quantité,0.72 g,en quantité modérée,+64%,+144%,-100%,+25%,+25%,13,+453%,D,+453%,,"['FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",,,
1198,Cordon bleu - Toupargel,3230890735660,['France'],['12 DE DINDE IS min four 12 SIS min'],[],?,223,12,17,11,D,,,['Toupargel'],"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,,,,,,+0%,-1%,+22%,-17%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,933 kj(223 kcal),"3,3","1,8","1,4","0,56",12 g,en quantité modérée,3.3 g,en quantité modérée,1.8 g,en faible quantité,1.4 g,en quantité modérée,+0%,+4%,+14%,+8%,+8%,10,+41%,C,+41%,,,,,
