,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,manufacturing,traceability_code,additives,nova_score,allergens,generic_name,palm_ingredients,link,brand_owner,producer_info,origin_detail
1042,C.leg Ravioli Tomate Barq - Claude leger - 11300g,3250391489350,['Claude leger'],,['France'],"['Ravioli 43% de blé dur', 'frais', ' - farce [préparation de viande de b?uf ', 'b?uf 36% ', 'Origine : France', ' eau fécule de pomme de terre', 'sel', 'sem blé dur', 'concentré de tomate tomates', 'coulis de tomate', 'oignons', 'eau', ""sel huile d'olive"", 'sucre', 'ail', 'thym poivre] - h colza - sel}', 'eau', 'concentré de tomates 5%', 'tomates concassées 4% ', 'tomates', 'Vs de tomates', 'acidifiant : acide cit oignons 2%', 'carottes', 'huile de colza', 'b?uf cuit ', 'Origine : France', ' I sucre', 'sel', 'arômes naturels ', 'dont céleri', 'ail désh', ' basilic', 'amidon de manioc', 'origan', 'persil', 'épaississants : gomme guar et gomme xanthane', 'poivre', 'colorant : extrait de paprika', ' Traces éventuelles de poissons et moutarde', ' INFORMATIONS :']",[],?,107,"3,5","13,3","4,2",,11300 g,,,,,,,,,,,,,448 kj(107 kcal),,,1,,,"2,5",,,"0,9",,"0,36",,,,,,,,,,,,,,,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika']",4,,,,,,,
1043,Porc sauce aigre douce et son riz blanc - Itinéraire des Saveurs - 300g,3250391490714,"['Itinéraire des Saveurs', 'Sélection Intermarché']",,['France'],[],[],?,150,"5,3","18,2","6,3",,300 g,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Plats préparés à réchauffer au micro-ondes']",['Intermarché'],5.3 g,en quantité modérée,1.2 g,en faible quantité,6.1 g,en quantité modérée,0.95 g,en quantité modérée,,-18%,628 kj(150 kcal),-18%,-42%,"1,2",-60%,+24%,"6,1",+224%,-24%,"0,95",-18%,"0,38",-18%,4,-32%,C,-32%,,,,,,,,"['Carton', 'Barquette', 'Plastique']",,,,,,,,,,,,
1044,"Volae, Croques de dinde Bolognaise, 2",3250391502691,['Volae'],,['France'],"['Préparation à base de filets de poulet traité/en salaison 50% : filets de poulet ', '43%', 'eau', 'antioxydants E331', 'E316', 'dextrose', 'sel', 'arômes naturels fibres de blé', 'protéines de blé', ' Sauce bolognaise 25% : purée de tomates ', 'UE', ' ', '8,2%', 'ealJ viande de boeuf', 'UE', ' ', '2,7%', 'viande de poulet traitée en salaison ', '1,5%', ' ', 'viande de poulet ', '0,9%', 'eau', 'semoule de blé', 'protéine de blé', 'amidon modifié', 'dextrose', 'sel', 'stabilisants E451il E452', 'arômes ', 'céleri', 'gélatine de boeuf', 'carotte', 'amidon modifié', 'huile de tournesol', 'arômes', 'sucre', 'fibresde blé', 'oignons ', 'UE/hors UE', ' ', '<0,5%', ' saccharose', 'flocons de pomme de terre', 'extrait de vin blanc', 'herbe aromatique ', 'coriandre 0,1%', 'sel', ' Enrobage 25% : farine de blé', 'eau', 'sel', 'levur épices', 'conservateur', ' E202 Huile de tournesol', ' % exprimés sur le produit total', ' Traces éventuelles de lait', 'oeuf', 'seigle']","['Non végétalien', 'Non végétarien']",?,197,"8,5","14,4","14,9",,,,,,,,,,,,,,,824 kj(197 kcal),,,"1,2",,,"2,1",,,"1,71",,"0,684",,,,,,,,,,,,,,,,,"['E331 - Citrates de sodium', 'E316 - Érythorbate de sodium', 'E14XX - Amidons modifiés', 'E428 - Gélatine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,['Céleri'],,,,,,
1045,Saucisse Toulouse -,3250391522460,,"['Labels de distributeurs', 'Sélection Intermarché']",['France'],"['Olives vertes', 'saumure ', 'eau', 'sel', 'amandes 20 %', 'acidifiants : acide citrique et acide lactique']",['Sans huile de palme'],?,222,"21,7","9,68","3,7",A,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies aux amandes']",['Intermarché'],21.7 g,en quantité élevée,3 g,en quantité modérée,0.5 g,en faible quantité,3.35 g,en quantité élevée,,+6%,929 kj(222 kcal),+6%,+8%,3,+3%,+297%,"0,5",-0%,-1%,"3,35",-0%,"1,34",-0%,14,+7%,D,+7%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,['Espagne'],,"['E330 - Acide citrique', 'E270 - Acide lactique']",3,['Fruits à coque'],,,,,,
1046,Olives à la Farce de Poivron - Bouton d'Or - 198g (égoutté : 120g e),3250391522491,"[""Bouton d'Or"", 'Intermarché']","['Labels de distributeurs', 'Point Vert', 'Fabriqué en Espagne', 'Sélection Intermarché']",['France'],"['Olives vertes', 'saumure ', 'eau', 'sel', 'farce de poivron 15 % ', 'poivron rouge doux', 'gélifiant : alginate de sodium', 'acidifiants : acide citrique et acide lactique', 'antioxydant : acide L ascorbique']",[],594,?,15,"< 0,5","0,9",A,198 g (égoutté : 120 g e),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies au poivron']",['Intermarché'],15 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,3.5 g,en quantité élevée,-4%,,594 kj(142 kcal),-1%,+8%,3,+30%,-74%,"< 0,5",+102%,-18%,"3,5",+1%,"1,4",+1%,13,+16%,D,+16%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,['Espagne'],,"['E401 - Alginate de sodium', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E300 - Acide ascorbique']",4,,,,,,,
1047,Noir Mousse - Ivoria - 160g,3250391526413,['Ivoria'],,['France'],"['Sucre', 'pâte de cacao', 'matière grasse de lait anhydre', 'matières grasses végétales ', 'palme', 'karité', 'lait écrémé en poudre', 'pâte de noisettes', 'cacao maigre en poudre', 'beurre de cacao', 'lactose ', 'lait', 'émulsifiant : lécithines de soja', 'arôme naturel de vanille', ' Traces éventuelles de : blé', 'orge et autres fruits à coque', ' Cacao : 43% minimum dans le chocolat noir']","['Huile de palme', 'Non végétalien']",?,551,"34,7","48,3","8,1",E,160 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', 'Chocolats noirs fourrés']",['Intermarche'],34.7 g,en quantité élevée,20.6 g,en quantité élevée,42.5 g,en quantité élevée,0.15 g,en faible quantité,,+4%,2305 kj(551 kcal),+5%,+6%,"20,6",+13%,-2%,"42,5",-3%,+44%,"0,15",+153%,"0,06",+153%,20,-14%,E,-14%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,['E322i - Lécithine'],4,['Lait'],,,,,,
1048,Garniture pour bouchées à la Reine - Claude Léger - 400g,3250391531592,"['Claude Léger', 'Monique Ranou']",,['France'],"['Eau', 'quenelles de volaille 22% ', 'eau', 'gras de veau', 'farine de blé ', 'viande de volaille**2,1%', 'œufs entiers', ""blancs d' œufs "", 'amidon de tapioca', 'protéines de lait ', 'sel', 'arômes', 'dés de volaille traitée en salaison et blanchie 17% ', 'viande de volaille**', 'eau', 'sel', 'sucre', 'stabilisant: E451', 'champignons 8%', 'amidon transformé de maïs', 'arômes', 'crème* fraîche', 'beurre*', 'émulsifiant: E472e', 'épaississants: E415 et E412', 'exhausteur de goût: E621', 'sel', 'poivre', ' * dont lait ', '  **origine: UE']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",347,?,"4,7","4,4","5,5",,400 g,['Garnitures'],['Intermarché'],4.7 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,1.15 g,en quantité modérée,,,347 kj(83 kcal),,,"2,4",,,0,,,"1,15",,"0,46",,5,,C,,,,,,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,"['Céleri', 'Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Mollusques', 'Moutarde', 'Anhydride sulfureux et sulfites']",,,,,,
1049,Coeur D'artichauts - Bouton d'Or,3250391533138,"[""Bouton d'Or""]",,['France'],[],[],?,123,"11,4","1,7","1,5",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]",,11.4 g,en quantité modérée,1.3 g,en faible quantité,0.4 g,en faible quantité,1.9 g,en quantité élevée,,+146%,515 kj(123 kcal),+149%,+559%,"1,3",+444%,-63%,"0,4",-67%,-14%,"1,9",+121%,"0,76",+121%,5,,C,,,,,,,,,,,,,,,,,,,,,
1050,Duo de flageolets verts et haricots verts coupés - Saint Eloi - 400g,3250391542345,['Saint Eloi'],,['France'],"['Légumes ', 'haricots verts coupés ', '31%', 'flageolets verts ', '21%', 'eau,sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",217,?,0,"7,3","2,9",,400 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve']",['Intermarché'],0 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en faible quantité,0.8 g,en quantité modérée,-22%,,217 kj(52 kcal),-23%,-100%,"0,1",-25%,-14%,"0,6",-62%,-30%,"0,8",+24%,"0,32",+24%,-6,,A,,,,,,,,,"['Conserve', 'Acier']",,,"['EMB 56119B', 'Locoal-Mendon (Morbihan, France)']",,3,,Mélange de flageolets verts et haricots verts coupés,,,,,
1051,"Préparation Pour Moelleux Nature, La Boite De - Chabrior",3250391546060,['Chabrior'],,['France'],[],[],?,384,"2,4","85,7",4,,,,['Intermarché'],,,,,,,,,,,1607 kj(384 kcal),,,"1,7",,,"52,2",,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,
1052,Pavé de Saumon - Intermarché,3250391555086,['Intermarché'],,['France'],[],[],?,209,"14,2",0,"20,3",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,14.2 g,en quantité modérée,2.7 g,en quantité modérée,0 g,en faible quantité,0.4 g,en quantité modérée,,+10%,874 kj(209 kcal),+10%,+20%,"2,7",+33%,-100%,0,-100%,+0%,"0,4",+10%,"0,16",+10%,0,,B,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,"['FR 62.160.722 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,,,,,,,,
1053,Pate brisée - Netto - 230g,3250391556397,['Netto'],,['France'],"['Farine de blé ', 'UE/non UE', 'eau', 'beurre concentré ', 'lait', ' ', 'UE/non UE', ' 17,8%', 'alcool éthylique', 'sel', 'jus de citron concentré', 'levure désactivée']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,371,18,"45,4",6,,230 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'en:baked-shortcrust-pastry']",,18 g,en quantité modérée,12.6 g,en quantité élevée,2 g,en faible quantité,0.93 g,en quantité modérée,,-2%,1552 kj(371 kcal),-2%,-7%,"12,6",+29%,+7%,2,-13%,+1%,"0,93",-10%,"0,372",-10%,17,+6%,D,+6%,,,,,,,,,,,,['E1510 - Éthanol'],3,"['Gluten', 'Lait']",,,,,,
1054,Adelie Col Noug Caramel,3250391571321,['Adelie'],['Fabriqué en France'],['France'],"['Pour la Belgique : Votre avis nous intéresse', ""n'hésitez pas à nous écrire : Service Consommateurs ADÉLIE WM,intermarche,be Indiquer les dates et codes figurant sur cet emballage"", '@GEZOUTEN BOTER KARAMEL IJS 34% US NOUGAT 33,9%', 'MELKCHOCOLADEOMHULLING 30', 'STUKJESAMANDEL NOUGAT 2%', 'INGREDIÉNTEN : water', 'suiker', 'cacaoboter', 'plantaardig vet ', 'kokosnoot', 'lactose* en melkeiwitten', 'nougat pasta ', 'amandelen', 'ei', 'gezouten boter* karamel 2,7%', 'mageremelkpoeder', 'glucosestroop', 'cacaomassa', 'granen amandel nouga 2% ', '0,6% amandelen', 'ei', 'melkvet', 'wei*', 'emulgatoren: lecithine ', 'soja', 'E471', 'E476', 'stabilisatoren: guargom johannesbroodpitmeel', 'kleur: El 50c', 'aroma', 'ZOUt', '* waarvan melk', 'Eventuele sporen van glutenbevattende granen en andere noten', 'INFORMATIE: Ten minste houdbaar tot / Lotnr,: zie op de ziikant van de verpakking', 'bil - 180C tot aan de op de ziikant van de doos aangegeve Bewaarcondities: Verscheidene maanden houdbaar in de vriezer datum', 'NA NIET OPNIEUW INVRIEZEN', 'CONSUMENTENDIENST ADÉLIE: Uw mening interesseert ons', 'Aarzel niet te schriiven naar: www,intermarche,be Vermeld de data en de codes op de verpakking', '@ GELADO DE CARAMELO 34%', 'GELADO DE NOGADO 33,904 COBERTURA DE CHOCOLATE DE LEITE 30,1% COM PEDAÇOS O NOGADO COM AMÊNDOAS 2%', 'INGREDIENTES: Agua', 'açücar', 'manteiga de cacau,• matéria gorda vegetat ', 'coco', 'lactose* e proteinas do leite', 'pasta nogado 3% ', 'amêndoas', 'ovo', 'caramelo 2,7% ', 'leite', 'leite em pé magro', 'xarope de glucose', 'pasta de cacau', 'pedaços nogado com amêndoas 2% ', 'amêndoas ovo', 'matéria gorda do leite', 'lactossoro*', 'emulsionantes: lecitinas ', 'so• E471', 'E476', 'estabilizadores: goma de guar', 'farinha de sementes de alfarroba', 'corante: El 50c', 'aroma', 'sal', '* dos quais leite', 'Pode conter vestigios de glüten e outros frutos de casca riia', 'INFORMAÇÔES: Consumir de preferência antes de : ver na lateral da embatagem', 'CONSERVAÇÂO: Pode ser conservado vérios meses no congelador *** a - 180C até à data de durabilidade minima indicada no lateral da embalagem', 'NÂo VOLTARA CONGELAR UMA VEZ INICIADO O PROCESSO DE DESCONGELAÇÂO', 'SERVIÇO DE APOIO AO CONSUMIDOR ADÉLIE: A sua opiniâo interessa-nos', 'Ndo hesite em contactar o nosso Serviço de Apoio ao Consumidor ADÉLIE Apartado 159 Bugalhos - 2384-004 Alcanena - Portugal', 'Por favor', 'indique na sua carta as datas e cédigos que figuram na embalagem,']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,318,"17,6",35,"3,1",B,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",['Intermarche'],17.6 g,en quantité modérée,12.8 g,en quantité élevée,30 g,en quantité élevée,0.406 g,en quantité modérée,,+36%,1331 kj(318 kcal),+37%,+50%,"12,8",+68%,+25%,30,+28%,-2%,"0,406",+171%,"0,162",+171%,20,+49%,E,+49%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Carton', 'surgelé']",,['France'],"['EMB 35360C', 'Vitré (Ille-et-Vilaine, France)']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",4,"['Œufs', 'Lait', 'Fruits à coque', 'Soja']",,,,,,
