,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,labels,traceability_code,additives,allergens,nova_score,quantity,packaging,palm_ingredients,generic_name,manufacturing,ingredients_origins,link
48,Smoothie,4100060027354,,,,['France'],[],[],,,,,,,,,?,,53,,222 kj(53 kcal),,0,,0,,12,,11,,0,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
49,Alwa apfel-kirsch-schorle,4100120017073,,,,['France'],[],[],,,,,,,,,?,,24,,100 kj(24 kcal),,"0,5",,"0,1",,"5,8",,"5,6",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
50,Becks Palette Ale,4100130002403,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Hitschler Veggie Lovelies,4100250005223,,['Hitschler'],,['France'],"['sirop de g!ucose', 'sucre', '20% jus de fruits à base ps de rrcentrés ', 'pomme', 'citaron', 'pêche', 'fraise', 'mûre sauvage', ""p de citron naturels colorants d'acidité: tripotassiumcifrat"", ' arômes nature:si alimentaires ', 'concentrés de carotte', 'et denrobage: cire de carnauba,']","['Végétalien', 'Végétarien']",,,,,,,,,?,,348,,1456 kj(348 kcal),,0,,0,,86,,37,,0,,"0,06",,"0,024",,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,['E903 - Cire de carnauba'],,4,,,,,,,
52,Softi,4100250051800,,,,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,"7,7",,"4,4",,86,,62,,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Tattoo-Bar - Hitschler,4100250051817,,['Hitschler'],,['France'],[],[],,,,,,,,,?,,426,,1782 kj(426 kcal),,"7,7",,"4,4",,86,,62,,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Chipolata,4100250052135,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],17 g,en quantité modérée,6.8 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,217,-9%,908 kj(217 kcal),-9%,17,-10%,"6,8",-6%,1,-15%,"0,5",-21%,15,-3%,"1,5",-17%,"0,6",-17%,14,-16%,D,-16%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,['Sans colorants'],,,,,,,,,,,
55,Sour HITSCHIES - Hitschler - 780g,4100250059042,,['Hitschler'],,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,"6,2",,"3,5",,"86,6",,"66,6",,"1,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,780 g,,,,,,
56,Hitschies cola acidulé (300 pcs),4100250059097,,,,['France'],[],[],,,,,,,,,?,,398,,1665 kj(398 kcal),,"5,8",,"3,3",,85,,65,,"1,5",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,
57,Bonbon Billes Bubble Gum Sachet De 2.5kg,4100250080176,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,82,,73,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
58,"H-Milch 0,3%, entrahmt, ultrahocherhitzt, MUH - 1l.",4100290004118,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,1 l.,['Carton'],,,,,
59,Barbecue Sauce Bio,4100470162478,B,,"['Epicerie', 'Sauces', 'Sauces barbecue']",['France'],[],[],0.1 g,en faible quantité,0.01 g,en faible quantité,30 g,en quantité élevée,2.8 g,en quantité élevée,?,,143,-8%,598 kj(143 kcal),-9%,"0,1",-90%,"0,01",-93%,"33,1",+6%,30,+15%,"1,1",+23%,"2,8",+39%,"1,12",+39%,17,+17%,D,+17%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,['Bio'],,,,,,,,,,,
60,Bio Agaven dicksaft Im Spender - LIHN,4100520027061,,['LIHN'],,['France'],"['100% konzentrierter Agavensaft*', ' *aus kontrolliert biologischem Anbau']",[],,,,,,,,,?,,308,,1289 kj(308 kcal),,0,,0,,77,,72,,0,,"0,03",,"0,012",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
61,Kokosmilch - Wan Kwai - 400ml,4100650191045,B,['Wan Kwai'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",['France'],[],[],15.9 g,en quantité élevée,14.1 g,en quantité élevée,2 g,en faible quantité,0.1 g,en faible quantité,664,+0%,158,0%,664 kj(158 kcal),+1%,"15,9",+2%,"14,1",+4%,"2,4",-13%,2,+19%,"1,2",-6%,"0,1",+37%,"0,04",+37%,11,+16%,D,+16%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,,,,,,400 ml,['Dose'],,,,,
62,Chi Pure Coconut Water 330ml,4100910955158,,,,['France'],[],[],,,,,,,,,?,,19,,79 kj(19 kcal),,0,,0,,"4,8",,"3,8",,0,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,
63,Edel Würzig (4.9%) - Holsten - 33cl,4101010007389,C,['Holsten'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières allemandes', 'Bières ambrées']",['France'],"['Eau', ""malt d'orge"", 'houblon']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,39,+11%,163 kj(39 kcal),+9%,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Noz'],"['Déconseillé aux femmes enceintes', ""Don't drink & drive""]",,,['Gluten'],3,33 cl,"['Bouteille', 'Verre']",,,,,https://www.holsten-pilsener.de/start.html
64,Daddy sucré extra fin,4101034734209,,['Daddy'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Waldmeister Bowle - Gerstacker - 1l,4101080009504,,['Gerstacker'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,1l,,,,,,
66,barre amandes caramelisees 5 cereales - LU - 6,4101171082829,,['LU'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
67,Farine fluide - Tablier blanc - 750g,4101178607407,,['Tablier blanc'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,750g,,,,,,
68,Golden minis - Nestle  - 375g,4101273893705,,['Nestle'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,375g,,,,,,
69,4101289550470,4101289550470,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Mini-sacher - Kuchenmeister - 100g,4101540701351,,['Kuchenmeister'],,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,19,,11,,56,,44,,"5,7",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,100 g,,,,,,
71,Schluender Zitronen Kuchen,4101540704550,,,,['France'],[],[],,,,,,,,,?,,436,,1824 kj(436 kcal),,23,,13,,53,,33,,5,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,
72,Gateau Kiwi,4101540704611,,,,['France'],[],[],,,,,,,,,?,,414,,1732 kj(414 kcal),,19,,11,,57,,34,,"4,6",,"0,65",,"0,26",,,,,,,,,,,,,,['Halal'],,,,,,,,,,,
73,Kuchenmeister Stollen De Noël 500 GR - 500g,4101540707353,,['Kuchenmeister'],,['France'],"['farine de blé', '27% raisins secs', 'huile de palnte*', 'sucre', 'dextrose', 'sirop de glucose-fructose', 'huile colza', ""écorces d'oranges"", '1,5% citrons', 'huntectant: sorbitols', ' Ne ""lé', 'levure', ""épi ulsifiants: Frides Il'lltil?'s gras"", '""tonc stéati', ""l'l - "", 'naturel', 'sel', 'huile lie painte totalentent hydrogénée ? ', ' ', "" ? huile de paltne certifiée durable'"", "" Ce produit peut contenir des traces 'le fruits à C011tzeS"", 'dl ioenfs et ile']",[],,,,,,,,,?,,389,,1628 kj(389 kcal),,15,,"7,4",,58,,37,,"4,5",,"0,44",,"0,176",,,,,,,,,,,,,,,,['E420 - Sorbitol'],['Gluten'],4,500 g,,,,,,
74,Kuchenmeister Bratapfelstollen 200G - 200g,4101540707476,,['Kuchenmeister'],,['France'],"['Stollerz rnit IIOZo Edel-Marzipat1fii11ung und getroclcneten Apfelstiiclcen Zutaten: Weizenmehl', '19 % Rosinen', 'Palmfett*', 'Zucker', 'Dextrose', 'Glukose - Fruktose-Sirup', 'Mandeln', 'getrocknete Apfelstücke', 'Rapsôl', 'Hefe', 'Feuchthaltemit - tel: Sorbit', ' Weizenstiirke r Mono - und Diglyceride von Speisefett - sâuren', 'Natriumstearovl-2-lactylat', ' natürliches Aroma', 'Salz', 'Zimt', 'Reismehl', 'ganz gehârtetes Palmfett*', ' *zertifiziertes nachhaltiges Palmôl', ' Dieses Produlct kann Spuren von weiterelt Schalenfrüchten', 'Ei und Milcltprodultten enthalten', ' Trocketl lagern', 'vor Würme schiitzen']",[],,,,,,,,,?,,401,,1678 kj(401 kcal),,19,,"8,7",,52,,34,,"4,4",,"0,28",,"0,112",,,,,,,,,,,,,,,,,,4,200 g,,,,,,
75,"Kinder Hörnchen, Mit Nougat Creme Gefüllt",4101540709555,,,,['France'],[],[],,,,,,,,,?,,484,,2025 kj(484 kcal),,28,,11,,51,,23,,"6,4",,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,,,,
76,Rocher coco choco -,4101540709630,C,,"['Biscuits et gâteaux', 'Pâtisseries', 'Rochers à la noix de coco']",['France'],[],[],27 g,en quantité élevée,24 g,en quantité élevée,33 g,en quantité élevée,0.22 g,en faible quantité,?,,492,+10%,2059 kj(492 kcal),+10%,27,+15%,24,+17%,50,-3%,33,-24%,"5,5",+29%,"0,22",+49%,"0,088",+49%,23,+2%,E,+2%,73.2%,12.2%,5.9%,5.6%,3.1%,0.0%,74,,,,,,,,,,,,,
77,"Feinste Baumkuchen Spitzen, Mit Orangengeschmack I... - Kuchenmeister",4101540712913,,['Kuchenmeister'],,['France'],"['oeufs', 'sucre', 'beurre concentré', 'beume de cacao', 'sirop de glucose-fmctose', 'antidon de ble', 'liqueur ', 'torange', 'farine de blé', 'lait entier en poudre', 'hutnectant: glycérol', ' produit à base de lactosérum', 'pâte de cacao', 'arnandes', 'arôtne naturel', ""éntulsifiants: et diglycéfides d'acides gras"", 'lécithines', "" corecteur d'acidité: acétates de sodiutn"", ' sel', ' Ce produit peut contenir des traces de noisettes']",['Non végétalien'],,,,,,,,,?,,493,,2063 kj(493 kcal),,28,,18,,50,,40,,5,,"0,25",,"0,1",,,,,,,,,,,,,,['Fabriqué en Allemagne'],,"['E422 - Glycérol', 'E322 - Lécithines']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,,,,,,,
78,premium stollen - kuchenmeister,4101540759246,,['Kuchenmeister'],,['France'],"['CO Gâteau de Noël avec 29 % de fourrageQu pavot', ' ln dients:farinecieblé', ""huile de palme'"", '12 % raisins secs', '10 % graines de pavot', 'sucre', 'sirop de glucose-fructose', 'humectants', ' sorbitols', 'g huile de colza', 'levure', 'oeufs', 'lactosérum doux en poudre', ""écorces d'oranges"", ""noyaux d'abricots"", 'écorces de cédra', 's', ' midon citrons', 'amidon', ""émulsifiants: mono- et diglycérides d'acides gras"", ""stéaroyl-2•lactylate de sodium,' sel"", 'arôme naturel', ' uile alrrie certifiée durable', ' Ce produit peut contenir des traces de fruits à coques', "" A conserver au sec et à l'abri de la chaleur""]","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,423,,1770 kj(423 kcal),,23,,"9,7",,47,,27,,"6,5",,"0,45",,"0,18",,,,,,,,,,,,,,,,"['E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Œufs', 'Fruits à coque']",4,,,['Huile de palme'],,,,
79,Mozart Kugeln,4101730002268,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']","['France', 'Allemagne']",[],[],30.1 g,en quantité élevée,11.5 g,en quantité élevée,51.2 g,en quantité élevée,0.1 g,en faible quantité,?,,515,-3%,2155 kj(515 kcal),-2%,"30,1",-6%,"11,5",-34%,"51,2",-2%,"51,2",+8%,"8,3",+41%,"0,1",-35%,"0,04",-35%,26,+7%,E,+7%,,,,,,,,,,,,,,,,,,,,
80,Constanze & w. Amadeus Mozart,4101730003463,,,,['France'],[],[],,,,,,,,,?,,512,,2142 kj(512 kcal),,"29,3",,"10,8",,"52,7",,"49,7",,"8,2",,"0,063",,"0,025",,,,,,,,,,,,,,,,,,,,,,,,,
81,Reber Mozart-herzl,4101730003876,,['Reber'],,['France'],[],[],,,,,,,,,?,,513,,2146 kj(513 kcal),,"30,6",,"14,3",,"51,4",,"46,7",,"7,8",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,
82,Reber Mozart-chocolade Pistazienmarzipan & Edelnougat,4101730040024,,['Reber'],,['France'],"['Sugar', 'cocoa butter', 'whole milk powder', 'cocoa mass', 'ha - zelnuts ', '27% in hazelnut - praline', 'lactose', 'almonds ', '29% in pistachio marzi - pan filling', 'invert sugar syrup', 'pistachios ', '3% in pistachio marzipan fill - ing', 'cream powder', 'pure butterfat', 'humectant ', 'sorbitol', 'invertase', 'emul - sifier sunflower lecithins', 'alcohol', 'fruit brandy', ' Keep cool and dry! Contains milk and tree nuts', ' May contain traces of wheat', 'egg and soya', ' Manufactured by:']",['Non végétalien'],,,,,,,,,?,,570,,2385 kj(570 kcal),,"37,5",,20,,55,,"42,5",,5,,0,,0,,,,,,,,,,,,,,"['Agriculture durable', 'Pur beurre de cacao', 'en:UTZ Certified']",,"['E420 - Sorbitol', 'E1103 - Invertase', 'E322 - Lécithines']","['Lait', 'Fruits à coque']",4,,,,,,,
83,Baguette Salami - 200g,4101820009382,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,
84,Celliflore - JUVA SANTE - 25sachets,4102288777868,,['JUVA SANTE'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,25 sachets,,,,,,
85,Fass Brause - Bitburger,4102430049676,,['Bitburger'],,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,0,,0,,"5,8",,"5,5",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
86,Mate - Mate O - 330ml,4102610507873,,"['Mate O', 'Mate Argentino']","['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons énergisantes', 'Boissons avec sucre ajouté']",['France'],"['Eau', 'sucre', 'gaz carbonique', 'extrait de maté', 'acidifiant acide citrique E330', 'arôme naturel de maté', 'antioxydant acide ascorbique E300', 'caféine']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,5 g,en quantité modérée,0.01 g,en faible quantité,90,-40%,?,,90 kj(22 kcal),-40%,"< 0,5",+652%,"< 0,1",+333%,"5,1",-36%,5,-31%,"< 0,5",+245%,"< 0,01",-91%,"0,004",-91%,7,-35%,D,-35%,,,,,,,,,['Point Vert'],,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",,4,330 ml,"['Canette', 'Aluminium', 'Metal']",,"Boisson rafraîchissante aux extraits naturels de maté, ayant des propriétés tonifiantes.",,,http://mate-argentino.com/mate-o-fr.html
87,Mate sparkling mate - Mateo Arentino,4102610508207,,['Mateo Arentino'],,['France'],"['Eau', 'sucre', 'gaz carbonique', 'extraits de maté', 'acidifiant acide citrique E 330', 'arôme naturel de maté', 'antioxydants acide ascorbique E300', 'caféine']",[],,,,,,,,,?,,87,,364 kj(87 kcal),,"0,2",,"0,1",,"5,1",,5,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,['Arômes naturels'],,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",,4,,,,,,,
88,Confeti Tropical Cocos,4102610508214,,,,['France'],[],[],,,,,,,,,?,,61,,255 kj(61 kcal),,0,,0,,15,,15,,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
89,Thunfisch Filets in Sonnenblumenöl - La Paloma - 140g,4102670000437,,['La Paloma'],['de:Thunfisch filets'],"['France', 'Allemagne']",[],[],13 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,0.98 g,en quantité modérée,?,,214,,895 kj(214 kcal),,13,,"1,4",,"0,5",,"0,5",,25,,"0,98",,"0,392",,2,,B,,,,,,,,,,,,,,,140g,,,,,,
90,4103020149059,4103020149059,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Mandeln gemahlen - Atco - 200g,4103520001109,,['Atco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']","['Danemark', 'France', 'Allemagne', 'Suède']",['Mandeln'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",53 g,en quantité élevée,4.5 g,en quantité modérée,5.6 g,en quantité modérée,0.01 g,en faible quantité,2557,-1%,?,,2557 kj(611 kcal),-2%,53,-1%,"4,5",+7%,"5,7",-34%,"5,6",+33%,24,+3%,"< 0,01",-61%,"0,004",-61%,2,-64%,B,-64%,,,,,,,,['Norma'],,,,['Fruits à coque'],1,200g,"['Kunststoff', '05 PP']",,gemahlene Mandeln,,,
92,Cubes rough cut - Sun sugar - 500g,4103520008146,,['Sun sugar'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,
93,"Kronen - 0,5l",4103660630023,,,['Epicerie'],['France'],"['Alcool 4,8 %']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0,-100%,?,,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,"0,5 l",,,,,,
94,ORANGEN Vergnügen,4103840011116,,,,['France'],[],[],,,,,,,,,?,,141,,590 kj(141 kcal),,5,,"3,3",,"18,5",,"17,4",,"5,5",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,
95,Joyce Cranberry,4103990006628,,,,['France'],[],[],,,,,,,,,?,,22,,92 kj(22 kcal),,0,,0,,"4,9",,"4,9",,0,,"0,005",,"0,002",,,,,,,,,,,,,,,,,,,,,,,,,
96,Yaourt Fleur De Sureau 500G - Andechser Natur,4104060025204,,['Andechser Natur'],,['France'],[],[],,,,,,,,,?,,92,,385 kj(92 kcal),,3,,"1,9",,"12,4",,"11,6",,"3,7",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,
97,"YAOURT CHOCOLAT VELOUTE 3,7%MG - Andechser Natur",4104060026942,D,['Andechser Natur'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux copeaux de chocolat']",['France'],[],[],8 g,en quantité modérée,5.1 g,en quantité élevée,12.3 g,en quantité modérée,0.13 g,en faible quantité,?,,138,0%,577 kj(138 kcal),+0%,8,+32%,"5,1",+28%,13,-14%,"12,3",-13%,"3,4",0%,"0,13",+21%,"0,052",+21%,6,+5%,C,+5%,78.7%,11.7%,3.1%,4.1%,1.8%,0.5%,54,,,,,,,,,,,,,
98,Andechser yaourt â boire myrtille cassis - Andechser Natur,4104060029097,,['Andechser Natur'],,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,"0,1",,"0,05",,"11,8",,"11,3",,"2,8",,"0,1",,"0,04",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'Agriculture UE/Non UE']",['DE BY-117 EG'],,,,,,,,,,
99,Les petits yaourts bio mangue - Andechser Natur,4104060030604,,['Andechser Natur'],,['France'],[],[],,,,,,,,,?,,105,,439 kj(105 kcal),,3,,2,,"14,8",,"14,3",,"4,6",,"0,13",,"0,052",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001']",,,,,,,,,,,
100,Bio-fruchtquark - Andechser Natur,4104060031588,,['Andechser Natur'],,['France'],[],[],,,,,,,,,?,,110,,460 kj(110 kcal),,"3,1",,"1,9",,"13,3",,"12,7",,"6,8",,"0,08",,"0,032",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
101,"Hintz Cacao Powder,100G - 100g",4104220122019,,,,['France'],[],[],,,,,,,,,?,,227,,950 kj(227 kcal),,11,,1,,10,,1,,22,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,
102,Königsbacher Pils - 50cl,4104390017238,C,['Königsbacher'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",['France'],"['eau', ""malt d'orge"", 'extrait de houblon']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Franprix'],,,,['Gluten'],3,50 cl,['bouteille - verre'],,,"['Koblenz', 'Allemagne']",,
103,Alnatura,4104420007482,,['Alnatura'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
104,Pilz cremesuppe - alnatura - 43g,4104420016620,,['Alnatura'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Soupes', 'Veloutés', 'Veloutés de champignons']",['France'],[],[],0.5 g,en faible quantité,0.4 g,en faible quantité,1.1 g,en faible quantité,1 g,en quantité modérée,?,,24,-40%,100 kj(24 kcal),-42%,"0,5",-75%,"0,4",-59%,"4,5",+3%,"1,1",+44%,"1,3",+26%,1,+42%,"0,4",+42%,-1,,A,,,,,,,,,,"['Bio', 'Bio Suisse', 'Agriculture UE/Non UE']",,,,,43g,,,,,,
105,Gold Leinsamen - Alnatura,4104420016842,,['Alnatura'],,['France'],"['leinsamen Alnatura Goldleilxs', ' KohlenY se men ist eine Varian• te der Leinsaat', 'die Eich durch einen mit- Ballastst']",[],,,,,,,,,?,,471,,1971 kj(471 kcal),,"30,9",,3,,0,,0,,"28,8",,"0,15",,"0,06",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
106,Alnatura Sesam Ungeschält,4104420017108,,['Alnatura'],,['France'],[],[],,,,,,,,,?,,600,,2510 kj(600 kcal),,?,,"7,6",,?,,0,,"20,9",,"0,11",,"0,044",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
107,Bulgur bio - Alnatura,4104420018488,,['Alnatura'],,['France'],[],[],,,,,,,,,?,,342,,1431 kj(342 kcal),,"1,5",,"0,3",,"66,8",,2,,"10,6",,"0,06",,"0,024",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
108,"Dinkel Schnellkochend, öko - Alnatura",4104420018587,,['Alnatura'],,['France'],"[""Épeautre* *de l'agriculture biologique Peut contenir des traces d'amande"", 'noisette et sésame', ' Peut contenir des graines de sosa isolées', "" Préparation: P acer 125 g d'épeautre dans 2 volumes d'eau salée et laisser cuire env"", ' 20 minutes', ' Provenance/']","['Végétalien', 'Végétarien']",,,,,,,,,?,,337,,1410 kj(337 kcal),,"2,4",,0,,0,,0,,13,,"0,08",,"0,032",,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien', 'en:The Vegan Society']",,,['Fruits à coque'],,,,,,,,
109,Alnatura,4104420021600,,['Alnatura'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
110,Feigen Alnatura - 500g,4104420024700,,['Alnatura'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,500 g,,,,,,
111,ITALIENISCHE KRAEUTER - Alnatura - 35g,4104420028326,,['Alnatura'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Alnatura'],"['Bio', 'Bio européen', 'DE-ÖKO-001', 'Fabriqué en Allemagne']",,,,,35 g,,,,,,
112,Bolognesesauce - Alnatura,4104420028562,,['Alnatura'],,"['France', 'Suisse']",[],[],,,,,,,,,356,,?,,356 kj(85 kcal),,"2,5",,"0,3",,"9,2",,8,,"5,8",,"1,6",,"0,64",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-006', 'AB Agriculture Biologique']",,,,,,,,,,,
113,Delikatess Senf Mittelscharf - Alnatura - 190ml,4104420031906,B,['Alnatura'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']","['France', 'Allemagne']",[],[],6.7 g,en quantité modérée,0.4 g,en faible quantité,1.1 g,en faible quantité,4 g,en quantité élevée,?,,102,-40%,427 kj(102 kcal),-40%,"6,7",-38%,"0,4",-51%,"1,1",-84%,"1,1",-72%,"6,4",-3%,4,-15%,"1,6",-15%,6,-48%,C,-48%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,190ml,,,,,,
114,Barre à l'amarante - Alnatura,4104420052581,,['Alnatura'],,['France'],[],[],,,,,,,,,?,,424,,1774 kj(424 kcal),,13,,"2,9",,63,,33,,11,,"0,1",,"0,04",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
