,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,eco_score,labels,traceability_code,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,nutriment_salt_tr,nutriment_sodium_tr,quantity,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,manufacturing,link,allergens,nova_score,markets,generic_name,packaging,additives,brand_owner,palm_ingredients
643,La crème glacée vanille cookie dough - Franprix,3263856748312,,['France'],[],[],,,,,,,?,,233,,975 kj(233 kcal),,11,,"7,6",,29,,24,,"4,5",,,,,,,,,,,,['Franprix'],"0,21","0,084",,,,,,,,,,,,,,,,,,,,
644,Tortellini al prosciutto crudo,7001246465830,['it:Tortellini al prosciutto'],['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Magret de canard - Au sel - Saumure - Lot de 3,2685302081476,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,0,0,,0 g,en faible quantité,-100%,-100%,,,,,,,,,,,,,,,
646,Andouille de guemene,2417248027757,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,,,,,,,,,,,,,,,,,,,,
647,Jambon supérieur sans couenne 4 tranches,2273695025063,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon sans couenne']",['France'],[],[],3 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,?,,111,-16%,464 kj(111 kcal),-15%,3,-38%,"1,2",-35%,1,+49%,"0,5",-16%,20,-5%,E,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,"2,1","0,84",,2.1 g,en quantité élevée,+12%,+12%,11,+56%,D,+56%,,,,,,,,,,,
648,Beignet parfum choco-noisette,0260264019617,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",['France'],[],[],28 g,en quantité élevée,3.5 g,en quantité modérée,24 g,en quantité élevée,?,,545,+26%,2280 kj(545 kcal),+26%,28,+8%,"3,5",-72%,65,+53%,24,+53%,"7,3",+13%,D,,,77.1%,13.7%,3.6%,3.5%,1.9%,0.0%,52,,"1,2","0,48",,1.2 g,en quantité modérée,+15%,+15%,19,-12%,E,-12%,,,,,,,,,,,
649,Bavette aloyau,0240029063697,"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,,,,,,,,,,,,,,,,,,,
650,Chipolatas x6,2940025003670,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],25.6 g,en quantité élevée,9.7 g,en quantité élevée,0.5 g,en faible quantité,?,,290,+21%,1213 kj(290 kcal),+21%,"25,6",+35%,"9,7",+34%,"0,8",-32%,"0,5",-21%,"14,4",-6%,E,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,"2,5",1,,2.5 g,en quantité élevée,+39%,+39%,22,+33%,E,+33%,,,,,,,,,,,
651,Haricots verts très fins - Transgourmet,3554983002065,,['France'],[],[],,,,,,,?,,24,,100 kj(24 kcal),,"0,3",,"0,1",,"2,4",,"0,6",,"1,6",,,,,,,,,,,,['Transgourmet'],"0,64","0,256",,,,,,,,,,,,,,,,,,,,
652,Magret de canard cru,2209030005131,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],29 g,en quantité élevée,9.8 g,en quantité élevée,0.5 g,en faible quantité,?,,334,-2%,1397 kj(334 kcal),-2%,29,-1%,"9,8",-2%,"1,3",+4%,"0,5",-25%,17,-5%,E,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,"0,13","0,052",,0.13 g,en faible quantité,-92%,-92%,13,-29%,D,-29%,,,,,,,,,,,
653,Chipolatas aux herbes,0204903035620,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,0,0,,0 g,en faible quantité,-100%,-100%,,,,,,,,,,,,,,,
654,Chipolatas,0207588055495,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,
655,Pavé de saumon rose du Pacifique - La table des pêcheurs - 440g,3270120608272,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",['France'],[],[],2.2 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,?,,104,-45%,435 kj(104 kcal),-45%,"2,2",-81%,"0,4",-80%,0,-100%,0,-100%,21,+4%,E,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,['La table des pêcheurs'],"0,2","0,08",440 g,0.2 g,en faible quantité,-45%,-45%,-4,,A,,,,,,,,,,,,
656,Confiture de lait beurre salé - fr:Confiture de lait,3700422210151,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",['France'],[],[],11 g,en quantité modérée,7.1 g,en quantité élevée,50 g,en quantité élevée,?,,327,+10%,1368 kj(327 kcal),+10%,11,+99%,"7,1",+119%,51,-7%,50,-2%,"6,7",+3%,B,,,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,['Confiture de lait'],"0,71","0,284",,0.71 g,en quantité modérée,+110%,+110%,24,+45%,E,+45%,,,,,,,,,,,
657,Chipolatas chèvre saveur miel,2211035088842,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,
658,Le sablé citron,,['Sablés au citron'],['France'],[],[],22.8 g,en quantité élevée,14.7 g,en quantité élevée,30.6 g,en quantité élevée,?,,508,,2125 kj(508 kcal),,"22,8",,"14,7",,"69,7",,"30,6",,"6,1",,,,,,,,,,,,,"0,62","0,248",,0.62 g,en quantité modérée,,,24,,E,,,,,,,,,,,,
659,Huile vierge de noix,3760273960063,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix', 'Huile vierge de noix']",['France'],[],[],100 g,en quantité élevée,9.5 g,en quantité élevée,0.1 g,en faible quantité,?,,890,+1%,3724 kj(890 kcal),+1%,100,+2%,"9,5",+1%,"0,1",+1114%,"0,1",+2790%,"0,1",+1495%,D,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,0,0,,0 g,en faible quantité,-100%,-100%,5,-7%,C,-7%,,,,,,,,,,,
660,Magret de canard cru,2209030006916,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],29 g,en quantité élevée,9.8 g,en quantité élevée,0.5 g,en faible quantité,?,,334,-2%,1397 kj(334 kcal),-2%,29,-1%,"9,8",-2%,"1,3",+4%,"0,5",-25%,17,-5%,E,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,"0,13","0,052",,0.13 g,en faible quantité,-92%,-92%,13,-29%,D,-29%,,,,,,,,,,,
661,Taboule à l'orientale,2280759017513,"['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']",['France'],[],[],7.6 g,en quantité modérée,0.6 g,en faible quantité,2.6 g,en faible quantité,?,,165,-7%,690 kj(165 kcal),-7%,"7,6",+12%,"0,6",-15%,20,-15%,"2,6",-36%,"3,4",-21%,B,,,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,"1,3","0,52",,1.3 g,en quantité modérée,+37%,+37%,5,+87%,C,+87%,,,,,,,,,,,
662,Chipolatas,3471130000548,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],25 g,en quantité élevée,9 g,en quantité élevée,0.6 g,en faible quantité,?,,289,+21%,1209 kj(289 kcal),+21%,25,+32%,9,+25%,"1,4",+20%,"0,6",-5%,14,-9%,E,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,"1,6","0,64",,1.6 g,en quantité élevée,-11%,-11%,18,+8%,D,+8%,,,,,,,,,,,
663,Chipolatas,3760001978551,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],24.4 g,en quantité élevée,4.5 g,en quantité modérée,0.9 g,en faible quantité,?,,283,+18%,1184 kj(283 kcal),+18%,"24,4",+29%,"4,5",-38%,"1,7",+45%,"0,9",+42%,"14,48",-6%,E,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,2,"0,8",,2 g,en quantité élevée,+11%,+11%,15,-10%,D,-10%,,,,,,,,,,,
664,Thé glacé happé green - Dammann Frères - 30g,3259920042240,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",['France'],[],[],,,,,,,?,,1,-92%,4 kj(1 kcal),-92%,0,-100%,0,-100%,"0,2",-91%,0,-100%,"0,1",-52%,B,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Dammann Frères'],0,0,30 g,,,-100%,-100%,1,-76%,B,-76%,,,,,,,,,,,
665,Tournedos dans le filet - Charal,0292451064810,"['Viandes', 'Bœuf', 'Tournedos de boeuf']",['France'],[],[],14 g,en quantité modérée,4.8 g,en quantité modérée,0 g,en faible quantité,?,,206,+15%,862 kj(206 kcal),+15%,14,+44%,"4,8",+21%,0,-100%,0,-100%,20,-0%,,,,,,,,,,,['Charal'],"0,18","0,072",,0.18 g,en faible quantité,-84%,-84%,1,-81%,B,-81%,,,,,,,,,,,
666,Chipos - Hiruak - 345g,2474762027168,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],"['chipolata supérieure Ingredients Viande de Parc Origine FRANCE', ' cel', 'eau daytrase', ""correcteur d'acidité : acetate de sodium"", 'épices', 'saccharoce', ' plante arómatique', ' antioxydant acide frythorbique', ' arômes naturels', 'boyau naturel Trace possible de seame', 'moutarde  céleri', 'gluten Lait neufs', ' sulfites']","['Non végétalien', 'Non végétarien']",11.9 g,en quantité modérée,5 g,en quantité modérée,0.96 g,en faible quantité,?,,14,-94%,59 kj(14 kcal),-94%,"11,9",-37%,5,-31%,"1,1",-6%,"0,96",+52%,"15,6",+1%,D,"['Viande Française', 'Viande Porcine Française']","['FR 64.024.003 CE', 'Anglet (Pyrénées-Atlantiques, France)']",86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,['Hiruak'],19,"7,6",345g,19 g,en quantité élevée,+956%,+956%,14,-16%,D,-16%,['France'],['France'],,['Anhydride sulfureux et sulfites'],4,,,"['sous vide', 'Frais']",['E262i - Acétate de sodium'],,
667,Boite de 10 madeleines Bio Citron - Biscuiterie Jeannette - 250g,3701005301860,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],[],27 g,en quantité élevée,18 g,en quantité élevée,27 g,en quantité élevée,1921,+3%,459.1,+4%,1921 kj(459 kcal),+4%,27,+18%,18,+160%,48,-9%,27,-2%,"6,5",+14%,B,['Bio'],,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['Biscuiterie Jeannette', 'Jeannette']","1,2","0,48",250 g,1.2 g,en quantité modérée,+48%,+48%,25,+36%,E,+36%,,,,"['Œufs', 'Gluten']",,,Boite de 10 madeleines bio citron 250g,,,,
668,Chipolatas,3278780511918,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,
669,Vinaigre balsamique,3760174581329,,['France'],[],[],,,,,,,?,,476,,1992 kj(476 kcal),,0,,0,,28,,25,,"0,5",,,['Fabriqué en Espagne'],,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
670,Magret de canard,2862977051038,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,
671,Magret de canard déjà salé,2376372002729,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],30 g,en quantité élevée,9.9 g,en quantité élevée,0.7 g,en faible quantité,?,,337,-1%,1410 kj(337 kcal),-1%,30,+2%,"9,9",-1%,"1,5",+20%,"0,7",+4%,16,-11%,E,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,"1,3","0,52",,1.3 g,en quantité modérée,-21%,-21%,18,-2%,D,-2%,,,,,,,,,,,
672,Andouille de Guémené,2210053005923,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,,,,,,,,,,,,,,,,,,,,
673,Fritons de canard,3760082241063,"['Friton de canard', 'Fritons de canard']",['France'],[],[],50 g,en quantité élevée,16 g,en quantité élevée,0.1 g,en faible quantité,?,,485,,2029 kj(485 kcal),,50,,16,,"0,4",,"0,1",,"9,5",,,,,,,,,,,,,"1,5","0,6",,1.5 g,en quantité modérée,,,22,,E,,,,,,,,,,,,
674,Chips de sarrasin aux oignons de Roscoff,3244444016198,['Chips de sarrasin'],['France'],[],[],5.5 g,en quantité modérée,0.8 g,en faible quantité,0.96 g,en faible quantité,?,,400,,1674 kj(400 kcal),,"5,5",,"0,8",,"74,1",,"0,96",,"13,6",,,,,,,,,,,,,"3,3","1,32",,3.3 g,en quantité élevée,,,14,,D,,,,,,,,,,,,
675,Magret de canard,2297557006205,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],33 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,?,,363,+7%,1519 kj(363 kcal),+7%,33,+13%,11,+10%,"0,6",-52%,"0,6",-10%,16,-11%,E,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,"0,1","0,04",,0.1 g,en faible quantité,-94%,-94%,14,-24%,D,-24%,,,,,,,,,,,
676,Vin rosé,3274440061700,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",['France'],[],[],,,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,D,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,,,,,,,,,,,
677,Thon albacore au naturel - Casino,08363747,"['Produits de la mer', 'Poissons', 'Thons', 'Thons tropicaux', 'Thons albacore', 'Thons albacore au naturel']",['France'],[],[],2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,?,,122,+5%,510 kj(122 kcal),+6%,2,+32%,"0,7",+49%,0,-100%,0,-100%,26,+3%,E,,,71.8%,6.5%,14.0%,6.7%,0.4%,0.5%,24,['Casino'],1,"0,4",,1 g,en quantité modérée,-8%,-8%,0,-100%,B,-100%,,,,,,['Casino'],,,,,
678,Café dégustation 100 % arabica grains,3415171030102,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['France'],[],[],,,,,,,?,,1,-98%,4 kj(1 kcal),-98%,0,-100%,0,-100%,"0,3",-96%,0,-100%,"0,2",-90%,,,,,,,,,,,,0,0,,,,-100%,-100%,,,,,,,,,,,,,,,
679,Gingembre - Naturevous,5605089300000,,['France'],[],[],,,,,,,?,,49,,205 kj(49 kcal),,"0,1",,"0,1",,10,,"8,5",,"0,9",,,,,,,,,,,,['Naturevous'],"0,1","0,04",,,,,,,,,,,,,,,,,,,,
680,Filet mignon mariné - Charal,0292420063233,,['France'],[],[],,,,,,,?,,155,,649 kj(155 kcal),,8,,"2,2",,"0,6",,0,,20,,,,,,,,,,,,['Charal'],1,"0,4",,,,,,,,,,,,,,,,,,,,
681,Jus de Mangue,59608042,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de mangue']",['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,5.7 g,en quantité modérée,?,,0,-100%,0 kj(0 kcal),-100%,"0,1",0%,0,-100%,"5,8",-53%,"5,7",-46%,"0,2",+10%,D,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,0,0,,0 g,en faible quantité,-100%,-100%,-6,-228%,B,-228%,,,,,,,,,,,
682,Andouille de guemené,2151518008021,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",['France'],[],[],66 g,en quantité élevée,8.16 g,en quantité élevée,0.56 g,en faible quantité,?,,223,-11%,933 kj(223 kcal),-10%,66,+227%,"8,16",-19%,"0,56",+49%,"0,56",+99%,19,+16%,E,,,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,"2,66","1,064",,2.66 g,en quantité élevée,+11%,+11%,20,-7%,E,-7%,,,,,,,,,,,
683,Eclair au café,3276551095995,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,C,,,75.9%,13.5%,4.8%,3.3%,2.5%,0.0%,64,,,,,,,,,,,,,,,,,,,,,,,
684,Veggie curry - Holle,7640161876828,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Aliments et boissons à base de légumes', 'Aliments pour bébé', ""Plats préparés d'origine végétale"", 'Dès 4 mois', 'Plats principaux pour bébé', 'Petit pots aux légumes avec féculents pour bébés dès 4/6 mois', 'Petits pots aux légumes pour bébés dès 4-6 mois', 'Petits pots pour bébé']",['France'],[],[],,,,,,,?,,1.6000000238419,-97%,7 kj(1 kcal),-96%,6,+376%,"1,1",+1000%,"2,4",-64%,"1,8",-10%,"0,1",-92%,B,"['Bio', 'Bio-dynamie', 'Demeter']",,48.6%,24.6%,10.6%,7.4%,6.2%,2.5%,93,['Holle'],,,,,,,,,,,,,,,,,,,,,,
685,Luberon vin rosé,3250392569426,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",['France'],[],[],,,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,D,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,,,,,,,,,,,
686,Lamelles d’encornets géants saumurés,2416851027680,['Encornet géant'],['France'],[],[],0.5 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,?,,45,,188 kj(45 kcal),,"0,5",,"0,2",,"0,5",,"0,5",,11,,,,,,,,,,,,,"1,4","0,56",,1.4 g,en quantité modérée,,,1,,B,,,,,,,,,,,,
687,Pommes de terre vapeur salade sautées,3760032217162,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Salades', 'Pommes de terre', 'Salades composées', 'Plats à base de pommes de terre', 'Salades de pommes de terre']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,C,,"['EMB 01231E', 'Manziat (Ain, France)']",72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,,,,,,,,,,,,,,,,,,,,,
688,Tentacules d'encornet géant,3367871110595,['Encornet géant'],['France'],[],[],0.7 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,?,,64,,268 kj(64 kcal),,"0,7",,"0,2",,"1,4",,0,,13,,,,,,,,,,,,,"0,55","0,22",,0.55 g,en quantité modérée,,,-3,,A,,,,,,,,,,,,
689,Petit fourré u,3256228242099,,['France'],[],[],,,,,,,?,,493,,2063 kj(493 kcal),,23,,8,,63,,38,,7,,,,,,,,,,,,,"0,4","0,16",,,,,,,,,,,,,,,,,,,,
690,Magret de canard,2351461003160,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],31 g,en quantité élevée,10 g,en quantité élevée,1.3 g,en faible quantité,?,,370,+9%,1548 kj(370 kcal),+9%,31,+6%,10,0%,"2,7",+116%,"1,3",+94%,20,+12%,E,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,"3,4","1,36",,3.4 g,en quantité élevée,+106%,+106%,23,+25%,E,+25%,,,,,,,,,,,
691,Magret de canard,2351461003184,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],31 g,en quantité élevée,10 g,en quantité élevée,1.3 g,en faible quantité,?,,370,+9%,1548 kj(370 kcal),+9%,31,+6%,10,0%,"2,7",+116%,"1,3",+94%,20,+12%,E,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,"3,4","1,36",,3.4 g,en quantité élevée,+106%,+106%,23,+25%,E,+25%,,,,,,,,,,,
692,Mini cookie canneberges et noix,3760185730778,,['France'],[],[],,,,,,,?,,439.95001220703,,1841 kj(439 kcal),,"21,91",,"11,8",,"51,55",,"28,09",,"6,04",,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,"0,43","0,172",,,,,,,,,,,,,,,,,,,,
693,Hemoclar,3400930479308,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Tartelettes framboise - E.Leclerc,3478920016390,,['France'],[],[],,,,,,,?,,123,,515 kj(123 kcal),,"1,7",,"1,2",,25,,19,,"0,9",,,,,,,,,,,,['E.Leclerc'],"0,14","0,056",,,,,,,,,,,,,,,,,,,,
695,Tarte prunes - E.Leclerc,3478920017205,,['France'],[],[],,,,,,,?,,285,,1192 kj(285 kcal),,11,,"6,4",,41,,17,,"3,2",,,,,,,,,,,,['E.Leclerc'],"0,22","0,088",,,,,,,,,,,,,,,,,,,,
696,Magret de canard,0245510052877,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,E,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,
697,Luxeol pousse croissance & fortification,3760007335068,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Maxi Fiesta,26086118,,['France'],[],[],,,,,,,?,,383,,1602 kj(383 kcal),,0,,0,,94,,68,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,", Pommes BICOLORES, le filet deja pese de 2",3410280056722,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,10 œufs frais,3770000845006,"[""Produits d'élevages"", 'Œufs']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,D,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,,,,,,,,,,
701,Ling Pomme U X 40,3256225074815,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,mélange 5 épices BEDROS - 80grammes,3580281841037,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,['3580281841037'],,,,,,,,['BEDROS'],,,80 grammes,,,,,,,,,,,,,,['grand frais'],,['Plastique'],,,
703,Oral-B 3 D white - 75ml,8001841756165,"['Non alimentaire', 'Open Beauty Facts', 'Dentifrices']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['Oral B'],,,75 ml,,,,,,,,,,,,,,,,,,,
704,Tetramin -  - 52g,4004218726345,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,52g,,,,,,,,,,,,,,,,,,,
705,Harris -,322857000883,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,B,,,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,,,,,,,,,,,,,,,,,
706,saumon fumé d'écosse - Auchan,3596710488131,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'en:smoked-salmons-from-scotland']",['France'],[],[],10 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,?,,181,+1%,757 kj(181 kcal),+0%,10,+2%,"1,5",-24%,"0,5",-8%,"0,5",+52%,22,+1%,E,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Auchan'],3,"1,2",,3 g,en quantité élevée,+6%,+6%,13,-2%,D,-2%,['Ecosse'],,,,,['Auchan'],,,,,
707,Savon le naturel -,3600550398045,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,sablés chocolat noir intense - cereal bio - 132g,08648051,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,B,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['3175681060586'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['cereal bio'],,,132g,,,,,,,,,,['France'],http://www.cereal.fr,,,['Intermarché'],,['carton contenant 3 sachets de 4 gâteaux'],,,
709,Fourmis araignée et cafards effet barrière,5000204024623,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Ricard,3410280001791,"['Boissons', 'Boissons alcoolisées']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['Ricard'],,,,,,,,,,,,,,,,,,,,,,
