,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,manufacturing,nova_score,palm_ingredients,allergens,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,traceability_code,markets,link,ingredients_origins
839,Terrine bourguignonne - Les Délices de Lyon - 180g,3384230030301,['Les Délices de Lyon'],"['Produits à la viande', 'Terrines']",['Fabrication artisanale'],['France'],"['Gorge de porc', 'foie de porc', 'pinot noir 7 % ', 'sulfites', 'oeufs', 'sel', 'oignons', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",16 g,en quantité modérée,6.9 g,en quantité élevée,0.5 g,en faible quantité,1.38 g,en quantité modérée,?,,312,+4%,1305 kj(312 kcal),+4%,16,-38%,"6,9",-27%,"1,1",-49%,"0,5",-36%,"13,9",-1%,"1,38",-10%,"0,552",-10%,15,-15%,D,-15%,,180 g,"['Bocal', 'Verre']","['Rhône', 'France']",3,,"['Œufs', 'Anhydride sulfureux et sulfites']",,,,,,,,,,"['FR 69.028.001 CE', 'Brindas (Rhône, France)']",['Casino'],,
840,Terrine de perdreaux aux nousettes - Les Delices De Lyon,3384230030318,['Les Delices De Lyon'],,,['France'],[],[],,,,,,,,,?,,327,,1368 kj(327 kcal),,"20,1",,"6,2",,1,,"0,3",,"17,1",,"1,34",,"0,536",,,,,,,,,,,,,,,,,,,,,,,,,
841,Terrine de chevreuil au foie gras - Les Délices de Lyon,3384230030325,['Les Délices de Lyon'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de chevreuil']",,['France'],[],[],20.7 g,en quantité élevée,8.5 g,en quantité élevée,0 g,en faible quantité,1.47 g,en quantité modérée,?,,1300,+319%,5439 kj(1300 kcal),+318%,"20,7",-21%,"8,5",-12%,"0,8",-46%,0,-100%,"14,4",-1%,"1,47",-5%,"0,588",-5%,24,+31%,E,+31%,,,,,,,,,,,,,,,,,,,,
842,Terrine au saint Joseph - Les Délices De Lyon,3384230030394,['Les Délices De Lyon'],,,['France'],"['gorge de porc ', 'origine : France', 'foie de porc ', 'origine : France', 'saint-joseph AOC 4', '22% ', 'sulfites', 'sel', 'oignons', 'œufs', 'poivre']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,321,,1343 kj(321 kcal),,"18,7",,"7,2",,"1,1",,"0,5",,"14,4",,"1,38",,"0,552",,,,,,,,,,,,"['Œufs', 'Anhydride sulfureux et sulfites']",,,,,,,,,,,,,
843,Terrine de canard aux olives - Les Délices de Lyon - 180g,3384230030431,['Les Délices de Lyon'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']","['Point Vert', 'Fabrication artisanale', 'Le Lyonnais']",['France'],"['Gorge de porc ', 'origine : France', 'viande de canard 25 % ', 'origine : France', 'foie de porc ', 'origine : France', 'foie de poulet ', 'origine : France', 'olives vertes 5 %', 'œufs', 'fécule de pomme de terre', 'sel', 'cognac AOC ', 'cognac', 'substances aromatisantes naturelles', 'poivre']","['Non végétalien', 'Non végétarien']",18.9 g,en quantité modérée,5.7 g,en quantité élevée,0 g,en faible quantité,1.62 g,en quantité élevée,?,,302,-1%,1264 kj(302 kcal),-1%,"18,9",-28%,"5,7",-40%,"1,5",-13%,0,-100%,"14,5",+2%,"1,62",+6%,"0,648",+6%,15,-16%,D,-16%,,180 g,"['Bocal', 'Verre', 'métal']",['France'],3,,['Œufs'],C,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,"['FR 69.028.001 CE', 'Brindas (Rhône, France)']",,,['France']
844,Terrine de poulet au vin jaune - Les Délices de Lyon,3384230030479,['Les Délices de Lyon'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de poulet']",,['France'],[],[],14.7 g,en quantité modérée,4 g,en quantité modérée,0.1 g,en faible quantité,2.46 g,en quantité élevée,?,,252,-7%,1054 kj(252 kcal),-6%,"14,7",-33%,4,-50%,"3,8",+72%,"0,1",-89%,"12,5",-12%,"2,46",+50%,"0,984",+50%,16,-3%,D,-3%,,,,,,,,,,,,,,,,,,,,
845,Mousse de foie de volaille aux cèpes - Les Délices de Lyon,3384230030578,['Les Délices de Lyon'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de foies', 'Mousses de foies de volailles']",,['France'],[],[],9.6 g,en quantité modérée,5.6 g,en quantité élevée,1.8 g,en faible quantité,1.26 g,en quantité modérée,?,,159,-48%,665 kj(159 kcal),-51%,"9,6",-68%,"5,6",-48%,"4,4",+74%,"1,8",+55%,"13,3",+25%,"1,26",-18%,"0,504",-18%,11,-40%,D,-40%,,,,,,,,,,,,,,,,,,,,
846,Terrine de campagne - Les Délices de Lyon,3384230030721,['Les Délices de Lyon'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,['France'],[],[],17.5 g,en quantité modérée,6.7 g,en quantité élevée,0.7 g,en faible quantité,1.38 g,en quantité modérée,?,,302,-7%,1264 kj(302 kcal),-6%,"17,5",-38%,"6,7",-38%,"1,4",-39%,"0,7",-19%,"13,8",-1%,"1,38",-14%,"0,552",-14%,15,-23%,D,-23%,,,,,,,,,,,,,,,,,,,,
847,Rillettes d'oie,3384230033562,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', ""Rillettes d'oie""]",,['France'],[],[],38.9 g,en quantité élevée,11.1 g,en quantité élevée,0.1 g,en faible quantité,1.17 g,en quantité modérée,?,,407,+1%,1703 kj(407 kcal),+2%,"38,9",+6%,"11,1",-7%,"0,5",+42%,"0,1",-56%,"11,9",-25%,"1,17",-10%,"0,468",-10%,20,+3%,E,+3%,,,,,,,,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,
848,Tripes recette lyonnaise - Les Délices de Lyon,3384230034248,['Les Délices de Lyon'],,,['France'],[],[],,,,,,,,,?,,52,,218 kj(52 kcal),,"1,9",,"0,7",,"1,5",,"1,1",,"5,8",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,
849,Champagne Baron Albert - 75cl,3384250003033,['Baron Albert'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français']",,['France'],['Champagne brut'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,Champagne brut,75 cl,"['Bouteille', 'Verre']",,3,,,B,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France']
850,Merguez - 1kg - 1kg,3384310000033,,,,['France'],[],[],,,,,,,,,?,,129,,540 kj(129 kcal),,"6,1",,"5,1",,"1,4",,"1,2",,"16,9",,"2,2",,"0,88",,,,,,,1 kg,,,,,,,,,,,,,,,,,,
851,"Choucroute cuite poche 1 kg - Muller "" Maitre Artisan """,3384310000651,"['Muller "" Maitre Artisan ""']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Tarte Alsacienne,3384310001498,,,,['France'],[],[],,,,,,,,,?,,201,,841 kj(201 kcal),,10,,"5,9",,"20,2",,"1,7",,7,,"1,14",,"0,456",,,,,,,,,,,,,,,,,,,,,,,,,
853,Saucisse blanche aux herbes,3384310001979,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses aux herbes']",,['France'],[],[],12.5 g,en quantité modérée,4.1 g,en quantité modérée,1.6 g,en faible quantité,3 g,en quantité élevée,?,,206,-10%,862 kj(206 kcal),-10%,"12,5",-27%,"4,1",-35%,"2,3",+51%,"1,6",+171%,"22,2",+38%,3,+69%,"1,2",+69%,16,+13%,D,+13%,,,,,,,,,,,,,,,,,"['FR 74.110.002 CE', 'Entremont (Haute-Savoie, France)']",,,
854,Confiture gratte cul,3384430000913,,,,['France'],[],[],,,,,,,,,?,,246,,1029 kj(246 kcal),,5,,5,,62,,61,,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
855,confiture d'abricot - Fraîcheur et Terroir,3384430000920,['Fraîcheur et Terroir'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,['France'],[],[],0.5 g,en faible quantité,0.5 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,?,,260,+19%,1088 kj(260 kcal),+19%,"< 0,5",+121%,"< 0,5",+1071%,62,+17%,61,+21%,"< 0,5",-0%,0,-100%,0,-100%,12,+33%,D,+33%,,,,,,,,B,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,
856,Façon bistrot,3384430000951,,,,['France'],[],[],,,,,,,,,?,,374,,1565 kj(374 kcal),,"6,8",,"3,7",,65,,62,,"7,8",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
857,Confiture,3384430001101,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges']",,['France'],[],[],0.5 g,en faible quantité,0.5 g,en faible quantité,60 g,en quantité élevée,,,?,,250,+14%,1046 kj(250 kcal),+13%,"0,5",+95%,"0,5",+968%,62,+16%,60,+18%,"0,5",-2%,,,,,,,,,,,,,,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,
858,Confiture de groseille épépinée -,3384430011025,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de groseilles']",,['France'],"['sucre', 'groseille', 'gélifiant: pectine de fruit', ' Préparé avec 42g de groseille pour 100g', ' Teneur totale en sucre 62g pour 100g']",[],0.5 g,en faible quantité,0.5 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,?,,257,+14%,1075 kj(257 kcal),+14%,"0,5",+125%,"0,5",+1612%,62,+15%,61,+17%,"0,5",-6%,0,-100%,0,-100%,12,+24%,D,+24%,,,,,4,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['E440 - Pectines'],,,,
859,Confiture d'abricot - Fruisalp,3384430011070,['Fruisalp'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,['France'],[],[],0.5 g,en faible quantité,0.5 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,?,,250,+14%,1046 kj(250 kcal),+14%,"0,5",+121%,"0,5",+1071%,62,+17%,61,+21%,"0,5",-0%,0,-100%,0,-100%,12,+33%,D,+33%,,,,,,,,B,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,
860,"Hachés des veau - Tendriade - 0,400kg",3384480022095,['Tendriade'],,,['France'],[],[],,,,,,,,,?,,861,,3602 kj(861 kcal),,"14,9",,"5,9",,"0,7",,0,,"17,4",,"0,44",,"0,176",,,,,,,"0,400 kg",,,,,,,,,,,,,,,,,,
861,Escalopes de veau - Carrefour,3384480024747,['Carrefour'],,,['France'],"['escalope de veau', 'noix quasi', ' t', 'eau', 'sel', ' acidifiants lactate de potassium', 'acëtate de potassium', 'aromes consommer cuit a coeur']",[],,,,,,,,,?,,453,,1895 kj(453 kcal),,"3,4",,"1,4",,"0,8",,0,,"18,3",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,
862,Boulettes de veau - Tendriade,3384480028714,['Tendriade'],,,['France'],[],[],,,,,,,,,?,,248,,1038 kj(248 kcal),,20,,"8,4",,3,,"0,2",,14,,"1,13",,"0,452",,,,,,,,,,,,,,,,,,,,,,,,,
863,"Le Veau a Griller - Tendriade - 0,330kg",3384480030069,['Tendriade'],"['Viandes', 'Viandes de veau']",,['France'],[],[],23.3 g,en quantité élevée,9.2 g,en quantité élevée,1 g,en faible quantité,1.41 g,en quantité modérée,?,,278,+56%,1163 kj(278 kcal),+56%,"23,3",+110%,"9,2",+112%,"2,5",+22%,1,+222%,"14,5",-13%,"1,41",+108%,"0,564",+108%,18,+264%,D,+264%,,"0,330 kg",,,,,,,,,,,,,,,,,,
864,Hachés de veau façon bouchère à l'emmental TOP AFFAIRE - Tendriade,3384480032001,['Tendriade'],,,['France'],[],[],,,,,,,,,?,,213,,891 kj(213 kcal),,15,,"7,3",,"1,9",,"1,5",,"17,5",,"0,66",,"0,264",,,,,,,,,,,,,,,,,,,,,,,,,
865,"Langue de veau, cuite à l'étouffée Vu en catalogue - Tendriade",3384480034272,['Tendriade'],,,['France'],[],[],,,,,,,,,?,,164,,686 kj(164 kcal),,"12,6",,"4,4",,"2,4",,"0,8",,"9,8",,"1,18",,"0,472",,,,,,,,,,,,,,,,,,,,,,,,,
866,Le veau,3384480035309,,,,['France'],[],[],,,,,,,,,?,,213,,891 kj(213 kcal),,"16,7",,"6,6",,"4,2",,"0,7",,"11,1",,"0,98",,"0,392",,,,,,,,,,,,,,,,,,,,,,,,,
867,Osso buco de veau - Tendriade,3384480081375,['Tendriade'],,,['France'],"['Lot : I 1 Produit condi €G', ""iE€iiTïiW Lieu de Lieu d'elevag< Lieu d'abattac Lieu de décot""]",[],,,,,,,,,?,,109,,456 kj(109 kcal),,"3,7",,"1,1",,"0,1",,0,,19,,0,,0,,,,,,,,,,,,,,,,,,,,,,"['EMB 35068', 'Châteaubourg (Ille-et-Vilaine, France)']",,,
868,Tendriade Le Veau,3384480086554,['Tendriade'],,,['France'],[],[],,,,,,,,,?,,133,,556 kj(133 kcal),,"2,6",,1,,"12,8",,"0,2",,"14,6",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,"['EMB 35068B', 'Châteaubourg (Ille-et-Vilaine, France)']",,,
869,Merguez de veau - Tendriade,3384480086790,['Tendriade'],,,['France'],[],[],,,,,,,,,?,,301,,1259 kj(301 kcal),,"25,7",,"10,1",,"3,2",,"1,7",,"14,1",,"1,24",,"0,496",,,,,,,,,,,,,,,,,,,,,,,,,
870,Tranches de foie de veau,3384480086820,,"['Viandes', 'Viandes de veau', 'Foie de veau']",,['France'],[],[],3.8 g,en quantité modérée,1.9 g,en quantité modérée,4.4 g,en faible quantité,0.16 g,en faible quantité,?,,123,-7%,515 kj(123 kcal),-6%,"3,8",-16%,"1,9",+23%,"7,3",+132%,"4,4",+3693%,15,-22%,"0,16",-14%,"0,064",-14%,-3,,A,,,,,,,,,E,96.9%,0.5%,1.0%,0.9%,0.5%,0.1%,16,,,,,
871,"Saucisse de veau type Toulouse, TENDRIADE, barquette, 3 pièces",3384480091527,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",,['France'],[],[],21.2 g,en quantité élevée,8.4 g,en quantité élevée,0.4 g,en faible quantité,1.46 g,en quantité modérée,?,,255,+17%,1067 kj(255 kcal),+16%,"21,2",+29%,"8,4",+31%,"1,1",-34%,"0,4",-35%,"14,9",-1%,"1,46",-15%,"0,584",-15%,17,+13%,D,+13%,,,,,,,,E,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,
872,"Haché de veau - Tendriade - 0,702kg",3384480091954,['Tendriade'],,,['France'],[],[],,,,,,,,,?,,207,,866 kj(207 kcal),,15,,6,,"0,5",,0,,"17,5",,"0,27",,"0,108",,,,,,,"0,702 kg",,,,,,,,,,,,,,,,,,
873,Bolognaise au veau - Tendriade,3384480092142,['Tendriade'],,['Sans colorants'],['France'],[],[],,,,,,,,,?,,211,,883 kj(211 kcal),,15,,6,,"4,7",,"1,2",,"1,2",,"1,25",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,
874,"Escalope de veau roulées jambon supérieur et emmental - 0,200kg",3384486034948,,,,['France'],[],[],,,,,,,,,?,,174,,728 kj(174 kcal),,"9,9",,"5,9",,"0,8",,"0,2",,"20,4",,"0,82",,"0,328",,,,,,,"0,200 kg",,,,,,,,,,,,,,,,,,
875,Yaourts aux citrons,3384630400469,,,,['France'],[],[],,,,,,,,,?,,98,,410 kj(98 kcal),,"2,9",,"1,9",,15,,14,,3,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
876,Lait frais de montagne bio,3384630410024,,,,['France'],[],[],,,,,,,,,?,,67,,280 kj(67 kcal),,2,,1,,4,,1,,3,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
877,Yaourt au lait des Alpes - Giralp,3384630420108,['Giralp'],['Produits laitiers'],"['Sans colorants', 'Sans conservateurs']",['France'],[],[],2.9 g,en faible quantité,1.9 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,?,,98,-60%,410 kj(98 kcal),-59%,"2,9",-84%,"1,9",-84%,15,+205%,14,+244%,3,-76%,"0,1",-87%,"0,04",-87%,4,-61%,C,-61%,,,,,,,,,,,,,,,,,,,,
878,Yaourt au lait des Alpes Framboise,3384630500237,,,,['France'],[],[],,,,,,,,,?,,98,,410 kj(98 kcal),,"2,9",,"1,9",,15,,14,,3,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
879,Yaourt au lait des Alpes myrtille - giralp,3384630500299,"['Giralp', 'Laiterie du Mont Aiguille']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']","['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],2.9 g,en faible quantité,1.9 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,?,,98,-2%,410 kj(98 kcal),-1%,"2,9",-7%,"1,9",-4%,15,+12%,14,+13%,3,-18%,"0,1",-12%,"0,04",-12%,4,+43%,C,+43%,,,"['Frais', 'Plastique']",,,,,B,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,
880,Lait demi-écrémé - Sans marque - 1l,3384730210012,['Sans marque'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",['Origine France'],['France'],['Lait demi-écrémé'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,195,-1%,?,,195 kj(47 kcal),-1%,"1,6",-5%,1,-3%,"4,8",0%,"4,8",+0%,"3,2",-1%,"0,13",+17%,"0,052",+17%,0,-100%,B,-100%,,1 l,"['Brique', 'Carton']",['France'],1,,['Lait'],B,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,['France']
881,Cacao cru en poudre - BioFrais,3384831742962,['BioFrais'],"['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']","['Bio', 'Bio européen', 'Sans gluten', 'Sans lactose', 'AB Agriculture Biologique']",['France'],[],[],47 g,en quantité élevée,32 g,en quantité élevée,0 g,en faible quantité,,,?,,568,+62%,2377 kj(568 kcal),+63%,47,+238%,32,+298%,32,+23%,0,-100%,15,-12%,,,,,,,,,,,,,,,,E,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,,,,,
882,Graines de Chia bio,3384831742986,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']","['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Sans lactose', 'AB Agriculture Biologique']",['France'],[],"['Végétalien', 'Végétarien']",32 g,en quantité élevée,3.5 g,en quantité modérée,8 g,en quantité modérée,,,?,,449,+0%,1879 kj(449 kcal),+0%,32,+4%,"3,5",+12%,"38,5",+221%,8,+1349%,24,+19%,,,,,,,,,,,,,,,,D,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,
883,Gâteau breton au beurre de baratte - Le Masson - 500g,3385050000604,['Le Masson'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons']",,['France'],"['Farine', 'sucre', 'jaune d’œufs', '_beurre 24 %']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,1740,,394,,,,"18,8",,,,"50,7",,,,"5,33",,,,,,,,,,Gâteau Breton au Beurre de Baratte,500 g,"['Film', 'Plastique']","['Bretagne', 'France']",3,,"['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,
884,vin rouge de Saint- Emilion - Château de Pressac - 75cl,3385520001582,['Château de Pressac'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bordeaux', 'Saint-émilion', 'Saint-émilion grand cru']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,75 cl,,,,,,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France']
885,Jambonneau pur porc - Serres d'Alban - 180g,3385570008425,"[""Serres d'Alban""]","['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Jambonneau', 'Jambonneaux']",,['France'],"['Jarret de Porc', 'Sel', 'Poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,Jambonneau,180 g,['Conserve'],,3,,,,,,,,,,,,"['FR 81.124.027 CE', 'Lacaune (Tarn, France)']",['Intermarché'],,
886,Mousses forestières aux ceppes,3385570012149,,,,['France'],[],[],,,,,,,,,?,,428,,1791 kj(428 kcal),,"42,9",,"16,9",,"2,2",,"2,2",,"8,2",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,"['FR 81.003.003 CE', 'Alban (Tarn, France)']",,,
887,"Pâté de tête - Serres - 1,000kg",3385570020120,['Serres'],,,['France'],"['poro ""014 acidifiants a foso', "" ' El 01 70 e 250"", 'Iti']",[],,,,,,,,,?,,158,,661 kj(158 kcal),,"11,1",,4,,1,,1,,0,,"1,5",,"0,6",,,,,,,"1,000 kg",,,,,,,,,,,,,,,"['FR 81.003.003 CE', 'Alban (Tarn, France)', 'EMB 81003', 'Alban (Tarn, France)']",,,
888,Saucisse Barbecue - Charcuterie Serres,3385570060539,"['Charcuterie Serres', 'Serres']","['Viandes', 'Charcuteries', 'Saucisses', 'Réfrigérés']",['Point Vert'],['France'],"['Maigre de porc', 'gras de porc', 'sel', 'dextrose', 'antioxydant : E301', 'arôme naturel de poivre', ' Boyau de porc naturel']","['Non végétalien', 'Non végétarien']",12 g,en quantité modérée,5 g,en quantité modérée,0.4 g,en faible quantité,2 g,en quantité élevée,770,+4%,?,,770 kj(184 kcal),-0%,12,+28%,5,+53%,"0,5",-97%,"0,4",-88%,18,+143%,2,+113%,"0,8",+113%,14,+143%,D,+143%,Saucisse Barbecue,,"['Frais', 'Plastique']",,4,,,,,,,,,,,['E301 - Ascorbate de sodium'],,,,
889,Merguez de porc - 0.500kg,3385570060713,,,,['France'],[],[],,,,,,,,,?,,185,,774 kj(185 kcal),,12,,5,,"0,5",,"0,4",,18,,2,,"0,8",,,,,,,0.500 kg,,,,,,,,,,,,,,,"['FR 12.253.001 CE', 'Salles-Curan (Aveyron, France)']",,,
890,Saucisse merguez porc,3385570060898,,,,['France'],[],[],,,,,,,,,?,,287,,1201 kj(287 kcal),,25,,12,,"0,5",,"0,5",,15,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,
891,Terrine de campagne au piment d'Espelette,3385572900000,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne', ""Terrine de campagne au piment d'Espelette""]","['Viande Française', 'Viande Porcine Française']",['France'],[],[],39.8 g,en quantité élevée,14.5 g,en quantité élevée,1.7 g,en faible quantité,2.5 g,en quantité élevée,?,,412,+29%,1724 kj(412 kcal),+28%,"39,8",+42%,"14,5",+36%,"1,7",+18%,"1,7",+152%,"11,8",-17%,"2,5",+52%,1,+52%,25,+30%,E,+30%,,,,,,,,,,,,,,,,,,,,
892,Groseilles à maquereaux - Rouge Parfum - 250g,3385630002943,['Rouge Parfum'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Groseilles à maquereaux']",,['France'],['Groseilles à maquereaux'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,250 g,"['Barquette', 'Plastique']",,1,,,B,88.7%,0.0%,0.0%,6.7%,3.4%,1.1%,66,,,['Leclerc'],,['France']
893,Coulis extra de framboises - 200g,3385630005302,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de framboise']","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,0 g,en faible quantité,?,,105,-20%,439 kj(105 kcal),-20%,"0,5",+81%,0,-100%,20,-29%,20,-24%,"1,2",+36%,0,-100%,0,-100%,0,-100%,B,-100%,,200 g,,,,,,,,,,,,,,,,,,
894,Purée De Fruits De La Passion,3385630005654,,,,['France'],[],[],,,,,,,,,?,,116,,485 kj(116 kcal),,"0,6",,0,,19,,18,,2,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,
895,Fraises senga entiere surgelée - Fruits Rouges & Co - 1kg,3385630009645,['Fruits Rouges & Co'],,,['France'],[],[],,,,,,,,,?,,28,,117 kj(28 kcal),,0,,0,,"4,1",,"4,1",,"0,8",,"0,01",,"0,004",,,,,,,1 kg,,,,,,,,,,,,,,,,,,
896,Groseilles à maquereau - Fruits Rouges & Co - 125g,3385630013826,['Fruits Rouges & Co'],,,['France'],[],[],,,,,,,,,?,,35,,146 kj(35 kcal),,"0,1",,0,,"6,2",,"6,2",,"0,6",,0,,0,,,,,,,125 g,,,,,,,,,,,,,,,,,,
