,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,link,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,markets,palm_ingredients,ingredients_origins,traceability_code,producer_info,origin_detail,brand_owner
1819,Jambonneau extra - Le Revélois - 420g,3302180024003,,,420 g,"['Conserve', 'Métal']",['Le Revélois'],"['Conserves', 'Viandes', 'Charcuteries', 'Jambons', 'Charcuteries cuites', 'Jambonneaux']",['Point Vert'],,['France'],"['Jarret de porc', 'sel', 'poivre', 'sel nitrité']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,635,+3%,152,-9%,7,-17%,"0,9",-35%,22,+18%,,,,,,,,,635 kj(152 kcal),"2,8","0,5","1,5","0,6",7 g,en quantité modérée,2.8 g,en quantité modérée,0.5 g,en faible quantité,1.5 g,en quantité modérée,-6%,-13%,-31%,-21%,-21%,4,-58%,C,-58%,['France'],,,,"['FR 31.451.087 CE', 'Revel (Haute-Garonne, France)']",,,
1820,Sauce au poivre - Marcel Recorbet,3302950002545,B,,,,['Marcel Recorbet'],"['Epicerie', 'Sauces', 'Sauces au poivre']",['Entrepreneurs + Engagés'],,['France'],"['Huile de tournesol', 'eau', 'vinaigre balsamique* colorant : caramel El 50d*', 'vinaigre dlaicool', 'jaune graines de moutarde', 'vinaigre', 'sel', 'conservateur', ' bisuflte$„', ' é ', '27%', 'sucre', 'Cognac', 'sel', 'épaississants : gomme de de guar sirop de giucose', 'huile essentielle de poivre', 'des sulfites', ' : Oijo di gira', 'ofe', 'acqua', 'aceto ', 'aceto di colorante : carameilo El 50d*', 'aceto di alcool', '{ccqua', 'semi di senape', 'aceto', 'saie', 'conservante', ' bisolfito Cognac', 'sale', 'addensanfi : gomma di xantana - faf,na essenzia!e di pepe', ' de lumière et de ta chaleur', ' Conservare ripcro un mois cu réfrigérateur']",['E412 - Gomme de guar'],[],4,?,,602,+92%,64,+133%,"4,7",-47%,"1,3",-29%,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,['Anhydride sulfureux et sulfites'],2519 kj(602 kcal),"7,6","4,3","1,5","0,6",64 g,en quantité élevée,7.6 g,en quantité élevée,4.3 g,en faible quantité,1.5 g,en quantité modérée,+97%,+95%,+35%,-35%,-35%,20,+37%,E,+37%,,,,,,,,
1821,Farine de blé - Coeur de blé - 1.1kg,3307350002904,B,,1.1 kg,,['Coeur de blé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,['France'],[],,[],,?,,330,-4%,"1,1",-18%,"70,4",+1%,"9,7",-11%,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,1381 kj(330 kcal),"0,2","0,7","0,005","0,002",1.1 g,en faible quantité,0.2 g,en faible quantité,0.7 g,en faible quantité,0.005 g,en faible quantité,-4%,-15%,-54%,-79%,-79%,-1,,A,,,,,,,,,
1822,Pâté au piment d'espelette - Mercadier,3321950027761,,,,,['Mercadier'],,,,['France'],[],,[],,?,,249,,"20,2",,"0,9",,"15,6",,,,,,,,,,1042 kj(249 kcal),"8,1","0,3","1,47","0,588",,,,,,,,,,,,,,,,,,,,,,,,,
1823,Cracky Crêpes,3322680010535,,,,,,,['Sans conservateurs'],,['France'],[],,[],,?,,469,,24,,54,,"8,2",,,,,,,,,,1962 kj(469 kcal),"9,3",31,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,
1824,Sandwich Poulet Crudités - Sans marque - 145g,3323790322099,C,"Sandwich au pain de mie au son de blé, au poulet rôti et aux crudités",145 g,"['Barquette', 'Plastique']","['Sans marque', 'Roland Monterrat']","['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet', 'en:raw-vegetable-sandwiches']",,,['France'],"['Pain de mie au son de blé 52% ', 'farine de blé', 'eau', 'son de blé 2', '3%', 'huile de colza', 'levure', 'dextrose', 'sel', 'gluten de blé', 'conservateur : E282', 'farine de fève', 'émulsifiant : E471', 'agent de traitement de la farine : E300', 'crudités 19% ', 'tomates 12', '5%', 'salade laitue iceberg 6', '5%', 'poulet rôti traité en salaison 16% ', 'filets de poulet rôti', 'amidon', 'dextrose', 'sel', 'mayonnaise allégée en matières grasses ', 'eau', 'huile de colza 3', '9%', ""vinaigre d'alcool"", ""jaune d'oeuf"", 'amidon modifié', 'sucre', '_moutarde de Dijon [eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'antioxydant : E224', 'acidifiant : E330]', 'sel', 'épaississant : E415', 'acidifiant : E330', 'conservateur : E202', 'colorants : E161b', 'E160c']","['E282 - Propionate de calcium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine', 'E160c - Extrait de paprika']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,863,-4%,?,,"7,5",-6%,23,-8%,"9,6",+4%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,"['Œufs', 'Gluten', 'Moutarde']",863 kj(206 kcal),"0,7","2,8","1,1","0,44",7.5 g,en quantité modérée,0.7 g,en faible quantité,2.8 g,en faible quantité,1.1 g,en quantité modérée,-4%,-52%,-11%,-9%,-9%,1,-53%,B,-53%,,['Auchan'],,,"['FR 01.159.002 CE', 'Feillens (Ain, France)']",,,
1825,La Chips Artisanale Sans Sel,3325410000141,,,,,['La Chips Artisanale Sans Sel'],,,,['France'],"['Pomme de terre', 'huile de tournesol']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,,617,,47,,41,,"5,6",,,,,,,,,,2582 kj(617 kcal),4,"0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
1826,Chips,3325410000356,,,,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,,['France'],[],,[],,?,,560,+9%,"36,9",+25%,"54,4",+1%,"4,6",-20%,,,,,,,,,2343 kj(560 kcal),"0,24","0,2","2,4","0,96",36.9 g,en quantité élevée,0.24 g,en faible quantité,0.2 g,en faible quantité,2.4 g,en quantité élevée,+9%,-92%,-91%,+80%,+80%,16,+37%,D,+37%,,,,,,,,
1827,Roule de fromage -,3325890200413,,,,,,"['Plats préparés', 'Feuilleté salé', 'Friands']",,,['France'],[],,[],,?,,3,-99%,15,-19%,28,+7%,5,-37%,,,,,,,,,13 kj(3 kcal),8,7,1,"0,4",15 g,en quantité modérée,8 g,en quantité élevée,7 g,en quantité modérée,1 g,en quantité modérée,-99%,-23%,+188%,-18%,-18%,12,-29%,D,-29%,,,,,"['EMB 42127', 'Mably (Loire, France)', 'EMB 42127A', 'Mably (Loire, France)', 'FR 42.127.001 CE', 'Mably (Loire, France)']",,,
1828,Creme glacee Vanille -,3328859701006,B,,,,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']","['en:gluten-free', 'Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,['France'],[],,[],,?,,211,-4%,10,-8%,27,+3%,"1,9",-43%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,883 kj(211 kcal),"6,9",26,"0,2","0,08",10 g,en quantité modérée,6.9 g,en quantité élevée,26 g,en quantité élevée,0.2 g,en faible quantité,-4%,+1%,+16%,+32%,+32%,13,+3%,D,+3%,,,,,,,,
1829,Orge Monde - Markal - 500g,3329482211207,,,500g,,['Markal'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'IT-BIO-007']",http://www.markal.fr,['France'],['Orge biologique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,,319,,"1,7",,"57,7",,"9,9",,,,,,,,,,1335 kj(319 kcal),"0,35","2,2",0,0,,,,,,,,,,,,,,,,,,,['Biocoop'],,"['Italie', 'Biologique']",,,,
1830,Farine de sarrasin intégrale - Markal bio - 1kg,3329486231126,B,,1 kg,"['Sachet', 'Plastique', 'Sachet en plastique']","['Markal bio', 'Markal']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de sarrasin']","['Bio', 'Bio européen', 'Sans gluten', 'AB Agriculture Biologique']",,['France'],"['Sarrasin biologique', ' Traces possibles de gluten', 'lupin', 'sésame et soja']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,347,-1%,"2,2",-20%,"70,5",+5%,"9,1",-22%,68.5%,2.0%,12.1%,12.6%,4.8%,0.0%,94,,1452 kj(347 kcal),"0,4","1,5",0,0,2.2 g,en faible quantité,0.4 g,en faible quantité,1.5 g,en faible quantité,0 g,en faible quantité,-1%,-25%,+11%,-100%,-100%,-5,,A,,,,,,,,,
1831,Huile d'olive vierge extra biologique fruité vert - À l'Olivier - 500ml,3330140800022,B,,500 ml,"['Bouteille', 'Verre']","[""À l'Olivier""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Bio', 'Bio européen', 'FR-BIO-01', 'Agriculture France', ""Huile d'olive de France""]",,['France'],"[""Huile d'olive vierge extra""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,,819,-5%,91,-5%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,3427 kj(819 kcal),"12,8",0,0,0,91 g,en quantité élevée,12.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-9%,,-100%,-100%,6,-2%,C,-2%,['France'],,,['France'],,,,
1832,Activia saveurs va ille - Danone - x4,3330261040208,,,x4,"['Frais', 'Pot']","['Danone', 'Activia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourt bio']",['Lait Français'],,['France'],"['en poudre partiellement écrémé : de reconstitué ', 'Origine : UE', 'sucre arôme', 'ferments tactiques dont bifidobacterium ', 'bifidus actiregularis', ' ', 'bit', 'colorant : béta carotène']",['E160ai - Bêta-carotène'],"[""Pourrait contenir de l'huile de palme""]",4,?,,102,+11%,"2,4",-27%,15,+36%,"5,2",+38%,,,,,,,,,427 kj(102 kcal),"1,5",15,"0,17","0,068",2.4 g,en faible quantité,1.5 g,en quantité modérée,15 g,en quantité élevée,0.17 g,en faible quantité,+11%,-27%,+49%,+48%,+48%,2,-35%,B,-35%,['France'],,,,"['FR 59.043.030 CE', 'Bailleul (Nord, France)']",,,
1833,Melange liberty,3330316000270,,,,,,,,,['France'],[],,[],,?,,354,,"7,4",,"68,5",,"1,3",,,,,,,,,,1481 kj(354 kcal),"6,4","54,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,
1834,Sucette Sans sucres - Lucien Georgelin,3330720008060,E,,,['Sachet en plastique'],['Lucien Georgelin'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Sucettes']",,,['France'],"['Edulcorants ', 'isomalt', 'aspartame', 'acésulfame de potassium ', 'acidifiant : acide citrique', 'colorants : El 31', 'El 63', 'El 61 b et El 60c', 'arôme framboise arôme naturel de cerise et autres arômes naturels 0', '17%', 'arôme poire 0,1 %', ""arôme naturel d'oranqe 0,09%"", 'arôme naturel de citron 0,09%', 'arôme fraise 0,09%', 'arôme pêche 0,04%', ' Fabriqué dans un atelier qui utilise fruits à coques', 'arachides', 'lait', ' Sugar-free stawbenyflavoufinglollipopslngredients : Sweetener ', 'isomalt', 'aspartame', 'acesulfame potassium', 'acid : citric acid', 'colouring agents : El 31', 'El 63', 'El 61 b and El 60c', 'strawberry flavouring 0 18%', 'cherry and Other natural flavouring Dearflavourin 0,1%', 'orange natural flavouring 0,09%', 'lemon naturallavourin 009%', 'strawberry natural flavouring 0,09%', 'peacq ffavouring 0,04% ', ' Madeinafactorythatuses nuts', 'peanuts andmilk']","['E953 - Isomalt', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E330 - Acide citrique']",[],4,?,,390,+4%,"0,5",-50%,97,+9%,"0,5",-47%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,1632 kj(390 kcal),"0,1","0,5","0,1","0,04",0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,+3%,-81%,-99%,-2%,-2%,4,-73%,C,-73%,,,,,,,,
1835,Framboises sans Pépins - Lucien Georgelin,3330720211521,C,,,,['Lucien Georgelin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,['France'],[],,[],,?,,212,-5%,"0,1",-63%,50,-6%,"0,9",+33%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,887 kj(212 kcal),0,50,0,0,0.1 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0 g,en faible quantité,-6%,-100%,-3%,-100%,-100%,7,-21%,C,-21%,,,,,,,,
1836,Sauce bolognaise - Lucien Georgelin - 420g,3330720536181,D,,420 g,,['Lucien Georgelin'],"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",,,['France'],"['Tomates 37%', 'viande 18,7% ', 'porc 14%', ' bœuf 4,7%', 'oignons', 'carottes', 'purée de tomates 7,5%', 'ail', ""huile d'olive"", 'huile de tournesol', 'sel', 'sucre', 'amidon de tapioca', 'basilic', 'persil', 'poivre', 'thym']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,,85,-2%,"4,6",+12%,"5,3",-19%,"4,8",+7%,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,356 kj(85 kcal),"0,8",4,1,"0,4",4.6 g,en quantité modérée,0.8 g,en faible quantité,4 g,en faible quantité,1 g,en quantité modérée,-1%,-34%,-16%,-9%,-9%,2,-12%,B,-12%,['France'],,,['France'],['47 326.015 EC'],,,
1837,Sucettes a L'orange Au Citron Et Fraise X10 - Le jardin de corentin,3330724273037,D,,,['Sachet en plastique'],['Le jardin de corentin'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Sucettes']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans colorants']",,['France'],"['acettes arômes orange cit n fraise au sucre de canne blanc arédients : Sucre de canne* 62%', 'éfrop de glucose#', 'acidifiant : acide citrique', 'concentrés de fruits* ', 'fraises* 0,17èèÂ andarlnes*', 'framboises*', 'myrtilles*', ""cerises'"", 'arôme fraise/ 0,24%', 'huile essentiette 0,18%', 'huile essentielle de citron* 0,17%', ' grédients issus de Tagriculture biologiquq', 'riqué dans un atelier qui utilise fruits duit oaranti sans colorant conformément au mode biologique', 'ni conservateun poids ormations']",['E330 - Acide citrique'],[],4,1623,+4%,378,+1%,"0,5",-50%,93,+4%,"0,5",-47%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,1623 kj(378 kcal),"0,1",60,0,0,0.5 g,en faible quantité,0.1 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,+2%,-81%,-16%,-100%,-100%,14,-5%,D,-5%,,,,,,,,
1838,Malta lorraine,3330901741502,,,,"['Bouteille en verre', 'Capsule en métal']",['Malta'],"['Boissons', 'Boissons avec sucre ajouté']",,,['France'],"[""Eau,malt d'orge"", 'sucre,colorant caramel E150C,houblon', 'vitamines B6']","['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,,59,-31%,0,-100%,14,-29%,"0,6",+11%,,,,,,,,['Gluten'],247 kj(59 kcal),0,0,0,0,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-33%,-100%,-100%,-100%,-100%,9,-24%,D,-24%,,,,,,,,
1839,"Haché de cheval frais - Viazur - 0,250kg (2x 125g)",3332486702435,,,"0,250 kg (2 x 125 g)","['Barquette', 'Plastique', 'Frais']",['Viazur'],"['Viandes', 'Viandes fraîches', 'Viande de cheval fraîche']",,,['France'],['Haché de cheval frais'],,[],,415,-44%,99,-42%,"1,7",-84%,0,-100%,21,+14%,,,,,,,,,415 kj(99 kcal),"0,7",0,"0,3","0,12",1.7 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.3 g,en quantité modérée,-43%,-83%,-100%,-54%,-54%,-3,-172%,A,-172%,['France'],['Carrefour'],,['France'],"['FR 84.031.002 CE', 'Carpentras (Vaucluse, France)']",,,
1840,Oeuf - Pleine Forme - 12,3332930700123,D,,12,['Boite'],['Pleine Forme'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées au sol']",,,['France'],['oeufs'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,?,,145,+4%,"10,3",+4%,"0,7",+29%,"12,3",-2%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,['Œufs'],607 kj(145 kcal),"2,7","0,7","0,32","0,128",10.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,0.32 g,en quantité modérée,+3%,+8%,+60%,+14%,+14%,-1,,A,,,,,,,,,
1841,Yaourt au lait de montagne myrtille - Climont - 500g (4x125g),3333264351807,C,,500 g (4x125g),['Frais'],['Climont'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille', 'Yaourts au lait de vache']",['Sans colorants'],,['France'],"['LAIT frais de vache entier pasteurisé', 'sucre 8,5%', 'myrtilles 7,5%', 'sorbate de potassium', 'ferments actifs du yaourt ', 'Lb', ' Bulgaricus et St', ' Thermophilus']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",[],3,?,,91,-9%,"2,7",-17%,"12,5",-7%,"3,9",+6%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Lait'],381 kj(91 kcal),"1,9","10,7","0,11","0,044",2.7 g,en faible quantité,1.9 g,en quantité modérée,10.7 g,en quantité modérée,0.11 g,en faible quantité,-9%,-10%,-13%,+3%,+3%,2,-27%,B,-27%,,,,,,,,
1842,L'excellence - Louis Auvergne,3334040000261,,Spécialité 100% jambon,,"['Carton', 'Film en plastique', 'Barquette', 'Etui en carton']",['Louis Auvergne'],"['Viandes', 'Charcuteries']","['Viande-francaise', 'Viande-porcine-francaise']",,['France'],[],,[],,?,,231,-11%,"6,2",-68%,"2,3",+56%,42,+125%,,,,,,,,,967 kj(231 kcal),"2,2",2,"6,3","2,52",6.2 g,en quantité modérée,2.2 g,en quantité modérée,2 g,en faible quantité,6.3 g,en quantité élevée,-10%,-70%,+152%,+165%,+165%,14,-12%,D,-12%,,,,,"['FR 43.262.001 CE', 'Vieille-Brioude (Haute-Loire, France)']",,,
1843,Indian Tonic - Schweppes,3334803443380,,,,,['Schweppes'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Eau tonique', 'Boissons avec sucre ajouté']",,,['France'],"['Eau gazéifiée', 'sucre', 'acidifiants ', 'E330', 'E331', 'arôme naturel', 'quinine', 'conservateur ', 'E211']","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,,36,+29%,0,-100%,"8,7",+32%,0,-100%,,,,,,,,,151 kj(36 kcal),0,"8,7",0,0,0 g,en faible quantité,0 g,en faible quantité,8.7 g,en quantité élevée,0 g,en faible quantité,+30%,-100%,+37%,-100%,-100%,12,+34%,E,+34%,,,,,,,,
1844,Purée de pommes et abricots sans sucres ajoutés - Prosain - 620g,3335880001838,A,Purée biologique de pommes et d'abricots,620 g,"['Pot', 'Verre', 'Couvercle', 'Métal', 'Capsule en métal', 'Bocal en verre']",['Prosain'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes abricot']","['Bio', 'Bio européen', 'Pommes de France', 'Sans sucre ajouté', 'AB Agriculture Biologique', 'Abricots de France']",http://www.prosain.fr/fr/compotes-et-purees-de-fruits/155-puree-de-pommes.html,['France'],"['Pommes* 60%', 'abricots* 40%', "" *Ingrédients issus de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,218,+241%,"0,5",+47%,10,-29%,"0,6",+37%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,912 kj(218 kcal),"0,1",10,"0,06","0,024",0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité modérée,0.06 g,en faible quantité,+243%,+36%,-21%,+629%,+629%,-1,,A,,,['Biocoop Caluire'],,['France'],,,,
1845,Pur jus grenade myrtille - Prosain - 50cl,3335880007830,C,Jus biologique de grenade et de myrtille,50 cl,"['Bouteille', 'Verre']",['Prosain'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de grenade', 'Jus de fruits pur jus', 'Jus de myrtilles', 'Jus de myrtilles pur jus', 'Jus multifruits pur jus']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",http://www.prosain.fr/fr/jus-de-fruits/169-pur-jus-de-grenade-myrtille.html,['France'],"['Jus de grenade* 70%', 'jus de myrtille* 30%', "" *Ingrédients issus de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,57,+33%,"0,5",+56%,13,+42%,"0,5",+44%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,238 kj(57 kcal),"0,1",12,"0,02","0,008",0.5 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,0.02 g,en faible quantité,+37%,+13%,+47%,+131%,+131%,6,+109%,D,+109%,,['Biocoop Caluire'],,,,,,
1846,Queues de Crevettes - Monoprix,3336374402414,D,,,,['Monoprix'],"['Produits de la mer', 'Crustacés', 'Crevettes', 'Queues de crevettes']",,,['France'],"['Queues de crevettes ', 'Penaeus vannamei', ' - sel - conservateur : sorbate de potassium antioxydant : disulfite de sodium ', 'contient sulfites', 'acidifiant : acide citrique', ' Traces de mollusques', 'poisson', ' Les informations en gras sont destinées aux personnes allergiques et intolérantes']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Non végétalien', 'Non végétarien']",3,?,,86,-12%,"0,8",-54%,0,-100%,19,0%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,['Anhydride sulfureux et sulfites'],360 kj(86 kcal),0,0,"1,6","0,64",0.8 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.6 g,en quantité élevée,-12%,-100%,-100%,+8%,+8%,3,+33%,C,+33%,,['Monoprix'],,,"['FR 44.150.001 CE', 'Saint-Aignan-Grandlieu (Loire-Atlantique, France)']",,,
1847,Crêpes garnies Jambon Emmental - Bertel - 400g (4x 100g),3337040000927,B,Crêpes garnies au Jambon supérieur et emmental français,400 g (4 x 100 g),"['Barquette', 'Plastique', 'Sous atmosphère protectrice']",['Bertel'],"['Plats préparés', 'Crêpes et galettes', 'Crêpes', 'Crêpes au jambon', 'Crêpes garnies']","['Viande-francaise', 'Viande Porcine Française', 'en:produced-in-bretagne']",http://www.galettes-bertel-pleudihen-sur-rance.fr/,['France'],"['Crêpe 60% : lait frais entier fermier 57%', 'farine de froment ', 'gluten', 'oeufs entiers et sel fin', ' Garniture 40% : Jambon supérieur français 50% ', 'jambon de porc', 'eau', 'sel dextrose', 'sirop de glucose', 'arômes', 'antioxydant E316', 'conservateur E250', ' et emmental français 50%']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,?,,219,+28%,"9,1",+34%,"19,3",+7%,"14,4",+93%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,"['Œufs', 'Gluten', 'Lait']",916 kj(219 kcal),"4,9","2,7","0,975","0,39",9.1 g,en quantité modérée,4.9 g,en quantité modérée,2.7 g,en faible quantité,0.975 g,en quantité modérée,+29%,+101%,-17%,+2%,+2%,4,+7%,C,+7%,"['Bretagne', 'France']",['Carrefour'],,['France'],"['FR 22.197.002 CE', ""Pleudihen-sur-Rance (Côtes-d'Armor, France)""]",,,
