,name,bar_code,eco_score,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,traceability_code,additives,allergens,labels,manufacturing,ingredients_origins,generic_name,origin_detail,producer_info,palm_ingredients,link
1181,Croustillants chocolat - U,3567741000234,,['U'],,,['France'],"['Sucre', 'crème ', 'LAIT', ' 24% ', 'stabilsant E407', 'chocolat 14,4% ', 'pâte de cacao', 'sucre', 'émulsifiantE322 ', 'SOJA', 'arôme naturel de de blé ', 'GLUTEN', 'noisettes ', 'FRUITS A COQUES', ' 8,6%', 'eau', 'OEUFS', 'huile de colza', 'huile végétale partiellement hydro- génée ', 'palmiste', 'pâte de cacao 1,5%', 'matière grasse végétale de coprah', 'sirop de sucre inverti', 'maltodextrine', 'stabilisants ', 'E401 ', 'E466', 'E422', 'émulsifiants ', 'E471', 'E472b', 'E475', 'E322 ', 'SOJA', 'protéines de LAIT', 'acidifiants ', 'E331', 'E340', 'poudre de LAIT écrémé', 'beurre concentré ', 'LAIT', 'arôme naturel de vanille', 'sel', 'arôme', ""extrait de malt d'orge "", 'GLUTEN', 'colorants ', 'El El 60c']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,442,,1849 kj(442 kcal),,28,,14,,40,,29,,"5,4",,"0,164",,"0,066",,,,,,,,,,,,,,,,"['E401 - Alginate de sodium', 'E466 - Carboxyméthylcellulose', 'E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", ""E475 - Esters polyglycériques d'acides gras"", 'E322 - Lécithines', 'E331 - Citrates de sodium', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,['Huile de palme'],
1182,Tartelettes citron,3567741000289,D,,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes au citron']",,['France'],[],[],,17 g,en quantité modérée,10 g,en quantité élevée,21 g,en quantité élevée,0.26 g,en faible quantité,?,,343,-9%,1435 kj(343 kcal),-9%,17,-2%,10,-3%,40,-19%,21,-31%,"5,4",+12%,"0,26",-4%,"0,104",-4%,18,-10%,D,-10%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,,,,
1183,Tartelettes choco noisette -,3567741000326,D,,"['Tartes', 'Tartelettes', 'Tartelette au chocolat']",,['France'],"['Sucre', 'huiles et graisses végétales ', 'palme', 'colza', 'tournesol', 'karité', 'beurre concentré ', 'LAIT', 'farine de ble ', 'GLUTEN', 'crème ', 'LAIT', ' ', 'stabilisant E407', 'noisettes ', 'FRUITS A COQUE', ' 4,5%', 'OEUFS', 'chocolat 3,7% ', 'pâte de cacao', 'sucre', 'émulsifiant E322 ', 'SOJA', 'arôme naturel de vanille', 'pâte de cacao 3,6%', ""jaune d'OEUFS"", 'poudre de LAIT écrémé', 'poudre de LAIT entier', 'cacao maigre en poudre', 'lactosérum ', 'LAIT', 'eau', 'beurre de cacao', 'sucre inverti', 'sel', 'émulsifiants ', 'E322 ', 'SOJA', 'E471', 'E472a', 'colorant E172', 'acidifiant E330', 'arômes']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,34 g,en quantité élevée,14 g,en quantité élevée,35 g,en quantité élevée,0.2 g,en faible quantité,?,,546,+13%,2284 kj(546 kcal),+13%,34,+32%,14,-5%,53,-5%,35,+16%,6,-2%,"0,2",-51%,"0,08",-51%,23,+7%,E,+7%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472a - Ester diacétyl-acétique d'acides gras"", 'E172 - Oxyde et hydroxyde de fer', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,,
1184,2 Flans - PLAISIR PÂTISSIER,3567741000340,,['PLAISIR PÂTISSIER'],,,['France'],"['Eau', 'sucre', 'farine de blé ', 'GLUTEN', 'ŒUFS 9%', 'amidon de blé ', 'GLUTEN', 'beurre concentré ', 'LAIT', 'amidon modifié', 'lactosérum ', 'LAIT', ' en poudre', 'poudre de LAIT écrémé', 'poudre de LAIT entier', 'affermissants ', 'E339ii', 'E450iii', 'E516', 'crème ', 'LAIT', ' en poudre', 'sel', 'gélifiant E401', 'arôme', 'colorant El 60a', ' Peut contenir : Fruits à coques', 'soja']",['Non végétalien'],4,,,,,,,,,?,,215,,900 kj(215 kcal),,"5,7",,"3,2",,37,,23,,"3,3",,"0,227",,"0,091",,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E339ii - Phosphate disodique', 'E450iii - Diphosphate tétrasodique', 'E516 - Sulfate de calcium', 'E401 - Alginate de sodium']","['Œufs', 'Gluten', 'Lait']",,,,,,,,
1185,"Tropézienne, 2 pièces - Plaisir Patissier",3567741000364,,['Plaisir Patissier'],"['Tartes', 'Tartes sucrées', 'Tartes tropéziennes']",,['France'],"['Crème mousseline 46% : Eau', 'crème ', 'LAIT', ' 8,4% ', 'stabilisant E407', 'sucre', 'huile \\égétale partiellement hydrogénée ', 'palmiste', 'amidon modifié de pomme de terre', 'mattodextrines', 'LAIT écrémé en poudre', 'huile végétale ', 'coco', 'lactosérum ', 'LAIT', ' et protéines de LAIT', 'humectant E422', 'sirop de glucose', 'émulsifiants ', 'E471', 'E472b', 'E322 ', 'SOJA', 'épaississants ', 'E450ii', 'E339', 'E516', 'E401', 'E515', 'acidifiants ', 'E331', 'E340', 'stabilisants ', 'E466', 'E508', 'E401 arômes', 'dextrose', 'géli - fiant E407', 'colorant E160a', 'sel', 'antioxydants ', 'E331iii', 'E332', 'Biscuit 42% : Farine de blé ', 'blé', 'blé malté', 'agent traitement de la farine E300', ' ', 'GLUTEN', 'eau', 'OEUFS ', 'acidifiant E330', 'beurre ', 'LAIT', ' 4,2%', 'sucre', 'levure', 'sel', ' Nappage et décors 12% : sucre grain', 'eau', 'sirop de glucose-fructose', 'sucre', 'géli - fiant E440', 'correcteurs diacidité ', 'E330', 'E340', ' Peut contenir : Fruits à coques']","['Huile de palme', 'Non végétalien']",4,12 g,en quantité modérée,8.7 g,en quantité élevée,18 g,en quantité élevée,0.551 g,en quantité modérée,?,,279,+1%,1167 kj(279 kcal),+1%,12,+18%,"8,7",+28%,37,-5%,18,-11%,"4,6",+8%,"0,551",+11%,"0,22",+11%,15,-1%,D,-1%,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E322 - Lécithines', 'E450ii - Diphosphate trisodique', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E516 - Sulfate de calcium', 'E401 - Alginate de sodium', 'E515 - Sulfates de potassium', 'E331 - Citrates de sodium', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E160a - Carotènes mélangés', 'E331iii - Citrate trisodique', 'E332 - Citrates de potassium', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,,['Huile de palme'],
1186,2 Opéras - Plaisir Pâtissier - 180g,3567741000425,D,['Plaisir Pâtissier'],"['Snacks', 'Produits laitiers', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Desserts lactés', 'Pâtisseries', 'Gâteaux au chocolat', 'Opéra']",,['France'],"['Sucre', 'crème ', 'LAIT', ' 14,6 % ', 'stabilisant E407', 'beurre ', 'LAIT', 'eau', 'pâte de cacao 10,8 %', ""blancs d'ŒUFS"", 'farine de blé ', 'GLUTEN', 'huile de colza', 'sirop de glucose-fructose', ""jaunes d'ŒUFS"", 'graisse végétale partiellement hydrogénée ', 'palme', 'SOJA', 'colza', ""poudre d'amandes "", 'FRUITS A COQUES', 'café 0,6 %', 'émulsifiants ', 'E322 ', 'SOJA', 'E470b', 'E471', 'E472c', 'poudre de cacao maigre', 'lactosérum ', 'LAIT', 'poudre de LAIT entier', 'beurre de cacao', 'stabilisant E420', 'sirop de sucre inverti', 'arômes', 'colorants ', 'E171', 'E172', 'arôme naturel de vanille']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,8.4 g,en quantité modérée,4.9 g,en quantité modérée,42 g,en quantité élevée,0.121 g,en faible quantité,?,,328,-25%,1372 kj(328 kcal),-25%,"8,4",-64%,"4,9",-38%,56,+14%,42,+36%,"4,6",-20%,"0,121",-77%,"0,048",-77%,12,-35%,D,-35%,84.0%,9.8%,2.6%,2.2%,1.4%,0.0%,41,180 g,"['Carton', 'Frais']",,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E322 - Lécithines', ""E470b - Sels de magnésium d'acides gras"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E420 - Sorbitol', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Avec édulcorants'],,,,,,['Huile de palme'],
1187,Mille feuille - Plaisir Patissier,3567741000456,,['Plaisir Patissier'],,,['France'],"['Crème pâtissière 512% : eau', 'sucre', 'amidon modifié de pomme de terre', 'lactosérum ', 'LAIT', 'matières grasses végétales ', 'coco', 'palme', 'palmiste', 'sirop de glucose', 'poudre de LAIT écrémé', 'gélifiants ', 'E450iii', 'E263', 'E339ii', 'E401', 'affermissants ', 'E450', 'E263', 'E339', 'émulsifiants ', 'E471', 'E472b', 'protéines de LAIT', 'arôme', 'paprika', 'curcuma', 'colorant E160a', 'sel', ' Feuilletage pur beurre 33% : farine de blé ', 'GLUTEN', 'eau', 'beurre concentré ', 'LAIT', ' 6,8%', 'sucre', 'sel', ' Glaçage marbré 16% : sucre', 'sirop de glucose', 'eau', 'chocolat en poudre ', 'sucre', 'poudre de cacao', 'matière grasse végétale ', 'palme et colza', 'humectant E420', 'colorant E172', 'émulsifiants ', 'E471', 'E473', 'sel', 'acidifiants ', 'E334', 'E330', 'épaississant E412', ' Peut contenir : Soja', 'oeuf', 'fruits à coques']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,298,,1247 kj(298 kcal),,13,,"8,9",,42,,17,,"3,3",,"0,55",,"0,22",,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E450iii - Diphosphate tétrasodique', 'E263 - Acétate de calcium', 'E339ii - Phosphate disodique', 'E401 - Alginate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E160a - Carotènes mélangés', 'E420 - Sorbitol', 'E172 - Oxyde et hydroxyde de fer', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E334 - Acide L-tartrique', 'E330 - Acide citrique', 'E412 - Gomme de guar']","['Gluten', 'Lait']",,,,,,,,
1188,2 Éclairs Café -,3567741000517,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",,['France'],[],[],,9.1 g,en quantité modérée,5.3 g,en quantité élevée,11 g,en quantité modérée,0.38 g,en quantité modérée,?,,231,-7%,967 kj(231 kcal),-7%,"9,1",-18%,"5,3",-8%,33,+3%,11,-44%,"3,5",-14%,"0,38",-1%,"0,152",-1%,8,-38%,C,-38%,,,,,,,,,"['Frais', 'Carton', 'Plastique']",,,"['Œufs', 'Gluten', 'Lait']",['Avec édulcorants'],,,,,,,
1189,Eclairs chocolat,3567741000555,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au chocolat']",,['France'],[],[],,13 g,en quantité modérée,7.6 g,en quantité élevée,28 g,en quantité élevée,0.5 g,en quantité modérée,?,,289,+13%,1209 kj(289 kcal),+13%,13,+6%,"7,6",+31%,38,+20%,28,+39%,"4,3",-2%,"0,5",+31%,"0,2",+31%,18,+40%,D,+40%,,,,,,,,,,,,,,,,,,,,
1190,2 éclairs vanille - Plaisir Pâtissier - 160g (2unités),3567741000593,,"['Plaisir Pâtissier', 'Hafner']",['Eclairs vanille'],['Super U'],['France'],[],[],,9.6 g,en quantité modérée,5.7 g,en quantité élevée,13 g,en quantité élevée,0.38 g,en quantité modérée,?,,234,,979 kj(234 kcal),,"9,6",,"5,7",,33,,13,,"3,4",,"0,38",,"0,152",,8,,C,,,,,,,,,160 g (2 unités),,"['EMB 73213P', 'Ravoire (Savoie, France)']",,,"['Point Vert', 'Triman']","['Ste Hélène du Lac', '73800']",,,,,,
1191,2 tartelettes noix,3567741000661,,,,,['France'],[],[],,,,,,,,,,?,,527,,2205 kj(527 kcal),,35,,"8,5",,44,,18,,"7,8",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,
1192,Millefeuille - Hafner - 650g,3567741000753,B,['Hafner'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Millefeuilles']",,['France'],[],[],,11 g,en quantité modérée,7.7 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en quantité modérée,?,,280,-11%,1172 kj(280 kcal),-11%,11,-27%,"7,7",-24%,41,+3%,19,-5%,3,-22%,"0,5",+6%,"0,2",+6%,15,-12%,D,-12%,73.1%,14.7%,6.0%,3.0%,3.2%,0.0%,75,650 g,,,,,,,,,,,,
1193,Eclair chocolat - Hafner,3567741000807,,['Hafner'],,,['France'],"['Crème chocolat ', '73,2%', ' : eau', 'sucre', 'chocolat 6,6% ', 'pâte de cacao', 'sucre', 'émulsifiant E322 ', 'SOJA', 'arôme naturel de vanille', 'amidon modifié de pomme de terre', 'lactosérum ', 'LAIT', 'matières grasses végétales ', 'palme', 'palmiste', 'sirop de glucose', 'poudre de LAIT écrémé', 'émulsifiants ', 'E472a', 'E472b', 'stabilisants ', 'EGO', 'E516', 'gélifiants ', 'E263', 'E339', 'E339ii', 'E450iii', 'épaississant E4Û1 ', 'arôme', 'protéines de LAIT', 'paprika', 'curcuma', 'colorants ', 'El 60a', 'El 01', 'sel', ' Coque pur beurre ', '13,404', ' ?UFS entiers', 'farine de blé ', 'GLUTEN', 'beurre concentré ', 'LAIT', ' 3,7%', 'stabilisant E420sel', 'poudre à lever ', 'amidon de blé ', 'GLUTEN', 'E450i', 'E500ii', ' Glacage ', '13,4%', ' : sucre', 'chocolat en poudre ', 'sucre', 'poudre de cacao', ' 1,9%', 'matière grasse végétale ', 'palme', 'colza', 'sirop de glucose', 'eau', 'stabilisant E420', 'colorant El 72', 'émulsifiants']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,289,,1209 kj(289 kcal),,13,,"7,6",,38,,28,,"4,3",,"0,51",,"0,204",,,,,,,,,,,,,,,,"['E322 - Lécithines', 'E14XX - Amidons modifiés', ""E472a - Ester diacétyl-acétique d'acides gras"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E516 - Sulfate de calcium', 'E263 - Acétate de calcium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E339ii - Phosphate disodique', 'E450iii - Diphosphate tétrasodique', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E420 - Sorbitol']","['Gluten', 'Lait', 'Soja']",,,,,,,,
1194,2 Religieuses au Café - Hafner - 210g,3567741001002,,['Hafner'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Réfrigérés', 'Religieuses']",,['France'],"['Crème pâtissière au café 65 % : eau', 'sucre', 'amidon modifié de pomme de terre', 'lactosérum [LAIT', 'matières grasses végétales ', 'palme', ' palmiste', 'sirop de glucose', 'poudre de LAIT écrémé', 'café 0,75 %', 'émulsifiants E472a', 'E472b', 'stabilisants ', 'E450', 'E516', 'gélifiants ', 'E450ii', 'E263', 'E339i', 'épaississant E401', 'arôme', 'protéines de LAIT', 'paprika', 'curcuma', 'colorants ', 'E160a', 'E101', 'sel', '\rPâte à chou pur beurre 15 % : ŒUFS entiers', 'eau', 'farine de blé ', 'GLUTEN', 'beurre concentré ', 'LAIT', ' 1,6 %', 'sucre', 'sel', 'stabilisant E420', 'poudre à lever ', 'E450i', ' E500i', '\rGlaçage café 15 % : sucre', 'matière grasse végétales ', 'palme', 'colza', 'sirop de glucose', 'eau', 'extrait de café 0,18%', 'humectant E420', 'beurre de cacao', 'LAIT entier en poudre', 'émulsifiants ', 'E471', 'E473', 'E322 ', 'SOJA', 'sel', 'colorants E150c', 'E171', 'acidifiant E334', 'arômes', 'arôme vanille', ' Crème au beurre meringuée 5 %: beurre ', 'LAIT', ' 1,7 %', 'sucre', ""blancs d'ŒUFS"", 'eau']","['Huile de palme', 'Non végétalien']",4,9.7 g,en quantité modérée,6.4 g,en quantité élevée,20 g,en quantité élevée,0.373 g,en quantité modérée,?,,228,-1%,954 kj(228 kcal),-3%,"9,7",-3%,"6,4",+21%,31,+16%,20,+17%,"3,3",+2%,"0,373",-18%,"0,149",-18%,13,+7%,D,+7%,,,,,,,,210 g,"['Carton', 'Frais', 'Plastique']",,"['E14XX - Amidons modifiés', ""E472a - Ester diacétyl-acétique d'acides gras"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E516 - Sulfate de calcium', 'E450ii - Diphosphate trisodique', 'E263 - Acétate de calcium', 'E339i - Phosphate monosodique', 'E401 - Alginate de sodium', 'E160a - Carotènes mélangés', 'E101 - Riboflavine', 'E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500i - Carbonate de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E322 - Lécithines', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E171 - Oxyde de titane', 'E334 - Acide L-tartrique']","['Œufs', 'Gluten', 'Lait', 'Soja']",['Avec édulcorants'],,,,,,['Huile de palme'],
1195,Millefeuilles - Hafner - 650g,3567741001187,C,['Hafner'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Réfrigérés', 'Millefeuilles']",,['France'],"['Crème pâtissière 51,2 % : eau', 'sucre', 'amidon modifié de pomme de terre', 'lactosérum ', 'LAIT', 'matières grasses végétales ', 'coco', 'palme', 'palmiste', 'sirop de glucose', 'poudre de LAIT écrémé', 'gélifiants ', 'E450iii', 'E263', 'E339ii', 'E401', 'affermissants ', 'E450', 'EE263', 'E339', 'émulsifiants ', 'E471', 'E472b', 'protéines de LAIT', 'arôme', 'paprika', 'curcuma', 'colorant E160a', 'sel', '\rFeuilletage pur beurre 33 % : farine de blé ', 'GLUTEN', 'eau', 'beurre concentré ', 'LAIT', ' 6,8 %', 'sucre', 'sel', '\rGlaçage marbré 16 % : sucre', 'sirop de glucose', 'eau', 'chocolat en poudre ', 'sucre', 'poudre de cacao', 'matière grasse végétale ', 'palme et colza', 'humectant E420', 'colorant E172', 'émulsifiants ', 'E471', 'E473', 'sel', 'acidifiants ', 'E334', 'E330', 'épaississant E412']","['Huile de palme', 'Non végétalien']",4,13 g,en quantité modérée,8.9 g,en quantité élevée,17 g,en quantité élevée,0.55 g,en quantité modérée,?,,298,-5%,1247 kj(298 kcal),-5%,13,-13%,"8,9",-12%,42,+6%,17,-15%,"3,3",-14%,"0,55",+17%,"0,22",+17%,16,-6%,D,-6%,73.1%,14.7%,6.0%,3.0%,3.2%,0.0%,75,650 g,"['Carton', 'Plastique', 'Frais']",,"['E14XX - Amidons modifiés', 'E450iii - Diphosphate tétrasodique', 'E263 - Acétate de calcium', 'E339ii - Phosphate disodique', 'E401 - Alginate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E160a - Carotènes mélangés', 'E420 - Sorbitol', 'E172 - Oxyde et hydroxyde de fer', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E334 - Acide L-tartrique', 'E330 - Acide citrique', 'E412 - Gomme de guar']","['Gluten', 'Lait']",['Avec édulcorants'],,,Millefeuille avec sucre et édulcorant. 5 Millefeuilles,,,,
1196,Eclairs café,3567741001224,C,,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",,['France'],[],[],,9.1 g,en quantité modérée,5.3 g,en quantité élevée,11 g,en quantité modérée,0.38 g,en quantité modérée,?,,231,-7%,967 kj(231 kcal),-7%,"9,1",-18%,"5,3",-8%,33,+3%,11,-44%,"3,5",-14%,"0,38",-1%,"0,152",-1%,8,-38%,C,-38%,75.9%,13.5%,4.8%,3.3%,2.5%,0.0%,64,,,,,,,,,,,,,
1197,Éclairs chocolat,3567741001231,,,,,['France'],[],[],,,,,,,,,,?,,289,,1209 kj(289 kcal),,13,,"7,6",,38,,28,,"4,3",,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,,,,,,
1198,Eclair chocolat,3567741001255,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au chocolat']",,['France'],[],[],,13 g,en quantité modérée,7.6 g,en quantité élevée,28 g,en quantité élevée,0.51 g,en quantité modérée,?,,289,+13%,1209 kj(289 kcal),+13%,13,+6%,"7,6",+31%,38,+20%,28,+39%,"4,3",-2%,"0,51",+34%,"0,204",+34%,18,+40%,D,+40%,,,,,,,,,,,,,,,,,,,,
1199,Éclairs Assortis - Hafner - 400g (5 * 80g),3567741001279,,['Hafner'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Éclairs']",,['France'],"['Eclair chocolat : Crème chocolat 73 2 % : eau', 'sucre', 'chocolat 6,6 % ', 'pâte de cacao', 'sucre', 'émulsifiant E322 ', 'SOJA', 'arôme naturel de vanille', 'amidon modifié de pomme de terre', 'lactosérum ', 'LAIT', 'matières grasses végétales ', 'palme', 'palmiste', 'sirop de glucose', 'poudre de LAIT écrémé', 'émulsifiants E472b', 'stabilisants E516', 'gélifiants ', 'E263', 'E339', 'E339ii', 'E450iii', 'épaississant E401', 'arôme', 'protéines de LAIT', 'paprika', 'curcuma', 'colorants E160a', 'E101', 'sel', '\r Coque pur beurre 13,4%  ', 'ŒUFS entiers', 'farine de blé ', 'GLUTEN', 'beurre concentré ', 'LAIT', ' 3,7 %', 'stabilisant E420', 'sel', 'poudre à lever ', 'amidon de blé ', 'GLUTEN', 'E500ii', '\r Glaçage 13,4 % : sucre', 'chocolat en poudre ', 'sucre', 'poudre de cacao', ' 1,9%', 'matière grasse végétale ', 'palme', 'colza', 'sirop de glucose', 'eau', 'stabilisant E420', 'colorant E172', 'émulsifiants ', 'E471', 'E473', 'sel', 'acidifiant E334']","['Huile de palme', 'Non végétalien']",4,13 g,en quantité modérée,7.6 g,en quantité élevée,28 g,en quantité élevée,0.51 g,en quantité modérée,?,,289,+13%,1209 kj(289 kcal),+13%,13,+8%,"7,6",+29%,38,+19%,28,+37%,"4,3",-1%,"0,51",+30%,"0,204",+30%,17,+30%,D,+30%,,,,,,,,400 g (5 * 80 g),"['Frais', 'Carton', 'Plastique', 'boîte']",,"['E322 - Lécithines', 'E14XX - Amidons modifiés', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E516 - Sulfate de calcium', 'E263 - Acétate de calcium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E339ii - Phosphate disodique', 'E450iii - Diphosphate tétrasodique', 'E401 - Alginate de sodium', 'E160a - Carotènes mélangés', 'E101 - Riboflavine', 'E420 - Sorbitol', 'E500ii - Carbonate acide de sodium', 'E172 - Oxyde et hydroxyde de fer', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E334 - Acide L-tartrique']","['Œufs', 'Gluten', 'Lait', 'Soja']",['Avec édulcorants'],,,,,,,
