,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,packaging,ingredients_origins,manufacturing,traceability_code,additives,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,link,markets,palm_ingredients,brand_owner
271,Flan nature - Dia - 650,8480017676252,['France'],"['eau', 'sucre', 'poudre de lait entier pasteurisé', 'oeufs entiers pasteurisés ', '4%', ' préparation pour flan 3% ', 'amidon et amidon modifié de maïs', 'arômes', ' colorant : curcumine', 'bêta-carotène', 'beurre', 'amidon transformé de manioc']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",694,?,694 kj(166 kcal),"5,9","3,6","24,5","20,2","3,2","0,08","0,032",['Dia'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Flans pâtissiers']",,"['Œufs', 'Lait']",5.9 g,en quantité modérée,3.6 g,en quantité modérée,20.2 g,en quantité élevée,0.08 g,en faible quantité,-27%,,-21%,-24%,-23%,-16%,+14%,-13%,-67%,-67%,8,-17%,C,-17%,B,650,['Barquette plastique'],,,,"['E100 - Curcumine', 'E160ai - Bêta-carotène', 'E14XX - Amidons modifiés']",4,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,Flan nature,,['Dia'],,
272,Nectar 13 fruits Dia - 2L,8480017680792,['France'],"['Jus de fruits à base de concentrés et purées ', 'pomme', 'orange', 'raisin', 'banane', 'clémentine', 'ananas', 'pamplemousse', 'citron', 'fruit de la passion', 'abricot', 'pêche', 'mangue', 'goyave', 'eau', 'sucre', 'acidifiant : acide citrique', 'vitamines ', 'C', 'PP', 'E', 'B5', 'B6', 'B1', 'B9', 'B8', 'B12', 'A et provitamine A']","[""Pourrait contenir de l'huile de palme""]",205,48,205 kj(48 kcal),"0,2",,"11,6","11,6","0,2","0,08","0,032",['Dia'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']",['Fabriqué en France'],,0.2 g,en faible quantité,,,11.6 g,en quantité élevée,0.08 g,en faible quantité,+15%,+14%,+16%,+4%,,+16%,+22%,-36%,+729%,+729%,,,,,B,2 L,"['Carton', 'Brique']",['France'],,,['E330 - Acide citrique'],3,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"Nectar de 13 fruits à base de jus concentrés et de purées de fruits, enrichis en vitamines C, PP, E, B5, B6, A, B9, B12. Teneur en fruits : 50 % minimum",,['Dia'],,
273,Croûtons à l'ail - Dia - 150g,8480017692016,['France'],"['Farine de blé', 'huile de palme', 'levure', 'sel', 'lactose', 'arôme ail', 'protéines de lait']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']","['Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,E,150 g,"['Sachet', 'Plastique']",,['France'],,,4,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,Croûtons à l'ail,,['Dia'],['Huile de palme'],
274,Ckub thon oeufs mimosa - Dia - 145g,8480017736468,['France'],"['Garniture ', '50,7%', ' : thon au naturel 38,6%* ', 'thon 34,7%*', 'eau', 'sel', 'oeuf 30,2% ', 'oeuf 30%*', 'séquestrant : acide citrique', 'acidifîant : acide acétique', 'sel', 'mayonnaise allégée en matières grasses 30,2%* [eau', 'huile de colza', ""vinaigre d'alcool"", ""jaune d'oeuf"", 'amidon modifié de maïs', 'sucre', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'antioxydant : disulfite de potassium', 'acidifiant : acide citrique', 'sel', 'lait écrémé reconstitué', 'acidifiant : acide citrique', 'épaississant', ' gomme xanthane', 'conservateur: sorbate de potassium', 'arôme', 'colorants : lutéine et extrait de paprika]', 'fibres de blé', '\rPain de mie complet ', '49,3%', ' : farine de blé', 'eau', 'son de blé', 'huile de colza', 'sel', 'gluten de blé', 'sucre', ""émulsilfiant : mono - et diglycérldes d'acides gras"", 'levure', 'farine de fèves', 'antioxydant : acide ascorbique', ' * pourcentéages exprimés sur la garniture']","['Non végétalien', 'Non végétarien']",901,?,901 kj(215 kcal),"7,8","1,1","23,5","2,7","11,4","1,321","0,528",['Dia'],"['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au thon']",['Fabriqué en France'],"['Œufs', 'Poisson', 'Gluten', 'Moutarde']",7.8 g,en quantité modérée,1.1 g,en faible quantité,2.7 g,en faible quantité,1.32 g,en quantité modérée,-3%,,-4%,-8%,+7%,-7%,-3%,+17%,+22%,+22%,1,+24%,B,+24%,C,145 g,['barquette plastique'],,,"['EMB 49331H', 'Segré (Maine-et-Loire, France)']","['E330 - Acide citrique', 'E260 - Acide acétique', 'E14XX - Amidons modifiés', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine', 'E160c - Extrait de paprika', 'E300 - Acide ascorbique']",4,74.8%,8.9%,5.2%,8.3%,2.3%,0.6%,64,"Sandwich au pain de mie complet garni de thon, d'œufs et de sauce mayonnaise allégée en matières grasses",,['Dia'],,
275,Cornichons aigres-doux - Dia - 1600g,8480017753908,['France'],"['cornichons', 'eau', ""vinaigre d'alcool"", 'sucre', 'oignons blancs', 'sel', 'aneth', 'graines de moutarde', 'poivron rouge', 'arôme']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",110,26,110 kj(26 kcal),~ 0,~ 0,"4,5",4,1,1,"0,4",['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons aigres-doux']","['Point Vert', 'Triman']",['Moutarde'],0 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,1 g,en quantité modérée,-12%,-26%,-19%,-100%,-100%,-13%,-11%,+7%,-28%,-28%,-3,-410%,A,-410%,,1600 g,"['Couvercle métallique', 'Bocal', 'Verre']",,"['Global green international', 'Union Européenne']",,,4,,,,,,,,Cornichons gros 1 aigres-doux pasteurisés,,['Dia'],,
276,Tortellini au jambon - Dia - 250g,8480017755094,['France'],"['Semoule de blé dur', 'œufs 14,6%', 'chapelure ', 'farine de blé', 'huile végétale', 'sel', 'levure', 'préparation à base de viande de porc 9,4% ', 'viande de porc', 'arômes', 'sel', 'jambon 3,6% ', 'viande de porc', 'sel', 'conservateur : E250', 'huile végétale', 'sel', 'eau', 'fromage râpé et arômes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",1649,391,1649 kj(391 kcal),"8,6","4,3",64,"2,4","13,1","4,064","1,626",['Dia'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini', 'Tortellini à la viande']",['Fabriqué en Italie'],"['Œufs', 'Gluten']",8.6 g,en quantité modérée,4.3 g,en quantité modérée,2.4 g,en faible quantité,4.06 g,en quantité élevée,+54%,+40%,+45%,+21%,+58%,+59%,+5%,+19%,+228%,+228%,16,+152%,D,+152%,,250 g,['Sachet plastique'],,['Italie'],['IT 481/L CE'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,Pâtes alimentaires aux œufs fourrées au jambon,,['Dia'],,
277,Chips à la Crevette - Dia - 75g,8480017766694,['France'],"['Fécule de manioc 46 %', 'huile de tournesol', 'chair de crevette 16,5 %', 'sucre', 'sel', 'poivre', 'ail', 'acidifiant : acide citrique', 'poudre à lever : carbonate acide de sodium']",[],?,533,2230 kj(533 kcal),31,"2,8","60,5",7,"2,1","1,9","0,76",['Dia'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de manioc', 'Chips de manioc à la crevette']",,,31 g,en quantité élevée,2.8 g,en quantité modérée,7 g,en quantité modérée,1.9 g,en quantité élevée,,+7%,+7%,+22%,+20%,-6%,-10%,+24%,-4%,-4%,16,-3%,D,-3%,C,75 g,['Sachet plastique'],,['Union Européenne'],,"['E330 - Acide citrique', 'E500ii - Carbonate acide de sodium']",3,65.0%,16.6%,5.2%,10.9%,2.4%,0.0%,61,Produits soufflés à base de farine de manioc et de crevette,,['Dia'],,
278,Fromage pur chèvre - Dia - 150g,8480017779533,['France'],['Lait de chèvre pasteurisé - crème pasteurisée de lait de chèvre - sel - ferments lactiques - présure caprine'],['Non végétalien'],685,165,685 kj(165 kcal),13,,3,,9,,,['Dia'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de chèvre', 'Fromages pasteurisés']","['Point Vert', 'Eco-Emballages']",['Lait'],13 g,en quantité modérée,,,,,,,-38%,-42%,-42%,-43%,,+80%,,-48%,,,,,,,D,150 g,"['Frais', 'Pot', 'Plastique', 'Opercule', 'Aluminium']",,"[""Laiterie Grand'Ouche (Filiale Savencia Fromage & Dairy) - 20 Rue de la Grand'Ouche - 16200 Réparsac"", 'Charente', 'Poitou-Charentes', 'France']","['FR 16.277.001 CE', 'Réparsac (Charente, France)', 'EMB 16277A', 'Réparsac (Charente, France)']",,3,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,Fromage au lait pasteurisé de chèvre,,['Dia'],,
279,sauce pommes-frites - DIA - 350ml,8480017783318,['France'],"['eau', 'huile de colza', 'sirop de glucose-fructose', ""vinaigre d'alcool"", ""jaune d'œuf"", 'amidon transformé de maïs', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'curcuma', 'sel', 'plantes aromatiques', 'jus de citron à base de concentré', 'acidifiant : E270', 'E330', 'épaississants : E412', 'E415', 'oignons', 'conservateur : E202', 'protéines de lait', 'arômes naturels', 'ail', 'arômes', 'colorant : E161b']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1414,?,1414 kj(338 kcal),32,"3,1","12,7","9,1","0,8","2,032","0,813",['DIA'],"['Epicerie', 'Sauces']",['Point Vert'],"['Œufs', 'Lait', 'Moutarde']",32 g,en quantité élevée,3.1 g,en quantité modérée,9.1 g,en quantité modérée,2.03 g,en quantité élevée,+60%,,+43%,+77%,+44%,+28%,+41%,-70%,-16%,-16%,18,+55%,D,+55%,,350 ml,"['Flacon', 'Plastique']",,,,"['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine']",4,,,,,,,,,,['Dia'],,
280,Clous De Girofle - Dia,8480017820426,['France'],[],[],?,?,,?,,?,,?,,,['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Clous de girofle']",,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,63.8%,0.0%,18.2%,12.0%,6.0%,0.0%,79,,,['Dia'],,
281,Lait Chocolaté - Dia - 1L e,8480017821409,['France'],"['Lait partiellement écrémé 91 %', 'chocolat en poudre 4 % ', 'sucre', 'cacao en poudre', 'sucre', 'stabilisant : carraghénanes']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",309,?,309 kj(74 kcal),1,"0,7","12,5","12,5","3,5","0,127","0,051",['Dia'],"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat', 'Boissons avec sucre ajouté']","['Point Vert', 'Fabriqué en France', 'Eco-Emballages']",['Lait'],1 g,en faible quantité,0.7 g,en faible quantité,12.5 g,en quantité élevée,0.127 g,en faible quantité,-2%,,-0%,-41%,-37%,+14%,+20%,+8%,-1%,-1%,0,-100%,B,-100%,C,1 L e,"['Brique', 'Carton']",,"[""Société Laitière des Volcans d'Auvergne (SLVA) - Cardry - 22800 Saint-Brandan"", ""Côtes-d'Armor"", 'Bretagne', 'France']","['FR 22.277.002 CE', ""Saint-Brandan (Côtes-d'Armor, France)""]","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,Lait chocolaté stérilisé UHT à 10 g / l de matière grasse,,['Dia'],,
282,Bâtonnets saveur crabe - Dia - 400g,8480017826268,['France'],"['Chair de poisson 38 %', 'eau', 'huile de colza', 'fécules', ""blanc d'oeuf réhydraté"", 'amidon de blé', 'sucre', 'sel', 'stabilisants : sorbitol', 'polyphosphates', 'arômes ', 'crustacé', 'exhausteur de goût : glutamate monosodique', 'colorant : extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",515,123,515 kj(123 kcal),"5,6","0,5","9,8",2,"7,7","1,575","0,63",['Dia'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,"['Crustacés', 'Œufs', 'Poisson', 'Gluten']",5.6 g,en quantité modérée,0.5 g,en faible quantité,2 g,en faible quantité,1.57 g,en quantité élevée,+3%,+3%,+4%,+19%,-23%,-14%,-30%,+3%,-8%,-8%,2,-55%,B,-55%,B,400 g,"['Frais', 'Plastique']",,['Union européenne'],"['FR 50.099.003 CE', 'Carentan (Manche, France)', 'EMB 50099C', 'Carentan (Manche, France)']","['E420 - Sorbitol', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika']",4,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,['Dia'],,
283,Chips à l'ancienne saveur moutarde - Dia - 150gr,8480017827517,['France'],"['Pommes de terre', 'huile de tournesol ', '37%', 'assaisonnement saveur moutarde ', 'arôme', 'maltodextrine', 'dextrose', 'sucre', 'chapelure ', 'farine de blé', 'sel', 'sel', 'dérivés de moutarde ', 'graines de moutarde noire et jaune', 'huile essentielle de moutarde', 'exhausteur de goût : E621', 'huile de tournesol', 'sel']",[],2387,573,2387 kj(573 kcal),37,"3,6",52,"1,6","5,5","1,753","0,701",['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', ""Chips à l'ancienne"", ""Chips de pommes de terre à l'huile de tournesol"", 'Chips à la moutarde']",,"['Gluten', 'Moutarde']",37 g,en quantité élevée,3.6 g,en quantité modérée,1.6 g,en faible quantité,1.75 g,en quantité élevée,+6%,+6%,+5%,+10%,+19%,+4%,-16%,-6%,+13%,+13%,12,-2%,D,-2%,B,150 gr,"['Sachet', 'Plastique']",,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,['Dia'],,
284,Club poulet kebab - Dia - 120g,8480017835680,['France'],"['Pain de mie complet 57,7% : farine complète de blé', 'eau', 'huile de colza', 'levure', 'sucre', 'sel', 'gluten de blé', 'dextrose de blé', 'farine de blé', 'émulsifiant : E471', 'conservateur : E282', 'agent de traitement de la farine : acide ascorbique', '\rGarniture 42,3% : poulet rôti 68,8%** ', 'viande de poulet', 'amidon', 'sel', 'dextrose', 'saccharose', 'mayonnaise allégée en matières grasses 28,4% ', 'eau', 'huile de colza', 'vinaigre', ""jaune d'oeuf"", 'amidon modifié de maïs', 'sucre', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'antioxydant : disulfite de potassium', 'acidifiant : acide citrique', 'sel', 'lait écrémé reconstitué', 'acidifiant : acide citrique', 'épaississant : gomme xanthane', 'conservateur : E202', 'arôme', 'colorants : lutéine ', 'extrait de tagète', ' et extrait de paprika', 'assaisonnement goût kebab 2,1% ', 'épices ', 'coriandre', 'cumin', 'gingembre', 'muscade', 'paprika', 'poivre', 'plantes aromatiques ', 'ail', 'basilic', 'oignon', 'oignons lamelles déshydratés 0,7%']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",965,229,965 kj(229 kcal),"6,9","0,9","27,6","3,3",13,"1,321","0,528",['Dia'],"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']","['Ne pas recongeler', 'Fabriqué en France', 'Décongelé']","['Œufs', 'Gluten', 'Moutarde']",6.9 g,en quantité modérée,0.9 g,en faible quantité,3.3 g,en faible quantité,1.32 g,en quantité modérée,+3%,+3%,+3%,-18%,-38%,+7%,+1%,+29%,+9%,+9%,0,-100%,B,-100%,C,120 g,['barquette plastique'],,,"['EMB 49331H', 'Segré (Maine-et-Loire, France)']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine', 'E160c - Extrait de paprika']",4,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,Sandwich au pain de mie complet garni de poulet rôti assaisonné,,['Dia'],,
285,Rellenas de pimiento - Alteza,8480024737991,"['France', 'Espagne']","['Agua', 'aceituna verde', 'sal', 'pasta de pimiento 6% ', 'pimiento', 'gelficantes: aginato sódico', 'goma guar', 'edurecedor: cloruro cálcico', 'potenciadores sabor: glutamato monosódico', ""5'ribonucleótidos de disodio"", 'acidulante: ácido cítrico', 'antioxidante: ácido ascórbico']",[],?,154,644 kj(154 kcal),16,3,"0,1","0,1",1,3,"1,2",['Alteza'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', 'Olives vertes farcies au poivron']",,,16 g,en quantité modérée,3 g,en quantité modérée,0.1 g,en faible quantité,3 g,en quantité élevée,,+8%,+8%,+15%,+30%,-95%,-60%,-9%,-14%,-14%,13,+16%,D,+16%,A,,['Lata'],,,,"['E412 - Gomme de guar', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",4,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,['Alteza'],,
286,Salsa boloñesa - Alteza,8480024744203,['France'],"['Ingredientes tomate', 'carne de vaca', 'zanzhoria', 'cebolla', 'pimiento', 'aiceito de girasol', 'azucar', 'almídon', 'Sal', 'mais', 'acidi citrico']","['Non végétalien', 'Non végétarien']",?,110,460 kj(110 kcal),5,0,14,5,2,2,"0,8",['Alteza'],"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",,,5 g,en quantité modérée,0 g,en faible quantité,5 g,en quantité modérée,2 g,en quantité élevée,,+26%,+28%,+22%,-100%,+114%,+5%,-55%,+82%,+82%,9,+295%,C,+295%,E,,,,,,,3,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,,['Alteza'],,
287,Mayonesa - Alteza,8480024759733,['France'],"['Huile de tournesol 65%', 'eau', 'oeuf', 'jaune d’oeuf', 'vinaigre', 'sucre', 'sel', 'gomme guar', 'gomme xanthan', 'jus de citron', 'sorbate de pitasium', 'acide citrique', 'EDTA', 'beta carotene', 'arome']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,569,2381 kj(569 kcal),62,6,"2,3","1,01","0,4","0,9","0,36",['Alteza'],"['Epicerie', 'Matières grasses', 'Sauces', 'Mayonnaises']",,['Œufs'],62 g,en quantité élevée,6 g,en quantité élevée,1.01 g,en faible quantité,0.9 g,en quantité modérée,,-7%,-7%,-6%,-3%,-14%,-31%,-67%,-32%,-32%,10,-44%,C,-44%,D,,,,,,"['E412 - Gomme de guar', 'E330 - Acide citrique', 'E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E160ai - Bêta-carotène']",4,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,['Alteza'],,
288,Turròn de jijona - Alteza,8480024775054,['France'],"['Almendra ', '64%', 'azúcar', 'miel ', '10%', 'jarabe de glucosa y fructosa', 'emulgente ', 'monoestearato de glicerina', 'clara de huevo', ' Puede contener trazas de cacahuete', 'otros frutos de cáscara y sésamo']",['Non végétalien'],?,544,2276 kj(544 kcal),34,"2,6",39,35,17,"0,1","0,04",['Alteza'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']",['en:gluten-free'],,34 g,en quantité élevée,2.6 g,en quantité modérée,35 g,en quantité élevée,0.1 g,en faible quantité,,0%,-0%,-5%,-10%,-0%,+3%,+11%,+189%,+189%,15,+9%,D,+9%,E,,,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,['Alteza'],,
289,Bebida de soja - Alteza - 1l,8480024830449,"['France', 'Espagne']","['Agua', 'habas de soja ', '13%', ' y sal']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,32,134 kj(32 kcal),"1,7","0,3",1,"0,7","3,1","0,06","0,024",['Alteza'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de légumineuses', 'Boissons végétales de soja', 'Boissons végétales de soja nature']","['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté', 'Sans lactose']",['Soja'],1.7 g,en quantité modérée,0.3 g,en faible quantité,0.7 g,en faible quantité,0.06 g,en faible quantité,,-22%,-22%,-10%,-15%,-55%,-59%,-6%,-5%,-5%,-1,,A,,B,1 l,['Tetra Brik'],,"['Burgos', 'Burgos (provincia)', 'Castilla y León', 'España']","['ES 26.001572/BU CE', 'FABRICANTE Y ENVASADOR:', 'FRÍAS NUTRICIÓN S.A.', 'PE RTENE EC A:', 'GRUPO FRÍAS']",,3,25.4%,0.6%,27.0%,26.7%,15.9%,4.4%,82,Bebida de soja sin azúcares añadidos,,"['Supermercados Gigante', 'Alteza']",,
290,"Zumo de melocotón,  manzana y uva - Alteza",8480024830890,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,1",0,"0,4","0,01","0,004",['Alteza'],"['es:Zumo de melocotón y manzana y uva', 'es:Zumos']",,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.01 g,en faible quantité,,,,,,,,,,,0,,B,,,,,,,,,,,,,,,,,,,['Alteza'],,
291,"Cornichons - Dia - 680g (égoutté : 380g), 720ml",8480071338387,['France'],"['Cornichons', 'eau', ""vinaigre d'alcool"", 'sel', 'oignons blancs 1,16%', 'graines de moutarde 0,29%', 'affermissant : chlorure de calcium', 'estragon 0,04%', 'arôme', 'conservation : disulfite de potassium']",[],64,?,64 kj(15 kcal),~ 0,~ 0,"1,5","1,2","1,3","2,5",1,['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",,"['Moutarde', 'Anhydride sulfureux et sulfites']",0 g,en faible quantité,0 g,en faible quantité,1.2 g,en faible quantité,2.5 g,en quantité élevée,-6%,,-19%,-100%,-100%,-23%,-2%,+19%,+39%,+39%,3,+47%,C,+47%,,"680 g (égoutté : 380 g), 720 ml","['Bocal', 'Verre', 'Couvercle', 'Métal']",,,,"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,Cornichons au vinaigre mi-fins | pasteurisés,,['Dia'],,
292,mango & cream - Häagen-Dazs - 87g,8481583265147,['France'],[],[],?,?,,?,,?,,?,,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",,,,,,,,,,,,,,,,,,,,,,,,,B,87 g,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,
293,Duo Pepites - Terres Et Cereales,8481587501975,['France'],"['Flocons de céréales* ', 'avoine', 'blé* I seigle* ', 'orge*', 'sucre dc canne non raffiné* ', 'billettes de céréales* avoine* ', 'sucre de canne non raffiné*', 'ç"" iìliel*', 'paillettes de chocolat au lait* 4,5% ', 'SIR de canne*', 'poudre de lait entier* ', 'masse de caco i \\ beurre de cacao* ', 'poudre do ', 'actosérun* lécithines de tournesol', 'paillettes de chokolat noir* 4,5% canne*', 'masse de beurre de cacao* ', 'lécithines de tournesol', ' huile de tournesol* ', 'farine de blé* ', 'noix de amandes* sésame*', 'pétales de maïs*', "" * Ingrédients issus de l'Agriculture Biologique"", ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques', "" { Abriqué dans un atelier qui utilise d'autres fruits à coque"", ""du soja et de l'arachide"", ' A consommer avec du lait/ une boisson végétale ou du fromage blanc']",['Non végétalien'],?,410,1715 kj(410 kcal),11,"3,2",64,26,"8,7","0,06","0,024",['Terres Et Cereales'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']","['Gluten', 'Fruits à coque', 'Avoine']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E322i - Lécithine'],,,,,,,,,,,,,
294,8484880059228,8484880059228,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Trésor  -,8512851308058,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
