,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,manufacturing,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,additives,ingredients_origins,link,palm_ingredients,producer_info,origin_detail,brand_owner
482,Puree D'orange Amere - Saveurs attitudes - 310g,3299430066077,,,310 g,,['Saveurs attitudes'],,,,,['France'],"['jus concentré de raisin rectifié*', 'orange amère* 45%', 'gélifiant: pectine de fruits', "" \r*Produits issus de l'Agriculture Bio""]",,[],4,,,,,,,,,?,,168,,703 kj(168 kcal),,"0,1",,0,,"40,8",,"40,1",,"0,5",,0,,0,,,,,,,,,,,,,['Bio'],['E440 - Pectines'],,,,,,
483,Crémant de Bourgogne grande cuvée blanc brut - Veuve Ambal - 75cl,3299641100010,B,,75 cl,"['Bouteille', 'Verre']",['Veuve Ambal'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bourgogne', 'Vins effervescents', 'Vins blancs', 'Crémant de Bourgogne']",['France'],,['Cora'],['France'],"['Vin ', 'sulfites']",['Anhydride sulfureux et sulfites'],['Sans huile de palme'],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['AOC', 'Déconseillé aux femmes enceintes', 'Sélectionné par le guide Hachette des Vins 2015']",,"['France', 'Bourgogne']",,,,,
484,Velouté de Poireaux et Pommes de Terre - Moment Gourmand - 1L,3300060206488,A,,1 L,"['Carton', 'Briqeu']",['Moment Gourmand'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de poireaux']",['France'],,,['France'],"['Eau', 'légumes 36 % ', 'poireaux 18 %', 'pommes de terre 17 %', 'épinards', 'oignons', 'crème', 'amidon transformé de maïs', 'huile de colza', 'sel', 'beurre', 'lait écrémé en poudre']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,2.1 g,en faible quantité,1.1 g,en faible quantité,0.9 g,en faible quantité,0.71 g,en quantité modérée,?,,44,+22%,184 kj(44 kcal),+21%,"2,1",+51%,"1,1",+52%,"5,1",+10%,"0,9",-29%,"0,7",-27%,"0,71",+8%,"0,284",+8%,2,-20%,B,-20%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['Sans colorants', 'Sans conservateurs', 'Mijoté en France']",['E14XX - Amidons modifiés'],,,,,,
485,Jus de pommes mangues  - Planet bio - 75cl,3301591000842,B,,75 cl,['Bouteille'],['Planet bio'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']","['Pays de la Loire', 'France']",,['Magasins U'],['France'],"['Pommes bio ', '77 %', 'mangues bio ', '23 %']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,12.4 g,en quantité élevée,0 g,en faible quantité,229,+14%,?,,229 kj(55 kcal),+14%,0,-100%,0,-100%,"13,1",+18%,"12,4",+19%,0,-100%,0,-100%,0,-100%,7,+56%,D,+56%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,"['France', 'Pays de la Loire']",,,,,
486,Confiture fraises extra - Planet Bio,3301595000176,C,,,,['Planet Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,['Magasins U'],['France'],"['fraises bio', 'sucre toux bio', 'gélifiant : pectines', ' Teneur totale en sucre : 60 g pour 100 g', ' Préparée avec 65 g de fruits pour 100 g']",,[],4,0 g,en faible quantité,0 g,en faible quantité,63.4 g,en quantité élevée,0.04 g,en faible quantité,?,,276,+27%,1155 kj(276 kcal),+27%,0,-100%,0,-100%,"67,6",+27%,"63,4",+25%,"0,6",+35%,"0,04",+76%,"0,016",+76%,10,+15%,C,+15%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['E440 - Pectines'],,,,,,
487,Purée pommes - Planet Bio - 830g,3301597001256,,,830 g,"['Bocal', 'Verre']",['Planet Bio'],,,,['Magasins U'],['France'],"[""Purée Planet Sans sucres ajoutés* PRODUIT ISSU DE L'AGRICULTURE BIOLOGIQUE""]",,[],,,,,,,,,,?,,53,,222 kj(53 kcal),,0,,0,,"12,9",,"10,6",,0,,0,,0,,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,
488,Compotes Et Purées De Fruits - Coteaux nantais,3301597001300,,,,,['Coteaux nantais'],,,,,['France'],[],,[],,,,,,,,,,?,,58,,243 kj(58 kcal),,0,,0,,"13,9",,"9,6",,0,,0,,0,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,,,,
489,Purée Pommes - Côteaux Nantais - 825g,3301597004103,A,,825 g,['Verre'],['Côteaux Nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",['Remouillé'],['3301597004103'],['Naturalia'],['France'],"['pommes ', '100%', ' Contient des sucres naturellement présents']",,[],1,0 g,en faible quantité,0 g,en faible quantité,10.6 g,en quantité modérée,0 g,en faible quantité,?,,53,-17%,222 kj(53 kcal),-17%,0,-100%,0,-100%,"12,9",-9%,"10,6",-20%,0,-100%,0,-100%,0,-100%,-5,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Bio', 'Sans sucre ajouté', 'Origine France']",,['France'],,,,,
490,Kebab de Poulet & Semoule à l'Orientale - Fleury Michon - 280g,3302741193100,D,,280g,"['barquette plastique', 'étui carton', 'Sans Bisphenol A']",['Fleury Michon'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes']",,"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",,['France'],"['Semoule de blé réhydratée ', '40 %', 'kebab de poulet ', 'cuisse de poulet ', '18,6 %', 'dextrose', 'amidon de tapioca ou de manioc', 'épices', 'plantes aromatiques', 'sel', 'eau', 'crème fraîche', 'fromage blanc ', '6,4 %', 'raisins secs 3,4 % ', 'raisins', 'huile de colza', 'huile de colza', ""huile d'olive vierge extra"", 'sel', 'jus de citron ', '0,7 %', 'farine de blé', 'ail', 'menthe douce ', '0,4 %', 'amidon transformé de riz', 'persil', 'piment']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,8.4 g,en quantité modérée,2.4 g,en quantité modérée,2.5 g,en faible quantité,0.65 g,en quantité modérée,737,+27%,?,,737 kj(176 kcal),+20%,"8,4",+42%,"2,4",+43%,18,+31%,"2,5",+28%,"6,2",-23%,"0,65",-23%,"0,26",-23%,2,+40%,B,+40%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free', 'Barquette garantie sans bisphénol A']",['E14XX - Amidons modifiés'],,,,,,
491,Brandade de Morue à la Crème Fraîche - Fleury Michon - 330g,3302741857101,E,Brandade de morue parmentier à la crème fraîche,330 g,"['Frais', 'Sachet plastique à jeter', 'Etui carton à recycler']",['Fleury Michon'],"['Plats préparés', 'Frais', 'Plats préparés au poisson', 'Plats préparés frais', 'Plats préparés à réchauffer au micro-ondes', 'Brandades de morue', 'Brandades de morue parmentière', 'en:Preparations-made-from-fish-meat', 'Brandades', 'Plats préparés à réchauffer au bain-marie']","['Fleury Michon Traiteur - FMT (Filiale Fleury Michon Solution Repas) - Rue des Javelières - ZI Le Grenouiller - 85390 Mouilleron-en-Pareds', 'Vendée', 'Pays de la Loire', 'France']","['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']","['Franprix', 'Casino']",['France'],"['Morue 39% ', 'cabillaud', 'sel', 'eau', 'pommes de terre 17%', 'flocons de pommes de terre 5', '6%', 'crème fraîche 3', '6%', 'poudre de lait écrémé', ""huile d'olive vierge 1"", '9%', 'ail', 'huile de colza', 'épices', 'persil 0', '04%']","['Poisson', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,4.9 g,en quantité modérée,1.2 g,en faible quantité,1.6 g,en faible quantité,0.7 g,en quantité modérée,476,+1%,?,,476 kj(114 kcal),-2%,"4,9",-2%,"1,2",-34%,"8,9",-2%,"1,6",+16%,"8,9",+17%,"0,7",-7%,"0,28",-7%,0,-100%,B,-100%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,"['Sans arômes artificiels', 'Sans gluten', 'Experimentation Etiquetage Nutritionnel 2016', 'Sans colorants', 'Sans huile de palme', 'Sans conservateurs', 'Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore A', 'Nutriscore B', 'Afdiag']",,,http://www.fleurymichon.fr/produit/brandade-de-morue-parmentier-la-creme-fraiche,,,,
492,Pâtes façon bolognaise - Fleury Michon - 300g,3302749610029,,,300 g,,['Fleury Michon'],"['Plats préparés', 'Plats à base de pâtes']",,"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",,['France'],"['Pâtes cellentani 33% ', 'eau', 'semoule de blé dur', 'curcuma', 'tomates 23%', 'eau', 'concentré de tomates,\xa0emmental 5%', 'oignons', '_bouillon de légumes ', 'eau', 'oignons', 'poireaux', 'céleri', 'carottes', 'sel', 'protéines de blé _texturée ', 'protéines de blé', 'farine de blé', 'carottes 1', '7%', 'amidon de riz', 'huile de colza', 'sel', 'sucre', 'ail', 'basilic 0', '2%', ""huile d'olive vierge"", 'poivre', 'origan', 'thym', 'piment Espelette']","['Céleri', 'Gluten', 'Lait']",['Non végétalien'],3,3.2 g,en quantité modérée,1.2 g,en faible quantité,3.4 g,en faible quantité,0.78 g,en quantité modérée,439,-37%,?,,439 kj(105 kcal),-41%,"3,2",-49%,"1,2",-51%,14,-33%,"3,4",+40%,"5,4",-27%,"0,78",-14%,"0,312",-14%,1,-73%,B,-73%,,,,,,,,"['Sans arômes artificiels', 'Sans colorants', 'Sans huile de palme', 'Sans conservateurs', 'Nutriscore', 'Nutriscore B']",,,,,,,
493,Petit Munster bio - Haxaire - 220g,3304420071006,B,,220 g,['Papier'],['Haxaire'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', 'Munsters', 'Petits Munsters']",,,['Magasins U'],['France'],"['lait biologique pasteurisé de vache', 'sel', 'présure animale', 'ferments lactiques ', 'lait']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,24 g,en quantité élevée,17 g,en quantité élevée,0.3 g,en faible quantité,1.98 g,en quantité élevée,?,,301,-7%,1259 kj(301 kcal),-7%,24,-10%,17,-9%,"0,3",-46%,"0,3",-43%,21,+4%,"1,975",+10%,"0,79",+10%,16,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Bio', 'Bio européen', 'AOP', 'AB Agriculture Biologique', ""Au lait d'Alsace""]",,['Alsace'],,,,,
494,Compote Sans Sucre Ajoutes Pomme - Charles Et Alice,3306670015878,B,,,,['Charles Et Alice'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes banane']",,,,['France'],[],,[],,,,0.1 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,?,,233,+253%,975 kj(233 kcal),+253%,?,,"0,1",+40%,?,,11,-15%,"0,5",+8%,"0,01",+8%,"0,004",+8%,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['Sans sucre ajouté'],,,,,,,
495,"12 Crepes artisanales pur beurre Keltia Nevez, sachet de 1 x - 370g",3307621321574,A,,370 g,"['Film', 'Plastique']",['Keltia Nevez'],"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']","['29690', 'Huelgoat', 'Finistère', 'Bretagne', 'France']",,['Magasins U'],['France'],"['Lait frais entier en provenance directe de la ferme 34 %', 'farine de froment 27 %', 'sucre', 'œufs frais', 'beurre frais', 'farine de blé noir', 'sel']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],3,10 g,en quantité modérée,6.1 g,en quantité élevée,28 g,en quantité élevée,1.7 g,en quantité élevée,?,,370,+27%,1548 kj(370 kcal),+27%,10,+29%,"6,1",+110%,60,+28%,28,+37%,10,+31%,"1,7",+116%,"0,68",+116%,18,+71%,D,+71%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,"['Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Pur beurre', 'Sans huiles végétales', 'Fabrication artisanale', 'Au lait frais']",,['France'],http://keltia-nevez.monsite-orange.fr/,,,,
496,Brebis du vivarois - Guilloteau - 100g,3307906930064,,,100 g,,['Guilloteau'],,,,,['France'],[],,[],,,,,,,,,,?,,301,,1259 kj(301 kcal),,25,,19,,1,,1,,18,,"1,475",,"0,59",,,,,,,,,,,,,,,,,,,,
497,Fromages râpés (30% MG) - Sans marque - 1kg,3308100000256,D,Mélange râpé de fromages fondus et d'emmental,1 kg,"['Sachet', 'Plastique']","['Sans marque', 'FTRecal']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages râpés']",['France'],"['FR 88.446.004 CE', 'Saulxures-lès-Bulgnéville (Vosges, France)']",['Intermarché'],['France'],"[""98% de mélange de fromages fondus et d'emmental "", '59,1% de fromages fondus', ""40% d'emmental - fromage à pâte pressée cuite"", '0,9% de sels de fonte : E331', 'E339', 'E452', ""2% d'antiagglomérant : fécule""]",['Lait'],['Non végétalien'],4,30 g,en quantité élevée,21 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,?,,393,+5%,1644 kj(393 kcal),+5%,30,+4%,21,+8%,3,+210%,1,+177%,27,-1%,1,0%,"0,4",0%,13,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Fabriqué en France'],"['E331 - Citrates de sodium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",,,,,,
498,Crème fraîche épaisse - Laitière de la Motte - 20cl,3324976120027,B,Crème fraîche épaisse,20 cl,['Bocal'],['Laitière de la Motte'],"['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes fraîches']",['Normandie'],"['FR 61.292.001 CE', 'Montsecret (Orne, France)']",['Intermarché'],['France'],['Crème bio et ferments lactiques sélectionnés'],,[],,40 g,en quantité élevée,,,,,,,?,,?,,,,40,+35%,,,?,,,,?,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,
499,Brandade de morue - Deleuze,3328200000024,E,,,,['Deleuze'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Morues', 'Brandades de morue', 'en:preparations-made-from-fish-meat']",,,,['France'],[],,[],,47 g,en quantité élevée,4 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,?,,455,+90%,1904 kj(455 kcal),+99%,47,+153%,4,+49%,"1,5",-55%,"0,5",+55%,"5,7",-53%,1,+17%,"0,4",+17%,12,+145%,D,+145%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,
500,Ananas tranches brisées - Makli,3329150370212,B,,,,['Makli'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,,['Magasins U'],['France'],"['Ananas', 'eau', 'sucre', 'acidifiant : acide citrique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.4 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,0.01 g,en faible quantité,?,,67,-31%,280 kj(67 kcal),-28%,"0,4",+182%,0,-100%,16,-19%,15,-13%,"0,4",-3%,"0,01",-87%,"0,004",-87%,-2,,A,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,['E330 - Acide citrique'],,,,,,
501,GALETTES RIZ CHOCOLAT NOIR SANS GLUTEN - Markal,3329480131057,B,,,,['Markal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat noir']",,,,['France'],[],,[],,24 g,en quantité élevée,14.6 g,en quantité élevée,24.8 g,en quantité élevée,0.2 g,en faible quantité,?,,486,+1%,2033 kj(486 kcal),+1%,24,+10%,"14,6",+11%,59,-4%,"24,8",+9%,"6,9",+0%,"0,2",+238%,"0,08",+238%,16,-1%,D,-1%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,"['Bio', 'Bio européen', 'FR-BIO-07', 'AB Agriculture Biologique']",,,,,,,
502,DUO LENTILLES BELUGA QUINOA - Markal - 500g,3329484495001,,,500 g,,['Markal'],,,,,['France'],[],,[],,,,,,,,,,?,,357,,1494 kj(357 kcal),,"2,9",,"0,4",,"56,5",,"2,6",,"21,5",,0,,0,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
503,Pois Casses Verts - Markal,3329484611203,A,,,['Sachet'],['Markal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois cassés secs']",,,['Bio14'],['France'],['Pois cassés verts biologiques Traces possibles de soja'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.2 g,en faible quantité,0.16 g,en faible quantité,8 g,en quantité modérée,0.04 g,en faible quantité,?,,300,-10%,1255 kj(300 kcal),-10%,"1,2",-21%,"0,16",-30%,35,-28%,8,+126%,"24,5",+9%,"0,04",+77%,"0,016",+77%,-6,,A,,64.4%,0.0%,18.1%,9.3%,5.1%,3.1%,95,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
504,Sucre De Canne Complet - Markal,3329487647506,,,,,['Markal'],,,,,['France'],[],,[],,,,,,,,,,?,,388,,1623 kj(388 kcal),,"0,05",,0,,"95,1",,"88,5",,"0,6",,"0,04",,"0,016",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,
505,Huile D'olive Vierge Extra Fruitée Bio - 1L - Grand Olio,3329489000019,D,,,,['Grand Olio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,['France'],['olives biologiques'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,100 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,8,-43%,0,,0,,0,,0,-100%,0,-100%,5,-19%,C,-19%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Bio'],,,,,,,
506,Petit Beurre au Chocolat Noir - Bioshok - 150g,3329489030030,C,Biscuits au chocolat - Petit Beurre au Chocolat Noir,150 g,"['Sachet', 'Plastique', 'Etui', 'Carton']",['Bioshok'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres', 'Biscuits tablette de chocolat', 'Petit beurre au chocolat', 'Biscuits au chocolat noir', 'Biscuits tablette de chocolat noir']",['France'],,['Bio14'],['France'],"['Chocolat : chocolat noir ', '48 %', ' ', 'pâte de cacao', 'sucre', 'beurre de cacao', '\rBiscuit : farine de blé ', '35 %', 'sucre', 'beurre ', 'lait', ' ', '9 %', ""poudres à lever : carbonate acide d'ammonium - carbonate acide de sodium"", 'amidon de blé', 'lait écrémé en poudre', 'sel', 'acidifiant : acide citrique']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",3,26.8 g,en quantité élevée,16.9 g,en quantité élevée,28.9 g,en quantité élevée,0.49 g,en quantité modérée,2093,+0%,501,+0%,2093 kj(501 kcal),+0%,"26,8",+11%,"16,9",+14%,"55,4",-11%,"28,9",-10%,"6,9",+2%,"0,49",-4%,"0,196",-4%,19,-12%,E,-12%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'en:palm-oil-free', 'Pur beurre', 'AB Agriculture Biologique']","[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']",,,,,,
507,SPIRALES DEMI COMPLETES - Markal,3329489309150,,,,,['Markal'],,,,,['France'],[],,[],,,,,,,,,,?,,347,,1452 kj(347 kcal),,"1,8",,"0,5",,69,,"2,5",,11,,"0,01",,"0,004",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
508,fromage blanc Calin 0% - Yoplait - 900g,3329770000728,C,,900 g,,['Yoplait'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages blancs']",,,,['France'],"['Lait écrémé pasteurisé', 'concentré de minéraux du lait et protéines de lait', 'vitamine D', 'ferments lactiques']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,
509,Perle de Lait (Caramel) 4 Pots - Yoplait - 500g (4x 125g),3329770041615,,Spécialité laitière sucrée au caramel,500 g (4 x 125 g),"['Frais', 'Pot', 'Plastique', 'Opercule', 'Etui', 'Carton']","['Yoplait', 'Perle de Lait']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Desserts lactés au caramel']","['Yoplait France (Filiale Général Mills / Sodiaal) - 23 Rue des Grandes Courbes - 72100 Le Mans', 'Sarthe', 'Pays de la Loire', 'France']","['FR 72.181.001 CE', 'Mans (Sarthe, France)']",['Banque alimentaire'],['France'],"['Lait écrémé', 'crème', 'sucre 10,5 %', 'eau', 'caramel 2', '8 % ', 'sucre', 'eau', 'acidifiant : acide citrique', 'amidon transformé de riz et de maïs', 'poudre de lait écrémé et/ou protéines de lait', 'arômes', 'épaississant : gomme de guar', 'sel', 'conservateur : sorbate de potassium', 'acidifiant : acide lactique', 'ferments lactiques', 'sirop de sucre caramélisé']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,7.9 g,en quantité modérée,5.3 g,en quantité élevée,14.7 g,en quantité élevée,0.16 g,en faible quantité,631,,?,,631 kj(151 kcal),-8%,"7,9",+4%,"5,3",+6%,"16,2",-21%,"14,7",-13%,"2,5",-16%,"0,16",-16%,"0,064",-16%,8,-9%,C,-9%,,,,,,,,['Nouvelle recette'],"['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique']",,http://www.yoplait.fr/nos_produits/Perle-de-Lait/url/Perle_de_Lait,,,,
