,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,manufacturing,traceability_code,generic_name,ingredients_origins,link,markets,palm_ingredients,brand_owner
875,Na oczyszczanie - Zioła Mnicha - 20x 2g,5905548351452,,['Zioła Mnicha'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,20 x 2 g,,,,,,,,,
876,Filets de harengs à la tomate -,5905548620459,B,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Harengs', 'Harengs marinés', 'Filets de harengs']",['France'],[],,,[],,26 g,en quantité élevée,3 g,en quantité modérée,0.5 g,en faible quantité,2.4 g,en quantité élevée,?,,310,+76%,1297 kj(310 kcal),+82%,26,+126%,3,+20%,10,+252%,"0,5",-66%,16,+33%,"2,4",-3%,"0,96",-3%,15,+25%,D,+25%,65.1%,0.0%,5.9%,25.1%,3.0%,0.8%,77,,,,,,,,,,,
877,Filets de harengs Au Chili -,5905548620848,B,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Harengs', 'Harengs marinés', 'Filets de harengs']",['France'],[],,,[],,19.7 g,en quantité modérée,2.8 g,en quantité modérée,2.5 g,en faible quantité,2.2 g,en quantité élevée,?,,241,+37%,1008 kj(241 kcal),+41%,"19,7",+71%,"2,8",+12%,"3,5",+23%,"2,5",+72%,"12,5",+4%,"2,2",-11%,"0,88",-11%,14,+17%,D,+17%,65.1%,0.0%,5.9%,25.1%,3.0%,0.8%,77,,,,,,,,,,,
878,Tloczony sok,5905669174909,,,,['France'],[],,,[],,,,,,,,,,?,,42,,176 kj(42 kcal),,0,,0,,"7,6",,"7,4",,"0,7",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,
879,Jus de pomme et de betterave,5905669174916,,,,['France'],[],,,[],,,,,,,,,,?,,46,,192 kj(46 kcal),,0,,0,,"11,6",,11,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Jus de pomme et de betterave,5905669174930,,,,['France'],[],,,[],,,,,,,,,,?,,46,,192 kj(46 kcal),,0,,0,,"11,6",,11,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Be raw,5905669246552,,,,['France'],[],,,[],,,,,,,,,,?,,383,,1602 kj(383 kcal),,"8,6",,"5,4",,36,,22,,38,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,
882,Oriental boost,5905669246613,,,,['France'],[],,,[],,,,,,,,,,?,,359,,1502 kj(359 kcal),,"12,4",,"1,1",,"49,4",,"32,4",,"7,1",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,
883,Crispy chicken wings,5905669945479,,,,['France'],[],,,[],,,,,,,,,,?,,260,,1088 kj(260 kcal),,"16,3",,"4,5",,"12,2",,"0,4",,"15,7",,"1,45",,"0,58",,,,,,,,,,,,,['Halal'],,,,,,,,,,
884,Nuggets de poulet - Achahada,5905669945493,D,['Achahada'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",['France'],[],,,[],,12.9 g,en quantité modérée,2.2 g,en quantité modérée,0.4 g,en faible quantité,0.75 g,en quantité modérée,?,,206,-8%,862 kj(206 kcal),-8%,"12,9",+15%,"2,2",+10%,"9,6",-43%,"0,4",-69%,"12,4",-3%,"0,75",-36%,"0,3",-36%,2,-46%,B,-46%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,,,,,,,,,
885,French kiss Energize Mojito - 250ml,5905689308360,,['French Kiss Energize'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons énergisantes', 'Boissons avec sucre ajouté']",['France'],"['Eau', 'sucre', 'acides : acide citrique', 'dioxyde de carbone', 'taurine ', '0,4 %', ""régulateur d'acide : citrate de sodium et carbonate de magnésium"", 'arôme ', ' caféine ', '0,02%', 'niacine', 'acide pantothenic', 'vitamine B6', 'vitamine B12']","['E330 - Acide citrique', 'E290 - Dioxyde de carbone', 'E331 - Citrates de sodium']",,[],4,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.16 g,en quantité modérée,199,+34%,?,,199 kj(48 kcal),+34%,0,-100%,0,-100%,11,+37%,11,+52%,0,-100%,"0,16",+39%,"0,064",+39%,15,+39%,E,+39%,,,,,,,,['Produits faisant référence au Mojito'],250 ml,"['Canette aluminium', 'Aluminium', 'Canette', 'métal']",['UE'],,Soda énergisant goût mojito,,http://www.frenchkissenergize.com,,,
886,Raviolis polonais,5905704103604,,,,['France'],[],,,[],,,,,,,,,,?,,192,,803 kj(192 kcal),,"1,9",,"0,5",,37,,"0,5",,"6,2",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
887,Herbatka leśna - Carrefour - 20x 2g,5905784316345,,['Carrefour'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,20 x 2 g,,,,,,,['Carrefour'],,
888,Primo - Zott,5906040063065,,['Zott'],,['France'],[],,,[],,,,,,,,,,?,,70,,293 kj(70 kcal),,3,,2,,"5,1",,"5,1",,0,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,
889,Sos de usruroi,5906055115629,,,,['France'],[],,,[],,,,,,,,,,?,,353,,1477 kj(353 kcal),,37,,"2,7",,"4,5",,"2,7",,"0,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,
890,Love Cookies - Kettner - 150g,5906190554499,C,['Kettner'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],"['Farine de blé', 'graisse de palme', 'sucre', 'sirop de glucose-fructose', 'oeufs entiers liquides pasteurisés', 'agents levants ', 'carbonate de sodium', ""carbonate d'ammonium"", 'arôme', 'sel', 'couleur ', 'caramel naturel']","['E500i - Carbonate de sodium', ""E503i - Carbonate d'ammonium""]","['Œufs', 'Gluten']","['Huile de palme', 'Non végétalien']",4,30.8 g,en quantité élevée,15.6 g,en quantité élevée,24.2 g,en quantité élevée,0.5 g,en quantité modérée,2257,+13%,?,,2257 kj(539 kcal),+13%,"30,8",+48%,"15,6",+54%,"59,5",-7%,"24,2",-18%,"5,5",-15%,"0,5",-15%,"0,2",-15%,23,+16%,E,+16%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"[""Fabriqué dans l'UE""]",150 g,['Carton'],['Union Européenne'],,Biscuits Cupidon,,,['Noz'],['Huile de palme'],
891,Sweet Coukies - Mokate,5906190555588,,['Mokate'],,['France'],[],,,[],,,,,,,,,,?,,500,,2092 kj(500 kcal),,?,,"14,2",,?,,"39,8",,"5,5",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,
892,Winter cookies,5906190555625,,,,['France'],[],,,[],,,,,,,,,,?,,534,,2234 kj(534 kcal),,"19,6",,"19,6",,"61,3",,"25,9",,"5,4",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,
893,10 chicken franks,5906205255953,,,,['France'],[],,,[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,22,,"7,1",,"3,9",,"0,7",,10,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
894,Saucisse de poulet - Dom - 340,5906205259616,E,['Dom'],"['Viandes', 'Charcuteries', 'Saucisses', 'Volailles', 'Poulets', 'Saucisses de volaille', 'Saucisses de poulet']",['France'],"['viande de Doulet séparée mécani u ment ', '74% peau ae poulet', 'eau', 'farine de pomme de terre sel', 'protéine de soja mall iextrinej sta fillsant: E451', 'arômes ', 'contient moutarde', ' sucre', 'antioxidant: {314', ' conseryateuy: E250', ' Les informations en gras sont destin es aux personnes aller contenir des éléments allergènes: lait', 'gl la date limite indiquée', ' Ne pas reconge ?leoroduit avant consommation', ' Pays dorigine: Pologne']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Moutarde'],['Non végétalien'],4,22 g,en quantité élevée,7.1 g,en quantité élevée,0.7 g,en faible quantité,1.8 g,en quantité élevée,?,,250,+21%,1046 kj(250 kcal),+21%,22,+43%,"7,1",+62%,"3,9",+78%,"0,7",+5%,10,-25%,"1,8",-6%,"0,72",-6%,17,+33%,D,+33%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,340,,,,,,,,,
895,Energy drink,5906213002693,,,,['France'],[],,,[],,,,,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,11,,11,,0,,"0,2",,"0,08",,,,,,,,,,,,,"[""Fabriqué dans l'UE""]",,,,,,,,,,
896,Black dragon,5906213002969,,,,['France'],[],,,[],,,,,,,,,,?,,23,,96 kj(23 kcal),,0,,0,,"4,9",,"4,9",,0,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,
897,Saumon fumé Norvège - Asc  Norvège - 800g,5906259703196,D,['Asc  Norvège'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],"['Saumon atlantique ', 'Salmo salar', ' 96%', 'sel 3%', 'sucre', ' \r*Saumon élevé en Norvege selon le référentiel ASC']",,,"['Non végétalien', 'Non végétarien']",3,6.7 g,en quantité modérée,1.1 g,en faible quantité,0.4 g,en faible quantité,2.72 g,en quantité élevée,?,,142,-23%,594 kj(142 kcal),-23%,"6,7",-36%,"1,1",-47%,"0,4",-19%,"0,4",+20%,"20,1",-9%,"2,72",-4%,"1,088",-4%,12,-8%,D,-8%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,800 g,,['Poland'],['PL 22121818 WE'],,['Norvège'],,,,
898,Saumon fumé à chaud - Ikea,5906259703202,E,['Ikea'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],"['Saumon* atlantique ', 'Salmo salar', ' 97%', 'sel 2 %', 'poivre noir 1%', ' *Saumon élevé en Norvege selon le referentiel ASC', ' Conservation A conserver entre OOC et +40C']",,,"['Non végétalien', 'Non végétarien']",3,8 g,en quantité modérée,1.3 g,en faible quantité,0.4 g,en faible quantité,1.65 g,en quantité élevée,?,,167,-10%,699 kj(167 kcal),-10%,8,-24%,"1,3",-37%,"0,4",-19%,"0,4",+20%,"23,4",+6%,"1,65",-41%,"0,66",-41%,5,-62%,C,-62%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Fabriqué en France'],,,,['ASC-C-00026'],,,,,,
899,Whole grain cereal biscuits,5906372270384,,,,['France'],[],,,[],,,,,,,,,,?,,455,,1904 kj(455 kcal),,15,,"6,8",,74,,27,,"6,6",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,
900,Zukit (erythritol) - Diet-Food,5906395147076,,['Diet-Food'],,['France'],"['SUPER a!tematytva dia powszechnie u±ywanego trzcinowego cukru biakego', ' Yodzik tenjest pc tcgo nie zawiera tadnych sztucznych dodatk6w', ' Jest otrzymywany z kukurydzy z uiycie ', 'vno Jego indeks gjikemicznyjak i kalorycznoéé sq b!iskie zeru - dobry dla d', 'abetykôw', ' ERYTHRITOL SWEETENER Healthy alternative to the commonly used white sugar', ' Plant origin product - it contains additives', "" Both the glycemic index and caloric content are close to zero - it's good for diab oraz gioten"", ' - -tecja aleraiczna: Produkt nqo±e • Allergen information: Product may contain soya', 'wheòt or gluten', ' Iow GI:-O Przybtiione wartoSci odiywcze w Icog produktu es in loog']",['E968 - Érythritol'],,[],4,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,99,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
901,Coconut chips - Sack of snacks,5906395147090,,['Sack of snacks'],,['France'],"['dried r coconut meat ALLERGENIC INFOR\\', 'fATlON Product may contain allergens: gluten', 'Pear other nuts', 'sesaam Store drv and tne bag tightly aftereach Country of origin: Sri Lanka']",,,[],4,,,,,,,,,?,,669,,2799 kj(669 kcal),,64,,55,,"8,4",,"8,4",,"6,9",,"0,15",,"0,06",,,,,,,,,,,,,['Bio'],,,,,,,,,,
902,Rødbede Pulver Ø - Unikfood,5906395147182,,['Unikfood'],,['France'],['Ingredienser: 100% okologisk radbede Pulver Oprindelsesland: Kina'],,,[],,,,,,,,,,?,,374,,1565 kj(374 kcal),,"1,1",,"0,1",,70,,"45,9",,"11,3",,"0,1",,"0,04",,,,,,,,,,,,,['Bio'],,,,,,,,,,
903,Kokosolie Koldpresset Jomfru Ø,5906395147212,,,,['France'],[],,,[],,,,,,,,,,?,,862,,3607 kj(862 kcal),,100,,9,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Cinnamon seeds,5906395147236,,,,['France'],[],,,[],,,,,,,,,,?,,594,,2485 kj(594 kcal),,"48,1",,"20,1",,"18,6",,"8,5",,"18,1",,"0,44",,"0,176",,,,,,,,,,,,,,,,,,,,,,,
905,"Neemjauhe,200 G",5906395147250,,,,['France'],[],,,[],,,,,,,,,,?,,218,,912 kj(218 kcal),,"1,1",,"0,4",,"16,8",,"3,2",,"10,8",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,
906,Fruity paper,5906395147311,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,225,,941 kj(225 kcal),,"0,9",,"0,2",,56,,50,,"2,8",,"0,01",,"0,004",,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE', 'PL-EKO-03']",,,,,,,,,,
907,Bio matcha latte,5906395147335,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,547,,2289 kj(547 kcal),,36,,34,,52,,42,,"3,9",,"0,55",,"0,22",,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,
908,Slim'proteine poudre,5906395147380,,,,['France'],[],,,[],,,,,,,,,,?,,353,,1477 kj(353 kcal),,"3,33",,"2,3",,"8,43",,"4,43",,"75,57",,"1,33",,"0,532",,,,,,,,,,,,,,,,,,,,,,,
909,Kasza Gryczana Bio Niepalona 400G - Naura - 400g,5906395368426,,['Naura'],,['France'],"['1 0,99 Eur 2', '48 EUR/KG Sarrasin compiet bio 400G Ingrédients', ' Sarrasin complet 100% BIO * tngredàent certifié BIO Garder dans un endroit frais et sec']",,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,340,,1423 kj(340 kcal),,"3,1",,"0,7",,63,,"1,1",,13,,"0,01",,"0,004",,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien', 'en:The Vegan Society']",400 g,,,,,,,,,
910,kasza palona gryczana - naura,5906395368433,,['Naura'],,['France'],['SKUDNIKL BIO kasza gryczana palona 100%'],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,363,,1519 kj(363 kcal),,"2,9",,"0,6",,69,,1,,12,,"0,002",,"0,001",,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien', 'en:The Vegan Society']",,,,,,,,,,
911,Gruaux d'orge bio,5906395368440,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,341,,1427 kj(341 kcal),,"2,4",,"0,8",,"66,1",,"2,3",,"13,3",,"0,02",,"0,008",,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,
912,Bio Maka,5906395368532,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,348,,1456 kj(348 kcal),,5,,"0,8",,66,,"2,9",,"5,9",,"0,001",,0,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien', 'en:EG-Öko-Verordnung']",,,,,,,,,,
913,Chips de pomme - Leo,5906395718054,,['Leo'],,['France'],['100% DRIED APPLES'],,,[],,,,,,,,,,?,,358,,1498 kj(358 kcal),,"0,7",,"0,2",,79,,73,,"2,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
914,Huile de noix coco - Foods By Ann,5906395748006,,['Foods By Ann'],['Matières grasses'],['France'],[],,,[],,100 g,en quantité élevée,91 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+12%,3766 kj(900 kcal),+12%,100,+13%,91,+299%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,20,+77%,E,+77%,,,,,,,,,,,,,,,,,,
915,Musli bezglutenowe truskawka & wiśnia & porzeczka,5906395748877,,,,['France'],[],,,[],,,,,,,,,,?,,460,,1925 kj(460 kcal),,"26,9",,"16,5",,"47,7",,"11,9",,"12,5",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,
916,Sos Czosnkowy Butelka Develey 960G,5906425140268,,['Develey'],,['France'],"['Sos czosnkowy Séadnlki: woda', 'o$,ej rzepakovvy? czosnek ', 'SFO', 'cukier', 'skrob!a nodynkowana kukurvdziana', 'ocet spirvtusov:y', 'so!', 'przyprabY ', 'zawiera gorczyc?àt bgaèka substancje guar', ""maczka chleba Svsüetoyansk'tego"", 'guma reguìator kwasowoécr', ' kwas cyttynowy', ""sok Z zagçszczonego soku oti'Y110\\Vego"", 'naturatny aromat', 'substancja konserwuÀca: sorbinian']",,,"['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,223,,933 kj(223 kcal),,20,,"1,4",,"8,7",,"5,6",,"0,8",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,
917,KABANOS,5906442149220,,,,['France'],[],,,[],,,,,,,,,,?,,480,,2008 kj(480 kcal),,40,,17,,4,,2,,26,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,
918,Kabanoski,5906442150486,,,,['France'],[],,,[],,,,,,,,,,?,,479,,2004 kj(479 kcal),,41,,18,,"2,5",,2,,25,,"4,1",,"1,64",,,,,,,,,,,,,,,,,,,,,,,
919,Bambo Joy,5906485304747,,,,['France'],[],,,[],,,,,,,,,,?,,299,,1251 kj(299 kcal),,20,,16,,26,,23,,"2,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
920,Race X -  - 1l,5906507001029,,,"['Boissons', 'Boissons édulcorées', 'Boissons sans alcool', 'Boissons énergisantes']",['France'],"['Eau gazéifiée', 'sucreAcidifiant: acide citrique', 'taurine ', '0,4%', "" Correcteur d'acidité: citrate trisodique"", 'arôme Colorant alimentaire: caramel ', 'E150a', 'caféine ', '0,02%', 'inositol', 'glucoronolactone Conservateurs: benzoate de sodium et sorbate de potassiumEdulcorant: sucralose Vitamines: niacine ', 'B3', 'acide pantothénique ', 'B5', 'vitamines B6 et B12']","['E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E150a - Caramel E150a', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose']",,[],4,5 g,en quantité modérée,0 g,en faible quantité,5 g,en quantité modérée,0.2 g,en quantité modérée,90,-40%,23,-36%,90 kj(23 kcal),-40%,5,+7419%,0,-100%,5,-38%,5,-31%,"0,4",+176%,"0,2",+74%,"0,08",+74%,7,-35%,D,-35%,,,,,,,,,1 l,,"['ul. Grabskiego 35', '32-640 Zator', 'Pologne']",,,['Pologne'],http://www.sahara-napoje.com/,['Norma'],,
921,4 health,5906660104018,,,,['France'],[],,,[],,,,,,,,,,?,,498,,2084 kj(498 kcal),,"29,2",,"3,4",,"44,4",,"14,9",,"17,2",,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,
922,Crystal blueberry,5906660202134,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Mini velvet vanilla,5906660202172,,,,['France'],[],,,[],,,,,,,,,,?,,442,,1849 kj(442 kcal),,15,,"5,5",,64,,18,,"8,4",,"0,42",,"0,168",,,,,,,,,,,,,,,,,,,,,,,
924,"Borowka - Sok - 0,300litre",5906660301035,,['Sok'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['en:gluten-free'],"0,300 litre",,,,,,,,,
925,Chocolate sauce - Sport Definition,5906660497059,,['Sport Definition'],,['France'],"['Water', 'fat-reduced cocoa', 'vegetable fibre', 'sweetener', 'maltitol and sucralose', 'stabilizer ', 'xanthan flavourings', 'preservative ', 'sodium benzoate', 'adulant ', 'lacüc add', 'colour ', 'aramel', ' ', 'Nutiüonal hifomaüon in 100 of which saturates 0 g / 0 g 3,9 g / g of whidl intake Ofan average adult ', '80 kJ / kcal', ' How to use: Use the portion of 5 ml of the product as an additive to mealst desserts and beverages', ' Use depending on individual needs', 'consume directly after preparation', 'Storage Instructions: Store in a cool', 'dry place', ' Once opened keep refrigerated and Zutaten: Wasser,Kakaotrockenmasse', 'Pflanzenfaser', 'SügungnitÈl ', ' Maltit', 'Sucalose', ' Stabilisator ', 'Xanthan', 'Salz', 'Aromen', 'Konservierungsmittel ', 'Natriumbenzoat', 'Sâuerungsmittel ', 'Milchgure', 'Farbstoff Caramel', ' Nihrweüngaben in FettOglOg ', 'W', 'davon gegttigte Fettsàuren 0 g / 0 g ', '0%*', ' Kohlenhydrate 3,9 g 1 0,2 g *Referennenge für einen durchs&tniflichen Erwachsenen ', '8400 kJ /']","['E965 - Maltitol', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,[],4,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,"3,9",,0,,0,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,
926,Choconutto,5906660497189,,,,['France'],[],,,[],,,,,,,,,,?,,613,,2565 kj(613 kcal),,"38,6",,"15,3",,"34,3",,"8,9",,"16,8",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,
927,Coconuts chips,5906660508335,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,665,,2782 kj(665 kcal),,"60,5",,"56,6",,"16,8",,"7,4",,"7,4",,"0,1",,"0,04",,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,
928,Cinnamon Seeds,5906660508410,,,,['France'],[],,,[],,,,,,,,,,?,,594,,2485 kj(594 kcal),,"48,1",,"20,1",,"18,6",,"8,5",,"18,1",,"0,44",,"0,176",,,,,,,,,,,,,,,,,,,,,,,
929,Chocococoseed - Diet Food,5906660508427,,['Diet Food'],,['France'],"['Cic sunnower seeds 50%', 'bio coconut chvs 20%', ' bio pumpktn seeds 1070', ' bio coconut to cacao powcer bio mesquite 270 \\LLERGENIC INFORMATION :rccuc? may contan soya', 'Wheat or gluten cry end clcse the bag tightly after each use* ', 'untry of origin: Polend']",,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,587,,2456 kj(587 kcal),,49,,20,,"16,4",,"7,6",,"18,5",,"0,08",,"0,032",,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'PL-EKO-03']",,,,,,,,,,
930,Organic almonds natural - Bio Migdaty Naturaline,5906660508441,,['Bio Migdaty Naturaline'],,['France'],['Amandes bio 100% naturelle'],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,545,,2280 kj(545 kcal),,35,,"2,7",,"4,2",,3,,13,,8,,"3,2",,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,
931,Sack of snacks - Dried abricot,5906660508496,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,285,,1192 kj(285 kcal),,"0,5",,0,,63,,56,,"3,4",,"0,06",,"0,024",,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Agriculture UE/Non UE']",,,,,,,,,,
932,Raisins organic,5906660508502,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,328,,1372 kj(328 kcal),,"0,5",,"0,2",,76,,73,,"3,1",,"0,06",,"0,024",,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,
933,Goji berries,5906660508519,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,354,,1481 kj(354 kcal),,"3,3",,"0,8",,"61,2",,"43,9",,14,,"1,8",,"0,72",,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,
934,Diet-food Diet-food Organic Almond Butter,5906660508533,,['Diet Food'],['Matières grasses'],['France'],[],,,[],,52 g,en quantité élevée,3.8 g,en quantité modérée,4.6 g,en faible quantité,0 g,en faible quantité,?,,628,-22%,2628 kj(628 kcal),-22%,52,-41%,"3,8",-83%,19,+8382%,"4,6",+2740%,21,+11764%,0,-100%,0,-100%,3,-73%,C,-73%,,,,,,,,['Bio'],,,,,,,,,,
935,Pulpe de fraise,5906660508625,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,330,,1381 kj(330 kcal),,"2,6",,"0,2",,61,,"47,6",,"6,2",,"0,006",,"0,002",,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,,,
936,Sparkling cocola,5906660508663,,,,['France'],[],,,[],,,,,,,,,,?,,26,,109 kj(26 kcal),,0,,0,,"6,5",,6,,0,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,
937,Almond Butter - Diet-Food,5906660508793,,['Diet-Food'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",['France'],[],,,[],,52 g,en quantité élevée,3.8 g,en quantité modérée,4.6 g,en faible quantité,0 g,en faible quantité,?,,628,-1%,2628 kj(628 kcal),-1%,52,-4%,"3,8",-15%,19,+124%,"4,6",-7%,21,-4%,0,-100%,0,-100%,11,+186%,D,+186%,,,,,,,,['Bio'],,,,,,,,,,
938,GRANOLA,5906660508847,,,,['France'],[],,,[],,,,,,,,,,?,,505,,2113 kj(505 kcal),,32,,"9,5",,27,,11,,15,,"1,4",,"0,56",,,,,,,,,,,,,['Agriculture UE/Non UE'],,,,,,,,,,
939,Crispy muesli,5906660508939,,,,['France'],[],,,[],,,,,,,,,,?,,336,,1406 kj(336 kcal),,"4,6",,"2,7",,64,,33,,"7,8",,"0,09",,"0,036",,,,,,,,,,,,,['Agriculture UE/Non UE'],,,,,,,,,,
940,Organic Crispy Muesli,5906660508946,,,,['France'],[],,,[],,,,,,,,,,?,,348,,1456 kj(348 kcal),,6,,"3,5",,63,,32,,"8,9",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,
941,Traf choco,5906660720775,,,,['France'],[],,,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,20,,"9,9",,57,,44,,"4,1",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,
