,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,manufacturing,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,ingredients_origins,traceability_code,markets,link,producer_info,origin_detail
1740,Purée Myrtilles - Coteaux nantais - 360g,3301597000808,,,360 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Coteaux nantais'],['Purées de myrtille'],"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,['France'],"['Myrtilles ', '67%', 'jus de pomme ', '33%']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.9 g,en faible quantité,0 g,en faible quantité,11.4 g,en quantité modérée,0 g,en faible quantité,346,,?,,346 kj(83 kcal),,"0,9",,0,,"17,6",,"11,4",,"0,8",,0,,0,,-6,,A,,,,,,,,,,,,,,,
1741,Mayonnaise fraîche - Les Entrées de la Mer - 110g,3302100003705,D,Mayonnaise,110 g,"['Pot', 'Plastique', 'Frais', 'Polypropylène']",['Les Entrées de la Mer'],"['Epicerie', 'Sauces', 'Mayonnaises']","['Point Vert', 'Fabriqué en France']",['France'],['France'],"['Huile de colza', 'eau', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'conservateur : SULFITE acide de sodium', 'jaune d’OEUF', 'jus de citron', 'sel', 'vinaigre', 'poivre']","['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Moutarde', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,81 g,en quantité élevée,6.5 g,en quantité élevée,0.1 g,en faible quantité,0.84 g,en quantité modérée,3025,+19%,736,+20%,3025 kj(736 kcal),+18%,81,+22%,"6,5",+5%,"0,5",-81%,"0,1",-93%,"1,3",+6%,"0,84",-37%,"0,336",-37%,18,+1%,D,+1%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,['Carrefour'],https://www.lesentreesdelamer.com/produit/mayonnaise-fraiche-110g-traiteur-de-la-mer-accompagnement/,,
1742,Îles Flottantes aux Pralines Roses - La Bressane - 392g,3302550008824,B,,392 g,"['Pots', 'Plastique', 'Carton']",['La Bressane'],"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Ile flottante', 'Desserts lactés aux œufs']",,,['France'],"['Îles flottantes ', '95 g', ' : Lait entier', 'sucre', 'œufs entiers frais ', '23%', ""blanc d'œuf frais "", '3%', 'arôme naturel de vanille', '\rGarniture ', '3 g', ' : Pralines roses ', 'sucre', 'amandes', 'sirop de glucose', 'amidon', 'colorants : carmin', 'carotène']","['E120 - Acide carminique', 'E160a - Carotènes mélangés']","['Œufs', 'Lait', 'Fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,5.3 g,en quantité modérée,2.1 g,en quantité modérée,16 g,en quantité élevée,0.03 g,en faible quantité,623,+16%,?,,623 kj(149 kcal),+12%,"5,3",+67%,"2,1",+28%,19,-10%,16,-18%,"5,4",+16%,"0,03",-79%,"0,012",-79%,3,-22%,C,-22%,69.1%,13.9%,6.5%,6.0%,3.6%,1.0%,84,,,"['FR 18.194.050 CE', 'Rians (Cher, France)']",['Cora'],,,
1743,Parmentier de poisson -  - 300g,3302746288023,E,,300 g,,,"['Plats préparés', 'Gratins', 'Plats préparés au poisson', 'Gratins de poisson', 'Plats préparés à réchauffer au micro-ondes', 'Brandade aux pommes de terre']","['Expérimentation Nutriscore', 'Expérimentation Nutriscore C']",,['France'],"['Eau', 'poisson 25% ', ""colin d'Alaska 95%"", 'pulpe de poisson 5%', 'crème fraîche ', '11%', 'flocons de pommes de terre 7,9% ', 'pommes de terre déshydratées', ""extrait d'épices"", 'poudre de lait écrémé', 'beurre', ""huile d'olive vierge extra"", 'sel', 'ail', 'échalotes ', '0,7%', 'amidon transformé de riz', 'ciboulette ', '0,3%', 'persil', 'poivre', ' Informations destinées aux personnes allergiques : cette recette contient du lait', 'des produits à base de lait et du poisson']",['E14XX - Amidons modifiés'],"['Poisson', 'Lait']","['Non végétalien', 'Non végétarien']",4,5.5 g,en quantité modérée,2.8 g,en quantité modérée,2.2 g,en faible quantité,0.73 g,en quantité modérée,498,-1%,118,-8%,498 kj(118 kcal),-8%,"5,5",-18%,"2,8",-6%,10,+11%,"2,2",+33%,"6,7",-5%,"0,73",-10%,"0,292",-10%,2,-13%,B,-13%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,,
1744,le Gourmand Thon (14 Bâtonnets) - Fleury Michon - 244g,3302746456026,,"Préparation à base de chair de poisson, de thon et de fromage",244 g,"['Frais', 'Boîte', 'Plastique']",['Fleury Michon'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Frais', 'Préparations de poisson', 'Plats préparés au poisson']","['Sans arômes artificiels', 'Sans polyphosphates', 'Sans conservateurs']","[""Fleury Michon Traiteur - FMT (Filiale Fleury Michon Solution Repas) - Parc d'Activité Polaris - 85110 Chantonnay"", 'Vendée', 'Pays de la Loire', 'France']",['France'],"['Eau', 'chair de poisson 24 %', 'fromage 18 % ', 'fromage', 'sel', 'amidons ', 'dont blé', 'thon listao 7,8 %', 'huile de colza', ""colin d'alaska 2,2 %"", 'sucre', 'sel', ""blanc d'œuf réhydraté"", 'colorants ', 'extrait de paprika - caramel', 'arôme naturel de poivre', 'poivres']","['E160c - Extrait de paprika', 'E150 - Caramel']","['Œufs', 'Poisson', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,8.1 g,en quantité modérée,3.7 g,en quantité modérée,2.5 g,en faible quantité,1.6 g,en quantité élevée,590,-20%,?,,590 kj(141 kcal),-27%,"8,1",-32%,"3,7",+20%,"9,6",+20%,"2,5",+67%,"7,5",-36%,"1,6",+36%,"0,64",+36%,11,+80%,D,+80%,,,,,,,,,"[""Colin d'Alaska"", 'Thon listao']","['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']",,http://www.fleurymichon.fr/produit/le-gourmand-thon-14-batonnets,,
1745,Parmentier aux carottes et Boeuf aux échalotes - Fleury Michon - 300g,3302747888024,D,,300 g,"['Carton', 'Barquette', 'Plastique']",['Fleury Michon'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats préparés à réchauffer au micro-ondes', 'Hachis parmentier']","['Viande Française', 'Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Expérimentation Nutriscore', 'Experimentation Etiquetage Nutritionnel 2016', 'Sans arômes artificiels', 'Sans matière grasse hydrogénée', 'Expérimentation Nutriscore B', 'Nutriscore B', 'en:palm-oil-free', 'Viande-bovine-francaise']",['France'],['France'],"['Carottes 28%', 'flocons de pommes de terre réhydratés 28%', 'bœuf cuit [bœuf 12%', 'bouillon de légumes ', 'eau', 'sel', 'huile de colza', 'carotte', 'oignon', 'céleri', 'thym', 'laurier', 'badiane', ' sel', 'poivre]', 'eau', 'crème fraîche', 'jus de cuisson du bœuf', 'crème de riz', 'chapelure 1', '8% ', 'dont blé', 'huile de colza', 'oignons', 'emmental 0', '8%', 'beurre', 'amidons transformés de riz et de tapioca', 'échalotes 0', '4%', 'persil 0', '4%', 'sel', 'concentré de tomates', 'épices', 'poudre de jaune d’œuf', 'caramel ', 'sucre', 'eau']",['E14XX - Amidons modifiés'],"['Céleri', 'Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.8 g,en quantité modérée,2.1 g,en quantité modérée,1.9 g,en faible quantité,0.8 g,en quantité modérée,417,-14%,?,,417 kj(100 kcal),-19%,"4,8",-22%,"2,1",-28%,"7,8",-22%,"1,9",+18%,"5,7",-8%,"0,8",+10%,"0,32",+10%,2,-31%,B,-31%,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,,['France'],"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']","['Franprix', 'Casino']",,,
1746,Le coeur frais chevre - Fleury Michon,3302748329021,D,,,,['Fleury Michon'],"['Produits laitiers', 'Produits fermentés', 'Produits de la mer', 'Produits laitiers fermentés', 'Poissons', 'Fromages']","['Sans colorants', 'Nutriscore', 'Nutriscore D']",,['France'],[],,,[],,7.4 g,en quantité modérée,3.1 g,en quantité modérée,2.6 g,en faible quantité,1.8 g,en quantité élevée,?,,136,-29%,569 kj(136 kcal),-28%,"7,4",-35%,"3,1",+31%,11,+429%,"2,6",+353%,"6,4",-65%,"1,8",+18%,"0,72",+18%,8,+16%,C,+16%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1747,Boeuf sauce poivre - Fleury Michon,3302749554026,,,,,['Fleury Michon'],,"['Sans conservateurs', 'en:palm-oil-free']",,['France'],"['Pommes de terre 47%', 'émincés de boeuf 20% ', 'viande de bœuf', 'fécule de manioc', 'sel', 'eau', 'crème fraîche', 'crème de riz', 'échalotes', 'huiles végétales ', 'huile de colza', 'huile de tournesol', 'vin blanc', 'amidon de riz', 'arôme naturel ', 'contient blé', 'sel', 'gélatine de bœuf', ""extrait de malt d'orge"", 'Cognac', 'poivre 0', '07%', ' Viande de bœuf origine France']",['E428 - Gélatine'],"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,137,,573 kj(137 kcal),,"6,6",,2,,12,,"1,1",,"6,7",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,
1748,Allumettes fumees bio - Fleury Michon,3302749784027,D,,,,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']","['Bio', 'Bio européen', 'Viande Française', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01', 'Viande Porcine Française', 'Fabriqué en France']",,['France'],[],,,[],,25 g,en quantité élevée,11 g,en quantité élevée,0.8 g,en faible quantité,2.3 g,en quantité élevée,?,,296,+11%,1238 kj(296 kcal),+13%,25,+15%,11,+33%,"0,8",-3%,"0,8",+25%,17,+4%,"2,3",-13%,"0,92",-13%,23,+15%,E,+15%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,,,,,,
1749,Sauce beurre blanc citron confit - Christian Potier - 150g (3x 50g),3302762103218,D,Sauce beurre blanc citron confit,150 g (3 x 50 g),"['Plastique', 'Carton']",['Christian Potier'],"['Epicerie', 'Sauces', 'Sauces pour poissons', 'Sauces au beurre blanc']","['Sans colorants', 'Sans arômes ajoutés']","['France', 'Carpentras']",['France'],"['beurre 27%', 'eau', 'crème fraîche', 'vin blanc', 'échalote', 'jus de citron 4', '9%', 'zeste de citron 3 % ', 'sucre', 'citron 1', '3%', 'eau', 'amidons modifiés de maïs', 'vinaigre de vin blanc', 'sel', 'huile de tournesol', 'sucre', 'épaississant ', 'gomme xanthane', 'poivre', 'thym', 'extrait de carotte']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,26.7 g,en quantité élevée,17.7 g,en quantité élevée,2.9 g,en faible quantité,1.2 g,en quantité modérée,?,,267,+39%,1117 kj(267 kcal),+33%,"26,7",+41%,"17,7",+53%,"5,8",+43%,"2,9",+87%,"0,5",-52%,"1,2",+3%,"0,48",+3%,18,+16%,D,+16%,81.2%,10.0%,4.0%,2.5%,1.4%,1.0%,43,,,,,,,
1750,Sauce Aïoli - Marcel Recorbet,3302950102016,,,,,['Marcel Recorbet'],,,,['France'],"['Ingrédients: Huile de colza', ""jaune d'œuf"", 'vinaigre', 'eau', 'ail réhydraté ', '3,9%', 'moutarde de Dijon ', 'eau', 'graine de moutarde', 'vinaigre', 'sel', 'conservateur: bisulfite de sodium', 'sucre', 'sel', 'arôme', 'sirop de glucose', 'colorants: lutéine et extrait de paprika', 'épaississants: gomme de xanthane et farine de graines de guar', 'poivre', 'jus concentré de citron']","['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine', 'E160c - Extrait de paprika', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Œufs', 'Moutarde']",['Non végétalien'],4,,,,,,,,,?,,710,,2971 kj(710 kcal),,"76,6",,"6,3",,"3,3",,"2,2",,"1,4",,"1,55",,"0,62",,,,,,,,,,,,,,,,,,,
1751,Sauce salade - La Cuisine d’Autrefois,3302957002012,D,,,,['La Cuisine d’Autrefois'],"['Epicerie', 'Sauces', 'Sauces salades']",['Bio'],,['France'],"['Eau', 'huile de tournesol* ', '30%', 'vinaigre*', 'moutarde de Dijon 5% ', 'eau', 'graines de moutarde*', 'vinaigre*', 'sel', 'sel', 'sucre*', 'épaississants: gomme de xanthane et farine de graines de guar', 'poivre*', ""  *produits issus de l'agriculture biologique""]","['E415 - Gomme xanthane', 'E412 - Gomme de guar']",['Moutarde'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,30.7 g,en quantité élevée,3.1 g,en quantité modérée,2.1 g,en faible quantité,2.6 g,en quantité élevée,?,,287,-14%,1201 kj(287 kcal),-14%,"30,7",-8%,"3,1",-9%,"2,5",-55%,"2,1",-44%,"0,5",-24%,"2,6",+37%,"1,04",+37%,16,+11%,D,+11%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,
1752,MOUTARDE DE DIJON AROMATISE AU CITRON - La Cuisine d'Autrefois - 350g,3302957005020,A,,350g,"['Bocal', 'Verre']","[""La Cuisine d'Autrefois""]","['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],"['Eau', 'graines de moutarde huile essentielle de cidre', 'sel huile essentielle de citron']",,,[],,13.7 g,en quantité modérée,1.1 g,en faible quantité,2.5 g,en faible quantité,5.1 g,en quantité élevée,?,,184,+16%,770 kj(184 kcal),+16%,"13,7",+19%,"1,1",+44%,"4,5",+23%,"2,5",+11%,"7,8",+8%,"5,1",-14%,"2,04",-14%,13,+20%,D,+20%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,
1753,Pâtes alimentaires,3303070000046,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,372,,1556 kj(372 kcal),,3,,"0,9",,70,,"2,2",,15,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
1754,Pates escargots THIRION,3303070000152,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,371,,1552 kj(371 kcal),,3,,"0,9",,70,,"2,2",,15,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,
1755,Rouille à la Sétoise - Marie-Amélie - 90g,3303640000025,D,,90 g,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Bocal']",['Marie-Amélie'],"['Epicerie', 'Sauces', 'Mayonnaises', 'Sauce rouille']",,,['France'],"['Huile de colza', 'eau', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'conservateur : sulfite de potassium', 'concentré de tomates', ""jaune d'oeuf"", 'amidon de maïs', 'sel', 'ail', 'épaississants : gomme guar et gomme xanthane', 'colorant : paprika', 'extrait naturel de cayenne']","['E330 - Acide citrique', 'E225 - Disulfite de calcium', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Œufs', 'Moutarde', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,45.5 g,en quantité élevée,3.6 g,en quantité modérée,1.3 g,en faible quantité,1.85 g,en quantité élevée,1764,+14%,?,,1764 kj(422 kcal),+3%,"45,5",+2%,"3,6",-12%,"2,2",-46%,"1,3",+7%,"1,8",-32%,"1,85",+32%,"0,74",+32%,16,+16%,D,+16%,81.1%,9.7%,5.1%,2.2%,1.9%,0.0%,53,,,"['EMB 30189J', 'Nîmes (Gard, France)']",['Intermarché'],http://www.soupe-marieamelie.fr/30_2.cfm?i=112-rouille-soupe-accompagnement-croutons&f=54,,
1756,Marie Amelie Soupe Poissons Crustace 780G - 780g,3303640002302,E,,780 g,"['Bocal', 'Verre', 'métal']",['Marie-Amélie'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']","['Fabriqué en France', 'Sans conservateurs']",['France'],['France'],"['Eau', 'poissons 40%', 'crustacés 10 % ', 'crabes et homards', 'concentré de tomates', 'huile de colza', 'sel', 'oignon', ""huile d'olive vierge extra"", 'arôme de vin blanc épices ', 'dont safran', 'épaississants: gomme de guar et gomme xanthane', 'pastis']","['E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Crustacés', 'Poisson']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,
1757,Soupe de poisson à la Méditerranéenne - 380g,3303640009080,E,,380 g,['Bocal'],,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",['Sans conservateurs'],,['France'],[],,,[],,25 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en faible quantité,12 g,en quantité élevée,?,,45,-6%,188 kj(45 kcal),-6%,25,+1216%,"0,5",+11%,"0,5",-73%,"0,5",-23%,"5,6",+8%,12,+1259%,"4,8",+1259%,7,+703%,C,+703%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,
1758,Confiture de cerise noire,3304189000040,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,157,,657 kj(157 kcal),,6,,"0,1",,48,,"41,2",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,
1759,Betteraves rouges cuites - BTG - 500g,3304360000166,B,,500 g,"['Sachet', 'Plastique', 'sous vide']",['BTG'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves', 'Betterave rouge']","['Point Vert', 'Sans conservateurs']",,['France'],['Betteraves rouges'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,0.02 g,en faible quantité,6.68 g,en quantité modérée,0.1 g,en faible quantité,?,,43,,180 kj(43 kcal),-5%,"0,1",-47%,"0,02",+50%,"7,17",-10%,"6,68",-6%,"2,3",+42%,"0,1",+6%,"0,04",+6%,-7,,A,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,,,,
1760,Petit Munster Fermier au Lait Cru - Haxaire - 220g,3304420000419,B,,220 g,"['Frais', 'Plastique']",['Haxaire'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages au lait cru', 'Fromages à pâte molle à croûte lavée', 'Munsters', 'Munsters au lait cru', 'Petits Munsters', 'Fromages fermiers']","['Concours général agricole', 'AOP', ""Médaille d'argent du Concours général agricole"", 'Point Vert', ""Médaille d'argent du concours général agricole 2015"", 'Fermier']","['France', 'Alsace']",['France'],"['Lait cru de vache', 'sel', 'présure', 'ferments lactiques']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,28 g,en quantité élevée,19 g,en quantité élevée,0.8 g,en faible quantité,2.5 g,en quantité élevée,?,,335,,1402 kj(335 kcal),+2%,28,+3%,19,+3%,"0,8",+41%,"0,8",+70%,20,+27%,"2,5",,1,,19,,E,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['France'],"['FR 68.175.002 CE', 'Lapoutroie (Haut-Rhin, France)']",['Auchan'],,,
1761,Crevettes décortiquées,3306080045007,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,190,,795 kj(190 kcal),,"14,7",,"3,1",,"0,5",,"0,4",,"13,8",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,
1762,Les Bio cuisinées tomate & thym - Pescanova,3306080066002,,,,,['Pescanova'],,['Bio'],,['France'],[],,,[],,,,,,,,,,?,,190,,795 kj(190 kcal),,"14,8",,"3,2",,"0,6",,"0,5",,"13,8",,"1,29",,"0,516",,,,,,,,,,,,,,,,,,,
1763,Crevettes décortiquées avec sauce cocktail - Pescanova Dippéo,3306080068006,D,,,,['Pescanova Dippéo'],"['Produits de la mer', 'Crustacés', 'Crevettes']",,,['France'],"['Crevettes Penaeus vannamei ', '77%', 'sel', 'Antioxydant: sulfites', 'Acidifiant: acide citrique', 'Conservateur sorbate de potassium', ' Sauce cocktail ', '23%', ' : Eau', 'huile de tournesol', 'purée de tomates double concentrée', 'sucre', ""jaune d'oeuf"", 'vinaigre', 'sirop de glucose', 'amidon modifié', 'moutarde de Dijon ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'antioxydant: disulfite de potassium', 'acidifiant : acide citrique', 'sel', 'sauce ', 'eau', 'vinaigre', 'sauce soja ', 'eau', 'soja', 'sel', 'farine de blé', 'conservateur: E202', 'sucre', 'colorant: caramel E150b', 'sel', ""extrait d'aromate"", ' ', 'sulfites', 'poivron rouge', 'conservateur: E202', ' \rPeut contenir des traces de crustacés', 'poissons et mollusques']","['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E150b - Caramel de sulfite caustique']","['Crustacés', 'Œufs', 'Gluten', 'Moutarde', 'Soja', 'Anhydride sulfureux et sulfites']",['Non végétalien'],4,7.5 g,en quantité modérée,0.9 g,en faible quantité,1.5 g,en faible quantité,1.35 g,en quantité modérée,?,,145,+37%,607 kj(145 kcal),+38%,"7,5",+241%,"0,9",+96%,"2,9",+166%,"1,5",+330%,"16,5",-9%,"1,35",-8%,"0,54",-8%,1,-60%,B,-60%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,
1764,Les Ronds d'anis - Castellane biscuiterie,3307484001071,,,,,['Castellane biscuiterie'],,,,['France'],"['farine de blé', 'sucre', 'huile végétale ', 'colza', ""grains d'anis vert 21%"", ""sirop de malt d'orge"", 'sel', ""poudre à lever : carbonates d'ammonium et carbonates de sodium"", ""émulsifiants : mono- diglycérides d'acides gras"", ' Peut contenir des traces de fruits à coque', 'de lait', 'de graines de Sésame et de moutarde']","[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium']",['Gluten'],[],4,,,,,,,,,?,,450,,1883 kj(450 kcal),,"12,5",,"1,2",,77,,"23,5",,"7,5",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,
1765,Navettes à l'amande,3307484001194,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,445,,1862 kj(445 kcal),,"13,7",,"1,3",,"71,6",,22,,8,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,
1766,Pavé du vivarois roux - Fromagerie Guilloteau - 1550g,3307905065088,D,,1550g,['Frais'],"['Fromagerie Guilloteau', 'Guilloteau']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle']",,,['France'],"['lait de vache', ""ferments lactiques et d'affinage"", 'sel', 'coagulant', 'colorant : rocou']",['E160b - Rocou'],['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,24 g,en quantité élevée,17 g,en quantité élevée,1.3 g,en faible quantité,1.5 g,en quantité modérée,1233,-11%,297,-7%,1233 kj(297 kcal),-9%,24,-14%,17,-13%,"1,3",+13%,"1,3",+143%,19,+11%,"1,5",+9%,"0,6",+9%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['FR 01.034.001 CE', 'Belley (Ain, France)']",,,,
1767,Pavé d'affinois - 25g,3307905850080,,,25 g,['Bloc'],['Pave d affinois'],,,,['France'],[],,,[],,,,,,,,,,?,,297,,1243 kj(297 kcal),,24,,17,,"1,3",,"1,3",,19,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,
1768,Soumaintrain - Berthaut - 200g,3307950070006,B,,200 g,['Frais'],"['Berthaut', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', 'Soumaintrain']",['IGP'],,['France'],"['Lait de vache pasteurisé ', 'origine : France', 'sel', 'présure', 'ferments']",,,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,25 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,?,,304,+1%,1272 kj(304 kcal),+1%,25,+2%,19,+14%,1,+81%,0,-100%,18,-9%,"1,8",+12%,"0,72",+12%,15,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['France', 'Lait origine France']",,['Magasins U'],,,
1769,Bouillie d’avoine - Creperie Bosser - 500g,3308840000042,,purée,500 g,['Frais'],['Creperie Bosser'],,,['Bretagne'],['France'],"[""20% Farine d'avoine"", 'eau', 'sels Conservation f+60C maxi Poids Net : 500 g']",,,[],,,,,,,,,,?,,69,,289 kj(69 kcal),,"1,6",,0,,12,,0,,"2,1",,"0,68",,"0,272",,,,,,,,,,,,,,,,['grandes surfaces'],,,
1770,Meringues Saveur Vanillle - Louvat - 200g,3308960010075,C,,200 g,"['Sachet', 'Plastique']",['Louvat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",,,['France'],"['sucre', ""blancs d'oeufs"", 'épaississants ', 'gomme guar', ' gomme xanthane', 'arôme vanille']","['E412 - Gomme de guar', 'E415 - Gomme xanthane']",['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,94.2 g,en quantité élevée,,,1675,+4%,?,,1675 kj(400 kcal),+6%,0,-100%,0,-100%,"95,8",+10%,"94,2",+13%,"2,7",-33%,,,,,,,,,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,,,,,
1771,Mangues En Tranches Au Sirop Léger Martin S,3309016511126,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits', 'Fruits en conserve', 'Fruits au sirop', 'Mangues au sirop']",,,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,15.5 g,en quantité élevée,0 g,en faible quantité,?,,76,-12%,318 kj(76 kcal),-7%,0,-100%,0,-100%,"18,3",+17%,"15,5",+8%,1,+145%,0,-100%,0,-100%,-2,,A,,,,,,,,,,,"['EMB 13117H', 'Vitrolles (Bouches-du-Rhône, France)']",,,,
